"LGA_CODE21","calendar_year","sex","age_group","n_births","fertility_rate"
"36510",2019,"all","0-0",388,1.86
"36580",2019,"all","0-0",248,2.02
"36630",2019,"all","0-0",386,2.35
"36660",2019,"all","0-0",384,2.17
"36720",2019,"all","0-0",3319,1.7
"36820",2019,"all","0-0",234,2.01
"36910",2019,"all","0-0",2211,1.96
"36950",2019,"all","0-0",58,2.25
"36960",2019,"all","0-0",94,2.5
"37010",2019,"all","0-0",2535,1.8
"37300",2019,"all","0-0",73,2.15
"37310",2019,"all","0-0",460,2.18
"37340",2019,"all","0-0",366,1.5
"37400",2019,"all","0-0",10,1.8
"37550",2019,"all","0-0",17,1.97
"37570",2019,"all","0-0",5,NA
"37600",2019,"all","0-0",52,3.44
"30250",2020,"all","0-0",17,2.66
"30300",2020,"all","0-0",58,2.6
"30370",2020,"all","0-0",177,1.9
"30410",2020,"all","0-0",29,1.88
"30450",2020,"all","0-0",3,NA
"30760",2020,"all","0-0",25,2.11
"30900",2020,"all","0-0",8,NA
"31000",2020,"all","0-0",14030,1.41
"31750",2020,"all","0-0",3,NA
"31820",2020,"all","0-0",898,1.82
"31900",2020,"all","0-0",157,2
"31950",2020,"all","0-0",3,NA
"32080",2020,"all","0-0",2078,1.84
"32250",2020,"all","0-0",33,2.34
"32260",2020,"all","0-0",348,2.24
"32270",2020,"all","0-0",439,2.19
"32310",2020,"all","0-0",99,1.8
"32330",2020,"all","0-0",27,2.73
"32450",2020,"all","0-0",39,1.73
"32500",2020,"all","0-0",39,1.91
"32600",2020,"all","0-0",3,NA
"32750",2020,"all","0-0",0,NA
"32770",2020,"all","0-0",17,2.5
"32810",2020,"all","0-0",110,1.6
"33100",2020,"all","0-0",16,NA
"33200",2020,"all","0-0",17,2
"33220",2020,"all","0-0",904,1.88
"33360",2020,"all","0-0",807,2.09
"33430",2020,"all","0-0",6759,1.57
"33610",2020,"all","0-0",158,2.5
"33620",2020,"all","0-0",470,1.99
"33800",2020,"all","0-0",94,1.84
"33830",2020,"all","0-0",18,NA
"33960",2020,"all","0-0",3602,2.13
"33980",2020,"all","0-0",308,1.83
"34420",2020,"all","0-0",9,NA
"34530",2020,"all","0-0",417,2.05
"34570",2020,"all","0-0",11,NA
"34580",2020,"all","0-0",477,1.79
"34590",2020,"all","0-0",5125,2.12
"34710",2020,"all","0-0",32,1.6
"34770",2020,"all","0-0",1619,2.05
"34800",2020,"all","0-0",10,NA
"34830",2020,"all","0-0",3,NA
"34860",2020,"all","0-0",193,2.29
"34880",2020,"all","0-0",262,2.2
"35010",2020,"all","0-0",5424,1.86
"35250",2020,"all","0-0",19,2.09
"35300",2020,"all","0-0",346,2.39
"35600",2020,"all","0-0",62,2
"35670",2020,"all","0-0",10,NA
"35740",2020,"all","0-0",358,1.6
"35760",2020,"all","0-0",106,2
"35780",2020,"all","0-0",63,3.1
"35790",2020,"all","0-0",25,1.5
"35800",2020,"all","0-0",28,2.9
"36070",2020,"all","0-0",9,NA
"36150",2020,"all","0-0",9,NA
"36250",2020,"all","0-0",1610,1.81
"36300",2020,"all","0-0",8,NA
"36370",2020,"all","0-0",1049,1.89
"36510",2020,"all","0-0",408,1.9
"36580",2020,"all","0-0",254,2.02
"36630",2020,"all","0-0",361,2.31
"36660",2020,"all","0-0",386,2.18
"36720",2020,"all","0-0",3217,1.65
"36820",2020,"all","0-0",230,1.99
"36910",2020,"all","0-0",2046,1.92
"36950",2020,"all","0-0",57,2.17
"36960",2020,"all","0-0",85,2.5
"37010",2020,"all","0-0",2359,1.75
"37300",2020,"all","0-0",83,2.19
"37310",2020,"all","0-0",471,2.24
"37340",2020,"all","0-0",396,1.5
"37400",2020,"all","0-0",9,NA
"37550",2020,"all","0-0",8,NA
"37570",2020,"all","0-0",3,NA
"37600",2020,"all","0-0",40,2.04
"30250",2021,"all","0-0",15,2.1
"30300",2021,"all","0-0",73,2.3
"30370",2021,"all","0-0",215,2.03
"30410",2021,"all","0-0",33,1.75
"30450",2021,"all","0-0",3,NA
"30760",2021,"all","0-0",24,2.11
"30900",2021,"all","0-0",12,NA
"31000",2021,"all","0-0",14765,1.4
"31750",2021,"all","0-0",5,NA
"31820",2021,"all","0-0",995,1.8
"31900",2021,"all","0-0",189,2.05
"31950",2021,"all","0-0",3,NA
"32080",2021,"all","0-0",2160,1.85
"32250",2021,"all","0-0",37,2.96
"32260",2021,"all","0-0",342,2.22
"32270",2021,"all","0-0",408,2.11
"32310",2021,"all","0-0",126,1.86
"32330",2021,"all","0-0",39,2.98
"32450",2021,"all","0-0",50,1.76
"32500",2021,"all","0-0",68,2.12
"32600",2021,"all","0-0",3,NA
"32750",2021,"all","0-0",3,NA
"32770",2021,"all","0-0",23,1.94
"32810",2021,"all","0-0",115,1.57
"33100",2021,"all","0-0",10,NA
"33200",2021,"all","0-0",33,NA
"33220",2021,"all","0-0",1032,1.96
"33360",2021,"all","0-0",842,2.08
"33430",2021,"all","0-0",7511,1.58
"33610",2021,"all","0-0",147,2.39
"33620",2021,"all","0-0",572,2.07
"33800",2021,"all","0-0",106,1.96
"33830",2021,"all","0-0",15,NA
"33960",2021,"all","0-0",3777,2.11
"33980",2021,"all","0-0",304,1.79
"34420",2021,"all","0-0",12,1.19
"34530",2021,"all","0-0",406,2.03
"34570",2021,"all","0-0",15,NA
"34580",2021,"all","0-0",522,1.79
"34590",2021,"all","0-0",5521,2.13
"34710",2021,"all","0-0",46,1.62
"34770",2021,"all","0-0",1575,2.02
"34800",2021,"all","0-0",15,NA
"34830",2021,"all","0-0",5,NA
"34860",2021,"all","0-0",209,2.44
"34880",2021,"all","0-0",255,2.23
"35010",2021,"all","0-0",5928,1.87
"35250",2021,"all","0-0",27,2.6
"35300",2021,"all","0-0",370,2.38
"35600",2021,"all","0-0",60,2.18
"35670",2021,"all","0-0",11,2.16
"35740",2021,"all","0-0",390,1.6
"35760",2021,"all","0-0",106,2.02
"35780",2021,"all","0-0",56,2.33
"35790",2021,"all","0-0",59,2.13
"35800",2021,"all","0-0",29,3.42
"36070",2021,"all","0-0",5,NA
"36150",2021,"all","0-0",20,NA
"36250",2021,"all","0-0",1727,1.85
"36300",2021,"all","0-0",12,NA
"36370",2021,"all","0-0",1199,1.99
"36510",2021,"all","0-0",418,1.94
"36580",2021,"all","0-0",268,2.02
"36630",2021,"all","0-0",380,2.32
"36660",2021,"all","0-0",366,2.18
"36720",2021,"all","0-0",3677,1.68
"36820",2021,"all","0-0",229,1.91
"36910",2021,"all","0-0",2264,1.95
"36950",2021,"all","0-0",55,2.06
"36960",2021,"all","0-0",64,2.43
"37010",2021,"all","0-0",2626,1.77
"37300",2021,"all","0-0",79,2.19
"37310",2021,"all","0-0",503,2.24
"37340",2021,"all","0-0",448,1.57
"37400",2021,"all","0-0",18,NA
"37550",2021,"all","0-0",31,1.81
"37570",2021,"all","0-0",4,NA
"37600",2021,"all","0-0",46,2.09
"40070",2013,"all","0-0",136,0.86
"40120",2013,"all","0-0",379,1.93
"40150",2013,"all","0-0",95,2
"40220",2013,"all","0-0",213,2
"40250",2013,"all","0-0",37,1.5
"40310",2013,"all","0-0",237,2.07
"40430",2013,"all","0-0",19,2.77
"40520",2013,"all","0-0",123,2.02
"40700",2013,"all","0-0",343,1.38
"40910",2013,"all","0-0",562,1.71
"41010",2013,"all","0-0",52,2.28
"41060",2013,"all","0-0",1279,1.75
"41140",2013,"all","0-0",81,2.29
"41190",2013,"all","0-0",19,NA
"41330",2013,"all","0-0",21,2.19
"41560",2013,"all","0-0",143,2.21
"41750",2013,"all","0-0",7,NA
"41830",2013,"all","0-0",16,2.11
"41960",2013,"all","0-0",22,2.17
"42030",2013,"all","0-0",251,1.92
"42110",2013,"all","0-0",34,2.33
"42250",2013,"all","0-0",64,2.03
"42600",2013,"all","0-0",300,1.45
"42750",2013,"all","0-0",45,2.26
"43080",2013,"all","0-0",10,NA
"43220",2013,"all","0-0",24,2.56
"43360",2013,"all","0-0",26,1.99
"43650",2013,"all","0-0",178,2.02
"43710",2013,"all","0-0",43,2.28
"43790",2013,"all","0-0",144,2.5
"44000",2013,"all","0-0",0,NA
"44060",2013,"all","0-0",1059,1.76
"44210",2013,"all","0-0",83,2.16
"44340",2013,"all","0-0",654,1.7
"44550",2013,"all","0-0",432,2.08
"44620",2013,"all","0-0",353,2.13
"44830",2013,"all","0-0",18,1.97
"45040",2013,"all","0-0",250,2.1
"45090",2013,"all","0-0",104,2.16
"45120",2013,"all","0-0",53,2.5
"45290",2013,"all","0-0",368,1.43
"45340",2013,"all","0-0",2085,1.96
"45400",2013,"all","0-0",10,NA
"45540",2013,"all","0-0",7,NA
"45680",2013,"all","0-0",1574,2.5
"45890",2013,"all","0-0",1720,1.92
"46090",2013,"all","0-0",205,2.43
"46300",2013,"all","0-0",199,2.31
"46450",2013,"all","0-0",202,2.12
"46510",2013,"all","0-0",245,1.61
"46670",2013,"all","0-0",115,1.91
"46860",2013,"all","0-0",14,1.92
"46970",2013,"all","0-0",98,2.18
"47140",2013,"all","0-0",1976,2.04
"47290",2013,"all","0-0",26,1.98
"47490",2013,"all","0-0",19,1.89
"47630",2013,"all","0-0",85,2.29
"47700",2013,"all","0-0",1114,1.82
"47800",2013,"all","0-0",62,2.5
"47910",2013,"all","0-0",26,2.3
"47980",2013,"all","0-0",395,1.5
"48050",2013,"all","0-0",112,2.19
"48130",2013,"all","0-0",85,2.7
"48260",2013,"all","0-0",63,1.44
"48340",2013,"all","0-0",121,2.01
"48410",2013,"all","0-0",734,1.61
"48540",2013,"all","0-0",323,2.17
"48640",2013,"all","0-0",23,3.07
"48750",2013,"all","0-0",40,1.92
"48830",2013,"all","0-0",93,2.2
"49399",2013,"all","0-0",42,1.72
"40070",2014,"all","0-0",139,0.86
"40120",2014,"all","0-0",373,1.95
"40150",2014,"all","0-0",101,2.07
"40220",2014,"all","0-0",230,2
"40250",2014,"all","0-0",39,1.33
"40310",2014,"all","0-0",236,1.93
"40430",2014,"all","0-0",21,NA
"40520",2014,"all","0-0",111,2.01
"40700",2014,"all","0-0",334,1.39
"40910",2014,"all","0-0",544,1.67
"41010",2014,"all","0-0",44,2.14
"41060",2014,"all","0-0",1322,1.74
"41140",2014,"all","0-0",94,2.15
"41190",2014,"all","0-0",25,NA
"41330",2014,"all","0-0",24,2.09
"41560",2014,"all","0-0",135,2.15
"41750",2014,"all","0-0",18,NA
"41830",2014,"all","0-0",10,1.88
"41960",2014,"all","0-0",18,2.6
"42030",2014,"all","0-0",271,1.86
"42110",2014,"all","0-0",34,2.34
"42250",2014,"all","0-0",67,2
"42600",2014,"all","0-0",309,1.42
"42750",2014,"all","0-0",49,2.33
"43080",2014,"all","0-0",8,NA
"43220",2014,"all","0-0",21,2.89
"43360",2014,"all","0-0",27,2.44
"43650",2014,"all","0-0",145,1.97
"43710",2014,"all","0-0",65,2.16
"43790",2014,"all","0-0",150,2.63
"44000",2014,"all","0-0",3,NA
"44060",2014,"all","0-0",1154,1.75
"44210",2014,"all","0-0",53,2.07
"44340",2014,"all","0-0",685,1.72
"44550",2014,"all","0-0",402,2.06
"44620",2014,"all","0-0",367,2.16
"44830",2014,"all","0-0",15,1.76
"45040",2014,"all","0-0",242,2.01
"45090",2014,"all","0-0",103,2.11
"45120",2014,"all","0-0",56,2.73
"45290",2014,"all","0-0",360,1.42
"45340",2014,"all","0-0",2109,1.95
"45400",2014,"all","0-0",10,NA
"45540",2014,"all","0-0",17,1.79
"45680",2014,"all","0-0",1586,2.5
"45890",2014,"all","0-0",1694,1.91
"46090",2014,"all","0-0",201,2.39
"46300",2014,"all","0-0",228,2.32
"46450",2014,"all","0-0",210,2.2
"46510",2014,"all","0-0",256,1.64
"46670",2014,"all","0-0",107,1.91
"46860",2014,"all","0-0",19,1.8
"46970",2014,"all","0-0",98,2.29
"47140",2014,"all","0-0",2062,2.03
"47290",2014,"all","0-0",14,1.81
"47490",2014,"all","0-0",17,1.78
"47630",2014,"all","0-0",78,2.33
"47700",2014,"all","0-0",1163,1.83
"47800",2014,"all","0-0",65,2.36
"47910",2014,"all","0-0",31,2.67
"47980",2014,"all","0-0",428,1.6
"48050",2014,"all","0-0",90,1.96
"48130",2014,"all","0-0",84,2.69
"48260",2014,"all","0-0",55,1.44
"48340",2014,"all","0-0",137,2.18
"48410",2014,"all","0-0",735,1.59
"48540",2014,"all","0-0",293,2.16
"48640",2014,"all","0-0",13,2.82
"48750",2014,"all","0-0",29,1.76
"48830",2014,"all","0-0",101,2.42
"49399",2014,"all","0-0",50,2.01
"40070",2015,"all","0-0",145,0.81
"40120",2015,"all","0-0",337,1.91
"40150",2015,"all","0-0",87,1.99
"40220",2015,"all","0-0",224,1.96
"40250",2015,"all","0-0",41,1.5
"40310",2015,"all","0-0",228,1.9
"40430",2015,"all","0-0",31,NA
"40520",2015,"all","0-0",114,1.97
"40700",2015,"all","0-0",342,1.41
"40910",2015,"all","0-0",540,1.67
"41010",2015,"all","0-0",49,2.1
"41060",2015,"all","0-0",1259,1.7
"41140",2015,"all","0-0",88,1.86
"41190",2015,"all","0-0",22,NA
"41330",2015,"all","0-0",15,1.97
"41560",2015,"all","0-0",137,2.13
"41750",2015,"all","0-0",10,NA
"41830",2015,"all","0-0",15,1.62
"41960",2015,"all","0-0",9,NA
"42030",2015,"all","0-0",247,1.83
"42110",2015,"all","0-0",38,1.99
"42250",2015,"all","0-0",83,2.01
"42600",2015,"all","0-0",295,1.36
"42750",2015,"all","0-0",44,2.13
"43080",2015,"all","0-0",10,NA
"43220",2015,"all","0-0",13,2.79
"43360",2015,"all","0-0",21,2.41
"43650",2015,"all","0-0",141,1.82
"43710",2015,"all","0-0",55,2.09
"43790",2015,"all","0-0",120,2.6
"44000",2015,"all","0-0",0,NA
"44060",2015,"all","0-0",1117,1.72
"44210",2015,"all","0-0",61,2.04
"44340",2015,"all","0-0",638,1.66
"44550",2015,"all","0-0",406,2.06
"44620",2015,"all","0-0",321,2.04
"44830",2015,"all","0-0",17,1.5
"45040",2015,"all","0-0",250,1.97
"45090",2015,"all","0-0",84,2.01
"45120",2015,"all","0-0",55,2.74
"45290",2015,"all","0-0",384,1.4
"45340",2015,"all","0-0",2056,1.92
"45400",2015,"all","0-0",9,NA
"45540",2015,"all","0-0",11,1.66
"45680",2015,"all","0-0",1559,2.37
"45890",2015,"all","0-0",1702,1.85
"46090",2015,"all","0-0",208,2.29
"46300",2015,"all","0-0",191,2.27
"46450",2015,"all","0-0",178,2.03
"46510",2015,"all","0-0",274,1.65
"46670",2015,"all","0-0",93,1.92
"46860",2015,"all","0-0",19,2.2
"46970",2015,"all","0-0",88,2.44
"47140",2015,"all","0-0",1944,1.96
"47290",2015,"all","0-0",23,1.79
"47490",2015,"all","0-0",21,1.84
"47630",2015,"all","0-0",66,2.13
"47700",2015,"all","0-0",1055,1.76
"47800",2015,"all","0-0",74,2.5
"47910",2015,"all","0-0",23,2.38
"47980",2015,"all","0-0",360,1.5
"48050",2015,"all","0-0",101,1.88
"48130",2015,"all","0-0",78,2.39
"48260",2015,"all","0-0",66,1.6
"48340",2015,"all","0-0",117,2.16
"48410",2015,"all","0-0",696,1.57
"48540",2015,"all","0-0",294,2.13
"48640",2015,"all","0-0",16,2.43
"48750",2015,"all","0-0",33,1.7
"48830",2015,"all","0-0",91,2.5
"49399",2015,"all","0-0",48,2.26
"40070",2016,"all","0-0",142,0.79
"40120",2016,"all","0-0",375,1.91
"40150",2016,"all","0-0",90,1.94
"40220",2016,"all","0-0",213,1.93
"40250",2016,"all","0-0",34,1.5
"40310",2016,"all","0-0",224,1.86
"40430",2016,"all","0-0",16,2.85
"40520",2016,"all","0-0",128,2.01
"40700",2016,"all","0-0",346,1.4
"40910",2016,"all","0-0",546,1.64
"41010",2016,"all","0-0",69,2.32
"41060",2016,"all","0-0",1312,1.68
"41140",2016,"all","0-0",96,1.94
"41190",2016,"all","0-0",16,3.26
"41330",2016,"all","0-0",28,2.08
"41560",2016,"all","0-0",125,1.99
"41750",2016,"all","0-0",15,NA
"41830",2016,"all","0-0",10,1.45
"41960",2016,"all","0-0",10,2.06
"42030",2016,"all","0-0",275,1.84
"42110",2016,"all","0-0",48,2.23
"42250",2016,"all","0-0",83,2.21
"42600",2016,"all","0-0",296,1.35
"42750",2016,"all","0-0",43,2.04
"43080",2016,"all","0-0",11,NA
"43220",2016,"all","0-0",16,NA
"43360",2016,"all","0-0",29,2.5
"43650",2016,"all","0-0",152,1.7
"43710",2016,"all","0-0",50,2.04
"43790",2016,"all","0-0",128,2.4
"44000",2016,"all","0-0",0,NA
"44060",2016,"all","0-0",1122,1.71
"44210",2016,"all","0-0",76,1.88
"44340",2016,"all","0-0",638,1.64
"44550",2016,"all","0-0",420,1.98
"44620",2016,"all","0-0",315,1.96
"44830",2016,"all","0-0",25,1.78
"45040",2016,"all","0-0",210,1.8
"45090",2016,"all","0-0",88,1.9
"45120",2016,"all","0-0",47,2.56
"45290",2016,"all","0-0",351,1.38
"45340",2016,"all","0-0",2012,1.89
"45400",2016,"all","0-0",12,NA
"45540",2016,"all","0-0",15,1.94
"45680",2016,"all","0-0",1552,2.3
"45890",2016,"all","0-0",1712,1.81
"46090",2016,"all","0-0",191,2.23
"46300",2016,"all","0-0",190,2.24
"46450",2016,"all","0-0",208,2.04
"46510",2016,"all","0-0",238,1.63
"46670",2016,"all","0-0",84,1.71
"46860",2016,"all","0-0",10,2.13
"46970",2016,"all","0-0",75,2.37
"47140",2016,"all","0-0",2053,1.96
"47290",2016,"all","0-0",18,1.63
"47490",2016,"all","0-0",28,2.09
"47630",2016,"all","0-0",64,1.96
"47700",2016,"all","0-0",1087,1.74
"47800",2016,"all","0-0",58,2.43
"47910",2016,"all","0-0",34,2.58
"47980",2016,"all","0-0",360,1.42
"48050",2016,"all","0-0",113,1.88
"48130",2016,"all","0-0",90,2.35
"48260",2016,"all","0-0",57,1.43
"48340",2016,"all","0-0",108,2.1
"48410",2016,"all","0-0",707,1.6
"48540",2016,"all","0-0",288,2.05
"48640",2016,"all","0-0",14,2.14
"48750",2016,"all","0-0",40,1.61
"48830",2016,"all","0-0",96,2.42
"49399",2016,"all","0-0",40,2.39
"40070",2017,"all","0-0",128,0.74
"40120",2017,"all","0-0",338,1.84
"40150",2017,"all","0-0",91,1.82
"40220",2017,"all","0-0",217,1.87
"40250",2017,"all","0-0",27,1.37
"40310",2017,"all","0-0",241,1.86
"40430",2017,"all","0-0",8,NA
"40520",2017,"all","0-0",96,1.95
"40700",2017,"all","0-0",338,1.39
"40910",2017,"all","0-0",537,1.61
"41010",2017,"all","0-0",52,2.42
"41060",2017,"all","0-0",1284,1.63
"41140",2017,"all","0-0",99,1.99
"41190",2017,"all","0-0",16,2.58
"41330",2017,"all","0-0",22,1.97
"41560",2017,"all","0-0",148,2.03
"41750",2017,"all","0-0",12,NA
"41830",2017,"all","0-0",23,2
"41960",2017,"all","0-0",12,1.74
"42030",2017,"all","0-0",288,1.84
"42110",2017,"all","0-0",32,2.16
"42250",2017,"all","0-0",52,2.05
"42600",2017,"all","0-0",279,1.3
"42750",2017,"all","0-0",47,2
"43080",2017,"all","0-0",8,NA
"43220",2017,"all","0-0",14,NA
"43360",2017,"all","0-0",24,2.3
"43650",2017,"all","0-0",131,1.63
"43710",2017,"all","0-0",63,1.97
"43790",2017,"all","0-0",96,2.07
"44000",2017,"all","0-0",3,NA
"44060",2017,"all","0-0",1055,1.63
"44210",2017,"all","0-0",71,2
"44340",2017,"all","0-0",614,1.57
"44550",2017,"all","0-0",423,1.97
"44620",2017,"all","0-0",306,1.84
"44830",2017,"all","0-0",15,1.75
"45040",2017,"all","0-0",247,1.78
"45090",2017,"all","0-0",86,1.78
"45120",2017,"all","0-0",50,2.38
"45290",2017,"all","0-0",328,1.34
"45340",2017,"all","0-0",1873,1.81
"45400",2017,"all","0-0",12,NA
"45540",2017,"all","0-0",14,1.81
"45680",2017,"all","0-0",1442,2.19
"45890",2017,"all","0-0",1796,1.8
"46090",2017,"all","0-0",198,2.21
"46300",2017,"all","0-0",187,2.09
"46450",2017,"all","0-0",169,1.9
"46510",2017,"all","0-0",248,1.61
"46670",2017,"all","0-0",91,1.61
"46860",2017,"all","0-0",12,1.87
"46970",2017,"all","0-0",91,2.43
"47140",2017,"all","0-0",1976,1.91
"47290",2017,"all","0-0",22,1.92
"47490",2017,"all","0-0",29,2.6
"47630",2017,"all","0-0",65,1.84
"47700",2017,"all","0-0",1042,1.67
"47800",2017,"all","0-0",43,2.18
"47910",2017,"all","0-0",26,2.41
"47980",2017,"all","0-0",350,1.33
"48050",2017,"all","0-0",92,1.9
"48130",2017,"all","0-0",82,2.32
"48260",2017,"all","0-0",68,1.5
"48340",2017,"all","0-0",104,1.91
"48410",2017,"all","0-0",695,1.5
"48540",2017,"all","0-0",246,1.96
"48640",2017,"all","0-0",12,2.17
"48750",2017,"all","0-0",41,1.75
"48830",2017,"all","0-0",100,2.37
"49399",2017,"all","0-0",25,2.11
"40070",2018,"all","0-0",145,0.73
"40120",2018,"all","0-0",377,1.88
"40150",2018,"all","0-0",99,1.82
"40220",2018,"all","0-0",212,1.83
"40250",2018,"all","0-0",88,1.97
"40310",2018,"all","0-0",209,1.8
"40430",2018,"all","0-0",19,1.78
"40520",2018,"all","0-0",128,2.06
"40700",2018,"all","0-0",317,1.35
"40910",2018,"all","0-0",533,1.58
"41010",2018,"all","0-0",52,2.5
"41060",2018,"all","0-0",1315,1.61
"41140",2018,"all","0-0",94,2.04
"41190",2018,"all","0-0",27,2.41
"41330",2018,"all","0-0",19,2.09
"41560",2018,"all","0-0",120,1.95
"41750",2018,"all","0-0",13,NA
"41830",2018,"all","0-0",19,2.2
"41960",2018,"all","0-0",9,NA
"42030",2018,"all","0-0",248,1.81
"42110",2018,"all","0-0",34,2.09
"42250",2018,"all","0-0",74,1.97
"42600",2018,"all","0-0",261,1.25
"42750",2018,"all","0-0",47,2.03
"43080",2018,"all","0-0",12,NA
"43220",2018,"all","0-0",17,NA
"43360",2018,"all","0-0",21,2.35
"43650",2018,"all","0-0",147,1.63
"43710",2018,"all","0-0",78,2.2
"43790",2018,"all","0-0",123,2.08
"44000",2018,"all","0-0",3,NA
"44060",2018,"all","0-0",1121,1.6
"44210",2018,"all","0-0",74,2.08
"44340",2018,"all","0-0",598,1.6
"44550",2018,"all","0-0",386,1.88
"44620",2018,"all","0-0",322,1.83
"44830",2018,"all","0-0",18,1.84
"45040",2018,"all","0-0",280,1.85
"45090",2018,"all","0-0",102,1.89
"45120",2018,"all","0-0",48,2.24
"45290",2018,"all","0-0",339,1.28
"45340",2018,"all","0-0",1878,1.75
"45400",2018,"all","0-0",15,NA
"45540",2018,"all","0-0",13,1.91
"45680",2018,"all","0-0",1509,2.11
"45890",2018,"all","0-0",1670,1.76
"46090",2018,"all","0-0",195,2.18
"46300",2018,"all","0-0",181,2.04
"46450",2018,"all","0-0",225,2.07
"46510",2018,"all","0-0",254,1.55
"46670",2018,"all","0-0",120,1.76
"46860",2018,"all","0-0",6,NA
"46970",2018,"all","0-0",76,2.35
"47140",2018,"all","0-0",1892,1.88
"47290",2018,"all","0-0",16,1.82
"47490",2018,"all","0-0",22,2.57
"47630",2018,"all","0-0",77,1.92
"47700",2018,"all","0-0",1012,1.65
"47800",2018,"all","0-0",51,1.9
"47910",2018,"all","0-0",28,2.5
"47980",2018,"all","0-0",332,1.3
"48050",2018,"all","0-0",113,1.98
"48130",2018,"all","0-0",64,2.2
"48260",2018,"all","0-0",54,1.35
"48340",2018,"all","0-0",105,1.86
"48410",2018,"all","0-0",639,1.41
"48540",2018,"all","0-0",261,1.92
"48640",2018,"all","0-0",9,NA
"48750",2018,"all","0-0",48,1.89
"48830",2018,"all","0-0",69,2.17
"49399",2018,"all","0-0",31,1.87
"40070",2019,"all","0-0",157,0.74
"40120",2019,"all","0-0",362,1.82
"40150",2019,"all","0-0",95,1.75
"40220",2019,"all","0-0",208,1.8
"40250",2019,"all","0-0",44,2.09
"40310",2019,"all","0-0",204,1.73
"40430",2019,"all","0-0",23,1.94
"40520",2019,"all","0-0",97,1.91
"40700",2019,"all","0-0",279,1.24
"40910",2019,"all","0-0",524,1.6
"41010",2019,"all","0-0",60,2.39
"41060",2019,"all","0-0",1317,1.57
"41140",2019,"all","0-0",85,1.98
"41190",2019,"all","0-0",16,NA
"41330",2019,"all","0-0",23,2.08
"41560",2019,"all","0-0",121,1.94
"41750",2019,"all","0-0",14,NA
"41830",2019,"all","0-0",17,2.5
"41960",2019,"all","0-0",3,NA
"42030",2019,"all","0-0",289,1.8
"42110",2019,"all","0-0",35,1.87
"42250",2019,"all","0-0",67,1.82
"42600",2019,"all","0-0",287,1.23
"42750",2019,"all","0-0",55,2.25
"43080",2019,"all","0-0",9,NA
"43220",2019,"all","0-0",9,NA
"43360",2019,"all","0-0",15,1.97
"43650",2019,"all","0-0",156,1.63
"43710",2019,"all","0-0",56,2.29
"43790",2019,"all","0-0",130,2.05
"44000",2019,"all","0-0",0,NA
"44060",2019,"all","0-0",1174,1.59
"44210",2019,"all","0-0",60,1.98
"44340",2019,"all","0-0",619,1.6
"44550",2019,"all","0-0",460,1.87
"44620",2019,"all","0-0",308,1.8
"44830",2019,"all","0-0",30,2.26
"45040",2019,"all","0-0",245,1.94
"45090",2019,"all","0-0",118,2.1
"45120",2019,"all","0-0",50,2.3
"45290",2019,"all","0-0",331,1.23
"45340",2019,"all","0-0",1949,1.72
"45400",2019,"all","0-0",10,NA
"45540",2019,"all","0-0",8,NA
"45680",2019,"all","0-0",1579,2.07
"45890",2019,"all","0-0",1779,1.74
"46090",2019,"all","0-0",176,2.12
"46300",2019,"all","0-0",203,2.08
"46450",2019,"all","0-0",183,1.97
"46510",2019,"all","0-0",247,1.6
"46670",2019,"all","0-0",91,1.8
"46860",2019,"all","0-0",17,1.55
"46970",2019,"all","0-0",73,2.26
"47140",2019,"all","0-0",1985,1.84
"47290",2019,"all","0-0",19,1.9
"47490",2019,"all","0-0",25,2.6
"47630",2019,"all","0-0",61,1.84
"47700",2019,"all","0-0",1062,1.62
"47800",2019,"all","0-0",43,1.71
"47910",2019,"all","0-0",34,2.63
"47980",2019,"all","0-0",359,1.29
"48050",2019,"all","0-0",91,1.84
"48130",2019,"all","0-0",70,2.08
"48260",2019,"all","0-0",65,1.36
"48340",2019,"all","0-0",113,1.91
"48410",2019,"all","0-0",659,1.36
"48540",2019,"all","0-0",249,1.85
"48640",2019,"all","0-0",8,NA
"48750",2019,"all","0-0",50,2
"48830",2019,"all","0-0",86,2.1
"49399",2019,"all","0-0",44,1.91
"40070",2020,"all","0-0",138,0.74
"40120",2020,"all","0-0",350,1.8
"40150",2020,"all","0-0",118,1.83
"40220",2020,"all","0-0",191,1.71
"40250",2020,"all","0-0",29,2.09
"40310",2020,"all","0-0",205,1.63
"40430",2020,"all","0-0",22,2.6
"40520",2020,"all","0-0",79,1.82
"40700",2020,"all","0-0",303,1.18
"40910",2020,"all","0-0",504,1.43
"41010",2020,"all","0-0",50,2.4
"41060",2020,"all","0-0",1314,1.6
"41140",2020,"all","0-0",89,1.91
"41190",2020,"all","0-0",21,NA
"41330",2020,"all","0-0",19,2.02
"41560",2020,"all","0-0",116,1.79
"41750",2020,"all","0-0",12,NA
"41830",2020,"all","0-0",18,2.22
"41960",2020,"all","0-0",9,NA
"42030",2020,"all","0-0",268,1.73
"42110",2020,"all","0-0",27,1.85
"42250",2020,"all","0-0",62,1.91
"42600",2020,"all","0-0",272,1.22
"42750",2020,"all","0-0",44,2.2
"43080",2020,"all","0-0",10,NA
"43220",2020,"all","0-0",15,NA
"43360",2020,"all","0-0",33,2.34
"43650",2020,"all","0-0",144,1.67
"43710",2020,"all","0-0",75,2.34
"43790",2020,"all","0-0",102,2.05
