"LGA_CODE21","calendar_year","sex","age_group","n_births"
"26670",2019,"all","0-0",42
"26700",2019,"all","0-0",293
"26730",2019,"all","0-0",359
"26810",2019,"all","0-0",479
"26890",2019,"all","0-0",40
"26980",2019,"all","0-0",1600
"27070",2019,"all","0-0",3320
"27170",2019,"all","0-0",572
"27260",2019,"all","0-0",4954
"27350",2019,"all","0-0",1057
"27450",2019,"all","0-0",1875
"27630",2019,"all","0-0",47
"29399",2019,"all","0-0",6
"20110",2020,"all","0-0",92
"20260",2020,"all","0-0",105
"20570",2020,"all","0-0",1225
"20660",2020,"all","0-0",1369
"20740",2020,"all","0-0",295
"20830",2020,"all","0-0",619
"20910",2020,"all","0-0",791
"21010",2020,"all","0-0",129
"21110",2020,"all","0-0",1236
"21180",2020,"all","0-0",2399
"21270",2020,"all","0-0",64
"21370",2020,"all","0-0",384
"21450",2020,"all","0-0",1726
"21610",2020,"all","0-0",5227
"21670",2020,"all","0-0",105
"21750",2020,"all","0-0",226
"21830",2020,"all","0-0",137
"21890",2020,"all","0-0",1756
"22110",2020,"all","0-0",399
"22170",2020,"all","0-0",1731
"22250",2020,"all","0-0",96
"22310",2020,"all","0-0",1553
"22410",2020,"all","0-0",186
"22490",2020,"all","0-0",276
"22620",2020,"all","0-0",1366
"22670",2020,"all","0-0",2037
"22750",2020,"all","0-0",3035
"22830",2020,"all","0-0",833
"22910",2020,"all","0-0",116
"22980",2020,"all","0-0",62
"23110",2020,"all","0-0",1186
"23190",2020,"all","0-0",215
"23270",2020,"all","0-0",3504
"23350",2020,"all","0-0",154
"23430",2020,"all","0-0",1726
"23670",2020,"all","0-0",1583
"23810",2020,"all","0-0",925
"23940",2020,"all","0-0",53
"24130",2020,"all","0-0",467
"24210",2020,"all","0-0",979
"24250",2020,"all","0-0",71
"24330",2020,"all","0-0",1160
"24410",2020,"all","0-0",1316
"24600",2020,"all","0-0",1213
"24650",2020,"all","0-0",2567
"24780",2020,"all","0-0",655
"24850",2020,"all","0-0",646
"24900",2020,"all","0-0",296
"24970",2020,"all","0-0",1599
"25060",2020,"all","0-0",1259
"25150",2020,"all","0-0",401
"25250",2020,"all","0-0",2276
"25340",2020,"all","0-0",1421
"25430",2020,"all","0-0",128
"25490",2020,"all","0-0",198
"25620",2020,"all","0-0",108
"25710",2020,"all","0-0",544
"25810",2020,"all","0-0",110
"25900",2020,"all","0-0",1127
"25990",2020,"all","0-0",68
"26080",2020,"all","0-0",12
"26170",2020,"all","0-0",247
"26260",2020,"all","0-0",169
"26350",2020,"all","0-0",898
"26430",2020,"all","0-0",82
"26490",2020,"all","0-0",360
"26610",2020,"all","0-0",304
"26670",2020,"all","0-0",44
"26700",2020,"all","0-0",285
"26730",2020,"all","0-0",366
"26810",2020,"all","0-0",440
"26890",2020,"all","0-0",55
"26980",2020,"all","0-0",1471
"27070",2020,"all","0-0",3146
"27170",2020,"all","0-0",510
"27260",2020,"all","0-0",4864
"27350",2020,"all","0-0",961
"27450",2020,"all","0-0",1730
"27630",2020,"all","0-0",69
"29399",2020,"all","0-0",0
"20110",2021,"all","0-0",109
"20260",2021,"all","0-0",103
"20570",2021,"all","0-0",1358
"20660",2021,"all","0-0",1413
"20740",2021,"all","0-0",370
"20830",2021,"all","0-0",726
"20910",2021,"all","0-0",851
"21010",2021,"all","0-0",136
"21110",2021,"all","0-0",1228
"21180",2021,"all","0-0",2180
"21270",2021,"all","0-0",62
"21370",2021,"all","0-0",396
"21450",2021,"all","0-0",1792
"21610",2021,"all","0-0",5464
"21670",2021,"all","0-0",105
"21750",2021,"all","0-0",205
"21830",2021,"all","0-0",153
"21890",2021,"all","0-0",1693
"22110",2021,"all","0-0",412
"22170",2021,"all","0-0",1727
"22250",2021,"all","0-0",86
"22310",2021,"all","0-0",1673
"22410",2021,"all","0-0",159
"22490",2021,"all","0-0",293
"22620",2021,"all","0-0",1459
"22670",2021,"all","0-0",1946
"22750",2021,"all","0-0",3159
"22830",2021,"all","0-0",834
"22910",2021,"all","0-0",131
"22980",2021,"all","0-0",53
"23110",2021,"all","0-0",1147
"23190",2021,"all","0-0",232
"23270",2021,"all","0-0",3767
"23350",2021,"all","0-0",138
"23430",2021,"all","0-0",1667
"23670",2021,"all","0-0",1585
"23810",2021,"all","0-0",868
"23940",2021,"all","0-0",66
"24130",2021,"all","0-0",480
"24210",2021,"all","0-0",976
"24250",2021,"all","0-0",66
"24330",2021,"all","0-0",1161
"24410",2021,"all","0-0",1343
"24600",2021,"all","0-0",1255
"24650",2021,"all","0-0",2809
"24780",2021,"all","0-0",681
"24850",2021,"all","0-0",685
"24900",2021,"all","0-0",279
"24970",2021,"all","0-0",1576
"25060",2021,"all","0-0",1311
"25150",2021,"all","0-0",485
"25250",2021,"all","0-0",2314
"25340",2021,"all","0-0",1479
"25430",2021,"all","0-0",157
"25490",2021,"all","0-0",187
"25620",2021,"all","0-0",131
"25710",2021,"all","0-0",607
"25810",2021,"all","0-0",127
"25900",2021,"all","0-0",1089
"25990",2021,"all","0-0",54
"26080",2021,"all","0-0",21
"26170",2021,"all","0-0",257
"26260",2021,"all","0-0",178
"26350",2021,"all","0-0",998
"26430",2021,"all","0-0",115
"26490",2021,"all","0-0",450
"26610",2021,"all","0-0",288
"26670",2021,"all","0-0",55
"26700",2021,"all","0-0",300
"26730",2021,"all","0-0",357
"26810",2021,"all","0-0",459
"26890",2021,"all","0-0",42
"26980",2021,"all","0-0",1381
"27070",2021,"all","0-0",3162
"27170",2021,"all","0-0",559
"27260",2021,"all","0-0",4823
"27350",2021,"all","0-0",964
"27450",2021,"all","0-0",1896
"27630",2021,"all","0-0",57
"29399",2021,"all","0-0",3
"30250",2013,"all","0-0",30
"30300",2013,"all","0-0",75
"30370",2013,"all","0-0",235
"30410",2013,"all","0-0",40
"30450",2013,"all","0-0",6
"30760",2013,"all","0-0",34
"30900",2013,"all","0-0",3
"31000",2013,"all","0-0",14984
"31750",2013,"all","0-0",4
"31820",2013,"all","0-0",1051
"31900",2013,"all","0-0",192
"31950",2013,"all","0-0",3
"32080",2013,"all","0-0",2349
"32250",2013,"all","0-0",31
"32260",2013,"all","0-0",349
"32270",2013,"all","0-0",558
"32310",2013,"all","0-0",164
"32330",2013,"all","0-0",26
"32450",2013,"all","0-0",48
"32500",2013,"all","0-0",46
"32600",2013,"all","0-0",4
"32750",2013,"all","0-0",8
"32770",2013,"all","0-0",21
"32810",2013,"all","0-0",143
"33100",2013,"all","0-0",15
"33200",2013,"all","0-0",25
"33220",2013,"all","0-0",1091
"33360",2013,"all","0-0",973
"33430",2013,"all","0-0",6842
"33610",2013,"all","0-0",161
"33620",2013,"all","0-0",515
"33800",2013,"all","0-0",104
"33830",2013,"all","0-0",24
"33960",2013,"all","0-0",3254
"33980",2013,"all","0-0",403
"34420",2013,"all","0-0",25
"34530",2013,"all","0-0",433
"34570",2013,"all","0-0",15
"34580",2013,"all","0-0",475
"34590",2013,"all","0-0",4947
"34710",2013,"all","0-0",59
"34770",2013,"all","0-0",1794
"34800",2013,"all","0-0",13
"34830",2013,"all","0-0",4
"34860",2013,"all","0-0",220
"34880",2013,"all","0-0",245
"35010",2013,"all","0-0",5682
"35250",2013,"all","0-0",20
"35300",2013,"all","0-0",466
"35600",2013,"all","0-0",68
"35670",2013,"all","0-0",30
"35740",2013,"all","0-0",455
"35760",2013,"all","0-0",114
"35780",2013,"all","0-0",65
"35790",2013,"all","0-0",51
"35800",2013,"all","0-0",30
"36070",2013,"all","0-0",13
"36150",2013,"all","0-0",10
"36250",2013,"all","0-0",1624
"36300",2013,"all","0-0",12
"36370",2013,"all","0-0",1328
"36510",2013,"all","0-0",415
"36580",2013,"all","0-0",325
"36630",2013,"all","0-0",409
"36660",2013,"all","0-0",405
"36720",2013,"all","0-0",3090
"36820",2013,"all","0-0",277
"36910",2013,"all","0-0",2227
"36950",2013,"all","0-0",78
"36960",2013,"all","0-0",81
"37010",2013,"all","0-0",2888
"37300",2013,"all","0-0",88
"37310",2013,"all","0-0",512
"37340",2013,"all","0-0",442
"37400",2013,"all","0-0",13
"37550",2013,"all","0-0",37
"37570",2013,"all","0-0",6
"37600",2013,"all","0-0",52
"30250",2014,"all","0-0",64
"30300",2014,"all","0-0",76
"30370",2014,"all","0-0",237
"30410",2014,"all","0-0",50
"30450",2014,"all","0-0",6
"30760",2014,"all","0-0",26
"30900",2014,"all","0-0",9
"31000",2014,"all","0-0",14968
"31750",2014,"all","0-0",3
"31820",2014,"all","0-0",1069
"31900",2014,"all","0-0",221
"31950",2014,"all","0-0",3
"32080",2014,"all","0-0",2341
"32250",2014,"all","0-0",52
"32260",2014,"all","0-0",361
"32270",2014,"all","0-0",552
"32310",2014,"all","0-0",139
"32330",2014,"all","0-0",32
"32450",2014,"all","0-0",52
"32500",2014,"all","0-0",60
"32600",2014,"all","0-0",4
"32750",2014,"all","0-0",3
"32770",2014,"all","0-0",25
"32810",2014,"all","0-0",137
"33100",2014,"all","0-0",9
"33200",2014,"all","0-0",27
"33220",2014,"all","0-0",1027
"33360",2014,"all","0-0",1061
"33430",2014,"all","0-0",6951
"33610",2014,"all","0-0",144
"33620",2014,"all","0-0",525
"33800",2014,"all","0-0",106
"33830",2014,"all","0-0",25
"33960",2014,"all","0-0",3286
"33980",2014,"all","0-0",416
"34420",2014,"all","0-0",42
"34530",2014,"all","0-0",390
"34570",2014,"all","0-0",28
"34580",2014,"all","0-0",479
"34590",2014,"all","0-0",4799
"34710",2014,"all","0-0",60
"34770",2014,"all","0-0",1690
"34800",2014,"all","0-0",15
"34830",2014,"all","0-0",0
"34860",2014,"all","0-0",239
"34880",2014,"all","0-0",277
"35010",2014,"all","0-0",5588
"35250",2014,"all","0-0",20
"35300",2014,"all","0-0",444
"35600",2014,"all","0-0",69
"35670",2014,"all","0-0",27
"35740",2014,"all","0-0",465
"35760",2014,"all","0-0",102
"35780",2014,"all","0-0",61
"35790",2014,"all","0-0",53
"35800",2014,"all","0-0",30
"36070",2014,"all","0-0",28
"36150",2014,"all","0-0",13
"36250",2014,"all","0-0",1579
"36300",2014,"all","0-0",16
"36370",2014,"all","0-0",1268
"36510",2014,"all","0-0",385
"36580",2014,"all","0-0",327
"36630",2014,"all","0-0",404
"36660",2014,"all","0-0",437
"36720",2014,"all","0-0",3076
"36820",2014,"all","0-0",298
"36910",2014,"all","0-0",2109
"36950",2014,"all","0-0",83
"36960",2014,"all","0-0",108
"37010",2014,"all","0-0",2883
"37300",2014,"all","0-0",85
"37310",2014,"all","0-0",504
"37340",2014,"all","0-0",428
"37400",2014,"all","0-0",15
"37550",2014,"all","0-0",22
"37570",2014,"all","0-0",13
"37600",2014,"all","0-0",40
"30250",2015,"all","0-0",41
"30300",2015,"all","0-0",89
"30370",2015,"all","0-0",219
"30410",2015,"all","0-0",46
"30450",2015,"all","0-0",5
"30760",2015,"all","0-0",17
"30900",2015,"all","0-0",15
"31000",2015,"all","0-0",14722
"31750",2015,"all","0-0",0
"31820",2015,"all","0-0",999
"31900",2015,"all","0-0",223
"31950",2015,"all","0-0",5
"32080",2015,"all","0-0",2299
"32250",2015,"all","0-0",36
"32260",2015,"all","0-0",332
"32270",2015,"all","0-0",493
"32310",2015,"all","0-0",146
"32330",2015,"all","0-0",40
"32450",2015,"all","0-0",70
"32500",2015,"all","0-0",58
"32600",2015,"all","0-0",6
"32750",2015,"all","0-0",6
"32770",2015,"all","0-0",51
"32810",2015,"all","0-0",142
"33100",2015,"all","0-0",6
"33200",2015,"all","0-0",23
"33220",2015,"all","0-0",1019
"33360",2015,"all","0-0",1038
"33430",2015,"all","0-0",6818
"33610",2015,"all","0-0",174
"33620",2015,"all","0-0",487
"33800",2015,"all","0-0",100
"33830",2015,"all","0-0",17
"33960",2015,"all","0-0",3284
"33980",2015,"all","0-0",350
"34420",2015,"all","0-0",15
"34530",2015,"all","0-0",406
"34570",2015,"all","0-0",17
"34580",2015,"all","0-0",442
"34590",2015,"all","0-0",4771
"34710",2015,"all","0-0",53
"34770",2015,"all","0-0",1636
"34800",2015,"all","0-0",14
"34830",2015,"all","0-0",0
"34860",2015,"all","0-0",213
"34880",2015,"all","0-0",240
"35010",2015,"all","0-0",5390
"35250",2015,"all","0-0",31
"35300",2015,"all","0-0",502
"35600",2015,"all","0-0",68
"35670",2015,"all","0-0",28
"35740",2015,"all","0-0",419
"35760",2015,"all","0-0",107
"35780",2015,"all","0-0",84
"35790",2015,"all","0-0",71
"35800",2015,"all","0-0",23
"36070",2015,"all","0-0",6
"36150",2015,"all","0-0",16
"36250",2015,"all","0-0",1609
"36300",2015,"all","0-0",12
"36370",2015,"all","0-0",1223
"36510",2015,"all","0-0",420
"36580",2015,"all","0-0",317
"36630",2015,"all","0-0",401
"36660",2015,"all","0-0",406
"36720",2015,"all","0-0",3028
"36820",2015,"all","0-0",281
"36910",2015,"all","0-0",2042
"36950",2015,"all","0-0",71
"36960",2015,"all","0-0",107
"37010",2015,"all","0-0",2814
"37300",2015,"all","0-0",68
"37310",2015,"all","0-0",457
"37340",2015,"all","0-0",430
"37400",2015,"all","0-0",10
"37550",2015,"all","0-0",24
"37570",2015,"all","0-0",10
"37600",2015,"all","0-0",87
"30250",2016,"all","0-0",36
"30300",2016,"all","0-0",62
"30370",2016,"all","0-0",209
"30410",2016,"all","0-0",34
"30450",2016,"all","0-0",3
"30760",2016,"all","0-0",31
"30900",2016,"all","0-0",8
"31000",2016,"all","0-0",15079
"31750",2016,"all","0-0",5
"31820",2016,"all","0-0",929
"31900",2016,"all","0-0",164
"31950",2016,"all","0-0",8
"32080",2016,"all","0-0",2155
"32250",2016,"all","0-0",27
"32260",2016,"all","0-0",361
"32270",2016,"all","0-0",497
"32310",2016,"all","0-0",134
"32330",2016,"all","0-0",37
"32450",2016,"all","0-0",52
"32500",2016,"all","0-0",51
"32600",2016,"all","0-0",3
"32750",2016,"all","0-0",0
"32770",2016,"all","0-0",29
"32810",2016,"all","0-0",142
"33100",2016,"all","0-0",9
"33200",2016,"all","0-0",19
"33220",2016,"all","0-0",912
"33360",2016,"all","0-0",958
"33430",2016,"all","0-0",6901
"33610",2016,"all","0-0",138
"33620",2016,"all","0-0",529
"33800",2016,"all","0-0",104
"33830",2016,"all","0-0",18
"33960",2016,"all","0-0",3320
"33980",2016,"all","0-0",381
"34420",2016,"all","0-0",8
"34530",2016,"all","0-0",382
"34570",2016,"all","0-0",30
"34580",2016,"all","0-0",461
"34590",2016,"all","0-0",4849
"34710",2016,"all","0-0",49
"34770",2016,"all","0-0",1660
"34800",2016,"all","0-0",10
"34830",2016,"all","0-0",3
"34860",2016,"all","0-0",174
"34880",2016,"all","0-0",224
"35010",2016,"all","0-0",5747
"35250",2016,"all","0-0",15
"35300",2016,"all","0-0",388
"35600",2016,"all","0-0",66
"35670",2016,"all","0-0",28
"35740",2016,"all","0-0",416
"35760",2016,"all","0-0",94
"35780",2016,"all","0-0",106
"35790",2016,"all","0-0",45
"35800",2016,"all","0-0",21
"36070",2016,"all","0-0",18
"36150",2016,"all","0-0",14
"36250",2016,"all","0-0",1592
"36300",2016,"all","0-0",13
"36370",2016,"all","0-0",1182
"36510",2016,"all","0-0",385
"36580",2016,"all","0-0",280
"36630",2016,"all","0-0",367
"36660",2016,"all","0-0",391
"36720",2016,"all","0-0",3141
"36820",2016,"all","0-0",251
"36910",2016,"all","0-0",2148
"36950",2016,"all","0-0",57
"36960",2016,"all","0-0",94
"37010",2016,"all","0-0",2683
"37300",2016,"all","0-0",78
"37310",2016,"all","0-0",510
"37340",2016,"all","0-0",393
"37400",2016,"all","0-0",11
"37550",2016,"all","0-0",58
"37570",2016,"all","0-0",3
"37600",2016,"all","0-0",51
"30250",2017,"all","0-0",35
"30300",2017,"all","0-0",70
"30370",2017,"all","0-0",195
"30410",2017,"all","0-0",31
"30450",2017,"all","0-0",0
"30760",2017,"all","0-0",20
"30900",2017,"all","0-0",12
"31000",2017,"all","0-0",14613
"31750",2017,"all","0-0",0
"31820",2017,"all","0-0",941
"31900",2017,"all","0-0",190
"31950",2017,"all","0-0",4
"32080",2017,"all","0-0",2275
"32250",2017,"all","0-0",40
"32260",2017,"all","0-0",406
"32270",2017,"all","0-0",460
"32310",2017,"all","0-0",124
"32330",2017,"all","0-0",50
"32450",2017,"all","0-0",58
"32500",2017,"all","0-0",47
"32600",2017,"all","0-0",3
"32750",2017,"all","0-0",0
"32770",2017,"all","0-0",63
"32810",2017,"all","0-0",114
"33100",2017,"all","0-0",13
"33200",2017,"all","0-0",24
"33220",2017,"all","0-0",986
"33360",2017,"all","0-0",885
"33430",2017,"all","0-0",6962
"33610",2017,"all","0-0",124
"33620",2017,"all","0-0",521
"33800",2017,"all","0-0",94
"33830",2017,"all","0-0",37
"33960",2017,"all","0-0",3352
"33980",2017,"all","0-0",307
"34420",2017,"all","0-0",33
"34530",2017,"all","0-0",374
"34570",2017,"all","0-0",19
"34580",2017,"all","0-0",488
"34590",2017,"all","0-0",4962
"34710",2017,"all","0-0",44
"34770",2017,"all","0-0",1549
"34800",2017,"all","0-0",12
"34830",2017,"all","0-0",0
"34860",2017,"all","0-0",181
"34880",2017,"all","0-0",284
"35010",2017,"all","0-0",5544
"35250",2017,"all","0-0",19
"35300",2017,"all","0-0",399
"35600",2017,"all","0-0",63
"35670",2017,"all","0-0",43
"35740",2017,"all","0-0",402
"35760",2017,"all","0-0",95
"35780",2017,"all","0-0",56
"35790",2017,"all","0-0",41
"35800",2017,"all","0-0",27
"36070",2017,"all","0-0",33
"36150",2017,"all","0-0",14
"36250",2017,"all","0-0",1622
"36300",2017,"all","0-0",22
"36370",2017,"all","0-0",1094
"36510",2017,"all","0-0",377
"36580",2017,"all","0-0",266
"36630",2017,"all","0-0",380
"36660",2017,"all","0-0",382
"36720",2017,"all","0-0",3188
"36820",2017,"all","0-0",229
"36910",2017,"all","0-0",2062
"36950",2017,"all","0-0",72
"36960",2017,"all","0-0",98
"37010",2017,"all","0-0",2600
"37300",2017,"all","0-0",71
"37310",2017,"all","0-0",432
"37340",2017,"all","0-0",360
"37400",2017,"all","0-0",14
"37550",2017,"all","0-0",12
"37570",2017,"all","0-0",11
"37600",2017,"all","0-0",128
"30250",2018,"all","0-0",35
"30300",2018,"all","0-0",91
"30370",2018,"all","0-0",184
"30410",2018,"all","0-0",41
"30450",2018,"all","0-0",3
"30760",2018,"all","0-0",22
"30900",2018,"all","0-0",9
"31000",2018,"all","0-0",14714
"31750",2018,"all","0-0",4
"31820",2018,"all","0-0",1012
"31900",2018,"all","0-0",177
"31950",2018,"all","0-0",4
"32080",2018,"all","0-0",2153
"32250",2018,"all","0-0",26
"32260",2018,"all","0-0",371
"32270",2018,"all","0-0",480
"32310",2018,"all","0-0",120
"32330",2018,"all","0-0",31
"32450",2018,"all","0-0",44
"32500",2018,"all","0-0",55
"32600",2018,"all","0-0",4
"32750",2018,"all","0-0",0
"32770",2018,"all","0-0",48
"32810",2018,"all","0-0",106
"33100",2018,"all","0-0",12
"33200",2018,"all","0-0",22
"33220",2018,"all","0-0",924
"33360",2018,"all","0-0",909
"33430",2018,"all","0-0",7051
"33610",2018,"all","0-0",173
"33620",2018,"all","0-0",502
"33800",2018,"all","0-0",89
"33830",2018,"all","0-0",25
"33960",2018,"all","0-0",3584
"33980",2018,"all","0-0",322
"34420",2018,"all","0-0",6
"34530",2018,"all","0-0",402
"34570",2018,"all","0-0",7
"34580",2018,"all","0-0",511
"34590",2018,"all","0-0",5141
"34710",2018,"all","0-0",43
"34770",2018,"all","0-0",1601
"34800",2018,"all","0-0",11
"34830",2018,"all","0-0",0
"34860",2018,"all","0-0",181
"34880",2018,"all","0-0",239
"35010",2018,"all","0-0",5702
"35250",2018,"all","0-0",12
"35300",2018,"all","0-0",379
"35600",2018,"all","0-0",48
"35670",2018,"all","0-0",26
"35740",2018,"all","0-0",396
"35760",2018,"all","0-0",104
"35780",2018,"all","0-0",114
"35790",2018,"all","0-0",28
"35800",2018,"all","0-0",21
"36070",2018,"all","0-0",4
"36150",2018,"all","0-0",16
"36250",2018,"all","0-0",1694
"36300",2018,"all","0-0",10
"36370",2018,"all","0-0",1051
"36510",2018,"all","0-0",401
"36580",2018,"all","0-0",285
"36630",2018,"all","0-0",378
"36660",2018,"all","0-0",375
"36720",2018,"all","0-0",3239
"36820",2018,"all","0-0",255
"36910",2018,"all","0-0",2101
"36950",2018,"all","0-0",72
"36960",2018,"all","0-0",79
"37010",2018,"all","0-0",2606
"37300",2018,"all","0-0",75
"37310",2018,"all","0-0",501
"37340",2018,"all","0-0",389
"37400",2018,"all","0-0",10
"37550",2018,"all","0-0",28
"37570",2018,"all","0-0",0
"37600",2018,"all","0-0",43
"30250",2019,"all","0-0",38
"30300",2019,"all","0-0",63
"30370",2019,"all","0-0",169
"30410",2019,"all","0-0",21
"30450",2019,"all","0-0",3
"30760",2019,"all","0-0",18
"30900",2019,"all","0-0",7
"31000",2019,"all","0-0",14657
"31750",2019,"all","0-0",4
"31820",2019,"all","0-0",924
"31900",2019,"all","0-0",212
"31950",2019,"all","0-0",3
"32080",2019,"all","0-0",2115
"32250",2019,"all","0-0",25
"32260",2019,"all","0-0",339
"32270",2019,"all","0-0",439
"32310",2019,"all","0-0",113
"32330",2019,"all","0-0",29
"32450",2019,"all","0-0",46
"32500",2019,"all","0-0",61
"32600",2019,"all","0-0",6
"32750",2019,"all","0-0",4
"32770",2019,"all","0-0",38
"32810",2019,"all","0-0",132
"33100",2019,"all","0-0",7
"33200",2019,"all","0-0",19
"33220",2019,"all","0-0",921
"33360",2019,"all","0-0",857
"33430",2019,"all","0-0",6926
"33610",2019,"all","0-0",149
"33620",2019,"all","0-0",530
"33800",2019,"all","0-0",65
"33830",2019,"all","0-0",26
"33960",2019,"all","0-0",3668
"33980",2019,"all","0-0",348
"34420",2019,"all","0-0",10
"34530",2019,"all","0-0",389
"34570",2019,"all","0-0",10
"34580",2019,"all","0-0",474
"34590",2019,"all","0-0",5251
"34710",2019,"all","0-0",43
"34770",2019,"all","0-0",1610
"34800",2019,"all","0-0",13
"34830",2019,"all","0-0",3
"34860",2019,"all","0-0",217
"34880",2019,"all","0-0",265
"35010",2019,"all","0-0",5750
"35250",2019,"all","0-0",29
"35300",2019,"all","0-0",413
"35600",2019,"all","0-0",59
"35670",2019,"all","0-0",26
"35740",2019,"all","0-0",377
"35760",2019,"all","0-0",98
"35780",2019,"all","0-0",52
"35790",2019,"all","0-0",25
"35800",2019,"all","0-0",25
"36070",2019,"all","0-0",10
"36150",2019,"all","0-0",11
"36250",2019,"all","0-0",1621
"36300",2019,"all","0-0",16
"36370",2019,"all","0-0",1116
"36510",2019,"all","0-0",388
"36580",2019,"all","0-0",248
"36630",2019,"all","0-0",386
"36660",2019,"all","0-0",384
"36720",2019,"all","0-0",3319
"36820",2019,"all","0-0",234
"36910",2019,"all","0-0",2211
"36950",2019,"all","0-0",58
"36960",2019,"all","0-0",94
"37010",2019,"all","0-0",2535
"37300",2019,"all","0-0",73
"37310",2019,"all","0-0",460
"37340",2019,"all","0-0",366
"37400",2019,"all","0-0",10
"37550",2019,"all","0-0",17
"37570",2019,"all","0-0",5
"37600",2019,"all","0-0",52
"30250",2020,"all","0-0",17
"30300",2020,"all","0-0",58
"30370",2020,"all","0-0",177
"30410",2020,"all","0-0",29
"30450",2020,"all","0-0",3
"30760",2020,"all","0-0",25
"30900",2020,"all","0-0",8
"31000",2020,"all","0-0",14030
"31750",2020,"all","0-0",3
"31820",2020,"all","0-0",898
"31900",2020,"all","0-0",157
"31950",2020,"all","0-0",3
"32080",2020,"all","0-0",2078
"32250",2020,"all","0-0",33
"32260",2020,"all","0-0",348
"32270",2020,"all","0-0",439
"32310",2020,"all","0-0",99
"32330",2020,"all","0-0",27
"32450",2020,"all","0-0",39
"32500",2020,"all","0-0",39
"32600",2020,"all","0-0",3
"32750",2020,"all","0-0",0
"32770",2020,"all","0-0",17
"32810",2020,"all","0-0",110
"33100",2020,"all","0-0",16
"33200",2020,"all","0-0",17
"33220",2020,"all","0-0",904
"33360",2020,"all","0-0",807
"33430",2020,"all","0-0",6759
"33610",2020,"all","0-0",158
"33620",2020,"all","0-0",470
"33800",2020,"all","0-0",94
"33830",2020,"all","0-0",18
"33960",2020,"all","0-0",3602
"33980",2020,"all","0-0",308
"34420",2020,"all","0-0",9
"34530",2020,"all","0-0",417
"34570",2020,"all","0-0",11
"34580",2020,"all","0-0",477
"34590",2020,"all","0-0",5125
"34710",2020,"all","0-0",32
"34770",2020,"all","0-0",1619
"34800",2020,"all","0-0",10
"34830",2020,"all","0-0",3
"34860",2020,"all","0-0",193
"34880",2020,"all","0-0",262
"35010",2020,"all","0-0",5424
"35250",2020,"all","0-0",19
"35300",2020,"all","0-0",346
"35600",2020,"all","0-0",62
"35670",2020,"all","0-0",10
"35740",2020,"all","0-0",358
"35760",2020,"all","0-0",106
"35780",2020,"all","0-0",63
"35790",2020,"all","0-0",25
"35800",2020,"all","0-0",28
"36070",2020,"all","0-0",9
"36150",2020,"all","0-0",9
"36250",2020,"all","0-0",1610
"36300",2020,"all","0-0",8
"36370",2020,"all","0-0",1049
"36510",2020,"all","0-0",408
"36580",2020,"all","0-0",254
"36630",2020,"all","0-0",361
"36660",2020,"all","0-0",386
"36720",2020,"all","0-0",3217
"36820",2020,"all","0-0",230
"36910",2020,"all","0-0",2046
"36950",2020,"all","0-0",57
"36960",2020,"all","0-0",85
"37010",2020,"all","0-0",2359
"37300",2020,"all","0-0",83
"37310",2020,"all","0-0",471
"37340",2020,"all","0-0",396
"37400",2020,"all","0-0",9
"37550",2020,"all","0-0",8
"37570",2020,"all","0-0",3
"37600",2020,"all","0-0",40
"30250",2021,"all","0-0",15
"30300",2021,"all","0-0",73
"30370",2021,"all","0-0",215
"30410",2021,"all","0-0",33
"30450",2021,"all","0-0",3
"30760",2021,"all","0-0",24
"30900",2021,"all","0-0",12
"31000",2021,"all","0-0",14765
"31750",2021,"all","0-0",5
"31820",2021,"all","0-0",995
"31900",2021,"all","0-0",189
"31950",2021,"all","0-0",3
"32080",2021,"all","0-0",2160
"32250",2021,"all","0-0",37
"32260",2021,"all","0-0",342
"32270",2021,"all","0-0",408
"32310",2021,"all","0-0",126
"32330",2021,"all","0-0",39
"32450",2021,"all","0-0",50
"32500",2021,"all","0-0",68
"32600",2021,"all","0-0",3
"32750",2021,"all","0-0",3
"32770",2021,"all","0-0",23
"32810",2021,"all","0-0",115
"33100",2021,"all","0-0",10
"33200",2021,"all","0-0",33
"33220",2021,"all","0-0",1032
"33360",2021,"all","0-0",842
"33430",2021,"all","0-0",7511
"33610",2021,"all","0-0",147
"33620",2021,"all","0-0",572
"33800",2021,"all","0-0",106
"33830",2021,"all","0-0",15
"33960",2021,"all","0-0",3777
"33980",2021,"all","0-0",304
"34420",2021,"all","0-0",12
"34530",2021,"all","0-0",406
"34570",2021,"all","0-0",15
"34580",2021,"all","0-0",522
"34590",2021,"all","0-0",5521
"34710",2021,"all","0-0",46
"34770",2021,"all","0-0",1575
"34800",2021,"all","0-0",15
"34830",2021,"all","0-0",5
"34860",2021,"all","0-0",209
"34880",2021,"all","0-0",255
"35010",2021,"all","0-0",5928
"35250",2021,"all","0-0",27
"35300",2021,"all","0-0",370
"35600",2021,"all","0-0",60
"35670",2021,"all","0-0",11
"35740",2021,"all","0-0",390
"35760",2021,"all","0-0",106
"35780",2021,"all","0-0",56
"35790",2021,"all","0-0",59
"35800",2021,"all","0-0",29
"36070",2021,"all","0-0",5
"36150",2021,"all","0-0",20
"36250",2021,"all","0-0",1727
"36300",2021,"all","0-0",12
"36370",2021,"all","0-0",1199
"36510",2021,"all","0-0",418
"36580",2021,"all","0-0",268
"36630",2021,"all","0-0",380
"36660",2021,"all","0-0",366
