"SA3_CODE16","age_group","sex","calendar_year","n_children_attending_preschool"
"31102","3-6","male","2016",586
"31102","3-6","female","2016",560
"31102","3-6",NA,"2016",0
"31103","3-6","male","2016",1232
"31103","3-6","female","2016",1108
"31103","3-6",NA,"2016",0
"31104","3-6","male","2016",630
"31104","3-6","female","2016",634
"31104","3-6",NA,"2016",0
"31105","3-6","male","2016",872
"31105","3-6","female","2016",846
"31105","3-6",NA,"2016",0
"31106","3-6","male","2016",1046
"31106","3-6","female","2016",1010
"31106","3-6",NA,"2016",0
"31201","3-6","male","2016",373
"31201","3-6","female","2016",361
"31201","3-6",NA,"2016",0
"31202","3-6","male","2016",1193
"31202","3-6","female","2016",1136
"31202","3-6",NA,"2016",0
"31203","3-6","male","2016",241
"31203","3-6","female","2016",183
"31203","3-6",NA,"2016",0
"31301","3-6","male","2016",250
"31301","3-6","female","2016",248
"31301","3-6",NA,"2016",0
"31302","3-6","male","2016",1086
"31302","3-6","female","2016",930
"31302","3-6",NA,"2016",0
"31303","3-6","male","2016",116
"31303","3-6","female","2016",108
"31303","3-6",NA,"2016",0
"31304","3-6","male","2016",849
"31304","3-6","female","2016",748
"31304","3-6",NA,"2016",0
"31305","3-6","male","2016",555
"31305","3-6","female","2016",542
"31305","3-6",NA,"2016",0
"31401","3-6","male","2016",1191
"31401","3-6","female","2016",1103
"31401","3-6",NA,"2016",0
"31402","3-6","male","2016",1207
"31402","3-6","female","2016",1054
"31402","3-6",NA,"2016",0
"31403","3-6","male","2016",510
"31403","3-6","female","2016",459
"31403","3-6",NA,"2016",0
"31501","3-6","male","2016",353
"31501","3-6","female","2016",317
"31501","3-6",NA,"2016",0
"31502","3-6","male","2016",369
"31502","3-6","female","2016",319
"31502","3-6",NA,"2016",0
"31503","3-6","male","2016",172
"31503","3-6","female","2016",133
"31503","3-6",NA,"2016",0
"31601","3-6","male","2016",662
"31601","3-6","female","2016",575
"31601","3-6",NA,"2016",0
"31602","3-6","male","2016",949
"31602","3-6","female","2016",831
"31602","3-6",NA,"2016",0
"31603","3-6","male","2016",612
"31603","3-6","female","2016",511
"31603","3-6",NA,"2016",0
"31604","3-6","male","2016",710
"31604","3-6","female","2016",708
"31604","3-6",NA,"2016",0
"31605","3-6","male","2016",432
"31605","3-6","female","2016",395
"31605","3-6",NA,"2016",0
"31606","3-6","male","2016",451
"31606","3-6","female","2016",495
"31606","3-6",NA,"2016",0
"31701","3-6","male","2016",1713
"31701","3-6","female","2016",1634
"31701","3-6",NA,"2016",0
"31801","3-6","male","2016",396
"31801","3-6","female","2016",362
"31801","3-6",NA,"2016",0
"31802","3-6","male","2016",2511
"31802","3-6","female","2016",2190
"31802","3-6",NA,"2016",0
"31901","3-6","male","2016",951
"31901","3-6","female","2016",812
"31901","3-6",NA,"2016",0
"31902","3-6","male","2016",446
"31902","3-6","female","2016",426
"31902","3-6",NA,"2016",0
"31903","3-6","male","2016",519
"31903","3-6","female","2016",445
"31903","3-6",NA,"2016",0
"31904","3-6","male","2016",616
"31904","3-6","female","2016",488
"31904","3-6",NA,"2016",0
"31905","3-6","male","2016",391
"31905","3-6","female","2016",375
"31905","3-6",NA,"2016",0
"39797","3-6","male","2016",0
"39797","3-6","female","2016",0
"39797","3-6",NA,"2016",0
"39999","3-6","male","2016",0
"39999","3-6","female","2016",0
"39999","3-6",NA,"2016",1406
"40101","3-6","male","2016",87
"40101","3-6","female","2016",76
"40101","3-6",NA,"2016",0
"40102","3-6","male","2016",717
"40102","3-6","female","2016",682
"40102","3-6",NA,"2016",0
"40103","3-6","male","2016",434
"40103","3-6","female","2016",398
"40103","3-6",NA,"2016",0
"40104","3-6","male","2016",536
"40104","3-6","female","2016",493
"40104","3-6",NA,"2016",0
"40105","3-6","male","2016",316
"40105","3-6","female","2016",316
"40105","3-6",NA,"2016",0
"40106","3-6","male","2016",281
"40106","3-6","female","2016",241
"40106","3-6",NA,"2016",0
"40107","3-6","male","2016",355
"40107","3-6","female","2016",335
"40107","3-6",NA,"2016",0
"40201","3-6","male","2016",392
"40201","3-6","female","2016",342
"40201","3-6",NA,"2016",0
"40202","3-6","male","2016",1240
"40202","3-6","female","2016",1118
"40202","3-6",NA,"2016",0
"40203","3-6","male","2016",753
"40203","3-6","female","2016",757
"40203","3-6",NA,"2016",0
"40204","3-6","male","2016",1516
"40204","3-6","female","2016",1422
"40204","3-6",NA,"2016",0
"40205","3-6","male","2016",945
"40205","3-6","female","2016",927
"40205","3-6",NA,"2016",0
"40301","3-6","male","2016",283
"40301","3-6","female","2016",267
"40301","3-6",NA,"2016",0
"40302","3-6","male","2016",953
"40302","3-6","female","2016",881
"40302","3-6",NA,"2016",0
"40303","3-6","male","2016",671
"40303","3-6","female","2016",624
"40303","3-6",NA,"2016",0
"40304","3-6","male","2016",1905
"40304","3-6","female","2016",1752
"40304","3-6",NA,"2016",0
"40401","3-6","male","2016",991
"40401","3-6","female","2016",939
"40401","3-6",NA,"2016",0
"40402","3-6","male","2016",524
"40402","3-6","female","2016",549
"40402","3-6",NA,"2016",0
"40403","3-6","male","2016",568
"40403","3-6","female","2016",541
"40403","3-6",NA,"2016",0
"40501","3-6","male","2016",409
"40501","3-6","female","2016",331
"40501","3-6",NA,"2016",0
"40502","3-6","male","2016",225
"40502","3-6","female","2016",210
"40502","3-6",NA,"2016",0
"40503","3-6","male","2016",233
"40503","3-6","female","2016",214
"40503","3-6",NA,"2016",0
"40504","3-6","male","2016",199
"40504","3-6","female","2016",141
"40504","3-6",NA,"2016",0
"40601","3-6","male","2016",601
"40601","3-6","female","2016",564
"40601","3-6",NA,"2016",0
"40602","3-6","male","2016",273
"40602","3-6","female","2016",300
"40602","3-6",NA,"2016",0
"40701","3-6","male","2016",371
"40701","3-6","female","2016",392
"40701","3-6",NA,"2016",0
"40702","3-6","male","2016",675
"40702","3-6","female","2016",590
"40702","3-6",NA,"2016",0
"40703","3-6","male","2016",582
"40703","3-6","female","2016",601
"40703","3-6",NA,"2016",0
"49797","3-6","male","2016",0
"49797","3-6","female","2016",0
"49797","3-6",NA,"2016",0
"49999","3-6","male","2016",0
"49999","3-6","female","2016",0
"49999","3-6",NA,"2016",0
"50101","3-6","male","2016",631
"50101","3-6","female","2016",582
"50101","3-6",NA,"2016",0
"50102","3-6","male","2016",1120
"50102","3-6","female","2016",973
"50102","3-6",NA,"2016",0
"50103","3-6","male","2016",168
"50103","3-6","female","2016",178
"50103","3-6",NA,"2016",0
"50201","3-6","male","2016",969
"50201","3-6","female","2016",915
"50201","3-6",NA,"2016",0
"50301","3-6","male","2016",577
"50301","3-6","female","2016",530
"50301","3-6",NA,"2016",0
"50302","3-6","male","2016",860
"50302","3-6","female","2016",787
"50302","3-6",NA,"2016",0
"50401","3-6","male","2016",742
"50401","3-6","female","2016",741
"50401","3-6",NA,"2016",0
"50402","3-6","male","2016",391
"50402","3-6","female","2016",349
"50402","3-6",NA,"2016",0
"50403","3-6","male","2016",1429
"50403","3-6","female","2016",1407
"50403","3-6",NA,"2016",0
"50501","3-6","male","2016",1707
"50501","3-6","female","2016",1513
"50501","3-6",NA,"2016",0
"50502","3-6","male","2016",1946
"50502","3-6","female","2016",1874
"50502","3-6",NA,"2016",0
"50503","3-6","male","2016",2284
"50503","3-6","female","2016",2179
"50503","3-6",NA,"2016",0
"50601","3-6","male","2016",1033
"50601","3-6","female","2016",1022
"50601","3-6",NA,"2016",0
"50602","3-6","male","2016",613
"50602","3-6","female","2016",661
"50602","3-6",NA,"2016",0
"50603","3-6","male","2016",778
"50603","3-6","female","2016",754
"50603","3-6",NA,"2016",0
"50604","3-6","male","2016",1320
"50604","3-6","female","2016",1288
"50604","3-6",NA,"2016",0
"50605","3-6","male","2016",586
"50605","3-6","female","2016",606
"50605","3-6",NA,"2016",0
"50606","3-6","male","2016",351
"50606","3-6","female","2016",328
"50606","3-6",NA,"2016",0
"50607","3-6","male","2016",413
"50607","3-6","female","2016",346
"50607","3-6",NA,"2016",0
"50701","3-6","male","2016",1130
"50701","3-6","female","2016",1115
"50701","3-6",NA,"2016",0
"50702","3-6","male","2016",317
"50702","3-6","female","2016",326
