"SA4_CODE16","age_group","sex","calendar_year","n_children_attending_preschool"
"213","3-6","female","2016",8785
"213","3-6",NA,"2016",0
"214","3-6","male","2016",3305
"214","3-6","female","2016",2971
"214","3-6",NA,"2016",0
"215","3-6","male","2016",1415
"215","3-6","female","2016",1284
"215","3-6",NA,"2016",0
"216","3-6","male","2016",1430
"216","3-6","female","2016",1277
"216","3-6",NA,"2016",0
"217","3-6","male","2016",1319
"217","3-6","female","2016",1027
"217","3-6",NA,"2016",0
"297","3-6","male","2016",0
"297","3-6","female","2016",0
"297","3-6",NA,"2016",0
"299","3-6","male","2016",0
"299","3-6","female","2016",3
"299","3-6",NA,"2016",0
"301","3-6","male","2016",2917
"301","3-6","female","2016",2576
"301","3-6",NA,"2016",0
"302","3-6","male","2016",2637
"302","3-6","female","2016",2360
"302","3-6",NA,"2016",0
"303","3-6","male","2016",4124
"303","3-6","female","2016",3742
"303","3-6",NA,"2016",0
"304","3-6","male","2016",2253
"304","3-6","female","2016",1883
"304","3-6",NA,"2016",0
"305","3-6","male","2016",2257
"305","3-6","female","2016",2091
"305","3-6",NA,"2016",0
"306","3-6","male","2016",2798
"306","3-6","female","2016",2540
"306","3-6",NA,"2016",0
"307","3-6","male","2016",1396
"307","3-6","female","2016",1245
"307","3-6",NA,"2016",0
"308","3-6","male","2016",2440
"308","3-6","female","2016",2350
"308","3-6",NA,"2016",0
"309","3-6","male","2016",7499
"309","3-6","female","2016",6855
"309","3-6",NA,"2016",0
"310","3-6","male","2016",4267
"310","3-6","female","2016",3892
"310","3-6",NA,"2016",0
"311","3-6","male","2016",4492
"311","3-6","female","2016",4271
"311","3-6",NA,"2016",0
"312","3-6","male","2016",1807
"312","3-6","female","2016",1680
"312","3-6",NA,"2016",0
"313","3-6","male","2016",2856
"313","3-6","female","2016",2576
"313","3-6",NA,"2016",0
"314","3-6","male","2016",2908
"314","3-6","female","2016",2616
"314","3-6",NA,"2016",0
"315","3-6","male","2016",894
"315","3-6","female","2016",769
"315","3-6",NA,"2016",0
"316","3-6","male","2016",3816
"316","3-6","female","2016",3515
"316","3-6",NA,"2016",0
"317","3-6","male","2016",1713
"317","3-6","female","2016",1634
"317","3-6",NA,"2016",0
"318","3-6","male","2016",2907
"318","3-6","female","2016",2552
"318","3-6",NA,"2016",0
"319","3-6","male","2016",2923
"319","3-6","female","2016",2546
"319","3-6",NA,"2016",0
"397","3-6","male","2016",0
"397","3-6","female","2016",0
"397","3-6",NA,"2016",0
"399","3-6","male","2016",0
"399","3-6","female","2016",0
"399","3-6",NA,"2016",1406
"401","3-6","male","2016",2726
"401","3-6","female","2016",2541
"401","3-6",NA,"2016",0
"402","3-6","male","2016",4846
"402","3-6","female","2016",4566
"402","3-6",NA,"2016",0
"403","3-6","male","2016",3812
"403","3-6","female","2016",3524
"403","3-6",NA,"2016",0
"404","3-6","male","2016",2083
"404","3-6","female","2016",2029
"404","3-6",NA,"2016",0
"405","3-6","male","2016",1066
"405","3-6","female","2016",896
"405","3-6",NA,"2016",0
"406","3-6","male","2016",874
"406","3-6","female","2016",864
"406","3-6",NA,"2016",0
"407","3-6","male","2016",1628
"407","3-6","female","2016",1583
"407","3-6",NA,"2016",0
"497","3-6","male","2016",0
"497","3-6","female","2016",0
"497","3-6",NA,"2016",0
"499","3-6","male","2016",0
"499","3-6","female","2016",0
"499","3-6",NA,"2016",0
"501","3-6","male","2016",1919
"501","3-6","female","2016",1733
"501","3-6",NA,"2016",0
"502","3-6","male","2016",969
"502","3-6","female","2016",915
"502","3-6",NA,"2016",0
"503","3-6","male","2016",1437
"503","3-6","female","2016",1317
"503","3-6",NA,"2016",0
"504","3-6","male","2016",2562
"504","3-6","female","2016",2497
"504","3-6",NA,"2016",0
"505","3-6","male","2016",5937
"505","3-6","female","2016",5566
"505","3-6",NA,"2016",0
"506","3-6","male","2016",5094
"506","3-6","female","2016",5005
"506","3-6",NA,"2016",0
"507","3-6","male","2016",4390
"507","3-6","female","2016",4225
"507","3-6",NA,"2016",0
"508","3-6","male","2016",2137
"508","3-6","female","2016",2044
"508","3-6",NA,"2016",0
"509","3-6","male","2016",1221
"509","3-6","female","2016",1119
"509","3-6",NA,"2016",0
"597","3-6","male","2016",0
"597","3-6","female","2016",0
"597","3-6",NA,"2016",0
"599","3-6","male","2016",0
"599","3-6","female","2016",0
"599","3-6",NA,"2016",0
"601","3-6","male","2016",2530
"601","3-6","female","2016",2468
"601","3-6",NA,"2016",0
"602","3-6","male","2016",1443
"602","3-6","female","2016",1276
"602","3-6",NA,"2016",0
"603","3-6","male","2016",294
"603","3-6","female","2016",262
"603","3-6",NA,"2016",0
"604","3-6","male","2016",1108
"604","3-6","female","2016",966
"604","3-6",NA,"2016",0
"697","3-6","male","2016",0
"697","3-6","female","2016",0
"697","3-6",NA,"2016",0
"699","3-6","male","2016",0
"699","3-6","female","2016",0
"699","3-6",NA,"2016",0
"701","3-6","male","2016",1651
"701","3-6","female","2016",1566
"701","3-6",NA,"2016",0
"702","3-6","male","2016",924
"702","3-6","female","2016",905
"702","3-6",NA,"2016",0
"797","3-6","male","2016",0
"797","3-6","female","2016",0
"797","3-6",NA,"2016",0
"799","3-6","male","2016",0
"799","3-6","female","2016",4
"799","3-6",NA,"2016",0
"801","3-6","male","2016",5119
"801","3-6","female","2016",4697
"801","3-6",NA,"2016",0
"897","3-6","male","2016",0
"897","3-6","female","2016",0
"897","3-6",NA,"2016",0
"899","3-6","male","2016",23
"899","3-6","female","2016",14
"899","3-6",NA,"2016",0
"901","3-6","male","2016",33
"901","3-6","female","2016",19
"901","3-6",NA,"2016",0
"997","3-6","male","2016",0
"997","3-6","female","2016",0
"997","3-6",NA,"2016",0
"999","3-6","male","2016",0
"999","3-6","female","2016",0
"999","3-6",NA,"2016",0
"101","3-6","male","2017",2543
"101","3-6","female","2017",2168
"101","3-6",NA,"2017",0
"102","3-6","male","2017",4079
"102","3-6","female","2017",3702
"102","3-6",NA,"2017",0
"103","3-6","male","2017",2504
"103","3-6","female","2017",2325
"103","3-6",NA,"2017",0
"104","3-6","male","2017",1471
"104","3-6","female","2017",1334
"104","3-6",NA,"2017",0
"105","3-6","male","2017",1562
"105","3-6","female","2017",1437
"105","3-6",NA,"2017",0
"106","3-6","male","2017",3466
"106","3-6","female","2017",3130
"106","3-6",NA,"2017",0
"107","3-6","male","2017",3489
"107","3-6","female","2017",3247
"107","3-6",NA,"2017",0
"108","3-6","male","2017",2206
"108","3-6","female","2017",2138
"108","3-6",NA,"2017",0
"109","3-6","male","2017",1479
"109","3-6","female","2017",1327
"109","3-6",NA,"2017",0
"110","3-6","male","2017",2247
"110","3-6","female","2017",2012
"110","3-6",NA,"2017",0
"111","3-6","male","2017",4564
"111","3-6","female","2017",3937
"111","3-6",NA,"2017",0
"112","3-6","male","2017",2726
"112","3-6","female","2017",2498
"112","3-6",NA,"2017",0
"113","3-6","male","2017",2059
"113","3-6","female","2017",1846
"113","3-6",NA,"2017",0
"114","3-6","male","2017",1626
"114","3-6","female","2017",1459
"114","3-6",NA,"2017",0
"115","3-6","male","2017",2906
"115","3-6","female","2017",2530
"115","3-6",NA,"2017",0
"116","3-6","male","2017",4560
"116","3-6","female","2017",4132
"116","3-6",NA,"2017",0
"117","3-6","male","2017",2160
"117","3-6","female","2017",1946
"117","3-6",NA,"2017",0
"118","3-6","male","2017",2690
"118","3-6","female","2017",2361
"118","3-6",NA,"2017",0
"119","3-6","male","2017",6126
"119","3-6","female","2017",5409
"119","3-6",NA,"2017",0
"120","3-6","male","2017",3093
"120","3-6","female","2017",2844
"120","3-6",NA,"2017",0
"121","3-6","male","2017",4856
"121","3-6","female","2017",4361
"121","3-6",NA,"2017",0
"122","3-6","male","2017",3376
"122","3-6","female","2017",3000
"122","3-6",NA,"2017",0
"123","3-6","male","2017",3655
"123","3-6","female","2017",3210
"123","3-6",NA,"2017",0
"124","3-6","male","2017",4068
"124","3-6","female","2017",3492
"124","3-6",NA,"2017",0
"125","3-6","male","2017",5210
"125","3-6","female","2017",4664
"125","3-6",NA,"2017",0
"126","3-6","male","2017",2087
"126","3-6","female","2017",1965
"126","3-6",NA,"2017",0
"127","3-6","male","2017",4594
"127","3-6","female","2017",4025
"127","3-6",NA,"2017",0
"128","3-6","male","2017",2892
"128","3-6","female","2017",2642
"128","3-6",NA,"2017",0
"197","3-6","male","2017",0
"197","3-6","female","2017",0
"197","3-6",NA,"2017",0
"199","3-6","male","2017",5
"199","3-6","female","2017",0
"199","3-6",NA,"2017",0
"201","3-6","male","2017",1657
"201","3-6","female","2017",1487
"201","3-6",NA,"2017",0
"202","3-6","male","2017",1724
"202","3-6","female","2017",1579
"202","3-6",NA,"2017",0
"203","3-6","male","2017",3424
"203","3-6","female","2017",3067
"203","3-6",NA,"2017",0
"204","3-6","male","2017",1824
"204","3-6","female","2017",1651
"204","3-6",NA,"2017",0
"205","3-6","male","2017",2750
"205","3-6","female","2017",2476
"205","3-6",NA,"2017",0
"206","3-6","male","2017",4725
"206","3-6","female","2017",4464
"206","3-6",NA,"2017",0
"207","3-6","male","2017",3433
"207","3-6","female","2017",3006
"207","3-6",NA,"2017",0
"208","3-6","male","2017",4620
"208","3-6","female","2017",4268
"208","3-6",NA,"2017",0
"209","3-6","male","2017",6194
"209","3-6","female","2017",5452
"209","3-6",NA,"2017",0
"210","3-6","male","2017",4469
"210","3-6","female","2017",4080
"210","3-6",NA,"2017",0
"211","3-6","male","2017",5564
"211","3-6","female","2017",5080
"211","3-6",NA,"2017",0
"212","3-6","male","2017",8981
"212","3-6","female","2017",8165
"212","3-6",NA,"2017",0
"213","3-6","male","2017",9994
"213","3-6","female","2017",9142
"213","3-6",NA,"2017",0
"214","3-6","male","2017",3320
"214","3-6","female","2017",2927
"214","3-6",NA,"2017",0
"215","3-6","male","2017",1419
"215","3-6","female","2017",1240
"215","3-6",NA,"2017",0
"216","3-6","male","2017",1415
"216","3-6","female","2017",1400
"216","3-6",NA,"2017",0
"217","3-6","male","2017",1291
"217","3-6","female","2017",1104
"217","3-6",NA,"2017",0
"297","3-6","male","2017",0
"297","3-6","female","2017",0
"297","3-6",NA,"2017",0
"299","3-6","male","2017",13
"299","3-6","female","2017",14
"299","3-6",NA,"2017",0
"301","3-6","male","2017",2668
"301","3-6","female","2017",2362
"301","3-6",NA,"2017",0
"302","3-6","male","2017",2457
"302","3-6","female","2017",2199
"302","3-6",NA,"2017",0
"303","3-6","male","2017",4078
"303","3-6","female","2017",3552
"303","3-6",NA,"2017",0
"304","3-6","male","2017",2057
"304","3-6","female","2017",1863
"304","3-6",NA,"2017",0
"305","3-6","male","2017",2177
"305","3-6","female","2017",2023
"305","3-6",NA,"2017",0
"306","3-6","male","2017",2511
"306","3-6","female","2017",2308
"306","3-6",NA,"2017",0
"307","3-6","male","2017",1249
"307","3-6","female","2017",1066
"307","3-6",NA,"2017",0
"308","3-6","male","2017",2414
"308","3-6","female","2017",2216
"308","3-6",NA,"2017",0
"309","3-6","male","2017",6927
"309","3-6","female","2017",6371
"309","3-6",NA,"2017",0
"310","3-6","male","2017",4134
"310","3-6","female","2017",3829
"310","3-6",NA,"2017",0
"311","3-6","male","2017",4173
"311","3-6","female","2017",3871
"311","3-6",NA,"2017",0
"312","3-6","male","2017",1779
"312","3-6","female","2017",1633
"312","3-6",NA,"2017",0
"313","3-6","male","2017",2686
"313","3-6","female","2017",2385
"313","3-6",NA,"2017",0
"314","3-6","male","2017",2770
"314","3-6","female","2017",2467
"314","3-6",NA,"2017",0
"315","3-6","male","2017",816
"315","3-6","female","2017",685
"315","3-6",NA,"2017",0
"316","3-6","male","2017",3657
"316","3-6","female","2017",3399
"316","3-6",NA,"2017",0
"317","3-6","male","2017",1602
"317","3-6","female","2017",1536
"317","3-6",NA,"2017",0
"318","3-6","male","2017",2682
"318","3-6","female","2017",2374
"318","3-6",NA,"2017",0
"319","3-6","male","2017",2622
"319","3-6","female","2017",2396
"319","3-6",NA,"2017",0
"397","3-6","male","2017",0
"397","3-6","female","2017",0
"397","3-6",NA,"2017",0
"399","3-6","male","2017",19
"399","3-6","female","2017",17
"399","3-6",NA,"2017",0
"401","3-6","male","2017",2687
"401","3-6","female","2017",2506
"401","3-6",NA,"2017",0
"402","3-6","male","2017",4849
"402","3-6","female","2017",4462
"402","3-6",NA,"2017",0
"403","3-6","male","2017",3803
"403","3-6","female","2017",3451
"403","3-6",NA,"2017",0
"404","3-6","male","2017",2101
"404","3-6","female","2017",1919
"404","3-6",NA,"2017",0
"405","3-6","male","2017",1023
"405","3-6","female","2017",864
"405","3-6",NA,"2017",0
"406","3-6","male","2017",888
"406","3-6","female","2017",842
"406","3-6",NA,"2017",0
"407","3-6","male","2017",1626
"407","3-6","female","2017",1675
"407","3-6",NA,"2017",0
"497","3-6","male","2017",0
"497","3-6","female","2017",0
"497","3-6",NA,"2017",0
"499","3-6","male","2017",0
"499","3-6","female","2017",0
"499","3-6",NA,"2017",0
"501","3-6","male","2017",1795
"501","3-6","female","2017",1666
"501","3-6",NA,"2017",0
"502","3-6","male","2017",944
"502","3-6","female","2017",939
"502","3-6",NA,"2017",0
"503","3-6","male","2017",1431
"503","3-6","female","2017",1294
"503","3-6",NA,"2017",0
"504","3-6","male","2017",2676
"504","3-6","female","2017",2427
"504","3-6",NA,"2017",0
"505","3-6","male","2017",5914
"505","3-6","female","2017",5565
"505","3-6",NA,"2017",0
"506","3-6","male","2017",5141
"506","3-6","female","2017",4970
"506","3-6",NA,"2017",0
"507","3-6","male","2017",4383
"507","3-6","female","2017",4432
"507","3-6",NA,"2017",0
"508","3-6","male","2017",2124
"508","3-6","female","2017",2057
"508","3-6",NA,"2017",0
"509","3-6","male","2017",1216
"509","3-6","female","2017",1107
"509","3-6",NA,"2017",0
"597","3-6","male","2017",0
"597","3-6","female","2017",0
"597","3-6",NA,"2017",0
"599","3-6","male","2017",0
"599","3-6","female","2017",0
"599","3-6",NA,"2017",0
"601","3-6","male","2017",2500
"601","3-6","female","2017",2417
"601","3-6",NA,"2017",0
"602","3-6","male","2017",1352
"602","3-6","female","2017",1238
"602","3-6",NA,"2017",0
"603","3-6","male","2017",313
"603","3-6","female","2017",322
"603","3-6",NA,"2017",0
"604","3-6","male","2017",1053
"604","3-6","female","2017",1038
"604","3-6",NA,"2017",0
"697","3-6","male","2017",0
"697","3-6","female","2017",0
"697","3-6",NA,"2017",0
"699","3-6","male","2017",0
"699","3-6","female","2017",0
"699","3-6",NA,"2017",0
"701","3-6","male","2017",1538
"701","3-6","female","2017",1555
"701","3-6",NA,"2017",0
"702","3-6","male","2017",814
"702","3-6","female","2017",753
"702","3-6",NA,"2017",0
"797","3-6","male","2017",0
"797","3-6","female","2017",0
"797","3-6",NA,"2017",0
"799","3-6","male","2017",0
"799","3-6","female","2017",0
"799","3-6",NA,"2017",0
"801","3-6","male","2017",5341
"801","3-6","female","2017",4887
"801","3-6",NA,"2017",0
"897","3-6","male","2017",0
"897","3-6","female","2017",0
"897","3-6",NA,"2017",0
"899","3-6","male","2017",0
"899","3-6","female","2017",0
"899","3-6",NA,"2017",0
"901","3-6","male","2017",31
"901","3-6","female","2017",22
"901","3-6",NA,"2017",0
"997","3-6","male","2017",0
"997","3-6","female","2017",0
"997","3-6",NA,"2017",0
"999","3-6","male","2017",6
"999","3-6","female","2017",6
"999","3-6",NA,"2017",0
"101","3-6","male","2018",2528
"101","3-6","female","2018",2251
"101","3-6",NA,"2018",0
"102","3-6","male","2018",4310
"102","3-6","female","2018",3821
"102","3-6",NA,"2018",0
"103","3-6","male","2018",2588
"103","3-6","female","2018",2394
"103","3-6",NA,"2018",0
"104","3-6","male","2018",1506
"104","3-6","female","2018",1423
"104","3-6",NA,"2018",0
"105","3-6","male","2018",1569
"105","3-6","female","2018",1480
"105","3-6",NA,"2018",0
"106","3-6","male","2018",3537
"106","3-6","female","2018",3233
"106","3-6",NA,"2018",0
"107","3-6","male","2018",3798
"107","3-6","female","2018",3449
"107","3-6",NA,"2018",0
"108","3-6","male","2018",2270
"108","3-6","female","2018",2159
"108","3-6",NA,"2018",0
"109","3-6","male","2018",1515
"109","3-6","female","2018",1343
"109","3-6",NA,"2018",0
"110","3-6","male","2018",2261
"110","3-6","female","2018",2029
"110","3-6",NA,"2018",0
"111","3-6","male","2018",4652
"111","3-6","female","2018",4250
"111","3-6",NA,"2018",0
"112","3-6","male","2018",2844
"112","3-6","female","2018",2552
"112","3-6",NA,"2018",0
"113","3-6","male","2018",2136
"113","3-6","female","2018",1937
"113","3-6",NA,"2018",0
"114","3-6","male","2018",1641
"114","3-6","female","2018",1539
"114","3-6",NA,"2018",0
"115","3-6","male","2018",3097
"115","3-6","female","2018",2661
"115","3-6",NA,"2018",0
"116","3-6","male","2018",4885
"116","3-6","female","2018",4413
"116","3-6",NA,"2018",0
"117","3-6","male","2018",2163
"117","3-6","female","2018",2013
"117","3-6",NA,"2018",0
"118","3-6","male","2018",2606
"118","3-6","female","2018",2444
"118","3-6",NA,"2018",0
"119","3-6","male","2018",6343
"119","3-6","female","2018",5485
"119","3-6",NA,"2018",0
"120","3-6","male","2018",3157
"120","3-6","female","2018",2809
"120","3-6",NA,"2018",0
"121","3-6","male","2018",5034
"121","3-6","female","2018",4593
"121","3-6",NA,"2018",0
"122","3-6","male","2018",3405
"122","3-6","female","2018",3063
"122","3-6",NA,"2018",0
"123","3-6","male","2018",3796
"123","3-6","female","2018",3444
"123","3-6",NA,"2018",0
"124","3-6","male","2018",4173
"124","3-6","female","2018",3676
"124","3-6",NA,"2018",0
"125","3-6","male","2018",5454
"125","3-6","female","2018",4796
"125","3-6",NA,"2018",0
"126","3-6","male","2018",2189
"126","3-6","female","2018",1977
"126","3-6",NA,"2018",0
"127","3-6","male","2018",4856
"127","3-6","female","2018",4302
"127","3-6",NA,"2018",0
"128","3-6","male","2018",2967
"128","3-6","female","2018",2704
"128","3-6",NA,"2018",0
"197","3-6","male","2018",0
"197","3-6","female","2018",0
"197","3-6",NA,"2018",0
"199","3-6","male","2018",314
"199","3-6","female","2018",262
"199","3-6",NA,"2018",0
"201","3-6","male","2018",1686
"201","3-6","female","2018",1518
"201","3-6",NA,"2018",0
"202","3-6","male","2018",1796
"202","3-6","female","2018",1552
"202","3-6",NA,"2018",0
"203","3-6","male","2018",3565
"203","3-6","female","2018",3273
"203","3-6",NA,"2018",0
"204","3-6","male","2018",1833
"204","3-6","female","2018",1613
"204","3-6",NA,"2018",0
"205","3-6","male","2018",2820
"205","3-6","female","2018",2517
"205","3-6",NA,"2018",0
"206","3-6","male","2018",4561
"206","3-6","female","2018",4301
"206","3-6",NA,"2018",0
"207","3-6","male","2018",3409
"207","3-6","female","2018",3040
"207","3-6",NA,"2018",0
"208","3-6","male","2018",4745
"208","3-6","female","2018",4191
"208","3-6",NA,"2018",0
"209","3-6","male","2018",6338
"209","3-6","female","2018",5484
"209","3-6",NA,"2018",0
"210","3-6","male","2018",4656
"210","3-6","female","2018",4247
"210","3-6",NA,"2018",0
"211","3-6","male","2018",5793
"211","3-6","female","2018",5112
"211","3-6",NA,"2018",0
"212","3-6","male","2018",9106
"212","3-6","female","2018",8270
"212","3-6",NA,"2018",0
"213","3-6","male","2018",9925
"213","3-6","female","2018",8892
"213","3-6",NA,"2018",0
"214","3-6","male","2018",3260
"214","3-6","female","2018",2937
"214","3-6",NA,"2018",0
"215","3-6","male","2018",1502
"215","3-6","female","2018",1282
"215","3-6",NA,"2018",0
"216","3-6","male","2018",1410
"216","3-6","female","2018",1317
"216","3-6",NA,"2018",0
"217","3-6","male","2018",1232
"217","3-6","female","2018",1120
"217","3-6",NA,"2018",0
"297","3-6","male","2018",0
"297","3-6","female","2018",0
"297","3-6",NA,"2018",0
"299","3-6","male","2018",193
"299","3-6","female","2018",172
"299","3-6",NA,"2018",0
"301","3-6","male","2018",2694
"301","3-6","female","2018",2344
"301","3-6",NA,"2018",0
"302","3-6","male","2018",2515
"302","3-6","female","2018",2300
"302","3-6",NA,"2018",0
"303","3-6","male","2018",4097
"303","3-6","female","2018",3621
"303","3-6",NA,"2018",0
"304","3-6","male","2018",2042
"304","3-6","female","2018",1954
"304","3-6",NA,"2018",0
"305","3-6","male","2018",2249
"305","3-6","female","2018",2027
"305","3-6",NA,"2018",0
"306","3-6","male","2018",2431
"306","3-6","female","2018",2291
"306","3-6",NA,"2018",0
"307","3-6","male","2018",1236
"307","3-6","female","2018",1116
"307","3-6",NA,"2018",0
"308","3-6","male","2018",2488
"308","3-6","female","2018",2277
"308","3-6",NA,"2018",0
"309","3-6","male","2018",7022
"309","3-6","female","2018",6332
"309","3-6",NA,"2018",0
"310","3-6","male","2018",4248
"310","3-6","female","2018",3764
"310","3-6",NA,"2018",0
"311","3-6","male","2018",4222
"311","3-6","female","2018",3843
"311","3-6",NA,"2018",0
"312","3-6","male","2018",1855
"312","3-6","female","2018",1698
"312","3-6",NA,"2018",0
"313","3-6","male","2018",2593
"313","3-6","female","2018",2504
"313","3-6",NA,"2018",0
"314","3-6","male","2018",2799
"314","3-6","female","2018",2433
"314","3-6",NA,"2018",0
"315","3-6","male","2018",816
"315","3-6","female","2018",753
"315","3-6",NA,"2018",0
"316","3-6","male","2018",3799
"316","3-6","female","2018",3365
"316","3-6",NA,"2018",0
"317","3-6","male","2018",1683
"317","3-6","female","2018",1470
"317","3-6",NA,"2018",0
"318","3-6","male","2018",2616
"318","3-6","female","2018",2379
"318","3-6",NA,"2018",0
"319","3-6","male","2018",2609
"319","3-6","female","2018",2460
"319","3-6",NA,"2018",0
"397","3-6","male","2018",0
"397","3-6","female","2018",0
"397","3-6",NA,"2018",0
"399","3-6","male","2018",134
"399","3-6","female","2018",128
"399","3-6",NA,"2018",0
"401","3-6","male","2018",2794
"401","3-6","female","2018",2538
"401","3-6",NA,"2018",0
"402","3-6","male","2018",4701
"402","3-6","female","2018",4426
"402","3-6",NA,"2018",0
"403","3-6","male","2018",3898
"403","3-6","female","2018",3513
"403","3-6",NA,"2018",0
"404","3-6","male","2018",2263
"404","3-6","female","2018",1973
"404","3-6",NA,"2018",0
"405","3-6","male","2018",968
"405","3-6","female","2018",862
"405","3-6",NA,"2018",0
"406","3-6","male","2018",854
"406","3-6","female","2018",844
"406","3-6",NA,"2018",0
"407","3-6","male","2018",1695
"407","3-6","female","2018",1621
"407","3-6",NA,"2018",0
"497","3-6","male","2018",0
"497","3-6","female","2018",0
"497","3-6",NA,"2018",0
"499","3-6","male","2018",52
"499","3-6","female","2018",53
"499","3-6",NA,"2018",0
"501","3-6","male","2018",1818
"501","3-6","female","2018",1675
"501","3-6",NA,"2018",0
"502","3-6","male","2018",914
"502","3-6","female","2018",936
"502","3-6",NA,"2018",0
"503","3-6","male","2018",1479
"503","3-6","female","2018",1341
"503","3-6",NA,"2018",0
"504","3-6","male","2018",2804
"504","3-6","female","2018",2565
"504","3-6",NA,"2018",0
"505","3-6","male","2018",5980
"505","3-6","female","2018",5596
"505","3-6",NA,"2018",0
"506","3-6","male","2018",5294
"506","3-6","female","2018",5011
"506","3-6",NA,"2018",0
"507","3-6","male","2018",4622
"507","3-6","female","2018",4392
"507","3-6",NA,"2018",0
"509","3-6","male","2018",1125
"509","3-6","female","2018",1141
"509","3-6",NA,"2018",0
"510","3-6","male","2018",1062
"510","3-6","female","2018",1052
"510","3-6",NA,"2018",0
"511","3-6","male","2018",1182
"511","3-6","female","2018",1073
"511","3-6",NA,"2018",0
"597","3-6","male","2018",0
"597","3-6","female","2018",0
"597","3-6",NA,"2018",0
"599","3-6","male","2018",57
"599","3-6","female","2018",37
"599","3-6",NA,"2018",0
"601","3-6","male","2018",2633
"601","3-6","female","2018",2443
"601","3-6",NA,"2018",0
"602","3-6","male","2018",1480
"602","3-6","female","2018",1326
"602","3-6",NA,"2018",0
"603","3-6","male","2018",328
