Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA3 (UR)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"


"SA3 (UR)",
"21005",160359,
"21101",154154,
"21102",25989,
"21103",109934,
"21104",60771,
"21105",148758,
"21201",94289,
"21202",131123,
"21203",168178,
"21204",186627,
"21205",175055,
"21301",185816,
"21302",84003,
"21303",82285,
"21304",153439,
"21305",221898,
"21401",134144,
"21402",154996,
"21501",58824,
"21502",53878,
"21503",37337,
"21601",37209,
"21602",29108,
"21603",63652,
"21701",35562,
"21703",37038,
"21704",50099,
"29797",26,
"29999",7572,
"30101",71572,
"30102",82817,
"30103",68704,
"30201",40788,
"30202",69075,
"30203",38666,
"30204",57991,
"30301",50180,
"30302",70977,
"30303",71206,
"30304",38868,
"30305",59528,
"30306",49806,
"30401",32532,
"30402",45369,
"30403",51081,
"30404",50009,
"30501",67585,
"30502",40591,
"30503",86165,
"30504",55868,
"30601",52660,
"30602",100794,
"30603",34730,
"30604",11607,
"30605",40403,
"30701",44061,
"30702",42124,
"30703",40101,
"30801",28962,
"30803",115997,
"30804",14315,
"30805",61642,
"30901",61638,
"30902",53183,
"30903",65897,
"30904",18508,
"30905",33385,
"30906",67288,
"30907",120882,
"30908",49481,
"30909",58896,
"30910",40836,
"31001",72231,
"31002",62725,
"31003",104206,
"31004",83911,
"31101",13917,
"31102",40928,
"31103",79811,
"31104",45590,
"31105",59777,
"31106",77278,
"31201",33493,
"31202",114970,
"31203",21224,
"31301",33036,
"31302",67459,
"31303",13233,
"31304",62886,
"31305",59470,
"31401",86190,
"31402",71560,
"31403",37215,
"31501",32392,
"31502",29653,
"31503",17655,
"31601",54486,
"31602",80508,
"31603",56313,
"31605",41154,
"31606",49585,
"31607",42628,
"31608",21851,
"31701",149513,
"31801",42224,
"31802",186809,
"31901",87770,
"31902",49066,
"31903",49485,
"31904",56677,
"31905",44890,
"39797",152,
"39999",12515,
"40101",22064,
"40102",71895,
"40103",43912,
"40104",50524,
"40105",35357,
"40106",28078,
"40107",37717,
"40201",34632,
"40202",90152,
"40203",68050,
"40204",136632,
"40205",93607,
"40301",33698,
"40302",90066,
"40303",63531,
"40304",168044,
"40401",108695,
"40402",57964,
"40403",61086,
"40501",35492,
"40502",22548,
"40503",27269,
"40504",25204,
"40601",56611,
"40602",26202,
"40701",50396,
"40702",64789,
"40703",69553,
"49797",8,
"49999",2862,
"50101",50875,
"50102",102642,
"50103",22813,
"50201",96738,
"50301",67637,
"50302",101670,
"50401",80443,
"50402",42035,
"50403",128540,
"50501",154728,
"50502",192430,
"50503",187959,
"50601",79596,
"50602",70715,
"50603",93598,
"50604",118073,
"50605",57451,
"50606",26873,
"50607",42044,
"50701",102029,
"50702",36600,
"50703",38921,
"50704",100678,
"50705",125112,
"50901",59170,
"50902",55932,
"50903",20249,
"51001",34363,
"51002",25054,
"51003",34499,
"51101",15973,
"51102",9485,
"51103",39094,
"51104",54012,
"59797",431,
"59999",5950,
"60101",17072,
"60102",52600,
"60103",53155,
"60104",32885,
"60105",50558,
"60106",16085,
"60201",80916,
"60202",22447,
"60203",37122,
"60301",11228,
"60302",19149,
"60303",6744,
"60401",47530,
"60402",44253,
"60403",17243,
"69797",75,
"69999",911,
"70101",25837,
"70102",53762,
"70103",23533,
"70104",33696,
"70201",36080,
"70202",5534,
"70203",16101,
"70204",13014,
"70205",18713,
"79797",73,
"79999",2485,
"80101",96050,
"80103",1581,
"80104",71139,
"80105",53004,
"80106",27007,
"80107",85154,
"80108",22983,
"80109",34759,
"80110",4577,
"80111",602,
"89797",0,
"89999",541,
"90101",1842,
"90102",541,
"90103",395,
"90104",1748,
"99797",4,
"99999",54,
"Total",23401891,

"Dataset: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
