Australian Bureau of Statistics

"2011 Census - Counting Persons, Place of Usual Residence"
"SA3"
"Counting: Persons, Place of Usual Residence"

Filters:
"Default Summation","Persons, Place of Usual Residence"
"30801",29661,
"30802",72342,
"30803",109337,
"30901",57919,
"30902",50100,
"30903",59606,
"30904",17135,
"30905",31074,
"30906",62675,
"30907",94056,
"30908",45190,
"30909",54546,
"30910",35329,
"31001",63571,
"31002",56948,
"31003",94913,
"31004",66359,
"31101",12379,
"31102",37757,
"31103",72713,
"31104",37343,
"31105",54881,
"31106",75355,
"31201",35481,
"31202",112797,
"31203",18533,
"31301",30535,
"31302",59053,
"31303",11290,
"31304",58591,
"31305",55988,
"31401",80513,
"31402",51568,
"31403",35353,
"31501",29880,
"31502",33131,
"31503",19912,
"31601",45741,
"31602",70038,
"31603",51086,
"31604",57861,
"31605",35897,
"31606",46296,
"31701",140220,
"31801",43371,
"31802",174529,
"31901",84740,
"31902",47471,
"31903",45687,
"31904",52839,
"31905",42522,
"39797",473,
"39999",12543,
"40101",19638,
"40102",68055,
"40103",42192,
"40104",48502,
"40105",34887,
"40106",26951,
"40107",36838,
"40201",31639,
"40202",79871,
"40203",60935,
"40204",127663,
"40205",91539,
"40301",33066,
"40302",84327,
"40303",61656,
"40304",160817,
"40401",102229,
"40402",56598,
"40403",57824,
"40501",33200,
"40502",22054,
"40503",27263,
"40504",23997,
"40601",56395,
"40602",28222,
"40701",46348,
"40702",63079,
"40703",67698,
"49797",5,
"49999",3069,
"50101",42046,
"50102",94382,
"50103",21671,
"50201",83295,
"50301",64134,
"50302",92217,
"50401",76339,
"50402",40412,
"50403",103138,
"50501",152423,
"50502",178432,
"50503",152104,
"50601",62297,
"50602",63804,
"50603",88764,
"50604",106584,
"50605",53563,
"50606",17805,
"50607",40809,
"50701",87415,
"50702",33626,
"50703",29227,
"50704",98370,
"50705",104105,
"50801",15609,
"50802",9289,
"50803",41811,
"50804",34793,
"50805",53657,
"50806",59896,
"50901",55357,
"50902",53373,
"50903",20710,
"59797",417,
"59999",7299,
"60101",16015,
"60102",49642,
"60103",51250,
"60104",31092,
"60105",48804,
"60106",14849,
"60201",79047,
"60202",22002,
"60203",36511,
"60301",11338,
"60302",17939,
"60303",6519,
"60401",47966,
"60402",43223,
"60403",17957,
"69797",113,
"69999",1072,
"70101",22771,
"70102",51573,
"70103",18621,
"70104",27618,
"70201",36065,
"70202",5721,
"70203",15750,
"70204",14019,
"70205",17822,
"79797",107,
"79999",1870,
"80101",92444,
"80102",547,
"80103",1502,
"80104",47303,
"80105",48028,
"80106",24152,
"80107",86899,
"80108",22748,
"80109",32957,
"89797",0,
"89999",630,
"90101",2072,
"90102",549,
"90103",377,
"99797",0,
"99999",26,
"Total",21507719,

"Dataset: Census of Population and Housing, 2011, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
