"SA3_CODE16","sex","age_group","calendar_year","number_of_enrolment"
50702,"female","18-24","2021",1354
50702,"female","18-24","2022",1359
50702,"male","18-24","2015",1006
50702,"male","18-24","2016",1175
50702,"male","18-24","2017",1132
50702,"male","18-24","2018",1123
50702,"male","18-24","2019",1152
50702,"male","18-24","2020",1107
50702,"male","18-24","2021",1183
50702,"male","18-24","2022",1204
50703,"female","18-24","2015",993
50703,"female","18-24","2016",1150
50703,"female","18-24","2017",1154
50703,"female","18-24","2018",1140
50703,"female","18-24","2019",1442
50703,"female","18-24","2020",1443
50703,"female","18-24","2021",1506
50703,"female","18-24","2022",1570
50703,"male","18-24","2015",862
50703,"male","18-24","2016",1000
50703,"male","18-24","2017",1058
50703,"male","18-24","2018",1080
50703,"male","18-24","2019",1371
50703,"male","18-24","2020",1376
50703,"male","18-24","2021",1476
50703,"male","18-24","2022",1541
50704,"female","18-24","2015",3887
50704,"female","18-24","2016",4047
50704,"female","18-24","2017",3822
50704,"female","18-24","2018",3745
50704,"female","18-24","2019",3821
50704,"female","18-24","2020",3571
50704,"female","18-24","2021",3732
50704,"female","18-24","2022",3890
50704,"male","18-24","2015",3882
50704,"male","18-24","2016",4175
50704,"male","18-24","2017",4019
50704,"male","18-24","2018",3849
50704,"male","18-24","2019",3928
50704,"male","18-24","2020",3690
50704,"male","18-24","2021",3809
50704,"male","18-24","2022",3858
50705,"female","18-24","2015",4301
50705,"female","18-24","2016",4675
50705,"female","18-24","2017",4567
50705,"female","18-24","2018",4451
50705,"female","18-24","2019",4607
50705,"female","18-24","2020",4476
50705,"female","18-24","2021",4586
50705,"female","18-24","2022",4710
50705,"male","18-24","2015",4128
50705,"male","18-24","2016",4725
50705,"male","18-24","2017",4597
50705,"male","18-24","2018",4453
50705,"male","18-24","2019",4558
50705,"male","18-24","2020",4481
50705,"male","18-24","2021",4632
50705,"male","18-24","2022",4765
50901,"female","18-24","2015",1582
50901,"female","18-24","2016",1753
50901,"female","18-24","2017",1730
50901,"female","18-24","2018",1572
50901,"female","18-24","2019",1596
50901,"female","18-24","2020",1552
50901,"female","18-24","2021",1658
50901,"female","18-24","2022",1648
50901,"male","18-24","2015",1597
50901,"male","18-24","2016",1780
50901,"male","18-24","2017",1827
50901,"male","18-24","2018",1678
50901,"male","18-24","2019",1730
50901,"male","18-24","2020",1619
50901,"male","18-24","2021",1631
50901,"male","18-24","2022",1690
50902,"female","18-24","2015",1187
50902,"female","18-24","2016",1344
50902,"female","18-24","2017",1266
50902,"female","18-24","2018",1226
50902,"female","18-24","2019",1245
50902,"female","18-24","2020",1162
50902,"female","18-24","2021",1280
50902,"female","18-24","2022",1328
50902,"male","18-24","2015",1266
50902,"male","18-24","2016",1408
50902,"male","18-24","2017",1401
50902,"male","18-24","2018",1313
50902,"male","18-24","2019",1364
50902,"male","18-24","2020",1302
50902,"male","18-24","2021",1405
50902,"male","18-24","2022",1416
50903,"female","18-24","2015",502
50903,"female","18-24","2016",502
50903,"female","18-24","2017",526
50903,"female","18-24","2018",493
50903,"female","18-24","2019",502
50903,"female","18-24","2020",494
50903,"female","18-24","2021",517
50903,"female","18-24","2022",532
50903,"male","18-24","2015",523
50903,"male","18-24","2016",576
50903,"male","18-24","2017",553
50903,"male","18-24","2018",525
50903,"male","18-24","2019",558
50903,"male","18-24","2020",530
50903,"male","18-24","2021",524
50903,"male","18-24","2022",529
51001,"female","18-24","2019",430
51001,"female","18-24","2020",363
51001,"female","18-24","2021",389
51001,"female","18-24","2022",488
51001,"male","18-24","2019",379
51001,"male","18-24","2020",295
51001,"male","18-24","2021",313
51001,"male","18-24","2022",335
51002,"female","18-24","2019",495
51002,"female","18-24","2020",520
51002,"female","18-24","2021",575
51002,"female","18-24","2022",532
51002,"male","18-24","2019",471
51002,"male","18-24","2020",526
51002,"male","18-24","2021",528
51002,"male","18-24","2022",525
51003,"female","18-24","2019",639
51003,"female","18-24","2020",582
51003,"female","18-24","2021",620
51003,"female","18-24","2022",643
51003,"male","18-24","2019",616
51003,"male","18-24","2020",620
51003,"male","18-24","2021",657
51003,"male","18-24","2022",687
51101,"female","18-24","2019",454
51101,"female","18-24","2020",407
51101,"female","18-24","2021",418
51101,"female","18-24","2022",436
51101,"male","18-24","2019",449
51101,"male","18-24","2020",425
51101,"male","18-24","2021",421
51101,"male","18-24","2022",435
51102,"female","18-24","2019",199
51102,"female","18-24","2020",190
51102,"female","18-24","2021",184
51102,"female","18-24","2022",226
51102,"male","18-24","2019",158
51102,"male","18-24","2020",140
51102,"male","18-24","2021",160
51102,"male","18-24","2022",171
51103,"female","18-24","2019",1034
51103,"female","18-24","2020",982
51103,"female","18-24","2021",1023
51103,"female","18-24","2022",1010
51103,"male","18-24","2019",1004
51103,"male","18-24","2020",1029
51103,"male","18-24","2021",1036
51103,"male","18-24","2022",1067
51104,"female","18-24","2019",1491
51104,"female","18-24","2020",1433
51104,"female","18-24","2021",1506
51104,"female","18-24","2022",1535
51104,"male","18-24","2019",1458
51104,"male","18-24","2020",1460
51104,"male","18-24","2021",1530
51104,"male","18-24","2022",1514
60101,"female","18-24","2015",685
60101,"female","18-24","2016",722
60101,"female","18-24","2017",727
60101,"female","18-24","2018",778
60101,"female","18-24","2019",812
60101,"female","18-24","2020",799
60101,"female","18-24","2021",808
60101,"female","18-24","2022",760
60101,"male","18-24","2015",568
60101,"male","18-24","2016",623
60101,"male","18-24","2017",613
60101,"male","18-24","2018",672
60101,"male","18-24","2019",687
60101,"male","18-24","2020",697
60101,"male","18-24","2021",772
60101,"male","18-24","2022",752
60102,"female","18-24","2015",1684
60102,"female","18-24","2016",1808
60102,"female","18-24","2017",1738
60102,"female","18-24","2018",1774
60102,"female","18-24","2019",1837
60102,"female","18-24","2020",1700
60102,"female","18-24","2021",1782
60102,"female","18-24","2022",1789
60102,"male","18-24","2015",1731
60102,"male","18-24","2016",1812
60102,"male","18-24","2017",1751
60102,"male","18-24","2018",1791
60102,"male","18-24","2019",1812
60102,"male","18-24","2020",1708
60102,"male","18-24","2021",1796
60102,"male","18-24","2022",1834
60103,"female","18-24","2015",1878
60103,"female","18-24","2016",1954
60103,"female","18-24","2017",1844
60103,"female","18-24","2018",1908
60103,"female","18-24","2019",1937
60103,"female","18-24","2020",1825
60103,"female","18-24","2021",1864
60103,"female","18-24","2022",1865
60103,"male","18-24","2015",1893
60103,"male","18-24","2016",1996
60103,"male","18-24","2017",1864
60103,"male","18-24","2018",1918
60103,"male","18-24","2019",1928
60103,"male","18-24","2020",1790
60103,"male","18-24","2021",1814
60103,"male","18-24","2022",1870
60104,"female","18-24","2015",1153
60104,"female","18-24","2016",1182
60104,"female","18-24","2017",1126
60104,"female","18-24","2018",1167
60104,"female","18-24","2019",1148
60104,"female","18-24","2020",1119
60104,"female","18-24","2021",1194
60104,"female","18-24","2022",1202
60104,"male","18-24","2015",1119
60104,"male","18-24","2016",1191
60104,"male","18-24","2017",1132
60104,"male","18-24","2018",1160
60104,"male","18-24","2019",1180
60104,"male","18-24","2020",1121
60104,"male","18-24","2021",1196
60104,"male","18-24","2022",1261
60105,"female","18-24","2015",1990
60105,"female","18-24","2016",2117
60105,"female","18-24","2017",1956
60105,"female","18-24","2018",1988
60105,"female","18-24","2019",1911
60105,"female","18-24","2020",1802
60105,"female","18-24","2021",1937
60105,"female","18-24","2022",2045
60105,"male","18-24","2015",1964
60105,"male","18-24","2016",2082
60105,"male","18-24","2017",1893
60105,"male","18-24","2018",1923
60105,"male","18-24","2019",1848
60105,"male","18-24","2020",1704
60105,"male","18-24","2021",1806
60105,"male","18-24","2022",1939
60106,"female","18-24","2015",467
60106,"female","18-24","2016",483
60106,"female","18-24","2017",499
60106,"female","18-24","2018",541
60106,"female","18-24","2019",573
60106,"female","18-24","2020",556
60106,"female","18-24","2021",593
60106,"female","18-24","2022",612
60106,"male","18-24","2015",488
60106,"male","18-24","2016",537
60106,"male","18-24","2017",528
60106,"male","18-24","2018",522
60106,"male","18-24","2019",550
60106,"male","18-24","2020",516
60106,"male","18-24","2021",574
60106,"male","18-24","2022",566
60201,"female","18-24","2015",3227
60201,"female","18-24","2016",3352
60201,"female","18-24","2017",3127
60201,"female","18-24","2018",3127
60201,"female","18-24","2019",3257
60201,"female","18-24","2020",3081
60201,"female","18-24","2021",3168
60201,"female","18-24","2022",3122
60201,"male","18-24","2015",3287
60201,"male","18-24","2016",3441
60201,"male","18-24","2017",3303
60201,"male","18-24","2018",3310
60201,"male","18-24","2019",3294
60201,"male","18-24","2020",3098
60201,"male","18-24","2021",3141
60201,"male","18-24","2022",3120
60202,"female","18-24","2015",673
60202,"female","18-24","2016",688
60202,"female","18-24","2017",660
60202,"female","18-24","2018",674
60202,"female","18-24","2019",723
60202,"female","18-24","2020",690
60202,"female","18-24","2021",696
60202,"female","18-24","2022",680
60202,"male","18-24","2015",666
60202,"male","18-24","2016",719
60202,"male","18-24","2017",676
60202,"male","18-24","2018",687
60202,"male","18-24","2019",714
60202,"male","18-24","2020",664
60202,"male","18-24","2021",696
60202,"male","18-24","2022",713
60203,"female","18-24","2015",946
60203,"female","18-24","2016",961
60203,"female","18-24","2017",917
60203,"female","18-24","2018",921
60203,"female","18-24","2019",1163
60203,"female","18-24","2020",1119
60203,"female","18-24","2021",1131
60203,"female","18-24","2022",1108
60203,"male","18-24","2015",950
60203,"male","18-24","2016",993
60203,"male","18-24","2017",922
60203,"male","18-24","2018",923
60203,"male","18-24","2019",1146
60203,"male","18-24","2020",1076
60203,"male","18-24","2021",1121
60203,"male","18-24","2022",1124
60301,"female","18-24","2015",315
60301,"female","18-24","2016",331
60301,"female","18-24","2017",297
60301,"female","18-24","2018",334
60301,"female","18-24","2019",346
60301,"female","18-24","2020",321
60301,"female","18-24","2021",369
60301,"female","18-24","2022",364
60301,"male","18-24","2015",341
60301,"male","18-24","2016",349
60301,"male","18-24","2017",314
60301,"male","18-24","2018",339
60301,"male","18-24","2019",371
60301,"male","18-24","2020",341
60301,"male","18-24","2021",369
60301,"male","18-24","2022",386
60302,"female","18-24","2015",502
60302,"female","18-24","2016",508
60302,"female","18-24","2017",497
60302,"female","18-24","2018",538
60302,"female","18-24","2019",550
60302,"female","18-24","2020",515
60302,"female","18-24","2021",526
60302,"female","18-24","2022",537
60302,"male","18-24","2015",504
60302,"male","18-24","2016",539
60302,"male","18-24","2017",499
60302,"male","18-24","2018",519
60302,"male","18-24","2019",576
60302,"male","18-24","2020",545
60302,"male","18-24","2021",599
60302,"male","18-24","2022",613
60303,"female","18-24","2015",114
60303,"female","18-24","2016",114
60303,"female","18-24","2017",102
60303,"female","18-24","2018",109
60303,"female","18-24","2019",121
60303,"female","18-24","2020",103
60303,"female","18-24","2021",119
60303,"female","18-24","2022",142
60303,"male","18-24","2015",119
60303,"male","18-24","2016",138
60303,"male","18-24","2017",124
60303,"male","18-24","2018",133
60303,"male","18-24","2019",138
60303,"male","18-24","2020",120
60303,"male","18-24","2021",136
60303,"male","18-24","2022",140
60401,"female","18-24","2015",1786
60401,"female","18-24","2016",1831
60401,"female","18-24","2017",1753
60401,"female","18-24","2018",1771
60401,"female","18-24","2019",1800
60401,"female","18-24","2020",1691
60401,"female","18-24","2021",1787
60401,"female","18-24","2022",1771
60401,"male","18-24","2015",1793
60401,"male","18-24","2016",1841
60401,"male","18-24","2017",1787
60401,"male","18-24","2018",1757
60401,"male","18-24","2019",1747
60401,"male","18-24","2020",1629
60401,"male","18-24","2021",1691
60401,"male","18-24","2022",1667
60402,"female","18-24","2015",1561
60402,"female","18-24","2016",1569
60402,"female","18-24","2017",1486
60402,"female","18-24","2018",1552
60402,"female","18-24","2019",1559
60402,"female","18-24","2020",1506
60402,"female","18-24","2021",1523
60402,"female","18-24","2022",1489
60402,"male","18-24","2015",1548
60402,"male","18-24","2016",1561
60402,"male","18-24","2017",1519
60402,"male","18-24","2018",1559
60402,"male","18-24","2019",1532
60402,"male","18-24","2020",1483
60402,"male","18-24","2021",1550
60402,"male","18-24","2022",1530
60403,"female","18-24","2015",551
60403,"female","18-24","2016",568
60403,"female","18-24","2017",553
60403,"female","18-24","2018",518
60403,"female","18-24","2019",524
60403,"female","18-24","2020",469
60403,"female","18-24","2021",496
60403,"female","18-24","2022",480
60403,"male","18-24","2015",593
60403,"male","18-24","2016",626
60403,"male","18-24","2017",589
60403,"male","18-24","2018",531
60403,"male","18-24","2019",528
60403,"male","18-24","2020",465
60403,"male","18-24","2021",518
60403,"male","18-24","2022",507
70101,"female","18-24","2015",622
70101,"female","18-24","2016",699
70101,"female","18-24","2017",694
70101,"female","18-24","2018",655
70101,"female","18-24","2019",709
70101,"female","18-24","2020",683
70101,"female","18-24","2021",718
70101,"female","18-24","2022",700
70101,"male","18-24","2015",673
70101,"male","18-24","2016",786
70101,"male","18-24","2017",777
70101,"male","18-24","2018",765
70101,"male","18-24","2019",750
70101,"male","18-24","2020",723
70101,"male","18-24","2021",719
70101,"male","18-24","2022",659
70102,"female","18-24","2015",1554
70102,"female","18-24","2016",1644
70102,"female","18-24","2017",1597
70102,"female","18-24","2018",1554
70102,"female","18-24","2019",1500
70102,"female","18-24","2020",1531
70102,"female","18-24","2021",1590
70102,"female","18-24","2022",1605
70102,"male","18-24","2015",1592
70102,"male","18-24","2016",1756
70102,"male","18-24","2017",1731
70102,"male","18-24","2018",1700
70102,"male","18-24","2019",1630
70102,"male","18-24","2020",1557
70102,"male","18-24","2021",1678
70102,"male","18-24","2022",1658
70103,"female","18-24","2015",373
70103,"female","18-24","2016",443
70103,"female","18-24","2017",404
70103,"female","18-24","2018",400
70103,"female","18-24","2019",415
70103,"female","18-24","2020",354
70103,"female","18-24","2021",363
70103,"female","18-24","2022",421
70103,"male","18-24","2015",635
70103,"male","18-24","2016",704
70103,"male","18-24","2017",641
70103,"male","18-24","2018",579
70103,"male","18-24","2019",635
70103,"male","18-24","2020",517
70103,"male","18-24","2021",523
70103,"male","18-24","2022",650
70104,"female","18-24","2015",1257
70104,"female","18-24","2016",1429
