"SA4_CODE16","sex","age_group","calendar_year","number_of_enrolment","rate_of_enrolment"
402,"female","18-24",2015,13986,0.6
402,"female","18-24",2016,15244,0.5
402,"female","18-24",2017,14522,0.5
402,"female","18-24",2018,14859,0.6
402,"female","18-24",2019,15555,0.5
402,"female","18-24",2020,14957,0.5
402,"female","18-24",2021,14611,0.5
402,"female","18-24",2022,15778,0.5
402,"male","18-24",2008,280,0.5
402,"male","18-24",2009,277,0.5
402,"male","18-24",2010,268,0.5
402,"male","18-24",2011,275,0.5
402,"male","18-24",2012,274,0.5
402,"male","18-24",2013,302,0.5
402,"male","18-24",2014,356,0.5
402,"male","18-24",2015,13977,0.5
402,"male","18-24",2016,15589,0.6
402,"male","18-24",2017,14778,0.6
402,"male","18-24",2018,14781,0.5
402,"male","18-24",2019,15650,0.6
402,"male","18-24",2020,15125,0.6
402,"male","18-24",2021,14720,0.6
402,"male","18-24",2022,16025,0.6
403,"female","18-24",2015,12923,0.6
403,"female","18-24",2016,13915,0.6
403,"female","18-24",2017,13179,0.6
403,"female","18-24",2018,13308,0.6
403,"female","18-24",2019,13335,0.6
403,"female","18-24",2020,12672,0.6
403,"female","18-24",2021,12219,0.6
403,"female","18-24",2022,13227,0.6
403,"male","18-24",2015,12727,0.5
403,"male","18-24",2016,13776,0.5
403,"male","18-24",2017,13087,0.5
403,"male","18-24",2018,13076,0.5
403,"male","18-24",2019,13166,0.5
403,"male","18-24",2020,12335,0.5
403,"male","18-24",2021,11861,0.5
403,"male","18-24",2022,13197,0.5
404,"female","18-24",2008,1813,0.6
404,"female","18-24",2009,1783,0.6
404,"female","18-24",2010,1784,0.6
404,"female","18-24",2011,1681,0.6
404,"female","18-24",2012,1624,0.6
404,"female","18-24",2013,1623,0.6
404,"female","18-24",2014,1752,0.6
404,"female","18-24",2015,7745,0.6
404,"female","18-24",2016,8489,0.6
404,"female","18-24",2017,8078,0.6
404,"female","18-24",2018,8283,0.6
404,"female","18-24",2019,8349,0.6
404,"female","18-24",2020,8007,0.6
404,"female","18-24",2021,7802,0.6
404,"female","18-24",2022,8352,0.6
404,"male","18-24",2008,1705,0.5
404,"male","18-24",2009,1646,0.5
404,"male","18-24",2010,1671,0.5
404,"male","18-24",2011,1570,0.5
404,"male","18-24",2012,1459,0.5
404,"male","18-24",2013,1507,0.5
404,"male","18-24",2014,1708,0.5
404,"male","18-24",2015,7510,0.5
404,"male","18-24",2016,8275,0.5
404,"male","18-24",2017,7905,0.5
404,"male","18-24",2018,8017,0.5
404,"male","18-24",2019,8207,0.5
404,"male","18-24",2020,7721,0.5
404,"male","18-24",2021,7541,0.5
404,"male","18-24",2022,8135,0.5
405,"female","18-24",2008,2084,0.6
405,"female","18-24",2009,2035,0.6
405,"female","18-24",2010,2032,0.6
405,"female","18-24",2011,1912,0.6
405,"female","18-24",2012,1823,0.6
405,"female","18-24",2013,1951,0.6
405,"female","18-24",2014,2027,0.6
405,"female","18-24",2015,2811,0.5
405,"female","18-24",2016,3066,0.5
405,"female","18-24",2017,2797,0.5
405,"female","18-24",2018,3000,0.5
405,"female","18-24",2019,3053,0.5
405,"female","18-24",2020,2799,0.5
405,"female","18-24",2021,2667,0.6
405,"female","18-24",2022,3124,0.5
405,"male","18-24",2008,1945,0.5
405,"male","18-24",2009,1866,0.5
405,"male","18-24",2010,1858,0.5
405,"male","18-24",2011,1781,0.5
405,"male","18-24",2012,1696,0.5
405,"male","18-24",2013,1816,0.5
405,"male","18-24",2014,2000,0.5
405,"male","18-24",2015,3075,0.6
405,"male","18-24",2016,3289,0.6
405,"male","18-24",2017,3052,0.6
405,"male","18-24",2018,3217,0.6
405,"male","18-24",2019,3258,0.6
405,"male","18-24",2020,2897,0.6
405,"male","18-24",2021,2658,0.5
405,"male","18-24",2022,3143,0.6
406,"female","18-24",2015,2410,0.6
406,"female","18-24",2016,2449,0.5
406,"female","18-24",2017,2252,0.5
406,"female","18-24",2018,2288,0.6
406,"female","18-24",2019,2163,0.6
406,"female","18-24",2020,2024,0.5
406,"female","18-24",2021,1969,0.6
406,"female","18-24",2022,2087,0.5
406,"male","18-24",2015,2377,0.5
406,"male","18-24",2016,2475,0.6
406,"male","18-24",2017,2282,0.6
406,"male","18-24",2018,2232,0.5
406,"male","18-24",2019,2147,0.5
406,"male","18-24",2020,2041,0.6
406,"male","18-24",2021,1944,0.5
406,"male","18-24",2022,2162,0.6
407,"female","18-24",2015,3728,0.5
407,"female","18-24",2016,4154,0.5
407,"female","18-24",2017,3665,0.5
407,"female","18-24",2018,3976,0.6
407,"female","18-24",2019,4951,0.6
407,"female","18-24",2020,4562,0.6
407,"female","18-24",2021,4260,0.6
407,"female","18-24",2022,5033,0.5
407,"male","18-24",2015,3889,0.6
407,"male","18-24",2016,4183,0.6
407,"male","18-24",2017,3703,0.6
407,"male","18-24",2018,3908,0.5
407,"male","18-24",2019,4807,0.5
407,"male","18-24",2020,4416,0.5
407,"male","18-24",2021,4121,0.5
407,"male","18-24",2022,5048,0.6
501,"female","18-24",2008,5559,0.6
501,"female","18-24",2009,5513,0.6
501,"female","18-24",2010,5060,0.6
501,"female","18-24",2011,4874,0.6
501,"female","18-24",2012,4589,0.6
501,"female","18-24",2013,4974,0.6
501,"female","18-24",2014,5259,0.6
501,"female","18-24",2015,3914,0.5
501,"female","18-24",2016,4198,0.5
501,"female","18-24",2017,4182,0.5
501,"female","18-24",2018,4090,0.5
501,"female","18-24",2019,5001,0.5
501,"female","18-24",2020,4898,0.5
501,"female","18-24",2021,5171,0.5
501,"female","18-24",2022,5433,0.5
501,"male","18-24",2008,5163,0.5
501,"male","18-24",2009,5180,0.5
501,"male","18-24",2010,4629,0.5
501,"male","18-24",2011,4416,0.5
501,"male","18-24",2012,4073,0.5
501,"male","18-24",2013,4582,0.5
501,"male","18-24",2014,4861,0.5
501,"male","18-24",2015,3985,0.6
501,"male","18-24",2016,4473,0.6
501,"male","18-24",2017,4388,0.6
501,"male","18-24",2018,4197,0.6
501,"male","18-24",2019,5147,0.6
501,"male","18-24",2020,5068,0.6
501,"male","18-24",2021,5387,0.6
501,"male","18-24",2022,5559,0.6
502,"female","18-24",2008,1066,0.5
502,"female","18-24",2009,1065,0.5
502,"female","18-24",2010,985,0.5
502,"female","18-24",2011,1003,0.6
502,"female","18-24",2012,965,0.6
502,"female","18-24",2013,1079,0.6
502,"female","18-24",2014,1092,0.6
502,"female","18-24",2015,2864,0.6
502,"female","18-24",2016,3204,0.5
502,"female","18-24",2017,3157,0.5
502,"female","18-24",2018,3171,0.6
502,"female","18-24",2019,3227,0.6
502,"female","18-24",2020,3205,0.6
502,"female","18-24",2021,3316,0.6
502,"female","18-24",2022,3426,0.6
502,"male","18-24",2008,1087,0.6
502,"male","18-24",2009,1098,0.6
502,"male","18-24",2010,999,0.6
502,"male","18-24",2011,979,0.5
502,"male","18-24",2012,924,0.5
502,"male","18-24",2013,1038,0.5
502,"male","18-24",2014,1076,0.5
502,"male","18-24",2015,2779,0.5
502,"male","18-24",2016,3207,0.6
502,"male","18-24",2017,3158,0.6
502,"male","18-24",2018,3098,0.5
502,"male","18-24",2019,3133,0.5
502,"male","18-24",2020,3117,0.5
502,"male","18-24",2021,3232,0.5
502,"male","18-24",2022,3375,0.5
503,"female","18-24",2015,5312,0.6
503,"female","18-24",2016,5856,0.6
503,"female","18-24",2017,5535,0.6
503,"female","18-24",2018,5560,0.6
503,"female","18-24",2019,5965,0.6
503,"female","18-24",2020,5692,0.6
503,"female","18-24",2021,6042,0.6
503,"female","18-24",2022,6479,0.6
503,"male","18-24",2015,5125,0.5
503,"male","18-24",2016,5687,0.5
503,"male","18-24",2017,5456,0.5
503,"male","18-24",2018,5360,0.5
503,"male","18-24",2019,5811,0.5
503,"male","18-24",2020,5452,0.5
503,"male","18-24",2021,5791,0.5
503,"male","18-24",2022,6078,0.5
504,"female","18-24",2015,8126,0.6
504,"female","18-24",2016,8888,0.5
504,"female","18-24",2017,8552,0.5
504,"female","18-24",2018,8567,0.5
504,"female","18-24",2019,8951,0.5
504,"female","18-24",2020,8690,0.5
504,"female","18-24",2021,9116,0.5
504,"female","18-24",2022,9229,0.5
504,"male","18-24",2015,7893,0.5
504,"male","18-24",2016,8910,0.6
504,"male","18-24",2017,8745,0.6
504,"male","18-24",2018,8614,0.6
504,"male","18-24",2019,9048,0.6
504,"male","18-24",2020,8875,0.6
504,"male","18-24",2021,9149,0.6
504,"male","18-24",2022,9457,0.6
505,"female","18-24",2008,2785,0.6
505,"female","18-24",2009,2937,0.6
505,"female","18-24",2010,2904,0.6
505,"female","18-24",2011,2935,0.6
505,"female","18-24",2012,2898,0.6
505,"female","18-24",2013,3285,0.6
505,"female","18-24",2014,3490,0.6
505,"female","18-24",2015,17686,0.6
505,"female","18-24",2016,18941,0.5
505,"female","18-24",2017,18489,0.5
505,"female","18-24",2018,18161,0.5
505,"female","18-24",2019,19493,0.5
505,"female","18-24",2020,18779,0.5
505,"female","18-24",2021,19483,0.5
505,"female","18-24",2022,19772,0.5
505,"male","18-24",2008,2764,0.5
505,"male","18-24",2009,2876,0.5
505,"male","18-24",2010,2776,0.5
505,"male","18-24",2011,2788,0.5
505,"male","18-24",2012,2694,0.5
505,"male","18-24",2013,3056,0.5
505,"male","18-24",2014,3301,0.5
505,"male","18-24",2015,17651,0.5
505,"male","18-24",2016,19125,0.6
505,"male","18-24",2017,18673,0.6
505,"male","18-24",2018,18263,0.6
505,"male","18-24",2019,19569,0.6
505,"male","18-24",2020,18916,0.6
505,"male","18-24",2021,19568,0.6
505,"male","18-24",2022,19963,0.6
506,"female","18-24",2008,5349,0.5
506,"female","18-24",2009,5342,0.5
506,"female","18-24",2010,4906,0.5
506,"female","18-24",2011,4686,0.5
506,"female","18-24",2012,4471,0.6
506,"female","18-24",2013,4913,0.6
506,"female","18-24",2014,5079,0.6
506,"female","18-24",2015,15892,0.6
506,"female","18-24",2016,17258,0.5
506,"female","18-24",2017,16896,0.5
506,"female","18-24",2018,16897,0.6
506,"female","18-24",2019,17254,0.5
506,"female","18-24",2020,16900,0.5
506,"female","18-24",2021,17806,0.6
506,"female","18-24",2022,18073,0.5
506,"male","18-24",2008,5390,0.6
506,"male","18-24",2009,5376,0.6
506,"male","18-24",2010,4950,0.6
506,"male","18-24",2011,4704,0.6
506,"male","18-24",2012,4468,0.5
506,"male","18-24",2013,4865,0.5
506,"male","18-24",2014,5073,0.5
506,"male","18-24",2015,15735,0.5
506,"male","18-24",2016,17508,0.6
506,"male","18-24",2017,17147,0.6
506,"male","18-24",2018,16759,0.5
506,"male","18-24",2019,17496,0.6
506,"male","18-24",2020,17037,0.6
506,"male","18-24",2021,17765,0.5
506,"male","18-24",2022,18191,0.6
507,"female","18-24",2015,13226,0.6
507,"female","18-24",2016,14379,0.6
507,"female","18-24",2017,14056,0.6
507,"female","18-24",2018,13813,0.6
507,"female","18-24",2019,15131,0.6
507,"female","18-24",2020,14649,0.6
507,"female","18-24",2021,15249,0.6
507,"female","18-24",2022,15693,0.6
507,"male","18-24",2015,12640,0.5
507,"male","18-24",2016,14182,0.5
507,"male","18-24",2017,13883,0.5
507,"male","18-24",2018,13616,0.5
507,"male","18-24",2019,14726,0.5
507,"male","18-24",2020,14378,0.5
507,"male","18-24",2021,14994,0.5
507,"male","18-24",2022,15305,0.5
509,"female","18-24",2015,3271,0.5
509,"female","18-24",2016,3599,0.5
509,"female","18-24",2017,3522,0.5
509,"female","18-24",2018,3291,0.5
509,"female","18-24",2019,3343,0.5
509,"female","18-24",2020,3208,0.5
509,"female","18-24",2021,3455,0.5
509,"female","18-24",2022,3508,0.5
509,"male","18-24",2015,3386,0.6
509,"male","18-24",2016,3764,0.6
509,"male","18-24",2017,3781,0.6
509,"male","18-24",2018,3516,0.6
509,"male","18-24",2019,3652,0.6
509,"male","18-24",2020,3451,0.6
509,"male","18-24",2021,3560,0.6
509,"male","18-24",2022,3635,0.6
510,"female","18-24",2019,1564,0.6
510,"female","18-24",2020,1465,0.6
510,"female","18-24",2021,1584,0.6
510,"female","18-24",2022,1663,0.6
510,"male","18-24",2019,1466,0.5
510,"male","18-24",2020,1441,0.5
510,"male","18-24",2021,1498,0.5
510,"male","18-24",2022,1547,0.5
511,"female","18-24",2019,3178,0.6
511,"female","18-24",2020,3012,0.5
511,"female","18-24",2021,3131,0.5
511,"female","18-24",2022,3207,0.6
511,"male","18-24",2019,3069,0.5
511,"male","18-24",2020,3054,0.6
511,"male","18-24",2021,3147,0.6
511,"male","18-24",2022,3187,0.5
601,"female","18-24",2015,7857,0.6
601,"female","18-24",2016,8266,0.6
601,"female","18-24",2017,7890,0.6
601,"female","18-24",2018,8156,0.6
601,"female","18-24",2019,8218,0.6
601,"female","18-24",2020,7801,0.6
601,"female","18-24",2021,8178,0.6
601,"female","18-24",2022,8273,0.6
601,"male","18-24",2015,7763,0.5
601,"male","18-24",2016,8241,0.5
601,"male","18-24",2017,7781,0.5
601,"male","18-24",2018,7986,0.5
601,"male","18-24",2019,8005,0.5
601,"male","18-24",2020,7536,0.5
601,"male","18-24",2021,7958,0.5
601,"male","18-24",2022,8222,0.5
602,"female","18-24",2015,4846,0.5
602,"female","18-24",2016,5001,0.5
602,"female","18-24",2017,4704,0.5
602,"female","18-24",2018,4722,0.5
602,"female","18-24",2019,5143,0.5
602,"female","18-24",2020,4890,0.6
602,"female","18-24",2021,4995,0.6
602,"female","18-24",2022,4910,0.5
602,"male","18-24",2015,4903,0.6
602,"male","18-24",2016,5153,0.6
602,"male","18-24",2017,4901,0.6
602,"male","18-24",2018,4920,0.6
602,"male","18-24",2019,5154,0.6
602,"male","18-24",2020,4838,0.5
602,"male","18-24",2021,4958,0.5
602,"male","18-24",2022,4957,0.6
603,"female","18-24",2015,931,0.5
603,"female","18-24",2016,953,0.5
603,"female","18-24",2017,896,0.5
603,"female","18-24",2018,981,0.5
603,"female","18-24",2019,1017,0.5
603,"female","18-24",2020,939,0.5
603,"female","18-24",2021,1014,0.5
603,"female","18-24",2022,1043,0.5
603,"male","18-24",2015,964,0.6
603,"male","18-24",2016,1026,0.6
603,"male","18-24",2017,937,0.6
603,"male","18-24",2018,991,0.6
603,"male","18-24",2019,1085,0.6
603,"male","18-24",2020,1006,0.6
603,"male","18-24",2021,1104,0.6
603,"male","18-24",2022,1139,0.6
604,"female","18-24",2015,3898,0.5
604,"female","18-24",2016,3968,0.5
604,"female","18-24",2017,3792,0.5
604,"female","18-24",2018,3841,0.5
604,"female","18-24",2019,3883,0.6
604,"female","18-24",2020,3666,0.6
604,"female","18-24",2021,3806,0.6
604,"female","18-24",2022,3740,0.6
604,"male","18-24",2015,3934,0.6
604,"male","18-24",2016,4028,0.6
604,"male","18-24",2017,3895,0.6
604,"male","18-24",2018,3847,0.6
604,"male","18-24",2019,3807,0.5
604,"male","18-24",2020,3577,0.5
604,"male","18-24",2021,3759,0.5
604,"male","18-24",2022,3704,0.5
701,"female","18-24",2015,3806,0.5
701,"female","18-24",2016,4215,0.5
701,"female","18-24",2017,4110,0.5
701,"female","18-24",2018,4045,0.5
701,"female","18-24",2019,4037,0.5
701,"female","18-24",2020,3966,0.5
701,"female","18-24",2021,4087,0.5
701,"female","18-24",2022,4116,0.5
701,"male","18-24",2015,4121,0.6
701,"male","18-24",2016,4616,0.6
701,"male","18-24",2017,4561,0.6
701,"male","18-24",2018,4450,0.6
701,"male","18-24",2019,4425,0.6
701,"male","18-24",2020,4196,0.6
701,"male","18-24",2021,4361,0.6
701,"male","18-24",2022,4386,0.6
702,"female","18-24",2015,2705,0.6
702,"female","18-24",2016,2581,0.6
702,"female","18-24",2017,2758,0.6
702,"female","18-24",2018,2607,0.6
702,"female","18-24",2019,2639,0.6
702,"female","18-24",2020,2332,0.6
702,"female","18-24",2021,2460,0.6
702,"female","18-24",2022,2492,0.6
702,"male","18-24",2015,2324,0.5
702,"male","18-24",2016,2320,0.5
702,"male","18-24",2017,2520,0.5
702,"male","18-24",2018,2346,0.5
702,"male","18-24",2019,2454,0.5
702,"male","18-24",2020,2165,0.5
702,"male","18-24",2021,2306,0.5
702,"male","18-24",2022,2367,0.5
801,"female","18-24",2015,14806,0.6
801,"female","18-24",2016,15992,0.6
801,"female","18-24",2017,15189,0.6
801,"female","18-24",2018,15419,0.6
801,"female","18-24",2019,16596,0.5
801,"female","18-24",2020,15629,0.5
801,"female","18-24",2021,15942,0.5
801,"female","18-24",2022,17052,0.5
801,"male","18-24",2015,14433,0.5
801,"male","18-24",2016,15770,0.5
801,"male","18-24",2017,14983,0.5
801,"male","18-24",2018,14811,0.5
801,"male","18-24",2019,16776,0.6
801,"male","18-24",2020,15815,0.6
801,"male","18-24",2021,16161,0.6
801,"male","18-24",2022,17105,0.6
901,"female","18-24",2015,32,0.6
901,"female","18-24",2016,23,0.6
901,"female","18-24",2017,32,0.62
901,"female","18-24",2018,37,0.7
901,"female","18-24",2019,46,0.58
901,"female","18-24",2020,48,0.68
901,"female","18-24",2021,34,0.59
901,"female","18-24",2022,33,0.43
901,"male","18-24",2015,28,0.5
901,"male","18-24",2016,22,0.5
901,"male","18-24",2017,20,0.38
901,"male","18-24",2018,16,0.3
901,"male","18-24",2019,34,0.42
901,"male","18-24",2020,23,0.32
901,"male","18-24",2021,24,0.41
901,"male","18-24",2022,44,0.57
