"SA2_CODE16","sex","age_group","calendar_year","rate_of_enrolment"
101021012,"female","18-24","2016",0.6
101021012,"female","18-24","2017",0.6
101021012,"female","18-24","2018",0.5
101021012,"female","18-24","2019",0.5
101021012,"female","18-24","2020",0.5
101021012,"female","18-24","2021",0.6
101021012,"female","18-24","2022",0.5
101031013,"female","18-24","2008",0.55
101031013,"female","18-24","2009",0.6
101031013,"female","18-24","2010",0.6
101031013,"female","18-24","2011",0.6
101031013,"female","18-24","2012",0.6
101031013,"female","18-24","2013",0.57
101031013,"female","18-24","2014",0.57
101031013,"female","18-24","2015",0.5
101031013,"female","18-24","2016",0.43
101031013,"female","18-24","2017",0.5
101031013,"female","18-24","2018",0.5
101031013,"female","18-24","2019",0.5
101031013,"female","18-24","2020",0.5
101031013,"female","18-24","2021",0.6
101031013,"female","18-24","2022",0.6
101031014,"female","18-24","2008",0.6
101031014,"female","18-24","2009",0.56
101031014,"female","18-24","2010",0.57
101031014,"female","18-24","2011",0.6
101031014,"female","18-24","2012",0.6
101031014,"female","18-24","2013",0.6
101031014,"female","18-24","2014",0.6
101031014,"female","18-24","2015",0.5
101031014,"female","18-24","2016",0.5
101031014,"female","18-24","2017",0.5
101031014,"female","18-24","2018",0.5
101031014,"female","18-24","2019",0.5
101031014,"female","18-24","2020",0.5
101031014,"female","18-24","2021",0.5
101031014,"female","18-24","2022",0.5
101031015,"female","18-24","2008",0.6
101031015,"female","18-24","2009",0.6
101031015,"female","18-24","2010",0.6
101031015,"female","18-24","2011",0.55
101031015,"female","18-24","2012",0.55
101031015,"female","18-24","2013",0.6
101031015,"female","18-24","2014",0.6
101031015,"female","18-24","2015",0.55
101031015,"female","18-24","2016",0.6
101031015,"female","18-24","2017",0.56
101031015,"female","18-24","2018",0.6
101031015,"female","18-24","2019",0.6
101031015,"female","18-24","2020",0.6
101031015,"female","18-24","2021",0.6
101031015,"female","18-24","2022",0.5
101031016,"female","18-24","2008",0.6
101031016,"female","18-24","2009",0.6
101031016,"female","18-24","2010",0.6
101031016,"female","18-24","2011",0.6
101031016,"female","18-24","2012",0.57
101031016,"female","18-24","2013",0.6
101031016,"female","18-24","2014",0.6
101031016,"female","18-24","2015",0.5
101031016,"female","18-24","2016",0.5
101031016,"female","18-24","2017",0.5
101031016,"female","18-24","2018",0.5
101031016,"female","18-24","2019",0.6
101031016,"female","18-24","2020",0.5
101031016,"female","18-24","2021",0.5
101031016,"female","18-24","2022",0.6
101041017,"female","18-24","2008",0.57
101041017,"female","18-24","2009",0.58
101041017,"female","18-24","2010",0.59
101041017,"female","18-24","2011",0.58
101041017,"female","18-24","2012",0.56
101041017,"female","18-24","2013",0.5
101041017,"female","18-24","2014",0.6
101041017,"female","18-24","2015",0.6
101041017,"female","18-24","2016",0.5
101041017,"female","18-24","2017",0.6
101041017,"female","18-24","2018",0.5
101041017,"female","18-24","2019",0.6
101041017,"female","18-24","2020",0.5
101041017,"female","18-24","2021",0.5
101041017,"female","18-24","2022",0.5
101041018,"female","18-24","2008",0.58
101041018,"female","18-24","2009",0.56
101041018,"female","18-24","2010",0.6
101041018,"female","18-24","2011",0.56
101041018,"female","18-24","2012",0.6
101041018,"female","18-24","2013",0.58
101041018,"female","18-24","2014",0.57
101041018,"female","18-24","2015",0.5
101041018,"female","18-24","2016",0.6
101041018,"female","18-24","2017",0.6
101041018,"female","18-24","2018",0.6
101041018,"female","18-24","2019",0.5
101041018,"female","18-24","2020",0.5
101041018,"female","18-24","2021",0.6
101041018,"female","18-24","2022",0.6
101041019,"female","18-24","2008",0.6
101041019,"female","18-24","2009",0.6
101041019,"female","18-24","2010",0.6
101041019,"female","18-24","2011",0.6
101041019,"female","18-24","2012",0.6
101041019,"female","18-24","2013",0.6
101041019,"female","18-24","2014",0.5
101041019,"female","18-24","2015",0.5
101041019,"female","18-24","2016",0.5
101041019,"female","18-24","2017",0.5
101041019,"female","18-24","2018",0.5
101041019,"female","18-24","2019",0.5
101041019,"female","18-24","2020",0.6
101041019,"female","18-24","2021",0.5
101041019,"female","18-24","2022",0.6
101041020,"female","18-24","2008",0.6
101041020,"female","18-24","2009",0.6
101041020,"female","18-24","2010",0.6
101041020,"female","18-24","2011",0.6
101041020,"female","18-24","2012",0.55
101041020,"female","18-24","2013",0.6
101041020,"female","18-24","2014",0.6
101041020,"female","18-24","2015",0.6
101041020,"female","18-24","2016",0.6
101041020,"female","18-24","2017",0.5
101041020,"female","18-24","2018",0.6
101041020,"female","18-24","2019",0.6
101041020,"female","18-24","2020",0.6
101041020,"female","18-24","2021",0.5
101041020,"female","18-24","2022",0.5
101041021,"female","18-24","2008",0.6
101041021,"female","18-24","2009",0.6
101041021,"female","18-24","2010",0.6
101041021,"female","18-24","2011",0.6
101041021,"female","18-24","2012",0.6
101041021,"female","18-24","2013",0.6
101041021,"female","18-24","2014",0.6
101041021,"female","18-24","2015",0.5
101041021,"female","18-24","2016",0.6
101041021,"female","18-24","2017",0.6
101041021,"female","18-24","2018",0.5
101041021,"female","18-24","2019",0.5
101041021,"female","18-24","2020",0.5
101041021,"female","18-24","2021",0.5
101041021,"female","18-24","2022",0.44
101041022,"female","18-24","2008",0.6
101041022,"female","18-24","2009",0.6
101041022,"female","18-24","2010",0.6
101041022,"female","18-24","2011",0.5
101041022,"female","18-24","2012",0.5
101041022,"female","18-24","2013",0.5
101041022,"female","18-24","2014",0.5
101041022,"female","18-24","2015",0
101041022,"female","18-24","2016",0
101041022,"female","18-24","2017",0
101041022,"female","18-24","2019",0
101041022,"female","18-24","2022",0
101041023,"female","18-24","2015",0.6
101041023,"female","18-24","2016",0.5
101041023,"female","18-24","2017",0.6
101041023,"female","18-24","2018",0.5
101041023,"female","18-24","2019",0.6
101041023,"female","18-24","2020",0.5
101041023,"female","18-24","2021",0.6
101041023,"female","18-24","2022",0.6
101041024,"female","18-24","2015",0.6
101041024,"female","18-24","2016",0.5
101041024,"female","18-24","2017",0.5
101041024,"female","18-24","2018",0.5
101041024,"female","18-24","2019",0.5
101041024,"female","18-24","2020",0.5
101041024,"female","18-24","2021",0.5
101041024,"female","18-24","2022",0.5
101041025,"female","18-24","2015",0.6
101041025,"female","18-24","2016",0.6
101041025,"female","18-24","2017",0.5
101041025,"female","18-24","2018",0.6
101041025,"female","18-24","2019",0.5
101041025,"female","18-24","2020",0.5
101041025,"female","18-24","2021",0.5
101041025,"female","18-24","2022",0.5
101041026,"female","18-24","2015",0.5
101041026,"female","18-24","2016",0.5
101041026,"female","18-24","2017",0.5
101041026,"female","18-24","2018",0.5
101041026,"female","18-24","2019",0.5
101041026,"female","18-24","2020",0.44
101041026,"female","18-24","2021",0.5
101041026,"female","18-24","2022",0.5
101041027,"female","18-24","2015",0.5
101041027,"female","18-24","2016",0.5
101041027,"female","18-24","2017",0.5
101041027,"female","18-24","2018",0.5
101041027,"female","18-24","2019",0.5
101041027,"female","18-24","2020",0.5
101041027,"female","18-24","2021",0.5
101041027,"female","18-24","2022",0.5
101051539,"female","18-24","2019",0.5
101051539,"female","18-24","2020",0.5
101051539,"female","18-24","2021",0.5
101051539,"female","18-24","2022",0.5
101051540,"female","18-24","2019",0.5
101051540,"female","18-24","2020",0.5
101051540,"female","18-24","2021",0.5
101051540,"female","18-24","2022",0.5
101061541,"female","18-24","2019",0.6
101061541,"female","18-24","2020",0.6
101061541,"female","18-24","2021",0.6
101061541,"female","18-24","2022",0.6
101061542,"female","18-24","2019",0.5
101061542,"female","18-24","2020",0.6
101061542,"female","18-24","2021",0.6
101061542,"female","18-24","2022",0.6
101061543,"female","18-24","2019",0.6
101061543,"female","18-24","2020",0.6
101061543,"female","18-24","2021",0.6
101061543,"female","18-24","2022",0.5
101061544,"female","18-24","2019",0.6
101061544,"female","18-24","2020",0.6
101061544,"female","18-24","2021",0.6
101061544,"female","18-24","2022",0.6
102011028,"female","18-24","2015",0.5
102011028,"female","18-24","2016",0.5
102011028,"female","18-24","2017",0.44
102011028,"female","18-24","2018",0.44
102011028,"female","18-24","2019",0.45
102011028,"female","18-24","2020",0.5
102011028,"female","18-24","2021",0.5
102011028,"female","18-24","2022",0.6
102011029,"female","18-24","2015",0.5
102011029,"female","18-24","2016",0.5
102011029,"female","18-24","2017",0.5
102011029,"female","18-24","2018",0.5
102011029,"female","18-24","2019",0.5
102011029,"female","18-24","2020",0.5
102011029,"female","18-24","2021",0.5
102011029,"female","18-24","2022",0.5
102011030,"female","18-24","2015",0.6
102011030,"female","18-24","2016",0.56
102011030,"female","18-24","2017",0.55
102011030,"female","18-24","2018",0.6
102011030,"female","18-24","2019",0.6
102011030,"female","18-24","2020",0.6
102011030,"female","18-24","2021",0.6
102011030,"female","18-24","2022",0.57
102011031,"female","18-24","2015",0.6
102011031,"female","18-24","2016",0.6
102011031,"female","18-24","2017",0.5
102011031,"female","18-24","2018",0.6
102011031,"female","18-24","2019",0.6
102011031,"female","18-24","2020",0.6
102011031,"female","18-24","2021",0.6
102011031,"female","18-24","2022",0.6
102011032,"female","18-24","2015",0.6
102011032,"female","18-24","2016",0.5
102011032,"female","18-24","2017",0.6
102011032,"female","18-24","2018",0.6
102011032,"female","18-24","2019",0.6
102011032,"female","18-24","2020",0.6
102011032,"female","18-24","2021",0.6
102011032,"female","18-24","2022",0.6
102011033,"female","18-24","2015",0.5
102011033,"female","18-24","2016",0.5
102011033,"female","18-24","2017",0.5
102011033,"female","18-24","2018",0.5
102011033,"female","18-24","2019",0.6
102011033,"female","18-24","2020",0.6
102011033,"female","18-24","2021",0.6
102011033,"female","18-24","2022",0.6
102011034,"female","18-24","2015",0.5
102011034,"female","18-24","2016",0.5
102011034,"female","18-24","2017",0.5
102011034,"female","18-24","2018",0.5
102011034,"female","18-24","2019",0.5
102011034,"female","18-24","2020",0.5
102011034,"female","18-24","2021",0.6
102011034,"female","18-24","2022",0.6
102011035,"female","18-24","2015",0.6
102011035,"female","18-24","2016",0.6
102011035,"female","18-24","2017",0.6
102011035,"female","18-24","2018",0.5
102011035,"female","18-24","2019",0.5
102011035,"female","18-24","2020",0.5
102011035,"female","18-24","2021",0.5
102011035,"female","18-24","2022",0.5
102011036,"female","18-24","2015",0.5
102011036,"female","18-24","2016",0.6
102011036,"female","18-24","2017",0.5
102011036,"female","18-24","2018",0.5
102011036,"female","18-24","2019",0.5
102011036,"female","18-24","2020",0.5
102011036,"female","18-24","2021",0.6
102011036,"female","18-24","2022",0.5
102011037,"female","18-24","2015",0.6
102011037,"female","18-24","2016",0.6
102011037,"female","18-24","2017",0.6
102011037,"female","18-24","2018",0.6
102011037,"female","18-24","2019",0.6
102011037,"female","18-24","2020",0.6
102011037,"female","18-24","2021",0.6
102011037,"female","18-24","2022",0.6
102011038,"female","18-24","2015",0.6
102011038,"female","18-24","2016",0.5
102011038,"female","18-24","2017",0.6
102011038,"female","18-24","2018",0.6
102011038,"female","18-24","2019",0.6
102011038,"female","18-24","2020",0.6
102011038,"female","18-24","2021",0.55
102011038,"female","18-24","2022",0.6
102011039,"female","18-24","2015",0.5
102011039,"female","18-24","2016",0.6
102011039,"female","18-24","2017",0.6
102011039,"female","18-24","2018",0.6
102011039,"female","18-24","2019",0.6
102011039,"female","18-24","2020",0.6
102011039,"female","18-24","2021",0.5
102011039,"female","18-24","2022",0.5
102011040,"female","18-24","2015",0.5
102011040,"female","18-24","2016",0.5
102011040,"female","18-24","2017",0.5
102011040,"female","18-24","2018",0.5
102011040,"female","18-24","2019",0.5
102011040,"female","18-24","2020",0.5
102011040,"female","18-24","2021",0.5
102011040,"female","18-24","2022",0.5
102011041,"female","18-24","2015",0.6
102011041,"female","18-24","2016",0.6
102011041,"female","18-24","2017",0.5
102011041,"female","18-24","2018",0.5
102011041,"female","18-24","2019",0.6
102011041,"female","18-24","2020",0.6
102011041,"female","18-24","2021",0.6
102011041,"female","18-24","2022",0.6
102011042,"female","18-24","2015",0.5
102011042,"female","18-24","2016",0.5
102011042,"female","18-24","2017",0.5
102011042,"female","18-24","2018",0.5
102011042,"female","18-24","2019",0.5
102011042,"female","18-24","2020",0.5
102011042,"female","18-24","2021",0.5
102011042,"female","18-24","2022",0.5
102011043,"female","18-24","2015",0.6
102011043,"female","18-24","2016",0.5
102011043,"female","18-24","2017",0.5
102011043,"female","18-24","2018",0.5
102011043,"female","18-24","2019",0.5
102011043,"female","18-24","2020",0.5
102011043,"female","18-24","2021",0.6
102011043,"female","18-24","2022",0.5
102021044,"female","18-24","2015",0.6
102021044,"female","18-24","2016",0.5
102021044,"female","18-24","2017",0.5
102021044,"female","18-24","2018",0.5
102021044,"female","18-24","2019",0.5
102021044,"female","18-24","2020",0.5
102021044,"female","18-24","2021",0.5
102021044,"female","18-24","2022",0.5
102021045,"female","18-24","2015",0.6
102021045,"female","18-24","2016",0.6
102021045,"female","18-24","2017",0.6
102021045,"female","18-24","2018",0.5
102021045,"female","18-24","2019",0.5
102021045,"female","18-24","2020",0.5
102021045,"female","18-24","2021",0.5
102021045,"female","18-24","2022",0.6
102021046,"female","18-24","2015",0.6
102021046,"female","18-24","2016",0.5
102021046,"female","18-24","2017",0.5
102021046,"female","18-24","2018",0.5
102021046,"female","18-24","2019",0.5
102021046,"female","18-24","2020",0.6
102021046,"female","18-24","2021",0.5
102021046,"female","18-24","2022",0.5
102021047,"female","18-24","2015",0.6
102021047,"female","18-24","2016",0.6
102021047,"female","18-24","2017",0.6
102021047,"female","18-24","2018",0.5
102021047,"female","18-24","2019",0.6
102021047,"female","18-24","2020",0.5
102021047,"female","18-24","2021",0.5
102021047,"female","18-24","2022",0.6
102021048,"female","18-24","2015",0.6
102021048,"female","18-24","2016",0.5
102021048,"female","18-24","2017",0.6
102021048,"female","18-24","2018",0.6
102021048,"female","18-24","2019",0.5
102021048,"female","18-24","2020",0.5
102021048,"female","18-24","2021",0.6
102021048,"female","18-24","2022",0.6
102021049,"female","18-24","2015",0.5
102021049,"female","18-24","2016",0.5
102021049,"female","18-24","2017",0.5
102021049,"female","18-24","2018",0.5
102021049,"female","18-24","2019",0.5
102021049,"female","18-24","2020",0.6
102021049,"female","18-24","2021",0.6
102021049,"female","18-24","2022",0.6
102021050,"female","18-24","2015",0.5
102021050,"female","18-24","2016",0.6
102021050,"female","18-24","2017",0.6
102021050,"female","18-24","2018",0.5
102021050,"female","18-24","2019",0.5
102021050,"female","18-24","2020",0.5
102021050,"female","18-24","2021",0.5
102021050,"female","18-24","2022",0.5
102021051,"female","18-24","2015",0.6
102021051,"female","18-24","2016",0.5
102021051,"female","18-24","2017",0.5
102021051,"female","18-24","2018",0.6
102021051,"female","18-24","2019",0.5
102021051,"female","18-24","2020",0.5
102021051,"female","18-24","2021",0.5
102021051,"female","18-24","2022",0.5
102021052,"female","18-24","2015",0.5
102021052,"female","18-24","2016",0.5
102021052,"female","18-24","2017",0.5
102021052,"female","18-24","2018",0.5
102021052,"female","18-24","2019",0.5
102021052,"female","18-24","2020",0.5
102021052,"female","18-24","2021",0.5
102021052,"female","18-24","2022",0.5
102021053,"female","18-24","2015",0.6
102021053,"female","18-24","2016",0.6
102021053,"female","18-24","2017",0.6
102021053,"female","18-24","2018",0.6
102021053,"female","18-24","2019",0.6
102021053,"female","18-24","2020",0.6
102021053,"female","18-24","2021",0.6
102021053,"female","18-24","2022",0.6
102021054,"female","18-24","2015",0.6
102021054,"female","18-24","2016",0.5
102021054,"female","18-24","2017",0.5
102021054,"female","18-24","2018",0.5
102021054,"female","18-24","2019",0.5
102021054,"female","18-24","2020",0.5
102021054,"female","18-24","2021",0.6
102021054,"female","18-24","2022",0.6
102021055,"female","18-24","2015",0.6
102021055,"female","18-24","2016",0.6
102021055,"female","18-24","2017",0.6
102021055,"female","18-24","2018",0.5
102021055,"female","18-24","2019",0.6
102021055,"female","18-24","2020",0.6
102021055,"female","18-24","2021",0.6
102021055,"female","18-24","2022",0.5
102021056,"female","18-24","2015",0.6
102021056,"female","18-24","2016",0.6
102021056,"female","18-24","2017",0.5
102021056,"female","18-24","2018",0.6
102021056,"female","18-24","2019",0.6
102021056,"female","18-24","2020",0.6
102021056,"female","18-24","2021",0.5
102021056,"female","18-24","2022",0.5
102021057,"female","18-24","2015",0.6
102021057,"female","18-24","2016",0.6
102021057,"female","18-24","2017",0.6
102021057,"female","18-24","2018",0.6
102021057,"female","18-24","2019",0.5
102021057,"female","18-24","2020",0.5
102021057,"female","18-24","2021",0.5
102021057,"female","18-24","2022",0.5
103011058,"female","18-24","2015",0.6
103011058,"female","18-24","2016",0.6
103011058,"female","18-24","2017",0.6
103011058,"female","18-24","2018",0.6
103011058,"female","18-24","2019",0.6
103011058,"female","18-24","2020",0.5
103011058,"female","18-24","2021",0.5
103011058,"female","18-24","2022",0.5
103011059,"female","18-24","2015",0.6
103011059,"female","18-24","2016",0.6
103011059,"female","18-24","2017",0.5
103011059,"female","18-24","2018",0.5
103011059,"female","18-24","2019",0.5
103011059,"female","18-24","2020",0.5
103011059,"female","18-24","2021",0.5
103011059,"female","18-24","2022",0.5
103011060,"female","18-24","2015",0.6
103011060,"female","18-24","2016",0.6
103011060,"female","18-24","2017",0.5
103011060,"female","18-24","2018",0.5
103011060,"female","18-24","2019",0.5
103011060,"female","18-24","2020",0.6
103011060,"female","18-24","2021",0.6
103011060,"female","18-24","2022",0.6
103011061,"female","18-24","2015",0.6
103011061,"female","18-24","2016",0.6
103011061,"female","18-24","2017",0.5
103011061,"female","18-24","2018",0.5
103011061,"female","18-24","2019",0.5
103011061,"female","18-24","2020",0.5
103011061,"female","18-24","2021",0.5
103011061,"female","18-24","2022",0.6
103021062,"female","18-24","2015",0.6
103021062,"female","18-24","2016",0.6
103021062,"female","18-24","2017",0.6
103021062,"female","18-24","2018",0.5
103021062,"female","18-24","2019",0.5
103021062,"female","18-24","2020",0.6
103021062,"female","18-24","2021",0.55
103021062,"female","18-24","2022",0.6
103021063,"female","18-24","2015",0.6
103021063,"female","18-24","2016",0.6
103021063,"female","18-24","2017",0.6
103021063,"female","18-24","2018",0.6
103021063,"female","18-24","2019",0.5
103021063,"female","18-24","2020",0.5
103021063,"female","18-24","2021",0.5
103021063,"female","18-24","2022",0.6
103021064,"female","18-24","2015",0.5
103021064,"female","18-24","2016",0.5
103021064,"female","18-24","2017",0.45
103021064,"female","18-24","2018",0.5
103021064,"female","18-24","2019",0.43
103021064,"female","18-24","2020",0.43
103021064,"female","18-24","2021",0.41
103021064,"female","18-24","2022",0.45
103021065,"female","18-24","2015",0.5
103021065,"female","18-24","2016",0.5
103021065,"female","18-24","2017",0.5
103021065,"female","18-24","2018",0.5
103021065,"female","18-24","2019",0.5
103021065,"female","18-24","2020",0.5
103021065,"female","18-24","2021",0.5
103021065,"female","18-24","2022",0.5
103021066,"female","18-24","2015",0.5
103021066,"female","18-24","2016",0.5
103021066,"female","18-24","2017",0.45
103021066,"female","18-24","2018",0.44
103021066,"female","18-24","2019",0.5
103021066,"female","18-24","2020",0.6
103021066,"female","18-24","2021",0.55
103021066,"female","18-24","2022",0.6
103021067,"female","18-24","2015",0.6
103021067,"female","18-24","2016",0.6
103021067,"female","18-24","2017",0.6
103021067,"female","18-24","2018",0.6
103021067,"female","18-24","2019",0.6
103021067,"female","18-24","2020",0.6
103021067,"female","18-24","2021",0.6
103021067,"female","18-24","2022",0.6
103021068,"female","18-24","2015",0.5
103021068,"female","18-24","2016",0.5
103021068,"female","18-24","2017",0.5
103021068,"female","18-24","2018",0.5
103021068,"female","18-24","2019",0.6
103021068,"female","18-24","2020",0.5
103021068,"female","18-24","2021",0.5
103021068,"female","18-24","2022",0.5
103021069,"female","18-24","2015",0.6
103021069,"female","18-24","2016",0.5
103021069,"female","18-24","2017",0.6
103021069,"female","18-24","2018",0.6
103021069,"female","18-24","2019",0.5
103021069,"female","18-24","2020",0.5
103021069,"female","18-24","2021",0.5
103021069,"female","18-24","2022",0.5
103031070,"female","18-24","2015",0.5
103031070,"female","18-24","2016",0.45
103031070,"female","18-24","2017",0.5
103031070,"female","18-24","2018",0.5
103031070,"female","18-24","2019",0.5
103031070,"female","18-24","2020",0.5
103031070,"female","18-24","2021",0.5
103031070,"female","18-24","2022",0.5
103031071,"female","18-24","2015",0.6
103031071,"female","18-24","2016",0.6
103031071,"female","18-24","2017",0.6
103031071,"female","18-24","2018",0.5
103031071,"female","18-24","2019",0.5
103031071,"female","18-24","2020",0.5
103031071,"female","18-24","2021",0.5
103031071,"female","18-24","2022",0.5
103031072,"female","18-24","2015",0.6
103031072,"female","18-24","2016",0.5
103031072,"female","18-24","2017",0.5
103031072,"female","18-24","2018",0.5
103031072,"female","18-24","2019",0.5
103031072,"female","18-24","2020",0.5
103031072,"female","18-24","2021",0.5
103031072,"female","18-24","2022",0.5
103031073,"female","18-24","2015",0.5
103031073,"female","18-24","2016",0.5
103031073,"female","18-24","2017",0.5
103031073,"female","18-24","2018",0.44
103031073,"female","18-24","2019",0.42
103031073,"female","18-24","2020",0.38
103031073,"female","18-24","2021",0.44
103031073,"female","18-24","2022",0.45
103031074,"female","18-24","2015",0.5
103031074,"female","18-24","2016",0.5
103031074,"female","18-24","2017",0.5
103031074,"female","18-24","2018",0.5
103031074,"female","18-24","2019",0.5
103031074,"female","18-24","2020",0.5
103031074,"female","18-24","2021",0.5
103031074,"female","18-24","2022",0.5
103041076,"female","18-24","2015",0.6
103041076,"female","18-24","2016",0.5
103041076,"female","18-24","2017",0.5
103041076,"female","18-24","2018",0.5
103041076,"female","18-24","2019",0.5
103041076,"female","18-24","2020",0.5
103041076,"female","18-24","2021",0.5
103041076,"female","18-24","2022",0.5
103041077,"female","18-24","2015",0.5
103041077,"female","18-24","2016",0.6
103041077,"female","18-24","2017",0.6
103041077,"female","18-24","2018",0.6
103041077,"female","18-24","2019",0.6
103041077,"female","18-24","2020",0.6
103041077,"female","18-24","2021",0.6
103041077,"female","18-24","2022",0.6
103041078,"female","18-24","2015",0.6
103041078,"female","18-24","2016",0.6
103041078,"female","18-24","2017",0.6
103041078,"female","18-24","2018",0.6
103041078,"female","18-24","2019",0.6
103041078,"female","18-24","2020",0.6
103041078,"female","18-24","2021",0.6
103041078,"female","18-24","2022",0.5
103041079,"female","18-24","2015",0.5
103041079,"female","18-24","2016",0.5
103041079,"female","18-24","2017",0.5
103041079,"female","18-24","2018",0.6
103041079,"female","18-24","2019",0.5
103041079,"female","18-24","2020",0.5
103041079,"female","18-24","2021",0.5
103041079,"female","18-24","2022",0.5
104011080,"female","18-24","2015",0.6
104011080,"female","18-24","2016",0.5
104011080,"female","18-24","2017",0.6
104011080,"female","18-24","2018",0.6
104011080,"female","18-24","2019",0.6
104011080,"female","18-24","2020",0.6
104011080,"female","18-24","2021",0.5
104011080,"female","18-24","2022",0.6
104011081,"female","18-24","2015",0.45
104011081,"female","18-24","2016",0.45
104011081,"female","18-24","2017",0.5
104011081,"female","18-24","2018",0.44
104011081,"female","18-24","2019",0.43
104011081,"female","18-24","2020",0.5
104011081,"female","18-24","2021",0.5
104011081,"female","18-24","2022",0.5
104011082,"female","18-24","2015",0.5
104011082,"female","18-24","2016",0.5
104011082,"female","18-24","2017",0.5
104011082,"female","18-24","2018",0.6
104011082,"female","18-24","2019",0.5
104011082,"female","18-24","2020",0.5
104011082,"female","18-24","2021",0.5
104011082,"female","18-24","2022",0.6
104021083,"female","18-24","2015",0.5
104021083,"female","18-24","2016",0.5
104021083,"female","18-24","2017",0.5
104021083,"female","18-24","2018",0.5
104021083,"female","18-24","2019",0.6
104021083,"female","18-24","2020",0.5
104021083,"female","18-24","2021",0.6
104021083,"female","18-24","2022",0.5
104021084,"female","18-24","2015",0.5
104021084,"female","18-24","2016",0.5
104021084,"female","18-24","2017",0.5
104021084,"female","18-24","2018",0.5
104021084,"female","18-24","2019",0.5
104021084,"female","18-24","2020",0.5
104021084,"female","18-24","2021",0.5
104021084,"female","18-24","2022",0.5
104021085,"female","18-24","2015",0.6
104021085,"female","18-24","2016",0.6
104021085,"female","18-24","2017",0.6
104021085,"female","18-24","2018",0.6
104021085,"female","18-24","2019",0.5
104021085,"female","18-24","2020",0.6
104021085,"female","18-24","2021",0.6
104021085,"female","18-24","2022",0.6
104021086,"female","18-24","2015",0.4
104021086,"female","18-24","2016",0.6
104021086,"female","18-24","2017",0.5
104021086,"female","18-24","2018",0.6
104021086,"female","18-24","2019",0.5
104021086,"female","18-24","2020",0.6
104021086,"female","18-24","2021",0.6
104021086,"female","18-24","2022",0.6
104021087,"female","18-24","2015",0.5
104021087,"female","18-24","2016",0.43
104021087,"female","18-24","2017",0.44
104021087,"female","18-24","2018",0.5
104021087,"female","18-24","2019",0.5
104021087,"female","18-24","2020",0.6
104021087,"female","18-24","2021",0.5
104021087,"female","18-24","2022",0.5
104021088,"female","18-24","2015",0.6
