SA1_MAINCODE_2011,SA1_UID_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10104101711,405,12750,Eurobodalla,1,Good,Good,0
10104101712,406,12750,Eurobodalla,1,Good,Good,0
10104101713,407,12750,Eurobodalla,1,Good,Good,0
10104101714,408,12750,Eurobodalla,1,Good,Good,0
10104101715,409,12750,Eurobodalla,1,Good,Good,0
10104101716,410,12750,Eurobodalla,1,Good,Good,0
10104101717,411,12750,Eurobodalla,1,Good,Good,0
10104101718,412,12750,Eurobodalla,1,Good,Good,0
10104101719,413,12750,Eurobodalla,1,Good,Good,0
10104101720,414,12750,Eurobodalla,1,Good,Good,0
10104101721,415,12750,Eurobodalla,1,Good,Good,0
10104101722,416,12750,Eurobodalla,1,Good,Good,0
10104101801,417,12750,Eurobodalla,1,Good,Good,0
10104101802,418,12750,Eurobodalla,1,Good,Good,0
10104101803,419,12750,Eurobodalla,1,Good,Good,0
10104101804,420,12750,Eurobodalla,1,Good,Good,0
10104101805,421,12750,Eurobodalla,1,Good,Good,0
10104101806,422,12750,Eurobodalla,1,Good,Good,0
10104101807,423,12750,Eurobodalla,1,Good,Good,0
10104101808,424,12750,Eurobodalla,1,Good,Good,0
10104101809,425,12750,Eurobodalla,1,Good,Good,0
10104101810,426,12750,Eurobodalla,1,Good,Good,0
10104101811,427,12750,Eurobodalla,1,Good,Good,0
10104101812,428,12750,Eurobodalla,1,Good,Good,0
10104101813,429,12750,Eurobodalla,1,Good,Good,0
10104101814,430,12750,Eurobodalla,1,Good,Good,0
10104101815,431,12750,Eurobodalla,1,Good,Good,0
10104101816,432,12750,Eurobodalla,1,Good,Good,0
10104101817,433,12750,Eurobodalla,1,Good,Good,0
10104101818,434,12750,Eurobodalla,1,Good,Good,0
10104101819,435,12750,Eurobodalla,1,Good,Good,0
10104101820,436,12750,Eurobodalla,1,Good,Good,0
10104101821,437,12750,Eurobodalla,1,Good,Good,0
10104101822,438,12750,Eurobodalla,1,Good,Good,0
10104101823,439,12750,Eurobodalla,1,Good,Good,0
10104101824,440,12750,Eurobodalla,1,Good,Good,0
10104101901,441,10550,Bega Valley,1,Good,Good,0
10104101902,442,10550,Bega Valley,1,Good,Good,0
10104101903,443,10550,Bega Valley,1,Good,Good,0
10104101904,444,10550,Bega Valley,1,Good,Good,0
10104101905,445,10550,Bega Valley,1,Good,Good,0
10104101906,446,10550,Bega Valley,1,Good,Good,0
10104101907,447,10550,Bega Valley,1,Good,Good,0
10104101908,448,10550,Bega Valley,1,Good,Good,0
10104101909,449,10550,Bega Valley,1,Good,Good,0
10104101910,450,10550,Bega Valley,1,Good,Good,0
10104101911,451,10550,Bega Valley,1,Good,Good,0
10104101912,452,10550,Bega Valley,1,Good,Good,0
10104101913,453,10550,Bega Valley,1,Good,Good,0
10104101914,454,10550,Bega Valley,1,Good,Good,0
10104101915,455,10550,Bega Valley,1,Good,Good,0
10104101916,456,10550,Bega Valley,1,Good,Good,0
10104101917,457,10550,Bega Valley,1,Good,Good,0
10104101918,458,10550,Bega Valley,1,Good,Good,0
10104101919,459,10550,Bega Valley,1,Good,Good,0
10104101920,460,10550,Bega Valley,1,Good,Good,0
10104101921,461,10550,Bega Valley,1,Good,Good,0
10104101922,462,10550,Bega Valley,1,Good,Good,0
10104102001,463,10550,Bega Valley,1,Good,Good,0
10104102002,464,10550,Bega Valley,1,Good,Good,0
10104102003,465,10550,Bega Valley,1,Good,Good,0
10104102004,466,10550,Bega Valley,1,Good,Good,0
10104102005,467,10550,Bega Valley,1,Good,Good,0
10104102006,468,10550,Bega Valley,1,Good,Good,0
10104102007,469,10550,Bega Valley,1,Good,Good,0
10104102008,470,10550,Bega Valley,1,Good,Good,0
10104102009,471,10550,Bega Valley,1,Good,Good,0
10104102010,472,10550,Bega Valley,0.9999999,Good,Good,0
10104102011,473,10550,Bega Valley,1,Good,Good,0
10104102012,474,10550,Bega Valley,1,Good,Good,0
10104102013,475,10550,Bega Valley,1,Good,Good,0
10104102014,476,10550,Bega Valley,1,Good,Good,0
10104102015,477,10550,Bega Valley,0.887274,Good,Good,0
10104102015,477,12750,Eurobodalla,0.112726,Good,Good,0
10104102016,478,10550,Bega Valley,1,Good,Good,0
10104102017,479,10550,Bega Valley,1,Good,Good,0
10104102018,480,10550,Bega Valley,1,Good,Good,0
10104102019,481,10550,Bega Valley,1,Good,Good,0
10104102020,482,10550,Bega Valley,1,Good,Good,0
10104102021,483,10550,Bega Valley,1,Good,Good,0
10104102022,484,10550,Bega Valley,1,Good,Good,0
10104102023,485,10550,Bega Valley,1,Good,Good,0
10104102024,486,10550,Bega Valley,1,Good,Good,0
10104102025,487,10550,Bega Valley,1,Good,Good,0
10104102026,488,10550,Bega Valley,1,Good,Good,0
10104102027,489,10550,Bega Valley,1,Good,Good,0
10104102028,490,10550,Bega Valley,1,Good,Good,0
10104102029,491,10550,Bega Valley,1,Good,Good,0
10104102030,492,10550,Bega Valley,1,Good,Good,0
10104102031,493,10550,Bega Valley,1,Good,Good,0
10104102032,494,10550,Bega Valley,1,Good,Good,0
10104102101,495,12750,Eurobodalla,1,Good,Good,0
10104102102,496,12750,Eurobodalla,1,Good,Good,0
10104102103,497,12750,Eurobodalla,1,Good,Good,0
10104102104,498,12750,Eurobodalla,1,Good,Good,0
10104102105,499,12750,Eurobodalla,1,Good,Good,0
10104102106,500,12750,Eurobodalla,1,Good,Good,0
10104102107,501,12750,Eurobodalla,1,Good,Good,0
10104102201,502,10550,Bega Valley,0.4123196,Good,Good,0
10104102201,502,12750,Eurobodalla,0.5876804,Good,Good,0
10104102301,503,10550,Bega Valley,1,Good,Good,0
10104102302,504,10550,Bega Valley,1,Good,Good,0
10104102303,505,10550,Bega Valley,1,Good,Good,0
10104102304,506,10550,Bega Valley,1,Good,Good,0
10104102305,507,10550,Bega Valley,1,Good,Good,0
10104102306,508,10550,Bega Valley,1,Good,Good,0
10104102307,509,10550,Bega Valley,1,Good,Good,0
10104102308,510,10550,Bega Valley,1,Good,Good,0
10104102309,511,10550,Bega Valley,1,Good,Good,0
10104102310,512,10550,Bega Valley,1,Good,Good,0
10104102401,513,12750,Eurobodalla,0.4623816,Good,Good,0
10104102401,513,16950,Shoalhaven,0.5376184,Good,Good,0
10104102402,514,12750,Eurobodalla,0.9013632,Good,Good,0
10104102402,514,16950,Shoalhaven,0.0986368,Good,Good,0
10104102403,515,12750,Eurobodalla,1,Good,Good,0
10104102404,516,12750,Eurobodalla,1,Good,Good,0
10104102405,517,12750,Eurobodalla,1,Good,Good,0
10104102406,518,12750,Eurobodalla,1,Good,Good,0
10104102407,519,12750,Eurobodalla,1,Good,Good,0
10104102408,520,12750,Eurobodalla,1,Good,Good,0
10104102409,521,12750,Eurobodalla,1,Good,Good,0
10104102410,522,12750,Eurobodalla,1,Good,Good,0
10104102411,523,12750,Eurobodalla,1,Good,Good,0
10104102412,524,12750,Eurobodalla,1,Good,Good,0
10104102501,525,10550,Bega Valley,1,Good,Good,0
10104102502,526,10550,Bega Valley,1,Good,Good,0
10104102503,527,10550,Bega Valley,1,Good,Good,0
10104102504,528,10550,Bega Valley,1,Good,Good,0
10104102505,529,10550,Bega Valley,1,Good,Good,0
10104102506,530,10550,Bega Valley,1,Good,Good,0
10104102507,531,10550,Bega Valley,1,Good,Good,0
10104102508,532,10550,Bega Valley,1,Good,Good,0
10104102509,533,10550,Bega Valley,1,Good,Good,0
10104102510,534,10550,Bega Valley,1,Good,Good,0
10104102511,535,10550,Bega Valley,1,Good,Good,0
10104102512,536,10550,Bega Valley,1,Good,Good,0
10104102513,537,10550,Bega Valley,1,Good,Good,0
10104102514,538,10550,Bega Valley,1,Good,Good,0
10104102515,539,10550,Bega Valley,1,Good,Good,0
10104102516,540,10550,Bega Valley,1,Good,Good,0
10104102517,541,10550,Bega Valley,1,Good,Good,0
10104102518,542,10550,Bega Valley,1,Good,Good,0
10104102519,543,10550,Bega Valley,1,Good,Good,0
10104102520,544,10550,Bega Valley,1,Good,Good,0
10104102521,545,10550,Bega Valley,1,Good,Good,0
10104102522,546,10550,Bega Valley,1,Good,Good,0
10104102523,547,10550,Bega Valley,1,Good,Good,0
10104102524,548,10550,Bega Valley,1,Good,Good,0
10104102525,549,10550,Bega Valley,1,Good,Good,0
10104102526,550,10550,Bega Valley,1,Good,Good,0
10104102527,551,10550,Bega Valley,1,Good,Good,0
10104102528,552,10550,Bega Valley,1,Good,Good,0
10104102529,553,10550,Bega Valley,1,Good,Good,0
10104102530,554,10550,Bega Valley,1,Good,Good,0
10104102601,555,12750,Eurobodalla,1,Good,Good,0
10104102602,556,12750,Eurobodalla,1,Good,Good,0
10104102603,557,12750,Eurobodalla,1,Good,Good,0
10104102604,558,12750,Eurobodalla,1,Good,Good,0
10104102605,559,12750,Eurobodalla,1,Good,Good,0
10104102606,560,12750,Eurobodalla,1,Good,Good,0
10104102607,561,12750,Eurobodalla,1,Good,Good,0
10104102608,562,12750,Eurobodalla,1,Good,Good,0
10104102609,563,12750,Eurobodalla,1,Good,Good,0
10104102610,564,12750,Eurobodalla,1,Good,Good,0
10104102611,565,12750,Eurobodalla,1,Good,Good,0
10104102612,566,12750,Eurobodalla,1,Good,Good,0
10104102613,567,12750,Eurobodalla,1,Good,Good,0
10104102614,568,12750,Eurobodalla,1,Good,Good,0
10104102615,569,12750,Eurobodalla,1,Good,Good,0
10104102616,570,12750,Eurobodalla,1,Good,Good,0
10104102617,571,12750,Eurobodalla,1,Good,Good,0
10104102618,572,12750,Eurobodalla,1,Good,Good,0
10104102619,573,12750,Eurobodalla,1,Good,Good,0
10104102620,574,12750,Eurobodalla,1,Good,Good,0
10104102621,575,12750,Eurobodalla,1,Good,Good,0
10104102622,576,12750,Eurobodalla,1,Good,Good,0
10104102623,577,12750,Eurobodalla,1,Good,Good,0
10104102701,578,10550,Bega Valley,1,Good,Good,0
10104102702,579,12750,Eurobodalla,1,Good,Good,0
10104102703,580,12750,Eurobodalla,1,Good,Good,0
10104102704,581,12750,Eurobodalla,1,Good,Good,0
10104102705,582,12750,Eurobodalla,1,Good,Good,0
10104102706,583,12750,Eurobodalla,1,Good,Good,0
10104102707,584,12750,Eurobodalla,1,Good,Good,0
10104102708,585,12750,Eurobodalla,1,Good,Good,0
10104102709,586,12750,Eurobodalla,1,Good,Good,0
10104102710,587,10550,Bega Valley,1,Good,Good,0
10104102711,588,10550,Bega Valley,1,Good,Good,0
10104102712,589,12750,Eurobodalla,1,Good,Good,0
10104102713,590,12750,Eurobodalla,1,Good,Good,0
10104102714,591,12750,Eurobodalla,1,Good,Good,0
10104102715,592,12750,Eurobodalla,1,Good,Good,0
10104102716,593,12750,Eurobodalla,1,Good,Good,0
10104102717,594,10550,Bega Valley,1,Good,Good,0
10104102718,595,10550,Bega Valley,1,Good,Good,0
10104102719,596,10550,Bega Valley,1,Good,Good,0
10104102720,597,10550,Bega Valley,1,Good,Good,0
10104102721,598,10550,Bega Valley,0.881601,Good,Good,0
10104102721,598,12750,Eurobodalla,0.118399,Good,Good,0
10104102722,599,12750,Eurobodalla,1,Good,Good,0
10104102723,600,12750,Eurobodalla,1,Good,Good,0
10104102724,601,12750,Eurobodalla,1,Good,Good,0
10104102725,602,12750,Eurobodalla,1,Good,Good,0
10104102726,603,12750,Eurobodalla,1,Good,Good,0
10104102727,604,12750,Eurobodalla,1,Good,Good,0
10104102728,605,12750,Eurobodalla,1,Good,Good,0
10104102729,606,12750,Eurobodalla,1,Good,Good,0
10201102801,607,11650,Central Coast (NSW),1,Good,Good,0
10201102802,608,11650,Central Coast (NSW),1,Good,Good,0
10201102803,609,11650,Central Coast (NSW),1,Good,Good,0
10201102804,610,11650,Central Coast (NSW),1,Good,Good,0
10201102805,611,11650,Central Coast (NSW),1,Good,Good,0
10201102806,612,11650,Central Coast (NSW),1,Good,Good,0
10201102807,613,11650,Central Coast (NSW),1,Good,Good,0
10201102808,614,11650,Central Coast (NSW),1,Good,Good,0
10201102809,615,11650,Central Coast (NSW),1,Good,Good,0
10201102810,616,11650,Central Coast (NSW),1,Good,Good,0
10201102811,617,11650,Central Coast (NSW),1,Good,Good,0
10201102812,618,11650,Central Coast (NSW),1,Good,Good,0
10201102813,619,11650,Central Coast (NSW),1,Good,Good,0
10201102814,620,11650,Central Coast (NSW),1,Good,Good,0
10201102815,621,11650,Central Coast (NSW),1,Good,Good,0
10201102816,622,11650,Central Coast (NSW),1,Good,Good,0
10201102817,623,11650,Central Coast (NSW),1,Good,Good,0
10201102818,624,11650,Central Coast (NSW),1,Good,Good,0
10201102901,625,11650,Central Coast (NSW),1,Good,Good,0
10201102902,626,11650,Central Coast (NSW),1,Good,Good,0
10201102903,627,11650,Central Coast (NSW),1,Good,Good,0
10201102904,628,11650,Central Coast (NSW),1,Good,Good,0
10201102905,629,11650,Central Coast (NSW),1,Good,Good,0
10201102906,630,11650,Central Coast (NSW),1,Good,Good,0
10201102907,631,11650,Central Coast (NSW),1,Good,Good,0
10201102908,632,11650,Central Coast (NSW),1,Good,Good,0
10201102909,633,11650,Central Coast (NSW),1,Good,Good,0
10201102910,634,11650,Central Coast (NSW),1,Good,Good,0
10201102911,635,11650,Central Coast (NSW),1,Good,Good,0
10201102912,636,11650,Central Coast (NSW),1,Good,Good,0
10201102913,637,11650,Central Coast (NSW),1,Good,Good,0
10201102914,638,11650,Central Coast (NSW),1,Good,Good,0
10201102915,639,11650,Central Coast (NSW),1,Good,Good,0
10201102916,640,11650,Central Coast (NSW),1,Good,Good,0
10201102917,641,11650,Central Coast (NSW),1,Good,Good,0
10201102918,642,11650,Central Coast (NSW),1,Good,Good,0
10201102919,643,11650,Central Coast (NSW),1,Good,Good,0
10201102920,644,11650,Central Coast (NSW),1,Good,Good,0
10201102921,645,11650,Central Coast (NSW),1,Good,Good,0
10201102922,646,11650,Central Coast (NSW),1,Good,Good,0
10201102923,647,11650,Central Coast (NSW),1,Good,Good,0
10201102924,648,11650,Central Coast (NSW),1,Good,Good,0
10201102925,649,11650,Central Coast (NSW),1,Good,Good,0
10201102926,650,11650,Central Coast (NSW),1,Good,Good,0
10201102927,651,11650,Central Coast (NSW),1,Good,Good,0
10201102928,652,11650,Central Coast (NSW),1,Good,Good,0
10201103001,653,11650,Central Coast (NSW),1,Good,Good,0
10201103002,654,11650,Central Coast (NSW),1,Good,Good,0
10201103003,655,11650,Central Coast (NSW),1,Good,Good,0
10201103004,656,11650,Central Coast (NSW),1,Good,Good,0
10201103005,657,11650,Central Coast (NSW),1,Good,Good,0
10201103006,658,11650,Central Coast (NSW),1,Good,Good,0
10201103007,659,11650,Central Coast (NSW),1,Good,Good,0
10201103008,660,11650,Central Coast (NSW),1,Good,Good,0
10201103009,661,11650,Central Coast (NSW),1,Good,Good,0
10201103010,662,11650,Central Coast (NSW),1,Good,Good,0
10201103011,663,11650,Central Coast (NSW),1,Good,Good,0
10201103012,664,11650,Central Coast (NSW),1,Good,Good,0
10201103101,665,11650,Central Coast (NSW),1,Good,Good,0
10201103102,666,11650,Central Coast (NSW),1,Good,Good,0
10201103103,667,11650,Central Coast (NSW),1,Good,Good,0
10201103104,668,11650,Central Coast (NSW),1,Good,Good,0
10201103105,669,11650,Central Coast (NSW),1,Good,Good,0
10201103106,670,11650,Central Coast (NSW),1,Good,Good,0
10201103107,671,11650,Central Coast (NSW),1,Good,Good,0
10201103108,672,11650,Central Coast (NSW),1,Good,Good,0
10201103109,673,11650,Central Coast (NSW),1,Good,Good,0
10201103110,674,11650,Central Coast (NSW),1,Good,Good,0
10201103111,675,11650,Central Coast (NSW),1,Good,Good,0
10201103112,676,11650,Central Coast (NSW),1,Good,Good,0
10201103113,677,11650,Central Coast (NSW),1,Good,Good,0
10201103114,678,11650,Central Coast (NSW),1,Good,Good,0
10201103115,679,11650,Central Coast (NSW),1,Good,Good,0
10201103116,680,11650,Central Coast (NSW),1,Good,Good,0
10201103117,681,11650,Central Coast (NSW),1,Good,Good,0
10201103118,682,11650,Central Coast (NSW),1,Good,Good,0
10201103119,683,11650,Central Coast (NSW),1,Good,Good,0
10201103120,684,11650,Central Coast (NSW),1,Good,Good,0
10201103121,685,11650,Central Coast (NSW),1,Good,Good,0
10201103122,686,11650,Central Coast (NSW),1,Good,Good,0
10201103123,687,11650,Central Coast (NSW),1,Good,Good,0
10201103124,688,11650,Central Coast (NSW),1,Good,Good,0
10201103125,689,11650,Central Coast (NSW),1,Good,Good,0
10201103126,690,11650,Central Coast (NSW),1,Good,Good,0
10201103127,691,11650,Central Coast (NSW),1,Good,Good,0
10201103128,692,11650,Central Coast (NSW),1,Good,Good,0
10201103129,693,11650,Central Coast (NSW),1,Good,Good,0
10201103130,694,11650,Central Coast (NSW),1,Good,Good,0
10201103131,695,11650,Central Coast (NSW),1,Good,Good,0
10201103132,696,11650,Central Coast (NSW),1,Good,Good,0
10201103133,697,11650,Central Coast (NSW),1,Good,Good,0
10201103134,698,11650,Central Coast (NSW),1,Good,Good,0
10201103135,699,11650,Central Coast (NSW),1,Good,Good,0
10201103136,700,11650,Central Coast (NSW),1,Good,Good,0
10201103137,701,11650,Central Coast (NSW),1,Good,Good,0
10201103138,702,11650,Central Coast (NSW),1,Good,Good,0
10201103201,703,11650,Central Coast (NSW),1,Good,Good,0
10201103202,704,11650,Central Coast (NSW),1,Good,Good,0
10201103203,705,11650,Central Coast (NSW),1,Good,Good,0
10201103204,706,11650,Central Coast (NSW),1,Good,Good,0
10201103205,707,11650,Central Coast (NSW),1,Good,Good,0
10201103206,708,11650,Central Coast (NSW),1,Good,Good,0
10201103207,709,11650,Central Coast (NSW),1,Good,Good,0
10201103208,710,11650,Central Coast (NSW),1,Good,Good,0
10201103209,711,11650,Central Coast (NSW),1,Good,Good,0
10201103210,712,11650,Central Coast (NSW),1,Good,Good,0
10201103211,713,11650,Central Coast (NSW),1,Good,Good,0
10201103212,714,11650,Central Coast (NSW),1,Good,Good,0
10201103213,715,11650,Central Coast (NSW),1,Good,Good,0
10201103214,716,11650,Central Coast (NSW),1,Good,Good,0
10201103215,717,11650,Central Coast (NSW),1,Good,Good,0
10201103216,718,11650,Central Coast (NSW),1,Good,Good,0
10201103217,719,11650,Central Coast (NSW),1,Good,Good,0
10201103218,720,11650,Central Coast (NSW),1,Good,Good,0
10201103219,721,11650,Central Coast (NSW),1,Good,Good,0
10201103220,722,11650,Central Coast (NSW),1,Good,Good,0
10201103221,723,11650,Central Coast (NSW),1,Good,Good,0
10201103222,724,11650,Central Coast (NSW),1,Good,Good,0
10201103223,725,11650,Central Coast (NSW),1,Good,Good,0
10201103224,726,11650,Central Coast (NSW),1,Good,Good,0
10201103225,727,11650,Central Coast (NSW),1,Good,Good,0
10201103226,728,11650,Central Coast (NSW),1,Good,Good,0
10201103227,729,11650,Central Coast (NSW),1,Good,Good,0
10201103228,730,11650,Central Coast (NSW),1,Good,Good,0
10201103229,731,11650,Central Coast (NSW),1,Good,Good,0
10201103230,732,11650,Central Coast (NSW),1,Good,Good,0
10201103231,733,11650,Central Coast (NSW),1,Good,Good,0
10201103232,734,11650,Central Coast (NSW),1,Good,Good,0
10201103233,735,11650,Central Coast (NSW),1,Good,Good,0
10201103234,736,11650,Central Coast (NSW),1,Good,Good,0
10201103235,737,11650,Central Coast (NSW),1,Good,Good,0
10201103236,738,11650,Central Coast (NSW),1,Good,Good,0
10201103237,739,11650,Central Coast (NSW),1,Good,Good,0
10201103238,740,11650,Central Coast (NSW),1,Good,Good,0
10201103239,741,11650,Central Coast (NSW),1,Good,Good,0
10201103240,742,11650,Central Coast (NSW),1,Good,Good,0
10201103241,743,11650,Central Coast (NSW),1,Good,Good,0
10201103242,744,11650,Central Coast (NSW),1,Good,Good,0
10201103243,745,11650,Central Coast (NSW),1,Good,Good,0
10201103244,746,11650,Central Coast (NSW),1,Good,Good,0
10201103301,747,11650,Central Coast (NSW),1,Good,Good,0
10201103302,748,11650,Central Coast (NSW),1,Good,Good,0
10201103303,749,11650,Central Coast (NSW),1,Good,Good,0
10201103304,750,11650,Central Coast (NSW),1,Good,Good,0
10201103305,751,11650,Central Coast (NSW),1,Good,Good,0
10201103306,752,11650,Central Coast (NSW),1,Good,Good,0
10201103307,753,11650,Central Coast (NSW),1,Good,Good,0
10201103308,754,11650,Central Coast (NSW),1,Good,Good,0
10201103309,755,11650,Central Coast (NSW),1,Good,Good,0
10201103310,756,11650,Central Coast (NSW),1,Good,Good,0
10201103311,757,11650,Central Coast (NSW),1,Good,Good,0
10201103312,758,11650,Central Coast (NSW),1,Good,Good,0
10201103313,759,11650,Central Coast (NSW),1,Good,Good,0
10201103314,760,11650,Central Coast (NSW),1,Good,Good,0
10201103315,761,11650,Central Coast (NSW),1,Good,Good,0
10201103316,762,11650,Central Coast (NSW),1,Good,Good,0
10201103317,763,11650,Central Coast (NSW),1,Good,Good,0
10201103318,764,11650,Central Coast (NSW),1,Good,Good,0
10201103319,765,11650,Central Coast (NSW),1,Good,Good,0
10201103320,766,11650,Central Coast (NSW),1,Good,Good,0
10201103401,767,11650,Central Coast (NSW),1,Good,Good,0
10201103402,768,11650,Central Coast (NSW),1,Good,Good,0
10201103403,769,11650,Central Coast (NSW),1,Good,Good,0
10201103404,770,11650,Central Coast (NSW),1,Good,Good,0
10201103405,771,11650,Central Coast (NSW),1,Good,Good,0
10201103406,772,11650,Central Coast (NSW),1,Good,Good,0
10201103407,773,11650,Central Coast (NSW),1,Good,Good,0
10201103408,774,11650,Central Coast (NSW),1,Good,Good,0
10201103409,775,11650,Central Coast (NSW),1,Good,Good,0
10201103410,776,11650,Central Coast (NSW),1,Good,Good,0
10201103411,777,11650,Central Coast (NSW),1,Good,Good,0
10201103412,778,11650,Central Coast (NSW),1,Good,Good,0
10201103413,779,11650,Central Coast (NSW),1,Good,Good,0
10201103414,780,11650,Central Coast (NSW),1,Good,Good,0
10201103415,781,11650,Central Coast (NSW),1,Good,Good,0
10201103416,782,11650,Central Coast (NSW),1,Good,Good,0
10201103417,783,11650,Central Coast (NSW),1,Good,Good,0
10201103418,784,11650,Central Coast (NSW),1,Good,Good,0
10201103419,785,11650,Central Coast (NSW),1,Good,Good,0
10201103501,786,11650,Central Coast (NSW),1,Good,Good,0
10201103502,787,11650,Central Coast (NSW),1,Good,Good,0
10201103503,788,11650,Central Coast (NSW),1,Good,Good,0
10201103504,789,11650,Central Coast (NSW),1,Good,Good,0
10201103505,790,11650,Central Coast (NSW),1,Good,Good,0
10201103506,791,11650,Central Coast (NSW),1,Good,Good,0
10201103507,792,11650,Central Coast (NSW),1,Good,Good,0
10201103508,793,11650,Central Coast (NSW),1,Good,Good,0
10201103509,794,11650,Central Coast (NSW),1,Good,Good,0
10201103510,795,11650,Central Coast (NSW),1,Good,Good,0
