SA1_MAINCODE_2011,SA1_UID_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30103101402,31593,31000,Brisbane,1,Good,Good,0
30103101501,31594,31000,Brisbane,1,Good,Good,0
30103101502,31595,31000,Brisbane,1,Good,Good,0
30103101503,31596,31000,Brisbane,1,Good,Good,0
30103101504,31597,31000,Brisbane,1,Good,Good,0
30103101505,31598,31000,Brisbane,1,Good,Good,0
30103101506,31599,31000,Brisbane,1,Good,Good,0
30103101507,31600,31000,Brisbane,1,Good,Good,0
30103101508,31601,31000,Brisbane,1,Good,Good,0
30103101509,31602,31000,Brisbane,1,Good,Good,0
30103101510,31603,31000,Brisbane,1,Good,Good,0
30103101511,31604,31000,Brisbane,1,Good,Good,0
30103101512,31605,31000,Brisbane,1,Good,Good,0
30103101513,31606,31000,Brisbane,1,Good,Good,0
30103101514,31607,31000,Brisbane,1,Good,Good,0
30103101515,31608,31000,Brisbane,1,Good,Good,0
30103101516,31609,31000,Brisbane,1,Good,Good,0
30103101517,31610,31000,Brisbane,1,Good,Good,0
30103101518,31611,31000,Brisbane,1,Good,Good,0
30103101519,31612,31000,Brisbane,1,Good,Good,0
30103101601,31613,31000,Brisbane,1,Good,Good,0
30103101602,31614,31000,Brisbane,1,Good,Good,0
30103101603,31615,31000,Brisbane,1,Good,Good,0
30103101604,31616,31000,Brisbane,1,Good,Good,0
30103101605,31617,31000,Brisbane,1,Good,Good,0
30103101606,31618,31000,Brisbane,1,Good,Good,0
30103101607,31619,31000,Brisbane,1,Good,Good,0
30103101608,31620,31000,Brisbane,1,Good,Good,0
30103101609,31621,31000,Brisbane,1,Good,Good,0
30103101610,31622,31000,Brisbane,1,Good,Good,0
30103101611,31623,31000,Brisbane,1,Good,Good,0
30103101612,31624,31000,Brisbane,1,Good,Good,0
30103101613,31625,31000,Brisbane,1,Good,Good,0
30103101614,31626,31000,Brisbane,1,Good,Good,0
30103101615,31627,31000,Brisbane,1,Good,Good,0
30103101616,31628,31000,Brisbane,1,Good,Good,0
30103101617,31629,31000,Brisbane,1,Good,Good,0
30103101618,31630,31000,Brisbane,1,Good,Good,0
30103101619,31631,31000,Brisbane,1,Good,Good,0
30103101620,31632,31000,Brisbane,1,Good,Good,0
30103101621,31633,31000,Brisbane,1,Good,Good,0
30103101622,31634,31000,Brisbane,1,Good,Good,0
30103101623,31635,31000,Brisbane,1,Good,Good,0
30103101624,31636,31000,Brisbane,1,Good,Good,0
30103101701,31637,31000,Brisbane,1,Good,Good,0
30103101702,31638,31000,Brisbane,1,Good,Good,0
30103101703,31639,31000,Brisbane,1,Good,Good,0
30103101704,31640,31000,Brisbane,1,Good,Good,0
30103101705,31641,31000,Brisbane,1,Good,Good,0
30103101706,31642,31000,Brisbane,1,Good,Good,0
30103101707,31643,31000,Brisbane,1,Good,Good,0
30103101708,31644,31000,Brisbane,1,Good,Good,0
30103101709,31645,31000,Brisbane,1,Good,Good,0
30103101710,31646,31000,Brisbane,1,Good,Good,0
30103101711,31647,31000,Brisbane,1,Good,Good,0
30103101801,31648,31000,Brisbane,1,Good,Good,0
30103101802,31649,31000,Brisbane,1,Good,Good,0
30103101803,31650,31000,Brisbane,1,Good,Good,0
30103101804,31651,31000,Brisbane,1,Good,Good,0
30103101805,31652,31000,Brisbane,1,Good,Good,0
30103101806,31653,31000,Brisbane,1,Good,Good,0
30103101807,31654,31000,Brisbane,1,Good,Good,0
30103101808,31655,31000,Brisbane,1,Good,Good,0
30103101809,31656,31000,Brisbane,1,Good,Good,0
30103101810,31657,31000,Brisbane,1,Good,Good,0
30103101811,31658,31000,Brisbane,1,Good,Good,0
30103101812,31659,31000,Brisbane,1,Good,Good,0
30103101813,31660,31000,Brisbane,1,Good,Good,0
30103101814,31661,31000,Brisbane,1,Good,Good,0
30103101815,31662,31000,Brisbane,1,Good,Good,0
30103101816,31663,31000,Brisbane,1,Good,Good,0
30103101817,31664,31000,Brisbane,1,Good,Good,0
30103101818,31665,31000,Brisbane,1,Good,Good,0
30103101819,31666,31000,Brisbane,1,Good,Good,0
30103101820,31667,31000,Brisbane,1,Good,Good,0
30103101821,31668,31000,Brisbane,1,Good,Good,0
30103101822,31669,31000,Brisbane,1,Good,Good,0
30103101823,31670,31000,Brisbane,1,Good,Good,0
30103101824,31671,31000,Brisbane,1,Good,Good,0
30103101901,31672,31000,Brisbane,1,Good,Good,0
30103101902,31673,31000,Brisbane,1,Good,Good,0
30103101903,31674,31000,Brisbane,1,Good,Good,0
30103101904,31675,31000,Brisbane,1,Good,Good,0
30103101905,31676,31000,Brisbane,1,Good,Good,0
30103101906,31677,31000,Brisbane,1,Good,Good,0
30103101907,31678,31000,Brisbane,1,Good,Good,0
30103101908,31679,31000,Brisbane,1,Good,Good,0
30103101909,31680,31000,Brisbane,1,Good,Good,0
30103101910,31681,31000,Brisbane,1,Good,Good,0
30103101911,31682,31000,Brisbane,1,Good,Good,0
30103101912,31683,31000,Brisbane,1,Good,Good,0
30103102001,31684,31000,Brisbane,1,Good,Good,0
30103102002,31685,31000,Brisbane,1,Good,Good,0
30103102003,31686,31000,Brisbane,1,Good,Good,0
30103102004,31687,31000,Brisbane,1,Good,Good,0
30103102005,31688,31000,Brisbane,1,Good,Good,0
30103102006,31689,31000,Brisbane,1,Good,Good,0
30103102007,31690,31000,Brisbane,1,Good,Good,0
30103102008,31691,31000,Brisbane,1,Good,Good,0
30103102009,31692,31000,Brisbane,1,Good,Good,0
30103102010,31693,31000,Brisbane,1,Good,Good,0
30103102011,31694,31000,Brisbane,1,Good,Good,0
30103102012,31695,31000,Brisbane,1,Good,Good,0
30103102013,31696,31000,Brisbane,1,Good,Good,0
30103102014,31697,31000,Brisbane,1,Good,Good,0
30103102015,31698,31000,Brisbane,1,Good,Good,0
30103102016,31699,31000,Brisbane,1,Good,Good,0
30103102017,31700,31000,Brisbane,1,Good,Good,0
30103102018,31701,31000,Brisbane,1,Good,Good,0
30103102019,31702,31000,Brisbane,1,Good,Good,0
30103102020,31703,31000,Brisbane,1,Good,Good,0
30103102021,31704,31000,Brisbane,1,Good,Good,0
30103102022,31705,31000,Brisbane,1,Good,Good,0
30103102023,31706,31000,Brisbane,1,Good,Good,0
30103102024,31707,31000,Brisbane,1,Good,Good,0
30103102025,31708,31000,Brisbane,1,Good,Good,0
30103102026,31709,31000,Brisbane,1,Good,Good,0
30103102027,31710,31000,Brisbane,1,Good,Good,0
30103102028,31711,31000,Brisbane,1,Good,Good,0
30103102029,31712,31000,Brisbane,1,Good,Good,0
30103102030,31713,31000,Brisbane,1,Good,Good,0
30103102101,31714,31000,Brisbane,1,Good,Good,0
30103102102,31715,31000,Brisbane,1,Good,Good,0
30103102103,31716,31000,Brisbane,1,Good,Good,0
30103102104,31717,31000,Brisbane,1,Good,Good,0
30103102105,31718,31000,Brisbane,1,Good,Good,0
30103102106,31719,31000,Brisbane,1,Good,Good,0
30103102107,31720,31000,Brisbane,1,Good,Good,0
30103102108,31721,31000,Brisbane,1,Good,Good,0
30103102109,31722,31000,Brisbane,1,Good,Good,0
30103102110,31723,31000,Brisbane,1,Good,Good,0
30103102111,31724,31000,Brisbane,1,Good,Good,0
30103102112,31725,31000,Brisbane,1,Good,Good,0
30103102113,31726,31000,Brisbane,1,Good,Good,0
30103102114,31727,31000,Brisbane,1,Good,Good,0
30103102115,31728,31000,Brisbane,1,Good,Good,0
30103102116,31729,31000,Brisbane,1,Good,Good,0
30103102117,31730,31000,Brisbane,1,Good,Good,0
30103102118,31731,31000,Brisbane,1,Good,Good,0
30103102119,31732,31000,Brisbane,1,Good,Good,0
30103102120,31733,31000,Brisbane,1,Good,Good,0
30103102121,31734,31000,Brisbane,1,Good,Good,0
30103102122,31735,31000,Brisbane,1,Good,Good,0
30103102123,31736,31000,Brisbane,1,Good,Good,0
30103102124,31737,31000,Brisbane,1,Good,Good,0
30103102125,31738,31000,Brisbane,1,Good,Good,0
30103102126,31739,31000,Brisbane,1,Good,Good,0
30103102127,31740,31000,Brisbane,1,Good,Good,0
30103102128,31741,31000,Brisbane,1,Good,Good,0
30103102129,31742,31000,Brisbane,1,Good,Good,0
30103102130,31743,31000,Brisbane,1,Good,Good,0
30103102131,31744,31000,Brisbane,1,Good,Good,0
30103102132,31745,31000,Brisbane,1,Good,Good,0
30103102133,31746,31000,Brisbane,1,Good,Good,0
30103102134,31747,31000,Brisbane,1,Good,Good,0
30103102135,31748,31000,Brisbane,1,Good,Good,0
30103102136,31749,31000,Brisbane,1,Good,Good,0
30103102137,31750,31000,Brisbane,1,Good,Good,0
30201102201,31751,31000,Brisbane,1,Good,Good,0
30201102202,31752,31000,Brisbane,1,Good,Good,0
30201102203,31753,31000,Brisbane,1,Good,Good,0
30201102204,31754,31000,Brisbane,1,Good,Good,0
30201102205,31755,31000,Brisbane,1,Good,Good,0
30201102206,31756,31000,Brisbane,1,Good,Good,0
30201102207,31757,31000,Brisbane,1,Good,Good,0
30201102208,31758,31000,Brisbane,1,Good,Good,0
30201102209,31759,31000,Brisbane,1,Good,Good,0
30201102210,31760,31000,Brisbane,1,Good,Good,0
30201102211,31761,31000,Brisbane,1,Good,Good,0
30201102212,31762,31000,Brisbane,1,Good,Good,0
30201102213,31763,31000,Brisbane,1,Good,Good,0
30201102214,31764,31000,Brisbane,1,Good,Good,0
30201102215,31765,31000,Brisbane,1,Good,Good,0
30201102216,31766,31000,Brisbane,1,Good,Good,0
30201102217,31767,31000,Brisbane,1,Good,Good,0
30201102218,31768,31000,Brisbane,1,Good,Good,0
30201102219,31769,31000,Brisbane,1,Good,Good,0
30201102301,31770,31000,Brisbane,1,Good,Good,0
30201102302,31771,31000,Brisbane,1,Good,Good,0
30201102303,31772,31000,Brisbane,1,Good,Good,0
30201102304,31773,31000,Brisbane,1,Good,Good,0
30201102305,31774,31000,Brisbane,1,Good,Good,0
30201102306,31775,31000,Brisbane,1,Good,Good,0
30201102307,31776,31000,Brisbane,1,Good,Good,0
30201102308,31777,31000,Brisbane,1,Good,Good,0
30201102309,31778,31000,Brisbane,1,Good,Good,0
30201102310,31779,31000,Brisbane,1,Good,Good,0
30201102311,31780,31000,Brisbane,1,Good,Good,0
30201102312,31781,31000,Brisbane,1,Good,Good,0
30201102313,31782,31000,Brisbane,1,Good,Good,0
30201102314,31783,31000,Brisbane,1,Good,Good,0
30201102315,31784,31000,Brisbane,1,Good,Good,0
30201102316,31785,31000,Brisbane,1,Good,Good,0
30201102317,31786,31000,Brisbane,1,Good,Good,0
30201102318,31787,31000,Brisbane,1,Good,Good,0
30201102319,31788,31000,Brisbane,1,Good,Good,0
30201102401,31789,31000,Brisbane,1,Good,Good,0
30201102402,31790,31000,Brisbane,1,Good,Good,0
30201102403,31791,31000,Brisbane,1,Good,Good,0
30201102404,31792,31000,Brisbane,1,Good,Good,0
30201102405,31793,31000,Brisbane,1,Good,Good,0
30201102406,31794,31000,Brisbane,1,Good,Good,0
30201102407,31795,31000,Brisbane,1,Good,Good,0
30201102408,31796,31000,Brisbane,1,Good,Good,0
30201102409,31797,31000,Brisbane,1,Good,Good,0
30201102410,31798,31000,Brisbane,1,Good,Good,0
30201102411,31799,31000,Brisbane,1,Good,Good,0
30201102412,31800,31000,Brisbane,1,Good,Good,0
30201102413,31801,31000,Brisbane,1,Good,Good,0
30201102414,31802,31000,Brisbane,1,Good,Good,0
30201102415,31803,31000,Brisbane,1,Good,Good,0
30201102416,31804,31000,Brisbane,1,Good,Good,0
30201102417,31805,31000,Brisbane,1,Good,Good,0
30201102501,31806,31000,Brisbane,1,Good,Good,0
30201102502,31807,31000,Brisbane,1,Good,Good,0
30201102503,31808,31000,Brisbane,1,Good,Good,0
30201102504,31809,31000,Brisbane,1,Good,Good,0
30201102505,31810,31000,Brisbane,1,Good,Good,0
30201102506,31811,31000,Brisbane,1,Good,Good,0
30201102507,31812,31000,Brisbane,1,Good,Good,0
30201102508,31813,31000,Brisbane,1,Good,Good,0
30201102509,31814,31000,Brisbane,1,Good,Good,0
30201102510,31815,31000,Brisbane,1,Good,Good,0
30201102511,31816,31000,Brisbane,1,Good,Good,0
30201102512,31817,31000,Brisbane,1,Good,Good,0
30201102513,31818,31000,Brisbane,1,Good,Good,0
30201102514,31819,31000,Brisbane,1,Good,Good,0
30201102515,31820,31000,Brisbane,1,Good,Good,0
30201102516,31821,31000,Brisbane,1,Good,Good,0
30201102517,31822,31000,Brisbane,1,Good,Good,0
30201102518,31823,31000,Brisbane,1,Good,Good,0
30201102519,31824,31000,Brisbane,1,Good,Good,0
30201102601,31825,31000,Brisbane,1,Good,Good,0
30201102602,31826,31000,Brisbane,1,Good,Good,0
30201102603,31827,31000,Brisbane,1,Good,Good,0
30201102604,31828,31000,Brisbane,1,Good,Good,0
30201102605,31829,31000,Brisbane,1,Good,Good,0
30201102606,31830,31000,Brisbane,1,Good,Good,0
30201102607,31831,31000,Brisbane,1,Good,Good,0
30201102608,31832,31000,Brisbane,1,Good,Good,0
30201102609,31833,31000,Brisbane,1,Good,Good,0
30201102610,31834,31000,Brisbane,1,Good,Good,0
30201102611,31835,31000,Brisbane,1,Good,Good,0
30201102612,31836,31000,Brisbane,1,Good,Good,0
30201102613,31837,31000,Brisbane,1,Good,Good,0
30201102614,31838,31000,Brisbane,1,Good,Good,0
30201102615,31839,31000,Brisbane,1,Good,Good,0
30201102616,31840,31000,Brisbane,1,Good,Good,0
30201102617,31841,31000,Brisbane,1,Good,Good,0
30201102618,31842,31000,Brisbane,1,Good,Good,0
30202102701,31843,31000,Brisbane,1,Good,Good,0
30202102702,31844,31000,Brisbane,1,Good,Good,0
30202102703,31845,31000,Brisbane,1,Good,Good,0
30202102704,31846,31000,Brisbane,1,Good,Good,0
30202102705,31847,31000,Brisbane,1,Good,Good,0
30202102706,31848,31000,Brisbane,1,Good,Good,0
30202102707,31849,31000,Brisbane,1,Good,Good,0
30202102708,31850,31000,Brisbane,1,Good,Good,0
30202102709,31851,31000,Brisbane,1,Good,Good,0
30202102710,31852,31000,Brisbane,1,Good,Good,0
30202102711,31853,31000,Brisbane,1,Good,Good,0
30202102712,31854,31000,Brisbane,1,Good,Good,0
30202102713,31855,31000,Brisbane,1,Good,Good,0
30202102714,31856,31000,Brisbane,1,Good,Good,0
30202102715,31857,31000,Brisbane,1,Good,Good,0
30202102716,31858,31000,Brisbane,1,Good,Good,0
30202102717,31859,31000,Brisbane,1,Good,Good,0
30202102718,31860,31000,Brisbane,1,Good,Good,0
30202102719,31861,31000,Brisbane,1,Good,Good,0
30202102720,31862,31000,Brisbane,1,Good,Good,0
30202102721,31863,31000,Brisbane,1,Good,Good,0
30202102722,31864,31000,Brisbane,1,Good,Good,0
30202102723,31865,31000,Brisbane,1,Good,Good,0
30202102724,31866,31000,Brisbane,1,Good,Good,0
30202102725,31867,31000,Brisbane,1,Good,Good,0
30202102726,31868,31000,Brisbane,1,Good,Good,0
30202102727,31869,31000,Brisbane,1,Good,Good,0
30202102728,31870,31000,Brisbane,1,Good,Good,0
30202102729,31871,31000,Brisbane,1,Good,Good,0
30202102730,31872,31000,Brisbane,1,Good,Good,0
30202102731,31873,31000,Brisbane,1,Good,Good,0
30202102732,31874,31000,Brisbane,1,Good,Good,0
30202102733,31875,31000,Brisbane,1,Good,Good,0
30202102801,31876,31000,Brisbane,1,Good,Good,0
30202102802,31877,31000,Brisbane,1,Good,Good,0
30202102803,31878,31000,Brisbane,1,Good,Good,0
30202102804,31879,31000,Brisbane,1,Good,Good,0
30202102805,31880,31000,Brisbane,1,Good,Good,0
30202102806,31881,31000,Brisbane,1,Good,Good,0
30202102807,31882,31000,Brisbane,1,Good,Good,0
30202102808,31883,31000,Brisbane,1,Good,Good,0
30202102809,31884,31000,Brisbane,1,Good,Good,0
30202102810,31885,31000,Brisbane,1,Good,Good,0
30202102811,31886,31000,Brisbane,1,Good,Good,0
30202102812,31887,31000,Brisbane,1,Good,Good,0
30202102813,31888,31000,Brisbane,1,Good,Good,0
30202102814,31889,31000,Brisbane,1,Good,Good,0
30202102815,31890,31000,Brisbane,1,Good,Good,0
30202102816,31891,31000,Brisbane,1,Good,Good,0
30202102817,31892,31000,Brisbane,1,Good,Good,0
30202102818,31893,31000,Brisbane,1,Good,Good,0
30202102819,31894,31000,Brisbane,1,Good,Good,0
30202102901,31895,31000,Brisbane,1,Good,Good,0
30202102902,31896,31000,Brisbane,1,Good,Good,0
30202102903,31897,31000,Brisbane,1,Good,Good,0
30202102904,31898,31000,Brisbane,1,Good,Good,0
30202102905,31899,31000,Brisbane,1,Good,Good,0
30202102906,31900,31000,Brisbane,1,Good,Good,0
30202102907,31901,31000,Brisbane,1,Good,Good,0
30202102908,31902,31000,Brisbane,1,Good,Good,0
30202102909,31903,31000,Brisbane,1,Good,Good,0
30202102910,31904,31000,Brisbane,1,Good,Good,0
30202102911,31905,31000,Brisbane,1,Good,Good,0
30202102912,31906,31000,Brisbane,1,Good,Good,0
30202102913,31907,31000,Brisbane,1,Good,Good,0
30202102914,31908,31000,Brisbane,1,Good,Good,0
30202102915,31909,31000,Brisbane,1,Good,Good,0
30202102916,31910,31000,Brisbane,1,Good,Good,0
30202102917,31911,31000,Brisbane,1,Good,Good,0
30202103001,31912,31000,Brisbane,1,Good,Good,0
30202103002,31913,31000,Brisbane,1,Good,Good,0
30202103003,31914,31000,Brisbane,1,Good,Good,0
30202103004,31915,31000,Brisbane,1,Good,Good,0
30202103005,31916,31000,Brisbane,1,Good,Good,0
30202103006,31917,31000,Brisbane,1,Good,Good,0
30202103007,31918,31000,Brisbane,1,Good,Good,0
30202103008,31919,31000,Brisbane,1,Good,Good,0
30202103009,31920,31000,Brisbane,1,Good,Good,0
30202103010,31921,31000,Brisbane,1,Good,Good,0
30202103011,31922,31000,Brisbane,1,Good,Good,0
30202103101,31923,31000,Brisbane,1,Good,Good,0
30202103102,31924,31000,Brisbane,1,Good,Good,0
30202103103,31925,31000,Brisbane,1,Good,Good,0
30202103104,31926,31000,Brisbane,1,Good,Good,0
30202103105,31927,31000,Brisbane,1,Good,Good,0
30202103106,31928,31000,Brisbane,1,Good,Good,0
30202103107,31929,31000,Brisbane,1,Good,Good,0
30202103108,31930,31000,Brisbane,1,Good,Good,0
30202103109,31931,31000,Brisbane,1,Good,Good,0
30202103110,31932,31000,Brisbane,1,Good,Good,0
30202103111,31933,31000,Brisbane,1,Good,Good,0
30202103112,31934,31000,Brisbane,1,Good,Good,0
30202103113,31935,31000,Brisbane,1,Good,Good,0
30202103114,31936,31000,Brisbane,1,Good,Good,0
30202103115,31937,31000,Brisbane,1,Good,Good,0
30202103116,31938,31000,Brisbane,1,Good,Good,0
30202103117,31939,31000,Brisbane,1,Good,Good,0
30202103118,31940,31000,Brisbane,1,Good,Good,0
30202103119,31941,31000,Brisbane,1,Good,Good,0
30202103120,31942,31000,Brisbane,1,Good,Good,0
30202103121,31943,31000,Brisbane,1,Good,Good,0
30202103122,31944,31000,Brisbane,1,Good,Good,0
30202103123,31945,31000,Brisbane,1,Good,Good,0
30202103124,31946,31000,Brisbane,1,Good,Good,0
30202103125,31947,31000,Brisbane,1,Good,Good,0
30202103126,31948,31000,Brisbane,1,Good,Good,0
30202103127,31949,31000,Brisbane,1,Good,Good,0
30202103128,31950,31000,Brisbane,1,Good,Good,0
30202103129,31951,31000,Brisbane,1,Good,Good,0
30202103130,31952,31000,Brisbane,1,Good,Good,0
30202103131,31953,31000,Brisbane,1,Good,Good,0
30202103132,31954,31000,Brisbane,1,Good,Good,0
30202103201,31955,31000,Brisbane,1,Good,Good,0
30202103202,31956,31000,Brisbane,1,Good,Good,0
30202103203,31957,31000,Brisbane,1,Good,Good,0
30202103204,31958,31000,Brisbane,1,Good,Good,0
30202103205,31959,31000,Brisbane,1,Good,Good,0
30202103206,31960,31000,Brisbane,1,Good,Good,0
30202103207,31961,31000,Brisbane,1,Good,Good,0
30202103208,31962,31000,Brisbane,1,Good,Good,0
30202103209,31963,31000,Brisbane,1,Good,Good,0
30202103210,31964,31000,Brisbane,1,Good,Good,0
30202103211,31965,31000,Brisbane,1,Good,Good,0
30202103212,31966,31000,Brisbane,1,Good,Good,0
30202103213,31967,31000,Brisbane,1,Good,Good,0
30202103214,31968,31000,Brisbane,1,Good,Good,0
30202103215,31969,31000,Brisbane,1,Good,Good,0
30202103216,31970,31000,Brisbane,1,Good,Good,0
30202103217,31971,31000,Brisbane,1,Good,Good,0
30202103218,31972,31000,Brisbane,1,Good,Good,0
30202103301,31973,31000,Brisbane,1,Good,Good,0
30202103302,31974,31000,Brisbane,1,Good,Good,0
30202103303,31975,31000,Brisbane,1,Good,Good,0
30202103304,31976,31000,Brisbane,1,Good,Good,0
30202103305,31977,31000,Brisbane,1,Good,Good,0
30202103306,31978,31000,Brisbane,1,Good,Good,0
30202103307,31979,31000,Brisbane,1,Good,Good,0
30202103308,31980,31000,Brisbane,1,Good,Good,0
30202103309,31981,31000,Brisbane,1,Good,Good,0
30202103310,31982,31000,Brisbane,1,Good,Good,0
30202103311,31983,31000,Brisbane,1,Good,Good,0
30202103312,31984,31000,Brisbane,1,Good,Good,0
30202103313,31985,31000,Brisbane,1,Good,Good,0
30202103314,31986,31000,Brisbane,1,Good,Good,0
30202103315,31987,31000,Brisbane,1,Good,Good,0
30202103316,31988,31000,Brisbane,1,Good,Good,0
30202103401,31989,31000,Brisbane,1,Good,Good,0
30202103402,31990,31000,Brisbane,1,Good,Good,0
30202103403,31991,31000,Brisbane,1,Good,Good,0
30202103404,31992,31000,Brisbane,1,Good,Good,0
30202103405,31993,31000,Brisbane,1,Good,Good,0
30202103406,31994,31000,Brisbane,1,Good,Good,0
30202103407,31995,31000,Brisbane,1,Good,Good,0
30202103408,31996,31000,Brisbane,1,Good,Good,0
30202103409,31997,31000,Brisbane,1,Good,Good,0
30202103410,31998,31000,Brisbane,1,Good,Good,0
30202103411,31999,31000,Brisbane,1,Good,Good,0
30202103412,32000,31000,Brisbane,1,Good,Good,0
30202103413,32001,31000,Brisbane,1,Good,Good,0
30202103414,32002,31000,Brisbane,1,Good,Good,0
30202103415,32003,31000,Brisbane,1,Good,Good,0
30202103416,32004,31000,Brisbane,1,Good,Good,0
30202103417,32005,31000,Brisbane,1,Good,Good,0
30202103418,32006,31000,Brisbane,1,Good,Good,0
30202103419,32007,31000,Brisbane,1,Good,Good,0
30202103420,32008,31000,Brisbane,1,Good,Good,0
30202103421,32009,31000,Brisbane,1,Good,Good,0
30202103422,32010,31000,Brisbane,1,Good,Good,0
30202103423,32011,31000,Brisbane,1,Good,Good,0
30203103501,32012,31000,Brisbane,1,Good,Good,0
30203103502,32013,31000,Brisbane,1,Good,Good,0
30203103503,32014,31000,Brisbane,1,Good,Good,0
30203103504,32015,31000,Brisbane,1,Good,Good,0
30203103505,32016,31000,Brisbane,1,Good,Good,0
30203103506,32017,31000,Brisbane,1,Good,Good,0
30203103507,32018,31000,Brisbane,1,Good,Good,0
30203103508,32019,31000,Brisbane,1,Good,Good,0
30203103509,32020,31000,Brisbane,1,Good,Good,0
30203103510,32021,31000,Brisbane,1,Good,Good,0
30203103511,32022,31000,Brisbane,1,Good,Good,0
30203103512,32023,31000,Brisbane,1,Good,Good,0
30203103513,32024,31000,Brisbane,1,Good,Good,0
30203103514,32025,31000,Brisbane,1,Good,Good,0
30203103515,32026,31000,Brisbane,1,Good,Good,0
30203103516,32027,31000,Brisbane,1,Good,Good,0
30203103517,32028,31000,Brisbane,1,Good,Good,0
30203103518,32029,31000,Brisbane,1,Good,Good,0
30203103519,32030,31000,Brisbane,1,Good,Good,0
30203103520,32031,31000,Brisbane,1,Good,Good,0
30203103521,32032,31000,Brisbane,1,Good,Good,0
30203103522,32033,31000,Brisbane,1,Good,Good,0
30203103601,32034,31000,Brisbane,1,Good,Good,0
30203103701,32035,31000,Brisbane,1,Good,Good,0
30203103702,32036,31000,Brisbane,1,Good,Good,0
30203103801,32037,31000,Brisbane,1,Good,Good,0
30203103802,32038,31000,Brisbane,1,Good,Good,0
30203103803,32039,31000,Brisbane,1,Good,Good,0
30203103804,32040,31000,Brisbane,1,Good,Good,0
30203103805,32041,31000,Brisbane,1,Good,Good,0
30203103806,32042,31000,Brisbane,1,Good,Good,0
30203103807,32043,31000,Brisbane,1,Good,Good,0
30203103808,32044,31000,Brisbane,1,Good,Good,0
30203103809,32045,31000,Brisbane,1,Good,Good,0
30203103810,32046,31000,Brisbane,1,Good,Good,0
30203103811,32047,31000,Brisbane,1,Good,Good,0
30203103812,32048,31000,Brisbane,1,Good,Good,0
30203103813,32049,31000,Brisbane,1,Good,Good,0
30203103814,32050,31000,Brisbane,1,Good,Good,0
30203103815,32051,31000,Brisbane,1,Good,Good,0
30203103816,32052,31000,Brisbane,1,Good,Good,0
30203103901,32053,31000,Brisbane,1,Good,Good,0
30203103902,32054,31000,Brisbane,1,Good,Good,0
30203103903,32055,31000,Brisbane,1,Good,Good,0
30203103904,32056,31000,Brisbane,1,Good,Good,0
30203103905,32057,31000,Brisbane,1,Good,Good,0
30203103906,32058,31000,Brisbane,1,Good,Good,0
30203103907,32059,31000,Brisbane,1,Good,Good,0
30203103908,32060,31000,Brisbane,1,Good,Good,0
30203103909,32061,31000,Brisbane,1,Good,Good,0
30203103910,32062,31000,Brisbane,1,Good,Good,0
30203103911,32063,31000,Brisbane,1,Good,Good,0
30203103912,32064,31000,Brisbane,1,Good,Good,0
30203103913,32065,31000,Brisbane,1,Good,Good,0
30203103914,32066,31000,Brisbane,1,Good,Good,0
30203103915,32067,31000,Brisbane,1,Good,Good,0
30203103916,32068,31000,Brisbane,1,Good,Good,0
30203103917,32069,31000,Brisbane,1,Good,Good,0
30203103918,32070,31000,Brisbane,1,Good,Good,0
30203103919,32071,31000,Brisbane,1,Good,Good,0
30203103920,32072,31000,Brisbane,1,Good,Good,0
30203103921,32073,31000,Brisbane,1,Good,Good,0
30203103922,32074,31000,Brisbane,1,Good,Good,0
30203103923,32075,31000,Brisbane,1,Good,Good,0
30203104001,32076,31000,Brisbane,1,Good,Good,0
30203104002,32077,31000,Brisbane,1,Good,Good,0
30203104003,32078,31000,Brisbane,1,Good,Good,0
30203104004,32079,31000,Brisbane,1,Good,Good,0
30203104005,32080,31000,Brisbane,1,Good,Good,0
30203104006,32081,31000,Brisbane,1,Good,Good,0
30203104007,32082,31000,Brisbane,1,Good,Good,0
30203104008,32083,31000,Brisbane,1,Good,Good,0
30203104009,32084,31000,Brisbane,1,Good,Good,0
30203104010,32085,31000,Brisbane,1,Good,Good,0
30203104011,32086,31000,Brisbane,1,Good,Good,0
30203104012,32087,31000,Brisbane,1,Good,Good,0
30203104013,32088,31000,Brisbane,1,Good,Good,0
30203104014,32089,31000,Brisbane,1,Good,Good,0
30203104015,32090,31000,Brisbane,1,Good,Good,0
30203104016,32091,31000,Brisbane,1,Good,Good,0
30203104017,32092,31000,Brisbane,1,Good,Good,0
30203104018,32093,31000,Brisbane,1,Good,Good,0
30203104019,32094,31000,Brisbane,1,Good,Good,0
30203104020,32095,31000,Brisbane,1,Good,Good,0
30203104021,32096,31000,Brisbane,1,Good,Good,0
30203104022,32097,31000,Brisbane,1,Good,Good,0
30203104023,32098,31000,Brisbane,1,Good,Good,0
30204104101,32099,31000,Brisbane,1,Good,Good,0
30204104102,32100,31000,Brisbane,1,Good,Good,0
30204104103,32101,31000,Brisbane,1,Good,Good,0
30204104104,32102,31000,Brisbane,1,Good,Good,0
30204104105,32103,31000,Brisbane,1,Good,Good,0
30204104106,32104,31000,Brisbane,1,Good,Good,0
30204104107,32105,31000,Brisbane,1,Good,Good,0
30204104108,32106,31000,Brisbane,1,Good,Good,0
