DZN_CODE_2011,DZN_NAME_2011,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
510391370,Mount Lawley - Inglewood,510391370,1,Good,Good,0
510391373,Mount Lawley - Inglewood,510391373,1,Good,Good,0
510391383,Mount Lawley - Inglewood,510391383,1,Good,Good,0
510391384,Mount Lawley - Inglewood,510391384,1,Good,Good,0
510391389,Mount Lawley - Inglewood,510391389,1,Good,Good,0
510391394,Mount Lawley - Inglewood,510391394,1,Good,Good,0
510391397,Mount Lawley - Inglewood,510391397,1,Good,Good,0
510401002,North Perth,510401002,1,Good,Good,0
510401003,North Perth,510401003,1,Good,Good,0
510401008,North Perth,510401008,1,Good,Good,0
510401009,North Perth,510401009,1,Good,Good,0
510401013,North Perth,510401013,1,Good,Good,0
510411021,Perth City,512960002,1,Good,Good,0
510411022,Perth City,512960003,1,Good,Good,0
510411023,Perth City,512960004,1,Good,Good,0
510411024,Perth City,512960005,1,Good,Good,0
510411027,Perth City,512950003,1,Good,Good,0
510411029,Perth City,512960006,1,Good,Good,0
510411030,Perth City,512960007,1,Good,Good,0
510411031,Perth City,512960008,0.9,Good,Good,0
510411031,Perth City,512960009,0.1,Acceptable,Good,0
510411033,Perth City,512960009,1,Acceptable,Good,0
510411035,Perth City,512960010,1,Good,Good,0
510411036,Perth City,512970002,1,Good,Good,0
510411037,Perth City,512970003,1,Good,Good,0
510411041,Perth City,512960011,1,Good,Good,0
510411044,Perth City,512970004,1,Good,Good,0
510411045,Perth City,512960012,1,Good,Good,0
510411047,Perth City,512970005,1,Good,Good,0
510411048,Perth City,512950001,0.375,Poor,Good,0
510411048,Perth City,512960001,0.625,Poor,Good,0
510411050,Perth City,512970006,1,Good,Good,0
510411051,Perth City,512970007,1,Good,Good,0
510411052,Perth City,512970008,1,Good,Good,0
510411053,Perth City,512960013,1,Good,Good,0
510411054,Perth City,512970009,1,Good,Good,0
510411055,Perth City,512970010,1,Good,Good,0
510411056,Perth City,512970011,1,Good,Good,0
510411057,Perth City,512970012,1,Good,Good,0
510411058,Perth City,512970013,1,Good,Good,0
510411061,Perth City,512970014,1,Good,Good,0
510411062,Perth City,512950004,1,Good,Good,0
510411063,Perth City,512970015,1,Good,Good,0
510411064,Perth City,512950005,1,Good,Good,0
510411065,Perth City,512970016,1,Good,Good,0
510411066,Perth City,512970017,1,Good,Good,0
510411067,Perth City,512950006,1,Good,Good,0
510411069,Perth City,512970018,1,Good,Good,0
510411070,Perth City,512970019,1,Good,Good,0
510411071,Perth City,512970020,1,Good,Good,0
510411073,Perth City,512970021,1,Good,Good,0
510411075,Perth City,512970022,1,Good,Good,0
510411076,Perth City,512970023,1,Good,Good,0
510411077,Perth City,512970024,1,Good,Good,0
510411078,Perth City,512970025,1,Good,Good,0
510411079,Perth City,512970026,1,Good,Good,0
510411080,Perth City,512970027,1,Good,Good,0
510411081,Perth City,512970028,1,Good,Good,0
510411083,Perth City,512970029,1,Good,Good,0
510411084,Perth City,512970030,1,Good,Good,0
510411085,Perth City,512970031,1,Good,Good,0
510411086,Perth City,512970032,1,Good,Good,0
510411087,Perth City,512970033,1,Good,Good,0
510411088,Perth City,512970034,1,Good,Good,0
510411090,Perth City,512970035,1,Good,Good,0
510411091,Perth City,512970036,1,Good,Good,0
510411092,Perth City,512950007,1,Good,Good,0
510411093,Perth City,512970037,1,Good,Good,0
510411094,Perth City,512970038,1,Good,Good,0
510411095,Perth City,512970039,1,Good,Good,0
510411096,Perth City,512970040,1,Good,Good,0
510411097,Perth City,512970041,1,Good,Good,0
510411098,Perth City,512970042,1,Good,Good,0
510411099,Perth City,512970043,1,Good,Good,0
510411100,Perth City,512970044,1,Good,Good,0
510411101,Perth City,512970045,1,Good,Good,0
510411102,Perth City,512970046,1,Good,Good,0
510411103,Perth City,512950008,1,Good,Good,0
510411104,Perth City,512950009,1,Good,Good,0
510411105,Perth City,512950010,1,Good,Good,0
510411106,Perth City,512970046,0.2,Good,Good,0
510411106,Perth City,512970047,0.7,Poor,Good,0
510411106,Perth City,512970049,0.1,Acceptable,Good,0
510411107,Perth City,512970048,1,Good,Good,0
510411108,Perth City,512970046,0.1,Good,Good,0
510411108,Perth City,512970049,0.9,Acceptable,Good,0
510411109,Perth City,512970050,1,Good,Good,0
510411111,Perth City,512950011,1,Good,Good,0
510411112,Perth City,512950002,0.5714286,Poor,Good,0
510411112,Perth City,512970001,0.4285714,Poor,Good,0
510411114,Perth City,512950012,1,Good,Good,0
510411116,Perth City,512950002,1,Poor,Good,0
510411117,Perth City,512950013,1,Good,Good,0
510411118,Perth City,512950014,1,Good,Good,0
510421038,Subiaco - Shenton Park,510420001,1,Good,Good,0
510421039,Subiaco - Shenton Park,510420001,0.9,Good,Good,0
510421039,Subiaco - Shenton Park,510421059,0.1,Good,Good,0
510421040,Subiaco - Shenton Park,510421040,1,Good,Good,0
510421042,Subiaco - Shenton Park,510421042,1,Good,Good,0
510421043,Subiaco - Shenton Park,510421043,1,Good,Good,0
510421046,Subiaco - Shenton Park,510421046,1,Good,Good,0
510421059,Subiaco - Shenton Park,510421059,1,Good,Good,0
510421060,Subiaco - Shenton Park,510421060,1,Good,Good,0
510421072,Subiaco - Shenton Park,510421072,1,Good,Good,0
510421074,Subiaco - Shenton Park,510421074,1,Good,Good,0
510421110,Subiaco - Shenton Park,510421110,1,Good,Good,0
510431007,Wembley - West Leederville - Glendalough,510431028,0.025641,Good,Good,0
510431007,Wembley - West Leederville - Glendalough,510431007,0.974359,Good,Good,0
510431016,Wembley - West Leederville - Glendalough,510431016,1,Good,Good,0
510431018,Wembley - West Leederville - Glendalough,510431018,1,Good,Good,0
510431025,Wembley - West Leederville - Glendalough,510431025,1,Good,Good,0
510431028,Wembley - West Leederville - Glendalough,510431028,1,Good,Good,0
510431034,Wembley - West Leederville - Glendalough,510431034,1,Good,Good,0
510431381,Wembley - West Leederville - Glendalough,510431381,1,Good,Good,0
510431390,Wembley - West Leederville - Glendalough,510431390,1,Good,Good,0
510441333,Bassendean - Eden Hill - Ashfield,510441333,1,Good,Good,0
510441355,Bassendean - Eden Hill - Ashfield,510441355,1,Good,Good,0
510441359,Bassendean - Eden Hill - Ashfield,510441359,1,Good,Good,0
510441371,Bassendean - Eden Hill - Ashfield,510441371,1,Good,Good,0
510451343,Bayswater - Embleton - Bedford,510451343,1,Good,Good,0
510451348,Bayswater - Embleton - Bedford,510451348,1,Good,Good,0
510451354,Bayswater - Embleton - Bedford,510451354,1,Good,Good,0
510451357,Bayswater - Embleton - Bedford,510451357,1,Good,Good,0
510451361,Bayswater - Embleton - Bedford,510451361,1,Good,Good,0
510451374,Bayswater - Embleton - Bedford,510451374,1,Good,Good,0
510451382,Bayswater - Embleton - Bedford,510451382,1,Good,Good,0
510451385,Bayswater - Embleton - Bedford,510451385,1,Good,Good,0
510451386,Bayswater - Embleton - Bedford,510451385,0.0204082,Good,Good,0
510451386,Bayswater - Embleton - Bedford,510451386,0.9795918,Good,Good,0
510461387,Maylands,510461387,1,Good,Good,0
510461392,Maylands,510461392,1,Good,Good,0
510461393,Maylands,510461393,1,Good,Good,0
510471322,Morley,510471326,0.0208333,Good,Good,0
510471322,Morley,510471322,0.9791667,Good,Good,0
510471326,Morley,510471326,1,Good,Good,0
510471327,Morley,510471327,1,Good,Good,0
510471334,Morley,510471334,1,Good,Good,0
510471340,Morley,510471340,1,Good,Good,0
510471344,Morley,510471344,1,Good,Good,0
510471349,Morley,510471349,1,Good,Good,0
510481311,Noranda,510481311,1,Good,Good,0
510481316,Noranda,510481316,1,Good,Good,0
510491813,Chidlow,510491813,1,Good,Good,0
510501692,Glen Forrest - Darlington,510501692,1,Good,Good,0
510501719,Glen Forrest - Darlington,510501719,1,Good,Good,0
510511720,Helena Valley - Koongamia,510511720,1,Good,Good,0
510521704,Malmalling - Reservoir,510521704,1,Good,Good,0
510531677,Mundaring,510531677,1,Good,Good,0
510531691,Mundaring,510531691,1,Good,Good,0
510531718,Mundaring,510531718,1,Good,Good,0
510541701,Swan View - Greenmount - Midvale,510541701,1,Good,Good,0
510541702,Swan View - Greenmount - Midvale,510541702,1,Good,Good,0
510541707,Swan View - Greenmount - Midvale,510541707,1,Good,Good,0
510541708,Swan View - Greenmount - Midvale,510541708,1,Good,Good,0
510551811,Avon Valley National Park,510551811,1,Good,Good,0
510561680,Ballajura,510561680,1,Good,Good,0
510561684,Ballajura,510561684,1,Good,Good,0
510561695,Ballajura,510561695,1,Good,Good,0
510571660,Beechboro,510571660,1,Good,Good,0
510571682,Beechboro,510571682,1,Good,Good,0
510571698,Beechboro,510571698,1,Good,Good,0
510581614,Bullsbrook,510581614,1,Good,Good,0
510581810,Bullsbrook,510581810,1,Good,Good,0
510591640,Ellenbrook,512990001,0.0232558,Acceptable,Good,0
510591640,Ellenbrook,513000001,0.627907,Poor,Good,0
510591640,Ellenbrook,512980001,0.3488372,Poor,Good,0
510591658,Ellenbrook,512990001,1,Acceptable,Good,0
510601812,Gidgegannup,510601812,1,Good,Good,0
510611715,Hazelmere - South Guildford,510611715,1,Good,Good,0
510611717,Hazelmere - South Guildford,510611717,1,Good,Good,0
510611721,Hazelmere - South Guildford,510610001,0.9534884,Good,Good,0
510611721,Hazelmere - South Guildford,511181388,0.0232558,Good,Good,0
510611721,Hazelmere - South Guildford,511210001,0.0232558,Good,Good,0
510611722,Hazelmere - South Guildford,510611722,1,Good,Good,0
510611724,Hazelmere - South Guildford,510611724,1,Good,Good,0
510621699,Lockridge - Kiara,510621699,1,Good,Good,0
510621703,Lockridge - Kiara,510621703,1,Good,Good,0
510631694,Malaga,510631694,1,Good,Good,0
510631696,Malaga,510631696,1,Good,Good,0
510631697,Malaga,510631697,1,Good,Good,0
510641613,Melaleuca - Lexia,510641613,1,Good,Good,0
510651671,Middle Swan - Herne Hill,510651671,1,Good,Good,0
510651700,Middle Swan - Herne Hill,510651700,1,Good,Good,0
510661705,Midland - Guildford,510661705,1,Good,Good,0
510661706,Midland - Guildford,510661706,1,Good,Good,0
510661709,Midland - Guildford,510661709,1,Good,Good,0
510661710,Midland - Guildford,510661710,1,Good,Good,0
510661711,Midland - Guildford,510661711,1,Good,Good,0
510661712,Midland - Guildford,510661712,1,Good,Good,0
510661713,Midland - Guildford,510661713,1,Good,Good,0
510661714,Midland - Guildford,510661714,1,Good,Good,0
510661716,Midland - Guildford,510661716,1,Good,Good,0
510671667,Stratton - Jane Brook,510671667,1,Good,Good,0
510681637,The Vines,510681637,1,Good,Good,0
510681639,The Vines,510681639,1,Good,Good,0
510691622,Walyunga National Park,510691622,1,Good,Good,0
510701650,Craigie - Beldon,510701650,1,Good,Good,0
510701653,Craigie - Beldon,510701653,1,Good,Good,0
510711624,Currambine - Kinross,510711624,1,Good,Good,0
510711629,Currambine - Kinross,510711629,1,Good,Good,0
510721673,Duncraig,510721673,1,Good,Good,0
510721676,Duncraig,510721676,1,Good,Good,0
510721689,Duncraig,510721689,1,Good,Good,0
510721690,Duncraig,510721690,1,Good,Good,0
510731675,Greenwood - Warwick,510731675,1,Good,Good,0
510731679,Greenwood - Warwick,510731679,1,Good,Good,0
510731686,Greenwood - Warwick,510731686,1,Good,Good,0
510731693,Greenwood - Warwick,510731693,1,Good,Good,0
510741641,Heathridge - Connolly,510741641,1,Good,Good,0
510741648,Heathridge - Connolly,510741648,1,Good,Good,0
510751664,Hillarys,510751664,1,Good,Good,0
510751672,Hillarys,510751665,1,Good,Good,0
510761625,Iluka - Burns Beach,510761625,1,Good,Good,0
510761630,Iluka - Burns Beach,510761630,1,Good,Good,0
510771627,Joondalup - Edgewater,510771627,1,Good,Good,0
510771628,Joondalup - Edgewater,510771628,1,Good,Good,0
510771631,Joondalup - Edgewater,510771631,1,Good,Good,0
510771632,Joondalup - Edgewater,510771632,1,Good,Good,0
510771635,Joondalup - Edgewater,510771635,1,Good,Good,0
510771636,Joondalup - Edgewater,510771636,1,Good,Good,0
510771638,Joondalup - Edgewater,510771638,1,Good,Good,0
510771642,Joondalup - Edgewater,510771642,1,Good,Good,0
510771644,Joondalup - Edgewater,510771644,1,Good,Good,0
510771646,Joondalup - Edgewater,510771646,1,Good,Good,0
510781666,Kingsley,510781666,1,Good,Good,0
510781668,Kingsley,510781668,1,Good,Good,0
510791651,Mullaloo - Kallaroo,510791651,1,Good,Good,0
510791655,Mullaloo - Kallaroo,510791655,1,Good,Good,0
510801643,Ocean Reef,510801643,1,Good,Good,0
510801649,Ocean Reef,510801649,1,Good,Good,0
510811659,Padbury,510811659,1,Good,Good,0
510811663,Padbury,510811663,1,Good,Good,0
510821674,Sorrento - Marmion,510821674,1,Good,Good,0
510821683,Sorrento - Marmion,510821683,1,Good,Good,0
510831652,Woodvale,510831652,1,Good,Good,0
510841302,Balcatta - Hamersley,510841302,1,Good,Good,0
510841306,Balcatta - Hamersley,510841306,1,Good,Good,0
510841313,Balcatta - Hamersley,510841313,1,Good,Good,0
510841319,Balcatta - Hamersley,510841319,1,Good,Good,0
510851301,Balga - Mirrabooka,510851301,1,Good,Good,0
510851305,Balga - Mirrabooka,510851305,1,Good,Good,0
510861312,Dianella,513010001,1,Good,Good,0
510861314,Dianella,513010002,1,Good,Good,0
510861317,Dianella,513010003,1,Good,Good,0
510861320,Dianella,513010004,1,Good,Good,0
510861335,Dianella,513020001,1,Good,Good,0
510861360,Dianella,513020002,1,Good,Good,0
510871377,Herdsman,510871377,1,Good,Good,0
510881329,Innaloo - Doubleview,510881329,1,Good,Good,0
510881331,Innaloo - Doubleview,510881331,1,Good,Good,0
510881332,Innaloo - Doubleview,510881332,1,Good,Good,0
510881345,Innaloo - Doubleview,510881345,1,Good,Good,0
510881362,Innaloo - Doubleview,510881362,1,Good,Good,0
510891303,Karrinyup - Gwelup - Carine,510891303,1,Good,Good,0
510891307,Karrinyup - Gwelup - Carine,510891307,1,Good,Good,0
510891308,Karrinyup - Gwelup - Carine,510891308,1,Good,Good,0
510891318,Karrinyup - Gwelup - Carine,510891318,1,Good,Good,0
510891323,Karrinyup - Gwelup - Carine,510891323,1,Good,Good,0
510891324,Karrinyup - Gwelup - Carine,510891324,1,Good,Good,0
510901310,Nollamara - Westminster,510901310,1,Good,Good,0
510901321,Nollamara - Westminster,510901321,1,Good,Good,0
510901325,Nollamara - Westminster,510901325,1,Good,Good,0
510911342,Osborne Park Industrial,510911342,1,Good,Good,0
510911350,Osborne Park Industrial,510911350,1,Good,Good,0
510911353,Osborne Park Industrial,510911353,1,Good,Good,0
510911363,Osborne Park Industrial,510911363,1,Good,Good,0
510911367,Osborne Park Industrial,510911367,1,Good,Good,0
510911368,Osborne Park Industrial,510911368,1,Good,Good,0
510911376,Osborne Park Industrial,510911376,1,Good,Good,0
510921330,Scarborough,510921330,1,Good,Good,0
510921336,Scarborough,510921336,1,Good,Good,0
510921346,Scarborough,510921346,1,Good,Good,0
510921347,Scarborough,510921347,1,Good,Good,0
510921356,Scarborough,510921356,1,Good,Good,0
510931315,Stirling - Osborne Park,510931315,1,Good,Good,0
510931328,Stirling - Osborne Park,510931328,1,Good,Good,0
510931341,Stirling - Osborne Park,510931341,1,Good,Good,0
510931364,Stirling - Osborne Park,510931364,1,Good,Good,0
510941304,Trigg - North Beach - Watermans Bay,510941304,1,Good,Good,0
510941309,Trigg - North Beach - Watermans Bay,510941309,1,Good,Good,0
510951339,Tuart Hill - Joondanna,510951339,1,Good,Good,0
510951352,Tuart Hill - Joondanna,510951352,1,Good,Good,0
510951369,Tuart Hill - Joondanna,510951369,1,Good,Good,0
510961358,Wembley Downs - Churchlands - Woodlands,510961358,1,Good,Good,0
510961366,Wembley Downs - Churchlands - Woodlands,510961366,1,Good,Good,0
510961372,Wembley Downs - Churchlands - Woodlands,510961372,1,Good,Good,0
510961378,Wembley Downs - Churchlands - Woodlands,510961378,1,Good,Good,0
510961380,Wembley Downs - Churchlands - Woodlands,510961380,1,Good,Good,0
510971337,Yokine - Coolbinia - Menora,510971337,1,Good,Good,0
510971338,Yokine - Coolbinia - Menora,510971338,1,Good,Good,0
510971351,Yokine - Coolbinia - Menora,510971351,1,Good,Good,0
510971365,Yokine - Coolbinia - Menora,510971365,1,Good,Good,0
510971375,Yokine - Coolbinia - Menora,510971375,1,Good,Good,0
510971379,Yokine - Coolbinia - Menora,510971379,1,Good,Good,0
510981681,Alexander Heights - Koondoola,510981681,1,Good,Good,0
510981685,Alexander Heights - Koondoola,510981685,1,Good,Good,0
510991611,Butler - Merriwa - Ridgewood,510991616,1,Good,Good,0
510991615,Butler - Merriwa - Ridgewood,510991615,1,Good,Good,0
511001616,Carramar,511001616,1,Good,Good,0
511001619,Carramar,511001619,1,Good,Good,0
511011617,Clarkson,511011617,1,Good,Good,0
511021687,Girrawheen,511021687,1,Good,Good,0
511021688,Girrawheen,511021688,1,Good,Good,0
511031656,Madeley - Darch - Landsdale,513050002,1,Good,Good,0
511031657,Madeley - Darch - Landsdale,513040001,0.0217391,Acceptable,Good,0
511031657,Madeley - Darch - Landsdale,513050001,0.9782609,Good,Good,0
511031662,Madeley - Darch - Landsdale,513040001,1,Acceptable,Good,0
511031665,Madeley - Darch - Landsdale,513050005,0.0232558,Good,Good,0
511031665,Madeley - Darch - Landsdale,513050003,0.9767442,Good,Good,0
511031669,Madeley - Darch - Landsdale,513050005,0.0238095,Good,Good,0
511031669,Madeley - Darch - Landsdale,513050004,0.9761905,Good,Good,0
511031670,Madeley - Darch - Landsdale,513050005,1,Good,Good,0
511041678,Marangaroo,511041678,1,Good,Good,0
511051612,Mindarie - Quinns Rocks - Jindalee,511051612,1,Good,Good,0
511051618,Mindarie - Quinns Rocks - Jindalee,511051618,1,Good,Good,0
511051620,Mindarie - Quinns Rocks - Jindalee,511051620,1,Good,Good,0
511061610,Neerabup National Park,511060001,1,Good,Good,0
511071621,Tapping - Ashby - Sinagra,511071621,1,Good,Good,0
511071623,Tapping - Ashby - Sinagra,511071623,1,Good,Good,0
511081626,Wanneroo,513060002,1,Good,Good,0
511081633,Wanneroo,513030001,0.4545455,Poor,Good,0
511081633,Wanneroo,513060001,0.5454545,Poor,Good,0
511081634,Wanneroo,513060003,1,Good,Good,0
511081645,Wanneroo,513060003,0.0222222,Good,Good,0
511081645,Wanneroo,513060004,0.9777778,Good,Good,0
511081647,Wanneroo,513030002,1,Good,Good,0
511091601,Yanchep,512560001,0.5135135,Good,Good,0
511091601,Yanchep,512570001,0.4864865,Good,Good,0
511091602,Yanchep,512570001,0.9722222,Good,Good,0
511091602,Yanchep,512580001,0.0277778,Poor,Good,0
511091608,Yanchep,512560001,1,Good,Good,0
511091609,Yanchep,512550001,0.6405169,Poor,Good,0
511091609,Yanchep,512560001,0.0512414,Good,Good,0
511091609,Yanchep,512580001,0.3082417,Poor,Good,0
511101793,Armadale - Wungong - Brookdale,511101793,1,Good,Good,0
511101796,Armadale - Wungong - Brookdale,511101796,1,Good,Good,0
511101797,Armadale - Wungong - Brookdale,511101797,1,Good,Good,0
511101798,Armadale - Wungong - Brookdale,511101798,1,Good,Good,0
511111765,Ashendon - Lesley,511111765,1,Good,Good,0
511121768,Camillo - Champion Lakes,511121768,1,Good,Good,0
511131776,Forrestdale - Harrisdale - Piara Waters,513080001,0.8611111,Acceptable,Good,0
511131776,Forrestdale - Harrisdale - Piara Waters,513070001,0.1388889,Poor,Good,0
511141770,Kelmscott,511141770,1,Good,Good,0
511141772,Kelmscott,511141772,1,Good,Good,0
511141783,Kelmscott,511141783,1,Good,Good,0
511141787,Kelmscott,511141787,1,Good,Good,0
511151788,Mount Nasura - Mount Richon - Bedfordale,511151788,1,Good,Good,0
511151792,Mount Nasura - Mount Richon - Bedfordale,511151792,1,Good,Good,0
511161756,Roleystone,511161756,1,Good,Good,0
511161773,Roleystone,511161773,1,Good,Good,0
511171786,Seville Grove,511171786,1,Good,Good,0
511181388,Belmont - Ascot - Redcliffe,511181388,0.9795918,Good,Good,0
511181388,Belmont - Ascot - Redcliffe,510610001,0.0204082,Good,Good,0
511181395,Belmont - Ascot - Redcliffe,511181395,1,Good,Good,0
511181396,Belmont - Ascot - Redcliffe,511181396,1,Good,Good,0
511181398,Belmont - Ascot - Redcliffe,511181398,1,Good,Good,0
511181399,Belmont - Ascot - Redcliffe,511181399,1,Good,Good,0
511181400,Belmont - Ascot - Redcliffe,511181400,0.9666667,Good,Good,0
511181400,Belmont - Ascot - Redcliffe,511181396,0.0333333,Good,Good,0
511181401,Belmont - Ascot - Redcliffe,511181401,1,Good,Good,0
511191124,East Victoria Park - Carlisle,511191124,1,Good,Good,0
511191138,East Victoria Park - Carlisle,511191138,1,Good,Good,0
511191142,East Victoria Park - Carlisle,511191142,1,Good,Good,0
511191148,East Victoria Park - Carlisle,511191148,1,Good,Good,0
511201408,Kewdale Commercial,511201408,1,Good,Good,0
511201409,Kewdale Commercial,511201409,1,Good,Good,0
511201410,Kewdale Commercial,511201410,1,Good,Good,0
511211391,Perth Airport,511210001,1,Good,Good,0
511221402,Rivervale - Kewdale - Cloverdale,513090002,1,Acceptable,Good,0
511221403,Rivervale - Kewdale - Cloverdale,513110002,1,Good,Good,0
511221404,Rivervale - Kewdale - Cloverdale,513110003,1,Good,Good,0
511221405,Rivervale - Kewdale - Cloverdale,513090001,0.027027,Good,Good,0
511221405,Rivervale - Kewdale - Cloverdale,513100001,0.4594595,Poor,Good,0
511221405,Rivervale - Kewdale - Cloverdale,513110001,0.5135135,Poor,Good,0
511221406,Rivervale - Kewdale - Cloverdale,513090001,1,Good,Good,0
511221407,Rivervale - Kewdale - Cloverdale,513100002,0.7173913,Poor,Good,0
511221407,Rivervale - Kewdale - Cloverdale,513090002,0.2826087,Acceptable,Good,0
511231032,Victoria Park - Lathlain - Burswood,511231032,1,Good,Good,0
511231115,Victoria Park - Lathlain - Burswood,511231115,1,Good,Good,0
511231119,Victoria Park - Lathlain - Burswood,511231119,1,Good,Good,0
511231123,Victoria Park - Lathlain - Burswood,511231123,1,Good,Good,0
511231125,Victoria Park - Lathlain - Burswood,511231125,1,Good,Good,0
511241156,Bentley - Wilson - St James,511241156,1,Good,Good,0
511241157,Bentley - Wilson - St James,511241157,1,Good,Good,0
511241160,Bentley - Wilson - St James,511241160,1,Good,Good,0
511241417,Bentley - Wilson - St James,511241417,1,Acceptable,Good,0
511241419,Bentley - Wilson - St James,511241417,0.1,Acceptable,Good,0
511241419,Bentley - Wilson - St James,511241419,0.9,Good,Good,0
511241421,Bentley - Wilson - St James,511241421,1,Good,Good,0
511241422,Bentley - Wilson - St James,511241422,1,Good,Good,0
511241423,Bentley - Wilson - St James,511241423,1,Good,Good,0
511241431,Bentley - Wilson - St James,511241431,1,Good,Good,0
511251469,Canning Vale - West,511251469,1,Good,Good,0
511251470,Canning Vale - West,511251470,1,Good,Good,0
511261458,Canning Vale Commercial,511261458,1,Good,Good,0
511261463,Canning Vale Commercial,511261463,1,Good,Good,0
511261464,Canning Vale Commercial,511261464,1,Good,Good,0
511271420,Cannington - Queens Park,511271420,1,Good,Good,0
511271425,Cannington - Queens Park,511271425,1,Good,Good,0
511271427,Cannington - Queens Park,511271427,1,Good,Good,0
511271428,Cannington - Queens Park,511271428,1,Good,Good,0
511271433,Cannington - Queens Park,511271433,1,Good,Good,0
511281435,Parkwood - Ferndale - Lynwood,511281435,1,Good,Good,0
511281448,Parkwood - Ferndale - Lynwood,511281448,1,Good,Good,0
511291436,Riverton - Shelley - Rossmoyne,511291436,1,Good,Good,0
511291437,Riverton - Shelley - Rossmoyne,511291437,1,Good,Good,0
511291439,Riverton - Shelley - Rossmoyne,511291439,1,Good,Good,0
511301141,Welshpool,511301141,1,Good,Good,0
511301155,Welshpool,511301155,1,Good,Good,0
511301411,Welshpool,511301411,1,Good,Good,0
511301412,Welshpool,511301412,1,Good,Good,0
511301413,Welshpool,511301413,1,Good,Good,0
511301414,Welshpool,511301414,1,Good,Good,0
511301415,Welshpool,511301415,1,Good,Good,0
511301416,Welshpool,511301416,1,Good,Good,0
511301418,Welshpool,511301418,1,Good,Good,0
511311449,Willetton,511261464,0.0263158,Good,Good,0
511311449,Willetton,511311449,0.9736842,Good,Good,0
511311450,Willetton,511311450,1,Good,Good,0
511311456,Willetton,511311456,1,Good,Good,0
511311459,Willetton,511311459,1,Good,Good,0
511321739,Beckenham - Kenwick - Langford,511321739,1,Good,Good,0
511321741,Beckenham - Kenwick - Langford,511321741,0.952381,Good,Good,0
511321741,Beckenham - Kenwick - Langford,511321739,0.0238095,Good,Good,0
511321741,Beckenham - Kenwick - Langford,511321742,0.0238095,Good,Good,0
511321742,Beckenham - Kenwick - Langford,511321742,1,Good,Good,0
511321744,Beckenham - Kenwick - Langford,511321744,1,Good,Good,0
511331752,Canning Vale - East,511331752,1,Good,Good,0
511331757,Canning Vale - East,511331757,1,Good,Good,0
511341751,Gosnells,511341751,1,Good,Good,0
511341753,Gosnells,511341753,1,Good,Good,0
511341755,Gosnells,511341755,1,Good,Good,0
511351754,Huntingdale - Southern River,511351754,1,Good,Good,0
511351766,Huntingdale - Southern River,511351766,1,Good,Good,0
511361740,Maddington - Orange Grove - Martin,511361740,1,Good,Good,0
511361743,Maddington - Orange Grove - Martin,511361743,1,Good,Good,0
511361745,Maddington - Orange Grove - Martin,511361745,1,Good,Good,0
511361746,Maddington - Orange Grove - Martin,511361746,1,Good,Good,0
511361749,Maddington - Orange Grove - Martin,511361749,1,Good,Good,0
511361750,Maddington - Orange Grove - Martin,511361750,1,Good,Good,0
511371747,Thornlie,511371747,1,Good,Good,0
511371748,Thornlie,511371748,1,Good,Good,0
511381730,Forrestfield - Wattle Grove,511381730,1,Good,Good,0
511381733,Forrestfield - Wattle Grove,511381733,1,Good,Good,0
511381734,Forrestfield - Wattle Grove,511381734,1,Good,Good,0
511381735,Forrestfield - Wattle Grove,511381735,1,Good,Good,0
511391725,High Wycombe,511391725,1,Good,Good,0
511391727,High Wycombe,511391727,1,Good,Good,0
511401726,Kalamunda - Maida Vale - Gooseberry Hill,511401726,1,Good,Good,0
511401728,Kalamunda - Maida Vale - Gooseberry Hill,511401728,1,Good,Good,0
511401731,Kalamunda - Maida Vale - Gooseberry Hill,511401731,1,Good,Good,0
511401732,Kalamunda - Maida Vale - Gooseberry Hill,511401732,1,Good,Good,0
511411729,Lesmurdie - Bickley - Carmel,511411729,1,Good,Good,0
511411736,Lesmurdie - Bickley - Carmel,511411736,1,Good,Good,0
511411737,Lesmurdie - Bickley - Carmel,511411737,1,Good,Good,0
511411738,Lesmurdie - Bickley - Carmel,511411738,1,Good,Good,0
511421800,Byford,511421800,1,Good,Good,0
511431801,Mundijong,511431801,1,Good,Good,0
511441827,Serpentine - Jarrahdale,511441827,1,Good,Good,0
511451152,Como,511451152,1,Good,Good,0
511451153,Como,511451153,1,Good,Good,0
511451159,Como,511451159,1,Good,Good,0
511451164,Como,511451164,1,Good,Good,0
511461162,Manning - Waterford,511461162,1,Good,Good,0
511461166,Manning - Waterford,511461166,1,Good,Good,0
511461167,Manning - Waterford,511461167,1,Good,Good,0
511471120,South Perth - Kensington,511471120,1,Good,Good,0
511471128,South Perth - Kensington,511471128,1,Good,Good,0
511471134,South Perth - Kensington,511471134,1,Good,Good,0
511471136,South Perth - Kensington,511471136,1,Good,Good,0
511471139,South Perth - Kensington,511471139,1,Good,Good,0
511471146,South Perth - Kensington,511471146,1,Good,Good,0
511471150,South Perth - Kensington,511471150,1,Good,Good,0
511481771,Banjup,511481771,1,Good,Good,0
511491789,Beeliar,512590002,1,Good,Good,0
511501769,Bibra Industrial,511501769,1,Good,Good,0
511501778,Bibra Industrial,511501778,1,Good,Good,0
511501781,Bibra Industrial,511501781,1,Good,Good,0
