"POSTCODE","POSTCODE","PHN_CODE_2017","PHN_NAME_2017","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"5087","5087","PHN401","Adelaide","1","Good","Good",0
"5088","5088","PHN401","Adelaide","1","Good","Good",0
"5089","5089","PHN401","Adelaide","1","Good","Good",0
"5090","5090","PHN401","Adelaide","1","Good","Good",0
"5091","5091","PHN401","Adelaide","1","Good","Good",0
"5092","5092","PHN401","Adelaide","1","Good","Good",0
"5093","5093","PHN401","Adelaide","1","Good","Good",0
"5094","5094","PHN401","Adelaide","1","Good","Good",0
"5095","5095","PHN401","Adelaide","1","Good","Good",0
"5096","5096","PHN401","Adelaide","1","Good","Good",0
"5097","5097","PHN401","Adelaide","1","Good","Good",0
"5098","5098","PHN401","Adelaide","1","Good","Good",0
"5106","5106","PHN401","Adelaide","1","Good","Good",0
"5107","5107","PHN401","Adelaide","1","Good","Good",0
"5108","5108","PHN401","Adelaide","1","Good","Good",0
"5109","5109","PHN401","Adelaide","1","Good","Good",0
"5110","5110","PHN401","Adelaide","1","Good","Good",0
"5111","5111","PHN401","Adelaide","1","Good","Good",0
"5112","5112","PHN401","Adelaide","1","Good","Good",0
"5113","5113","PHN401","Adelaide","1","Good","Good",0
"5114","5114","PHN401","Adelaide","0.9939585","Good","Good",0
"5114","5114","PHN402","Country SA","0.0060415","Good","Good",1
"5115","5115","PHN401","Adelaide","0.9574301","Good","Good",0
"5115","5115","PHN402","Country SA","0.0425699","Good","Good",0
"5116","5116","PHN401","Adelaide","0.0125545","Good","Good",0
"5116","5116","PHN402","Country SA","0.9874455","Good","Good",0
"5117","5117","PHN401","Adelaide","1","Good","Good",0
"5118","5118","PHN401","Adelaide","0.0128856","Good","Good",0
"5118","5118","PHN402","Country SA","0.9871144","Good","Good",0
"5120","5120","PHN401","Adelaide","1","Good","Good",0
"5121","5121","PHN401","Adelaide","1","Good","Good",0
"5125","5125","PHN401","Adelaide","1","Good","Good",0
"5126","5126","PHN401","Adelaide","1","Good","Good",0
"5127","5127","PHN401","Adelaide","1","Good","Good",0
"5131","5131","PHN401","Adelaide","0.2490615","Good","Good",0
"5131","5131","PHN402","Country SA","0.7509385","Good","Good",0
"5132","5132","PHN401","Adelaide","0.0580232","Good","Good",0
"5132","5132","PHN402","Country SA","0.9419768","Good","Good",0
"5133","5133","PHN402","Country SA","1","Good","Good",0
"5134","5134","PHN402","Country SA","1","Good","Good",0
"5136","5136","PHN402","Country SA","1","Good","Good",0
"5137","5137","PHN402","Country SA","1","Good","Good",0
"5138","5138","PHN402","Country SA","1","Good","Good",0
"5139","5139","PHN402","Country SA","1","Good","Good",0
"5140","5140","PHN402","Country SA","1","Good","Good",0
"5141","5141","PHN402","Country SA","1","Good","Good",0
"5142","5142","PHN402","Country SA","1","Good","Good",0
"5144","5144","PHN402","Country SA","1","Good","Good",0
"5150","5150","PHN401","Adelaide","1","Good","Good",0
"5151","5151","PHN402","Country SA","1","Good","Good",0
"5152","5152","PHN401","Adelaide","0.0125382","Good","Good",0
"5152","5152","PHN402","Country SA","0.9874618","Good","Good",0
"5153","5153","PHN401","Adelaide","0.0217076","Good","Good",0
"5153","5153","PHN402","Country SA","0.9782924","Good","Good",0
"5154","5154","PHN402","Country SA","1","Good","Good",0
"5155","5155","PHN402","Country SA","1","Good","Good",0
"5156","5156","PHN401","Adelaide","0.1756558","Good","Good",0
"5156","5156","PHN402","Country SA","0.8243442","Good","Good",0
"5157","5157","PHN401","Adelaide","0.8210457","Good","Good",0
"5157","5157","PHN402","Country SA","0.1789543","Good","Good",0
"5158","5158","PHN401","Adelaide","1","Good","Good",0
"5159","5159","PHN401","Adelaide","1","Good","Good",0
"5160","5160","PHN401","Adelaide","1","Good","Good",0
"5161","5161","PHN401","Adelaide","1","Good","Good",0
"5162","5162","PHN401","Adelaide","1","Good","Good",0
"5163","5163","PHN401","Adelaide","1","Good","Good",0
"5164","5164","PHN401","Adelaide","1","Good","Good",0
"5165","5165","PHN401","Adelaide","1","Good","Good",0
"5166","5166","PHN401","Adelaide","1","Good","Good",0
"5167","5167","PHN401","Adelaide","1","Good","Good",0
"5168","5168","PHN401","Adelaide","1","Good","Good",0
"5169","5169","PHN401","Adelaide","1","Good","Good",0
"5170","5170","PHN401","Adelaide","1","Good","Good",0
"5171","5171","PHN401","Adelaide","1","Good","Good",0
"5172","5172","PHN401","Adelaide","0.7974345","Good","Good",0
"5172","5172","PHN402","Country SA","0.2025655","Good","Good",0
"5173","5173","PHN401","Adelaide","1","Good","Good",0
"5174","5174","PHN401","Adelaide","0.9933625","Good","Good",0
"5174","5174","PHN402","Country SA","0.0066375","Good","Good",1
"5201","5201","PHN401","Adelaide","0.0240521","Good","Good",0
"5201","5201","PHN402","Country SA","0.9759479","Good","Good",0
"5202","5202","PHN402","Country SA","1","Good","Good",0
"5203","5203","PHN402","Country SA","1","Good","Good",0
"5204","5204","PHN402","Country SA","1","Good","Good",0
"5210","5210","PHN402","Country SA","1","Good","Good",0
"5211","5211","PHN402","Country SA","1","Good","Good",0
"5212","5212","PHN402","Country SA","1","Good","Good",0
"5213","5213","PHN402","Country SA","1","Good","Good",0
"5214","5214","PHN402","Country SA","1","Good","Good",0
"5220","5220","PHN402","Country SA","1","Good","Good",0
"5221","5221","PHN402","Country SA","1","Good","Good",0
"5222","5222","PHN402","Country SA","1","Good","Good",0
"5223","5223","","","9.15e-5","Poor","Good",4
"5223","5223","PHN402","Country SA","0.9999085","Good","Good",0
"5231","5231","PHN402","Country SA","1","Good","Good",0
"5232","5232","PHN402","Country SA","1","Good","Good",0
"5233","5233","PHN402","Country SA","1","Good","Good",0
"5234","5234","PHN402","Country SA","1","Good","Good",0
"5235","5235","PHN402","Country SA","1","Good","Good",0
"5236","5236","PHN402","Country SA","1","Good","Good",0
"5237","5237","PHN402","Country SA","1","Good","Good",0
"5238","5238","PHN402","Country SA","1","Good","Good",0
"5240","5240","PHN402","Country SA","1","Good","Good",0
"5241","5241","PHN402","Country SA","1","Good","Good",0
"5242","5242","PHN402","Country SA","1","Good","Good",0
"5243","5243","PHN402","Country SA","1","Good","Good",0
"5244","5244","PHN402","Country SA","1","Good","Good",0
"5245","5245","PHN402","Country SA","1","Good","Good",0
"5250","5250","PHN402","Country SA","1","Good","Good",0
"5251","5251","PHN402","Country SA","1","Good","Good",0
"5252","5252","PHN402","Country SA","1","Good","Good",0
"5253","5253","PHN402","Country SA","1","Good","Good",0
"5254","5254","PHN402","Country SA","1","Good","Good",0
"5255","5255","PHN402","Country SA","1","Good","Good",0
"5256","5256","PHN402","Country SA","1","Good","Good",0
"5259","5259","PHN402","Country SA","1","Good","Good",0
"5260","5260","PHN402","Country SA","1","Good","Good",0
"5261","5261","PHN402","Country SA","1","Good","Good",0
"5262","5262","PHN402","Country SA","1","Good","Good",0
"5263","5263","PHN402","Country SA","1","Good","Good",0
"5264","5264","PHN402","Country SA","1","Good","Good",0
"5265","5265","PHN402","Country SA","1","Good","Good",0
"5266","5266","PHN402","Country SA","1","Good","Good",0
"5267","5267","PHN402","Country SA","1","Good","Good",0
"5268","5268","PHN402","Country SA","1","Good","Good",0
"5269","5269","PHN402","Country SA","1","Good","Good",0
"5270","5270","PHN402","Country SA","1","Good","Good",0
"5271","5271","PHN402","Country SA","1","Good","Good",0
"5272","5272","PHN402","Country SA","1","Good","Good",0
"5273","5273","PHN402","Country SA","1","Good","Good",0
"5275","5275","PHN402","Country SA","1","Good","Good",0
"5276","5276","PHN402","Country SA","1","Good","Good",0
"5277","5277","PHN402","Country SA","1","Good","Good",0
"5278","5278","PHN402","Country SA","1","Good","Good",0
"5279","5279","PHN402","Country SA","1","Good","Good",0
"5280","5280","","","0.0","Poor","Good",4
"5280","5280","PHN402","Country SA","1.0","Good","Good",0
"5290","5290","PHN402","Country SA","1","Good","Good",0
"5291","5291","PHN402","Country SA","1","Good","Good",0
"5301","5301","PHN402","Country SA","1","Good","Good",0
"5302","5302","PHN402","Country SA","1","Good","Good",0
"5303","5303","PHN402","Country SA","1","Good","Good",0
"5304","5304","PHN402","Country SA","1","Good","Good",0
"5306","5306","PHN402","Country SA","1","Good","Good",0
"5307","5307","PHN402","Country SA","1","Good","Good",0
"5308","5308","PHN402","Country SA","1","Good","Good",0
"5309","5309","PHN402","Country SA","1","Good","Good",0
"5310","5310","PHN402","Country SA","1","Good","Good",0
"5311","5311","PHN402","Country SA","1","Good","Good",0
"5320","5320","PHN402","Country SA","1","Good","Good",0
"5321","5321","PHN402","Country SA","1","Good","Good",0
"5322","5322","PHN402","Country SA","1","Good","Good",0
"5330","5330","PHN402","Country SA","1","Good","Good",0
"5331","5331","PHN402","Country SA","1","Good","Good",0
"5332","5332","PHN402","Country SA","1","Good","Good",0
"5333","5333","PHN402","Country SA","1","Good","Good",0
"5340","5340","PHN402","Country SA","1","Good","Good",0
"5341","5341","PHN402","Country SA","1","Good","Good",0
"5342","5342","PHN402","Country SA","1","Good","Good",0
"5343","5343","PHN402","Country SA","1","Good","Good",0
"5344","5344","PHN402","Country SA","1","Good","Good",0
"5345","5345","PHN402","Country SA","1","Good","Good",0
"5346","5346","PHN402","Country SA","1","Good","Good",0
"5350","5350","PHN402","Country SA","1","Good","Good",0
"5351","5351","PHN402","Country SA","1","Good","Good",0
"5352","5352","PHN402","Country SA","1","Good","Good",0
"5353","5353","PHN402","Country SA","1","Good","Good",0
"5354","5354","PHN402","Country SA","1","Good","Good",0
"5355","5355","PHN402","Country SA","1","Good","Good",0
"5356","5356","PHN402","Country SA","1","Good","Good",0
"5357","5357","PHN402","Country SA","1","Good","Good",0
"5360","5360","PHN402","Country SA","1","Good","Good",0
"5371","5371","PHN402","Country SA","1","Good","Good",0
"5372","5372","PHN402","Country SA","1","Good","Good",0
"5373","5373","PHN402","Country SA","1","Good","Good",0
"5374","5374","PHN402","Country SA","1","Good","Good",0
"5381","5381","PHN402","Country SA","1","Good","Good",0
"5400","5400","PHN402","Country SA","1","Good","Good",0
"5401","5401","PHN402","Country SA","1","Good","Good",0
"5410","5410","PHN402","Country SA","1","Good","Good",0
"5411","5411","PHN402","Country SA","1","Good","Good",0
"5412","5412","PHN402","Country SA","1","Good","Good",0
"5413","5413","PHN402","Country SA","1","Good","Good",0
"5414","5414","PHN402","Country SA","1","Good","Good",0
"5415","5415","PHN402","Country SA","1","Good","Good",0
"5416","5416","PHN402","Country SA","1","Good","Good",0
"5417","5417","PHN402","Country SA","1","Good","Good",0
"5418","5418","PHN402","Country SA","1","Good","Good",0
"5419","5419","PHN402","Country SA","1","Good","Good",0
"5420","5420","PHN402","Country SA","1","Good","Good",0
"5421","5421","PHN402","Country SA","1","Good","Good",0
"5422","5422","PHN402","Country SA","1","Good","Good",0
"5431","5431","PHN402","Country SA","1","Good","Good",0
"5432","5432","PHN402","Country SA","1","Good","Good",0
"5433","5433","PHN402","Country SA","1","Good","Good",0
"5434","5434","PHN402","Country SA","1","Good","Good",0
"5440","5440","PHN402","Country SA","1","Good","Good",0
"5451","5451","PHN402","Country SA","1","Good","Good",0
"5452","5452","PHN402","Country SA","1","Good","Good",0
"5453","5453","PHN402","Country SA","1","Good","Good",0
"5454","5454","PHN402","Country SA","1","Good","Good",0
"5455","5455","PHN402","Country SA","1","Good","Good",0
"5460","5460","PHN402","Country SA","1","Good","Good",0
"5461","5461","PHN402","Country SA","1","Good","Good",0
"5462","5462","PHN402","Country SA","1","Good","Good",0
"5464","5464","PHN402","Country SA","1","Good","Good",0
"5470","5470","PHN402","Country SA","1","Good","Good",0
"5471","5471","PHN402","Country SA","1","Good","Good",0
"5472","5472","PHN402","Country SA","1","Good","Good",0
"5473","5473","PHN402","Country SA","1","Good","Good",0
"5480","5480","PHN402","Country SA","1","Good","Good",0
"5481","5481","PHN402","Country SA","1","Good","Good",0
"5482","5482","PHN402","Country SA","1","Good","Good",0
"5483","5483","PHN402","Country SA","1","Good","Good",0
"5485","5485","PHN402","Country SA","1","Good","Good",0
"5490","5490","PHN402","Country SA","1","Good","Good",0
"5491","5491","PHN402","Country SA","1","Good","Good",0
"5493","5493","PHN402","Country SA","1","Good","Good",0
"5495","5495","PHN402","Country SA","1","Good","Good",0
"5501","5501","PHN401","Adelaide","0.0","Good","Good",1
"5501","5501","PHN402","Country SA","1.0","Good","Good",0
"5502","5502","PHN402","Country SA","1","Good","Good",0
"5510","5510","PHN402","Country SA","1","Good","Good",0
"5520","5520","PHN402","Country SA","1","Good","Good",0
"5521","5521","PHN402","Country SA","1","Good","Good",0
"5522","5522","PHN402","Country SA","1","Good","Good",0
"5523","5523","PHN402","Country SA","1","Good","Good",0
"5540","5540","PHN402","Country SA","1","Good","Good",0
"5550","5550","PHN402","Country SA","1","Good","Good",0
"5552","5552","PHN402","Country SA","1","Good","Good",0
"5554","5554","PHN402","Country SA","1","Good","Good",0
"5555","5555","PHN402","Country SA","1","Good","Good",0
"5556","5556","PHN402","Country SA","1","Good","Good",0
"5558","5558","PHN402","Country SA","1","Good","Good",0
"5560","5560","PHN402","Country SA","1","Good","Good",0
"5570","5570","PHN402","Country SA","1","Good","Good",0
"5571","5571","PHN402","Country SA","1","Good","Good",0
"5572","5572","PHN402","Country SA","1","Good","Good",0
"5573","5573","PHN402","Country SA","1","Good","Good",0
"5575","5575","PHN402","Country SA","1","Good","Good",0
"5576","5576","PHN402","Country SA","1","Good","Good",0
"5577","5577","PHN402","Country SA","1","Good","Good",0
"5580","5580","PHN402","Country SA","1","Good","Good",0
"5581","5581","PHN402","Country SA","1","Good","Good",0
"5582","5582","PHN402","Country SA","1","Good","Good",0
"5583","5583","PHN402","Country SA","1","Good","Good",0
"5600","5600","PHN402","Country SA","1","Good","Good",0
"5601","5601","PHN402","Country SA","1","Good","Good",0
"5602","5602","PHN402","Country SA","1","Good","Good",0
"5603","5603","PHN402","Country SA","1","Good","Good",0
"5604","5604","PHN402","Country SA","1","Good","Good",0
"5605","5605","PHN402","Country SA","1","Good","Good",0
"5606","5606","PHN402","Country SA","1","Good","Good",0
"5607","5607","PHN402","Country SA","1","Good","Good",0
"5608","5608","PHN402","Country SA","1","Good","Good",0
"5609","5609","PHN402","Country SA","1","Good","Good",0
"5611","5611","PHN402","Country SA","1","Good","Good",0
"5630","5630","PHN402","Country SA","1","Good","Good",0
"5631","5631","PHN402","Country SA","1","Good","Good",0
"5632","5632","PHN402","Country SA","1","Good","Good",0
"5633","5633","PHN402","Country SA","1","Good","Good",0
"5640","5640","PHN402","Country SA","1","Good","Good",0
"5641","5641","PHN402","Country SA","1","Good","Good",0
"5642","5642","PHN402","Country SA","1","Good","Good",0
"5650","5650","PHN402","Country SA","1","Good","Good",0
"5651","5651","PHN402","Country SA","1","Good","Good",0
"5652","5652","PHN402","Country SA","1","Good","Good",0
"5653","5653","PHN402","Country SA","1","Good","Good",0
"5654","5654","PHN402","Country SA","1","Good","Good",0
"5655","5655","PHN402","Country SA","1","Good","Good",0
"5660","5660","PHN402","Country SA","1","Good","Good",0
"5661","5661","PHN402","Country SA","1","Good","Good",0
"5670","5670","PHN402","Country SA","1","Good","Good",0
"5671","5671","PHN402","Country SA","1","Good","Good",0
"5680","5680","PHN402","Country SA","1","Good","Good",0
"5690","5690","PHN402","Country SA","1","Good","Good",0
"5700","5700","PHN402","Country SA","1","Good","Good",0
"5701","5701","PHN402","Country SA","1","Good","Good",0
"5710","5710","PHN402","Country SA","1","Good","Good",0
"5713","5713","PHN402","Country SA","1","Good","Good",0
"5715","5715","PHN402","Country SA","1","Good","Good",0
"5717","5717","PHN402","Country SA","1","Good","Good",0
"5719","5719","PHN402","Country SA","1","Good","Good",0
"5720","5720","PHN402","Country SA","1","Good","Good",0
"5722","5722","PHN402","Country SA","1","Good","Good",0
"5723","5723","PHN402","Country SA","1","Good","Good",0
"5724","5724","PHN402","Country SA","1","Good","Good",0
"5725","5725","PHN402","Country SA","1","Good","Good",0
"5730","5730","PHN402","Country SA","1","Good","Good",0
"5731","5731","PHN402","Country SA","1","Good","Good",0
"5732","5732","PHN402","Country SA","1","Good","Good",0
"5733","5733","PHN402","Country SA","1","Good","Good",0
"5734","5734","PHN402","Country SA","1","Good","Good",0
"5950","5950","PHN401","Adelaide","1","Good","Good",0
"6000","6000","","","4.27e-5","Poor","Good",4
"6000","6000","PHN501","Perth North","0.9999573","Good","Good",0
"6003","6003","PHN501","Perth North","1","Good","Good",0
"6004","6004","PHN501","Perth North","1","Good","Good",0
"6005","6005","PHN501","Perth North","1","Good","Good",0
"6006","6006","PHN501","Perth North","1","Good","Good",0
"6007","6007","PHN501","Perth North","1","Good","Good",0
"6008","6008","PHN501","Perth North","1","Good","Good",0
"6009","6009","PHN501","Perth North","1","Good","Good",0
"6010","6010","PHN501","Perth North","1","Good","Good",0
"6011","6011","PHN501","Perth North","1","Good","Good",0
"6012","6012","PHN501","Perth North","1","Good","Good",0
"6014","6014","PHN501","Perth North","1","Good","Good",0
"6015","6015","PHN501","Perth North","1","Good","Good",0
"6016","6016","PHN501","Perth North","1","Good","Good",0
"6017","6017","PHN501","Perth North","1","Good","Good",0
"6018","6018","PHN501","Perth North","1","Good","Good",0
"6019","6019","PHN501","Perth North","1","Good","Good",0
"6020","6020","PHN501","Perth North","1","Good","Good",0
"6021","6021","PHN501","Perth North","1","Good","Good",0
"6022","6022","PHN501","Perth North","1","Good","Good",0
"6023","6023","PHN501","Perth North","1","Good","Good",0
"6024","6024","PHN501","Perth North","1","Good","Good",0
"6025","6025","PHN501","Perth North","1","Good","Good",0
"6026","6026","PHN501","Perth North","1","Good","Good",0
"6027","6027","PHN501","Perth North","1","Good","Good",0
"6028","6028","PHN501","Perth North","1","Good","Good",0
"6029","6029","PHN501","Perth North","1","Good","Good",0
"6030","6030","PHN501","Perth North","1","Good","Good",0
"6031","6031","PHN501","Perth North","1","Good","Good",0
"6032","6032","PHN501","Perth North","1","Good","Good",0
"6033","6033","PHN501","Perth North","1","Good","Good",0
"6034","6034","PHN501","Perth North","1","Good","Good",0
"6035","6035","PHN501","Perth North","1","Good","Good",0
"6036","6036","PHN501","Perth North","1","Good","Good",0
"6037","6037","PHN501","Perth North","1","Good","Good",0
"6038","6038","PHN501","Perth North","1","Good","Good",0
"6041","6041","PHN503","Country WA","1","Good","Good",0
"6042","6042","PHN503","Country WA","1","Good","Good",0
"6043","6043","PHN503","Country WA","1","Good","Good",0
"6044","6044","PHN503","Country WA","1","Good","Good",0
"6050","6050","PHN501","Perth North","1","Good","Good",0
"6051","6051","PHN501","Perth North","1","Good","Good",0
"6052","6052","PHN501","Perth North","1","Good","Good",0
"6053","6053","PHN501","Perth North","1","Good","Good",0
"6054","6054","PHN501","Perth North","1","Good","Good",0
"6055","6055","PHN501","Perth North","0.9999998","Good","Good",0
"6055","6055","PHN502","Perth South","2e-7","Good","Good",1
"6056","6056","PHN501","Perth North","1","Good","Good",0
"6057","6057","PHN501","Perth North","1","Good","Good",0
"6058","6058","PHN501","Perth North","1","Good","Good",0
"6059","6059","PHN501","Perth North","1","Good","Good",0
"6060","6060","PHN501","Perth North","1","Good","Good",0
"6061","6061","PHN501","Perth North","1","Good","Good",0
"6062","6062","PHN501","Perth North","1","Good","Good",0
"6063","6063","PHN501","Perth North","1","Good","Good",0
"6064","6064","PHN501","Perth North","1","Good","Good",0
"6065","6065","PHN501","Perth North","1","Good","Good",0
"6066","6066","PHN501","Perth North","1","Good","Good",0
"6067","6067","PHN501","Perth North","1","Good","Good",0
"6068","6068","PHN501","Perth North","1","Good","Good",0
"6069","6069","PHN501","Perth North","1","Good","Good",0
"6070","6070","PHN501","Perth North","1","Good","Good",0
"6071","6071","PHN501","Perth North","1","Good","Good",0
"6072","6072","PHN501","Perth North","1","Good","Good",0
"6073","6073","PHN501","Perth North","1","Good","Good",0
"6074","6074","PHN501","Perth North","1","Good","Good",0
"6076","6076","PHN501","Perth North","1","Good","Good",0
"6077","6077","PHN501","Perth North","1","Good","Good",0
"6078","6078","PHN501","Perth North","1","Good","Good",0
"6079","6079","PHN501","Perth North","1","Good","Good",0
"6081","6081","PHN501","Perth North","1","Good","Good",0
"6082","6082","PHN501","Perth North","1","Good","Good",0
"6083","6083","PHN501","Perth North","0.7855411","Good","Good",0
"6083","6083","PHN503","Country WA","0.2144589","Good","Good",0
"6084","6084","PHN501","Perth North","0.6211053","Good","Good",0
"6084","6084","PHN503","Country WA","0.3788947","Good","Good",0
"6090","6090","PHN501","Perth North","1","Good","Good",0
"6100","6100","PHN502","Perth South","1","Good","Good",0
"6101","6101","PHN502","Perth South","1","Good","Good",0
"6102","6102","PHN502","Perth South","1","Good","Good",0
"6103","6103","PHN502","Perth South","1","Good","Good",0
"6104","6104","PHN502","Perth South","1","Good","Good",0
"6105","6105","PHN501","Perth North","0.0003741","Good","Good",1
"6105","6105","PHN502","Perth South","0.9996259","Good","Good",0
"6106","6106","PHN502","Perth South","1","Good","Good",0
"6107","6107","PHN501","Perth North","0.13389","Good","Good",0
"6107","6107","PHN502","Perth South","0.86611","Good","Good",0
"6108","6108","PHN502","Perth South","1","Good","Good",0
"6109","6109","PHN502","Perth South","1","Good","Good",0
"6110","6110","PHN502","Perth South","1","Good","Good",0
"6111","6111","PHN501","Perth North","0.0011012","Good","Good",1
"6111","6111","PHN502","Perth South","0.9988988","Good","Good",0
"6112","6112","PHN502","Perth South","1","Good","Good",0
"6121","6121","PHN502","Perth South","1","Good","Good",0
"6122","6122","PHN502","Perth South","1","Good","Good",0
"6123","6123","PHN502","Perth South","1","Good","Good",0
"6124","6124","PHN502","Perth South","1","Good","Good",0
"6125","6125","PHN502","Perth South","1","Good","Good",0
"6126","6126","PHN502","Perth South","1","Good","Good",0
"6147","6147","PHN502","Perth South","1","Good","Good",0
"6148","6148","PHN502","Perth South","1","Good","Good",0
"6149","6149","PHN502","Perth South","1","Good","Good",0
"6150","6150","PHN502","Perth South","1","Good","Good",0
"6151","6151","PHN502","Perth South","1","Good","Good",0
"6152","6152","PHN502","Perth South","1","Good","Good",0
"6153","6153","PHN502","Perth South","1","Good","Good",0
"6154","6154","PHN502","Perth South","1","Good","Good",0
"6155","6155","PHN502","Perth South","1","Good","Good",0
"6156","6156","PHN502","Perth South","1","Good","Good",0
"6157","6157","PHN502","Perth South","1","Good","Good",0
"6158","6158","PHN502","Perth South","1","Good","Good",0
"6159","6159","PHN502","Perth South","1","Good","Good",0
"6160","6160","PHN502","Perth South","1","Good","Good",0
"6161","6161","PHN502","Perth South","1","Good","Good",0
"6162","6162","PHN502","Perth South","1","Good","Good",0
"6163","6163","PHN502","Perth South","1","Good","Good",0
"6164","6164","PHN502","Perth South","1","Good","Good",0
"6165","6165","PHN502","Perth South","1","Good","Good",0
"6166","6166","PHN502","Perth South","1","Good","Good",0
"6167","6167","PHN502","Perth South","1","Good","Good",0
"6168","6168","PHN502","Perth South","1","Good","Good",0
"6169","6169","PHN502","Perth South","1","Good","Good",0
"6170","6170","PHN502","Perth South","1","Good","Good",0
"6171","6171","PHN502","Perth South","1","Good","Good",0
"6172","6172","PHN502","Perth South","1","Good","Good",0
"6173","6173","PHN502","Perth South","1","Good","Good",0
"6174","6174","PHN502","Perth South","1","Good","Good",0
"6175","6175","PHN502","Perth South","1","Good","Good",0
"6176","6176","PHN502","Perth South","1","Good","Good",0
"6180","6180","PHN502","Perth South","1","Good","Good",0
"6181","6181","PHN502","Perth South","1","Good","Good",0
"6182","6182","PHN502","Perth South","1","Good","Good",0
"6207","6207","PHN502","Perth South","1","Good","Good",0
"6208","6208","PHN502","Perth South","1","Good","Good",0
"6209","6209","PHN502","Perth South","1","Good","Good",0
"6210","6210","PHN502","Perth South","1","Good","Good",0
"6211","6211","PHN502","Perth South","1","Good","Good",0
"6213","6213","PHN502","Perth South","0.9999846","Good","Good",0
"6213","6213","PHN503","Country WA","1.54e-5","Good","Good",1
"6214","6214","PHN502","Perth South","1","Good","Good",0
"6215","6215","PHN502","Perth South","1","Good","Good",0
"6218","6218","PHN503","Country WA","1","Good","Good",0
"6219","6219","PHN503","Country WA","1","Good","Good",0
"6220","6220","PHN503","Country WA","1","Good","Good",0
"6221","6221","PHN503","Country WA","1","Good","Good",0
"6223","6223","PHN503","Country WA","1","Good","Good",0
"6224","6224","PHN503","Country WA","1","Good","Good",0
"6225","6225","PHN503","Country WA","1","Good","Good",0
"6226","6226","PHN503","Country WA","1","Good","Good",0
"6227","6227","PHN503","Country WA","1","Good","Good",0
"6228","6228","PHN503","Country WA","1","Good","Good",0
"6229","6229","PHN503","Country WA","1","Good","Good",0
"6230","6230","PHN503","Country WA","1","Good","Good",0
"6232","6232","PHN503","Country WA","1","Good","Good",0
"6233","6233","PHN503","Country WA","1","Good","Good",0
"6236","6236","PHN503","Country WA","1","Good","Good",0
"6237","6237","PHN503","Country WA","1","Good","Good",0
"6239","6239","PHN503","Country WA","1","Good","Good",0
"6240","6240","PHN503","Country WA","1","Good","Good",0
"6243","6243","PHN503","Country WA","1","Good","Good",0
"6244","6244","PHN503","Country WA","1","Good","Good",0
"6251","6251","PHN503","Country WA","1","Good","Good",0
"6252","6252","PHN503","Country WA","1","Good","Good",0
"6253","6253","PHN503","Country WA","1","Good","Good",0
"6254","6254","PHN503","Country WA","1","Good","Good",0
"6255","6255","PHN503","Country WA","1","Good","Good",0
"6256","6256","PHN503","Country WA","1","Good","Good",0
"6258","6258","PHN503","Country WA","1","Good","Good",0
"6260","6260","PHN503","Country WA","1","Good","Good",0
"6262","6262","PHN503","Country WA","1","Good","Good",0
"6271","6271","PHN503","Country WA","1","Good","Good",0
"6275","6275","PHN503","Country WA","1","Good","Good",0
"6280","6280","PHN503","Country WA","1","Good","Good",0
"6281","6281","PHN503","Country WA","1","Good","Good",0
"6282","6282","PHN503","Country WA","1","Good","Good",0
"6284","6284","PHN503","Country WA","1","Good","Good",0
"6285","6285","PHN503","Country WA","1","Good","Good",0
"6286","6286","PHN503","Country WA","1","Good","Good",0
"6288","6288","PHN503","Country WA","1","Good","Good",0
"6290","6290","PHN503","Country WA","1","Good","Good",0
"6302","6302","PHN503","Country WA","1","Good","Good",0
"6304","6304","PHN503","Country WA","1","Good","Good",0
"6306","6306","PHN503","Country WA","1","Good","Good",0
"6308","6308","PHN503","Country WA","1","Good","Good",0
"6309","6309","PHN503","Country WA","1","Good","Good",0
"6311","6311","PHN503","Country WA","1","Good","Good",0
"6312","6312","PHN503","Country WA","1","Good","Good",0
"6313","6313","PHN503","Country WA","1","Good","Good",0
"6315","6315","PHN503","Country WA","1","Good","Good",0
"6316","6316","PHN503","Country WA","1","Good","Good",0
"6317","6317","PHN503","Country WA","1","Good","Good",0
"6318","6318","PHN503","Country WA","1","Good","Good",0
"6320","6320","PHN503","Country WA","1","Good","Good",0
"6321","6321","PHN503","Country WA","1","Good","Good",0
"6322","6322","PHN503","Country WA","1","Good","Good",0
"6323","6323","PHN503","Country WA","1","Good","Good",0
"6324","6324","PHN503","Country WA","1","Good","Good",0
"6326","6326","PHN503","Country WA","1","Good","Good",0
"6327","6327","PHN503","Country WA","1","Good","Good",0
"6328","6328","PHN503","Country WA","1","Good","Good",0
"6330","6330","PHN503","Country WA","1","Good","Good",0
"6333","6333","PHN503","Country WA","1","Good","Good",0
"6335","6335","PHN503","Country WA","1","Good","Good",0
"6336","6336","PHN503","Country WA","1","Good","Good",0
"6337","6337","PHN503","Country WA","1","Good","Good",0
"6338","6338","PHN503","Country WA","1","Good","Good",0
"6341","6341","PHN503","Country WA","1","Good","Good",0
"6343","6343","PHN503","Country WA","1","Good","Good",0
"6346","6346","PHN503","Country WA","1","Good","Good",0
"6348","6348","PHN503","Country WA","1","Good","Good",0
"6350","6350","PHN503","Country WA","1","Good","Good",0
