"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"31802148217","","B","North Queensland","1","Good","Good",3
"31802148218","","B","North Queensland","1","Good","Good",3
"31802148219","","B","North Queensland","1","Good","Good",3
"31802148220","","B","North Queensland","1","Good","Good",3
"31802148221","","B","North Queensland","1","Good","Good",3
"31802148222","","B","North Queensland","1","Good","Good",3
"31802148223","","B","North Queensland","1","Good","Good",3
"31802148224","","B","North Queensland","1","Good","Good",3
"31802148225","","B","North Queensland","1","Good","Good",3
"31802148226","","B","North Queensland","1","Good","Good",3
"31802148227","","B","North Queensland","1","Good","Good",3
"31802148228","","B","North Queensland","1","Good","Good",3
"31802148229","","B","North Queensland","1","Good","Good",3
"31802148230","","B","North Queensland","1","Good","Good",3
"31802148231","","B","North Queensland","1","Good","Good",3
"31802148232","","B","North Queensland","1","Good","Good",3
"31802148233","","B","North Queensland","1","Good","Good",3
"31802148234","","B","North Queensland","1","Good","Good",3
"31802148235","","B","North Queensland","1","Good","Good",3
"31802148236","","B","North Queensland","1","Good","Good",3
"31802148237","","B","North Queensland","1","Good","Good",3
"31802148238","","B","North Queensland","1","Good","Good",3
"31802148239","","B","North Queensland","1","Good","Good",3
"31802148240","","B","North Queensland","1","Good","Good",3
"31802148241","","B","North Queensland","1","Good","Good",3
"31802148242","","B","North Queensland","1","Good","Good",3
"31802148243","","B","North Queensland","1","Good","Good",3
"31802148244","","B","North Queensland","1","Good","Good",3
"31802148245","","B","North Queensland","1","Good","Good",3
"31802148246","","B","North Queensland","1","Good","Good",3
"31802148247","","B","North Queensland","1","Good","Good",3
"31802148248","","B","North Queensland","1","Good","Good",3
"31802148301","","B","North Queensland","1","Good","Good",3
"31802148302","","B","North Queensland","1","Good","Good",3
"31802148304","","B","North Queensland","1","Good","Good",3
"31802148305","","B","North Queensland","1","Good","Good",3
"31802148306","","B","North Queensland","1","Good","Good",3
"31802148308","","B","North Queensland","1","Good","Good",3
"31802148309","","B","North Queensland","1","Good","Good",3
"31802148310","","B","North Queensland","1","Good","Good",3
"31802148311","","B","North Queensland","1","Good","Good",3
"31802148312","","B","North Queensland","1","Good","Good",3
"31802148401","","B","North Queensland","1","Good","Good",3
"31802148402","","B","North Queensland","1","Good","Good",3
"31802148403","","B","North Queensland","1","Good","Good",3
"31802148404","","B","North Queensland","1","Good","Good",3
"31802148405","","B","North Queensland","1","Good","Good",3
"31802148407","","B","North Queensland","1","Good","Good",3
"31802148408","","B","North Queensland","1","Good","Good",3
"31802148410","","B","North Queensland","1","Good","Good",3
"31802148411","","B","North Queensland","1","Good","Good",3
"31802148412","","B","North Queensland","1","Good","Good",3
"31802148413","","B","North Queensland","1","Good","Good",3
"31802148415","","B","North Queensland","1","Good","Good",3
"31802148416","","B","North Queensland","1","Good","Good",3
"31802148418","","B","North Queensland","1","Good","Good",3
"31802148419","","B","North Queensland","1","Good","Good",3
"31802148420","","B","North Queensland","1","Good","Good",3
"31802148421","","B","North Queensland","1","Good","Good",3
"31802148422","","B","North Queensland","1","Good","Good",3
"31802148423","","B","North Queensland","1","Good","Good",3
"31802148424","","B","North Queensland","1","Good","Good",3
"31802148425","","B","North Queensland","1","Good","Good",3
"31802148501","","B","North Queensland","1","Good","Good",3
"31802148502","","B","North Queensland","1","Good","Good",3
"31802148503","","B","North Queensland","1","Good","Good",3
"31802148504","","B","North Queensland","1","Good","Good",3
"31802148505","","B","North Queensland","1","Good","Good",3
"31802148506","","B","North Queensland","1","Good","Good",3
"31802148507","","B","North Queensland","1","Good","Good",3
"31802148508","","B","North Queensland","1","Good","Good",3
"31802148509","","B","North Queensland","1","Good","Good",3
"31802148510","","B","North Queensland","1","Good","Good",3
"31802148601","","B","North Queensland","1","Good","Good",3
"31802148602","","B","North Queensland","1","Good","Good",3
"31802148604","","B","North Queensland","1","Good","Good",3
"31802148605","","B","North Queensland","1","Good","Good",3
"31802148606","","B","North Queensland","1","Good","Good",3
"31802148607","","B","North Queensland","1","Good","Good",3
"31802148608","","B","North Queensland","1","Good","Good",3
"31802148610","","B","North Queensland","1","Good","Good",3
"31802148611","","B","North Queensland","1","Good","Good",3
"31802148613","","B","North Queensland","1","Good","Good",3
"31802148615","","B","North Queensland","1","Good","Good",3
"31802148616","","B","North Queensland","1","Good","Good",3
"31802148617","","B","North Queensland","1","Good","Good",3
"31802148618","","B","North Queensland","1","Good","Good",3
"31802148619","","B","North Queensland","1","Good","Good",3
"31802148620","","B","North Queensland","1","Good","Good",3
"31802148621","","B","North Queensland","1","Good","Good",3
"31802148622","","B","North Queensland","1","Good","Good",3
"31802148623","","B","North Queensland","1","Good","Good",3
"31802148624","","B","North Queensland","1","Good","Good",3
"31802148702","","B","North Queensland","1","Good","Good",3
"31802148703","","B","North Queensland","1","Good","Good",3
"31802148704","","B","North Queensland","1","Good","Good",3
"31802148705","","B","North Queensland","1","Good","Good",3
"31802148706","","B","North Queensland","1","Good","Good",3
"31802148707","","B","North Queensland","1","Good","Good",3
"31802148710","","B","North Queensland","1","Good","Good",3
"31802148712","","B","North Queensland","1","Good","Good",3
"31802148713","","B","North Queensland","1","Good","Good",3
"31802148714","","B","North Queensland","1","Good","Good",3
"31802148715","","B","North Queensland","1","Good","Good",3
"31802148717","","B","North Queensland","1","Good","Good",3
"31802148718","","B","North Queensland","1","Good","Good",3
"31802148719","","B","North Queensland","1","Good","Good",3
"31802148720","","B","North Queensland","1","Good","Good",3
"31802148721","","B","North Queensland","1","Good","Good",3
"31802148722","","B","North Queensland","1","Good","Good",3
"31802148723","","B","North Queensland","1","Good","Good",3
"31802148724","","B","North Queensland","1","Good","Good",3
"31802148725","","B","North Queensland","1","Good","Good",3
"31802148726","","B","North Queensland","1","Good","Good",3
"31802148801","","B","North Queensland","1","Good","Good",3
"31802148802","","B","North Queensland","1","Good","Good",3
"31802148803","","B","North Queensland","1","Good","Good",3
"31802148804","","B","North Queensland","1","Good","Good",3
"31802148805","","B","North Queensland","1","Good","Good",3
"31802148806","","B","North Queensland","1","Good","Good",3
"31802148807","","B","North Queensland","1","Good","Good",3
"31802148808","","B","North Queensland","1","Good","Good",3
"31802148809","","B","North Queensland","1","Good","Good",3
"31802148810","","B","North Queensland","1","Good","Good",3
"31802148811","","B","North Queensland","1","Good","Good",3
"31802148812","","B","North Queensland","1","Good","Good",3
"31802148813","","B","North Queensland","1","Good","Good",3
"31802148814","","B","North Queensland","1","Good","Good",3
"31802148815","","B","North Queensland","1","Good","Good",3
"31802148816","","B","North Queensland","1","Good","Good",3
"31802148901","","B","North Queensland","1","Good","Good",3
"31802148902","","B","North Queensland","1","Good","Good",3
"31802148903","","B","North Queensland","1","Good","Good",3
"31802148904","","B","North Queensland","1","Good","Good",3
"31802148905","","B","North Queensland","1","Good","Good",3
"31802148906","","B","North Queensland","1","Good","Good",3
"31802148907","","B","North Queensland","1","Good","Good",3
"31802148908","","B","North Queensland","1","Good","Good",3
"31802148909","","B","North Queensland","1","Good","Good",3
"31802148911","","B","North Queensland","1","Good","Good",3
"31802148912","","B","North Queensland","1","Good","Good",3
"31802148913","","B","North Queensland","1","Good","Good",3
"31802148914","","B","North Queensland","1","Good","Good",3
"31802148915","","B","North Queensland","1","Good","Good",3
"31802149001","","B","North Queensland","1","Good","Good",3
"31802149002","","B","North Queensland","1","Good","Good",3
"31802149003","","B","North Queensland","1","Good","Good",3
"31802149004","","B","North Queensland","1","Good","Good",3
"31802149005","","B","North Queensland","1","Good","Good",3
"31802149006","","B","North Queensland","1","Good","Good",3
"31802149007","","B","North Queensland","1","Good","Good",3
"31802149008","","B","North Queensland","1","Good","Good",3
"31802149009","","B","North Queensland","1","Good","Good",3
"31802149010","","B","North Queensland","1","Good","Good",3
"31802149012","","B","North Queensland","1","Good","Good",3
"31802149013","","B","North Queensland","1","Good","Good",3
"31802149014","","B","North Queensland","1","Good","Good",3
"31802149015","","B","North Queensland","1","Good","Good",3
"31802149016","","B","North Queensland","1","Good","Good",3
"31802149017","","B","North Queensland","1","Good","Good",3
"31802149018","","B","North Queensland","1","Good","Good",3
"31802149019","","B","North Queensland","1","Good","Good",3
"31802149020","","B","North Queensland","1","Good","Good",3
"31802149021","","B","North Queensland","1","Good","Good",3
"31802149022","","B","North Queensland","1","Good","Good",3
"31802149101","","B","North Queensland","1","Good","Good",3
"31802149102","","B","North Queensland","1","Good","Good",3
"31802149103","","B","North Queensland","1","Good","Good",3
"31802149104","","B","North Queensland","1","Good","Good",3
"31802149105","","B","North Queensland","1","Good","Good",3
"31802149106","","B","North Queensland","1","Good","Good",3
"31802149107","","B","North Queensland","1","Good","Good",3
"31802149108","","B","North Queensland","1","Good","Good",3
"31802149109","","B","North Queensland","1","Good","Good",3
"31802149110","","B","North Queensland","1","Good","Good",3
"31802149111","","B","North Queensland","1","Good","Good",3
"31802149112","","B","North Queensland","1","Good","Good",3
"31802149113","","B","North Queensland","1","Good","Good",3
"31802149114","","B","North Queensland","1","Good","Good",3
"31802149115","","B","North Queensland","1","Good","Good",3
"31802149116","","B","North Queensland","1","Good","Good",3
"31802149117","","B","North Queensland","1","Good","Good",3
"31802149118","","B","North Queensland","1","Good","Good",3
