"SA1_CODE_2021","SA1_NAME_2021","Region","Region_Nam","RATIO_FROM_TO","INDIV_TO_REGION_QLTY_INDICATOR","OVERALL_QUALITY_INDICATOR","BMOS_NULL_FLAG"
"30803122006","","E","South Queensland","1","Good","Good",3
"30803122007","","E","South Queensland","1","Good","Good",3
"30803122008","","E","South Queensland","1","Good","Good",3
"30803122101","","E","South Queensland","1","Good","Good",3
"30803122201","","E","South Queensland","1","Good","Good",3
"30803122202","","E","South Queensland","1","Good","Good",3
"30803122203","","E","South Queensland","1","Good","Good",3
"30803122204","","E","South Queensland","1","Good","Good",3
"30803122205","","E","South Queensland","1","Good","Good",3
"30803122206","","E","South Queensland","1","Good","Good",3
"30803122207","","E","South Queensland","1","Good","Good",3
"30803122208","","E","South Queensland","1","Good","Good",3
"30803122209","","E","South Queensland","1","Good","Good",3
"30803122210","","E","South Queensland","1","Good","Good",3
"30803122211","","E","South Queensland","1","Good","Good",3
"30803122212","","E","South Queensland","1","Good","Good",3
"30803122213","","E","South Queensland","1","Good","Good",3
"30803122214","","E","South Queensland","1","Good","Good",3
"30803122215","","E","South Queensland","1","Good","Good",3
"30803122216","","E","South Queensland","1","Good","Good",3
"30803122217","","E","South Queensland","1","Good","Good",3
"30803122218","","E","South Queensland","1","Good","Good",3
"30803122219","","E","South Queensland","1","Good","Good",3
"30803122220","","E","South Queensland","1","Good","Good",3
"30803122221","","E","South Queensland","1","Good","Good",3
"30803122222","","E","South Queensland","1","Good","Good",3
"30803122301","","E","South Queensland","1","Good","Good",3
"30803122302","","E","South Queensland","1","Good","Good",3
"30803122306","","E","South Queensland","1","Good","Good",3
"30803122308","","E","South Queensland","1","Good","Good",3
"30803122309","","E","South Queensland","1","Good","Good",3
"30803122310","","E","South Queensland","1","Good","Good",3
"30803122311","","E","South Queensland","1","Good","Good",3
"30803122312","","E","South Queensland","1","Good","Good",3
"30803122313","","E","South Queensland","1","Good","Good",3
"30803122316","","E","South Queensland","1","Good","Good",3
"30803122317","","E","South Queensland","1","Good","Good",3
"30803122318","","E","South Queensland","1","Good","Good",3
"30803122319","","E","South Queensland","1","Good","Good",3
"30803122321","","E","South Queensland","1","Good","Good",3
"30803122322","","E","South Queensland","1","Good","Good",3
"30803122323","","E","South Queensland","1","Good","Good",3
"30803122324","","E","South Queensland","1","Good","Good",3
"30803122325","","E","South Queensland","1","Good","Good",3
"30803122326","","E","South Queensland","1","Good","Good",3
"30803122327","","E","South Queensland","1","Good","Good",3
"30803122328","","E","South Queensland","1","Good","Good",3
"30803122329","","E","South Queensland","1","Good","Good",3
"30803122330","","E","South Queensland","1","Good","Good",3
"30803122331","","E","South Queensland","1","Good","Good",3
"30803122332","","E","South Queensland","1","Good","Good",3
"30803122333","","E","South Queensland","1","Good","Good",3
"30803122334","","E","South Queensland","1","Good","Good",3
"30803122335","","E","South Queensland","1","Good","Good",3
"30803122336","","E","South Queensland","1","Good","Good",3
"30803122337","","E","South Queensland","1","Good","Good",3
"30803122338","","E","South Queensland","1","Good","Good",3
"30803122339","","E","South Queensland","1","Good","Good",3
"30803122340","","E","South Queensland","1","Good","Good",3
"30803122341","","E","South Queensland","1","Good","Good",3
"30803122342","","E","South Queensland","1","Good","Good",3
"30803122343","","E","South Queensland","1","Good","Good",3
"30803122344","","E","South Queensland","1","Good","Good",3
"30803122346","","E","South Queensland","1","Good","Good",3
"30803122347","","E","South Queensland","1","Good","Good",3
"30803122348","","E","South Queensland","1","Good","Good",3
"30803122349","","E","South Queensland","1","Good","Good",3
"30803122350","","E","South Queensland","1","Good","Good",3
"30803122351","","E","South Queensland","1","Good","Good",3
"30803122352","","E","South Queensland","1","Good","Good",3
"30803122353","","E","South Queensland","1","Good","Good",3
"30803122354","","E","South Queensland","1","Good","Good",3
"30803122355","","E","South Queensland","1","Good","Good",3
"30803122356","","E","South Queensland","1","Good","Good",3
"30803122357","","E","South Queensland","1","Good","Good",3
"30804152801","","E","South Queensland","1","Good","Good",3
"30804152802","","E","South Queensland","1","Good","Good",3
"30804152803","","E","South Queensland","1","Good","Good",3
"30804152804","","E","South Queensland","1","Good","Good",3
"30804152806","","E","South Queensland","1","Good","Good",3
"30804152807","","E","South Queensland","1","Good","Good",3
"30804152808","","E","South Queensland","1","Good","Good",3
"30804152809","","E","South Queensland","1","Good","Good",3
"30804152810","","E","South Queensland","1","Good","Good",3
"30804152811","","E","South Queensland","1","Good","Good",3
"30804152812","","E","South Queensland","1","Good","Good",3
"30804152813","","E","South Queensland","1","Good","Good",3
"30804152814","","E","South Queensland","1","Good","Good",3
"30804152815","","E","South Queensland","1","Good","Good",3
"30804152816","","E","South Queensland","1","Good","Good",3
"30804152817","","E","South Queensland","1","Good","Good",3
"30804152818","","E","South Queensland","1","Good","Good",3
"30804152819","","E","South Queensland","1","Good","Good",3
"30804152820","","E","South Queensland","1","Good","Good",3
"30804152821","","E","South Queensland","1","Good","Good",3
"30804152822","","E","South Queensland","1","Good","Good",3
"30804152823","","E","South Queensland","1","Good","Good",3
"30804152824","","E","South Queensland","1","Good","Good",3
"30804152825","","E","South Queensland","1","Good","Good",3
"30804152826","","E","South Queensland","1","Good","Good",3
"30804152827","","E","South Queensland","1","Good","Good",3
"30804152828","","E","South Queensland","1","Good","Good",3
"30804152829","","E","South Queensland","1","Good","Good",3
"30804152830","","E","South Queensland","1","Good","Good",3
"30804152831","","E","South Queensland","1","Good","Good",3
"30804152832","","E","South Queensland","1","Good","Good",3
"30804152833","","E","South Queensland","1","Good","Good",3
"30804152834","","E","South Queensland","1","Good","Good",3
"30804152901","","E","South Queensland","1","Good","Good",3
"30804152902","","E","South Queensland","1","Good","Good",3
"30804152903","","E","South Queensland","1","Good","Good",3
"30804152904","","E","South Queensland","1","Good","Good",3
"30804152905","","E","South Queensland","1","Good","Good",3
"30804152906","","E","South Queensland","1","Good","Good",3
"30804152907","","E","South Queensland","1","Good","Good",3
"30804152908","","E","South Queensland","1","Good","Good",3
"30804152909","","E","South Queensland","1","Good","Good",3
"30804152910","","E","South Queensland","1","Good","Good",3
"30804152911","","E","South Queensland","1","Good","Good",3
"30804152912","","E","South Queensland","1","Good","Good",3
"30804152913","","E","South Queensland","1","Good","Good",3
"30804152914","","E","South Queensland","1","Good","Good",3
"30804152915","","E","South Queensland","1","Good","Good",3
"30804152916","","E","South Queensland","1","Good","Good",3
"30804152917","","E","South Queensland","1","Good","Good",3
"30804152918","","E","South Queensland","1","Good","Good",3
"30804152919","","E","South Queensland","1","Good","Good",3
"30804152920","","E","South Queensland","1","Good","Good",3
"30805153001","","E","South Queensland","1","Good","Good",3
"30805153002","","E","South Queensland","1","Good","Good",3
"30805153003","","E","South Queensland","1","Good","Good",3
"30805153004","","E","South Queensland","1","Good","Good",3
"30805153005","","E","South Queensland","1","Good","Good",3
"30805153006","","E","South Queensland","1","Good","Good",3
"30805153007","","E","South Queensland","1","Good","Good",3
"30805153008","","E","South Queensland","1","Good","Good",3
"30805153009","","E","South Queensland","1","Good","Good",3
"30805153010","","E","South Queensland","1","Good","Good",3
"30805153011","","E","South Queensland","1","Good","Good",3
"30805153012","","E","South Queensland","1","Good","Good",3
"30805153013","","E","South Queensland","1","Good","Good",3
"30805153014","","E","South Queensland","1","Good","Good",3
"30805153015","","E","South Queensland","1","Good","Good",3
"30805153016","","E","South Queensland","1","Good","Good",3
"30805153017","","E","South Queensland","1","Good","Good",3
"30805153018","","E","South Queensland","1","Good","Good",3
"30805153019","","E","South Queensland","1","Good","Good",3
"30805153101","","E","South Queensland","1","Good","Good",3
"30805153102","","E","South Queensland","1","Good","Good",3
"30805153103","","E","South Queensland","1","Good","Good",3
"30805153104","","E","South Queensland","1","Good","Good",3
"30805153105","","E","South Queensland","1","Good","Good",3
"30805153106","","E","South Queensland","1","Good","Good",3
"30805153107","","E","South Queensland","1","Good","Good",3
"30805153108","","E","South Queensland","1","Good","Good",3
"30805153109","","E","South Queensland","1","Good","Good",3
"30805153110","","E","South Queensland","1","Good","Good",3
"30805153111","","E","South Queensland","1","Good","Good",3
"30805153112","","E","South Queensland","1","Good","Good",3
"30805153113","","E","South Queensland","1","Good","Good",3
"30805153114","","E","South Queensland","1","Good","Good",3
"30805153115","","E","South Queensland","1","Good","Good",3
"30805153116","","E","South Queensland","1","Good","Good",3
"30805153117","","E","South Queensland","1","Good","Good",3
"30805153118","","E","South Queensland","1","Good","Good",3
"30805153119","","E","South Queensland","1","Good","Good",3
"30805153120","","E","South Queensland","1","Good","Good",3
"30805153121","","E","South Queensland","1","Good","Good",3
"30805153122","","E","South Queensland","1","Good","Good",3
"30805153123","","E","South Queensland","1","Good","Good",3
"30805153201","","E","South Queensland","1","Good","Good",3
"30805153301","","E","South Queensland","1","Good","Good",3
"30805153302","","E","South Queensland","1","Good","Good",3
"30805153303","","E","South Queensland","1","Good","Good",3
"30805153304","","E","South Queensland","1","Good","Good",3
"30805153305","","E","South Queensland","1","Good","Good",3
"30805153306","","E","South Queensland","1","Good","Good",3
"30805153307","","E","South Queensland","1","Good","Good",3
"30805153308","","E","South Queensland","1","Good","Good",3
"30805153309","","E","South Queensland","1","Good","Good",3
"30805153310","","E","South Queensland","1","Good","Good",3
"30805153311","","E","South Queensland","1","Good","Good",3
"30805153312","","E","South Queensland","1","Good","Good",3
"30805153313","","E","South Queensland","1","Good","Good",3
"30805153314","","E","South Queensland","1","Good","Good",3
"30805153315","","E","South Queensland","1","Good","Good",3
"30805153316","","E","South Queensland","1","Good","Good",3
"30805153317","","E","South Queensland","1","Good","Good",3
"30805153318","","E","South Queensland","1","Good","Good",3
"30805153319","","E","South Queensland","1","Good","Good",3
"30805153320","","E","South Queensland","1","Good","Good",3
"30805153321","","E","South Queensland","1","Good","Good",3
"30805153322","","E","South Queensland","1","Good","Good",3
"30805153323","","E","South Queensland","1","Good","Good",3
"30805153324","","E","South Queensland","1","Good","Good",3
"30805153325","","E","South Queensland","1","Good","Good",3
"30805153326","","E","South Queensland","1","Good","Good",3
"30805153327","","E","South Queensland","1","Good","Good",3
"30805153328","","E","South Queensland","1","Good","Good",3
"30805153401","","E","South Queensland","1","Good","Good",3
"30805153402","","E","South Queensland","1","Good","Good",3
"30805153403","","E","South Queensland","1","Good","Good",3
"30805153404","","E","South Queensland","1","Good","Good",3
"30805153405","","E","South Queensland","1","Good","Good",3
"30805153406","","E","South Queensland","1","Good","Good",3
"30805153407","","E","South Queensland","1","Good","Good",3
"30805153408","","E","South Queensland","1","Good","Good",3
"30805153409","","E","South Queensland","1","Good","Good",3
"30805153410","","E","South Queensland","1","Good","Good",3
"30805153411","","E","South Queensland","1","Good","Good",3
"30805153412","","E","South Queensland","1","Good","Good",3
"30805153413","","E","South Queensland","1","Good","Good",3
"30805153414","","E","South Queensland","1","Good","Good",3
"30805153415","","E","South Queensland","1","Good","Good",3
"30805153416","","E","South Queensland","1","Good","Good",3
"30805153417","","E","South Queensland","1","Good","Good",3
"30805153501","","E","South Queensland","1","Good","Good",3
"30805153502","","E","South Queensland","1","Good","Good",3
"30805153503","","E","South Queensland","1","Good","Good",3
"30805153504","","E","South Queensland","1","Good","Good",3
"30805153505","","E","South Queensland","1","Good","Good",3
"30805153507","","E","South Queensland","1","Good","Good",3
"30805153508","","E","South Queensland","1","Good","Good",3
"30805153509","","E","South Queensland","1","Good","Good",3
"30805153510","","E","South Queensland","1","Good","Good",3
"30805153511","","E","South Queensland","1","Good","Good",3
"30805153512","","E","South Queensland","1","Good","Good",3
"30805153513","","E","South Queensland","1","Good","Good",3
"30805153514","","E","South Queensland","1","Good","Good",3
"30805153516","","E","South Queensland","1","Good","Good",3
"30805153517","","E","South Queensland","1","Good","Good",3
"30805153518","","E","South Queensland","1","Good","Good",3
"30805153519","","E","South Queensland","1","Good","Good",3
"30805153520","","E","South Queensland","1","Good","Good",3
"30805153521","","E","South Queensland","1","Good","Good",3
"30805153522","","E","South Queensland","1","Good","Good",3
"30805153523","","E","South Queensland","1","Good","Good",3
"30805153524","","E","South Queensland","1","Good","Good",3
"30805153525","","E","South Queensland","1","Good","Good",3
"30805153526","","E","South Queensland","1","Good","Good",3
"30805153527","","E","South Queensland","1","Good","Good",3
"30805153528","","E","South Queensland","1","Good","Good",3
"30805153529","","E","South Queensland","1","Good","Good",3
"30805153530","","E","South Queensland","1","Good","Good",3
"30805153531","","E","South Queensland","1","Good","Good",3
"30805153601","","E","South Queensland","1","Good","Good",3
"30805153602","","E","South Queensland","1","Good","Good",3
"30805153603","","E","South Queensland","1","Good","Good",3
"30805153604","","E","South Queensland","1","Good","Good",3
"30805153605","","E","South Queensland","1","Good","Good",3
"30805153606","","E","South Queensland","1","Good","Good",3
"30805153607","","E","South Queensland","1","Good","Good",3
"30805153608","","E","South Queensland","1","Good","Good",3
"30805153609","","E","South Queensland","1","Good","Good",3
"30805153610","","E","South Queensland","1","Good","Good",3
"30805153701","","E","South Queensland","1","Good","Good",3
"30805153801","","E","South Queensland","1","Good","Good",3
"30805153802","","E","South Queensland","1","Good","Good",3
"30805153804","","E","South Queensland","1","Good","Good",3
"30805153805","","E","South Queensland","1","Good","Good",3
"30805153806","","E","South Queensland","1","Good","Good",3
"30805153807","","E","South Queensland","1","Good","Good",3
"30805153808","","E","South Queensland","1","Good","Good",3
"30805153809","","E","South Queensland","1","Good","Good",3
"30805153810","","E","South Queensland","1","Good","Good",3
"30805153811","","E","South Queensland","1","Good","Good",3
"30805153812","","E","South Queensland","1","Good","Good",3
"30805153813","","E","South Queensland","1","Good","Good",3
"30805153814","","E","South Queensland","1","Good","Good",3
"30805153815","","E","South Queensland","1","Good","Good",3
"30805153816","","E","South Queensland","1","Good","Good",3
"30805153817","","E","South Queensland","1","Good","Good",3
"30805153901","","E","South Queensland","1","Good","Good",3
"30805153902","","E","South Queensland","1","Good","Good",3
"30805153903","","E","South Queensland","1","Good","Good",3
"30805153904","","E","South Queensland","1","Good","Good",3
"30805153905","","E","South Queensland","1","Good","Good",3
"30805153906","","E","South Queensland","1","Good","Good",3
"30805153907","","E","South Queensland","1","Good","Good",3
"30805153908","","E","South Queensland","1","Good","Good",3
"30805153909","","E","South Queensland","1","Good","Good",3
"30805153910","","E","South Queensland","1","Good","Good",3
"30805153911","","E","South Queensland","1","Good","Good",3
"30805153912","","E","South Queensland","1","Good","Good",3
"30805153913","","E","South Queensland","1","Good","Good",3
"30901122401","","E","South Queensland","1","Good","Good",3
"30901122402","","E","South Queensland","1","Good","Good",3
"30901122403","","E","South Queensland","1","Good","Good",3
"30901122404","","E","South Queensland","1","Good","Good",3
"30901122405","","E","South Queensland","1","Good","Good",3
"30901122406","","E","South Queensland","1","Good","Good",3
"30901122407","","E","South Queensland","1","Good","Good",3
"30901122408","","E","South Queensland","1","Good","Good",3
"30901122409","","E","South Queensland","1","Good","Good",3
"30901122410","","E","South Queensland","1","Good","Good",3
"30901122411","","E","South Queensland","1","Good","Good",3
"30901122412","","E","South Queensland","1","Good","Good",3
"30901122413","","E","South Queensland","1","Good","Good",3
"30901122414","","E","South Queensland","1","Good","Good",3
"30901122415","","E","South Queensland","1","Good","Good",3
"30901122416","","E","South Queensland","1","Good","Good",3
"30901122417","","E","South Queensland","1","Good","Good",3
"30901122418","","E","South Queensland","1","Good","Good",3
"30901122419","","E","South Queensland","1","Good","Good",3
"30901122420","","E","South Queensland","1","Good","Good",3
"30901122501","","E","South Queensland","1","Good","Good",3
"30901122502","","E","South Queensland","1","Good","Good",3
"30901122503","","E","South Queensland","1","Good","Good",3
"30901122504","","E","South Queensland","1","Good","Good",3
"30901122505","","E","South Queensland","1","Good","Good",3
"30901122506","","E","South Queensland","1","Good","Good",3
"30901122507","","E","South Queensland","1","Good","Good",3
"30901122508","","E","South Queensland","1","Good","Good",3
"30901122509","","E","South Queensland","1","Good","Good",3
"30901122510","","E","South Queensland","1","Good","Good",3
"30901122511","","E","South Queensland","1","Good","Good",3
"30901122512","","E","South Queensland","1","Good","Good",3
"30901122513","","E","South Queensland","1","Good","Good",3
"30901122514","","E","South Queensland","1","Good","Good",3
"30901122515","","E","South Queensland","1","Good","Good",3
"30901122516","","E","South Queensland","1","Good","Good",3
"30901122517","","E","South Queensland","1","Good","Good",3
"30901122519","","E","South Queensland","1","Good","Good",3
"30901122520","","E","South Queensland","1","Good","Good",3
"30901122521","","E","South Queensland","1","Good","Good",3
"30901122522","","E","South Queensland","1","Good","Good",3
"30901122523","","E","South Queensland","1","Good","Good",3
"30901122524","","E","South Queensland","1","Good","Good",3
"30901122525","","E","South Queensland","1","Good","Good",3
"30901122601","","E","South Queensland","1","Good","Good",3
"30901122602","","E","South Queensland","1","Good","Good",3
"30901122603","","E","South Queensland","1","Good","Good",3
"30901122604","","E","South Queensland","1","Good","Good",3
"30901122605","","E","South Queensland","1","Good","Good",3
"30901122606","","E","South Queensland","1","Good","Good",3
"30901122607","","E","South Queensland","1","Good","Good",3
"30901122608","","E","South Queensland","1","Good","Good",3
"30901122609","","E","South Queensland","1","Good","Good",3
"30901122610","","E","South Queensland","1","Good","Good",3
"30901122611","","E","South Queensland","1","Good","Good",3
"30901122612","","E","South Queensland","1","Good","Good",3
"30901122613","","E","South Queensland","1","Good","Good",3
"30901122614","","E","South Queensland","1","Good","Good",3
"30901122615","","E","South Queensland","1","Good","Good",3
"30901122616","","E","South Queensland","1","Good","Good",3
"30901122617","","E","South Queensland","1","Good","Good",3
"30901122618","","E","South Queensland","1","Good","Good",3
"30901122619","","E","South Queensland","1","Good","Good",3
"30901122620","","E","South Queensland","1","Good","Good",3
"30901122621","","E","South Queensland","1","Good","Good",3
"30901122622","","E","South Queensland","1","Good","Good",3
"30901122623","","E","South Queensland","1","Good","Good",3
"30901122624","","E","South Queensland","1","Good","Good",3
"30901122625","","E","South Queensland","1","Good","Good",3
"30901122628","","E","South Queensland","1","Good","Good",3
"30901122629","","E","South Queensland","1","Good","Good",3
"30901122630","","E","South Queensland","1","Good","Good",3
"30901122631","","E","South Queensland","1","Good","Good",3
"30901122632","","E","South Queensland","1","Good","Good",3
"30901122633","","E","South Queensland","1","Good","Good",3
"30901122634","","E","South Queensland","1","Good","Good",3
"30901122635","","E","South Queensland","1","Good","Good",3
"30901122636","","E","South Queensland","1","Good","Good",3
"30901122637","","E","South Queensland","1","Good","Good",3
"30901122638","","E","South Queensland","1","Good","Good",3
"30901122701","","E","South Queensland","1","Good","Good",3
"30901122702","","E","South Queensland","1","Good","Good",3
"30901122703","","E","South Queensland","1","Good","Good",3
"30901122704","","E","South Queensland","1","Good","Good",3
"30901122705","","E","South Queensland","1","Good","Good",3
"30901122706","","E","South Queensland","1","Good","Good",3
"30901122707","","E","South Queensland","1","Good","Good",3
"30901122709","","E","South Queensland","1","Good","Good",3
"30901122710","","E","South Queensland","1","Good","Good",3
"30901122714","","E","South Queensland","1","Good","Good",3
"30901122716","","E","South Queensland","1","Good","Good",3
"30901122718","","E","South Queensland","1","Good","Good",3
"30901122719","","E","South Queensland","1","Good","Good",3
"30901122720","","E","South Queensland","1","Good","Good",3
"30901122721","","E","South Queensland","1","Good","Good",3
"30901122722","","E","South Queensland","1","Good","Good",3
"30901122724","","E","South Queensland","1","Good","Good",3
"30901122725","","E","South Queensland","1","Good","Good",3
"30901122726","","E","South Queensland","1","Good","Good",3
"30901122727","","E","South Queensland","1","Good","Good",3
"30901122728","","E","South Queensland","1","Good","Good",3
"30901122729","","E","South Queensland","1","Good","Good",3
"30901122730","","E","South Queensland","1","Good","Good",3
"30901122731","","E","South Queensland","1","Good","Good",3
"30901122732","","E","South Queensland","1","Good","Good",3
"30901122733","","E","South Queensland","1","Good","Good",3
"30901122734","","E","South Queensland","1","Good","Good",3
"30901122735","","E","South Queensland","1","Good","Good",3
"30901122736","","E","South Queensland","1","Good","Good",3
"30901122737","","E","South Queensland","1","Good","Good",3
"30901122801","","E","South Queensland","1","Good","Good",3
"30901122802","","E","South Queensland","1","Good","Good",3
"30901122803","","E","South Queensland","1","Good","Good",3
"30901122804","","E","South Queensland","1","Good","Good",3
"30901122805","","E","South Queensland","1","Good","Good",3
"30901122806","","E","South Queensland","1","Good","Good",3
"30901122807","","E","South Queensland","1","Good","Good",3
"30901122808","","E","South Queensland","1","Good","Good",3
"30901122809","","E","South Queensland","1","Good","Good",3
"30901122810","","E","South Queensland","1","Good","Good",3
"30901122811","","E","South Queensland","1","Good","Good",3
"30901122812","","E","South Queensland","1","Good","Good",3
"30901122813","","E","South Queensland","1","Good","Good",3
"30901122814","","E","South Queensland","1","Good","Good",3
"30901122815","","E","South Queensland","1","Good","Good",3
"30901122816","","E","South Queensland","1","Good","Good",3
"30901122817","","E","South Queensland","1","Good","Good",3
"30901122818","","E","South Queensland","1","Good","Good",3
"30901122819","","E","South Queensland","1","Good","Good",3
"30901122820","","E","South Queensland","1","Good","Good",3
"30901122821","","E","South Queensland","1","Good","Good",3
"30901122822","","E","South Queensland","1","Good","Good",3
"30901122823","","E","South Queensland","1","Good","Good",3
"30901122824","","E","South Queensland","1","Good","Good",3
"30901122825","","E","South Queensland","1","Good","Good",3
"30901122826","","E","South Queensland","1","Good","Good",3
"30901122827","","E","South Queensland","1","Good","Good",3
"30901122828","","E","South Queensland","1","Good","Good",3
"30901122829","","E","South Queensland","1","Good","Good",3
"30901122830","","E","South Queensland","1","Good","Good",3
"30901122901","","E","South Queensland","1","Good","Good",3
"30901122902","","E","South Queensland","1","Good","Good",3
"30901122903","","E","South Queensland","1","Good","Good",3
"30901122904","","E","South Queensland","1","Good","Good",3
"30901122905","","E","South Queensland","1","Good","Good",3
"30901122906","","E","South Queensland","1","Good","Good",3
"30901122907","","E","South Queensland","1","Good","Good",3
"30901122908","","E","South Queensland","1","Good","Good",3
"30901122909","","E","South Queensland","1","Good","Good",3
"30901122910","","E","South Queensland","1","Good","Good",3
"30901122911","","E","South Queensland","1","Good","Good",3
"30901122912","","E","South Queensland","1","Good","Good",3
"30901122913","","E","South Queensland","1","Good","Good",3
"30901122914","","E","South Queensland","1","Good","Good",3
"30901122915","","E","South Queensland","1","Good","Good",3
"30901122916","","E","South Queensland","1","Good","Good",3
"30902123002","","E","South Queensland","1","Good","Good",3
"30902123003","","E","South Queensland","1","Good","Good",3
"30902123004","","E","South Queensland","1","Good","Good",3
"30902123008","","E","South Queensland","1","Good","Good",3
"30902123009","","E","South Queensland","1","Good","Good",3
"30902123010","","E","South Queensland","1","Good","Good",3
"30902123011","","E","South Queensland","1","Good","Good",3
"30902123012","","E","South Queensland","1","Good","Good",3
"30902123013","","E","South Queensland","1","Good","Good",3
"30902123014","","E","South Queensland","1","Good","Good",3
"30902123015","","E","South Queensland","1","Good","Good",3
"30902123016","","E","South Queensland","1","Good","Good",3
"30902123017","","E","South Queensland","1","Good","Good",3
"30902123018","","E","South Queensland","1","Good","Good",3
"30902123019","","E","South Queensland","1","Good","Good",3
"30902123020","","E","South Queensland","1","Good","Good",3
"30902123101","","E","South Queensland","1","Good","Good",3
"30902123102","","E","South Queensland","1","Good","Good",3
"30902123103","","E","South Queensland","1","Good","Good",3
"30902123104","","E","South Queensland","1","Good","Good",3
"30902123105","","E","South Queensland","1","Good","Good",3
"30902123106","","E","South Queensland","1","Good","Good",3
"30902123107","","E","South Queensland","1","Good","Good",3
"30902123108","","E","South Queensland","1","Good","Good",3
"30902123109","","E","South Queensland","1","Good","Good",3
"30902123110","","E","South Queensland","1","Good","Good",3
"30902123111","","E","South Queensland","1","Good","Good",3
"30902123112","","E","South Queensland","1","Good","Good",3
"30902123113","","E","South Queensland","1","Good","Good",3
"30902123114","","E","South Queensland","1","Good","Good",3
"30902123116","","E","South Queensland","1","Good","Good",3
"30902123117","","E","South Queensland","1","Good","Good",3
"30902123118","","E","South Queensland","1","Good","Good",3
"30902123119","","E","South Queensland","1","Good","Good",3
"30902123120","","E","South Queensland","1","Good","Good",3
"30902123121","","E","South Queensland","1","Good","Good",3
"30902123122","","E","South Queensland","1","Good","Good",3
"30902123123","","E","South Queensland","1","Good","Good",3
"30902123124","","E","South Queensland","1","Good","Good",3
"30902123125","","E","South Queensland","1","Good","Good",3
"30902123126","","E","South Queensland","1","Good","Good",3
"30902123127","","E","South Queensland","1","Good","Good",3
"30902123128","","E","South Queensland","1","Good","Good",3
"30902123129","","E","South Queensland","1","Good","Good",3
"30902123201","","E","South Queensland","1","Good","Good",3
"30902123202","","E","South Queensland","1","Good","Good",3
"30902123203","","E","South Queensland","1","Good","Good",3
"30902123204","","E","South Queensland","1","Good","Good",3
"30902123205","","E","South Queensland","1","Good","Good",3
"30902123206","","E","South Queensland","1","Good","Good",3
"30902123207","","E","South Queensland","1","Good","Good",3
"30902123208","","E","South Queensland","1","Good","Good",3
"30902123209","","E","South Queensland","1","Good","Good",3
"30902123210","","E","South Queensland","1","Good","Good",3
"30902123211","","E","South Queensland","1","Good","Good",3
"30902123212","","E","South Queensland","1","Good","Good",3
"30902123213","","E","South Queensland","1","Good","Good",3
"30902123214","","E","South Queensland","1","Good","Good",3
"30902123215","","E","South Queensland","1","Good","Good",3
"30902123216","","E","South Queensland","1","Good","Good",3
"30902123217","","E","South Queensland","1","Good","Good",3
"30902123218","","E","South Queensland","1","Good","Good",3
"30902123219","","E","South Queensland","1","Good","Good",3
"30902123220","","E","South Queensland","1","Good","Good",3
"30902123221","","E","South Queensland","1","Good","Good",3
"30902123222","","E","South Queensland","1","Good","Good",3
"30902123223","","E","South Queensland","1","Good","Good",3
"30902123225","","E","South Queensland","1","Good","Good",3
"30902123226","","E","South Queensland","1","Good","Good",3
"30902123227","","E","South Queensland","1","Good","Good",3
"30902123228","","E","South Queensland","1","Good","Good",3
"30902123301","","E","South Queensland","1","Good","Good",3
"30902123302","","E","South Queensland","1","Good","Good",3
"30902123303","","E","South Queensland","1","Good","Good",3
"30902123304","","E","South Queensland","1","Good","Good",3
"30902123305","","E","South Queensland","1","Good","Good",3
"30902123306","","E","South Queensland","1","Good","Good",3
"30902123307","","E","South Queensland","1","Good","Good",3
"30902123308","","E","South Queensland","1","Good","Good",3
"30902123309","","E","South Queensland","1","Good","Good",3
"30902123310","","E","South Queensland","1","Good","Good",3
"30902123311","","E","South Queensland","1","Good","Good",3
"30902123312","","E","South Queensland","1","Good","Good",3
"30902123313","","E","South Queensland","1","Good","Good",3
"30902123314","","E","South Queensland","1","Good","Good",3
"30902123315","","E","South Queensland","1","Good","Good",3
"30902123316","","E","South Queensland","1","Good","Good",3
"30902123317","","E","South Queensland","1","Good","Good",3
"30902123318","","E","South Queensland","1","Good","Good",3
"30902123319","","E","South Queensland","1","Good","Good",3
"30902123320","","E","South Queensland","1","Good","Good",3
"30902123321","","E","South Queensland","1","Good","Good",3
"30902123322","","E","South Queensland","1","Good","Good",3
"30902123323","","E","South Queensland","1","Good","Good",3
"30902123324","","E","South Queensland","1","Good","Good",3
"30902123325","","E","South Queensland","1","Good","Good",3
"30902123326","","E","South Queensland","1","Good","Good",3
"30902123327","","E","South Queensland","1","Good","Good",3
"30902123328","","E","South Queensland","1","Good","Good",3
"30902123329","","E","South Queensland","1","Good","Good",3
"30902123330","","E","South Queensland","1","Good","Good",3
"30902123331","","E","South Queensland","1","Good","Good",3
"30902123332","","E","South Queensland","1","Good","Good",3
"30902123333","","E","South Queensland","1","Good","Good",3
"30902123401","","E","South Queensland","1","Good","Good",3
"30902123402","","E","South Queensland","1","Good","Good",3
"30902123403","","E","South Queensland","1","Good","Good",3
"30902123404","","E","South Queensland","1","Good","Good",3
"30902123405","","E","South Queensland","1","Good","Good",3
"30902123407","","E","South Queensland","1","Good","Good",3
"30902123408","","E","South Queensland","1","Good","Good",3
"30902123409","","E","South Queensland","1","Good","Good",3
"30902123410","","E","South Queensland","1","Good","Good",3
"30902123411","","E","South Queensland","1","Good","Good",3
