LOCALITY_PID_2021,LOCALITY_NAME_2021,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
SA1396,TORRENSVILLE,404031108,Richmond (SA),1,Good,Good,0
SA1397,TOTHILL BELT,405021117,Gilbert Valley,1,Good,Good,0
SA1398,TOTHILL CREEK,405021117,Gilbert Valley,1,Good,Good,0
SA1399,TOTNESS,401021007,Mount Barker,1,Good,Good,0
SA14,ALLENDALE NORTH,405011111,Light,1,Good,Good,0
SA140,BOSTON,406011130,Eyre Peninsula,0.0018692,Good,Good,1
SA140,BOSTON,406011133,Port Lincoln,0.9981308,Good,Good,0
SA1400,TOWITTA,407031164,Mannum,1,Good,Good,0
SA1401,TRANMERE,401041016,Rostrevor - Magill,1,Good,Good,0
SA1403,TRINITY GARDENS,401051018,Payneham - Felixstow,1,Good,Good,0
SA1404,TROTT PARK,403021063,Sheidow Park - Trott Park,1,Good,Good,0
SA1405,TRURO,405011110,Barossa - Angaston,0.0086752,Good,Good,1
SA1405,TRURO,405011111,Light,0.0469485,Good,Good,0
SA1405,TRURO,407031170,Waikerie,0.9443763,Good,Good,0
SA1406,TULKA,406011130,Eyre Peninsula,0.9184316,Good,Good,0
SA1406,TULKA,406011133,Port Lincoln,0.0815684,Good,Good,0
SA1407,TUMBY BAY,406011130,Eyre Peninsula,1,Good,Good,0
SA1408,TUNGKILLO,401021008,Mount Barker Surrounds,0.0062851,Good,Good,1
SA1408,TUNGKILLO,407031164,Mannum,0.9937149,Good,Good,0
SA1409,TUNKALILLA,407011149,Yankalilla,1,Good,Good,0
SA141,BOWDEN,404011093,Hindmarsh - Brompton,1,Good,Good,0
SA1410,TUSMORE,401031013,Toorak Gardens,1,Good,Good,0
SA1411,TWO WELLS,402011027,Lewiston - Two Wells,1,Good,Good,0
SA1412,TYRINGA,406011134,West Coast (SA),1,Good,Good,0
SA1413,UCOLTA,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1414,ULEY,406011130,Eyre Peninsula,1,Good,Good,0
SA1415,ULEYBURY,402011026,Gawler - South,0.133527,Good,Good,0
SA1415,ULEYBURY,402021033,One Tree Hill,0.866473,Acceptable,Good,0
SA1416,ULOOLOO,405021118,Goyder,1,Good,Good,0
SA1417,ULYERRA,406011132,Le Hunte - Elliston,1,Good,Good,0
SA1418,UNDALYA,405021117,Gilbert Valley,1,Good,Good,0
SA1419,UNDERDALE,404031106,Lockleys,1,Good,Good,0
SA142,BOWER,405021118,Goyder,0.8152611,Good,Good,0
SA142,BOWER,407031170,Waikerie,0.1847389,Good,Good,0
SA1420,UNGARRA,406011130,Eyre Peninsula,1,Good,Good,0
SA1421,UNLEY,401071024,Unley - Parkside,1,Good,Good,0
SA1422,UNLEY PARK,401071023,Goodwood - Millswood,1,Good,Good,0
SA1423,UPPER HERMITAGE,401021003,Adelaide Hills,0.4326658,Good,Good,0
SA1423,UPPER HERMITAGE,402051049,Golden Grove,0.0089647,Good,Good,1
SA1423,UPPER HERMITAGE,402051054,Redwood Park,0.5275913,Good,Good,0
SA1423,UPPER HERMITAGE,402051055,St Agnes - Ridgehaven,0.0307782,Good,Good,0
SA1424,UPPER STURT,401021004,Aldgate - Stirling,0.8243442,Good,Good,0
SA1424,UPPER STURT,403031067,Blackwood,0.1756558,Good,Good,0
SA1425,URAIDLA,401021010,Uraidla - Summertown,1,Good,Good,0
SA1426,URANIA,405041127,Yorke Peninsula - North,1,Good,Good,0
SA1427,URRBRAE,403031069,Mitcham (SA),1,Good,Good,0
SA1428,UWORRA,406011134,West Coast (SA),1,Good,Good,0
SA1429,VALE PARK,401061022,Walkerville,1,Good,Good,0
SA143,BOWHILL,407031164,Mannum,1,Good,Good,0
SA1430,VALLEY VIEW,402031176,Valley View - Gilles Plains,1,Good,Good,0
SA1431,VEITCH,407031163,Loxton Surrounds,1,Good,Good,0
SA1432,VENUS BAY,406011132,Le Hunte - Elliston,1,Good,Good,0
SA1433,VERDUN,401021004,Aldgate - Stirling,0.0357936,Good,Good,0
SA1433,VERDUN,401021006,Lobethal - Woodside,0.9642064,Good,Good,0
SA1434,VERRAN,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1435,VICTOR HARBOR,407011148,Victor Harbor,1,Good,Good,0
SA1436,VINE VALE,405011110,Barossa - Angaston,0.8585623,Good,Good,0
SA1436,VINE VALE,405011115,Tanunda,0.1414377,Good,Good,0
SA1437,VIRGINIA,402021035,Virginia - Waterloo Corner,1,Good,Good,0
SA1438,VISTA,402051055,St Agnes - Ridgehaven,1,Good,Good,0
SA1439,VIVONNE BAY,407011145,Kangaroo Island,1,Good,Good,0
SA144,BOWILLIA,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1440,WADDIKEE,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1441,WAIKERIE,407031170,Waikerie,1,Good,Good,0
SA1442,WAITPINGA,407011148,Victor Harbor,0.5830758,Good,Good,0
SA1442,WAITPINGA,407011149,Yankalilla,0.4169242,Good,Good,0
SA1443,WALKER FLAT,407031164,Mannum,1,Good,Good,0
SA1444,WALKERVILLE,401061022,Walkerville,1,Good,Good,0
SA1445,WALKLEY HEIGHTS,402031175,Northgate - Northfield,0.1133463,Good,Good,0
SA1445,WALKLEY HEIGHTS,402041040,Ingle Farm,0.8866537,Good,Good,0
SA1446,WALL FLAT,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1447,WALLALA,406011134,West Coast (SA),1,Good,Good,0
SA1448,WALLAROO,405041126,Wallaroo,1,Good,Good,0
SA1449,WALLAROO MINES,405041124,Kadina,1,Good,Good,0
SA145,BOWMANS,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1450,WALLAROO PLAIN,405041126,Wallaroo,1,Good,Good,0
SA1451,WALLOWAY,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1452,WALTOWA,407031169,The Coorong,1,Good,Good,0
SA1453,WAMI KATA,406021142,Port Augusta,1,Good,Good,0
SA1454,WANBI,407031161,Karoonda - Lameroo,1,Good,Good,0
SA1455,WANDANA,406011134,West Coast (SA),1,Good,Good,0
SA1456,WANDEARAH EAST,405031123,Port Pirie Surrounds,1,Good,Good,0
SA1457,WANDEARAH WEST,405031123,Port Pirie Surrounds,1,Good,Good,0
SA1458,WANDILO,407021150,Grant,1,Good,Good,0
SA1459,WANGARY,406011130,Eyre Peninsula,1,Good,Good,0
SA146,BRADBURY,401021004,Aldgate - Stirling,1,Good,Good,0
SA1460,WANGOLINA,407021151,Kingston - Robe,1,Good,Good,0
SA1461,WANILLA,406011130,Eyre Peninsula,1,Good,Good,0
SA1462,WAPPILKA,407031163,Loxton Surrounds,1,Good,Good,0
SA1463,WARBURTO,405041125,Moonta,1,Good,Good,0
SA1464,WARD BELT,402011025,Gawler - North,1,Good,Good,0
SA1465,WARD HILL,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1466,WARNERTOWN,405031123,Port Pirie Surrounds,1,Good,Good,0
SA1467,WAROOKA,405041128,Yorke Peninsula - South,1,Good,Good,0
SA1468,WARRADALE,403021064,Warradale,1,Good,Good,0
SA1469,WARRAMBOO,406011132,Le Hunte - Elliston,1,Good,Good,0
SA147,BRADY CREEK,405021118,Goyder,1,Good,Good,0
SA1470,WASHPOOL,405031120,Jamestown,1,Good,Good,0
SA1471,WASLEYS,402011025,Gawler - North,0.0261244,Good,Good,0
SA1471,WASLEYS,405011111,Light,0.9738756,Good,Good,0
SA1472,WATCHMAN,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1473,WATERFALL GULLY,401021010,Uraidla - Summertown,0.0256985,Good,Good,0
SA1473,WATERFALL GULLY,401031012,Beaumont - Glen Osmond,0.9743015,Good,Good,0
SA1474,WATERLOO,405021117,Gilbert Valley,1,Good,Good,0
SA1475,WATERLOO CORNER,402021035,Virginia - Waterloo Corner,0.9999823,Good,Good,0
SA1475,WATERLOO CORNER,402041039,Dry Creek - North,8.80E-06,Poor,Good,1
SA1475,WATERLOO CORNER,402041048,Salisbury North,8.80E-06,Good,Good,1
SA1476,WATERVALE,405021117,Gilbert Valley,1,Good,Good,0
SA1477,WATRABA,406011134,West Coast (SA),1,Good,Good,0
SA1478,WATTLE FLAT,407011149,Yankalilla,1,Good,Good,0
SA1479,WATTLE PARK,401031011,Burnside - Wattle Park,1,Good,Good,0
SA148,BRAHMA LODGE,402041046,Salisbury,1,Good,Good,0
SA1480,WATTLE RANGE,407021158,Wattle Range,1,Good,Good,0
SA1481,WATTLE RANGE EAST,407021156,Penola,1,Good,Good,0
SA1482,WAUKARINGA,406021141,Outback,1,Good,Good,0
SA1483,WAURALTEE,405041127,Yorke Peninsula - North,1,Good,Good,0
SA1484,WAYVILLE,401071023,Goodwood - Millswood,1,Good,Good,0
SA1485,WEBB BEACH,405011113,Mallala,1,Good,Good,0
SA1486,WEETULTA,405041127,Yorke Peninsula - North,1,Good,Good,0
SA1487,WELLAND,404011093,Hindmarsh - Brompton,1,Good,Good,0
SA1488,WELLINGTON,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1489,WELLINGTON EAST,407031169,The Coorong,1,Good,Good,0
SA149,BRAMFIELD,406011132,Le Hunte - Elliston,1,Good,Good,0
SA1490,WEPAR,407021150,Grant,1,Good,Good,0
SA1491,WEST BEACH,404031109,West Beach,1,Good,Good,0
SA1492,WEST BUNDALEER,405031120,Jamestown,1,Good,Good,0
SA1493,WEST CROYDON,404011093,Hindmarsh - Brompton,1,Good,Good,0
SA1494,WEST HINDMARSH,404011093,Hindmarsh - Brompton,1,Good,Good,0
SA1495,WEST LAKES,404011095,Seaton - Grange,0.0699203,Good,Good,0
SA1495,WEST LAKES,404011096,West Lakes,0.9300797,Good,Good,0
SA1496,WEST LAKES SHORE,404011096,West Lakes,1,Good,Good,0
SA1497,WEST RANGE,407021151,Kingston - Robe,1,Good,Good,0
SA1498,WEST RICHMOND,404031108,Richmond (SA),1,Good,Good,0
SA1499,WESTALL,406011134,West Coast (SA),1,Good,Good,0
SA15,ALMA,405021119,Wakefield - Barunga West,1,Good,Good,0
SA150,BRAY,407021151,Kingston - Robe,0.8375712,Good,Good,0
SA150,BRAY,407021158,Wattle Range,0.1624288,Good,Good,0
SA1500,WESTBOURNE PARK,403031068,Colonel Light Gardens,1,Good,Good,0
SA1501,WESTERN FLAT,407021157,Tatiara,1,Good,Good,0
SA1502,WESTERN RIVER,407011145,Kangaroo Island,1,Good,Good,0
SA1503,WHARMINDA,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1504,WHITE HILL,407031165,Murray Bridge,1,Good,Good,0
SA1505,WHITE HUT,405041128,Yorke Peninsula - South,1,Good,Good,0
SA1506,WHITE SANDS,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1507,WHITE WELL CORNER,406011134,West Coast (SA),1,Good,Good,0
SA1508,WHITES FLAT,406011130,Eyre Peninsula,1,Good,Good,0
SA1509,WHITES RIVER,406011130,Eyre Peninsula,1,Good,Good,0
SA151,BRENDA PARK,407031170,Waikerie,1,Good,Good,0
SA1510,WHITES VALLEY,403041088,Willunga,1,Good,Good,0
SA1511,WHITWARTA,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1512,WHYALLA,406011136,Whyalla,0.9999963,Good,Good,0
SA1512,WHYALLA,406011137,Whyalla - North,3.70E-06,Poor,Good,1
SA1513,WHYALLA JENKINS,406011136,Whyalla,1,Good,Good,0
SA1514,WHYALLA NORRIE,406011136,Whyalla,1,Good,Good,0
SA1515,WHYALLA PLAYFORD,406011136,Whyalla,1,Good,Good,0
SA1516,WHYALLA STUART,406011136,Whyalla,1,Good,Good,0
SA1517,WHYTE YARCOWIE,405021118,Goyder,1,Good,Good,0
SA1518,WIGLEY FLAT,407031163,Loxton Surrounds,1,Good,Good,0
SA1519,WILCHERRY,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA152,BRENTWOOD,405041127,Yorke Peninsula - North,1,Good,Good,0
SA1520,WILD DOG VALLEY,407021155,Naracoorte Surrounds,1,Good,Good,0
SA1521,WILD HORSE PLAINS,405011113,Mallala,0.7302639,Good,Good,0
SA1521,WILD HORSE PLAINS,405021119,Wakefield - Barunga West,0.2697361,Good,Good,0
SA1522,WILLALO,405021118,Goyder,1,Good,Good,0
SA1523,WILLALOOKA,407021157,Tatiara,1,Good,Good,0
SA1524,WILLAMULKA,405021119,Wakefield - Barunga West,0.0604504,Good,Good,0
SA1524,WILLAMULKA,405041124,Kadina,0.9395496,Good,Good,0
SA1525,WILLASTON,402011025,Gawler - North,1,Good,Good,0
SA1526,WILLIAMSTOWN,401021003,Adelaide Hills,0,Good,Good,1
SA1526,WILLIAMSTOWN,405011112,Lyndoch,1,Good,Good,0
SA1527,WILLOCHRA,406021140,Quorn - Lake Gilles,1,Good,Good,0
SA1528,WILLOUGHBY,407011145,Kangaroo Island,1,Good,Good,0
SA1529,WILLOW BANKS,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA153,BRIDGEWATER,401021004,Aldgate - Stirling,0.9962796,Good,Good,0
SA153,BRIDGEWATER,401021005,Hahndorf - Echunga,0.0037204,Good,Good,1
SA1530,WILLOW CREEK,407011149,Yankalilla,1,Good,Good,0
SA1531,WILLOWIE,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1532,WILLSON RIVER,407011145,Kangaroo Island,1,Good,Good,0
SA1533,WILLUNGA,403041088,Willunga,1,Good,Good,0
SA1534,WILLUNGA HILL,407011147,Strathalbyn Surrounds,1,Good,Good,0
SA1535,WILLUNGA SOUTH,403041088,Willunga,1,Good,Good,0
SA1536,WILLYAROO,407011146,Strathalbyn,1,Good,Good,0
SA1537,WILMINGTON,405031121,Peterborough - Mount Remarkable,0.9954131,Good,Good,0
SA1537,WILMINGTON,406021140,Quorn - Lake Gilles,0.0045869,Good,Good,1
SA1538,WINDSOR,405011113,Mallala,1,Good,Good,0
SA1539,WINDSOR GARDENS,402031038,Windsor Gardens,1,Good,Good,0
SA154,BRIGHT,405021118,Goyder,1,Good,Good,0
SA1540,WINGFIELD,404021102,The Parks,1,Good,Good,0
SA1541,WINKIE,407031159,Barmera,1,Good,Good,0
SA1542,WINNINOWIE,405031121,Peterborough - Mount Remarkable,0.5,Good,Good,0
SA1542,WINNINOWIE,406021140,Quorn - Lake Gilles,0.5,Good,Good,0
SA1543,WINULTA,405041127,Yorke Peninsula - North,1,Good,Good,0
SA1544,WIRRABARA,405031120,Jamestown,0.0327496,Good,Good,0
SA1544,WIRRABARA,405031121,Peterborough - Mount Remarkable,0.9672504,Good,Good,0
SA1545,WIRREGA,407021157,Tatiara,1,Good,Good,0
SA1546,WIRRINA COVE,407011149,Yankalilla,1,Good,Good,0
SA1547,WIRRULLA,406011134,West Coast (SA),1,Good,Good,0
SA1548,WISANGER,407011145,Kangaroo Island,1,Good,Good,0
SA1549,WISTOW,401021008,Mount Barker Surrounds,1,Good,Good,0
SA155,BRIGHTON,403011056,Brighton (SA),1,Good,Good,0
SA1550,WITERA,406011134,West Coast (SA),1,Good,Good,0
SA1551,WOKURNA,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1552,WOLSELEY,407021157,Tatiara,1,Good,Good,0
SA1553,WOMBATS REST,407031170,Waikerie,1,Good,Good,0
SA1554,WONGULLA,407031164,Mannum,1,Good,Good,0
SA1555,WONGYARRA,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1556,WONNA,405021118,Goyder,1,Good,Good,0
SA1557,WONUARRA,407031168,Renmark Surrounds,1,Good,Good,0
SA1558,WOODCHESTER,407011147,Strathalbyn Surrounds,1,Good,Good,0
SA1559,WOODCROFT,403041089,Woodcroft,1,Good,Good,0
SA156,BRIMBAGO,407021157,Tatiara,1,Good,Good,0
SA1560,WOODFORDE,401021010,Uraidla - Summertown,1,Good,Good,0
SA1561,WOODLANE,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1562,WOODLEIGH,407031163,Loxton Surrounds,1,Good,Good,0
SA1563,WOODS POINT,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1564,WOODSIDE,401021006,Lobethal - Woodside,0.9991349,Good,Good,0
SA1564,WOODSIDE,401021008,Mount Barker Surrounds,0.0008651,Good,Good,1
SA1565,WOODVILLE,404011097,Woodville - Cheltenham,1,Good,Good,0
SA1566,WOODVILLE GARDENS,404021102,The Parks,1,Good,Good,0
SA1567,WOODVILLE NORTH,404011097,Woodville - Cheltenham,1,Good,Good,0
SA1568,WOODVILLE PARK,404011097,Woodville - Cheltenham,1,Good,Good,0
SA1569,WOODVILLE SOUTH,404011090,Beverley,0.9966034,Good,Good,0
SA1569,WOODVILLE SOUTH,404011091,Flinders Park,0.0033966,Good,Good,1
SA157,BRINKLEY,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1570,WOODVILLE WEST,404011090,Beverley,1,Good,Good,0
SA1571,WOOL BAY,405041128,Yorke Peninsula - South,1,Good,Good,0
SA1572,WOOLPUNDA,407031163,Loxton Surrounds,1,Good,Good,0
SA1573,WOOLSHED FLAT,405021117,Gilbert Valley,1,Good,Good,0
SA1574,WOOLSHEDS,405011111,Light,1,Good,Good,0
SA1575,WOOLUMBOOL,407021155,Naracoorte Surrounds,1,Good,Good,0
SA1576,WOOLUNDUNGA,405031121,Peterborough - Mount Remarkable,0.999688,Good,Good,0
SA1576,WOOLUNDUNGA,406021140,Quorn - Lake Gilles,0.000312,Good,Good,1
SA1577,WOOMERA,406021141,Outback,1,Good,Good,0
SA1578,WORLDS END,405021118,Goyder,1,Good,Good,0
SA1579,WORROLONG,407021173,Mount Gambier - East,1,Poor,Good,0
SA158,BRINKWORTH,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1580,WRATTONBULLY,407021155,Naracoorte Surrounds,1,Good,Good,0
SA1581,WUDINNA,406011132,Le Hunte - Elliston,1,Good,Good,0
SA1582,WUNKAR,407031163,Loxton Surrounds,1,Good,Good,0
SA1583,WYE,407021150,Grant,1,Good,Good,0
SA1584,WYNARKA,407031161,Karoonda - Lameroo,1,Good,Good,0
SA1585,WYNN VALE,402051053,Modbury Heights,1,Good,Good,0
SA1586,WYOMI,407021151,Kingston - Robe,1,Good,Good,0
SA1587,YACKA,405031120,Jamestown,1,Good,Good,0
SA1588,YAHL,407021150,Grant,0.7961527,Good,Good,0
SA1588,YAHL,407021173,Mount Gambier - East,0.2038473,Poor,Good,0
SA1589,YALANDA,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA159,BROADVIEW,401061020,Nailsworth - Broadview,0.4313614,Acceptable,Good,0
SA159,BROADVIEW,402031036,Enfield - Blair Athol,0.5686386,Good,Good,0
SA1590,YALATA,406011134,West Coast (SA),1,Good,Good,0
SA1591,YALLUNDA FLAT,406011130,Eyre Peninsula,1,Good,Good,0
SA1592,YALPARA,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1593,YAMBA,407031168,Renmark Surrounds,1,Good,Good,0
SA1594,YANERBIE,406011134,West Coast (SA),1,Good,Good,0
SA1595,YANINEE,406011132,Le Hunte - Elliston,1,Good,Good,0
SA1596,YANKALILLA,407011149,Yankalilla,1,Good,Good,0
SA1597,YANTANABIE,406011134,West Coast (SA),1,Good,Good,0
SA1598,YANYARRIE,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1599,YARRAH,406021140,Quorn - Lake Gilles,1,Good,Good,0
SA16,ALTONA,405011112,Lyndoch,1,Good,Good,0
SA160,BROMPTON,404011093,Hindmarsh - Brompton,1,Good,Good,0
SA1600,YATALA VALE,402051054,Redwood Park,1,Good,Good,0
SA1601,YATINA,405031120,Jamestown,1,Good,Good,0
SA1602,YATTALUNGA,402021033,One Tree Hill,1,Acceptable,Good,0
SA1603,YEELANNA,406011130,Eyre Peninsula,1,Good,Good,0
SA1604,YELTA,405041125,Moonta,1,Good,Good,0
SA1605,YINKANIE,407031163,Loxton Surrounds,1,Good,Good,0
SA1606,YONGALA,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA1607,YORKE VALLEY,405041127,Yorke Peninsula - North,1,Good,Good,0
SA1608,YORKETOWN,405041128,Yorke Peninsula - South,1,Good,Good,0
SA1609,YOUNGHUSBAND,407031164,Mannum,1,Good,Good,0
SA161,BROOKER,406011130,Eyre Peninsula,0.9911165,Good,Good,0
SA161,BROOKER,406011132,Le Hunte - Elliston,0.0088835,Good,Good,1
SA1610,YOUNGHUSBAND HOLDINGS,407031164,Mannum,1,Good,Good,0
SA1611,YUMALI,407031169,The Coorong,1,Good,Good,0
SA1612,YUNDI,407011147,Strathalbyn Surrounds,1,Good,Good,0
SA1613,YUNTA,406021141,Outback,1,Good,Good,0
SA1614,ZADOWS LANDING,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA1615,NEW PORT,404021099,Largs Bay - Semaphore,1,Good,Good,0
SA162,BROOKLYN PARK,404031106,Lockleys,1,Good,Good,0
SA1627,ARKAROOLA VILLAGE,406021141,Outback,1,Good,Good,0
SA1628,FISHERMAN BAY,405021119,Wakefield - Barunga West,1,Good,Good,0
SA1629,BUCKLEBOO,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA163,BROUGHTON RIVER VALLEY,405031120,Jamestown,1,Good,Good,0
SA1630,BROWN BEACH,407011145,Kangaroo Island,1,Good,Good,0
SA1631,CLAYTON BAY,407011147,Strathalbyn Surrounds,1,Good,Good,0
SA1632,O'SULLIVAN BEACH,403041074,Christies Beach,1,Good,Good,0
SA1634,BROWNLOW KI,407011145,Kangaroo Island,1,Good,Good,0
SA1635,LONG PLAINS,405011113,Mallala,0.6963584,Good,Good,0
SA1635,LONG PLAINS,405021119,Wakefield - Barunga West,0.3036416,Good,Good,0
SA1636,KINGSTON SE,407021151,Kingston - Robe,1,Good,Good,0
SA1637,ST IVES,401021008,Mount Barker Surrounds,1,Good,Good,0
SA1638,OB FLAT,407021150,Grant,0.4877063,Good,Good,0
SA1638,OB FLAT,407021173,Mount Gambier - East,0.5122937,Poor,Good,0
SA1639,O'HALLORAN HILL,403021060,Marino - Seaview Downs,1.49E-05,Good,Good,1
SA1639,O'HALLORAN HILL,403021063,Sheidow Park - Trott Park,0.1333578,Good,Good,0
SA1639,O'HALLORAN HILL,403041077,Flagstaff Hill,0.0047417,Good,Good,1
SA1639,O'HALLORAN HILL,403041080,Happy Valley,0.8618856,Good,Good,0
SA164,BROWN HILL CREEK,403031065,Belair,0.9997184,Good,Good,0
SA164,BROWN HILL CREEK,403031069,Mitcham (SA),0.0002816,Good,Good,1
SA1640,MAGDALA,405011111,Light,1,Good,Good,0
SA1641,MIL-LEL,407021150,Grant,1,Good,Good,0
SA1642,SHEA-OAK LOG,402011025,Gawler - North,0.0714796,Good,Good,0
SA1642,SHEA-OAK LOG,405011111,Light,0.9285204,Good,Good,0
SA1643,PORT MANNUM,407031164,Mannum,1,Good,Good,0
SA1644,LITTLE DOUGLAS,406011130,Eyre Peninsula,1,Good,Good,0
SA1645,TIATUKIA,406011133,Port Lincoln,1,Good,Good,0
SA1646,POINT BOSTON,406011130,Eyre Peninsula,1,Good,Good,0
SA1647,GARDEN ISLAND,404021103,Torrens Island,1,Good,Good,0
SA1648,TORRENS ISLAND,404021103,Torrens Island,0.8,Good,Good,0
SA1648,TORRENS ISLAND,,,0.2,Poor,Good,2
SA1649,FARM BEACH,406011130,Eyre Peninsula,1,Good,Good,0
SA165,BROWNLOW,405021118,Goyder,0.9997675,Good,Good,0
SA165,BROWNLOW,407031170,Waikerie,0.0002325,Good,Good,1
SA1650,FALSE BAY,406011131,Kimba - Cleve - Franklin Harbour,0.9992511,Good,Good,0
SA1650,FALSE BAY,406011137,Whyalla - North,0.0007489,Poor,Good,1
SA1651,DOUGLAS POINT SOUTH,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1652,FITZGERALD BAY,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1653,DOUGLAS POINT,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1654,BACKY POINT,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1655,POINT LOWLY NORTH,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1656,EDINBURGH NORTH,402021029,Davoren Park,0.0168827,Good,Good,0
SA1656,EDINBURGH NORTH,402021035,Virginia - Waterloo Corner,0.9831173,Good,Good,0
SA1657,CEDUNA WATERS,406011129,Ceduna,1,Good,Good,0
SA1658,MURNINNIE BEACH,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA1659,WHYALLA BARSON,406011131,Kimba - Cleve - Franklin Harbour,5.64E-05,Good,Good,1
SA1659,WHYALLA BARSON,406011136,Whyalla,0.0392135,Good,Good,0
SA1659,WHYALLA BARSON,406011137,Whyalla - North,0.9607301,Poor,Good,0
SA1660,SULTANA POINT,405041128,Yorke Peninsula - South,1,Good,Good,0
SA1661,COWLEDS LANDING,406011131,Kimba - Cleve - Franklin Harbour,1,Good,Good,0
SA168,BRUCE,405031121,Peterborough - Mount Remarkable,0.9994125,Good,Good,0
SA168,BRUCE,406021140,Quorn - Lake Gilles,0.0005875,Good,Good,1
SA169,BRUKUNGA,401021006,Lobethal - Woodside,0.0093642,Good,Good,1
SA169,BRUKUNGA,401021008,Mount Barker Surrounds,0.9906358,Good,Good,0
SA17,AMERICAN BEACH,407011145,Kangaroo Island,1,Good,Good,0
SA170,BUCHANAN,405021118,Goyder,1,Good,Good,0
SA171,BUCHFELDE,402011025,Gawler - North,1,Good,Good,0
SA173,BUCKINGHAM,407021157,Tatiara,1,Good,Good,0
SA174,BUCKLAND PARK,402021035,Virginia - Waterloo Corner,1,Good,Good,0
SA175,BUGLE HUT,407031163,Loxton Surrounds,1,Good,Good,0
SA176,BUGLE RANGES,401021008,Mount Barker Surrounds,1,Good,Good,0
SA177,BULL CREEK,401021008,Mount Barker Surrounds,0.6929486,Good,Good,0
SA177,BULL CREEK,407011147,Strathalbyn Surrounds,0.3070514,Good,Good,0
SA178,BUMBUNGA,405021119,Wakefield - Barunga West,1,Good,Good,0
SA179,BUNBURY,407031169,The Coorong,1,Good,Good,0
SA18,AMERICAN RIVER,407011145,Kangaroo Island,1,Good,Good,0
SA180,BUNDALEER GARDENS,405031120,Jamestown,1,Good,Good,0
SA181,BUNDALEER NORTH,405031120,Jamestown,1,Good,Good,0
SA182,BUNDEY,405021118,Goyder,1,Good,Good,0
SA183,BUNGAMA,405031123,Port Pirie Surrounds,1,Good,Good,0
SA184,BUNGAREE,405021117,Gilbert Valley,1,Good,Good,0
SA185,BURDETT,407031166,Murray Bridge Surrounds,1,Good,Good,0
SA186,BURNSFIELD,405021119,Wakefield - Barunga West,1,Good,Good,0
SA187,BURNSIDE,401031011,Burnside - Wattle Park,1,Good,Good,0
SA188,BURRA,405021118,Goyder,1,Good,Good,0
SA189,BURRA EASTERN DISTRICTS,405021118,Goyder,1,Good,Good,0
SA19,AMYTON,405031121,Peterborough - Mount Remarkable,1,Good,Good,0
SA190,BURRUNGULE,407021150,Grant,1,Good,Good,0
SA191,BURTON,402041048,Salisbury North,1,Good,Good,0
SA192,BUTE,405021119,Wakefield - Barunga West,1,Good,Good,0
SA193,BUTLER,406011130,Eyre Peninsula,1,Good,Good,0
SA194,CADELL,407031170,Waikerie,1,Good,Good,0
SA195,CADELL LAGOON,407031170,Waikerie,1,Good,Good,0
SA196,CADGEE,407021155,Naracoorte Surrounds,1,Good,Good,0
SA197,CALCA,406011134,West Coast (SA),1,Good,Good,0
SA198,CALIPH,407031163,Loxton Surrounds,1,Good,Good,0
