CD_CODE_2006,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
2191107,211051281,Mooroolbark,1,Good,Good,0
2191108,211051281,Mooroolbark,1,Good,Good,0
2191109,211051281,Mooroolbark,1,Good,Good,0
2191201,211051278,Lilydale - Coldstream,1,Good,Good,0
2191202,211051278,Lilydale - Coldstream,1,Good,Good,0
2191203,211051278,Lilydale - Coldstream,1,Good,Good,0
2191204,211051278,Lilydale - Coldstream,1,Good,Good,0
2191205,211051278,Lilydale - Coldstream,1,Good,Good,0
2191206,211051281,Mooroolbark,1,Good,Good,0
2191207,211051281,Mooroolbark,1,Good,Good,0
2191208,211051281,Mooroolbark,1,Good,Good,0
2191209,211051278,Lilydale - Coldstream,0.1020408,Good,Good,0
2191209,211051281,Mooroolbark,0.8979592,Good,Good,0
2191210,211051278,Lilydale - Coldstream,1,Good,Good,0
2191211,211051278,Lilydale - Coldstream,1,Good,Good,0
2191212,211051281,Mooroolbark,1,Good,Good,0
2191213,211051281,Mooroolbark,1,Good,Good,0
2191301,211051285,Wandin - Seville,1,Acceptable,Good,0
2191302,211051285,Wandin - Seville,1,Acceptable,Good,0
2191303,211051283,Mount Evelyn,1,Good,Good,0
2191304,211051283,Mount Evelyn,1,Good,Good,0
2191305,211051285,Wandin - Seville,1,Acceptable,Good,0
2191306,211051283,Mount Evelyn,1,Good,Good,0
2191307,211051283,Mount Evelyn,1,Good,Good,0
2191308,211051285,Wandin - Seville,1,Acceptable,Good,0
2191309,211051283,Mount Evelyn,1,Good,Good,0
2191310,211051283,Mount Evelyn,1,Good,Good,0
2191311,211051285,Wandin - Seville,1,Acceptable,Good,0
2191312,211051283,Mount Evelyn,0.4772727,Good,Good,0
2191312,211051285,Wandin - Seville,0.5227273,Acceptable,Good,0
2191313,211051278,Lilydale - Coldstream,1,Good,Good,0
2191314,211051285,Wandin - Seville,1,Acceptable,Good,0
2191401,211051277,Kilsyth,1,Good,Good,0
2191402,211051281,Mooroolbark,1,Good,Good,0
2191403,211051277,Kilsyth,1,Good,Good,0
2191404,211051281,Mooroolbark,1,Good,Good,0
2191405,211051277,Kilsyth,1,Good,Good,0
2191406,211051280,Montrose,1,Good,Good,0
2191407,211051280,Montrose,1,Good,Good,0
2191408,211051280,Montrose,1,Good,Good,0
2191409,211051280,Montrose,1,Good,Good,0
2191410,211051280,Montrose,1,Good,Good,0
2191411,211051280,Montrose,0.9574468,Good,Good,0
2191411,211051281,Mooroolbark,0.0425532,Good,Good,0
2191412,211051277,Kilsyth,1,Good,Good,0
2191501,211051277,Kilsyth,1,Good,Good,0
2191502,211051277,Kilsyth,1,Good,Good,0
2191503,211051277,Kilsyth,1,Good,Good,0
2191504,211051277,Kilsyth,1,Good,Good,0
2191505,211051281,Mooroolbark,1,Good,Good,0
2191506,211051277,Kilsyth,1,Good,Good,0
2191507,211051277,Kilsyth,0.8571429,Good,Good,0
2191507,211051280,Montrose,0.1428571,Good,Good,0
2191508,211051277,Kilsyth,1,Good,Good,0
2191509,211051277,Kilsyth,1,Good,Good,0
2191510,211051277,Kilsyth,1,Good,Good,0
2191511,211051277,Kilsyth,1,Good,Good,0
2191512,211051280,Montrose,1,Good,Good,0
2191513,211051277,Kilsyth,1,Good,Good,0
2191601,211051283,Mount Evelyn,1,Good,Good,0
2191602,211051280,Montrose,1,Good,Good,0
2191603,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191604,211051280,Montrose,0.8181818,Good,Good,0
2191604,211051282,Mount Dandenong - Olinda,0.1818182,Good,Good,0
2191605,211051280,Montrose,1,Good,Good,0
2191606,211051277,Kilsyth,0.0222222,Good,Good,0
2191606,211051280,Montrose,0.9777778,Good,Good,0
2191607,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191608,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191609,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191610,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191611,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191612,211051277,Kilsyth,0.9787234,Good,Good,0
2191612,211051280,Montrose,0.0212766,Good,Good,0
2191613,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191701,211051285,Wandin - Seville,1,Acceptable,Good,0
2191702,211051285,Wandin - Seville,1,Acceptable,Good,0
2191703,211051279,Monbulk - Silvan,0.6486486,Acceptable,Good,0
2191703,211051285,Wandin - Seville,0.3513514,Acceptable,Good,0
2191704,211051279,Monbulk - Silvan,1,Acceptable,Good,0
2191705,211051279,Monbulk - Silvan,1,Acceptable,Good,0
2191706,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191707,211051279,Monbulk - Silvan,0.3513514,Acceptable,Good,0
2191707,211051285,Wandin - Seville,0.6486486,Acceptable,Good,0
2191708,211051279,Monbulk - Silvan,0.3846154,Acceptable,Good,0
2191708,211051285,Wandin - Seville,0.6153846,Acceptable,Good,0
2191709,211051279,Monbulk - Silvan,1,Acceptable,Good,0
2191710,211051285,Wandin - Seville,1,Acceptable,Good,0
2191711,211051279,Monbulk - Silvan,1,Acceptable,Good,0
2191712,211051285,Wandin - Seville,1,Acceptable,Good,0
2191713,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2191801,211051283,Mount Evelyn,1,Good,Good,0
2191802,211051283,Mount Evelyn,1,Good,Good,0
2191803,211051280,Montrose,0.9459459,Good,Good,0
2191803,211051283,Mount Evelyn,0.0540541,Good,Good,0
2191804,211051283,Mount Evelyn,1,Good,Good,0
2191805,211051283,Mount Evelyn,1,Good,Good,0
2191806,211051278,Lilydale - Coldstream,1,Good,Good,0
2191807,211051283,Mount Evelyn,1,Good,Good,0
2191808,211051283,Mount Evelyn,1,Good,Good,0
2191809,211051278,Lilydale - Coldstream,1,Good,Good,0
2191901,211051281,Mooroolbark,1,Good,Good,0
2191902,211051281,Mooroolbark,1,Good,Good,0
2191903,211051281,Mooroolbark,1,Good,Good,0
2191904,211051281,Mooroolbark,1,Good,Good,0
2191905,211051281,Mooroolbark,1,Good,Good,0
2191906,211051281,Mooroolbark,1,Good,Good,0
2191907,211051281,Mooroolbark,1,Good,Good,0
2191908,211051281,Mooroolbark,1,Good,Good,0
2191909,211051281,Mooroolbark,1,Good,Good,0
2191910,211051281,Mooroolbark,1,Good,Good,0
2192001,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192002,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192003,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192004,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192005,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192006,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192007,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192008,211051276,Healesville - Yarra Glen,0.8571429,Good,Good,0
2192008,211051286,Yarra Valley,0.1428571,Good,Good,0
2192009,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192010,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192011,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192012,211051276,Healesville - Yarra Glen,1,Good,Good,0
2192101,211051279,Monbulk - Silvan,1,Acceptable,Good,0
2192102,211051279,Monbulk - Silvan,1,Acceptable,Good,0
2192103,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2192104,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2192105,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2192106,211051274,Belgrave - Selby,0.6857143,Good,Good,0
2192106,211051282,Mount Dandenong - Olinda,0.3142857,Good,Good,0
2192107,211051274,Belgrave - Selby,1,Good,Good,0
2192108,211051274,Belgrave - Selby,1,Good,Good,0
2192109,211051279,Monbulk - Silvan,0.6956522,Acceptable,Good,0
2192109,211051286,Yarra Valley,0.173913,Good,Good,0
2192109,212011289,Emerald - Cockatoo,0.1304348,Good,Good,0
2192110,211051279,Monbulk - Silvan,0.804878,Acceptable,Good,0
2192110,211051286,Yarra Valley,0.1707317,Good,Good,0
2192110,212011289,Emerald - Cockatoo,0.0243902,Good,Good,0
2192111,211051274,Belgrave - Selby,1,Good,Good,0
2192112,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2192113,211051282,Mount Dandenong - Olinda,1,Good,Good,0
2192114,211051274,Belgrave - Selby,1,Good,Good,0
2192115,212011289,Emerald - Cockatoo,1,Good,Good,0
2192116,211051274,Belgrave - Selby,1,Good,Good,0
2200101,205031091,Phillip Island,1,Good,Good,0
2200102,205031091,Phillip Island,1,Good,Good,0
2200103,205031091,Phillip Island,1,Good,Good,0
2200104,205031091,Phillip Island,1,Good,Good,0
2200105,205031091,Phillip Island,1,Good,Good,0
2200106,205031091,Phillip Island,1,Good,Good,0
2200107,205031091,Phillip Island,1,Good,Good,0
2200108,205031091,Phillip Island,1,Good,Good,0
2200109,205031091,Phillip Island,1,Good,Good,0
2200110,205031091,Phillip Island,1,Good,Good,0
2200111,205031091,Phillip Island,1,Good,Good,0
2200201,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200202,205031087,Foster,1,Good,Good,0
2200203,205031087,Foster,0.6857143,Good,Good,0
2200203,205031090,Leongatha,0.3142857,Good,Good,0
2200204,205031087,Foster,1,Good,Good,0
2200205,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200206,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200207,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200208,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200209,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200210,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200211,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200212,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200213,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200214,205031087,Foster,1,Good,Good,0
2200215,205031087,Foster,1,Good,Good,0
2200216,205031087,Foster,1,Good,Good,0
2200217,205031089,Korumburra,0.3235294,Good,Good,0
2200217,205031093,Wonthaggi - Inverloch,0.6764706,Good,Good,0
2200219,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200220,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2200301,205031090,Leongatha,1,Good,Good,0
2200302,205031090,Leongatha,0.875,Good,Good,0
2200302,205031093,Wonthaggi - Inverloch,0.125,Good,Good,0
2200303,205031089,Korumburra,0.9189189,Good,Good,0
2200303,205031090,Leongatha,0.0810811,Good,Good,0
2200304,205031087,Foster,1,Good,Good,0
2200305,205031090,Leongatha,1,Good,Good,0
2200306,205031090,Leongatha,1,Good,Good,0
2200307,205031090,Leongatha,1,Good,Good,0
2200308,205031090,Leongatha,1,Good,Good,0
2200309,205031090,Leongatha,1,Good,Good,0
2200310,205031090,Leongatha,1,Good,Good,0
2200311,205031090,Leongatha,1,Good,Good,0
2200312,205031090,Leongatha,1,Good,Good,0
2200313,205031089,Korumburra,1,Good,Good,0
2200401,205031090,Leongatha,1,Good,Good,0
2200402,205031090,Leongatha,1,Good,Good,0
2200403,205031087,Foster,0.3571429,Good,Good,0
2200403,205031090,Leongatha,0.6428571,Good,Good,0
2200404,205031087,Foster,0.40625,Good,Good,0
2200404,205031090,Leongatha,0.59375,Good,Good,0
2200405,205031087,Foster,0.972973,Good,Good,0
2200405,205031090,Leongatha,0.027027,Good,Good,0
2200406,205031087,Foster,0.1621622,Good,Good,0
2200406,205031090,Leongatha,0.8378378,Good,Good,0
2200407,205031087,Foster,1,Good,Good,0
2200408,205031087,Foster,1,Good,Good,0
2200409,205011078,Trafalgar (Vic.),0.0555556,Good,Good,0
2200409,205031090,Leongatha,0.9444444,Good,Good,0
2200410,205031090,Leongatha,1,Good,Good,0
2200411,205031090,Leongatha,0.8139535,Good,Good,0
2200411,205041094,Churchill,0.1860465,Good,Good,0
2200412,205031087,Foster,0.0204082,Good,Good,0
2200412,205031090,Leongatha,0.9795918,Good,Good,0
2200413,205031090,Leongatha,1,Good,Good,0
2200501,205031087,Foster,1,Good,Good,0
2200502,205031087,Foster,1,Good,Good,0
2200503,205031087,Foster,1,Good,Good,0
2200504,205031087,Foster,1,Good,Good,0
2200505,205031087,Foster,1,Good,Good,0
2200506,205031087,Foster,1,Good,Good,0
2200507,205031087,Foster,1,Good,Good,0
2200508,205031087,Foster,0.106383,Good,Good,0
2200508,205031092,Wilsons Promontory,0.893617,Acceptable,Good,0
2200509,205031087,Foster,1,Good,Good,0
2200510,205031092,Wilsons Promontory,1,Acceptable,Good,0
2200601,205031087,Foster,1,Good,Good,0
2200602,205031087,Foster,1,Good,Good,0
2200603,205031087,Foster,1,Good,Good,0
2200604,205031087,Foster,1,Good,Good,0
2200605,205031087,Foster,1,Good,Good,0
2200606,205031087,Foster,1,Good,Good,0
2200607,205031087,Foster,1,Good,Good,0
2200608,205031087,Foster,1,Good,Good,0
2200609,205031087,Foster,1,Good,Good,0
2200610,205031087,Foster,1,Good,Good,0
2200701,205031091,Phillip Island,1,Good,Good,0
2200702,205031091,Phillip Island,1,Good,Good,0
2200704,205031091,Phillip Island,1,Good,Good,0
2200705,205031091,Phillip Island,1,Good,Good,0
2200706,205031091,Phillip Island,1,Good,Good,0
2200707,205031091,Phillip Island,1,Good,Good,0
2200708,205031091,Phillip Island,1,Good,Good,0
2200709,205031091,Phillip Island,1,Good,Good,0
2200710,205031091,Phillip Island,1,Good,Good,0
2200711,205031091,Phillip Island,1,Good,Good,0
2200712,205031091,Phillip Island,1,Good,Good,0
2200713,205031091,Phillip Island,1,Good,Good,0
2200714,205031091,Phillip Island,1,Good,Good,0
2200801,205031091,Phillip Island,1,Good,Good,0
2200802,205031091,Phillip Island,1,Good,Good,0
2200803,205031091,Phillip Island,1,Good,Good,0
2200804,205031091,Phillip Island,1,Good,Good,0
2200805,205031091,Phillip Island,1,Good,Good,0
2200806,205031091,Phillip Island,1,Good,Good,0
2200807,205031091,Phillip Island,1,Good,Good,0
2200808,205031091,Phillip Island,1,Good,Good,0
2200809,205031091,Phillip Island,1,Good,Good,0
2200810,205031091,Phillip Island,1,Good,Good,0
2200811,205031091,Phillip Island,1,Good,Good,0
2200812,205031091,Phillip Island,1,Good,Good,0
2200901,205031089,Korumburra,1,Good,Good,0
2200902,205031089,Korumburra,1,Good,Good,0
2200903,205031089,Korumburra,1,Good,Good,0
2200904,205031089,Korumburra,1,Good,Good,0
2200905,205031089,Korumburra,1,Good,Good,0
2200906,205031089,Korumburra,1,Good,Good,0
2200907,205031089,Korumburra,1,Good,Good,0
2200908,205031089,Korumburra,1,Good,Good,0
2200909,205031089,Korumburra,1,Good,Good,0
2200910,205031089,Korumburra,1,Good,Good,0
2200911,205031089,Korumburra,1,Good,Good,0
2200912,205031089,Korumburra,1,Good,Good,0
2200913,205031089,Korumburra,1,Good,Good,0
2200914,205031089,Korumburra,1,Good,Good,0
2200915,205031089,Korumburra,1,Good,Good,0
2200916,205031089,Korumburra,0.9111111,Good,Good,0
2200916,205031090,Leongatha,0.0888889,Good,Good,0
2200917,205031089,Korumburra,1,Good,Good,0
2201001,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201002,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201003,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201004,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201005,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201006,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201007,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201008,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201009,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201010,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201011,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201012,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201013,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201014,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201015,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201016,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201101,205031089,Korumburra,0.1219512,Good,Good,0
2201101,205031093,Wonthaggi - Inverloch,0.8780488,Good,Good,0
2201102,205031089,Korumburra,0.3111111,Good,Good,0
2201102,205031093,Wonthaggi - Inverloch,0.6888889,Good,Good,0
2201103,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201104,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201105,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201106,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201107,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201108,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201109,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201110,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201111,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201112,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201113,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201114,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201115,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201116,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201117,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2201118,205031093,Wonthaggi - Inverloch,1,Good,Good,0
2210101,214021592,Mornington - West,1,Good,Good,0
2210102,214021592,Mornington - West,1,Good,Good,0
2210103,214021592,Mornington - West,1,Good,Good,0
2210104,214021381,Mount Eliza,1,Good,Good,0
2210105,214021381,Mount Eliza,1,Good,Good,0
2210106,214021381,Mount Eliza,1,Good,Good,0
2210107,214021381,Mount Eliza,1,Good,Good,0
2210108,214021381,Mount Eliza,1,Good,Good,0
2210109,214021381,Mount Eliza,1,Good,Good,0
2210110,214021381,Mount Eliza,1,Good,Good,0
2210111,214021381,Mount Eliza,1,Good,Good,0
2210112,214021381,Mount Eliza,1,Good,Good,0
2210201,214021381,Mount Eliza,1,Good,Good,0
2210202,214021381,Mount Eliza,1,Good,Good,0
2210203,214021381,Mount Eliza,1,Good,Good,0
2210204,214021381,Mount Eliza,0.0681818,Good,Good,0
2210204,214021385,Somerville,0.4545455,Good,Good,0
2210204,214021591,Mornington - East,0.4772727,Good,Good,0
2210205,214021591,Mornington - East,1,Good,Good,0
2210206,214021591,Mornington - East,1,Good,Good,0
2210207,214021591,Mornington - East,1,Good,Good,0
2210208,214021591,Mornington - East,1,Good,Good,0
2210209,214021591,Mornington - East,1,Good,Good,0
2210210,214021381,Mount Eliza,1,Good,Good,0
2210211,214021381,Mount Eliza,1,Good,Good,0
2210212,214021381,Mount Eliza,1,Good,Good,0
2210213,214021591,Mornington - East,1,Good,Good,0
2210301,214021592,Mornington - West,1,Good,Good,0
2210302,214021592,Mornington - West,1,Good,Good,0
2210303,214021592,Mornington - West,1,Good,Good,0
2210304,214021592,Mornington - West,1,Good,Good,0
2210305,214021592,Mornington - West,1,Good,Good,0
2210306,214021592,Mornington - West,1,Good,Good,0
2210307,214021592,Mornington - West,1,Good,Good,0
2210308,214021592,Mornington - West,1,Good,Good,0
2210309,214021592,Mornington - West,1,Good,Good,0
2210401,214021382,Mount Martha,1,Good,Good,0
2210402,214021382,Mount Martha,1,Good,Good,0
2210403,214021382,Mount Martha,1,Good,Good,0
2210404,214021382,Mount Martha,1,Good,Good,0
2210405,214021382,Mount Martha,1,Good,Good,0
2210406,214021382,Mount Martha,1,Good,Good,0
2210407,214021382,Mount Martha,1,Good,Good,0
2210408,214021382,Mount Martha,1,Good,Good,0
2210409,214021382,Mount Martha,1,Good,Good,0
2210410,214021382,Mount Martha,1,Good,Good,0
2210411,214021382,Mount Martha,1,Good,Good,0
2210412,214021382,Mount Martha,1,Good,Good,0
2210501,214021591,Mornington - East,1,Good,Good,0
2210502,214021592,Mornington - West,1,Good,Good,0
2210503,214021591,Mornington - East,0.125,Good,Good,0
2210503,214021592,Mornington - West,0.875,Good,Good,0
2210504,214021591,Mornington - East,1,Good,Good,0
2210505,214021591,Mornington - East,1,Good,Good,0
2210506,214021592,Mornington - West,1,Good,Good,0
2210507,214021591,Mornington - East,1,Good,Good,0
2210508,214021591,Mornington - East,1,Good,Good,0
2210509,214021591,Mornington - East,1,Good,Good,0
2210601,214021385,Somerville,1,Good,Good,0
2210602,214021385,Somerville,1,Good,Good,0
2210603,214021385,Somerville,1,Good,Good,0
2210604,214021385,Somerville,1,Good,Good,0
2210605,214021385,Somerville,1,Good,Good,0
2210606,214021385,Somerville,1,Good,Good,0
2210607,214021385,Somerville,1,Good,Good,0
2210608,214021385,Somerville,1,Good,Good,0
2210609,214021385,Somerville,1,Good,Good,0
2210610,214021385,Somerville,1,Good,Good,0
2210611,214021385,Somerville,1,Good,Good,0
2210612,214021385,Somerville,1,Good,Good,0
2210613,214021385,Somerville,1,Good,Good,0
2210701,214021385,Somerville,1,Good,Good,0
2210702,214021385,Somerville,1,Good,Good,0
2210703,214021385,Somerville,1,Good,Good,0
2210704,214021378,Flinders,0.6666667,Acceptable,Good,0
2210704,214021379,Hastings - Somers,0.3333333,Good,Good,0
2210705,214021379,Hastings - Somers,1,Good,Good,0
2210706,214021385,Somerville,1,Good,Good,0
2210707,214021385,Somerville,1,Good,Good,0
2210708,214021385,Somerville,1,Good,Good,0
2210709,214021385,Somerville,1,Good,Good,0
2210710,214021385,Somerville,1,Good,Good,0
2210711,214021385,Somerville,1,Good,Good,0
2210712,214021378,Flinders,0.3333333,Acceptable,Good,0
2210712,214021385,Somerville,0.6666667,Good,Good,0
2210713,214021385,Somerville,1,Good,Good,0
2210714,214021379,Hastings - Somers,1,Good,Good,0
2210715,214021385,Somerville,1,Good,Good,0
2210716,214021385,Somerville,1,Good,Good,0
2210801,214021379,Hastings - Somers,1,Good,Good,0
2210802,214021379,Hastings - Somers,1,Good,Good,0
2210803,214021379,Hastings - Somers,1,Good,Good,0
2210804,214021379,Hastings - Somers,1,Good,Good,0
2210805,214021379,Hastings - Somers,1,Good,Good,0
2210806,214021379,Hastings - Somers,1,Good,Good,0
2210807,214021379,Hastings - Somers,1,Good,Good,0
2210808,214021379,Hastings - Somers,1,Good,Good,0
2210809,214021379,Hastings - Somers,1,Good,Good,0
2210901,214021378,Flinders,0.8958333,Acceptable,Good,0
2210901,214021379,Hastings - Somers,0.1041667,Good,Good,0
2210902,214021378,Flinders,0.8863636,Acceptable,Good,0
2210902,214021379,Hastings - Somers,0.1136364,Good,Good,0
2210903,214021378,Flinders,1,Acceptable,Good,0
2210904,214021379,Hastings - Somers,1,Good,Good,0
2210905,214021379,Hastings - Somers,1,Good,Good,0
2210907,214021379,Hastings - Somers,1,Good,Good,0
2210908,214021379,Hastings - Somers,1,Good,Good,0
2210909,214021379,Hastings - Somers,1,Good,Good,0
2210910,214021379,Hastings - Somers,1,Good,Good,0
2210911,214021379,Hastings - Somers,1,Good,Good,0
2210912,214021379,Hastings - Somers,1,Good,Good,0
2210913,214021379,Hastings - Somers,1,Good,Good,0
2210914,214021378,Flinders,1,Acceptable,Good,0
2210915,214021379,Hastings - Somers,1,Good,Good,0
2211001,214021382,Mount Martha,1,Good,Good,0
2211002,214021377,Dromana,1,Good,Good,0
2211003,214021377,Dromana,1,Good,Good,0
2211004,214021377,Dromana,1,Good,Good,0
2211005,214021377,Dromana,1,Good,Good,0
2211006,214021377,Dromana,1,Good,Good,0
2211007,214021377,Dromana,1,Good,Good,0
2211008,214021377,Dromana,1,Good,Good,0
2211009,214021377,Dromana,1,Good,Good,0
2211010,214021377,Dromana,1,Good,Good,0
2211011,214021377,Dromana,1,Good,Good,0
2211012,214021377,Dromana,1,Good,Good,0
2211013,214021377,Dromana,1,Good,Good,0
2211101,214021377,Dromana,0.56,Good,Good,0
2211101,214021378,Flinders,0.44,Acceptable,Good,0
2211102,214021377,Dromana,0.6052632,Good,Good,0
2211102,214021378,Flinders,0.3947368,Acceptable,Good,0
2211103,214021377,Dromana,1,Good,Good,0
2211104,214021377,Dromana,1,Good,Good,0
2211105,214021377,Dromana,1,Good,Good,0
2211106,214021377,Dromana,1,Good,Good,0
2211107,214021377,Dromana,1,Good,Good,0
2211108,214021377,Dromana,1,Good,Good,0
2211109,214021378,Flinders,1,Acceptable,Good,0
2211110,214021378,Flinders,1,Acceptable,Good,0
2211111,214021377,Dromana,1,Good,Good,0
2211112,214021378,Flinders,1,Acceptable,Good,0
2211113,214021377,Dromana,1,Good,Good,0
2211114,214021378,Flinders,1,Acceptable,Good,0
2211115,214021378,Flinders,1,Acceptable,Good,0
2211116,214021378,Flinders,1,Acceptable,Good,0
2211117,214021377,Dromana,1,Good,Good,0
2211118,214021377,Dromana,1,Good,Good,0
2211201,214021377,Dromana,0.3243243,Good,Good,0
2211201,214021378,Flinders,0.5405405,Acceptable,Good,0
2211201,214021384,Rosebud - McCrae,0.1351351,Good,Good,0
2211202,214021384,Rosebud - McCrae,1,Good,Good,0
2211203,214021384,Rosebud - McCrae,1,Good,Good,0
2211204,214021384,Rosebud - McCrae,1,Good,Good,0
2211205,214021378,Flinders,1,Acceptable,Good,0
2211206,214021378,Flinders,1,Acceptable,Good,0
2211207,214021378,Flinders,1,Acceptable,Good,0
2211208,214021378,Flinders,0.0888889,Acceptable,Good,0
2211208,214021384,Rosebud - McCrae,0.9111111,Good,Good,0
2211209,214021384,Rosebud - McCrae,1,Good,Good,0
2211210,214021384,Rosebud - McCrae,1,Good,Good,0
2211211,214021384,Rosebud - McCrae,1,Good,Good,0
2211212,214021384,Rosebud - McCrae,1,Good,Good,0
2211213,214021384,Rosebud - McCrae,1,Good,Good,0
2211214,214021384,Rosebud - McCrae,1,Good,Good,0
2211215,214021384,Rosebud - McCrae,1,Good,Good,0
2211216,214021384,Rosebud - McCrae,1,Good,Good,0
2211217,214021378,Flinders,1,Acceptable,Good,0
2211301,205031088,French Island,1,Good,Good,0
2211401,214021384,Rosebud - McCrae,1,Good,Good,0
2211402,214021384,Rosebud - McCrae,1,Good,Good,0
2211403,214021384,Rosebud - McCrae,1,Good,Good,0
2211404,214021384,Rosebud - McCrae,1,Good,Good,0
2211405,214021377,Dromana,1,Good,Good,0
2211406,214021384,Rosebud - McCrae,1,Good,Good,0
2211407,214021377,Dromana,1,Good,Good,0
2211408,214021384,Rosebud - McCrae,1,Good,Good,0
2211409,214021384,Rosebud - McCrae,1,Good,Good,0
2211410,214021384,Rosebud - McCrae,1,Good,Good,0
2211411,214021384,Rosebud - McCrae,1,Good,Good,0
2211412,214021384,Rosebud - McCrae,1,Good,Good,0
2211413,214021384,Rosebud - McCrae,1,Good,Good,0
2211414,214021384,Rosebud - McCrae,1,Good,Good,0
2211501,214021384,Rosebud - McCrae,1,Good,Good,0
2211502,214021384,Rosebud - McCrae,1,Good,Good,0
2211503,214021384,Rosebud - McCrae,1,Good,Good,0
2211504,214021384,Rosebud - McCrae,1,Good,Good,0
2211505,214021384,Rosebud - McCrae,1,Good,Good,0
2211506,214021384,Rosebud - McCrae,1,Good,Good,0
2211507,214021384,Rosebud - McCrae,1,Good,Good,0
2211508,214021384,Rosebud - McCrae,1,Good,Good,0
2211509,214021384,Rosebud - McCrae,1,Good,Good,0
2211510,214021384,Rosebud - McCrae,1,Good,Good,0
2211511,214021384,Rosebud - McCrae,1,Good,Good,0
2211512,214021384,Rosebud - McCrae,1,Good,Good,0
2211513,214021384,Rosebud - McCrae,1,Good,Good,0
2211514,214021384,Rosebud - McCrae,1,Good,Good,0
2211601,214021383,Point Nepean,1,Good,Good,0
2211602,214021378,Flinders,0.3571429,Acceptable,Good,0
2211602,214021383,Point Nepean,0.6428571,Good,Good,0
