LOCALITY_PID,LOCALITY_NAME,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
loc8ab8142b1cc6,Eden Creek,11,Inner Regional Australia,1,Good,Good,0
loc8ab95c6694b9,Beaufort,42,Outer Regional Australia,1,Good,Good,0
loc8abf994a6a0f,Mordalup,52,Outer Regional Australia,1,Good,Good,0
loc8abf9ed4ac93,Flowery Gully,62,Outer Regional Australia,1,Good,Good,0
loc8ac2a3f79895,Duncraig,50,Major Cities of Australia,1,Good,Good,0
loc8ac4b46faad5,Craiglie,32,Outer Regional Australia,1,Good,Good,0
loc8ac7a4a79c57,Blue Rocks,64,Very Remote Australia,1,Good,Good,0
loc8ac9f2cd274f,Mariginiup,50,Major Cities of Australia,1,Good,Good,0
loc8acf9766a038,Whiteman Creek,11,Inner Regional Australia,1,Good,Good,0
loc8ad021760a61,Condah,22,Outer Regional Australia,1,Good,Good,0
loc8ad0317faaac,Nerimbera,31,Inner Regional Australia,1,Good,Good,0
loc8ad2e6df7ce1,Pimlico Island,11,Inner Regional Australia,1,Good,Good,0
loc8ad40420513a,Gowrie Little Plain,31,Inner Regional Australia,1,Good,Good,0
loc8ae16f14e925,Yoogali,12,Outer Regional Australia,1,Good,Good,0
loc8ae3f02cf0be,Mountain Creek,11,Inner Regional Australia,1,Good,Good,0
loc8ae62e516585,Teesdale,51,Inner Regional Australia,1,Good,Good,0
loc8ae6aa82362a,Gawler South,40,Major Cities of Australia,1,Good,Good,0
loc8ae9e64285ee,Mole River,12,Outer Regional Australia,1,Good,Good,0
loc8ae9f86b2fc2,Bunbury,51,Inner Regional Australia,1,Good,Good,0
loc8aecb474fa0d,Cabbage Tree Island,11,Inner Regional Australia,1,Good,Good,0
loc8aecb47f8762,Summer Island,11,Inner Regional Australia,1,Good,Good,0
loc8aed2c42da40,Marburg,31,Inner Regional Australia,1,Good,Good,0
loc8af26acb532d,Ainslie,80,Major Cities of Australia,1,Good,Good,0
loc8af2efa53ae5,Newhaven,21,Inner Regional Australia,1,Good,Good,0
loc8af9ba61877e,Cedar Vale,31,Inner Regional Australia,1,Good,Good,0
loc8afae2434637,Wijilawarrim,54,Very Remote Australia,1,Good,Good,0
loc8afb6730b438,Mundoolun,31,Inner Regional Australia,1,Good,Good,0
loc8afb93cb71a6,Tandora,31,Inner Regional Australia,1,Good,Good,0
loc8afbbbae4da1,North Yelbeni,53,Remote Australia,1,Good,Good,0
loc8afd8b17cd24,Burrowye,22,Outer Regional Australia,1,Good,Good,0
loc8afdf5a20090,Black Hill Station,43,Remote Australia,1,Good,Good,0
loc8afe0db58baf,Old Erowal Bay,11,Inner Regional Australia,1,Good,Good,0
loc8b0355377365,Carrs Peninsula,11,Inner Regional Australia,1,Good,Good,0
loc8b0cbde7b1f2,Yangery,21,Inner Regional Australia,1,Good,Good,0
loc8b12bc6db603,Kearns,10,Major Cities of Australia,1,Good,Good,0
loc8b163656373b,Henderson,50,Major Cities of Australia,1,Good,Good,0
loc8b1690842da1,Couta Rocks,63,Remote Australia,1,Good,Good,0
loc8b1767c2a3ae,McIntosh Creek,31,Inner Regional Australia,1,Good,Good,0
loc8b1eae00903e,Jeffcott North,22,Outer Regional Australia,1,Good,Good,0
loc8b205223941d,Bemm River,23,Remote Australia,1,Good,Good,0
loc8b27d4820a80,Karuah,11,Inner Regional Australia,1,Good,Good,0
loc8b2ce002e875,Northam,51,Inner Regional Australia,1,Good,Good,0
loc8b3648a562fc,Avon,11,Inner Regional Australia,1,Good,Good,0
loc8b468d5dfe72,Murphys Creek,31,Inner Regional Australia,1,Good,Good,0
loc8b48dde8c3a2,Staverton,62,Outer Regional Australia,1,Good,Good,0
loc8b4ccbbdaa12,Blackdown,33,Remote Australia,1,Good,Good,0
loc8b5bd23baf64,Rand,12,Outer Regional Australia,1,Good,Good,0
loc8b5fb46310cd,Telangatuk East,22,Outer Regional Australia,1,Good,Good,0
loc8b61d06c0572,Smithlea,32,Outer Regional Australia,1,Good,Good,0
loc8b644ad5d943,Ingeegoodbee,12,Outer Regional Australia,1,Good,Good,0
loc8b6645f0e502,West Mackay,31,Inner Regional Australia,1,Good,Good,0
loc8b6e3a1dd1bd,Peakhurst Heights,10,Major Cities of Australia,1,Good,Good,0
loc8b75c9de8653,Shelburne,,,3.00E-07,Poor,Good,4
loc8b75c9de8653,Shelburne,34,Very Remote Australia,0.9999997,Good,Good,0
loc8b7b242a78ef,Goonoo Forest,12,Outer Regional Australia,1,Good,Good,0
loc8b827ba18125,Bonnet Bay,10,Major Cities of Australia,1,Good,Good,0
loc8b8341479b11,Gerahmin,22,Outer Regional Australia,1,Good,Good,0
loc8b84f4f5723a,Bridges,31,Inner Regional Australia,1,Good,Good,0
loc8b858d2bd997,Winya,31,Inner Regional Australia,1,Good,Good,0
loc8b861551a212,Warrandyte,20,Major Cities of Australia,1,Good,Good,0
loc8b872f2dc47a,Anula,72,Outer Regional Australia,1,Good,Good,0
loc8b9bf8a37688,Cunnamulla,34,Very Remote Australia,1,Good,Good,0
loc8b9f0793f5ab,Port Albert,22,Outer Regional Australia,0.9993121,Good,Good,0
loc8b9f0793f5ab,Port Albert,23,Remote Australia,0.0006879,Good,Good,1
loc8ba36309839a,Woorinen South,22,Outer Regional Australia,1,Good,Good,0
loc8ba7898ebb36,Bridgetown,51,Inner Regional Australia,0.7262681,Good,Good,0
loc8ba7898ebb36,Bridgetown,52,Outer Regional Australia,0.2737319,Good,Good,0
loc8baad2c92089,Darbys Falls,11,Inner Regional Australia,1,Good,Good,0
loc8bb001192102,Dewitt,12,Outer Regional Australia,1,Good,Good,0
loc8bb853fff83a,Elvina Bay,11,Inner Regional Australia,1,Good,Good,0
loc8bbe850fb3d2,Bellarine,21,Inner Regional Australia,1,Good,Good,0
loc8bc2c153fc4f,Wickepin,52,Outer Regional Australia,1,Good,Good,0
loc8bc6e20aa28e,Neales Flat,42,Outer Regional Australia,1,Good,Good,0
loc8bc981e1158d,Stonehenge,32,Outer Regional Australia,1,Good,Good,0
loc8bd9efd1ff06,Euabalong West,13,Remote Australia,1,Good,Good,0
loc8bde2320b37b,Aldoga,32,Outer Regional Australia,1,Good,Good,0
loc8be091889f04,Hacketts Gully,50,Major Cities of Australia,1,Good,Good,0
loc8be306b435a7,Poruma Island,34,Very Remote Australia,1,Good,Good,0
loc8be7a53f8058,Mungo,13,Remote Australia,1,Good,Good,0
loc8be893ca214e,Blackmans Flat,11,Inner Regional Australia,1,Good,Good,0
loc8beda6858d0c,Ironmungy,12,Outer Regional Australia,1,Good,Good,0
loc8bee412a99e7,Mudgee,11,Inner Regional Australia,0.9998144,Good,Good,0
loc8bee412a99e7,Mudgee,12,Outer Regional Australia,0.0001856,Good,Good,1
loc8befb396f9eb,Salisbury West,21,Inner Regional Australia,1,Good,Good,0
loc8bf326f13a2b,Coleraine,22,Outer Regional Australia,1,Good,Good,0
loc8bf4ad81ecb1,Hillsdale,10,Major Cities of Australia,1,Good,Good,0
loc8bfcc74d7067,Witta,31,Inner Regional Australia,1,Good,Good,0
loc8bfe5e12fbd4,Curl Curl,10,Major Cities of Australia,1,Good,Good,0
loc8c06ca772d80,Erskine,42,Outer Regional Australia,1,Good,Good,0
loc8c0864ffd239,Gepps Cross,40,Major Cities of Australia,1,Good,Good,0
loc8c12735ef4dd,Einasleigh,34,Very Remote Australia,1,Good,Good,0
loc8c127a27890f,Arthurs Creek,21,Inner Regional Australia,1,Good,Good,0
loc8c14c93b253e,Golden Beach,22,Outer Regional Australia,1,Good,Good,0
loc8c15de6e1969,Wandearah West,42,Outer Regional Australia,1,Good,Good,0
loc8c180ecb3496,Comet,32,Outer Regional Australia,1,Good,Good,0
loc8c246cc0ccee,Marble Bar,54,Very Remote Australia,1,Good,Good,0
loc8c28aafe5f9e,Barwon Downs,21,Inner Regional Australia,1,Good,Good,0
loc8c2c59f6c2ad,Webberton,52,Outer Regional Australia,1,Good,Good,0
loc8c2fb1878776,Coalstoun Lakes,32,Outer Regional Australia,1,Good,Good,0
loc8c3b9494e8ab,Calimo,12,Outer Regional Australia,1,Good,Good,0
loc8c3efad40532,Lakes Creek,31,Inner Regional Australia,1,Good,Good,0
loc8c41f2659266,Collie,51,Inner Regional Australia,1,Good,Good,0
loc8c47868d94a0,Blind Bight,20,Major Cities of Australia,0.9575178,Good,Good,0
loc8c47868d94a0,Blind Bight,21,Inner Regional Australia,0.0424822,Good,Good,0
loc8c4a72d8ad9a,Garoo,12,Outer Regional Australia,1,Good,Good,0
loc8c4d02cf2dfb,Fowlers Bay,44,Very Remote Australia,1,Good,Good,0
loc8c50e39b632f,Dianella,50,Major Cities of Australia,1,Good,Good,0
loc8c5e89999ca4,Yuna,53,Remote Australia,1,Good,Good,0
loc8c6ae6e26ef4,Boolijah,11,Inner Regional Australia,1,Good,Good,0
loc8c6d1763ce60,Warragai Creek,12,Outer Regional Australia,1,Good,Good,0
loc8c710d361161,Vesper,21,Inner Regional Australia,1,Good,Good,0
loc8c73153ed39b,Leonora,54,Very Remote Australia,1,Good,Good,0
loc8c762b7ebe49,Red Hill,12,Outer Regional Australia,1,Good,Good,0
loc8c7836137125,Seven Hills,10,Major Cities of Australia,1,Good,Good,0
loc8c7beed0fa14,Lilyvale,11,Inner Regional Australia,1,Good,Good,0
loc8c7e3f97826b,Modanville,11,Inner Regional Australia,1,Good,Good,0
loc8c852c59ffe5,Cardigan,21,Inner Regional Australia,1,Good,Good,0
loc8c852d1bde4b,Lovett Bay,11,Inner Regional Australia,1,Good,Good,0
loc8c88f4c92a77,Mer Island,34,Very Remote Australia,1,Good,Good,0
loc8c9262bf8f4f,Booroobin,31,Inner Regional Australia,1,Good,Good,0
loc8c9272a290d6,Little Bay,10,Major Cities of Australia,1,Good,Good,0
loc8c9419cbbc79,Booborowie,42,Outer Regional Australia,1,Good,Good,0
loc8c9914c41758,Kooyong,20,Major Cities of Australia,1,Good,Good,0
loc8c9cb998fac3,Glen Martin,11,Inner Regional Australia,1,Good,Good,0
loc8c9f2867857c,Williamstown,20,Major Cities of Australia,1,Good,Good,0
loc8ca156e60c45,Bungaban,33,Remote Australia,1,Good,Good,0
loc8ca37990ffb4,Beresford,52,Outer Regional Australia,1,Good,Good,0
loc8ca403e1c135,Bendalong,11,Inner Regional Australia,1,Good,Good,0
loc8ca4c35dce72,Dalwallinu,52,Outer Regional Australia,0.0018417,Good,Good,1
loc8ca4c35dce72,Dalwallinu,53,Remote Australia,0.9981583,Good,Good,0
loc8ca725e6f694,Narromine,12,Outer Regional Australia,1,Good,Good,0
loc8ca790c7346d,Nain,41,Inner Regional Australia,1,Good,Good,0
loc8ca8b4e9d033,Boompa,32,Outer Regional Australia,1,Good,Good,0
loc8caa67639f27,Yinkanie,42,Outer Regional Australia,1,Good,Good,0
loc8caa9ad48572,Nelson Bay,63,Remote Australia,1,Good,Good,0
loc8cbd812f33f3,Pormpuraaw,34,Very Remote Australia,1,Good,Good,0
loc8cc078b0c4c1,Eerwah Vale,31,Inner Regional Australia,1,Good,Good,0
loc8cc0acd827fb,Wimborne,12,Outer Regional Australia,1,Good,Good,0
loc8cc8a5652ca5,Woolsheds,41,Inner Regional Australia,1,Good,Good,0
loc8cc91ff2d385,Wunghnu,21,Inner Regional Australia,1,Good,Good,0
loc8cce38e90dec,Merricks Beach,20,Major Cities of Australia,1,Good,Good,0
loc8cd8a503d350,Upton Hill,21,Inner Regional Australia,1,Good,Good,0
loc8cda2424fe34,Wehla,22,Outer Regional Australia,1,Good,Good,0
loc8cde0b2c687a,Keybarbin,12,Outer Regional Australia,1,Good,Good,0
loc8cde33f37e29,Sugarloaf,32,Outer Regional Australia,1,Good,Good,0
loc8ce1cab24303,Baulkham Hills,10,Major Cities of Australia,1,Good,Good,0
loc8ce50ecd8f0f,Bramley,51,Inner Regional Australia,1,Good,Good,0
loc8ce604ef03e6,Gurulmundi,32,Outer Regional Australia,1,Good,Good,0
loc8ce71441c12b,Willowmavin,21,Inner Regional Australia,1,Good,Good,0
loc8cebad1db2f1,Lake Eildon,22,Outer Regional Australia,1,Good,Good,0
loc8cec6fcdf198,Reedy Marsh,62,Outer Regional Australia,1,Good,Good,0
loc8cef8978a6f2,Macquarie Heads,63,Remote Australia,1,Good,Good,0
loc8cfa37dfb2fa,Mount Rivers,12,Outer Regional Australia,1,Good,Good,0
loc8cfe3d1343be,Warburn,12,Outer Regional Australia,1,Good,Good,0
loc8d04937378e8,Edgewater,50,Major Cities of Australia,1,Good,Good,0
loc8d1005c443a5,Bumbunga,42,Outer Regional Australia,1,Good,Good,0
loc8d13e5004506,Forge Creek,22,Outer Regional Australia,1,Good,Good,0
loc8d18ddc6a1b0,Tura Beach,12,Outer Regional Australia,1,Good,Good,0
loc8d1b83cce497,Ballyroe,12,Outer Regional Australia,1,Good,Good,0
loc8d1c3708c04f,Coomunga,43,Remote Australia,1,Good,Good,0
loc8d1eb0e83c7f,Peterborough,22,Outer Regional Australia,1,Good,Good,0
loc8d20359f8685,Bung Bong,21,Inner Regional Australia,1,Good,Good,0
loc8d2a59e87229,Brookton,52,Outer Regional Australia,1,Good,Good,0
loc8d2c2c331dbf,Berrybank,21,Inner Regional Australia,0.0002701,Good,Good,1
loc8d2c2c331dbf,Berrybank,22,Outer Regional Australia,0.9997299,Good,Good,0
loc8d2d00dacb90,Townsendale,52,Outer Regional Australia,1,Good,Good,0
loc8d2e9559ad62,Vaucluse,10,Major Cities of Australia,1,Good,Good,0
loc8d2ec36eab33,Koornalla,21,Inner Regional Australia,1,Good,Good,0
loc8d30c44dcdcb,Lauriston,21,Inner Regional Australia,1,Good,Good,0
loc8d34951bae21,St Clair,40,Major Cities of Australia,1,Good,Good,0
loc8d37293ddfac,Walsall,51,Inner Regional Australia,1,Good,Good,0
loc8d3773966002,Coonooer West,22,Outer Regional Australia,1,Good,Good,0
loc8d393e0cefdc,Mount Hardman,54,Very Remote Australia,1,Good,Good,0
loc8d4204d2b5b1,Langdons Hill,21,Inner Regional Australia,1,Good,Good,0
loc8d46c47787bd,Lake Sorell,62,Outer Regional Australia,1,Good,Good,0
loc8d47aa559d39,South Lake Grace,53,Remote Australia,1,Good,Good,0
loc8d496e2ee403,Barigan,12,Outer Regional Australia,1,Good,Good,0
loc8d49f052b51b,Hillsborough,11,Inner Regional Australia,1,Good,Good,0
loc8d4d6f625c1d,McIntyre,22,Outer Regional Australia,1,Good,Good,0
loc8d4f01b3fec7,Mount McKenzie,41,Inner Regional Australia,1,Good,Good,0
loc8d50fd8cbe51,Top Camp,31,Inner Regional Australia,1,Good,Good,0
loc8d517b52b3a3,Sandy Pocket,32,Outer Regional Australia,1,Good,Good,0
loc8d52ec1c001e,Chaffey,42,Outer Regional Australia,0.9658702,Good,Good,0
loc8d52ec1c001e,Chaffey,43,Remote Australia,0.0341298,Good,Good,0
loc8d545a169fa8,Renmark North,42,Outer Regional Australia,0.9708668,Good,Good,0
loc8d545a169fa8,Renmark North,43,Remote Australia,0.0291332,Good,Good,0
loc8d6105ab5238,Dry Creek,12,Outer Regional Australia,1,Good,Good,0
loc8d629060e62e,Grassy,64,Very Remote Australia,1,Good,Good,0
loc8d63cff82e1d,Stones Corner,30,Major Cities of Australia,1,Good,Good,0
loc8d650a8b5758,Stun'Sail Boom,43,Remote Australia,1,Good,Good,0
loc8d6ecd89ab09,Sugarloaf Creek,21,Inner Regional Australia,1,Good,Good,0
loc8d6f3b84e720,Kalkee,22,Outer Regional Australia,1,Good,Good,0
loc8d705dd8c4ff,Clifton,31,Inner Regional Australia,1,Good,Good,0
loc8d74d3bb472f,Laanecoorie,21,Inner Regional Australia,1,Good,Good,0
loc8d77ccfbbca8,Merewether,10,Major Cities of Australia,1,Good,Good,0
loc8d79aba5aba8,Basin Pocket,30,Major Cities of Australia,1,Good,Good,0
loc8d8000274151,Nerada,32,Outer Regional Australia,1,Good,Good,0
loc8d8655e63758,Talmalmo,12,Outer Regional Australia,1,Good,Good,0
loc8d8657609bd3,Elliston,44,Very Remote Australia,1,Good,Good,0
loc8d8e83068fd8,Seahampton,10,Major Cities of Australia,1,Good,Good,0
loc8d94d54a9755,Point Arkwright,30,Major Cities of Australia,1,Good,Good,0
loc8d9aae6d3fa7,Glebe,33,Remote Australia,1,Good,Good,0
loc8da5f6fcb879,Cuthbert,52,Outer Regional Australia,1,Good,Good,0
loc8dab3415ed3e,Harrogate,41,Inner Regional Australia,1,Good,Good,0
loc8dac5076239f,Bool Lagoon,42,Outer Regional Australia,1,Good,Good,0
loc8dafa64a8784,Keppoch,42,Outer Regional Australia,1,Good,Good,0
loc8db5d9e879c9,Blampied,21,Inner Regional Australia,1,Good,Good,0
loc8db98d56c90d,Sunlands,42,Outer Regional Australia,1,Good,Good,0
loc8dc5bb897fb8,Peacock Siding,33,Remote Australia,1,Good,Good,0
loc8dc7175c8b2b,Dudinin,53,Remote Australia,1,Good,Good,0
loc8dcbae0a09fd,Peats Ridge,11,Inner Regional Australia,1,Good,Good,0
loc8dceecda058f,North Blackwood,21,Inner Regional Australia,1,Good,Good,0
loc8dcf0a7eeed7,Mininera,22,Outer Regional Australia,1,Good,Good,0
loc8dcf253db294,Paterson,31,Inner Regional Australia,1,Good,Good,0
loc8dcfdf30e15d,Tampu,53,Remote Australia,1,Good,Good,0
loc8dd232172db1,Hopefield,11,Inner Regional Australia,1,Good,Good,0
loc8dd564c07654,Sedgwick,21,Inner Regional Australia,1,Good,Good,0
loc8dd81f297cf3,Bella Vista,10,Major Cities of Australia,1,Good,Good,0
loc8dd8405fbe2d,Cranebrook,10,Major Cities of Australia,1,Good,Good,0
loc8dd9109014eb,Theodore,32,Outer Regional Australia,1,Good,Good,0
loc8ddcedf1a133,Greendale,21,Inner Regional Australia,1,Good,Good,0
loc8de591dfa8b6,Wycarbah,32,Outer Regional Australia,1,Good,Good,0
loc8de699c15026,West Casuarinas,53,Remote Australia,1,Good,Good,0
loc8de99db1f17f,Jeeralang Junction,21,Inner Regional Australia,1,Good,Good,0
loc8debc349081b,Redbank,21,Inner Regional Australia,0.7999239,Good,Good,0
loc8debc349081b,Redbank,22,Outer Regional Australia,0.2000761,Good,Good,0
loc8dee65cf0632,North Lake Grace,53,Remote Australia,1,Good,Good,0
loc8df0bb6e2468,Danggali,43,Remote Australia,1,Good,Good,0
loc8df62f487164,Mount Burr,42,Outer Regional Australia,1,Good,Good,0
loc8dfac30eb2c9,Hillville,11,Inner Regional Australia,1,Good,Good,0
loc8e0091025ae3,Kains Flat,12,Outer Regional Australia,1,Good,Good,0
loc8e02f05b333c,Harmers Haven,21,Inner Regional Australia,1,Good,Good,0
loc8e0e1230fe27,Gilgering,51,Inner Regional Australia,1,Good,Good,0
loc8e12f73c7dcf,Seven Mile Beach,61,Inner Regional Australia,1,Good,Good,0
loc8e13f62ca167,Cookardinia,11,Inner Regional Australia,1,Good,Good,0
loc8e1938240c66,Coalfalls,30,Major Cities of Australia,1,Good,Good,0
loc8e1c2d5358b5,Mirrabooka,50,Major Cities of Australia,1,Good,Good,0
loc8e2916c92321,Cudgewa,22,Outer Regional Australia,1,Good,Good,0
loc8e2a94b1ebfe,Hotspur,22,Outer Regional Australia,1,Good,Good,0
loc8e2fcc3d7f1c,Tallangatta Valley,22,Outer Regional Australia,1,Good,Good,0
loc8e324219c90d,Murdoch,50,Major Cities of Australia,1,Good,Good,0
loc8e3e571ce8df,Theebine,31,Inner Regional Australia,1,Good,Good,0
loc8e492973f5ff,Kunghur Creek,11,Inner Regional Australia,1,Good,Good,0
loc8e510158789f,Williamstown,41,Inner Regional Australia,1,Good,Good,0
loc8e556e528cf0,Dunville Loop,12,Outer Regional Australia,1,Good,Good,0
loc8e56d1fe1f7f,Frayville,41,Inner Regional Australia,1,Good,Good,0
loc8e5a2b16aaaa,Traralgon,21,Inner Regional Australia,1,Good,Good,0
loc8e5ab0464f9a,White Gum Valley,50,Major Cities of Australia,1,Good,Good,0
loc8e5ae663d020,Coramba,11,Inner Regional Australia,1,Good,Good,0
loc8e5eac5f958f,Kawl Kawl,32,Outer Regional Australia,1,Good,Good,0
loc8e5fb9c62f5b,Boonal,12,Outer Regional Australia,1,Good,Good,0
loc8e67b7e6eb88,Kyeamba,11,Inner Regional Australia,1,Good,Good,0
loc8e69d9ac96ee,North Lake,50,Major Cities of Australia,1,Good,Good,0
loc8e6e1a59be5a,Macleay Island,31,Inner Regional Australia,1,Good,Good,0
loc8e7c71a2a320,Kamarooka,21,Inner Regional Australia,1,Good,Good,0
loc8e901ea41ea3,Forest Hill,11,Inner Regional Australia,1,Good,Good,0
loc8e9e0649ffab,Haywards Bay,10,Major Cities of Australia,1,Good,Good,0
loc8e9ec66bf195,Madeley,50,Major Cities of Australia,1,Good,Good,0
loc8e9ff6ae9d64,Nullagine,54,Very Remote Australia,1,Good,Good,0
loc8ea0ef3bf8bf,Slade Point,31,Inner Regional Australia,1,Good,Good,0
loc8ea1a36fd351,Oaklands,12,Outer Regional Australia,1,Good,Good,0
loc8ea8651d7496,Glenbar,32,Outer Regional Australia,1,Good,Good,0
loc8eab41596272,Surrey Downs,40,Major Cities of Australia,1,Good,Good,0
loc8eabc3fb9ad4,Mount Light,42,Outer Regional Australia,1,Good,Good,0
loc8eb0e18d178c,Mount Fairy,11,Inner Regional Australia,1,Good,Good,0
loc8eb129dd6fb8,Billimari,12,Outer Regional Australia,1,Good,Good,0
loc8eb258f7fd5e,Amphitheatre,21,Inner Regional Australia,1,Good,Good,0
loc8eb2a6acdb32,Emu Vale,31,Inner Regional Australia,1,Good,Good,0
loc8eb7c82c5a03,Peak View,12,Outer Regional Australia,1,Good,Good,0
loc8eb80c3d4e89,Pootilla,21,Inner Regional Australia,1,Good,Good,0
loc8ec08977be53,Werombi,11,Inner Regional Australia,1,Good,Good,0
loc8ec1cb764645,Penrith,10,Major Cities of Australia,1,Good,Good,0
loc8ec4c43a790a,Valla,11,Inner Regional Australia,1,Good,Good,0
loc8eccbefd9406,Bielsdown Hills,12,Outer Regional Australia,1,Good,Good,0
loc8ece87a61026,Talbingo,12,Outer Regional Australia,1,Good,Good,0
loc8ed3150630ec,Ghinghinda,33,Remote Australia,1,Good,Good,0
loc8ed5de05103d,Dangin,52,Outer Regional Australia,1,Good,Good,0
loc8ee5f94a44b8,Kundabung,11,Inner Regional Australia,1,Good,Good,0
loc8ef50056756b,Mount Alford,31,Inner Regional Australia,1,Good,Good,0
loc8efa2988e1a2,Kidman Park,40,Major Cities of Australia,1,Good,Good,0
loc8efb0e735a7b,Ducklo,31,Inner Regional Australia,0.6918008,Good,Good,0
loc8efb0e735a7b,Ducklo,32,Outer Regional Australia,0.3081992,Good,Good,0
loc8f02a2170a6b,Boomanoomana,12,Outer Regional Australia,1,Good,Good,0
loc8f0bb15413da,Moolerr,22,Outer Regional Australia,1,Good,Good,0
loc8f104b554d1b,Kensington,31,Inner Regional Australia,1,Good,Good,0
loc8f1124adee14,Gundowring,21,Inner Regional Australia,1,Good,Good,0
loc8f1a2cf12bf3,Jervis Bay,11,Inner Regional Australia,1,Good,Good,0
loc8f28d5408a5c,Buller,52,Outer Regional Australia,1,Good,Good,0
loc8f2b7f1a5a4e,Tirroan,31,Inner Regional Australia,1,Good,Good,0
loc8f318658e83f,Dandaloo,12,Outer Regional Australia,1,Good,Good,0
loc8f327a2f6cd4,Coneac,12,Outer Regional Australia,1,Good,Good,0
loc8f353ca97948,Richmond Lowlands,10,Major Cities of Australia,1,Good,Good,0
loc8f498b475ec6,Traralgon East,21,Inner Regional Australia,1,Good,Good,0
loc8f4a31e69dd1,Barongarook West,21,Inner Regional Australia,1,Good,Good,0
loc8f5284a27c70,Ayrford,21,Inner Regional Australia,1,Good,Good,0
loc8f565e81c655,Thomastown,20,Major Cities of Australia,1,Good,Good,0
loc8f588bed0f99,Russell,80,Major Cities of Australia,1,Good,Good,0
loc8f5e0a8165c8,Como,50,Major Cities of Australia,1,Good,Good,0
loc8f67155720a8,Coolbinia,50,Major Cities of Australia,1,Good,Good,0
loc8f68e55bd55b,Kapaldo,32,Outer Regional Australia,1,Good,Good,0
loc8f6d8b79b388,Waroonee,43,Remote Australia,1,Good,Good,0
loc8f6e840e99a1,Boorganna,12,Outer Regional Australia,1,Good,Good,0
loc8f72c101e4ed,Windowie,11,Inner Regional Australia,1,Good,Good,0
loc8f7654c9b808,Copmanhurst,12,Outer Regional Australia,1,Good,Good,0
loc8f7ef00ba465,Diamondvale,32,Outer Regional Australia,1,Good,Good,0
loc8f822642a1cb,Salisbury Downs,40,Major Cities of Australia,1,Good,Good,0
loc8f8289189932,Swanwater West,22,Outer Regional Australia,1,Good,Good,0
loc8f8376bcc6c1,Moonford,32,Outer Regional Australia,1,Good,Good,0
loc8f86f72c782d,Bogan,13,Remote Australia,1,Good,Good,0
loc8f899784b7f8,Miltalie,42,Outer Regional Australia,1,Good,Good,0
loc8f93bd1cd285,Wivenhoe Pocket,31,Inner Regional Australia,1,Good,Good,0
loc8f96b09d781b,Bamaga,34,Very Remote Australia,1,Good,Good,0
loc8f9ab2ffff3c,Mount Berryman,31,Inner Regional Australia,1,Good,Good,0
loc8fa101888b1c,Gherang,21,Inner Regional Australia,1,Good,Good,0
loc8faba1272285,South Arm,11,Inner Regional Australia,1,Good,Good,0
loc8fb4f5d64c10,Anabranch South,12,Outer Regional Australia,0.2051405,Good,Good,0
loc8fb4f5d64c10,Anabranch South,13,Remote Australia,0.7948595,Good,Good,0
loc8fba05225223,Gargett,32,Outer Regional Australia,1,Good,Good,0
loc8fc20a19bc7c,Benayeo,22,Outer Regional Australia,1,Good,Good,0
loc8fc4102bb913,Cabbage Tree Island,11,Inner Regional Australia,1,Good,Good,0
loc8fc7fdc0fbce,Menzies,33,Remote Australia,1,Good,Good,0
loc8fc83938d45b,Hugh,73,Remote Australia,1,Good,Good,0
loc8fc8dbbb71d1,Black Point,42,Outer Regional Australia,1,Good,Good,0
loc8fc8ee1a6e15,South Albury,11,Inner Regional Australia,1,Good,Good,0
loc8fcb2a0f7968,Whitby,50,Major Cities of Australia,1,Good,Good,0
loc8fcd070f495f,Pacific Haven,31,Inner Regional Australia,1,Good,Good,0
loc8fd39ec630a4,White Beach,62,Outer Regional Australia,1,Good,Good,0
loc8fd76f88db07,Ben Lomond,12,Outer Regional Australia,1,Good,Good,0
loc8fdb9611b0a4,Greenock,41,Inner Regional Australia,1,Good,Good,0
loc8fdbfcf89a80,Nathan,30,Major Cities of Australia,1,Good,Good,0
loc8fdc85aa7284,Warialda Rail,12,Outer Regional Australia,1,Good,Good,0
loc8fe34cac4e95,Mirboo,21,Inner Regional Australia,1,Good,Good,0
loc8fe4dcd218f6,Jannali,10,Major Cities of Australia,1,Good,Good,0
loc8feb63459293,Hillsborough,10,Major Cities of Australia,1,Good,Good,0
loc8fecdffb9dd1,Long Pocket,33,Remote Australia,1,Good,Good,0
loc8fef59c1c585,Tullamarine,20,Major Cities of Australia,1,Good,Good,0
loc8ff527b44a67,Broomehill East,52,Outer Regional Australia,1,Good,Good,0
loc8ff5567b354b,Bywong,11,Inner Regional Australia,1,Good,Good,0
loc8ff95d374470,Gunn Point,72,Outer Regional Australia,1,Good,Good,0
loc8ffac05fd5fc,Logan Central,30,Major Cities of Australia,1,Good,Good,0
loc8ffdd82287bd,Helidon Spa,31,Inner Regional Australia,1,Good,Good,0
loc900772f22fe1,Talisker,54,Very Remote Australia,1,Good,Good,0
loc900a471f7331,Douglas,31,Inner Regional Australia,1,Good,Good,0
loc900b554438ca,Cavan,11,Inner Regional Australia,1,Good,Good,0
loc90164751585d,Ellangowan,11,Inner Regional Australia,1,Good,Good,0
