DZN_CODE_2016,DZN_NAME_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
212712328,212712328,26980,Whitehorse,1,Good,Good,0
212712329,212712329,26980,Whitehorse,1,Good,Good,0
212722298,212722298,26980,Whitehorse,1,Good,Good,0
212722300,212722300,26980,Whitehorse,1,Good,Good,0
212722302,212722302,26980,Whitehorse,1,Good,Good,0
212722303,212722303,24410,Maroondah,0.1188118,Good,Good,0
212722303,212722303,26980,Whitehorse,0.8811882,Good,Good,0
212722313,212722313,26980,Whitehorse,1,Good,Good,0
212732293,212732293,26980,Whitehorse,1,Good,Good,0
212732294,212732294,26980,Whitehorse,1,Good,Good,0
212732295,212732295,26980,Whitehorse,1,Good,Good,0
212732296,212732296,26980,Whitehorse,1,Good,Good,0
212742508,212742508,27450,Yarra Ranges,1,Good,Good,0
212742509,212742509,21450,Cardinia,0.0644879,Good,Good,0
212742509,212742509,27450,Yarra Ranges,0.9355121,Good,Good,0
212742510,212742510,27450,Yarra Ranges,1,Good,Good,0
212752520,212752520,27450,Yarra Ranges,1,Good,Good,0
212752536,212752536,27450,Yarra Ranges,1,Good,Good,0
212752550,212752550,27450,Yarra Ranges,1,Good,Good,0
212752551,212752551,27450,Yarra Ranges,1,Good,Good,0
212752552,212752552,27450,Yarra Ranges,1,Good,Good,0
212762553,212762553,27450,Yarra Ranges,1,Good,Good,0
212762554,212762554,27450,Yarra Ranges,1,Good,Good,0
212762555,212762555,27450,Yarra Ranges,1,Good,Good,0
212762556,212762556,27450,Yarra Ranges,1,Good,Good,0
212762557,212762557,27450,Yarra Ranges,1,Good,Good,0
212762558,212762558,27450,Yarra Ranges,1,Good,Good,0
212762559,212762559,27450,Yarra Ranges,1,Good,Good,0
212772521,212772521,27450,Yarra Ranges,1,Good,Good,0
212772522,212772522,27450,Yarra Ranges,1,Good,Good,0
212772524,212772524,27450,Yarra Ranges,1,Good,Good,0
212772527,212772527,27450,Yarra Ranges,1,Good,Good,0
212782531,212782531,27450,Yarra Ranges,1,Good,Good,0
212782538,212782538,27450,Yarra Ranges,1,Good,Good,0
212782539,212782539,27450,Yarra Ranges,1,Good,Good,0
212782540,212782540,27450,Yarra Ranges,1,Good,Good,0
212782543,212782543,27450,Yarra Ranges,1,Good,Good,0
212782544,212782544,27450,Yarra Ranges,1,Good,Good,0
212782545,212782545,27450,Yarra Ranges,1,Good,Good,0
212782546,212782546,27450,Yarra Ranges,1,Good,Good,0
212782547,212782547,27450,Yarra Ranges,1,Good,Good,0
212782548,212782548,27450,Yarra Ranges,1,Good,Good,0
212782549,212782549,27450,Yarra Ranges,1,Good,Good,0
212782566,212782566,27450,Yarra Ranges,1,Good,Good,0
212782568,212782568,27450,Yarra Ranges,1,Good,Good,0
212782569,212782569,27450,Yarra Ranges,1,Good,Good,0
212782570,212782570,27450,Yarra Ranges,1,Good,Good,0
212792560,212792560,27450,Yarra Ranges,1,Good,Good,0
212792561,212792561,27450,Yarra Ranges,1,Good,Good,0
212792562,212792562,27450,Yarra Ranges,1,Good,Good,0
212792563,212792563,27450,Yarra Ranges,1,Good,Good,0
212792572,212792572,27450,Yarra Ranges,1,Good,Good,0
212792573,212792573,27450,Yarra Ranges,1,Good,Good,0
212802525,212802525,27450,Yarra Ranges,1,Good,Good,0
212802526,212802526,27450,Yarra Ranges,1,Good,Good,0
212802528,212802528,27450,Yarra Ranges,1,Good,Good,0
212802542,212802542,27450,Yarra Ranges,1,Good,Good,0
212812523,212812523,27450,Yarra Ranges,1,Good,Good,0
212812534,212812534,27450,Yarra Ranges,1,Good,Good,0
212812535,212812535,27450,Yarra Ranges,1,Good,Good,0
212812537,212812537,27450,Yarra Ranges,1,Good,Good,0
212812541,212812541,27450,Yarra Ranges,1,Good,Good,0
212822513,212822513,27450,Yarra Ranges,1,Good,Good,0
212822514,212822514,27450,Yarra Ranges,1,Good,Good,0
212822515,212822515,27450,Yarra Ranges,1,Good,Good,0
212822516,212822516,27450,Yarra Ranges,1,Good,Good,0
212822517,212822517,27450,Yarra Ranges,1,Good,Good,0
212822518,212822518,27450,Yarra Ranges,1,Good,Good,0
212822519,212822519,27450,Yarra Ranges,1,Good,Good,0
212832529,212832529,27450,Yarra Ranges,1,Good,Good,0
212832530,212832530,27450,Yarra Ranges,1,Good,Good,0
212832532,212832532,27450,Yarra Ranges,1,Good,Good,0
212842511,212842511,27450,Yarra Ranges,1,Good,Good,0
212842512,212842512,27450,Yarra Ranges,1,Good,Good,0
212852533,212852533,27450,Yarra Ranges,1,Good,Good,0
212852564,212852564,27450,Yarra Ranges,1,Good,Good,0
212852565,212852565,27450,Yarra Ranges,1,Good,Good,0
212852567,212852567,27450,Yarra Ranges,1,Good,Good,0
212852571,212852571,27450,Yarra Ranges,1,Good,Good,0
212852574,212852574,27450,Yarra Ranges,1,Good,Good,0
212860001,212860001,27450,Yarra Ranges,1,Good,Good,0
212860002,212860002,27450,Yarra Ranges,1,Good,Good,0
212862498,212862498,27450,Yarra Ranges,1,Good,Good,0
212862500,212862500,27450,Yarra Ranges,1,Good,Good,0
212862503,212862503,27450,Yarra Ranges,1,Good,Good,0
212862504,212862504,27450,Yarra Ranges,1,Good,Good,0
212862505,212862505,27450,Yarra Ranges,1,Good,Good,0
212862506,212862506,27450,Yarra Ranges,1,Good,Good,0
212862507,212862507,27450,Yarra Ranges,1,Good,Good,0
212863731,212863731,27450,Yarra Ranges,1,Good,Good,0
212870001,212870001,21450,Cardinia,1,Good,Good,0
212870002,212870002,21450,Cardinia,1,Good,Good,0
212870003,212870003,21450,Cardinia,1,Good,Good,0
212870004,212870004,21450,Cardinia,1,Good,Good,0
212870005,212870005,21450,Cardinia,1,Good,Good,0
212870006,212870006,21450,Cardinia,1,Good,Good,0
212872949,212872949,21450,Cardinia,1,Good,Good,0
212872951,212872951,21450,Cardinia,1,Good,Good,0
212872973,212872973,21450,Cardinia,1,Good,Good,0
212882927,212882927,21450,Cardinia,1,Good,Good,0
212882928,212882928,21450,Cardinia,1,Good,Good,0
212882929,212882929,21450,Cardinia,1,Good,Good,0
212882930,212882930,21450,Cardinia,1,Good,Good,0
212882943,212882943,21450,Cardinia,1,Good,Good,0
212882944,212882944,21450,Cardinia,1,Good,Good,0
212882945,212882945,21450,Cardinia,1,Good,Good,0
212882946,212882946,21450,Cardinia,1,Good,Good,0
212882947,212882947,21450,Cardinia,1,Good,Good,0
212892931,212892931,21450,Cardinia,1,Good,Good,0
212892932,212892932,21450,Cardinia,1,Good,Good,0
212892933,212892933,21450,Cardinia,1,Good,Good,0
212892934,212892934,21450,Cardinia,1,Good,Good,0
212892935,212892935,21450,Cardinia,1,Good,Good,0
212892936,212892936,27450,Yarra Ranges,0.2381303,Good,Good,0
212892936,212892936,21450,Cardinia,0.7618697,Good,Good,0
212892937,212892937,21450,Cardinia,1,Good,Good,0
212892938,212892938,21450,Cardinia,1,Good,Good,0
212892939,212892939,21450,Cardinia,1,Good,Good,0
212892940,212892940,21450,Cardinia,1,Good,Good,0
212892941,212892941,21450,Cardinia,1,Good,Good,0
212892942,212892942,21450,Cardinia,1,Good,Good,0
212900001,212900001,21450,Cardinia,1,Good,Good,0
212900002,212900002,21450,Cardinia,1,Good,Good,0
212900003,212900003,21450,Cardinia,1,Good,Good,0
212902948,212902948,21450,Cardinia,1,Good,Good,0
212902974,212902974,21450,Cardinia,1,Good,Good,0
212902975,212902975,21450,Cardinia,1,Good,Good,0
212910001,212910001,21450,Cardinia,1,Good,Good,0
212910002,212910002,21450,Cardinia,1,Good,Good,0
212910003,212910003,21450,Cardinia,1,Good,Good,0
212910004,212910004,21450,Cardinia,1,Good,Good,0
212910005,212910005,21450,Cardinia,1,Good,Good,0
212910006,212910006,21450,Cardinia,1,Good,Good,0
212910007,212910007,21450,Cardinia,1,Good,Good,0
212910008,212910008,21450,Cardinia,1,Good,Good,0
212910009,212910009,21450,Cardinia,1,Good,Good,0
212910010,212910010,21450,Cardinia,1,Good,Good,0
212912956,212912956,21450,Cardinia,1,Good,Good,0
212912962,212912962,21450,Cardinia,1,Good,Good,0
212912964,212912964,21450,Cardinia,1,Good,Good,0
212920001,212920001,21450,Cardinia,1,Good,Good,0
212920002,212920002,21450,Cardinia,1,Good,Good,0
212920003,212920003,21450,Cardinia,1,Good,Good,0
212920004,212920004,21450,Cardinia,1,Good,Good,0
212920005,212920005,21450,Cardinia,1,Good,Good,0
212920006,212920006,21450,Cardinia,1,Good,Good,0
212920007,212920007,21450,Cardinia,1,Good,Good,0
212920008,212920008,21450,Cardinia,1,Good,Good,0
212920009,212920009,21450,Cardinia,1,Good,Good,0
212920010,212920010,21450,Cardinia,1,Good,Good,0
212922955,212922955,21450,Cardinia,1,Good,Good,0
212922957,212922957,21450,Cardinia,1,Good,Good,0
212922958,212922958,21450,Cardinia,1,Good,Good,0
212922965,212922965,21450,Cardinia,1,Good,Good,0
212922967,212922967,21450,Cardinia,1,Good,Good,0
212922968,212922968,21450,Cardinia,1,Good,Good,0
212922971,212922971,21450,Cardinia,1,Good,Good,0
212932981,212932981,21610,Casey,1,Good,Good,0
212932983,212932983,21610,Casey,1,Good,Good,0
212932984,212932984,21610,Casey,1,Good,Good,0
212932985,212932985,21610,Casey,1,Good,Good,0
212932987,212932987,21610,Casey,1,Good,Good,0
212932988,212932988,21610,Casey,1,Good,Good,0
212932989,212932989,21610,Casey,1,Good,Good,0
212932999,212932999,21610,Casey,1,Good,Good,0
212933002,212933002,21610,Casey,1,Good,Good,0
212942979,212942979,21610,Casey,1,Good,Good,0
212942986,212942986,21610,Casey,1,Good,Good,0
212942994,212942994,21610,Casey,1,Good,Good,0
212943062,212943062,21610,Casey,1,Good,Good,0
212950001,212950001,21610,Casey,1,Good,Good,0
212950002,212950002,21610,Casey,1,Good,Good,0
212950003,212950003,21610,Casey,1,Good,Good,0
212953042,212953042,21610,Casey,1,Good,Good,0
212953043,212953043,21610,Casey,1,Good,Good,0
212953044,212953044,21610,Casey,1,Good,Good,0
212970001,212970001,21610,Casey,1,Good,Good,0
212970002,212970002,21610,Casey,1,Good,Good,0
212970003,212970003,21610,Casey,1,Good,Good,0
212970004,212970004,21610,Casey,1,Good,Good,0
212973033,212973033,21610,Casey,1,Good,Good,0
212973035,212973035,21610,Casey,1,Good,Good,0
212973036,212973036,21610,Casey,1,Good,Good,0
212973037,212973037,21610,Casey,1,Good,Good,0
212973038,212973038,21610,Casey,1,Good,Good,0
212990001,212990001,21610,Casey,1,Good,Good,0
212993003,212993003,21610,Casey,1,Good,Good,0
212993004,212993004,21610,Casey,1,Good,Good,0
212993005,212993005,21610,Casey,1,Good,Good,0
212993006,212993006,21610,Casey,1,Good,Good,0
212993030,212993030,21610,Casey,1,Good,Good,0
212993031,212993031,21610,Casey,1,Good,Good,0
212993039,212993039,21610,Casey,1,Good,Good,0
213003012,213003012,21610,Casey,1,Good,Good,0
213003013,213003013,21610,Casey,1,Good,Good,0
213003014,213003014,21610,Casey,1,Good,Good,0
213003015,213003015,21610,Casey,1,Good,Good,0
213003016,213003016,21610,Casey,1,Good,Good,0
213003017,213003017,21610,Casey,1,Good,Good,0
213003018,213003018,21610,Casey,1,Good,Good,0
213003019,213003019,21610,Casey,1,Good,Good,0
213003020,213003020,21610,Casey,1,Good,Good,0
213010001,213010001,21610,Casey,1,Good,Good,0
213010002,213010002,21610,Casey,1,Good,Good,0
213010003,213010003,21610,Casey,1,Good,Good,0
213010004,213010004,21610,Casey,1,Good,Good,0
213013008,213013008,21610,Casey,1,Good,Good,0
213023021,213023021,21610,Casey,1,Good,Good,0
213023022,213023022,21610,Casey,1,Good,Good,0
213023023,213023023,21610,Casey,1,Good,Good,0
213033007,213033007,21610,Casey,1,Good,Good,0
213033054,213033054,21610,Casey,1,Good,Good,0
213033056,213033056,21610,Casey,1,Good,Good,0
213033057,213033057,21610,Casey,1,Good,Good,0
213033058,213033058,21610,Casey,1,Good,Good,0
213033059,213033059,21610,Casey,1,Good,Good,0
213040001,213040001,21610,Casey,1,Good,Good,0
213040002,213040002,21610,Casey,1,Good,Good,0
213040003,213040003,21610,Casey,1,Good,Good,0
213043011,213043011,21610,Casey,1,Good,Good,0
213053025,213053025,21610,Casey,1,Good,Good,0
213053027,213053027,21610,Casey,1,Good,Good,0
213053028,213053028,21610,Casey,1,Good,Good,0
213053029,213053029,21610,Casey,1,Good,Good,0
213060001,213060001,21610,Casey,1,Good,Good,0
213063026,213063026,21610,Casey,1,Good,Good,0
213063027,213063027,21610,Casey,1,Good,Good,0
213080001,213080001,21610,Casey,1,Good,Good,0
213083050,213083050,21610,Casey,1,Good,Good,0
213083051,213083051,21610,Casey,1,Good,Good,0
213083052,213083052,21610,Casey,1,Good,Good,0
213083055,213083055,21610,Casey,1,Good,Good,0
213090001,213090001,23430,Kingston (Vic.),1,Good,Good,0
213092702,213092702,23430,Kingston (Vic.),1,Good,Good,0
213092703,213092703,23430,Kingston (Vic.),1,Good,Good,0
213092764,213092764,23430,Kingston (Vic.),1,Good,Good,0
213092765,213092765,23430,Kingston (Vic.),1,Good,Good,0
213100001,213100001,23430,Kingston (Vic.),1,Good,Good,0
213100002,213100002,23430,Kingston (Vic.),1,Good,Good,0
213100003,213100003,23430,Kingston (Vic.),1,Good,Good,0
213100004,213100004,23430,Kingston (Vic.),1,Good,Good,0
213100005,213100005,23430,Kingston (Vic.),1,Good,Good,0
213100006,213100006,23430,Kingston (Vic.),1,Good,Good,0
213102769,213102769,23430,Kingston (Vic.),1,Good,Good,0
213102770,213102770,23430,Kingston (Vic.),1,Good,Good,0
213110001,213110001,22670,Greater Dandenong,1,Good,Good,0
213110002,213110002,22670,Greater Dandenong,1,Good,Good,0
213110003,213110003,22670,Greater Dandenong,1,Good,Good,0
213110004,213110004,22670,Greater Dandenong,1,Good,Good,0
213110005,213110005,22670,Greater Dandenong,1,Good,Good,0
213110006,213110006,22670,Greater Dandenong,1,Good,Good,0
213110007,213110007,22670,Greater Dandenong,1,Good,Good,0
213112824,213112824,22670,Greater Dandenong,1,Good,Good,0
213112825,213112825,22670,Greater Dandenong,1,Good,Good,0
213112826,213112826,22670,Greater Dandenong,1,Good,Good,0
213112827,213112827,22670,Greater Dandenong,1,Good,Good,0
213112828,213112828,22670,Greater Dandenong,1,Good,Good,0
213112829,213112829,22670,Greater Dandenong,1,Good,Good,0
213112830,213112830,22670,Greater Dandenong,1,Good,Good,0
213112831,213112831,22670,Greater Dandenong,1,Good,Good,0
213112832,213112832,22670,Greater Dandenong,1,Good,Good,0
213112834,213112834,22670,Greater Dandenong,1,Good,Good,0
213112835,213112835,22670,Greater Dandenong,1,Good,Good,0
213112837,213112837,22670,Greater Dandenong,1,Good,Good,0
213112844,213112844,22670,Greater Dandenong,1,Good,Good,0
213112845,213112845,22670,Greater Dandenong,1,Good,Good,0
213112846,213112846,22670,Greater Dandenong,1,Good,Good,0
213112847,213112847,22670,Greater Dandenong,1,Good,Good,0
213112848,213112848,22670,Greater Dandenong,1,Good,Good,0
213112849,213112849,22670,Greater Dandenong,1,Good,Good,0
213112850,213112850,22670,Greater Dandenong,1,Good,Good,0
213112851,213112851,22670,Greater Dandenong,1,Good,Good,0
213112852,213112852,22670,Greater Dandenong,1,Good,Good,0
213112853,213112853,22670,Greater Dandenong,1,Good,Good,0
213112854,213112854,22670,Greater Dandenong,1,Good,Good,0
213112855,213112855,22670,Greater Dandenong,1,Good,Good,0
213112856,213112856,22670,Greater Dandenong,1,Good,Good,0
213112857,213112857,22670,Greater Dandenong,1,Good,Good,0
213112858,213112858,22670,Greater Dandenong,1,Good,Good,0
213112870,213112870,22670,Greater Dandenong,1,Good,Good,0
213112871,213112871,22670,Greater Dandenong,1,Good,Good,0
213112872,213112872,22670,Greater Dandenong,1,Good,Good,0
213112873,213112873,22670,Greater Dandenong,1,Good,Good,0
213112874,213112874,22670,Greater Dandenong,1,Good,Good,0
213112875,213112875,22670,Greater Dandenong,1,Good,Good,0
213112876,213112876,22670,Greater Dandenong,1,Good,Good,0
213112877,213112877,22670,Greater Dandenong,1,Good,Good,0
213112878,213112878,22670,Greater Dandenong,1,Good,Good,0
213112879,213112879,22670,Greater Dandenong,1,Good,Good,0
213112880,213112880,22670,Greater Dandenong,1,Good,Good,0
213112881,213112881,22670,Greater Dandenong,1,Good,Good,0
213112882,213112882,22670,Greater Dandenong,1,Good,Good,0
213112883,213112883,22670,Greater Dandenong,1,Good,Good,0
213112900,213112900,22670,Greater Dandenong,1,Good,Good,0
213112901,213112901,22670,Greater Dandenong,1,Good,Good,0
213112903,213112903,22670,Greater Dandenong,1,Good,Good,0
213122861,213122861,22670,Greater Dandenong,1,Good,Good,0
213122862,213122862,22670,Greater Dandenong,1,Good,Good,0
213122863,213122863,22670,Greater Dandenong,1,Good,Good,0
213122864,213122864,22670,Greater Dandenong,1,Good,Good,0
213122865,213122865,22670,Greater Dandenong,1,Good,Good,0
213122866,213122866,22670,Greater Dandenong,1,Good,Good,0
213122867,213122867,22670,Greater Dandenong,1,Good,Good,0
213122868,213122868,22670,Greater Dandenong,1,Good,Good,0
213132745,213132745,23430,Kingston (Vic.),1,Good,Good,0
213132747,213132747,23430,Kingston (Vic.),1,Good,Good,0
213132748,213132748,23430,Kingston (Vic.),1,Good,Good,0
213132749,213132749,23430,Kingston (Vic.),1,Good,Good,0
213140001,213140001,22670,Greater Dandenong,1,Good,Good,0
213140002,213140002,22670,Greater Dandenong,1,Good,Good,0
213140003,213140003,22670,Greater Dandenong,1,Good,Good,0
213140004,213140004,22670,Greater Dandenong,1,Good,Good,0
213142838,213142838,22670,Greater Dandenong,1,Good,Good,0
213142840,213142840,22670,Greater Dandenong,1,Good,Good,0
213142843,213142843,22670,Greater Dandenong,1,Good,Good,0
213142884,213142884,22670,Greater Dandenong,1,Good,Good,0
213142885,213142885,22670,Greater Dandenong,1,Good,Good,0
213142886,213142886,22670,Greater Dandenong,1,Good,Good,0
213142888,213142888,22670,Greater Dandenong,1,Good,Good,0
213142889,213142889,22670,Greater Dandenong,1,Good,Good,0
213142890,213142890,22670,Greater Dandenong,1,Good,Good,0
213142891,213142891,22670,Greater Dandenong,1,Good,Good,0
213142892,213142892,22670,Greater Dandenong,1,Good,Good,0
213142902,213142902,22670,Greater Dandenong,1,Good,Good,0
213162859,213162859,22670,Greater Dandenong,1,Good,Good,0
213162860,213162860,22670,Greater Dandenong,1,Good,Good,0
213162893,213162893,22670,Greater Dandenong,1,Good,Good,0
213162925,213162925,22670,Greater Dandenong,1,Good,Good,0
213172911,213172911,22670,Greater Dandenong,1,Good,Good,0
213172912,213172912,22670,Greater Dandenong,1,Good,Good,0
213172913,213172913,22670,Greater Dandenong,1,Good,Good,0
213172914,213172914,22670,Greater Dandenong,1,Good,Good,0
213172915,213172915,22670,Greater Dandenong,1,Good,Good,0
213172916,213172916,22670,Greater Dandenong,1,Good,Good,0
213172917,213172917,22670,Greater Dandenong,1,Good,Good,0
213172918,213172918,22670,Greater Dandenong,1,Good,Good,0
213172920,213172920,22670,Greater Dandenong,1,Good,Good,0
213172921,213172921,22670,Greater Dandenong,1,Good,Good,0
213172922,213172922,22670,Greater Dandenong,1,Good,Good,0
213172923,213172923,22670,Greater Dandenong,1,Good,Good,0
213172924,213172924,22670,Greater Dandenong,1,Good,Good,0
213172926,213172926,22670,Greater Dandenong,1,Good,Good,0
213182887,213182887,22670,Greater Dandenong,1,Good,Good,0
213182905,213182905,22670,Greater Dandenong,1,Good,Good,0
213182906,213182906,22670,Greater Dandenong,1,Good,Good,0
213182908,213182908,22670,Greater Dandenong,1,Good,Good,0
213182910,213182910,22670,Greater Dandenong,1,Good,Good,0
213192188,213192188,24970,Monash,1,Good,Good,0
213192189,213192189,24970,Monash,1,Good,Good,0
213192214,213192214,24970,Monash,1,Good,Good,0
213192215,213192215,24970,Monash,1,Good,Good,0
213192250,213192250,24970,Monash,1,Good,Good,0
213192251,213192251,24970,Monash,1,Good,Good,0
213192252,213192252,24970,Monash,1,Good,Good,0
213192253,213192253,24970,Monash,1,Good,Good,0
213192254,213192254,24970,Monash,1,Good,Good,0
213200001,213200001,24970,Monash,1,Good,Good,0
213200002,213200002,24970,Monash,1,Good,Good,0
213200003,213200003,24970,Monash,1,Good,Good,0
213200004,213200004,24970,Monash,1,Good,Good,0
213200005,213200005,24970,Monash,1,Good,Good,0
213202161,213202161,24970,Monash,1,Good,Good,0
213202166,213202166,24970,Monash,1,Good,Good,0
213202168,213202168,24970,Monash,1,Good,Good,0
213202169,213202169,24970,Monash,1,Good,Good,0
213202170,213202170,24970,Monash,1,Good,Good,0
213202171,213202171,24970,Monash,1,Good,Good,0
213202172,213202172,24970,Monash,1,Good,Good,0
213202173,213202173,24970,Monash,1,Good,Good,0
213202174,213202174,24970,Monash,1,Good,Good,0
213202175,213202175,24970,Monash,1,Good,Good,0
213202217,213202217,24970,Monash,1,Good,Good,0
213202231,213202231,24970,Monash,1,Good,Good,0
213202232,213202232,24970,Monash,1,Good,Good,0
213210001,213210001,24970,Monash,1,Good,Good,0
213210002,213210002,24970,Monash,1,Good,Good,0
213210003,213210003,24970,Monash,1,Good,Good,0
213212199,213212199,24970,Monash,1,Good,Good,0
213212207,213212207,24970,Monash,1,Good,Good,0
213212208,213212208,24970,Monash,1,Good,Good,0
213212209,213212209,24970,Monash,1,Good,Good,0
213212210,213212210,24970,Monash,1,Good,Good,0
213212211,213212211,24970,Monash,1,Good,Good,0
213212212,213212212,24970,Monash,1,Good,Good,0
213212213,213212213,24970,Monash,1,Good,Good,0
213220001,213220001,24970,Monash,1,Good,Good,0
213220002,213220002,24970,Monash,1,Good,Good,0
213220003,213220003,24970,Monash,1,Good,Good,0
213220004,213220004,24970,Monash,1,Good,Good,0
213220005,213220005,24970,Monash,1,Good,Good,0
213222220,213222220,24970,Monash,1,Good,Good,0
213222221,213222221,24970,Monash,1,Good,Good,0
213222223,213222223,24970,Monash,1,Good,Good,0
213222224,213222224,24970,Monash,1,Good,Good,0
213222226,213222226,24970,Monash,1,Good,Good,0
213222227,213222227,24970,Monash,1,Good,Good,0
213222228,213222228,24970,Monash,1,Good,Good,0
213222230,213222230,24970,Monash,1,Good,Good,0
213232237,213232237,24970,Monash,1,Good,Good,0
213232239,213232239,24970,Monash,1,Good,Good,0
213232240,213232240,24970,Monash,1,Good,Good,0
213232241,213232241,24970,Monash,1,Good,Good,0
213232248,213232248,24970,Monash,1,Good,Good,0
213232249,213232249,24970,Monash,1,Good,Good,0
213242233,213242233,24970,Monash,1,Good,Good,0
213242234,213242234,24970,Monash,1,Good,Good,0
213242235,213242235,24970,Monash,1,Good,Good,0
213242236,213242236,24970,Monash,1,Good,Good,0
213242238,213242238,24970,Monash,1,Good,Good,0
213242242,213242242,24970,Monash,1,Good,Good,0
213242243,213242243,24970,Monash,1,Good,Good,0
213242244,213242244,24970,Monash,1,Good,Good,0
213242245,213242245,24970,Monash,1,Good,Good,0
213242246,213242246,24970,Monash,1,Good,Good,0
213242247,213242247,24970,Monash,1,Good,Good,0
213252190,213252190,24970,Monash,1,Good,Good,0
213252191,213252191,24970,Monash,1,Good,Good,0
213252192,213252192,24970,Monash,1,Good,Good,0
213252193,213252193,24970,Monash,1,Good,Good,0
213252194,213252194,24970,Monash,1,Good,Good,0
213252195,213252195,24970,Monash,1,Good,Good,0
213252196,213252196,24970,Monash,1,Good,Good,0
213252216,213252216,24970,Monash,1,Good,Good,0
213252218,213252218,24970,Monash,1,Good,Good,0
213252219,213252219,24970,Monash,1,Good,Good,0
213260001,213260001,24970,Monash,1,Good,Good,0
213260002,213260002,24970,Monash,1,Good,Good,0
213260003,213260003,24970,Monash,1,Good,Good,0
213260004,213260004,24970,Monash,1,Good,Good,0
213262158,213262158,24970,Monash,1,Good,Good,0
213262160,213262160,24970,Monash,1,Good,Good,0
213262162,213262162,24970,Monash,1,Good,Good,0
213262164,213262164,24970,Monash,1,Good,Good,0
213262165,213262165,24970,Monash,1,Good,Good,0
213262177,213262177,24970,Monash,1,Good,Good,0
213262179,213262179,24970,Monash,1,Good,Good,0
213262180,213262180,24970,Monash,1,Good,Good,0
213262181,213262181,24970,Monash,1,Good,Good,0
213262182,213262182,24970,Monash,1,Good,Good,0
213262183,213262183,24970,Monash,1,Good,Good,0
213270001,213270001,24970,Monash,1,Good,Good,0
213270002,213270002,24970,Monash,1,Good,Good,0
213272198,213272198,24970,Monash,1,Good,Good,0
213272200,213272200,24970,Monash,1,Good,Good,0
213272201,213272201,24970,Monash,1,Good,Good,0
213272202,213272202,24970,Monash,1,Good,Good,0
213272203,213272203,24970,Monash,1,Good,Good,0
213272204,213272204,24970,Monash,1,Good,Good,0
213272205,213272205,24970,Monash,1,Good,Good,0
213280001,213280001,21180,Brimbank,1,Good,Good,0
213280002,213280002,21180,Brimbank,1,Good,Good,0
213281354,213281354,21180,Brimbank,1,Good,Good,0
213281355,213281355,21180,Brimbank,1,Good,Good,0
213281373,213281373,21180,Brimbank,1,Good,Good,0
213291371,213291371,21180,Brimbank,1,Good,Good,0
213300001,213300001,21180,Brimbank,1,Good,Good,0
213300002,213300002,21180,Brimbank,1,Good,Good,0
213300003,213300003,21180,Brimbank,1,Good,Good,0
213300004,213300004,21180,Brimbank,1,Good,Good,0
213301346,213301346,21180,Brimbank,1,Good,Good,0
213301356,213301356,21180,Brimbank,1,Good,Good,0
213301357,213301357,21180,Brimbank,1,Good,Good,0
213301358,213301358,21180,Brimbank,1,Good,Good,0
213301359,213301359,21180,Brimbank,1,Good,Good,0
213301360,213301360,21180,Brimbank,1,Good,Good,0
213311311,213311311,21180,Brimbank,1,Good,Good,0
213311312,213311312,21180,Brimbank,1,Good,Good,0
213321295,213321295,21180,Brimbank,1,Good,Good,0
213321306,213321306,21180,Brimbank,1,Good,Good,0
213321307,213321307,21180,Brimbank,1,Good,Good,0
213321308,213321308,21180,Brimbank,1,Good,Good,0
213331304,213331304,21180,Brimbank,1,Good,Good,0
213331305,213331305,21180,Brimbank,1,Good,Good,0
213331370,213331370,21180,Brimbank,1,Good,Good,0
213340001,213340001,21180,Brimbank,1,Good,Good,0
213340002,213340002,21180,Brimbank,1,Good,Good,0
213341296,213341296,21180,Brimbank,1,Good,Good,0
213341297,213341297,21180,Brimbank,1,Good,Good,0
213341299,213341299,21180,Brimbank,1,Good,Good,0
213341300,213341300,21180,Brimbank,1,Good,Good,0
213341301,213341301,21180,Brimbank,1,Good,Good,0
213341302,213341302,21180,Brimbank,1,Good,Good,0
213341303,213341303,21180,Brimbank,1,Good,Good,0
213350001,213350001,21180,Brimbank,1,Good,Good,0
213350002,213350002,21180,Brimbank,1,Good,Good,0
213350003,213350003,21180,Brimbank,1,Good,Good,0
213350004,213350004,21180,Brimbank,1,Good,Good,0
213351330,213351330,21180,Brimbank,1,Good,Good,0
213351331,213351331,21180,Brimbank,1,Good,Good,0
213351353,213351353,21180,Brimbank,1,Good,Good,0
213351372,213351372,21180,Brimbank,1,Good,Good,0
213360001,213360001,21180,Brimbank,1,Good,Good,0
213360002,213360002,21180,Brimbank,1,Good,Good,0
213360003,213360003,21180,Brimbank,1,Good,Good,0
213360004,213360004,21180,Brimbank,1,Good,Good,0
213360005,213360005,21180,Brimbank,1,Good,Good,0
213361338,213361338,21180,Brimbank,1,Good,Good,0
213361340,213361340,21180,Brimbank,1,Good,Good,0
213361341,213361341,21180,Brimbank,1,Good,Good,0
213361342,213361342,21180,Brimbank,1,Good,Good,0
213371361,213371361,21180,Brimbank,1,Good,Good,0
213371362,213371362,21180,Brimbank,1,Good,Good,0
213371363,213371363,21180,Brimbank,1,Good,Good,0
213371364,213371364,21180,Brimbank,1,Good,Good,0
