LOCALITY_PID_2021,LOCALITY_NAME_2021,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW4076,UPPER NILE,107,Calare,1,Good,Good,0
NSW4077,UPPER ORARA,110,Cowper,1,Good,Good,0
NSW4078,UPPER PAPPINBARRA,124,Lyne,1,Good,Good,0
NSW4079,UPPER ROLLANDS PLAINS,124,Lyne,1,Good,Good,0
NSW408,BLAKNEY CREEK,120,Hume,1,Good,Good,0
NSW4080,UPPER ROUCHEL,130,New England,1,Good,Good,0
NSW4081,UPPER TAYLORS ARM,110,Cowper,1,Good,Good,0
NSW4082,UPPER TOOLOOM,130,New England,1,Good,Good,0
NSW4083,UPPER TURON,107,Calare,1,Good,Good,0
NSW4084,UPPER WILSONS CREEK,138,Richmond,1,Good,Good,0
NSW4085,UPSALLS CREEK,124,Lyne,1,Good,Good,0
NSW4086,URALBA,133,Page,1,Good,Good,0
NSW4087,URALLA,130,New England,1,Good,Good,0
NSW4088,URANA,139,Riverina,3.03E-05,Good,Good,1
NSW4088,URANA,114,Farrer,0.9999697,Good,Good,0
NSW4089,URANGELINE,139,Riverina,1,Good,Good,0
NSW409,BLAND,139,Riverina,1,Good,Good,0
NSW4090,URANGELINE EAST,139,Riverina,1,Good,Good,0
NSW4091,URANQUINTY,139,Riverina,1,Good,Good,0
NSW4092,URAWILKIE,134,Parkes,1,Good,Good,0
NSW4093,URBENVILLE,133,Page,0.1138692,Good,Good,0
NSW4093,URBENVILLE,130,New England,0.8861308,Good,Good,0
NSW4094,URIARRA,113,Eden-Monaro,1,Good,Good,0
NSW4095,URILA,113,Eden-Monaro,1,Good,Good,0
NSW4096,URLIUP,138,Richmond,1,Good,Good,0
NSW4097,URUNGA,110,Cowper,1,Good,Good,0
NSW4098,UTUNGUN,110,Cowper,1,Good,Good,0
NSW4099,VACY,124,Lyne,1,Good,Good,0
NSW41,ALLWORTH,124,Lyne,1,Good,Good,0
NSW410,BLANDFORD,130,New England,1,Good,Good,0
NSW4100,VALE OF CLWYDD,107,Calare,1,Good,Good,0
NSW4101,VALENTINE,141,Shortland,1,Good,Good,0
NSW4102,VALERY,110,Cowper,1,Good,Good,0
NSW4103,VALLA,110,Cowper,1,Good,Good,0
NSW4104,VALLA BEACH,110,Cowper,1,Good,Good,0
NSW4105,VALLEY HEIGHTS,127,Macquarie,1,Good,Good,0
NSW4106,VARROVILLE,125,Macarthur,1,Good,Good,0
NSW4107,VAUCLUSE,145,Wentworth,1,Good,Good,0
NSW4108,VERGES CREEK,110,Cowper,1,Good,Good,0
NSW4109,VERONA,113,Eden-Monaro,1,Good,Good,0
NSW411,BLAXLAND,127,Macquarie,1,Good,Good,0
NSW4110,VILLAWOOD,115,Fowler,0.3112042,Good,Good,0
NSW4110,VILLAWOOD,105,Blaxland,0.6887958,Good,Good,0
NSW4111,VINCENTIA,116,Gilmore,1,Good,Good,0
NSW4112,VINEYARD,118,Greenway,0.1044112,Acceptable,Good,0
NSW4112,VINEYARD,127,Macquarie,0.8955888,Good,Good,0
NSW4113,VIOLET HILL,124,Lyne,1,Good,Good,0
NSW4114,VITTORIA,107,Calare,1,Good,Good,0
NSW4115,VOYAGER POINT,119,Hughes,1,Good,Good,0
NSW4116,WADALBA,112,Dobell,1,Good,Good,0
NSW4117,WADBILLIGA,113,Eden-Monaro,1,Good,Good,0
NSW4118,WADEVILLE,133,Page,1,Good,Good,0
NSW4119,WAGGA WAGGA,139,Riverina,1,Good,Good,0
NSW412,BLAXLANDS CREEK,133,Page,1,Good,Good,0
NSW4120,WAGSTAFFE,140,Robertson,1,Good,Good,0
NSW4121,WAHROONGA,106,Bradfield,1,Good,Good,0
NSW4122,WAITARA,106,Bradfield,1,Good,Good,0
NSW4123,WAITUI,124,Lyne,1,Good,Good,0
NSW4124,WAKEFIELD,121,Hunter,1,Good,Good,0
NSW4125,WAKELEY,115,Fowler,1,Good,Good,0
NSW4126,WAKOOL,114,Farrer,1,Good,Good,0
NSW4127,WALANG,107,Calare,1,Good,Good,0
NSW4128,WALBUNDRIE,114,Farrer,1,Good,Good,0
NSW4129,WALCHA,130,New England,1,Good,Good,0
NSW413,BLAXLANDS RIDGE,127,Macquarie,1,Good,Good,0
NSW4130,WALCHA ROAD,130,New England,1,Good,Good,0
NSW4131,WALDEGRAVE,107,Calare,1,Good,Good,0
NSW4132,WALGETT,134,Parkes,1,Good,Good,0
NSW4133,WALLA WALLA,114,Farrer,1,Good,Good,0
NSW4134,WALLABADAH,130,New England,1,Good,Good,0
NSW4135,WALLABI POINT,124,Lyne,1,Good,Good,0
NSW4136,WALLACETOWN,139,Riverina,1,Good,Good,0
NSW4137,WALLACIA,120,Hume,1,Good,Good,0
NSW4138,WALLAGA LAKE,113,Eden-Monaro,1,Good,Good,0
NSW4139,WALLAGOOT,113,Eden-Monaro,1,Good,Good,0
NSW414,BLAYNEY,107,Calare,1,Good,Good,0
NSW4140,WALLALONG,124,Lyne,1,Good,Good,0
NSW4141,WALLAMORE,130,New England,1,Good,Good,0
NSW4142,WALLANBAH,124,Lyne,1,Good,Good,0
NSW4143,WALLANGRA,130,New England,1,Good,Good,0
NSW4144,WALLANTHERY,114,Farrer,1,Good,Good,0
NSW4145,WALLARAH,112,Dobell,1,Good,Good,0
NSW4146,WALLARINGA,124,Lyne,1,Good,Good,0
NSW4147,WALLAROBBA,124,Lyne,1,Good,Good,0
NSW4148,WALLAROO,113,Eden-Monaro,1,Good,Good,0
NSW4149,WALLENDBEEN,139,Riverina,1,Good,Good,0
NSW415,BLIGH PARK,127,Macquarie,1,Good,Good,0
NSW4150,WALLERAWANG,107,Calare,1,Good,Good,0
NSW4151,WALLEROOBIE,139,Riverina,1,Good,Good,0
NSW4152,WALLINGAT,124,Lyne,1,Good,Good,0
NSW4153,WALLIS LAKE,124,Lyne,1,Good,Good,0
NSW4154,WALLSEND,121,Hunter,0.0394564,Good,Good,0
NSW4154,WALLSEND,131,Newcastle,0.9605436,Good,Good,0
NSW4155,WALMER,107,Calare,1,Good,Good,0
NSW4156,WAMBAN,113,Eden-Monaro,8.26E-05,Good,Good,1
NSW4156,WAMBAN,116,Gilmore,0.9999174,Good,Good,0
NSW4157,WAMBERAL,112,Dobell,0.4989496,Good,Good,0
NSW4157,WAMBERAL,140,Robertson,0.5010504,Good,Good,0
NSW4158,WAMBOIN,113,Eden-Monaro,1,Good,Good,0
NSW4159,WAMBOOL,107,Calare,1,Good,Good,0
NSW416,BLIGHTY,114,Farrer,1,Good,Good,0
NSW4160,WAMBROOK,113,Eden-Monaro,1,Good,Good,0
NSW4161,WANAARING,134,Parkes,1,Good,Good,0
NSW4162,WANDANDIAN,116,Gilmore,1,Good,Good,0
NSW4163,WANDELLA,113,Eden-Monaro,1,Good,Good,0
NSW4164,WANDERA,130,New England,1,Good,Good,0
NSW4165,WANDOOK,114,Farrer,1,Good,Good,0
NSW4166,WANDSWORTH,130,New England,1,Good,Good,0
NSW4167,WANG WAUK,124,Lyne,1,Good,Good,0
NSW4168,WANGANELLA,114,Farrer,1,Good,Good,0
NSW4169,WANGANUI,138,Richmond,1,Good,Good,0
NSW417,BLOWERING,113,Eden-Monaro,1,Good,Good,0
NSW4170,WANGI WANGI,121,Hunter,1,Good,Good,0
NSW4171,WANTABADGERY,139,Riverina,1,Good,Good,0
NSW4172,WANTAGONG,114,Farrer,1,Good,Good,0
NSW4173,WANTIOOL,139,Riverina,1,Good,Good,0
NSW4174,WAPENGO,113,Eden-Monaro,1,Good,Good,0
NSW4175,WARABROOK,131,Newcastle,1,Good,Good,0
NSW4176,WARATAH,131,Newcastle,1,Good,Good,0
NSW4177,WARATAH WEST,131,Newcastle,1,Good,Good,0
NSW4178,WARBURN,114,Farrer,1,Good,Good,0
NSW4179,WARDELL,133,Page,1,Good,Good,0
NSW418,BLUE BAY,112,Dobell,1,Good,Good,0
NSW4180,WARDROP VALLEY,138,Richmond,1,Good,Good,0
NSW4181,WARDS MISTAKE,130,New England,1,Good,Good,0
NSW4182,WARDS RIVER,124,Lyne,1,Good,Good,0
NSW4183,WAREEMBA,137,Reid,1,Good,Good,0
NSW4184,WARIALDA,134,Parkes,1,Good,Good,0
NSW4185,WARIALDA RAIL,134,Parkes,1,Good,Good,0
NSW4186,WARILLA,147,Whitlam,1,Good,Good,0
NSW4187,WARKWORTH,121,Hunter,1,Good,Good,0
NSW4188,WARNERS BAY,141,Shortland,1,Good,Good,0
NSW4189,WARNERVALE,112,Dobell,1,Good,Good,0
NSW419,BLUE HAVEN,112,Dobell,1,Good,Good,0
NSW4190,WARRABAH,130,New England,1,Good,Good,0
NSW4191,WARRADERRY,139,Riverina,1,Good,Good,0
NSW4192,WARRAGAI CREEK,133,Page,1,Good,Good,0
NSW4193,WARRAGAMBA,120,Hume,1,Good,Good,0
NSW4194,WARRAGOON,114,Farrer,1,Good,Good,0
NSW4195,WARRAH,130,New England,1,Good,Good,0
NSW4196,WARRAH CREEK,130,New England,1,Good,Good,0
NSW4197,WARRAH RIDGE,130,New England,1,Good,Good,0
NSW4198,WARRAL,130,New England,1,Good,Good,0
NSW4199,WARRANULLA,124,Lyne,1,Good,Good,0
NSW42,ALLYNBROOK,124,Lyne,1,Good,Good,0
NSW420,BLUE KNOB,133,Page,1,Good,Good,0
NSW4200,WARRAWEE,106,Bradfield,1,Good,Good,0
NSW4201,WARRAWIDGEE,114,Farrer,1,Good,Good,0
NSW4202,WARRAWONG,111,Cunningham,1,Good,Good,0
NSW4203,WARRAZAMBIL CREEK,133,Page,1,Good,Good,0
NSW4204,WARREGAH ISLAND,133,Page,1,Good,Good,0
NSW4205,WARRELL CREEK,110,Cowper,1,Good,Good,0
NSW4206,WARREN,134,Parkes,1,Good,Good,0
NSW4207,WARRI,113,Eden-Monaro,1,Good,Good,0
NSW4209,WARRIEWOOD,126,Mackellar,1,Good,Good,0
NSW421,BLUE MOUNTAINS NATIONAL PARK,107,Calare,0.1100061,Good,Good,0
NSW421,BLUE MOUNTAINS NATIONAL PARK,120,Hume,0.4033556,Good,Good,0
NSW421,BLUE MOUNTAINS NATIONAL PARK,127,Macquarie,0.4866383,Good,Good,0
NSW4210,WARRIMOO,127,Macquarie,1,Good,Good,0
NSW4211,WARROO,134,Parkes,0.07944,Good,Good,0
NSW4211,WARROO,139,Riverina,0.92056,Good,Good,0
NSW4212,WARRUMBUNGLE,134,Parkes,1,Good,Good,0
NSW4213,WARWICK FARM,115,Fowler,1,Good,Good,0
NSW4214,WASHPOOL,124,Lyne,1,Good,Good,0
NSW4215,WASHPOOL,133,Page,1,Good,Good,0
NSW4216,WATANOBBI,112,Dobell,1,Good,Good,0
NSW4217,WATERFALL,119,Hughes,1,Good,Good,0
NSW4218,WATERLOO,122,Kingsford Smith,3.00E-07,Good,Good,1
NSW4218,WATERLOO,142,Sydney,0.9999997,Good,Good,0
NSW4219,WATERSLEIGH,116,Gilmore,1,Good,Good,0
NSW422,BLUE NOBBY,134,Parkes,1,Good,Good,0
NSW4220,WATERVIEW,133,Page,1,Good,Good,0
NSW4221,WATERVIEW HEIGHTS,133,Page,1,Good,Good,0
NSW4222,WATSONS BAY,145,Wentworth,1,Good,Good,0
NSW4223,WATSONS CREEK,130,New England,1,Good,Good,0
NSW4224,WATTAMOLLA,116,Gilmore,1,Good,Good,0
NSW4225,WATTAMONDARA,139,Riverina,1,Good,Good,0
NSW4226,WATTLE FLAT,107,Calare,1,Good,Good,0
NSW4227,WATTLE GROVE,119,Hughes,1,Good,Good,0
NSW4228,WATTLE PONDS,121,Hunter,1,Good,Good,0
NSW4229,WATTLE RIDGE,120,Hume,1,Good,Good,0
NSW423,BLUE VALE,134,Parkes,1,Good,Good,0
NSW4231,WATTON,107,Calare,1,Good,Good,0
NSW4232,WAUCHOPE,124,Lyne,1,Good,Good,0
NSW4233,WAUGORAH,114,Farrer,1,Good,Good,0
NSW4234,WAUKIVORY,124,Lyne,1,Good,Good,0
NSW4235,WAVERLEY,145,Wentworth,1,Good,Good,0
NSW4236,WAVERLY,130,New England,1,Good,Good,0
NSW4237,WAVERTON,132,North Sydney,1,Good,Good,0
NSW4238,WAY WAY,110,Cowper,1,Good,Good,0
NSW4239,WAYO,120,Hume,1,Good,Good,0
NSW424,BLUEYS BEACH,124,Lyne,1,Good,Good,0
NSW4240,WEABONGA,130,New England,1,Good,Good,0
NSW4241,WEAN,134,Parkes,1,Good,Good,0
NSW4242,WEBBERS CREEK,124,Lyne,1,Good,Good,0
NSW4243,WEBBS CREEK,127,Macquarie,1,Good,Good,0
NSW4244,WEDDERBURN,125,Macarthur,1,Good,Good,0
NSW4245,WEE JASPER,113,Eden-Monaro,1,Good,Good,0
NSW4246,WEE WAA,134,Parkes,1,Good,Good,0
NSW4247,WEEDALLION,139,Riverina,1,Good,Good,0
NSW4249,WEEMELAH,134,Parkes,1,Good,Good,0
NSW4250,WEETALIBA,134,Parkes,1,Good,Good,0
NSW4251,WEETHALLE,139,Riverina,1,Good,Good,0
NSW4252,WEILMORINGLE,134,Parkes,1,Good,Good,0
NSW4253,WEISMANTELS,124,Lyne,1,Good,Good,0
NSW4254,WELAREGANG,113,Eden-Monaro,1,Good,Good,0
NSW4255,WELBY,147,Whitlam,1,Good,Good,0
NSW4256,WELLINGROVE,130,New England,1,Good,Good,0
NSW4257,WELLINGTON,107,Calare,1,Good,Good,0
NSW4258,WELLINGTON VALE,130,New England,1,Good,Good,0
NSW4259,WELLS CROSSING,133,Page,1,Good,Good,0
NSW426,BOAMBEE,110,Cowper,1,Good,Good,0
NSW4260,WENDOREE PARK,140,Robertson,1,Good,Good,0
NSW4261,WENTWORTH,114,Farrer,1,Good,Good,0
NSW4262,WENTWORTH FALLS,127,Macquarie,1,Good,Good,0
NSW4263,WENTWORTHVILLE,135,Parramatta,1,Acceptable,Good,0
NSW4264,WERAI,147,Whitlam,0.2135132,Good,Good,0
NSW4264,WERAI,120,Hume,0.7864868,Good,Good,0
NSW4265,WEREBOLDERA,113,Eden-Monaro,1,Good,Good,0
NSW4266,WERMATONG,113,Eden-Monaro,1,Good,Good,0
NSW4267,WEROMBI,120,Hume,1,Good,Good,0
NSW4268,WERRI BEACH,116,Gilmore,1,Good,Good,0
NSW4269,WERRIKIMBE,124,Lyne,0.0625,Good,Good,0
NSW4269,WERRIKIMBE,130,New England,0.9375,Good,Good,0
NSW427,BOAMBEE EAST,110,Cowper,1,Good,Good,0
NSW4270,WERRINGTON,123,Lindsay,1,Good,Good,0
NSW4271,WERRINGTON COUNTY,123,Lindsay,1,Good,Good,0
NSW4272,WERRINGTON DOWNS,123,Lindsay,1,Good,Good,0
NSW4273,WERRIS CREEK,134,Parkes,0.0037235,Good,Good,1
NSW4273,WERRIS CREEK,130,New England,0.9962765,Good,Good,0
NSW4274,WEST ALBURY,114,Farrer,1,Good,Good,0
NSW4275,WEST BALLINA,138,Richmond,1,Good,Good,0
NSW4276,WEST BATHURST,107,Calare,1,Good,Good,0
NSW4277,WEST CORAKI,133,Page,1,Good,Good,0
NSW4278,WEST GOSFORD,140,Robertson,1,Good,Good,0
NSW4279,WEST HAVEN,124,Lyne,1,Good,Good,0
NSW428,BOAMBOLO,113,Eden-Monaro,1,Good,Good,0
NSW4280,WEST HOXTON,146,Werriwa,1,Good,Good,0
NSW4281,WEST KEMPSEY,110,Cowper,1,Good,Good,0
NSW4282,WEST NOWRA,116,Gilmore,1,Good,Good,0
NSW4283,WEST PENNANT HILLS,129,Mitchell,0.1451715,Good,Good,0
NSW4283,WEST PENNANT HILLS,104,Berowra,0.8548285,Acceptable,Good,0
NSW4284,WEST PYMBLE,106,Bradfield,1,Good,Good,0
NSW4285,WEST RYDE,103,Bennelong,1,Good,Good,0
NSW4286,WEST TAMWORTH,130,New England,1,Good,Good,0
NSW4287,WEST WALLSEND,121,Hunter,1,Good,Good,0
NSW4288,WEST WIANGAREE,133,Page,1,Good,Good,0
NSW4289,WEST WOLLONGONG,111,Cunningham,1,Good,Good,0
NSW429,BOAT HARBOUR,133,Page,1,Good,Good,0
NSW4290,WEST WYALONG,139,Riverina,1,Good,Good,0
NSW4291,WESTBROOK,121,Hunter,1,Good,Good,0
NSW4292,WESTDALE,113,Eden-Monaro,1,Good,Good,0
NSW4293,WESTDALE,130,New England,1,Good,Good,0
NSW4295,WESTLEIGH,104,Berowra,1,Acceptable,Good,0
NSW4296,WESTMEAD,135,Parramatta,1,Acceptable,Good,0
NSW4297,WESTON,136,Paterson,1,Good,Good,0
NSW4298,WESTWOOD,113,Eden-Monaro,1,Good,Good,0
NSW4299,WETHERILL PARK,128,McMahon,1,Acceptable,Good,0
NSW43,ALMA PARK,139,Riverina,0.140477,Good,Good,0
NSW43,ALMA PARK,114,Farrer,0.859523,Good,Good,0
NSW430,BOAT HARBOUR,136,Paterson,1,Good,Good,0
NSW4300,WETUPPA,114,Farrer,1,Good,Good,0
NSW4301,WHALAN,108,Chifley,1,Acceptable,Good,0
NSW4302,WHEENY CREEK,127,Macquarie,1,Good,Good,0
NSW4303,WHEEO,120,Hume,1,Good,Good,0
NSW4304,WHERROL FLAT,124,Lyne,1,Good,Good,0
NSW4305,WHIAN WHIAN,138,Richmond,0.0002185,Good,Good,1
NSW4305,WHIAN WHIAN,133,Page,0.9997815,Good,Good,0
NSW4306,WHIPORIE,133,Page,1,Good,Good,0
NSW4307,WHITE CLIFFS,134,Parkes,1,Good,Good,0
NSW4308,WHITE ROCK,107,Calare,1,Good,Good,0
NSW4309,WHITEBRIDGE,141,Shortland,1,Good,Good,0
NSW431,BOBADAH,134,Parkes,1,Good,Good,0
NSW4310,WHITEMAN CREEK,133,Page,1,Good,Good,0
NSW4311,WHITTINGHAM,121,Hunter,1,Good,Good,0
NSW4312,WHITTON,114,Farrer,1,Good,Good,0
NSW4313,WHOOTA,124,Lyne,1,Good,Good,0
NSW4314,WIAGDON,107,Calare,1,Good,Good,0
NSW4315,WIANGAREE,133,Page,1,Good,Good,0
NSW4316,WIARBOROUGH,107,Calare,0.0014215,Good,Good,1
NSW4316,WIARBOROUGH,120,Hume,0.9985785,Good,Good,0
NSW4317,WICKHAM,131,Newcastle,1,Good,Good,0
NSW4318,WIDDEN,121,Hunter,1,Good,Good,0
NSW4319,WIDGELLI,114,Farrer,1,Good,Good,0
NSW432,BOBIN,124,Lyne,1,Good,Good,0
NSW4320,WILBERFORCE,127,Macquarie,1,Good,Good,0
NSW4321,WILBETREE,107,Calare,1,Good,Good,0
NSW4322,WILCANNIA,134,Parkes,1,Good,Good,0
NSW4323,WILD CATTLE CREEK,110,Cowper,0.2857143,Good,Good,0
NSW4323,WILD CATTLE CREEK,133,Page,0.7142857,Good,Good,0
NSW4324,WILDES MEADOW,147,Whitlam,1,Good,Good,0
NSW4325,WILEY PARK,144,Watson,1,Acceptable,Good,0
NSW4326,WILLALA,134,Parkes,1,Good,Good,0
NSW4327,WILLAWARRIN,110,Cowper,1,Good,Good,0
NSW4328,WILLBRIGGIE,114,Farrer,1,Good,Good,0
NSW4329,WILLI WILLI,110,Cowper,1,Good,Good,0
NSW433,BOBS CREEK,124,Lyne,1,Good,Good,0
NSW4330,WILLIAMSDALE,113,Eden-Monaro,1,Good,Good,0
NSW4331,WILLIAMTOWN,136,Paterson,1,Good,Good,0
NSW4332,WILLIGOBUNG,113,Eden-Monaro,1,Good,Good,0
NSW4333,WILLINA,124,Lyne,1,Good,Good,0
NSW4334,WILLMOT,108,Chifley,1,Acceptable,Good,0
NSW4335,WILLOUGHBY,132,North Sydney,1,Good,Good,0
NSW4336,WILLOUGHBY EAST,132,North Sydney,1,Good,Good,0
NSW4337,WILLOW TREE,130,New England,1,Good,Good,0
NSW4338,WILLOW VALE,116,Gilmore,1,Good,Good,0
NSW4339,WILLOW VALE,147,Whitlam,1,Good,Good,0
NSW434,BOBS FARM,136,Paterson,1,Good,Good,0
NSW4340,WILLURAH,114,Farrer,1,Good,Good,0
NSW4341,WILPINJONG,107,Calare,1,Good,Good,0
NSW4342,WILSONS CREEK,138,Richmond,1,Good,Good,0
NSW4343,WILTON,120,Hume,1,Good,Good,0
NSW4344,WIMBLEDON,107,Calare,1,Good,Good,0
NSW4345,WIMBORNE,130,New England,1,Good,Good,0
NSW4346,WINBURNDALE,107,Calare,1,Good,Good,0
NSW4347,WINDALE,141,Shortland,1,Good,Good,0
NSW4348,WINDANG,147,Whitlam,1,Good,Good,0
NSW4349,WINDELLA,136,Paterson,1,Good,Good,0
NSW435,BOBUNDARA,113,Eden-Monaro,1,Good,Good,0
NSW4350,WINDELLAMA,120,Hume,1,Good,Good,0
NSW4351,WINDERA,107,Calare,1,Good,Good,0
NSW4352,WINDERMERE,136,Paterson,1,Good,Good,0
NSW4353,WINDERMERE PARK,121,Hunter,1,Good,Good,0
NSW4354,WINDEYER,107,Calare,1,Good,Good,0
NSW4355,WINDOWIE,113,Eden-Monaro,1,Good,Good,0
NSW4356,WINDRADYNE,107,Calare,1,Good,Good,0
NSW4357,WINDSOR,127,Macquarie,1,Good,Good,0
NSW4358,WINDSOR DOWNS,127,Macquarie,1,Good,Good,0
NSW4359,WINDY,130,New England,1,Good,Good,0
NSW436,BOCO,113,Eden-Monaro,1,Good,Good,0
NSW4360,WINEGROVE,133,Page,1,Good,Good,0
NSW4361,WINGADEE,134,Parkes,1,Good,Good,0
NSW4362,WINGELLO,120,Hume,1,Good,Good,0
NSW4363,WINGEN,130,New England,1,Good,Good,0
NSW4364,WINGHAM,124,Lyne,1,Good,Good,0
NSW4365,WINIFRED,113,Eden-Monaro,1,Good,Good,0
NSW4366,WINMALEE,127,Macquarie,1,Good,Good,0
NSW4367,WINSTON HILLS,129,Mitchell,1,Good,Good,0
NSW4368,WINTON,130,New England,1,Good,Good,0
NSW4369,WIRLINGA,114,Farrer,1,Good,Good,0
NSW437,BOCOBLE,107,Calare,1,Good,Good,0
NSW4370,WIRRABA,121,Hunter,1,Good,Good,0
NSW4371,WIRRAGULLA,124,Lyne,1,Good,Good,0
NSW4372,WIRRIMAH,139,Riverina,1,Good,Good,0
NSW4373,WIRRIMBI,110,Cowper,1,Good,Good,0
NSW4374,WIRRINYA,139,Riverina,1,Good,Good,0
NSW4375,WISEMANS CREEK,107,Calare,1,Good,Good,0
NSW4376,WISEMANS FERRY,140,Robertson,4.31E-05,Good,Good,1
NSW4376,WISEMANS FERRY,127,Macquarie,0.2111681,Good,Good,0
NSW4376,WISEMANS FERRY,104,Berowra,0.7887888,Acceptable,Good,0
NSW4377,WITTITRIN,110,Cowper,1,Good,Good,0
NSW4378,WOG WOG,113,Eden-Monaro,1,Good,Good,0
NSW4379,WOG WOG,113,Eden-Monaro,1,Good,Good,0
NSW438,BOCOBRA,107,Calare,1,Good,Good,0
NSW4380,WOKO,124,Lyne,1,Good,Good,0
NSW4381,WOLGAN VALLEY,107,Calare,1,Good,Good,0
NSW4382,WOLLANGAMBE,107,Calare,0.4382022,Good,Good,0
NSW4382,WOLLANGAMBE,127,Macquarie,0.5617978,Good,Good,0
NSW4383,WOLLAR,107,Calare,1,Good,Good,0
NSW4384,WOLLEMI,121,Hunter,0.3225806,Good,Good,0
NSW4384,WOLLEMI,107,Calare,0.6774194,Good,Good,0
NSW4385,WOLLI CREEK,102,Barton,1,Acceptable,Good,0
NSW4386,WOLLOGORANG,120,Hume,1,Good,Good,0
NSW4387,WOLLOMBI,121,Hunter,1,Good,Good,0
NSW4388,WOLLOMOMBI,130,New England,1,Good,Good,0
NSW4389,WOLLONGBAR,133,Page,1,Good,Good,0
NSW439,BODALLA,113,Eden-Monaro,1,Good,Good,0
NSW4390,WOLLONGONG,111,Cunningham,1,Good,Good,0
NSW4391,WOLLSTONECRAFT,132,North Sydney,1,Good,Good,0
NSW4392,WOLLUMBOOLA,116,Gilmore,1,Good,Good,0
NSW4393,WOLLUN,130,New England,1,Good,Good,0
NSW4394,WOLUMLA,113,Eden-Monaro,1,Good,Good,0
NSW4395,WOMBARRA,111,Cunningham,1,Good,Good,0
NSW4396,WOMBAT,139,Riverina,1,Good,Good,0
NSW4397,WOMBAT CREEK,133,Page,1,Good,Good,0
NSW4398,WOMBEYAN CAVES,120,Hume,1,Good,Good,0
NSW4399,WOMBOOTA,114,Farrer,1,Good,Good,0
NSW44,ALPINE,147,Whitlam,0.1439361,Good,Good,0
NSW44,ALPINE,120,Hume,0.8560639,Good,Good,0
NSW440,BODANGORA,107,Calare,1,Good,Good,0
NSW4400,WOMERAH,127,Macquarie,1,Good,Good,0
NSW4401,WONBOYN,113,Eden-Monaro,1,Good,Good,0
NSW4402,WONBOYN NORTH,113,Eden-Monaro,1,Good,Good,0
NSW4403,WONDABYNE,140,Robertson,1,Good,Good,0
NSW4404,WONDALGA,113,Eden-Monaro,1,Good,Good,0
NSW4405,WONGARBON,134,Parkes,1,Good,Good,0
NSW4406,WONGAWILLI,147,Whitlam,1,Good,Good,0
NSW4407,WONGO CREEK,130,New England,1,Good,Good,0
NSW4408,WONGWIBINDA,130,New England,1,Good,Good,0
NSW4409,WOODBERRY,136,Paterson,1,Good,Good,0
NSW4410,WOODBINE,125,Macarthur,1,Good,Good,0
NSW4411,WOODBURN,116,Gilmore,1,Good,Good,0
NSW4412,WOODBURN,133,Page,1,Good,Good,0
NSW4413,WOODCROFT,108,Chifley,1,Acceptable,Good,0
NSW4414,WOODENBONG,130,New England,0.1224943,Good,Good,0
NSW4414,WOODENBONG,133,Page,0.8775057,Good,Good,0
NSW4415,WOODFORD ISLAND,133,Page,1,Good,Good,0
NSW4416,WOODFORD,127,Macquarie,1,Good,Good,0
NSW4417,WOODHILL,116,Gilmore,1,Good,Good,0
NSW4418,WOODHOUSELEE,120,Hume,1,Good,Good,0
NSW4419,WOODLANDS,116,Gilmore,1,Good,Good,0
NSW442,BOGAN,134,Parkes,1,Good,Good,0
NSW4420,WOODLANDS,147,Whitlam,0.1216154,Good,Good,0
NSW4420,WOODLANDS,120,Hume,0.8783846,Good,Good,0
NSW4421,WOODLAWN,133,Page,1,Good,Good,0
NSW4422,WOODPARK,128,McMahon,1,Acceptable,Good,0
NSW4423,WOODRISING,121,Hunter,1,Good,Good,0
NSW4424,WOODSIDE,130,New England,1,Good,Good,0
NSW4425,WOODSREEF,130,New England,1,Good,Good,0
NSW4426,WOODSTOCK,139,Riverina,1,Good,Good,0
NSW4427,WOODSTOCK,116,Gilmore,1,Good,Good,0
NSW4428,WOODVIEW,133,Page,1,Good,Good,0
NSW4429,WOODVILLE,124,Lyne,1,Good,Good,0
NSW443,BOGAN GATE,139,Riverina,1,Good,Good,0
NSW4430,WOODY HEAD,133,Page,1,Good,Good,0
NSW4431,WOOLBROOK,130,New England,1,Good,Good,0
NSW4432,WOOLGARLO,113,Eden-Monaro,1,Good,Good,0
NSW4433,WOOLGOOLGA,133,Page,1,Good,Good,0
NSW4434,WOOLI,133,Page,1,Good,Good,0
NSW4435,WOOLLAHRA,145,Wentworth,1,Good,Good,0
NSW4436,WOOLLAMIA,116,Gilmore,1,Good,Good,0
NSW4437,WOOLLOOMOOLOO,142,Sydney,1,Good,Good,0
NSW4438,WOOLNERS ARM,133,Page,1,Good,Good,0
NSW4439,WOOLOMIN,130,New England,1,Good,Good,0
NSW444,BOGANGAR,138,Richmond,1,Good,Good,0
NSW4440,WOOLOOMA,130,New England,1,Good,Good,0
NSW4441,WOOLOOWARE,109,Cook,1,Good,Good,0
NSW4442,WOOLOWEYAH,133,Page,1,Good,Good,0
NSW4443,WOOLWICH,132,North Sydney,1,Good,Good,0
NSW4444,WOOMARGAMA,114,Farrer,1,Good,Good,0
NSW4445,WOOMBAH,133,Page,1,Good,Good,0
