LOCALITY_PID_2021,LOCALITY_NAME_2021,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC1695,MIRAM,230,Mallee,1,Good,Good,0
VIC1696,MIRBOO,216,Gippsland,0.1750779,Good,Good,0
VIC1696,MIRBOO,235,Monash,0.8249221,Good,Good,0
VIC1697,MIRBOO NORTH,235,Monash,1,Good,Good,0
VIC1698,MIRIMBAH,223,Indi,1,Good,Good,0
VIC1699,MIRRANATWA,238,Wannon,1,Good,Good,0
VIC17,ALBERT PARK,229,Macnamara,1,Acceptable,Good,0
VIC170,BAYLES,227,La Trobe,1,Acceptable,Good,0
VIC1700,MITCHAM,234,Menzies,0.4335747,Good,Good,0
VIC1700,MITCHAM,211,Deakin,0.5664253,Good,Good,0
VIC1701,MITCHELL PARK,202,Ballarat,1,Good,Good,0
VIC1702,MITCHELLSTOWN,236,Nicholls,1,Good,Good,0
VIC1703,MITIAMO,236,Nicholls,0.0531717,Good,Good,0
VIC1703,MITIAMO,230,Mallee,0.9468283,Good,Good,0
VIC1704,MITRE,230,Mallee,1,Good,Good,0
VIC1705,MITTA MITTA,216,Gippsland,0.0078432,Good,Good,1
VIC1705,MITTA MITTA,223,Indi,0.9921568,Good,Good,0
VIC1706,MITTYACK,230,Mallee,1,Good,Good,0
VIC1707,MOCKINYA,230,Mallee,1,Good,Good,0
VIC1708,MODELLA,227,La Trobe,0.3957486,Acceptable,Good,0
VIC1708,MODELLA,235,Monash,0.6042514,Good,Good,0
VIC1709,MODEWARRE,209,Corangamite,1,Good,Good,0
VIC171,BAYNTON,203,Bendigo,1,Good,Good,0
VIC1710,MOE,235,Monash,1,Good,Good,0
VIC1711,MOE SOUTH,235,Monash,1,Good,Good,0
VIC1712,MOGGS CREEK,238,Wannon,1,Good,Good,0
VIC1713,MOGLONEMBY,236,Nicholls,1,Good,Good,0
VIC1714,MOKEPILLY,230,Mallee,1,Good,Good,0
VIC1715,MOLESWORTH,223,Indi,1,Good,Good,0
VIC1716,MOLIAGUL,230,Mallee,1,Good,Good,0
VIC1717,MOLKA,236,Nicholls,1,Good,Good,0
VIC1718,MOLLONGGHIP,202,Ballarat,1,Good,Good,0
VIC1719,MOLOGA,230,Mallee,1,Good,Good,0
VIC172,BAYNTON EAST,203,Bendigo,1,Good,Good,0
VIC1720,MOLYULLAH,223,Indi,1,Good,Good,0
VIC1721,MONBULK,206,Casey,1,Good,Good,0
VIC1722,MONEGEETTA,232,McEwen,1,Good,Good,0
VIC1723,MONGANS BRIDGE,223,Indi,1,Good,Good,0
VIC1724,MONOMAK,216,Gippsland,1,Good,Good,0
VIC1725,MONOMEITH,227,La Trobe,1,Acceptable,Good,0
VIC1726,MONT ALBERT,226,Kooyong,1,Good,Good,0
VIC1727,MONT ALBERT NORTH,226,Kooyong,1,Good,Good,0
VIC1728,MONTGOMERY,216,Gippsland,1,Good,Good,0
VIC1729,MONTMORENCY,225,Jagajaga,1,Good,Good,0
VIC173,BAYSWATER,201,Aston,1,Good,Good,0
VIC1730,MONTROSE,206,Casey,1,Good,Good,0
VIC1731,MOOLAP,209,Corangamite,1,Good,Good,0
VIC1732,MOOLERR,230,Mallee,1,Good,Good,0
VIC1733,MOOLORT,203,Bendigo,0.0805469,Good,Good,0
VIC1733,MOOLORT,230,Mallee,0.9194531,Good,Good,0
VIC1734,MOONAMBEL,230,Mallee,1,Good,Good,0
VIC1735,MOONDARRA,235,Monash,1,Good,Good,0
VIC1736,MOONEE PONDS,231,Maribyrnong,1,Good,Good,0
VIC1739,MOORA,236,Nicholls,1,Good,Good,0
VIC174,BAYSWATER NORTH,211,Deakin,1,Good,Good,0
VIC1740,MOORABBIN,224,Isaacs,1,Acceptable,Good,0
VIC1741,MOORABBIN AIRPORT,224,Isaacs,1,Acceptable,Good,0
VIC1742,MOORABOOL,210,Corio,1,Good,Good,0
VIC1743,MOORALLA,238,Wannon,1,Good,Good,0
VIC1744,MOORILIM,236,Nicholls,1,Good,Good,0
VIC1745,MOORMBOOL WEST,236,Nicholls,1,Good,Good,0
VIC1746,MOORNAPA,216,Gippsland,1,Good,Good,0
VIC1747,MOORNGAG,223,Indi,1,Good,Good,0
VIC1748,MOOROODUC,213,Flinders,1,Good,Good,0
VIC1749,MOOROOLBARK,206,Casey,1,Good,Good,0
VIC175,BEACONSFIELD,227,La Trobe,1,Acceptable,Good,0
VIC1750,MOOROOPNA,236,Nicholls,1,Good,Good,0
VIC1751,MOOROOPNA NORTH,236,Nicholls,1,Good,Good,0
VIC1752,MOOROOPNA NORTH WEST,236,Nicholls,1,Good,Good,0
VIC1753,MORANDING,232,McEwen,1,Good,Good,0
VIC1754,MORDIALLOC,224,Isaacs,1,Acceptable,Good,0
VIC1755,MORGIANA,238,Wannon,1,Good,Good,0
VIC1756,MORIAC,209,Corangamite,1,Good,Good,0
VIC1757,MORNINGTON,213,Flinders,1,Good,Good,0
VIC1758,MOROKA,216,Gippsland,1,Good,Good,0
VIC1759,MORRISONS,202,Ballarat,1,Good,Good,0
VIC176,BEACONSFIELD UPPER,227,La Trobe,1,Acceptable,Good,0
VIC1760,MORRL MORRL,230,Mallee,1,Good,Good,0
VIC1761,MORTLAKE,238,Wannon,1,Good,Good,0
VIC1762,MORTON PLAINS,230,Mallee,1,Good,Good,0
VIC1763,MORWELL,216,Gippsland,1,Good,Good,0
VIC1764,MOSSIFACE,216,Gippsland,1,Good,Good,0
VIC1765,MOUNT ALFRED,223,Indi,1,Good,Good,0
VIC1766,MOUNT BEAUTY,216,Gippsland,7.30E-06,Good,Good,1
VIC1766,MOUNT BEAUTY,223,Indi,0.9999927,Good,Good,0
VIC1767,MOUNT BECKWORTH,202,Ballarat,1,Good,Good,0
VIC1768,MOUNT BEST,235,Monash,1,Good,Good,0
VIC1769,MOUNT BOLTON,202,Ballarat,1,Good,Good,0
VIC177,BEALIBA,230,Mallee,1,Good,Good,0
VIC1770,MOUNT BRUNO,223,Indi,1,Good,Good,0
VIC1771,MOUNT BUFFALO,223,Indi,1,Good,Good,0
VIC1772,MOUNT BULLER,216,Gippsland,1.51E-05,Good,Good,1
VIC1772,MOUNT BULLER,223,Indi,0.9999849,Good,Good,0
VIC1773,MOUNT BURNETT,227,La Trobe,1,Acceptable,Good,0
VIC1774,MOUNT BUTE,202,Ballarat,0.0186359,Good,Good,0
VIC1774,MOUNT BUTE,238,Wannon,0.9813641,Good,Good,0
VIC1775,MOUNT CAMEL,203,Bendigo,1,Good,Good,0
VIC1776,MOUNT CAMERON,230,Mallee,1,Good,Good,0
VIC1777,MOUNT CLEAR,202,Ballarat,1,Good,Good,0
VIC1778,MOUNT COLE,238,Wannon,1,Good,Good,0
VIC1779,MOUNT COLE CREEK,238,Wannon,1,Good,Good,0
VIC178,BEARII,236,Nicholls,1,Good,Good,0
VIC1780,MOUNT COTTRELL,218,Gorton,0.440013,Good,Good,0
VIC1780,MOUNT COTTRELL,228,Lalor,0.559987,Good,Good,0
VIC1781,MOUNT DANDENONG,206,Casey,1,Good,Good,0
VIC1782,MOUNT DORAN,202,Ballarat,1,Good,Good,0
VIC1783,MOUNT DRYDEN,230,Mallee,1,Good,Good,0
VIC1784,MOUNT DUNEED,209,Corangamite,1,Good,Good,0
VIC1785,MOUNT ECCLES,235,Monash,1,Good,Good,0
VIC1786,MOUNT ECCLES SOUTH,235,Monash,1,Good,Good,0
VIC1787,MOUNT EGERTON,202,Ballarat,1,Good,Good,0
VIC1788,MOUNT ELIZA,212,Dunkley,1,Good,Good,0
VIC1789,MOUNT EMU,238,Wannon,1,Good,Good,0
VIC179,BEARS LAGOON,230,Mallee,1,Good,Good,0
VIC1790,MOUNT EVELYN,206,Casey,1,Good,Good,0
VIC1791,MOUNT FRANKLIN,202,Ballarat,1,Good,Good,0
VIC1792,MOUNT GLASGOW,230,Mallee,1,Good,Good,0
VIC1793,MOUNT HELEN,202,Ballarat,1,Good,Good,0
VIC1794,MOUNT HOOGHLY,230,Mallee,1,Good,Good,0
VIC1795,MOUNT LONARCH,238,Wannon,1,Good,Good,0
VIC1796,MOUNT MACEDON,232,McEwen,1,Good,Good,0
VIC1797,MOUNT MAJOR,236,Nicholls,1,Good,Good,0
VIC1798,MOUNT MARTHA,213,Flinders,1,Good,Good,0
VIC1799,MOUNT MERCER,202,Ballarat,1,Good,Good,0
VIC18,ALBERTON,216,Gippsland,1,Good,Good,0
VIC180,BEAUCHAMP,230,Mallee,1,Good,Good,0
VIC1800,MOUNT MORIAC,209,Corangamite,1,Good,Good,0
VIC1801,MOUNT NAPIER,238,Wannon,1,Good,Good,0
VIC1802,MOUNT PLEASANT,202,Ballarat,1,Good,Good,0
VIC1803,MOUNT PROSPECT,202,Ballarat,1,Good,Good,0
VIC1804,MOUNT RICHMOND,238,Wannon,1,Good,Good,0
VIC1805,MOUNT ROWAN,202,Ballarat,1,Good,Good,0
VIC1806,MOUNT SABINE,238,Wannon,1,Good,Good,0
VIC1807,MOUNT TASSIE,216,Gippsland,1,Good,Good,0
VIC1808,MOUNT TAYLOR,216,Gippsland,1,Good,Good,0
VIC1809,MOUNT TOOLEBEWONG,206,Casey,1,Good,Good,0
VIC181,BEAUFORT,238,Wannon,1,Good,Good,0
VIC1810,MOUNT WALLACE,202,Ballarat,8.55E-05,Good,Good,1
VIC1810,MOUNT WALLACE,219,Hawke,0.9999145,Good,Good,0
VIC1811,MOUNT WAVERLEY,207,Chisholm,1,Good,Good,0
VIC1812,MOUNTAIN BAY,223,Indi,1,Good,Good,0
VIC1813,MOUNTAIN VIEW,235,Monash,1,Good,Good,0
VIC1814,MOUTAJUP,238,Wannon,1,Good,Good,0
VIC1815,MOYARRA,235,Monash,1,Good,Good,0
VIC1816,MOYHU,223,Indi,1,Good,Good,0
VIC1817,MOYREISK,230,Mallee,1,Good,Good,0
VIC1818,MOYSTON,238,Wannon,1,Good,Good,0
VIC1819,MUCKATAH,236,Nicholls,1,Good,Good,0
VIC182,BEAUMARIS,217,Goldstein,1,Good,Good,0
VIC1820,MUCKLEFORD,203,Bendigo,1,Good,Good,0
VIC1821,MUCKLEFORD SOUTH,203,Bendigo,1,Good,Good,0
VIC1822,MUDGEGONGA,223,Indi,1,Good,Good,0
VIC1823,MULGRAVE,207,Chisholm,0.0681989,Good,Good,0
VIC1823,MULGRAVE,204,Bruce,0.2275794,Acceptable,Good,0
VIC1823,MULGRAVE,222,Hotham,0.7042218,Good,Good,0
VIC1824,MUMBANNAR,238,Wannon,1,Good,Good,0
VIC1825,MUNDOONA,236,Nicholls,1,Good,Good,0
VIC1826,MUNRO,216,Gippsland,1,Good,Good,0
VIC1827,MUNTHAM,238,Wannon,1,Good,Good,0
VIC1828,MURCHISON,236,Nicholls,1,Good,Good,0
VIC1829,MURCHISON EAST,236,Nicholls,1,Good,Good,0
VIC183,BEAZLEYS BRIDGE,230,Mallee,1,Good,Good,0
VIC1830,MURCHISON NORTH,236,Nicholls,1,Good,Good,0
VIC1831,MURGHEBOLUC,209,Corangamite,1,Good,Good,0
VIC1832,MURMUNGEE,223,Indi,1,Good,Good,0
VIC1833,MURNUNGIN,230,Mallee,1,Good,Good,0
VIC1834,MURPHYS CREEK,230,Mallee,1,Good,Good,0
VIC1835,MURRA WARRA,230,Mallee,1,Good,Good,0
VIC1836,MURRABIT,230,Mallee,1,Good,Good,0
VIC1837,MURRABIT WEST,230,Mallee,1,Good,Good,0
VIC1838,MURRAWEE,230,Mallee,1,Good,Good,0
VIC1839,MURRAY-SUNSET,230,Mallee,1,Good,Good,0
VIC184,BEEAC,238,Wannon,1,Good,Good,0
VIC1840,MURRAYDALE,230,Mallee,1,Good,Good,0
VIC1841,MURRAYVILLE,230,Mallee,1,Good,Good,0
VIC1842,MURRINDAL,216,Gippsland,1,Good,Good,0
VIC1843,MURRINDINDI,223,Indi,1,Good,Good,0
VIC1844,MURROON,238,Wannon,1,Good,Good,0
VIC1845,MURRUMBEENA,220,Higgins,1,Good,Good,0
VIC1846,MURTOA,230,Mallee,1,Good,Good,0
VIC1847,MUSK,202,Ballarat,1,Good,Good,0
VIC1848,MUSK VALE,202,Ballarat,1,Good,Good,0
VIC1849,MUSKERRY,236,Nicholls,1,Good,Good,0
VIC185,BEECH FOREST,238,Wannon,1,Good,Good,0
VIC1852,MYAMYN,238,Wannon,1,Good,Good,0
VIC1853,MYERS FLAT,203,Bendigo,1,Good,Good,0
VIC1854,MYOLA,236,Nicholls,1,Good,Good,0
VIC1855,MYRNIONG,219,Hawke,1,Good,Good,0
VIC1856,MYRRHEE,223,Indi,1,Good,Good,0
VIC1857,MYRTLE CREEK,203,Bendigo,1,Good,Good,0
VIC1858,MYRTLEBANK,216,Gippsland,1,Good,Good,0
VIC1859,MYRTLEFORD,223,Indi,1,Good,Good,0
VIC186,BEECHWORTH,223,Indi,1,Good,Good,0
VIC1860,MYSIA,230,Mallee,1,Good,Good,0
VIC1861,MYSTIC PARK,230,Mallee,1,Good,Good,0
VIC1862,MYWEE,236,Nicholls,1,Good,Good,0
VIC1863,NAGAMBIE,236,Nicholls,1,Good,Good,0
VIC1864,NALANGIL,238,Wannon,1,Good,Good,0
VIC1865,NALINGA,223,Indi,0.2812877,Good,Good,0
VIC1865,NALINGA,236,Nicholls,0.7187123,Good,Good,0
VIC1866,NAMBROK,216,Gippsland,1,Good,Good,0
VIC1867,NANDALY,230,Mallee,1,Good,Good,0
VIC1868,NANGANA,227,La Trobe,1,Acceptable,Good,0
VIC1869,NANGEELA,238,Wannon,1,Good,Good,0
VIC187,BEENAK,227,La Trobe,0.3668142,Acceptable,Good,0
VIC187,BEENAK,206,Casey,0.6331858,Good,Good,0
VIC1870,NANGILOC,230,Mallee,1,Good,Good,0
VIC1871,NANNEELLA,236,Nicholls,1,Good,Good,0
VIC1872,NAP NAP MARRA,216,Gippsland,1,Good,Good,0
VIC1873,NAPOLEONS,202,Ballarat,1,Good,Good,0
VIC1874,NAR NAR GOON,227,La Trobe,1,Acceptable,Good,0
VIC1875,NAR NAR GOON NORTH,227,La Trobe,1,Acceptable,Good,0
VIC1876,NARBETHONG,223,Indi,1,Good,Good,0
VIC1877,NAREEB,238,Wannon,1,Good,Good,0
VIC1878,NAREEN,238,Wannon,1,Good,Good,0
VIC1879,NAREEWILLOCK,230,Mallee,1,Good,Good,0
VIC188,BELGRAVE,206,Casey,1,Good,Good,0
VIC1880,NARIEL VALLEY,216,Gippsland,0.0002323,Good,Good,1
VIC1880,NARIEL VALLEY,223,Indi,0.9997677,Good,Good,0
VIC1881,NARING,236,Nicholls,1,Good,Good,0
VIC1882,NARINGAL,238,Wannon,1,Good,Good,0
VIC1883,NARINGAL EAST,238,Wannon,1,Good,Good,0
VIC1884,NAROGHID,238,Wannon,1,Good,Good,0
VIC1885,NARRACAN,216,Gippsland,3.88E-05,Good,Good,1
VIC1885,NARRACAN,235,Monash,0.9999612,Good,Good,0
VIC1886,NARRAPORT,230,Mallee,1,Good,Good,0
VIC1887,NARRAPUMELAP SOUTH,238,Wannon,1,Good,Good,0
VIC1888,NARRAWONG,238,Wannon,1,Good,Good,0
VIC1889,NARRE WARREN,204,Bruce,1,Acceptable,Good,0
VIC189,BELGRAVE HEIGHTS,206,Casey,1,Good,Good,0
VIC1890,NARRE WARREN EAST,206,Casey,1,Good,Good,0
VIC1891,NARRE WARREN NORTH,204,Bruce,1,Acceptable,Good,0
VIC1892,NARRE WARREN SOUTH,221,Holt,0.4682553,Good,Good,0
VIC1892,NARRE WARREN SOUTH,204,Bruce,0.5317447,Acceptable,Good,0
VIC1893,NARRUNG,230,Mallee,1,Good,Good,0
VIC1894,NATHALIA,236,Nicholls,1,Good,Good,0
VIC1895,NATIMUK,230,Mallee,1,Good,Good,0
VIC1896,NATTE YALLOCK,230,Mallee,1,Good,Good,0
VIC1897,NATYA,230,Mallee,1,Good,Good,0
VIC1898,NAVARRE,230,Mallee,1,Good,Good,0
VIC1899,NAVIGATORS,202,Ballarat,1,Good,Good,0
VIC19,ALBERTON WEST,216,Gippsland,1,Good,Good,0
VIC190,BELGRAVE SOUTH,206,Casey,1,Good,Good,0
VIC1900,NAYOOK,235,Monash,1,Good,Good,0
VIC1901,NEDS CORNER,230,Mallee,1,Good,Good,0
VIC1902,NEEREMAN,203,Bendigo,1,Good,Good,0
VIC1903,NEERIM,235,Monash,1,Good,Good,0
VIC1904,NEERIM EAST,235,Monash,1,Good,Good,0
VIC1905,NEERIM JUNCTION,235,Monash,1,Good,Good,0
VIC1906,NEERIM NORTH,235,Monash,1,Good,Good,0
VIC1907,NEERIM SOUTH,235,Monash,1,Good,Good,0
VIC1908,NEILBOROUGH,203,Bendigo,1,Good,Good,0
VIC1909,NELSE,223,Indi,0.2608696,Good,Good,0
VIC1909,NELSE,216,Gippsland,0.7391304,Good,Good,0
VIC191,BELL PARK,210,Corio,1,Good,Good,0
VIC1910,NELSON,238,Wannon,1,Good,Good,0
VIC1911,NERRENA,235,Monash,1,Good,Good,0
VIC1912,NERRIN NERRIN,238,Wannon,1,Good,Good,0
VIC1913,NERRINA,202,Ballarat,1,Good,Good,0
VIC1914,NERRING,238,Wannon,1,Good,Good,0
VIC1915,NETHERBY,230,Mallee,1,Good,Good,0
VIC1916,NEUARPURR,230,Mallee,1,Good,Good,0
VIC1917,NEW GISBORNE,232,McEwen,1,Good,Good,0
VIC1918,NEWBOROUGH,235,Monash,1,Good,Good,0
VIC1919,NEWBRIDGE,230,Mallee,1,Good,Good,0
VIC192,BELL POST HILL,210,Corio,1,Good,Good,0
VIC1920,NEWBURY,202,Ballarat,1,Good,Good,0
VIC1921,NEWCOMB,210,Corio,1,Good,Good,0
VIC1922,NEWFIELD,238,Wannon,1,Good,Good,0
VIC1923,NEWHAM,232,McEwen,1,Good,Good,0
VIC1924,NEWHAVEN,235,Monash,1,Good,Good,0
VIC1925,NEWINGTON,202,Ballarat,1,Good,Good,0
VIC1926,NEWLANDS ARM,216,Gippsland,1,Good,Good,0
VIC1927,NEWLYN,202,Ballarat,1,Good,Good,0
VIC1928,NEWLYN NORTH,202,Ballarat,1,Good,Good,0
VIC1929,NEWMERELLA,216,Gippsland,1,Good,Good,0
VIC193,BELLARINE,209,Corangamite,1,Good,Good,0
VIC1930,NEWPORT,215,Gellibrand,1,Good,Good,0
VIC1931,NEWRY,216,Gippsland,1,Good,Good,0
VIC1932,NEWSTEAD,203,Bendigo,1,Good,Good,0
VIC1935,NHILL,230,Mallee,1,Good,Good,0
VIC1936,NICHOLS POINT,230,Mallee,1,Good,Good,0
VIC1937,NICHOLSON,216,Gippsland,1,Good,Good,0
VIC1938,NIDDRIE,231,Maribyrnong,1,Good,Good,0
VIC1939,NILMA,235,Monash,1,Good,Good,0
VIC194,BELLBIRD CREEK,216,Gippsland,1,Good,Good,0
VIC1940,NILMA NORTH,235,Monash,1,Good,Good,0
VIC1941,NINDA,230,Mallee,1,Good,Good,0
VIC1942,NINE MILE,230,Mallee,1,Good,Good,0
VIC1943,NINTINGBOOL,202,Ballarat,1,Good,Good,0
VIC1944,NINYEUNOOK,230,Mallee,1,Good,Good,0
VIC1945,NIRRANDA,238,Wannon,1,Good,Good,0
VIC1946,NIRRANDA EAST,238,Wannon,1,Good,Good,0
VIC1947,NIRRANDA SOUTH,238,Wannon,1,Good,Good,0
VIC1948,NOBLE PARK,224,Isaacs,3.00E-07,Acceptable,Good,1
VIC1948,NOBLE PARK,204,Bruce,0.0063977,Acceptable,Good,1
VIC1948,NOBLE PARK,222,Hotham,0.993602,Good,Good,0
VIC1949,NOBLE PARK NORTH,222,Hotham,0.32686,Good,Good,0
VIC1949,NOBLE PARK NORTH,204,Bruce,0.67314,Acceptable,Good,0
VIC195,BELLBRAE,209,Corangamite,1,Good,Good,0
VIC1950,NOOJEE,235,Monash,1,Good,Good,0
VIC1951,NOORAT,238,Wannon,1,Good,Good,0
VIC1952,NOORAT EAST,238,Wannon,1,Good,Good,0
VIC1953,NOORINBEE,216,Gippsland,1,Good,Good,0
VIC1954,NOORINBEE NORTH,216,Gippsland,1,Good,Good,0
VIC1955,NORADJUHA,230,Mallee,1,Good,Good,0
VIC1956,NORLANE,210,Corio,1,Good,Good,0
VIC1957,NORMANVILLE,230,Mallee,1,Good,Good,0
VIC1958,NORONG,223,Indi,1,Good,Good,0
VIC1959,NORTH BENDIGO,203,Bendigo,1,Good,Good,0
VIC196,BELLBRIDGE,223,Indi,1,Good,Good,0
VIC1960,NORTH BLACKWOOD,202,Ballarat,1,Good,Good,0
VIC1961,NORTH GEELONG,210,Corio,1,Good,Good,0
VIC1962,NORTH MELBOURNE,231,Maribyrnong,7.00E-07,Good,Good,1
VIC1962,NORTH MELBOURNE,233,Melbourne,0.9999993,Good,Good,0
VIC1963,NORTH SHORE,210,Corio,1,Good,Good,0
VIC1964,NORTH WANGARATTA,223,Indi,1,Good,Good,0
VIC1965,NORTH WARRANDYTE,225,Jagajaga,0.0067177,Good,Good,1
VIC1965,NORTH WARRANDYTE,234,Menzies,0.9932823,Good,Good,0
VIC1966,NORTH WONTHAGGI,235,Monash,1,Good,Good,0
VIC1967,NORTHCOTE,239,Wills,2.00E-07,Good,Good,1
VIC1967,NORTHCOTE,208,Cooper,0.9999998,Good,Good,0
VIC1968,NORTHWOOD,236,Nicholls,1,Good,Good,0
VIC1969,NORVAL,238,Wannon,1,Good,Good,0
VIC197,BELLELLEN,230,Mallee,1,Good,Good,0
VIC1970,NOTTING HILL,207,Chisholm,1,Good,Good,0
VIC1971,NOWA NOWA,216,Gippsland,1,Good,Good,0
VIC1972,NOWHERE CREEK,230,Mallee,1,Good,Good,0
VIC1973,NOWIE,230,Mallee,1,Good,Good,0
VIC1974,NUG NUG,223,Indi,1,Good,Good,0
VIC1975,NUGGETTY,203,Bendigo,1,Good,Good,0
VIC1976,NULLA VALE,236,Nicholls,1,Good,Good,0
VIC1977,NULLAWARRE,238,Wannon,1,Good,Good,0
VIC1978,NULLAWARRE NORTH,238,Wannon,1,Good,Good,0
VIC1979,NULLAWIL,230,Mallee,1,Good,Good,0
VIC1980,NUMURKAH,236,Nicholls,1,Good,Good,0
VIC1981,NUNAWADING,211,Deakin,0.3940224,Good,Good,0
VIC1981,NUNAWADING,234,Menzies,0.6059776,Good,Good,0
VIC1982,NUNGURNER,216,Gippsland,1,Good,Good,0
VIC1983,NUNNIONG,216,Gippsland,1,Good,Good,0
VIC1984,NURCOUNG,230,Mallee,1,Good,Good,0
VIC1985,NURRABIEL,230,Mallee,1,Good,Good,0
VIC1986,NURRAN,216,Gippsland,1,Good,Good,0
VIC1987,NUTFIELD,232,McEwen,1,Good,Good,0
VIC1988,NYAH,230,Mallee,1,Good,Good,0
VIC1989,NYAH WEST,230,Mallee,1,Good,Good,0
VIC1990,NYARRIN,230,Mallee,1,Good,Good,0
VIC1991,NYERIMILANG,216,Gippsland,1,Good,Good,0
VIC1992,NYORA,227,La Trobe,0.0344856,Acceptable,Good,0
VIC1992,NYORA,235,Monash,0.9655144,Good,Good,0
VIC1993,NYRRABY,230,Mallee,1,Good,Good,0
VIC1994,OAK PARK,239,Wills,1,Good,Good,0
VIC1995,OAKLANDS JUNCTION,205,Calwell,0.3266225,Good,Good,0
VIC1995,OAKLANDS JUNCTION,219,Hawke,0.6733775,Good,Good,0
VIC1996,OAKLEIGH,207,Chisholm,0.1705974,Good,Good,0
VIC1996,OAKLEIGH,222,Hotham,0.8294026,Good,Good,0
VIC1997,OAKLEIGH EAST,222,Hotham,1,Good,Good,0
VIC1998,OAKLEIGH SOUTH,222,Hotham,1,Good,Good,0
VIC1999,OAKVALE,230,Mallee,1,Good,Good,0
VIC2,ABBOTSFORD,233,Melbourne,1,Good,Good,0
VIC20,ALBION,214,Fraser,1,Good,Good,0
VIC200,BELLS BEACH,209,Corangamite,1,Good,Good,0
VIC2000,OCEAN GRANGE,216,Gippsland,1,Good,Good,0
VIC2001,OCEAN GROVE,209,Corangamite,1,Good,Good,0
VIC2002,OFFICER,227,La Trobe,1,Acceptable,Good,0
VIC2003,OFFICER SOUTH,227,La Trobe,1,Acceptable,Good,0
VIC2004,OLD TALLANGATTA,223,Indi,1,Good,Good,0
VIC2005,OLINDA,206,Casey,1,Good,Good,0
VIC2006,OMBERSLEY,238,Wannon,1,Good,Good,0
VIC2007,OMEO,216,Gippsland,1,Good,Good,0
VIC2008,OMEO VALLEY,216,Gippsland,1,Good,Good,0
VIC2009,ONDIT,238,Wannon,1,Good,Good,0
VIC201,BELMONT,210,Corio,1,Good,Good,0
VIC2010,ORBOST,216,Gippsland,1,Good,Good,0
VIC2011,ORFORD,238,Wannon,1,Good,Good,0
VIC2012,ORMOND,222,Hotham,0.0103038,Good,Good,0
VIC2012,ORMOND,220,Higgins,0.2370304,Good,Good,0
VIC2012,ORMOND,217,Goldstein,0.7526658,Good,Good,0
VIC2013,ORRVALE,236,Nicholls,1,Good,Good,0
VIC2014,OSBORNES FLAT,223,Indi,1,Good,Good,0
VIC2015,OUTTRIM,235,Monash,1,Good,Good,0
VIC2016,OUYEN,230,Mallee,1,Good,Good,0
VIC2017,OVENS,223,Indi,1,Good,Good,0
VIC2018,OXLEY,223,Indi,1,Good,Good,0
VIC2019,OXLEY FLATS,223,Indi,1,Good,Good,0
VIC202,BEMM RIVER,216,Gippsland,1,Good,Good,0
VIC2020,OZENKADNOOK,230,Mallee,1,Good,Good,0
VIC2021,PAARATTE,238,Wannon,1,Good,Good,0
VIC2022,PAINSWICK,230,Mallee,1,Good,Good,0
VIC2023,PAKENHAM,227,La Trobe,1,Acceptable,Good,0
VIC2024,PAKENHAM SOUTH,227,La Trobe,1,Acceptable,Good,0
VIC2025,PAKENHAM UPPER,227,La Trobe,1,Acceptable,Good,0
VIC2026,PANITYA,230,Mallee,1,Good,Good,0
VIC2027,PANMURE,238,Wannon,1,Good,Good,0
VIC2028,PANTON HILL,232,McEwen,1,Good,Good,0
VIC2029,PARADISE,230,Mallee,1,Good,Good,0
VIC203,BENA,235,Monash,1,Good,Good,0
VIC2030,PARADISE BEACH,216,Gippsland,1,Good,Good,0
VIC2031,PARAPARAP,209,Corangamite,1,Good,Good,0
VIC2032,PARK ORCHARDS,211,Deakin,0.0159148,Good,Good,0
VIC2032,PARK ORCHARDS,234,Menzies,0.9840852,Good,Good,0
VIC2033,PARKDALE,224,Isaacs,1,Acceptable,Good,0
VIC2034,PARKVILLE,239,Wills,2.80E-06,Good,Good,1
VIC2034,PARKVILLE,233,Melbourne,0.9999972,Good,Good,0
VIC2035,PARWAN,219,Hawke,1,Good,Good,0
VIC2036,PASCHENDALE,238,Wannon,1,Good,Good,0
VIC2037,PASCOE VALE,239,Wills,1,Good,Good,0
VIC2038,PASCOE VALE SOUTH,239,Wills,1,Good,Good,0
VIC2039,PASTORIA,203,Bendigo,1,Good,Good,0
VIC204,BENALLA,223,Indi,1,Good,Good,0
VIC2040,PASTORIA EAST,203,Bendigo,1,Good,Good,0
VIC2041,PATCHEWOLLOCK,230,Mallee,1,Good,Good,0
VIC2042,PATHO,236,Nicholls,1,Good,Good,0
VIC2043,PATTERSON LAKES,224,Isaacs,1,Acceptable,Good,0
VIC2044,PATYAH,230,Mallee,1,Good,Good,0
VIC2045,PAYNESVILLE,216,Gippsland,1,Good,Good,0
VIC2046,PEARCEDALE,213,Flinders,0.0364735,Good,Good,0
VIC2046,PEARCEDALE,221,Holt,0.9635265,Good,Good,0
VIC2047,PEARSONDALE,216,Gippsland,1,Good,Good,0
VIC2048,PEECHELBA,236,Nicholls,0.152573,Good,Good,0
VIC2048,PEECHELBA,223,Indi,0.847427,Good,Good,0
VIC2049,PEECHELBA EAST,223,Indi,1,Good,Good,0
