ILOC_CODE_2021,ILOC_NAME_2021,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10702302,Randwick,10,Major Cities of Australia,1,Good,Good,0
10702401,Rockdale,10,Major Cities of Australia,1,Good,Good,0
10702501,Sutherland Shire - East,10,Major Cities of Australia,0.9771073,Good,Good,0
10702501,Sutherland Shire - East,11,Inner Regional Australia,0.0228927,Acceptable,Good,0
10702502,Sutherland Shire - West,10,Major Cities of Australia,0.9951238,Good,Good,0
10702502,Sutherland Shire - West,11,Inner Regional Australia,0.0048762,Acceptable,Good,1
10702601,Alexandria - Darlington - Waterloo,10,Major Cities of Australia,1,Good,Good,0
10702602,Darlinghurst - Paddington - Surry Hills,10,Major Cities of Australia,1,Good,Good,0
10702603,Glebe - Prymont - The Rocks,,,2.67E-05,Acceptable,Good,4
10702603,Glebe - Prymont - The Rocks,10,Major Cities of Australia,0.9999733,Good,Good,0
10702604,Redfern,10,Major Cities of Australia,1,Good,Good,0
10702701,Ashfield,10,Major Cities of Australia,1,Good,Good,0
10702702,Burwood,10,Major Cities of Australia,1,Good,Good,0
10702703,Canada Bay,10,Major Cities of Australia,1,Good,Good,0
10702704,Strathfield,10,Major Cities of Australia,1,Good,Good,0
10702801,Lane Cove - Willoughby,10,Major Cities of Australia,1,Good,Good,0
10702802,Mosman - North Sydney,10,Major Cities of Australia,1,Good,Good,0
10702901,Wollondilly,10,Major Cities of Australia,0.0698085,Good,Good,0
10702901,Wollondilly,11,Inner Regional Australia,0.9301915,Acceptable,Good,0
10703001,Wollongong,,,7.37E-05,Acceptable,Good,4
10703001,Wollongong,10,Major Cities of Australia,0.9929027,Good,Good,0
10703001,Wollongong,11,Inner Regional Australia,0.0070236,Acceptable,Good,1
10703101,Waverley,10,Major Cities of Australia,1,Good,Good,0
10703102,Woollahra,10,Major Cities of Australia,1,Good,Good,0
19499494,No usual address (NSW),19,No usual address (NSW),1,Good,Good,0
19799797,Migratory - Offshore - Shipping (NSW),15,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
20100101,Keilor,20,Major Cities of Australia,1,Good,Good,0
20100102,Sunshine,20,Major Cities of Australia,1,Good,Good,0
20100201,Cardinia,20,Major Cities of Australia,0.8132858,Good,Good,0
20100201,Cardinia,21,Inner Regional Australia,0.1867142,Acceptable,Good,0
20100301,Craigieburn - Sunbury,20,Major Cities of Australia,0.996112,Good,Good,0
20100301,Craigieburn - Sunbury,21,Inner Regional Australia,0.003888,Acceptable,Good,1
20100401,Cranbourne,20,Major Cities of Australia,1,Good,Good,0
20100402,Hallam - Berwick - Pearcedale,20,Major Cities of Australia,0.9869645,Good,Good,0
20100402,Hallam - Berwick - Pearcedale,21,Inner Regional Australia,0.0130355,Acceptable,Good,0
20100501,Chelsea,20,Major Cities of Australia,1,Good,Good,0
20100502,Frankston - East,20,Major Cities of Australia,1,Good,Good,0
20100503,Frankston - West,20,Major Cities of Australia,1,Good,Good,0
20100601,Greater Dandenong,20,Major Cities of Australia,1,Good,Good,0
20100701,Wantrina - Rowville - Ferntree Gully,20,Major Cities of Australia,1,Good,Good,0
20100801,Maribyrnong,20,Major Cities of Australia,1,Good,Good,0
20100802,Moonee Valley,20,Major Cities of Australia,1,Good,Good,0
20100901,Maroondah,20,Major Cities of Australia,1,Good,Good,0
20101001,Bayside,20,Major Cities of Australia,1,Good,Good,0
20101002,Boroondara,20,Major Cities of Australia,1,Good,Good,0
20101003,Glen Eira,20,Major Cities of Australia,1,Good,Good,0
20101101,Heidelberg,20,Major Cities of Australia,1,Good,Good,0
20101102,Manningham,20,Major Cities of Australia,0.9984613,Good,Good,0
20101102,Manningham,21,Inner Regional Australia,0.0015387,Acceptable,Good,1
20101103,Nillumbik,20,Major Cities of Australia,0.9438717,Good,Good,0
20101103,Nillumbik,21,Inner Regional Australia,0.0561283,Acceptable,Good,0
20101104,Watsonia,20,Major Cities of Australia,1,Good,Good,0
20101201,Melbourne - Central,20,Major Cities of Australia,1,Good,Good,0
20101202,Port Phillip,20,Major Cities of Australia,1,Good,Good,0
20101203,Yarra,20,Major Cities of Australia,1,Good,Good,0
20101301,Melton,20,Major Cities of Australia,0.980834,Good,Good,0
20101301,Melton,21,Inner Regional Australia,0.019166,Acceptable,Good,0
20101401,Mount Waverley,20,Major Cities of Australia,1,Good,Good,0
20101402,Oakleigh,20,Major Cities of Australia,1,Good,Good,0
20101403,Wheelers Hill,20,Major Cities of Australia,1,Good,Good,0
20101501,Broadmeadows,20,Major Cities of Australia,1,Good,Good,0
20101502,Brunswick,20,Major Cities of Australia,1,Good,Good,0
20101503,Coburg,20,Major Cities of Australia,1,Good,Good,0
20101504,Moreland - North,20,Major Cities of Australia,1,Good,Good,0
20101601,Mornington - East,20,Major Cities of Australia,1,Good,Good,0
20101602,Mornington - South,20,Major Cities of Australia,0.9117573,Good,Good,0
20101602,Mornington - South,21,Inner Regional Australia,0.0882427,Acceptable,Good,0
20101603,Mornington - West,20,Major Cities of Australia,1,Good,Good,0
20101701,Northcote,20,Major Cities of Australia,1,Good,Good,0
20101702,Preston,20,Major Cities of Australia,1,Good,Good,0
20101703,Whittlesea,20,Major Cities of Australia,0.9644498,Good,Good,0
20101703,Whittlesea,21,Inner Regional Australia,0.0355502,Acceptable,Good,0
20101801,Box Hill,20,Major Cities of Australia,1,Good,Good,0
20101802,Nunawading - East,20,Major Cities of Australia,1,Good,Good,0
20101803,Nunawading - West,20,Major Cities of Australia,1,Good,Good,0
20101901,Altona,20,Major Cities of Australia,1,Good,Good,0
20101902,Tarneit - Hoppers Crossing,20,Major Cities of Australia,1,Good,Good,0
20101903,Werribee - Whyndam Vale,20,Major Cities of Australia,0.8468493,Good,Good,0
20101903,Werribee - Whyndam Vale,21,Inner Regional Australia,0.1531507,Acceptable,Good,0
20102001,Yarra Ranges,20,Major Cities of Australia,0.7913012,Good,Good,0
20102001,Yarra Ranges,21,Inner Regional Australia,0.2086988,Acceptable,Good,0
20200101,Ballarat,21,Inner Regional Australia,1,Acceptable,Good,0
20200201,Baw Baw,21,Inner Regional Australia,0.9993664,Acceptable,Good,0
20200201,Baw Baw,22,Outer Regional Australia,0.0006336,Acceptable,Good,1
20200301,Ascot - White Hills,21,Inner Regional Australia,1,Acceptable,Good,0
20200302,Bendigo,21,Inner Regional Australia,1,Acceptable,Good,0
20200303,Bendigo - Surrounds,21,Inner Regional Australia,1,Acceptable,Good,0
20200304,Eaglehawk,21,Inner Regional Australia,1,Acceptable,Good,0
20200305,East Bendigo,21,Inner Regional Australia,1,Acceptable,Good,0
20200306,Maiden Gully - Kangaroo Flats,21,Inner Regional Australia,1,Acceptable,Good,0
20200401,Campaspe - West,21,Inner Regional Australia,0.9500587,Acceptable,Good,0
20200401,Campaspe - West,22,Outer Regional Australia,0.0499413,Acceptable,Good,0
20200402,Echuca,21,Inner Regional Australia,1,Acceptable,Good,0
20200403,Kyabram,21,Inner Regional Australia,1,Acceptable,Good,0
20200404,Moira,21,Inner Regional Australia,0.9699861,Acceptable,Good,0
20200404,Moira,22,Outer Regional Australia,0.0300139,Acceptable,Good,0
20200405,Shepparton,21,Inner Regional Australia,1,Acceptable,Good,0
20200501,Castlemaine - Kerang,21,Inner Regional Australia,0.6866641,Acceptable,Good,0
20200501,Castlemaine - Kerang,22,Outer Regional Australia,0.3133359,Acceptable,Good,0
20200601,Geelong - Queenscliff,20,Major Cities of Australia,0.7779654,Good,Good,0
20200601,Geelong - Queenscliff,21,Inner Regional Australia,0.2220346,Acceptable,Good,0
20200701,Bairnsdale,22,Outer Regional Australia,1,Acceptable,Good,0
20200702,East Gippsland,22,Outer Regional Australia,0.9469716,Acceptable,Good,0
20200702,East Gippsland,23,Remote Australia,0.0530284,Poor,Good,0
20200703,Lake Tyers,22,Outer Regional Australia,1,Acceptable,Good,0
20200704,Wellington (Vic.),21,Inner Regional Australia,0.8558239,Acceptable,Good,0
20200704,Wellington (Vic.),22,Outer Regional Australia,0.1441565,Acceptable,Good,0
20200704,Wellington (Vic.),23,Remote Australia,1.96E-05,Poor,Good,1
20200801,Moe - Yallourn,21,Inner Regional Australia,1,Acceptable,Good,0
20200802,Morwell,21,Inner Regional Australia,1,Acceptable,Good,0
20200803,Traralgon - Churchill,21,Inner Regional Australia,1,Acceptable,Good,0
20200901,Macedon Ranges,21,Inner Regional Australia,1,Acceptable,Good,0
20200902,Moorabool,20,Major Cities of Australia,0.5520661,Good,Good,0
20200902,Moorabool,21,Inner Regional Australia,0.4479339,Acceptable,Good,0
20201001,Mildura,22,Outer Regional Australia,0.9870883,Acceptable,Good,0
20201001,Mildura,23,Remote Australia,0.0129117,Poor,Good,0
20201101,Bass Coast,21,Inner Regional Australia,0.9966235,Acceptable,Good,0
20201101,Bass Coast,22,Outer Regional Australia,0.0033765,Acceptable,Good,1
20201102,South Gippsland,21,Inner Regional Australia,0.9460586,Acceptable,Good,0
20201102,South Gippsland,22,Outer Regional Australia,0.0539414,Acceptable,Good,0
20201201,Corangamite - Golden Plains,20,Major Cities of Australia,0.0041708,Good,Good,1
20201201,Corangamite - Golden Plains,21,Inner Regional Australia,0.9434864,Acceptable,Good,0
20201201,Corangamite - Golden Plains,22,Outer Regional Australia,0.0523428,Acceptable,Good,0
20201202,Framlingham,21,Inner Regional Australia,1,Acceptable,Good,0
20201203,Moyne - Ararat - Pyrenees,21,Inner Regional Australia,0.864099,Acceptable,Good,0
20201203,Moyne - Ararat - Pyrenees,22,Outer Regional Australia,0.135901,Acceptable,Good,0
20201301,Glenelg North - Heywood,22,Outer Regional Australia,1,Acceptable,Good,0
20201302,Portland,22,Outer Regional Australia,1,Acceptable,Good,0
20201303,Southern Grampians,21,Inner Regional Australia,0.6491083,Acceptable,Good,0
20201303,Southern Grampians,22,Outer Regional Australia,0.3508917,Acceptable,Good,0
20201401,Swan Hill,22,Outer Regional Australia,1,Acceptable,Good,0
20201402,Swan Hill  - Robinvale,22,Outer Regional Australia,1,Acceptable,Good,0
20201403,Swan Hill  - Surrounds,22,Outer Regional Australia,1,Acceptable,Good,0
20201501,Benalla,21,Inner Regional Australia,1,Acceptable,Good,0
20201502,Strathbogie - Mansfield - Murimbindi,21,Inner Regional Australia,0.7173304,Acceptable,Good,0
20201502,Strathbogie - Mansfield - Murimbindi,22,Outer Regional Australia,0.2826696,Acceptable,Good,0
20201601,Wallan - Seymour,20,Major Cities of Australia,0.2735368,Good,Good,0
20201601,Wallan - Seymour,21,Inner Regional Australia,0.7264632,Acceptable,Good,0
20201701,Warrnambool,21,Inner Regional Australia,1,Acceptable,Good,0
20201801,Wimmera,21,Inner Regional Australia,0.1543912,Acceptable,Good,0
20201801,Wimmera,22,Outer Regional Australia,0.8306486,Acceptable,Good,0
20201801,Wimmera,23,Remote Australia,0.0149601,Poor,Good,0
20201901,Alpine - Towong - Indigo,21,Inner Regional Australia,0.6990251,Acceptable,Good,0
20201901,Alpine - Towong - Indigo,22,Outer Regional Australia,0.3009749,Acceptable,Good,0
20201902,Wangaratta,21,Inner Regional Australia,0.9678419,Acceptable,Good,0
20201902,Wangaratta,22,Outer Regional Australia,0.0321581,Acceptable,Good,0
20201903,Wodonga,21,Inner Regional Australia,1,Acceptable,Good,0
29499494,No usual address (Vic.),29,No usual address (Vic.),1,Good,Good,0
29799797,Migratory - Offshore - Shipping (Vic.),25,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
30100101,Beaudesert - Boonah,30,Major Cities of Australia,0.1871024,Good,Good,0
30100101,Beaudesert - Boonah,31,Inner Regional Australia,0.8128976,Acceptable,Good,0
30100201,Brisbane City - Inner East,30,Major Cities of Australia,1,Good,Good,0
30100202,Brisbane City - Inner North,30,Major Cities of Australia,1,Good,Good,0
30100203,Brisbane City - Inner North-West,30,Major Cities of Australia,1,Good,Good,0
30100204,Brisbane City - Inner South,30,Major Cities of Australia,1,Good,Good,0
30100205,Brisbane City - Inner South-West,30,Major Cities of Australia,1,Good,Good,0
30100207,Brisbane City - Outer North,30,Major Cities of Australia,0.999855,Good,Good,0
30100207,Brisbane City - Outer North,31,Inner Regional Australia,0.000145,Acceptable,Good,1
30100208,Brisbane City - Outer South,30,Major Cities of Australia,1,Good,Good,0
30100209,Brisbane City - Outer West,30,Major Cities of Australia,0.9938536,Good,Good,0
30100209,Brisbane City - Outer West,31,Inner Regional Australia,0.0061464,Acceptable,Good,1
30100210,Inala - Richlands,30,Major Cities of Australia,1,Good,Good,0
30100211,Wacol - Doolandella - Forest Lake,30,Major Cities of Australia,1,Good,Good,0
30100212,Brisbane City - Outer East,30,Major Cities of Australia,1,Good,Good,0
30100213,Moreton Bay Islands,32,Outer Regional Australia,9.49E-05,Good,Good,1
30100213,Moreton Bay Islands,33,Remote Australia,0.9999051,Poor,Good,0
30100302,Bribie - Beachmere,30,Major Cities of Australia,0.3943311,Good,Good,0
30100302,Bribie - Beachmere,31,Inner Regional Australia,0.6056689,Acceptable,Good,0
30100303,Caboolture,30,Major Cities of Australia,0.8976779,Good,Good,0
30100303,Caboolture,31,Inner Regional Australia,0.1023221,Acceptable,Good,0
30100304,Narangba - Burpengary,30,Major Cities of Australia,0.9960433,Good,Good,0
30100304,Narangba - Burpengary,31,Inner Regional Australia,0.0039567,Acceptable,Good,1
30100401,Caloundra,30,Major Cities of Australia,0.7324787,Good,Good,0
30100401,Caloundra,31,Inner Regional Australia,0.2675213,Acceptable,Good,0
30100501,Esk - Kilcoy,31,Inner Regional Australia,0.9705407,Acceptable,Good,0
30100501,Esk - Kilcoy,32,Outer Regional Australia,0.0294593,Good,Good,0
30100601,Gatton,31,Inner Regional Australia,1,Acceptable,Good,0
30100602,Laidley,31,Inner Regional Australia,1,Acceptable,Good,0
30100702,Broadbeach - Burleigh,30,Major Cities of Australia,1,Good,Good,0
30100703,Coolangatta,30,Major Cities of Australia,1,Good,Good,0
30100704,Gold Coast - North,30,Major Cities of Australia,1,Good,Good,0
30100705,Gold Coast Hinterland,30,Major Cities of Australia,0.438571,Good,Good,0
30100705,Gold Coast Hinterland,31,Inner Regional Australia,0.561429,Acceptable,Good,0
30100706,Mudgeeraba - Tallebudgera,30,Major Cities of Australia,0.9765188,Good,Good,0
30100706,Mudgeeraba - Tallebudgera,31,Inner Regional Australia,0.0234812,Acceptable,Good,0
30100707,Nerang,30,Major Cities of Australia,1,Good,Good,0
30100708,Ormeau - Oxenford,30,Major Cities of Australia,0.9900476,Good,Good,0
30100708,Ormeau - Oxenford,31,Inner Regional Australia,0.0099524,Acceptable,Good,1
30100709,Robina,30,Major Cities of Australia,1,Good,Good,0
30100710,Southport,30,Major Cities of Australia,1,Good,Good,0
30100711,Surfers Paradise,30,Major Cities of Australia,1,Good,Good,0
30100802,Ipswich,30,Major Cities of Australia,0.918887,Good,Good,0
30100802,Ipswich,31,Inner Regional Australia,0.081113,Acceptable,Good,0
30100803,Springfield - Redbank,30,Major Cities of Australia,1,Good,Good,0
30100901,Browns Plains,30,Major Cities of Australia,1,Good,Good,0
30100902,Kingston,30,Major Cities of Australia,1,Good,Good,0
30100903,Logan - Surrounds,30,Major Cities of Australia,0.9069439,Good,Good,0
30100903,Logan - Surrounds,31,Inner Regional Australia,0.0930561,Acceptable,Good,0
30100904,Loganlea,30,Major Cities of Australia,1,Good,Good,0
30100905,Marsden,30,Major Cities of Australia,1,Good,Good,0
30100906,Woodridge,30,Major Cities of Australia,1,Good,Good,0
30101001,Maroochy,30,Major Cities of Australia,0.868078,Good,Good,0
30101001,Maroochy,31,Inner Regional Australia,0.131922,Acceptable,Good,0
30101101,Noosa,30,Major Cities of Australia,0.6597012,Good,Good,0
30101101,Noosa,31,Inner Regional Australia,0.3402988,Acceptable,Good,0
30101201,Pine Rivers - East,30,Major Cities of Australia,1,Good,Good,0
30101202,Pine Rivers - West,30,Major Cities of Australia,0.8669706,Good,Good,0
30101202,Pine Rivers - West,31,Inner Regional Australia,0.1330294,Acceptable,Good,0
30101301,Redcliffe,30,Major Cities of Australia,1,Good,Good,0
30101402,Minjerribah (North Stradbroke Island),33,Remote Australia,1,Poor,Good,0
30101403,Redland,30,Major Cities of Australia,0.9438708,Good,Good,0
30101403,Redland,31,Inner Regional Australia,0.0278729,Acceptable,Good,0
30101403,Redland,32,Outer Regional Australia,0.0282563,Good,Good,0
30300101,Aurukun,34,Very Remote Australia,1,Acceptable,Good,0
30300201,Cape York Wilderness,33,Remote Australia,0.7621594,Poor,Good,0
30300201,Cape York Wilderness,34,Very Remote Australia,0.2378406,Acceptable,Good,0
30300202,Coen,34,Very Remote Australia,1,Acceptable,Good,0
30300203,Laura,34,Very Remote Australia,1,Acceptable,Good,0
30300301,Cooktown,33,Remote Australia,1,Poor,Good,0
30300401,Hope Vale,33,Remote Australia,1,Poor,Good,0
30300501,Kowanyama,34,Very Remote Australia,1,Acceptable,Good,0
30300601,Lockhart River,34,Very Remote Australia,1,Acceptable,Good,0
30300701,Mapoon,,,0.0096152,Acceptable,Good,4
30300701,Mapoon,34,Very Remote Australia,0.9903848,Acceptable,Good,0
30300702,Napranum,34,Very Remote Australia,1,Acceptable,Good,0
30300703,Weipa,34,Very Remote Australia,1,Acceptable,Good,0
30300801,Bamaga and Surrounds,34,Very Remote Australia,1,Acceptable,Good,0
30300802,Injinoo,34,Very Remote Australia,1,Acceptable,Good,0
30300803,New Mapoon,34,Very Remote Australia,1,Acceptable,Good,0
30300804,Seisia,34,Very Remote Australia,1,Acceptable,Good,0
30300805,Umagico,34,Very Remote Australia,1,Acceptable,Good,0
30300901,Pormpuraaw,34,Very Remote Australia,1,Acceptable,Good,0
30400101,Boulia,34,Very Remote Australia,1,Acceptable,Good,0
30400102,Diamantina,34,Very Remote Australia,1,Acceptable,Good,0
30400103,Winton,34,Very Remote Australia,1,Acceptable,Good,0
30400201,Carpentaria exc. Doomadgee,34,Very Remote Australia,1,Acceptable,Good,0
30400202,Doomadgee,34,Very Remote Australia,1,Acceptable,Good,0
30400203,Mornington,34,Very Remote Australia,1,Acceptable,Good,0
30400204,Normanton,34,Very Remote Australia,1,Acceptable,Good,0
30400301,Cloncurry - McKinlay,33,Remote Australia,0.5638959,Poor,Good,0
30400301,Cloncurry - McKinlay,34,Very Remote Australia,0.4361041,Acceptable,Good,0
30400401,Camooweal,34,Very Remote Australia,1,Acceptable,Good,0
30400402,Mount Isa exc. Camooweal,33,Remote Australia,0.9820545,Poor,Good,0
30400402,Mount Isa exc. Camooweal,34,Very Remote Australia,0.0179455,Acceptable,Good,0
30500101,Banana - North,32,Outer Regional Australia,0.9734693,Good,Good,0
30500101,Banana - North,33,Remote Australia,0.0265307,Poor,Good,0
30500102,Banana - South,33,Remote Australia,1,Poor,Good,0
30500103,Biloela,32,Outer Regional Australia,1,Good,Good,0
30500201,Barcaldine,34,Very Remote Australia,1,Acceptable,Good,0
30500202,Blackall - Tambo,34,Very Remote Australia,1,Acceptable,Good,0
30500203,Longreach,34,Very Remote Australia,1,Acceptable,Good,0
30500301,Bundaberg - City,31,Inner Regional Australia,1,Acceptable,Good,0
30500302,Bundaberg - Surrounds,31,Inner Regional Australia,0.9120153,Acceptable,Good,0
30500302,Bundaberg - Surrounds,32,Outer Regional Australia,0.0879847,Good,Good,0
30500401,Blackwater,32,Outer Regional Australia,1,Good,Good,0
30500402,Central Highlands,32,Outer Regional Australia,0.2594057,Good,Good,0
30500402,Central Highlands,33,Remote Australia,0.7204172,Poor,Good,0
30500402,Central Highlands,34,Very Remote Australia,0.0201771,Acceptable,Good,0
30500403,Emerald,32,Outer Regional Australia,1,Good,Good,0
30500404,Woorabinda,33,Remote Australia,1,Poor,Good,0
30500501,Fraser Coast,31,Inner Regional Australia,0.9865344,Acceptable,Good,0
30500501,Fraser Coast,32,Outer Regional Australia,0.0089993,Good,Good,1
30500501,Fraser Coast,33,Remote Australia,0.0044663,Poor,Good,1
30500502,Hervey Bay,31,Inner Regional Australia,1,Acceptable,Good,0
30500503,Maryborough,31,Inner Regional Australia,1,Acceptable,Good,0
30500601,Gladstone - City,31,Inner Regional Australia,1,Acceptable,Good,0
30500602,Gladstone - South Coast,32,Outer Regional Australia,1,Good,Good,0
30500603,Gladstone - Surrounds,31,Inner Regional Australia,0.9016074,Acceptable,Good,0
30500603,Gladstone - Surrounds,32,Outer Regional Australia,0.0934135,Good,Good,0
30500603,Gladstone - Surrounds,33,Remote Australia,0.0049791,Poor,Good,1
30500701,Dysart,32,Outer Regional Australia,1,Good,Good,0
30500702,Moranbah,32,Outer Regional Australia,1,Good,Good,0
30500703,Nebo - Clermont,32,Outer Regional Australia,0.2603803,Good,Good,0
30500703,Nebo - Clermont,33,Remote Australia,0.6946807,Poor,Good,0
30500703,Nebo - Clermont,34,Very Remote Australia,0.044939,Acceptable,Good,0
30500801,Eidsvold,32,Outer Regional Australia,1,Good,Good,0
30500802,Gayndah,32,Outer Regional Australia,1,Good,Good,0
30500803,North Burnett - Rural,32,Outer Regional Australia,0.9776539,Good,Good,0
30500803,North Burnett - Rural,33,Remote Australia,0.0223461,Poor,Good,0
30500901,Gracemere,31,Inner Regional Australia,1,Acceptable,Good,0
30500902,Mount Morgan,31,Inner Regional Australia,0.9126488,Acceptable,Good,0
30500902,Mount Morgan,32,Outer Regional Australia,0.0873512,Good,Good,0
30500903,Rockhampton,31,Inner Regional Australia,1,Acceptable,Good,0
30500904,Rockhampton - North,31,Inner Regional Australia,0.917888,Acceptable,Good,0
30500904,Rockhampton - North,32,Outer Regional Australia,0.0625262,Good,Good,0
30500904,Rockhampton - North,33,Remote Australia,0.0195533,Poor,Good,0
30500904,Rockhampton - North,34,Very Remote Australia,3.25E-05,Acceptable,Good,1
30500905,Rockhampton - South,31,Inner Regional Australia,0.6893336,Acceptable,Good,0
30500905,Rockhampton - South,32,Outer Regional Australia,0.3106664,Good,Good,0
30500906,Yeppoon,31,Inner Regional Australia,1,Acceptable,Good,0
30600101,Balonne exc. St George and Dirranbandi,33,Remote Australia,0.6705357,Poor,Good,0
30600101,Balonne exc. St George and Dirranbandi,34,Very Remote Australia,0.3294643,Acceptable,Good,0
30600102,Dirranbandi,34,Very Remote Australia,1,Acceptable,Good,0
30600103,St George,33,Remote Australia,1,Poor,Good,0
30600201,Bulloo - Quilpie - Barcoo,34,Very Remote Australia,1,Acceptable,Good,0
30600301,Cherbourg,31,Inner Regional Australia,1,Acceptable,Good,0
30600401,Cooloola,,,0.0006003,Acceptable,Good,4
30600401,Cooloola,31,Inner Regional Australia,0.9993997,Acceptable,Good,0
30600402,Gympie,31,Inner Regional Australia,1,Acceptable,Good,0
30600501,Dalby,31,Inner Regional Australia,1,Acceptable,Good,0
30600601,Goondiwindi  - Surrounds,32,Outer Regional Australia,0.9090711,Good,Good,0
30600601,Goondiwindi  - Surrounds,33,Remote Australia,0.0909289,Poor,Good,0
30600602,Goondiwindi,32,Outer Regional Australia,1,Good,Good,0
30600603,Stanthorpe,32,Outer Regional Australia,1,Good,Good,0
30600701,Jondaryan,31,Inner Regional Australia,1,Acceptable,Good,0
30600702,Oakey,31,Inner Regional Australia,1,Acceptable,Good,0
30600801,Maranoa exc. Roma and Mitchell,32,Outer Regional Australia,0.1139338,Good,Good,0
30600801,Maranoa exc. Roma and Mitchell,33,Remote Australia,0.7752364,Poor,Good,0
30600801,Maranoa exc. Roma and Mitchell,34,Very Remote Australia,0.1108298,Acceptable,Good,0
30600802,Mitchell,34,Very Remote Australia,1,Acceptable,Good,0
30600803,Roma,32,Outer Regional Australia,1,Good,Good,0
30600901,Murgon,31,Inner Regional Australia,0.6001879,Acceptable,Good,0
30600901,Murgon,32,Outer Regional Australia,0.3998121,Good,Good,0
30601001,Murweh,34,Very Remote Australia,1,Acceptable,Good,0
30601101,Nanango - Kilkivan,31,Inner Regional Australia,0.6184135,Acceptable,Good,0
30601101,Nanango - Kilkivan,32,Outer Regional Australia,0.3815865,Good,Good,0
30601201,Paroo,34,Very Remote Australia,1,Acceptable,Good,0
30601301,Kingaroy,31,Inner Regional Australia,0.9371493,Acceptable,Good,0
30601301,Kingaroy,32,Outer Regional Australia,0.0628507,Good,Good,0
30601302,Wondai,32,Outer Regional Australia,1,Good,Good,0
30601401,Warwick,31,Inner Regional Australia,1,Acceptable,Good,0
30601402,Warwick - Surrounds,31,Inner Regional Australia,0.8676072,Acceptable,Good,0
30601402,Warwick - Surrounds,32,Outer Regional Australia,0.1323928,Good,Good,0
30601501,Toowoomba - Central,31,Inner Regional Australia,1,Acceptable,Good,0
30601601,Crows Nest,31,Inner Regional Australia,1,Acceptable,Good,0
30601602,Rosalie,31,Inner Regional Australia,0.9500912,Acceptable,Good,0
30601602,Rosalie,32,Outer Regional Australia,0.0499088,Good,Good,0
30601701,Greenmount - Clifton - Cambooya,31,Inner Regional Australia,1,Acceptable,Good,0
30601702,Millmerran,31,Inner Regional Australia,0.4750977,Acceptable,Good,0
30601702,Millmerran,32,Outer Regional Australia,0.5249023,Good,Good,0
30601703,Pittsworth,31,Inner Regional Australia,1,Acceptable,Good,0
30601801,Chinchilla,32,Outer Regional Australia,1,Good,Good,0
30601802,Murilla - Wandoan,32,Outer Regional Australia,0.7088518,Good,Good,0
30601802,Murilla - Wandoan,33,Remote Australia,0.2911482,Poor,Good,0
30601803,Tara (Qld),32,Outer Regional Australia,0.7647687,Good,Good,0
30601803,Tara (Qld),33,Remote Australia,0.2352313,Poor,Good,0
30601804,Wambo,31,Inner Regional Australia,0.557661,Acceptable,Good,0
30601804,Wambo,32,Outer Regional Australia,0.442339,Good,Good,0
30700101,Hammond Island,,,0.0273973,Acceptable,Good,2
30700101,Hammond Island,34,Very Remote Australia,0.9726027,Acceptable,Good,0
30700102,Horn Island,34,Very Remote Australia,1,Acceptable,Good,0
30700103,Muralag and Inner Islands,34,Very Remote Australia,1,Acceptable,Good,0
30700104,Port Kennedy (Thursday Island),,,0.0006668,Acceptable,Good,4
30700104,Port Kennedy (Thursday Island),34,Very Remote Australia,0.9993332,Acceptable,Good,0
30700105,TRAWQ (Thursday Island),34,Very Remote Australia,1,Acceptable,Good,0
30700201,Boigu Island,34,Very Remote Australia,1,Acceptable,Good,0
30700202,Dauan Island,34,Very Remote Australia,1,Acceptable,Good,0
30700203,Saibai Island,34,Very Remote Australia,1,Acceptable,Good,0
30700301,Badu Island,34,Very Remote Australia,1,Acceptable,Good,0
30700302,Kubin (Moa Island),,,3.20E-05,Acceptable,Good,4
30700302,Kubin (Moa Island),34,Very Remote Australia,0.999968,Acceptable,Good,0
30700303,Mabuiag Island,34,Very Remote Australia,1,Acceptable,Good,0
30700304,St Pauls (Moa Island),34,Very Remote Australia,1,Acceptable,Good,0
30700401,Iama (Yam) Island,34,Very Remote Australia,1,Acceptable,Good,0
30700402,Poruma (Coconut) Island,34,Very Remote Australia,1,Acceptable,Good,0
30700403,Warraber Island,34,Very Remote Australia,1,Acceptable,Good,0
30700404,Masig (Yorke Island),34,Very Remote Australia,1,Acceptable,Good,0
30700501,Erub (Darnley) Island,34,Very Remote Australia,1,Acceptable,Good,0
30700502,Mer (Murray) Island,34,Very Remote Australia,1,Acceptable,Good,0
30700503,Ugar (Stephens) Island,,,0.1332368,Acceptable,Good,2
30700503,Ugar (Stephens) Island,34,Very Remote Australia,0.8667632,Acceptable,Good,0
30900101,Atherton,32,Outer Regional Australia,1,Good,Good,0
30900201,Barron,32,Outer Regional Australia,1,Good,Good,0
30900202,Cairns - City,32,Outer Regional Australia,1,Good,Good,0
30900203,Cairns - North,32,Outer Regional Australia,1,Good,Good,0
30900204,Cairns - West,32,Outer Regional Australia,1,Good,Good,0
30900205,Cairns - White Rock - Mt Sheridan,32,Outer Regional Australia,1,Good,Good,0
