ILOC_CODE_2021,ILOC_NAME_2021,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
50701101,Gingin - Dandaragan - Chittering,51,Inner Regional Australia,0.551441,Acceptable,Good,0
50701101,Gingin - Dandaragan - Chittering,52,Outer Regional Australia,0.448559,Good,Good,0
50701102,Moora,52,Outer Regional Australia,1,Good,Good,0
50701201,Murray - Boddington,51,Inner Regional Australia,0.8331053,Acceptable,Good,0
50701201,Murray - Boddington,52,Outer Regional Australia,0.1668947,Good,Good,0
50701202,Pinjarra,50,Major Cities of Australia,0.6574169,Good,Good,0
50701202,Pinjarra,51,Inner Regional Australia,0.3425831,Acceptable,Good,0
50701203,Waroona,51,Inner Regional Australia,1,Acceptable,Good,0
50701301,Katanning,52,Outer Regional Australia,1,Good,Good,0
50701302,Narrogin - Wagin,52,Outer Regional Australia,1,Good,Good,0
50701401,Northam,51,Inner Regional Australia,1,Acceptable,Good,0
50701501,Augusta - Margaret River,51,Inner Regional Australia,0.9740568,Acceptable,Good,0
50701501,Augusta - Margaret River,52,Outer Regional Australia,0.0259432,Good,Good,0
50701502,Bridgetown - Scott River East,51,Inner Regional Australia,0.2843868,Acceptable,Good,0
50701502,Bridgetown - Scott River East,52,Outer Regional Australia,0.7156132,Good,Good,0
50701503,Capel - Dardanup,51,Inner Regional Australia,1,Acceptable,Good,0
50701504,Collie,51,Inner Regional Australia,1,Acceptable,Good,0
50701505,Donnybrook - Balingup,51,Inner Regional Australia,1,Acceptable,Good,0
50800101,Derby,54,Very Remote Australia,1,Good,Good,0
50800102,Karmarlinunga - Djimu Nguda - Budulah,54,Very Remote Australia,1,Good,Good,0
50800103,Mowanjum,54,Very Remote Australia,1,Good,Good,0
50800301,Bayulu,54,Very Remote Australia,1,Good,Good,0
50800302,Djugerari,54,Very Remote Australia,1,Good,Good,0
50800303,Fitzroy River - Surrounds,54,Very Remote Australia,1,Good,Good,0
50800304,Joy Springs,54,Very Remote Australia,1,Good,Good,0
50800305,Kooraby,54,Very Remote Australia,1,Good,Good,0
50800306,Muludja,54,Very Remote Australia,1,Good,Good,0
50800307,Wangkatjungka,54,Very Remote Australia,1,Good,Good,0
50800308,Yakanarra,54,Very Remote Australia,1,Good,Good,0
50800501,Burawa - Darlngunaya - Bungardi,54,Very Remote Australia,1,Good,Good,0
50800502,Fitzroy Crossing,54,Very Remote Australia,1,Good,Good,0
50800503,Fitzroy Crossing - Surrounds,54,Very Remote Australia,1,Good,Good,0
50800504,Junjuwa,54,Very Remote Australia,1,Good,Good,0
50800505,Mindi Rardi - Kurnangki - Loanbun,54,Very Remote Australia,1,Good,Good,0
50800506,Yungngora,54,Very Remote Australia,1,Good,Good,0
50800601,Jarlmadangah Burru,54,Very Remote Australia,1,Good,Good,0
50800602,Kupungarri,54,Very Remote Australia,1,Good,Good,0
50800603,Looma,54,Very Remote Australia,1,Good,Good,0
50800604,Outer Derby - West Kimberley,54,Very Remote Australia,1,Good,Good,0
50800605,Pandanus Park,54,Very Remote Australia,1,Good,Good,0
59499494,No usual address (WA),59,No usual address (WA),1,Good,Good,0
59799797,Migratory - Offshore - Shipping (WA),55,Migratory - Offshore - Shipping (WA),1,Good,Good,0
60100101,Devonport,61,Inner Regional Australia,0.9171453,Good,Good,0
60100101,Devonport,62,Outer Regional Australia,0.0828547,Acceptable,Good,0
60100102,Ulverstone - Penguin,62,Outer Regional Australia,1,Acceptable,Good,0
60100103,Ulverstone - Penguin - Surrounds,62,Outer Regional Australia,1,Acceptable,Good,0
60100201,Campbell Town,62,Outer Regional Australia,1,Acceptable,Good,0
60100202,Central Highlands (Tas.),62,Outer Regional Australia,0.8397013,Acceptable,Good,0
60100202,Central Highlands (Tas.),63,Remote Australia,0.1602987,Poor,Good,0
60100203,Derwent Valley,61,Inner Regional Australia,0.8672245,Good,Good,0
60100203,Derwent Valley,62,Outer Regional Australia,0.1319732,Acceptable,Good,0
60100203,Derwent Valley,63,Remote Australia,0.0008023,Poor,Good,1
60100204,Longford - Evandale,61,Inner Regional Australia,0.9525217,Good,Good,0
60100204,Longford - Evandale,62,Outer Regional Australia,0.0474783,Acceptable,Good,0
60100205,Southern Midlands,61,Inner Regional Australia,0.2333548,Good,Good,0
60100205,Southern Midlands,62,Outer Regional Australia,0.7666452,Acceptable,Good,0
60100301,Brighton,61,Inner Regional Australia,1,Good,Good,0
60100302,Clarence,61,Inner Regional Australia,0.9676556,Good,Good,0
60100302,Clarence,62,Outer Regional Australia,0.0323444,Acceptable,Good,0
60100303,Glenorchy,61,Inner Regional Australia,1,Good,Good,0
60100304,Hobart,61,Inner Regional Australia,1,Good,Good,0
60100401,Cygnet,62,Outer Regional Australia,1,Acceptable,Good,0
60100402,Geeveston,62,Outer Regional Australia,1,Acceptable,Good,0
60100403,Huonville - South Cape,62,Outer Regional Australia,1,Acceptable,Good,0
60100501,Kingborough,61,Inner Regional Australia,0.9277602,Good,Good,0
60100501,Kingborough,62,Outer Regional Australia,0.0722398,Acceptable,Good,0
60100601,Launceston,61,Inner Regional Australia,0.9527644,Good,Good,0
60100601,Launceston,62,Outer Regional Australia,0.0472356,Acceptable,Good,0
60100701,Blackstone - Prospect Vale,61,Inner Regional Australia,1,Good,Good,0
60100702,Kentish,62,Outer Regional Australia,1,Acceptable,Good,0
60100703,Meander Valley,61,Inner Regional Australia,0.0883891,Good,Good,0
60100703,Meander Valley,62,Outer Regional Australia,0.9116109,Acceptable,Good,0
60100801,Break O'Day,62,Outer Regional Australia,0.9748153,Acceptable,Good,0
60100801,Break O'Day,63,Remote Australia,0.0251847,Poor,Good,0
60100802,Dorset,62,Outer Regional Australia,1,Acceptable,Good,0
60100803,Flinders,64,Very Remote Australia,1,Poor,Good,0
60100804,George Town,62,Outer Regional Australia,1,Acceptable,Good,0
60100901,Glamorgan - Spring Day,62,Outer Regional Australia,0.4261191,Acceptable,Good,0
60100901,Glamorgan - Spring Day,63,Remote Australia,0.5738809,Poor,Good,0
60100902,Sorell,61,Inner Regional Australia,0.8277066,Good,Good,0
60100902,Sorell,62,Outer Regional Australia,0.1722934,Acceptable,Good,0
60100903,Tasman,62,Outer Regional Australia,1,Acceptable,Good,0
60101001,Burnie,62,Outer Regional Australia,1,Acceptable,Good,0
60101002,Circular Head - King Island,62,Outer Regional Australia,0.755444,Acceptable,Good,0
60101002,Circular Head - King Island,63,Remote Australia,0.0778469,Poor,Good,0
60101002,Circular Head - King Island,64,Very Remote Australia,0.1667091,Poor,Good,0
60101003,Waratah,62,Outer Regional Australia,1,Acceptable,Good,0
60101004,Wynyard,62,Outer Regional Australia,1,Acceptable,Good,0
60101005,Zeehan - Franklin,63,Remote Australia,1,Poor,Good,0
60101101,Latrobe - Hawley Beach,61,Inner Regional Australia,0.3280673,Good,Good,0
60101101,Latrobe - Hawley Beach,62,Outer Regional Australia,0.6719327,Acceptable,Good,0
60101102,West Tamar,61,Inner Regional Australia,0.6918165,Good,Good,0
60101102,West Tamar,62,Outer Regional Australia,0.3081835,Acceptable,Good,0
69499494,No usual address (Tas.),69,No usual address (Tas.),1,Good,Good,0
69799797,Migratory - Offshore - Shipping (Tas.),65,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
70300101,Alawa,72,Outer Regional Australia,1,Good,Good,0
70300102,Brinkin - Nakara,72,Outer Regional Australia,1,Good,Good,0
70300201,Anula,72,Outer Regional Australia,1,Good,Good,0
70300202,Wulagi,72,Outer Regional Australia,1,Good,Good,0
70300301,Bagot Community,72,Outer Regional Australia,1,Good,Good,0
70300302,Coconut Grove - Ludmilla,72,Outer Regional Australia,1,Good,Good,0
70300303,Kulaluk,72,Outer Regional Australia,1,Good,Good,0
70300304,Minmarama Park,72,Outer Regional Australia,1,Good,Good,0
70300401,Adelaide River - Coomalie,73,Remote Australia,1,Good,Good,0
70300402,Batchelor,73,Remote Australia,1,Good,Good,0
70300403,Belyuen,73,Remote Australia,1,Good,Good,0
70300404,Cox - Finniss,73,Remote Australia,1,Good,Good,0
70300501,Darwin - Central,72,Outer Regional Australia,1,Good,Good,0
70300502,Fannie Bay - Parap,72,Outer Regional Australia,1,Good,Good,0
70300503,Larrakeyah - The Gardens,72,Outer Regional Australia,1,Good,Good,0
70300504,Stuart Park - Bayview - Woolner,72,Outer Regional Australia,1,Good,Good,0
70300601,Karama,72,Outer Regional Australia,1,Good,Good,0
70300701,Acacia-Larrakia,72,Outer Regional Australia,1,Good,Good,0
70300702,Bees Creek - Virginia,72,Outer Regional Australia,1,Good,Good,0
70300703,Darwin River - Berry Springs - Southport,72,Outer Regional Australia,1,Good,Good,0
70300704,Howard Springs - Gunn Point,72,Outer Regional Australia,1,Good,Good,0
70300705,Humpty Doo - Elizabeth Valley,72,Outer Regional Australia,1,Good,Good,0
70300706,Knuckey Lagoon,72,Outer Regional Australia,1,Good,Good,0
70300801,Malak,72,Outer Regional Australia,1,Good,Good,0
70300901,Marrara - Winnellie - Berrimah,72,Outer Regional Australia,1,Good,Good,0
70301001,Jingili,72,Outer Regional Australia,1,Good,Good,0
70301002,Millner,72,Outer Regional Australia,1,Good,Good,0
70301101,Moil,72,Outer Regional Australia,1,Good,Good,0
70301102,Wagaman,72,Outer Regional Australia,1,Good,Good,0
70301103,Wanguri,72,Outer Regional Australia,1,Good,Good,0
70301201,Nightcliff,72,Outer Regional Australia,1,Good,Good,0
70301202,Rapid Creek,72,Outer Regional Australia,1,Good,Good,0
70301301,Bakewell - Rosebery - Mitchell,72,Outer Regional Australia,1,Good,Good,0
70301302,Driver,72,Outer Regional Australia,1,Good,Good,0
70301303,Farrar - Durack - Marlow Lagoon,72,Outer Regional Australia,1,Good,Good,0
70301304,Gray,72,Outer Regional Australia,1,Good,Good,0
70301305,Moulden,72,Outer Regional Australia,1,Good,Good,0
70301306,Palmerston Indigenous Village,72,Outer Regional Australia,1,Good,Good,0
70301307,Woodroffe,72,Outer Regional Australia,1,Good,Good,0
70301401,Lyons - Lee Point - Leanyer,72,Outer Regional Australia,1,Good,Good,0
70301402,Tiwi,72,Outer Regional Australia,1,Good,Good,0
70400101,Douglas-Daly,73,Remote Australia,0.3890608,Good,Good,0
70400101,Douglas-Daly,74,Very Remote Australia,0.6109392,Good,Good,0
70400102,Emu Point,74,Very Remote Australia,1,Good,Good,0
70400103,Nauiyu Nambiyu,74,Very Remote Australia,1,Good,Good,0
70400104,Nganmarriyanga (Palumpa),74,Very Remote Australia,1,Good,Good,0
70400105,Peppimenarti,74,Very Remote Australia,1,Good,Good,0
70400106,Pine Creek,73,Remote Australia,1,Good,Good,0
70400201,Jabiru,73,Remote Australia,1,Good,Good,0
70400202,Kakadu - Marrakai - Surrounds,73,Remote Australia,1,Good,Good,0
70400203,Mudginberri,73,Remote Australia,1,Good,Good,0
70400301,Maningrida,74,Very Remote Australia,1,Good,Good,0
70400302,Maningrida Outstations,74,Very Remote Australia,1,Good,Good,0
70400401,Cobourg Peninsula - Demed Homelands,74,Very Remote Australia,1,Good,Good,0
70400402,Gunbalanya,73,Remote Australia,1,Good,Good,0
70400403,Mamadawerre,74,Very Remote Australia,1,Good,Good,0
70400404,Manmoyi,74,Very Remote Australia,1,Good,Good,0
70400405,Minjilang,74,Very Remote Australia,1,Good,Good,0
70400406,Warruwi,74,Very Remote Australia,1,Good,Good,0
70400501,Thamarrurr exc. Wadeye,74,Very Remote Australia,1,Good,Good,0
70400502,Wadeye,74,Very Remote Australia,1,Good,Good,0
70400601,Milikapiti,74,Very Remote Australia,1,Good,Good,0
70400602,Pirlangimpi,74,Very Remote Australia,1,Good,Good,0
70400603,Tiwi Islands - Wilderness,74,Very Remote Australia,1,Good,Good,0
70400604,Wurrumiyanga (Nguiu),73,Remote Australia,1,Good,Good,0
70500101,Borroloola exc. Mara - Yanyula,74,Very Remote Australia,1,Good,Good,0
70500102,Mara,74,Very Remote Australia,1,Good,Good,0
70500103,Yanyula,74,Very Remote Australia,1,Good,Good,0
70500201,Daguragu,74,Very Remote Australia,1,Good,Good,0
70500202,Kalkarindji,74,Very Remote Australia,1,Good,Good,0
70500301,Barunga,74,Very Remote Australia,1,Good,Good,0
70500303,Elsey Roper - Surrounds,74,Very Remote Australia,1,Good,Good,0
70500304,Jilkminggan,74,Very Remote Australia,1,Good,Good,0
70500305,Manyallaluk,74,Very Remote Australia,1,Good,Good,0
70500306,Mataranka - Mulggan,74,Very Remote Australia,1,Good,Good,0
70500307,Wugular (Beswick),74,Very Remote Australia,1,Good,Good,0
70500308,Bulman,74,Very Remote Australia,1,Good,Good,0
70500309,Weemol,74,Very Remote Australia,1,Good,Good,0
70500401,Mabunji - Mungoorbada Outstations,74,Very Remote Australia,1,Good,Good,0
70500402,Minyerri,74,Very Remote Australia,1,Good,Good,0
70500403,Rittarangu,74,Very Remote Australia,1,Good,Good,0
70500404,Robinson River (Mungoorbada),74,Very Remote Australia,1,Good,Good,0
70500405,Yugul Mangi Outstations,74,Very Remote Australia,1,Good,Good,0
70500501,Binjari,73,Remote Australia,1,Good,Good,0
70500502,Katherine exc. Town Camps,73,Remote Australia,1,Good,Good,0
70500503,Miali Brumby - Warlpiri,73,Remote Australia,1,Good,Good,0
70500504,Rockhole,73,Remote Australia,1,Good,Good,0
70500601,Lajamanu,74,Very Remote Australia,1,Good,Good,0
70500701,Ngukurr,74,Very Remote Australia,1,Good,Good,0
70500801,Amanbidji (Mialuni),74,Very Remote Australia,1,Good,Good,0
70500802,Bulla,74,Very Remote Australia,1,Good,Good,0
70500803,Daguragu Outstations,74,Very Remote Australia,1,Good,Good,0
70500804,Timber Creek,74,Very Remote Australia,1,Good,Good,0
70500805,Timber Creek - Surrounds,74,Very Remote Australia,1,Good,Good,0
70500901,Pigeon Hole,74,Very Remote Australia,1,Good,Good,0
70500902,Walangeri Outstations,74,Very Remote Australia,1,Good,Good,0
70500903,Yarralin,74,Very Remote Australia,1,Good,Good,0
70600101,Alyangula,74,Very Remote Australia,1,Good,Good,0
70600102,Angurugu,74,Very Remote Australia,1,Good,Good,0
70600103,Angurugu Outstations,74,Very Remote Australia,1,Good,Good,0
70600104,Milyakburra and Outstations,74,Very Remote Australia,1,Good,Good,0
70600105,Umbakumba and Outstations,74,Very Remote Australia,1,Good,Good,0
70600201,Gapuwiyak,74,Very Remote Australia,1,Good,Good,0
70600202,Gapuwiyak Outstations,74,Very Remote Australia,1,Good,Good,0
70600301,Dhalinybuy,74,Very Remote Australia,1,Good,Good,0
70600302,Gan Gan,74,Very Remote Australia,1,Good,Good,0
70600303,Gumatj - Surrounds,74,Very Remote Australia,1,Good,Good,0
70600304,Laynhapuy,74,Very Remote Australia,1,Good,Good,0
70600305,Yilpara,74,Very Remote Australia,1,Good,Good,0
70600401,Galiwinku,74,Very Remote Australia,1,Good,Good,0
70600402,Marthakal Homelands exc. Galiwinku,74,Very Remote Australia,1,Good,Good,0
70600501,Gunyangara,74,Very Remote Australia,1,Good,Good,0
70600502,Nhulunbuy,74,Very Remote Australia,1,Good,Good,0
70600601,Numbulwar and Outstations,,,0.0179183,Acceptable,Good,2
70600601,Numbulwar and Outstations,74,Very Remote Australia,0.9820817,Good,Good,0
70600701,Milingimbi,74,Very Remote Australia,1,Good,Good,0
70600704,Ramingining,74,Very Remote Australia,1,Good,Good,0
70600705,Ramingining - Milingimbi Outstations,74,Very Remote Australia,1,Good,Good,0
70600801,Yirrkala,74,Very Remote Australia,1,Good,Good,0
70700101,Ali Curung,74,Very Remote Australia,1,Good,Good,0
70700201,Alpurrurulam,74,Very Remote Australia,1,Good,Good,0
70700301,Barkly Tablelands - Outstations,74,Very Remote Australia,1,Good,Good,0
70700302,Elliott Surrounds - Outstations,74,Very Remote Australia,1,Good,Good,0
70700303,Imangara,74,Very Remote Australia,1,Good,Good,0
70700304,Julalikari - Outstations,74,Very Remote Australia,1,Good,Good,0
70700305,Tara,74,Very Remote Australia,1,Good,Good,0
70700401,Elliott,74,Very Remote Australia,1,Good,Good,0
70700501,Kargaru,74,Very Remote Australia,1,Good,Good,0
70700502,Marla Marla - Village Camp,74,Very Remote Australia,1,Good,Good,0
70700503,Ngalpa Ngalpa - Wuppa,74,Very Remote Australia,1,Good,Good,0
70700504,Tennant Creek exc. Town Camps,74,Very Remote Australia,1,Good,Good,0
70700601,Canteen Creek,74,Very Remote Australia,1,Good,Good,0
70700602,Wutunugurra,74,Very Remote Australia,1,Good,Good,0
70800101,Charles,73,Remote Australia,1,Good,Good,0
70800102,Flynn,73,Remote Australia,1,Good,Good,0
70800103,Heavitree,73,Remote Australia,1,Good,Good,0
70800104,Ilparpa community,73,Remote Australia,1,Good,Good,0
70800105,Larapinta,73,Remote Australia,1,Good,Good,0
70800106,Mount Johns,73,Remote Australia,1,Good,Good,0
70800107,Ross,73,Remote Australia,1,Good,Good,0
70800108,Yirara College and Surrounds,73,Remote Australia,1,Good,Good,0
70800201,Anthelk Ewlpaye,73,Remote Australia,1,Good,Good,0
70800202,Anthepe - New Llparpa - Tyeweretye,73,Remote Australia,1,Good,Good,0
70800203,Ewyenper - Ilpeye - Irklancha,73,Remote Australia,1,Good,Good,0
70800204,Ilperle-Tyathe - Mt Nancy - Aper-Alwerr,73,Remote Australia,1,Good,Good,0
70800205,Inarlenge - Mpwetyerre,73,Remote Australia,1,Good,Good,0
70800206,Nyewente - Akngwertnarre - Namatjira,73,Remote Australia,1,Good,Good,0
70800207,Yarrenyty-Arltere,73,Remote Australia,1,Good,Good,0
70900101,Amoonguna,73,Remote Australia,1,Good,Good,0
70900102,Santa Teresa (Ltyentye Purte),73,Remote Australia,1,Good,Good,0
70900103,South MacDonnell Ranges,73,Remote Australia,1,Good,Good,0
70900104,Titjikala,73,Remote Australia,1,Good,Good,0
70900201,Ampilatwatja and Outstations,74,Very Remote Australia,1,Good,Good,0
70900301,Anmatjere - Surrounds,74,Very Remote Australia,1,Good,Good,0
70900302,Anmatjere - Ti Tree,74,Very Remote Australia,1,Good,Good,0
70900303,Laramba,74,Very Remote Australia,1,Good,Good,0
70900304,Nturiya,74,Very Remote Australia,1,Good,Good,0
70900305,Pmara Jutunta,74,Very Remote Australia,1,Good,Good,0
70900306,Wilora,74,Very Remote Australia,1,Good,Good,0
70900401,Apatula (Finke),74,Very Remote Australia,1,Good,Good,0
70900402,Apatula (Finke) Homelands - East,74,Very Remote Australia,1,Good,Good,0
70900403,Apatula (Finke) Homelands - West,74,Very Remote Australia,1,Good,Good,0
70900501,Atitjere,74,Very Remote Australia,1,Good,Good,0
70900502,Atitjere - Akarnenehe Outstations,74,Very Remote Australia,1,Good,Good,0
70900503,Engawala,74,Very Remote Australia,1,Good,Good,0
70900601,Haasts Bluff and Outstations,74,Very Remote Australia,1,Good,Good,0
70900602,Mount Liebig and Outstations,74,Very Remote Australia,1,Good,Good,0
70900701,Hermannsburg,74,Very Remote Australia,1,Good,Good,0
70900801,Kaltukatjara (Docker River),74,Very Remote Australia,1,Good,Good,0
70900802,Kaltukatjara Outstations,74,Very Remote Australia,1,Good,Good,0
70900901,Imanpa (Mount Ebenezer ),74,Very Remote Australia,1,Good,Good,0
70900902,Mutitjulu - Uluru,74,Very Remote Australia,1,Good,Good,0
70901001,Nyirripi,74,Very Remote Australia,1,Good,Good,0
70901002,Tanami Outstations,74,Very Remote Australia,1,Good,Good,0
70901101,Papunya,74,Very Remote Australia,1,Good,Good,0
70901102,Papunya Outstations,74,Very Remote Australia,1,Good,Good,0
70901201,Atneltyey,74,Very Remote Australia,1,Good,Good,0
70901202,Illeuwurru - Inkawenyerre,74,Very Remote Australia,1,Good,Good,0
70901203,Irrultja,74,Very Remote Australia,1,Good,Good,0
70901204,Utopia - Arawerr - Arlparra,74,Very Remote Australia,1,Good,Good,0
70901301,Walungurru (Kintore),74,Very Remote Australia,1,Good,Good,0
70901302,Walungurru Outstations,74,Very Remote Australia,1,Good,Good,0
70901401,Areyonga,74,Very Remote Australia,1,Good,Good,0
70901402,Ingkerreke Outstations,73,Remote Australia,1,Good,Good,0
70901403,Tjuwanpa Outstations,74,Very Remote Australia,1,Good,Good,0
70901404,Wallace Rockhole,74,Very Remote Australia,1,Good,Good,0
70901501,Willowra,74,Very Remote Australia,1,Good,Good,0
70901601,Yuelamu,74,Very Remote Australia,1,Good,Good,0
70901701,Yuendumu and Outstations,74,Very Remote Australia,1,Good,Good,0
79499494,No usual address (NT),79,No usual address (NT),1,Good,Good,0
79799797,Migratory - Offshore - Shipping (NT),75,Migratory - Offshore - Shipping (NT),1,Good,Good,0
80100101,Belconnen,80,Major Cities of Australia,1,Good,Good,0
80100102,Braddon - Kowen,80,Major Cities of Australia,0.9995947,Good,Good,0
80100102,Braddon - Kowen,81,Inner Regional Australia,0.0004053,Poor,Good,1
80100103,Gungahlin,80,Major Cities of Australia,1,Good,Good,0
80100201,Narrabundah - Weston,80,Major Cities of Australia,1,Good,Good,0
80100202,Tuggeranong,80,Major Cities of Australia,0.9995189,Good,Good,0
80100202,Tuggeranong,81,Inner Regional Australia,0.0004811,Poor,Good,1
80100301,Stromlo - Namadgi,80,Major Cities of Australia,0.947878,Good,Good,0
80100301,Stromlo - Namadgi,81,Inner Regional Australia,0.052122,Poor,Good,0
89499494,No usual address (ACT),89,No usual address (ACT),1,Good,Good,0
89799797,Migratory - Offshore - Shipping (ACT),85,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
90100101,Christmas Island,94,Very Remote Australia,1,Good,Good,0
90100201,Cocos (Keeling) Islands,94,Very Remote Australia,1,Good,Good,0
90200101,Jervis Bay exc. Wreck Bay,91,Inner Regional Australia,1,Good,Good,0
90200102,Wreck Bay,91,Inner Regional Australia,1,Good,Good,0
90300101,Norfolk Island,94,Very Remote Australia,1,Good,Good,0
99499494,No usual address (OT),99,No usual address (OT),1,Good,Good,0
99799797,Migratory - Offshore - Shipping (OT),95,Migratory - Offshore - Shipping (OT),1,Good,Good,0
ZZZZZZZZ,Outside Australia,,,,NA,Good,3
