SA2_CODE_2021,SA2_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
301021013,Victoria Point,301,Brisbane,1,Good,Good,0
301021550,North Stradbroke Island,301,Brisbane,1,Good,Good,0
301021551,Southern Moreton Bay Islands,301,Brisbane,1,Good,Good,0
301031014,Brisbane Port - Lytton,301,Brisbane,1,Good,Good,0
301031015,Manly - Lota,301,Brisbane,1,Good,Good,0
301031016,Manly West,301,Brisbane,1,Good,Good,0
301031017,Murarrie,301,Brisbane,1,Good,Good,0
301031018,Tingalpa,301,Brisbane,1,Good,Good,0
301031019,Wakerley,301,Brisbane,1,Good,Good,0
301031020,Wynnum,301,Brisbane,1,Good,Good,0
301031021,Wynnum West - Hemmant,301,Brisbane,1,Good,Good,0
302011022,Bald Hills,301,Brisbane,1,Good,Good,0
302011023,Bridgeman Downs,301,Brisbane,1,Good,Good,0
302011024,Carseldine,301,Brisbane,1,Good,Good,0
302011025,Everton Park,301,Brisbane,1,Good,Good,0
302011026,McDowall,301,Brisbane,1,Good,Good,0
302021027,Aspley,301,Brisbane,1,Good,Good,0
302021028,Chermside,301,Brisbane,1,Good,Good,0
302021029,Chermside West,301,Brisbane,1,Good,Good,0
302021030,Geebung,301,Brisbane,1,Good,Good,0
302021031,Kedron - Gordon Park,301,Brisbane,1,Good,Good,0
302021032,Stafford,301,Brisbane,1,Good,Good,0
302021033,Stafford Heights,301,Brisbane,1,Good,Good,0
302021034,Wavell Heights,301,Brisbane,1,Good,Good,0
302031035,Boondall,301,Brisbane,1,Good,Good,0
302031036,Brisbane Airport,301,Brisbane,1,Good,Good,0
302031037,Eagle Farm - Pinkenba,301,Brisbane,1,Good,Good,0
302031038,Northgate - Virginia,301,Brisbane,1,Good,Good,0
302031039,Nudgee - Banyo,301,Brisbane,1,Good,Good,0
302031040,Nundah,301,Brisbane,1,Good,Good,0
302041041,Bracken Ridge,301,Brisbane,1,Good,Good,0
302041042,Brighton (Qld),301,Brisbane,1,Good,Good,0
302041043,Deagon,301,Brisbane,1,Good,Good,0
302041044,Sandgate - Shorncliffe,301,Brisbane,1,Good,Good,0
302041045,Taigum - Fitzgibbon,301,Brisbane,1,Good,Good,0
302041046,Zillmere,301,Brisbane,1,Good,Good,0
303011047,Camp Hill,301,Brisbane,1,Good,Good,0
303011048,Cannon Hill,301,Brisbane,1,Good,Good,0
303011049,Carina,301,Brisbane,1,Good,Good,0
303011050,Carina Heights,301,Brisbane,1,Good,Good,0
303011051,Carindale,301,Brisbane,1,Good,Good,0
303021052,Annerley,301,Brisbane,1,Good,Good,0
303021053,Coorparoo,301,Brisbane,1,Good,Good,0
303021054,Fairfield - Dutton Park,301,Brisbane,1,Good,Good,0
303021055,Greenslopes,301,Brisbane,1,Good,Good,0
303021056,Holland Park,301,Brisbane,1,Good,Good,0
303021057,Holland Park West,301,Brisbane,1,Good,Good,0
303021058,Woolloongabba,301,Brisbane,1,Good,Good,0
303021059,Yeronga,301,Brisbane,1,Good,Good,0
303031060,Eight Mile Plains,301,Brisbane,1,Good,Good,0
303031061,Macgregor (Qld),301,Brisbane,1,Good,Good,0
303031062,Mansfield (Qld),301,Brisbane,1,Good,Good,0
303031063,Mount Gravatt,301,Brisbane,1,Good,Good,0
303031064,Rochedale - Burbank,301,Brisbane,1,Good,Good,0
303031065,Upper Mount Gravatt,301,Brisbane,1,Good,Good,0
303031066,Wishart,301,Brisbane,1,Good,Good,0
303041067,Coopers Plains,301,Brisbane,1,Good,Good,0
303041068,Moorooka,301,Brisbane,1,Good,Good,0
303041069,Robertson,301,Brisbane,1,Good,Good,0
303041070,Salisbury - Nathan,301,Brisbane,1,Good,Good,0
303041071,Tarragindi,301,Brisbane,1,Good,Good,0
303051072,Algester,301,Brisbane,1,Good,Good,0
303051073,Calamvale - Stretton,301,Brisbane,1,Good,Good,0
303051074,Pallara - Willawong,301,Brisbane,1,Good,Good,0
303051075,Parkinson - Drewvale,301,Brisbane,1,Good,Good,0
303051076,Rocklea - Acacia Ridge,301,Brisbane,1,Good,Good,0
303061077,Kuraby,301,Brisbane,1,Good,Good,0
303061078,Runcorn,301,Brisbane,1,Good,Good,0
303061079,Sunnybank,301,Brisbane,1,Good,Good,0
303061080,Sunnybank Hills,301,Brisbane,1,Good,Good,0
304011081,Jindalee - Mount Ommaney,301,Brisbane,1,Good,Good,0
304011082,Middle Park - Jamboree Heights,301,Brisbane,1,Good,Good,0
304011083,Riverhills,301,Brisbane,1,Good,Good,0
304011084,Seventeen Mile Rocks - Sinnamon Park,301,Brisbane,1,Good,Good,0
304011085,Westlake,301,Brisbane,1,Good,Good,0
304021086,Bellbowrie - Moggill,301,Brisbane,1,Good,Good,0
304021087,Brookfield - Kenmore Hills,301,Brisbane,1,Good,Good,0
304021088,Chapel Hill,301,Brisbane,1,Good,Good,0
304021089,Fig Tree Pocket,301,Brisbane,1,Good,Good,0
304021090,Kenmore,301,Brisbane,1,Good,Good,0
304021091,Pinjarra Hills - Pullenvale,301,Brisbane,1,Good,Good,0
304031092,Chelmer - Graceville,301,Brisbane,1,Good,Good,0
304031093,Corinda,301,Brisbane,1,Good,Good,0
304031094,Indooroopilly,301,Brisbane,1,Good,Good,0
304031095,Sherwood,301,Brisbane,1,Good,Good,0
304031096,St Lucia,301,Brisbane,1,Good,Good,0
304031097,Taringa,301,Brisbane,1,Good,Good,0
304041098,Enoggera,301,Brisbane,1,Good,Good,0
304041099,Enoggera Reservoir,301,Brisbane,1,Good,Good,0
304041100,Keperra,301,Brisbane,1,Good,Good,0
304041101,Mitchelton,301,Brisbane,1,Good,Good,0
304041102,Mount Coot-tha,301,Brisbane,1,Good,Good,0
304041103,The Gap,301,Brisbane,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,301,Brisbane,1,Good,Good,0
305011105,Brisbane City,301,Brisbane,1,Good,Good,0
305011106,Fortitude Valley,301,Brisbane,1,Good,Good,0
305011107,Highgate Hill,301,Brisbane,1,Good,Good,0
305011108,Kangaroo Point,301,Brisbane,1,Good,Good,0
305011109,New Farm,301,Brisbane,1,Good,Good,0
305011110,South Brisbane,301,Brisbane,1,Good,Good,0
305011111,Spring Hill,301,Brisbane,1,Good,Good,0
305011112,West End,301,Brisbane,1,Good,Good,0
305021113,Balmoral,301,Brisbane,1,Good,Good,0
305021114,Bulimba,301,Brisbane,1,Good,Good,0
305021115,East Brisbane,301,Brisbane,1,Good,Good,0
305021116,Hawthorne,301,Brisbane,1,Good,Good,0
305021117,Morningside - Seven Hills,301,Brisbane,1,Good,Good,0
305021118,Norman Park,301,Brisbane,1,Good,Good,0
305031119,Albion,301,Brisbane,1,Good,Good,0
305031120,Alderley,301,Brisbane,1,Good,Good,0
305031121,Ascot,301,Brisbane,1,Good,Good,0
305031122,Clayfield,301,Brisbane,1,Good,Good,0
305031123,Grange,301,Brisbane,1,Good,Good,0
305031124,Hamilton (Qld),301,Brisbane,1,Good,Good,0
305031125,Hendra,301,Brisbane,1,Good,Good,0
305031126,Kelvin Grove - Herston,301,Brisbane,1,Good,Good,0
305031127,Newmarket,301,Brisbane,1,Good,Good,0
305031128,Newstead - Bowen Hills,301,Brisbane,1,Good,Good,0
305031129,Wilston,301,Brisbane,1,Good,Good,0
305031130,Windsor,301,Brisbane,1,Good,Good,0
305031131,Wooloowin - Lutwyche,301,Brisbane,1,Good,Good,0
305041132,Ashgrove,301,Brisbane,1,Good,Good,0
305041133,Auchenflower,301,Brisbane,1,Good,Good,0
305041134,Bardon,301,Brisbane,1,Good,Good,0
305041135,Paddington - Milton,301,Brisbane,1,Good,Good,0
305041136,Red Hill (Qld),301,Brisbane,1,Good,Good,0
305041137,Toowong,301,Brisbane,1,Good,Good,0
306011138,Brinsmead,309,Cairns - Atherton,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,309,Cairns - Atherton,1,Good,Good,0
306011140,Freshwater - Stratford,309,Cairns - Atherton,1,Good,Good,0
306011141,Redlynch,309,Cairns - Atherton,1,Good,Good,0
306011142,Trinity Beach - Smithfield,309,Cairns - Atherton,1,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,309,Cairns - Atherton,1,Good,Good,0
306021144,Bentley Park,309,Cairns - Atherton,1,Good,Good,0
306021145,Cairns City,309,Cairns - Atherton,1,Good,Good,0
306021146,Earlville - Bayview Heights,309,Cairns - Atherton,1,Good,Good,0
306021147,Edmonton,309,Cairns - Atherton,1,Good,Good,0
306021148,Gordonvale - Trinity,309,Cairns - Atherton,1,Good,Good,0
306021149,Kanimbla - Mooroobool,309,Cairns - Atherton,1,Good,Good,0
306021150,Lamb Range,309,Cairns - Atherton,1,Good,Good,0
306021151,Manoora,309,Cairns - Atherton,1,Good,Good,0
306021152,Manunda,309,Cairns - Atherton,1,Good,Good,0
306021153,Mount Sheridan,309,Cairns - Atherton,1,Good,Good,0
306021154,Westcourt - Bungalow,309,Cairns - Atherton,1,Good,Good,0
306021155,White Rock,309,Cairns - Atherton,1,Good,Good,0
306021156,Whitfield - Edge Hill,309,Cairns - Atherton,1,Good,Good,0
306021157,Woree,309,Cairns - Atherton,1,Good,Good,0
306031158,Babinda,309,Cairns - Atherton,1,Good,Good,0
306031159,Innisfail,309,Cairns - Atherton,1,Good,Good,0
306031160,Johnstone,309,Cairns - Atherton,1,Good,Good,0
306031161,Tully,309,Cairns - Atherton,1,Good,Good,0
306031162,Wooroonooran,309,Cairns - Atherton,1,Good,Good,0
306031163,Yarrabah,309,Cairns - Atherton,1,Good,Good,0
306041164,Daintree,309,Cairns - Atherton,1,Good,Good,0
306041165,Port Douglas,309,Cairns - Atherton,1,Good,Good,0
306051166,Atherton,309,Cairns - Atherton,1,Good,Good,0
306051167,Herberton,309,Cairns - Atherton,1,Good,Good,0
306051168,Kuranda,309,Cairns - Atherton,1,Good,Good,0
306051169,Malanda - Yungaburra,309,Cairns - Atherton,1,Good,Good,0
306051170,Mareeba,309,Cairns - Atherton,1,Good,Good,0
307011171,Balonne,306,Toowoomba - Roma,1,Good,Good,0
307011172,Chinchilla,306,Toowoomba - Roma,1,Good,Good,0
307011173,Goondiwindi,306,Toowoomba - Roma,1,Good,Good,0
307011174,Inglewood - Waggamba,306,Toowoomba - Roma,1,Good,Good,0
307011175,Miles - Wandoan,306,Toowoomba - Roma,1,Good,Good,0
307011176,Roma,306,Toowoomba - Roma,1,Good,Good,0
307011177,Roma Surrounds,306,Toowoomba - Roma,1,Good,Good,0
307011178,Tara,306,Toowoomba - Roma,1,Good,Good,0
307021179,Crows Nest - Rosalie,306,Toowoomba - Roma,1,Good,Good,0
307021180,Jondaryan,306,Toowoomba - Roma,1,Good,Good,0
307021181,Millmerran,306,Toowoomba - Roma,1,Good,Good,0
307021182,Pittsworth,306,Toowoomba - Roma,1,Good,Good,0
307021183,Wambo,306,Toowoomba - Roma,1,Good,Good,0
307031184,Clifton - Greenmount,306,Toowoomba - Roma,1,Good,Good,0
307031185,Southern Downs - East,306,Toowoomba - Roma,1,Good,Good,0
307031186,Southern Downs - West,306,Toowoomba - Roma,1,Good,Good,0
307031187,Stanthorpe,306,Toowoomba - Roma,1,Good,Good,0
307031188,Stanthorpe Surrounds,306,Toowoomba - Roma,1,Good,Good,0
307031189,Warwick,306,Toowoomba - Roma,1,Good,Good,0
308011190,Central Highlands - East,305,Rockhampton,1,Good,Good,0
308011191,Central Highlands - West,305,Rockhampton,1,Good,Good,0
308011192,Emerald,305,Rockhampton,1,Good,Good,0
308031205,Berserker,305,Rockhampton,1,Good,Good,0
308031206,Bouldercombe,305,Rockhampton,1,Good,Good,0
308031207,Emu Park,305,Rockhampton,1,Good,Good,0
308031208,Frenchville - Mount Archer,305,Rockhampton,1,Good,Good,0
308031209,Glenlee - Rockyview,305,Rockhampton,1,Good,Good,0
308031210,Gracemere,305,Rockhampton,1,Good,Good,0
308031211,Lakes Creek,305,Rockhampton,1,Good,Good,0
308031212,Mount Morgan,305,Rockhampton,1,Good,Good,0
308031213,Norman Gardens,305,Rockhampton,1,Good,Good,0
308031214,Park Avenue,305,Rockhampton,1,Good,Good,0
308031215,Parkhurst - Kawana,305,Rockhampton,1,Good,Good,0
308031216,Rockhampton - West,305,Rockhampton,1,Good,Good,0
308031217,Rockhampton City,305,Rockhampton,1,Good,Good,0
308031218,Rockhampton Surrounds - East,305,Rockhampton,1,Good,Good,0
308031219,Rockhampton Surrounds - North,305,Rockhampton,1,Good,Good,0
308031220,Rockhampton Surrounds - West,305,Rockhampton,1,Good,Good,0
308031221,Shoalwater Bay,305,Rockhampton,1,Good,Good,0
308031222,The Range - Allenstown,305,Rockhampton,1,Good,Good,0
308031223,Yeppoon,305,Rockhampton,1,Good,Good,0
308041528,Banana,305,Rockhampton,1,Good,Good,0
308041529,Biloela,305,Rockhampton,1,Good,Good,0
308051530,Agnes Water - Miriam Vale,305,Rockhampton,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,305,Rockhampton,1,Good,Good,0
308051532,Callemondah,305,Rockhampton,1,Good,Good,0
308051533,Clinton - New Auckland,305,Rockhampton,1,Good,Good,0
308051534,Gladstone,305,Rockhampton,1,Good,Good,0
308051535,Gladstone Hinterland,305,Rockhampton,1,Good,Good,0
308051536,Kin Kora - Sun Valley,305,Rockhampton,1,Good,Good,0
308051537,South Trees,305,Rockhampton,1,Good,Good,0
308051538,Telina - Toolooa,305,Rockhampton,1,Good,Good,0
308051539,West Gladstone,305,Rockhampton,1,Good,Good,0
309011224,Broadbeach Waters,301,Brisbane,1,Good,Good,0
309011225,Burleigh Heads,301,Brisbane,1,Good,Good,0
309011226,Burleigh Waters,301,Brisbane,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,301,Brisbane,1,Good,Good,0
309011228,Mermaid Waters,301,Brisbane,1,Good,Good,0
309011229,Miami,301,Brisbane,1,Good,Good,0
309021230,Coolangatta,301,Brisbane,1,Good,Good,0
309021231,Currumbin - Tugun,301,Brisbane,1,Good,Good,0
309021232,Currumbin Waters,301,Brisbane,1,Good,Good,0
309021233,Elanora,301,Brisbane,1,Good,Good,0
309021234,Palm Beach,301,Brisbane,1,Good,Good,0
309031235,Arundel,301,Brisbane,1,Good,Good,0
309031236,Biggera Waters,301,Brisbane,1,Good,Good,0
309031237,Coombabah,301,Brisbane,1,Good,Good,0
309031238,Labrador,301,Brisbane,1,Good,Good,0
309031239,Paradise Point - Hollywell,301,Brisbane,1,Good,Good,0
309031240,Runaway Bay,301,Brisbane,1,Good,Good,0
309041241,Guanaba - Springbrook,301,Brisbane,1,Good,Good,0
309041242,Tamborine - Canungra,301,Brisbane,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,301,Brisbane,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,301,Brisbane,1,Good,Good,0
309051245,Reedy Creek - Andrews,301,Brisbane,1,Good,Good,0
309061246,Carrara,301,Brisbane,1,Good,Good,0
309061247,Highland Park,301,Brisbane,1,Good,Good,0
309061248,Nerang - Mount Nathan,301,Brisbane,1,Good,Good,0
309061249,Pacific Pines - Gaven,301,Brisbane,1,Good,Good,0
309061250,Worongary - Tallai,301,Brisbane,1,Good,Good,0
309071251,Coomera,301,Brisbane,1,Good,Good,0
309071252,Helensvale,301,Brisbane,1,Good,Good,0
309071253,Hope Island,301,Brisbane,1,Good,Good,0
309071254,Jacobs Well - Alberton,301,Brisbane,1,Good,Good,0
309071256,Oxenford - Maudsland,301,Brisbane,1,Good,Good,0
309071552,Ormeau (East) - Stapylton,301,Brisbane,1,Good,Good,0
309071553,Ormeau (West) - Yatala,301,Brisbane,1,Good,Good,0
309071554,Pimpama - North,301,Brisbane,1,Good,Good,0
309071555,Pimpama - South,301,Brisbane,1,Good,Good,0
309071556,Upper Coomera (South) - Wongawallan,301,Brisbane,1,Good,Good,0
309071557,Upper Coomera - North,301,Brisbane,1,Good,Good,0
309071558,Willow Vale - Pimpama (West),301,Brisbane,1,Good,Good,0
309081259,Clear Island Waters,301,Brisbane,1,Good,Good,0
309081260,Merrimac,301,Brisbane,1,Good,Good,0
309081262,Varsity Lakes,301,Brisbane,1,Good,Good,0
309081559,Robina - East,301,Brisbane,1,Good,Good,0
309081560,Robina - West,301,Brisbane,1,Good,Good,0
309091263,Ashmore,301,Brisbane,1,Good,Good,0
309091264,Molendinar,301,Brisbane,1,Good,Good,0
309091265,Parkwood,301,Brisbane,1,Good,Good,0
309091540,Southport - North,301,Brisbane,1,Good,Good,0
309091541,Southport - South,301,Brisbane,1,Good,Good,0
309101267,Benowa,301,Brisbane,1,Good,Good,0
309101268,Bundall,301,Brisbane,1,Good,Good,0
309101269,Main Beach,301,Brisbane,1,Good,Good,0
309101561,Surfers Paradise - North,301,Brisbane,1,Good,Good,0
309101562,Surfers Paradise - South,301,Brisbane,1,Good,Good,0
310011271,Darra - Sumner,301,Brisbane,1,Good,Good,0
310011272,Durack,301,Brisbane,1,Good,Good,0
310011274,Inala - Richlands,301,Brisbane,1,Good,Good,0
310011275,Oxley (Qld),301,Brisbane,1,Good,Good,0
310011276,Wacol,301,Brisbane,1,Good,Good,0
310011563,Doolandella,301,Brisbane,1,Good,Good,0
310011564,Forest Lake - Ellen Grove,301,Brisbane,1,Good,Good,0
310021277,Boonah,301,Brisbane,1,Good,Good,0
310021278,Esk,301,Brisbane,1,Good,Good,0
310021279,Lake Manchester - England Creek,301,Brisbane,1,Good,Good,0
310021280,Lockyer Valley - East,301,Brisbane,1,Good,Good,0
310021281,Lowood,301,Brisbane,1,Good,Good,0
310021282,Rosewood,301,Brisbane,1,Good,Good,0
310031283,Brassall,301,Brisbane,1,Good,Good,0
310031284,Bundamba,301,Brisbane,1,Good,Good,0
310031285,Churchill - Yamanto,301,Brisbane,1,Good,Good,0
310031286,Ipswich - Central,301,Brisbane,1,Good,Good,0
310031287,Ipswich - East,301,Brisbane,1,Good,Good,0
310031288,Ipswich - North,301,Brisbane,1,Good,Good,0
310031289,Karalee - Barellan Point,301,Brisbane,1,Good,Good,0
310031290,Karana Downs,301,Brisbane,1,Good,Good,0
310031291,Leichhardt - One Mile,301,Brisbane,1,Good,Good,0
310031292,North Ipswich - Tivoli,301,Brisbane,1,Good,Good,0
310031293,Raceview,301,Brisbane,1,Good,Good,0
310031294,Ripley,301,Brisbane,1,Good,Good,0
310031295,Riverview,301,Brisbane,1,Good,Good,0
310041297,Camira - Gailes,301,Brisbane,1,Good,Good,0
310041298,Carole Park,301,Brisbane,1,Good,Good,0
310041299,Collingwood Park - Redbank,301,Brisbane,1,Good,Good,0
310041300,Goodna,301,Brisbane,1,Good,Good,0
310041301,New Chum,301,Brisbane,1,Good,Good,0
310041302,Redbank Plains,301,Brisbane,1,Good,Good,0
310041303,Springfield,301,Brisbane,1,Good,Good,0
310041304,Springfield Lakes,301,Brisbane,1,Good,Good,0
310041565,Augustine Heights - Brookwater,301,Brisbane,1,Good,Good,0
310041566,Bellbird Park,301,Brisbane,1,Good,Good,0
311011305,Beaudesert,301,Brisbane,1,Good,Good,0
311021306,Beenleigh,301,Brisbane,1,Good,Good,0
311021307,Eagleby,301,Brisbane,1,Good,Good,0
311021308,Edens Landing - Holmview,301,Brisbane,1,Good,Good,0
311021309,Mount Warren Park,301,Brisbane,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,301,Brisbane,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,301,Brisbane,1,Good,Good,0
311031312,Browns Plains,301,Brisbane,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,301,Brisbane,1,Good,Good,0
311031314,Crestmead,301,Brisbane,1,Good,Good,0
311031315,Greenbank Military Camp,301,Brisbane,1,Good,Good,0
311031316,Hillcrest,301,Brisbane,1,Good,Good,0
311031317,Marsden,301,Brisbane,1,Good,Good,0
311031318,Munruben - Park Ridge South,301,Brisbane,1,Good,Good,0
311031319,Regents Park - Heritage Park,301,Brisbane,1,Good,Good,0
311041322,Logan Village,301,Brisbane,1,Good,Good,0
311041567,Flagstone (East) - Riverbend,301,Brisbane,1,Good,Good,0
311041568,Flagstone (West) - New Beith,301,Brisbane,1,Good,Good,0
311041569,Greenbank - North Maclean,301,Brisbane,1,Good,Good,0
311041570,Jimboomba - Glenlogan,301,Brisbane,1,Good,Good,0
311041571,Yarrabilba,301,Brisbane,1,Good,Good,0
311051323,Bethania - Waterford,301,Brisbane,1,Good,Good,0
311051324,Cornubia - Carbrook,301,Brisbane,1,Good,Good,0
311051325,Loganholme - Tanah Merah,301,Brisbane,1,Good,Good,0
311051326,Loganlea,301,Brisbane,1,Good,Good,0
311051327,Shailer Park,301,Brisbane,1,Good,Good,0
311051328,Waterford West,301,Brisbane,1,Good,Good,0
311061329,Daisy Hill,301,Brisbane,1,Good,Good,0
311061330,Kingston (Qld),301,Brisbane,1,Good,Good,0
311061331,Logan Central,301,Brisbane,1,Good,Good,0
311061332,Rochedale South - Priestdale,301,Brisbane,1,Good,Good,0
311061333,Slacks Creek,301,Brisbane,1,Good,Good,0
311061334,Springwood,301,Brisbane,1,Good,Good,0
311061335,Underwood,301,Brisbane,1,Good,Good,0
311061336,Woodridge,301,Brisbane,1,Good,Good,0
312011337,Bowen,310,Townsville - Mackay,1,Good,Good,0
312011338,Broadsound - Nebo,305,Rockhampton,1,Good,Good,0
312011339,Clermont,305,Rockhampton,1,Good,Good,0
312011340,Collinsville,310,Townsville - Mackay,1,Good,Good,0
312011341,Moranbah,305,Rockhampton,1,Good,Good,0
312021342,Andergrove - Beaconsfield,310,Townsville - Mackay,1,Good,Good,0
312021343,East Mackay,310,Townsville - Mackay,1,Good,Good,0
312021344,Eimeo - Rural View,310,Townsville - Mackay,1,Good,Good,0
312021345,Eungella Hinterland,310,Townsville - Mackay,1,Good,Good,0
312021346,Mackay,310,Townsville - Mackay,1,Good,Good,0
312021347,Mackay Harbour,310,Townsville - Mackay,1,Good,Good,0
312021348,Mount Pleasant - Glenella,310,Townsville - Mackay,1,Good,Good,0
312021349,North Mackay,310,Townsville - Mackay,1,Good,Good,0
312021350,Ooralea - Bakers Creek,310,Townsville - Mackay,1,Good,Good,0
312021351,Pioneer Valley,310,Townsville - Mackay,1,Good,Good,0
312021352,Sarina,310,Townsville - Mackay,1,Good,Good,0
312021353,Seaforth - Calen,310,Townsville - Mackay,1,Good,Good,0
312021354,Shoal Point - Bucasia,310,Townsville - Mackay,1,Good,Good,0
312021355,Slade Point,310,Townsville - Mackay,1,Good,Good,0
312021356,South Mackay,310,Townsville - Mackay,1,Good,Good,0
312021357,Walkerston - Eton,310,Townsville - Mackay,1,Good,Good,0
312021358,West Mackay,310,Townsville - Mackay,1,Good,Good,0
312031359,Airlie - Whitsundays,310,Townsville - Mackay,1,Good,Good,0
312031360,Cape Conway,310,Townsville - Mackay,1,Good,Good,0
312031361,Proserpine,310,Townsville - Mackay,1,Good,Good,0
313011362,Beachmere - Sandstone Point,301,Brisbane,1,Good,Good,0
313011363,Bribie Island,301,Brisbane,1,Good,Good,0
313021364,Burpengary - East,301,Brisbane,1,Good,Good,0
313021366,Caboolture - South,301,Brisbane,1,Good,Good,0
313021367,Elimbah,301,Brisbane,1,Good,Good,0
313021368,Morayfield - East,301,Brisbane,1,Good,Good,0
313021369,Wamuran,301,Brisbane,1,Good,Good,0
313021572,Caboolture - East,301,Brisbane,1,Good,Good,0
313021573,Caboolture - West,301,Brisbane,1,Good,Good,0
313031370,Kilcoy,301,Brisbane,1,Good,Good,0
313031371,Woodford - D'Aguilar,301,Brisbane,1,Good,Good,0
313041372,Burpengary,301,Brisbane,1,Good,Good,0
313041373,Deception Bay,301,Brisbane,1,Good,Good,0
313041374,Morayfield,301,Brisbane,1,Good,Good,0
313041375,Narangba,301,Brisbane,1,Good,Good,0
313041376,Upper Caboolture,301,Brisbane,1,Good,Good,0
313051377,Clontarf,301,Brisbane,1,Good,Good,0
313051378,Margate - Woody Point,301,Brisbane,1,Good,Good,0
313051379,Redcliffe,301,Brisbane,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,301,Brisbane,1,Good,Good,0
313051574,Moreton Island,301,Brisbane,1,Good,Good,0
313051575,Scarborough - Newport,301,Brisbane,1,Good,Good,0
314011382,Albany Creek,301,Brisbane,1,Good,Good,0
314011383,Cashmere,301,Brisbane,1,Good,Good,0
314011384,Dayboro,301,Brisbane,1,Good,Good,0
314011385,Eatons Hill,301,Brisbane,1,Good,Good,0
314011386,The Hills District,301,Brisbane,1,Good,Good,0
314011387,Samford Valley,301,Brisbane,1,Good,Good,0
314021389,Murrumba Downs - Griffin,301,Brisbane,1,Good,Good,0
314021576,Dakabin,301,Brisbane,1,Good,Good,0
314021577,Kallangur,301,Brisbane,1,Good,Good,0
314021578,Mango Hill,301,Brisbane,1,Good,Good,0
314021579,North Lakes,301,Brisbane,1,Good,Good,0
314031391,Bray Park,301,Brisbane,1,Good,Good,0
314031392,Lawnton,301,Brisbane,1,Good,Good,0
314031393,Petrie,301,Brisbane,1,Good,Good,0
314031394,Strathpine - Brendale,301,Brisbane,1,Good,Good,0
315011395,Aurukun,303,Cape York,1,Good,Good,0
315011396,Cape York,303,Cape York,0.9644394,Good,Good,0
315011396,Cape York,309,Cairns - Atherton,0.0355606,Good,Good,0
315011397,Croydon - Etheridge,309,Cairns - Atherton,1,Good,Good,0
315011398,Kowanyama - Pormpuraaw,303,Cape York,1,Good,Good,0
315011399,Northern Peninsula,303,Cape York,1,Good,Good,0
315011400,Tablelands,309,Cairns - Atherton,1,Good,Good,0
315011401,Torres,303,Cape York,0.0056365,Good,Good,1
315011401,Torres,307,Torres Strait,0.9943635,Good,Good,0
315011402,Torres Strait Islands,307,Torres Strait,1,Good,Good,0
315011403,Weipa,303,Cape York,1,Good,Good,0
315021404,Carpentaria,304,Mount Isa,1,Good,Good,0
315021405,Mount Isa,304,Mount Isa,1,Good,Good,0
315021406,Mount Isa Surrounds,304,Mount Isa,1,Good,Good,0
315021407,Northern Highlands,304,Mount Isa,0.2708924,Good,Good,0
315021407,Northern Highlands,310,Townsville - Mackay,0.7291076,Good,Good,0
315031408,Barcaldine - Blackall,305,Rockhampton,1,Good,Good,0
315031409,Charleville,306,Toowoomba - Roma,1,Good,Good,0
315031410,Far Central West,304,Mount Isa,0.8540147,Good,Good,0
315031410,Far Central West,306,Toowoomba - Roma,0.1459853,Good,Good,0
315031411,Far South West,306,Toowoomba - Roma,1,Good,Good,0
315031412,Longreach,305,Rockhampton,1,Good,Good,0
316011413,Buderim - North,301,Brisbane,1,Good,Good,0
316011414,Buderim - South,301,Brisbane,1,Good,Good,0
316011415,Mountain Creek,301,Brisbane,1,Good,Good,0
316011416,Sippy Downs,301,Brisbane,1,Good,Good,0
316021417,Aroona - Currimundi,301,Brisbane,1,Good,Good,0
316021418,Buddina - Minyama,301,Brisbane,1,Good,Good,0
316021419,Caloundra - Kings Beach,301,Brisbane,1,Good,Good,0
316021421,Golden Beach - Pelican Waters,301,Brisbane,1,Good,Good,0
316021422,Moffat Beach - Battery Hill,301,Brisbane,1,Good,Good,0
316021423,Parrearra - Warana,301,Brisbane,1,Good,Good,0
316021424,Wurtulla - Birtinya,301,Brisbane,1,Good,Good,0
316021580,Caloundra West - Baringa,301,Brisbane,1,Good,Good,0
316021581,Meridan Plains - Little Mountain (North),301,Brisbane,1,Good,Good,0
316031425,Coolum Beach,301,Brisbane,1,Good,Good,0
316031426,Marcoola - Mudjimba,301,Brisbane,1,Good,Good,0
316031427,Maroochydore - Kuluin,301,Brisbane,1,Good,Good,0
316031428,Mooloolaba - Alexandra Headland,301,Brisbane,1,Good,Good,0
316051434,Noosa Heads,301,Brisbane,1,Good,Good,0
316051435,Noosaville,301,Brisbane,1,Good,Good,0
