LOCALITY_PID,LOCALITY_NAME,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
SA194,CADELL,40101002,Mid Murray,1,Good,Good,0
SA195,CADELL LAGOON,40101002,Mid Murray,1,Good,Good,0
SA196,CADGEE,40101901,Limestone Coast,1,Good,Good,0
SA197,CALCA,40300201,Eyre Peninsula,1,Good,Good,0
SA198,CALIPH,40101001,Loxton - Waikerie,1,Good,Good,0
SA199,CALLINGTON,40100202,Mount Barker,0.4753363,Good,Good,0
SA199,CALLINGTON,40101201,Murray Bridge,0.5246637,Good,Good,0
SA2,ADELAIDE,40100101,Adelaide - Central,1,Good,Good,0
SA20,ANAMA,40102201,Wakefield - Clare and Gilbert Valleys,1,Good,Good,0
SA200,CALOMBA,40100301,Barossa,1,Good,Good,0
SA201,CALOOTE,40101002,Mid Murray,0.9038226,Good,Good,0
SA201,CALOOTE,40101201,Murray Bridge,0.0961774,Good,Good,0
SA202,CALTOWIE,40200401,Flinders Ranges,1,Good,Good,0
SA203,CALTOWIE NORTH,40200401,Flinders Ranges,1,Good,Good,0
SA204,CALTOWIE WEST,40200401,Flinders Ranges,1,Good,Good,0
SA205,CAMBRAI,40101002,Mid Murray,1,Good,Good,0
SA206,CAMDEN PARK,40100902,West Torrens,1,Good,Good,0
SA207,CAMPBELLTOWN,40100501,Campbelltown,1,Good,Good,0
SA208,CAMPOONA,40300201,Eyre Peninsula,1,Good,Good,0
SA209,CANNAWIGARA,40101901,Limestone Coast,1,Good,Good,0
SA21,ANDAMOOKA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210,CANOWIE,40200401,Flinders Ranges,1,Good,Good,0
SA210006014,ST CLAIR,40100604,Charles Sturt - North-East,1,Good,Good,0
SA210006015,MOORILLAH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006016,BOSWORTH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006017,MOUNT EBA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006018,MOUNT VIVIAN,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006019,CHUNDARIA,40300202,Maralinga Tjarutja,1,Good,Good,0
SA210006020,EDIACARA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006021,MITCHIDY MOOLA,40300203,South-West Coast,1,Good,Good,0
SA210006022,LAKE TORRENS STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006023,WILGENA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006024,WIRRAMINNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006025,MILLERS CREEK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006026,PURPLE DOWNS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006027,STUARTS CREEK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006028,MOUNT ARDEN,40200601,Whyalla,1,Good,Good,0
SA210006029,OAKDEN HILLS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006030,HILTABA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006031,INGOMAR,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006032,MCDOUALL PEAK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006033,ROXBY DOWNS STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006034,COOYERDOO,40200601,Whyalla,1,Good,Good,0
SA210006035,IRON BARON,40200601,Whyalla,1,Good,Good,0
SA210006036,SECRET ROCKS,40200601,Whyalla,1,Good,Good,0
SA210006037,YUDNAPINNA,40200601,Whyalla,1,Good,Good,0
SA210006038,GAWLER RANGES,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006039,WILKATANA STATION,40200601,Whyalla,1,Good,Good,0
SA210006040,FLINDERS RANGES,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006041,SOUTH GAP,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006042,ISLAND LAGOON,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006043,YELTANA,40200601,Whyalla,1,Good,Good,0
SA210006044,WARTAKA,40200601,Whyalla,1,Good,Good,0
SA210006045,MOUNT FALKLAND,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006046,LAKE TORRENS,40200601,Whyalla,1,Good,Good,0
SA210006048,PINJARRA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006049,KATUNGA STATION,40200601,Whyalla,1,Good,Good,0
SA210006050,MIDDLEBACK RANGE,40200601,Whyalla,1,Good,Good,0
SA210006051,LAKE HARRIS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006052,ALPANA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006053,YARDEA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006054,BULGUNNIA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006055,COONDAMBO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006056,CORUNNA STATION,40200601,Whyalla,1,Good,Good,0
SA210006057,MYOLA STATION,40200601,Whyalla,1,Good,Good,0
SA210006058,AYERS RANGE SOUTH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006059,LAMBINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006060,DE ROSE HILL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006061,TIEYON,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006062,LOCKES CLAYPAN,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006063,MOOLOOLOO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006064,MOTPENA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006065,WALLERBERDINA,40200601,Whyalla,1,Good,Good,0
SA210006066,NILPENA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006067,ORATUNGA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006068,SIAM,40200601,Whyalla,1,Good,Good,0
SA210006069,GILLES DOWNS,40200601,Whyalla,1,Good,Good,0
SA210006070,LAKE GILLES,40200601,Whyalla,0.8,Good,Good,0
SA210006070,LAKE GILLES,40300201,Eyre Peninsula,0.2,Good,Good,0
SA210006071,BON BON,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006072,KOLENDO,40200601,Whyalla,1,Good,Good,0
SA210006073,LAKE GAIRDNER,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006074,LAKE MACFARLANE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006075,MOONAREE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006076,MOUNT IVE,40200601,Whyalla,1,Good,Good,0
SA210006077,NONNING,40200601,Whyalla,1,Good,Good,0
SA210006078,NARLABY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006079,NANBONA,40300203,South-West Coast,1,Good,Good,0
SA210006080,NULLARBOR,40300203,South-West Coast,1,Good,Good,0
SA210006081,YELLABINNA,40200303,Lake Eyre - Lake Torrens,1.10E-06,Good,Good,1
SA210006081,YELLABINNA,40300202,Maralinga Tjarutja,0.9999156,Good,Good,0
SA210006081,YELLABINNA,40300203,South-West Coast,8.33E-05,Good,Good,1
SA210006082,MAHANEWO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006083,THURLGA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006085,ARCOONA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006086,BUNGEROO,40300201,Eyre Peninsula,1,Good,Good,0
SA210006087,MARREE STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006088,MUNDOWDNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006089,PANDURRA,40200601,Whyalla,1,Good,Good,0
SA210006090,NORTH MOOLOOLOO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006091,GUM CREEK STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006092,PARAKYLIA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006093,CALLANNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006094,KOKATHA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006095,KONDOOLKA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006096,LAKE EVERARD,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006097,ANDAMOOKA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006098,PUTTAPA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006099,BURR WELL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006100,KOOTABERRA,40200601,Whyalla,1,Good,Good,0
SA210006101,CLAYTON STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006102,FARINA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006103,LEIGH CREEK STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006104,YADLAMALKA,40200601,Whyalla,1,Good,Good,0
SA210006105,CARRIEWERLOO,40200601,Whyalla,1,Good,Good,0
SA210006106,PERNATTY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006107,MYRTLE SPRINGS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006108,YALYMBOO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006109,WINTABATINYANA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006110,BILLA KALINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006111,EMEROO,40200503,Port Augusta - Surrounds,0.9982844,Poor,Good,0
SA210006111,EMEROO,40200601,Whyalla,0.0017156,Good,Good,1
SA210006112,YUMBARRA,40300203,South-West Coast,1,Good,Good,0
SA210006113,ILLEROO,40200601,Whyalla,1,Good,Good,0
SA210006114,WITCHELINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006115,LINCOLN GAP,40200503,Port Augusta - Surrounds,0.4000803,Poor,Good,0
SA210006115,LINCOLN GAP,40200601,Whyalla,0.5999197,Good,Good,0
SA210006116,UNO,40200601,Whyalla,0.5714273,Good,Good,0
SA210006116,UNO,40300201,Eyre Peninsula,0.4285727,Good,Good,0
SA210006117,COMMONWEALTH HILL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006118,MULGATHING,40200303,Lake Eyre - Lake Torrens,0.9999883,Good,Good,0
SA210006118,MULGATHING,40300202,Maralinga Tjarutja,1.17E-05,Good,Good,1
SA210006119,PLUMBAGO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006120,WORUMBA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006121,BIMBOWRIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006122,GAMMON RANGES,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006123,PARCOOLA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006124,PINE VALLEY STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006125,TAYLORVILLE STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006126,WITCHITIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006127,CALPERUM STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006128,BOOLCOOMATTA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006129,ARKAROOLA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006130,MOOLAWATANA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006131,KALAMURINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006132,BIBLIANDO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006133,BOLLARDS LAGOON,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006134,ALTON DOWNS STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006135,DULKANINNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006136,LAKE EYRE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006137,ERINGA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006138,ANNA CREEK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006139,ARCKARINGA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006140,MOUNT BARRY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006141,WILLIAM CREEK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006142,HOLOWILIENA SOUTH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006143,MERTY MERTY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006144,MULOORINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006145,MUNGERANIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006146,PANDIE PANDIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006147,TODMORDEN,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006148,MINBURRA PLAIN,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006149,COWARIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006150,MULYUNGARIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006151,WILCOWIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006152,MINBURRA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006153,FLORINA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006154,GRAMPUS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006155,ETADUNNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006156,MACUMBA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006157,SIMPSON DESERT,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006158,NORTH HILLS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006159,WILLIPPA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006160,KALABITY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006161,MARTINS WELL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006162,MELTON STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006163,MOUNT SERLE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006164,MULGA VIEW,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006165,MOUNT HAVELOCK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006166,WITJIRA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006167,WARRAWEENA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006168,UMBERATANA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006169,MUTOOROO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006170,WAROONEE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006171,ANGEPENA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006172,MANNERS WELL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006173,MANUNDA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006174,OULNINA PARK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006175,CLIFTON HILLS STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006176,MULKA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006177,CROWN POINT,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006178,MOUNT SARAH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006179,BULLOO CREEK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006180,PINDA SPRINGS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006181,WIRREALPA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006182,CORDILLO DOWNS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006183,GIDGEALPA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006184,LINDON,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006185,MOUNT FREELING,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006186,MOUNT LYNDHURST,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006187,MURNPEOWIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006188,STRZELECKI DESERT,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006189,WERTALOONA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006190,GLUEPOT,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006191,KALKAROO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006192,KOONAMORE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006193,MOOLEULOOLOO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006194,BARATTA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006195,ALLANDALE STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006196,EVELYN DOWNS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006197,MOUNT WILLOUGHBY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006198,WOOLTANA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006199,YANKANINNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006200,MOUNT CLARENCE STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006201,BLACK HILL STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006202,HOLOWILIENA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006203,CHOWILLA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006204,MOUNT VICTOR STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006205,WESTONS FLAT,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006206,QUINYAMBIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006207,UPALINNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006208,WILLOW SPRINGS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006209,MABEL CREEK,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006210,WINTINNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006211,WELBOURN HILL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006212,TIKALINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006213,WADNAMINGA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006214,PRELINNA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006215,SHAGGY RIDGE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006216,NILPINNA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006217,NARRINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006218,OULNINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006219,OUTALPA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006220,PINE CREEK STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006221,LAKE FROME,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006222,MINGARY,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006223,MUNDI MUNDI,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006224,NETLEY GAP,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006225,HAWKS NEST STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006227,OLD KOOMOOLOO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006228,WIAWERA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006229,WINNININNIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006230,BALAH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006231,BUNYUNG,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006232,CANEGRASS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006233,OAKVALE STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006234,YARRAMBA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006235,PUALCO RANGE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006236,BENDA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006237,WOMPINIE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006238,ABMINGA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006239,BINDARRAH,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006240,STURT VALE,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006241,CURNAMONA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006242,ERUDINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006243,DANGGALI,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006244,FARAWAY HILL,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006245,ANGORIGINA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006246,QUONDONG,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006247,WARNES,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006248,THREE CREEKS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006249,FROME DOWNS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006250,WEEKEROO,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006251,DEVONBOROUGH DOWNS,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006252,TEPCO STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006253,ERITH,40102201,Wakefield - Clare and Gilbert Valleys,1,Good,Good,0
SA210006254,BEETALOO VALLEY,40200401,Flinders Ranges,1,Good,Good,0
SA210006255,KENTON VALLEY,40100201,Adelaide Hills,1,Good,Good,0
SA210006256,WEEROONA ISLAND,40200401,Flinders Ranges,1,Good,Good,0
SA210006257,WEDGE ISLAND,40102303,Yorke Peninsula,1,Good,Good,0
SA210006258,DAVENPORT,40200501,Davenport,1,Good,Good,0
SA210006259,LAKE ALBERT,40101302,Murray Mallee,1,Good,Good,0
SA210006260,LAKE ALEXANDRINA,40100701,Fleurieu - Kangaroo Island,0.1619433,Good,Good,0
SA210006260,LAKE ALEXANDRINA,40101201,Murray Bridge,0.5465587,Good,Good,0
SA210006260,LAKE ALEXANDRINA,40101302,Murray Mallee,0.291498,Good,Good,0
SA210006261,CULTANA,40200503,Port Augusta - Surrounds,0.4424502,Poor,Good,0
SA210006261,CULTANA,40200601,Whyalla,0.5575498,Good,Good,0
SA210006263,MULGARIA,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006264,BELTANA STATION,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA210006265,KALKA,40200104,Kalka and Homelands,1,Good,Good,0
SA210006266,KALTJITI,40200105,Kaltjiti (Fregon) and Irintata Homelands,1,Good,Good,0
SA210006267,KANPI,40200106,Kanpi - Nyapari - Angatja,1,Good,Good,0
SA210006268,MIMILI,40200107,Mimili and Mimili Homelands,1,Good,Good,0
SA210006269,MURPUTJA,40200106,Kanpi - Nyapari - Angatja,1,Good,Good,0
SA210006270,NYAPARI,40200106,Kanpi - Nyapari - Angatja,1,Good,Good,0
SA210006271,PIPALYATJARA,40200108,Pipalyatjara,1,Good,Good,0
SA210006272,PUKATJA,40200109,Pukatja (Ernabella),1,Good,Good,0
SA210006273,UMUWA,40200105,Kaltjiti (Fregon) and Irintata Homelands,1,Good,Good,0
SA210006274,WATARRU,40200110,Watarru and Outstations,1,Poor,Good,0
SA210006275,WATINUMA,40200105,Kaltjiti (Fregon) and Irintata Homelands,1,Good,Good,0
SA210006276,YUNYARINYI,40200102,Anilalya Homelands,1,Poor,Good,0
SA210006277,AMATA,40200101,Amata - Tjurma Homelands,1,Good,Good,0
SA210006279,IWANTJA,40200103,Indulkana and Indulkana Homelands,1,Good,Good,0
SA210006280,LIGHTSVIEW,40101602,Port Adelaide - Enfield - East,1,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200101,Amata - Tjurma Homelands,0.1603453,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200102,Anilalya Homelands,0.4021349,Poor,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200103,Indulkana and Indulkana Homelands,0.0870847,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200104,Kalka and Homelands,6.68E-05,Good,Good,1
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200105,Kaltjiti (Fregon) and Irintata Homelands,0.3378351,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200106,Kanpi - Nyapari - Angatja,6.68E-05,Good,Good,1
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200107,Mimili and Mimili Homelands,0.0123998,Good,Good,0
SA210006281,ANANGU PITJANTJATJARA YANKUNYTJATJARA,40200110,Watarru and Outstations,6.68E-05,Poor,Good,1
SA210006282,OAK VALLEY,40300202,Maralinga Tjarutja,1,Good,Good,0
SA210006283,TONSLEY,40101101,Marion - Central,1,Good,Good,0
SA210006284,PARSONS BEACH,40102303,Yorke Peninsula,1,Good,Good,0
SA210006285,EYRE,40101504,Playford - West,1,Good,Good,0
SA210006286,CHITON,40100701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA210006287,BILLEROO WEST,40200303,Lake Eyre - Lake Torrens,1,Good,Good,0
SA211,CANOWIE BELT,40200401,Flinders Ranges,1,Good,Good,0
SA212,CANUNDA,,,9.00E-07,Poor,Good,4
SA212,CANUNDA,40101901,Limestone Coast,0.9999991,Good,Good,0
SA213,CAPE BORDA,40100701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA214,CAPE DOUGLAS,40101901,Limestone Coast,1,Good,Good,0
SA215,CAPE JAFFA,40101901,Limestone Coast,1,Good,Good,0
SA216,CAPE JERVIS,40100701,Fleurieu - Kangaroo Island,1,Good,Good,0
SA217,CARALUE,40300201,Eyre Peninsula,1,Good,Good,0
SA218,CARAWA,40300104,Tjutjunaku Worka Tjuta - Outer Homelands,0.5607801,Good,Good,0
SA218,CARAWA,40300201,Eyre Peninsula,0.4392199,Good,Good,0
SA219,CARCUMA,40101302,Murray Mallee,1,Good,Good,0
SA22,ANDREWS,40200401,Flinders Ranges,1,Good,Good,0
