LOCALITY_PID,LOCALITY_NAME,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW1188,CURRARONG,10600303,Shoalhaven,1,Good,Good,0
NSW1189,CURRAWANG,10600402,Snowy - Monaro,0.8237388,Good,Good,0
NSW1189,CURRAWANG,10600501,Goulburn Mulwaree,0.1762612,Good,Good,0
NSW119,AYLMERTON,10600503,Wingecaribee,1,Good,Good,0
NSW1190,CURRAWARNA,10502104,Wagga Wagga - Surrounds,1,Good,Good,0
NSW1191,CURRICABARK,10400602,Gloucester,1,Good,Good,0
NSW1192,CURROWAN,10600203,Eurobodalla,1,Acceptable,Good,0
NSW1193,CUTTABRI,10201002,Narrabri - Surrounds,1,Poor,Good,0
NSW1194,CUTTAGEE,10600102,Bega - Surrounds,1,Good,Good,0
NSW1195,DABEE,10501601,Mudgee,1,Good,Good,0
NSW1196,DACEYVILLE,10700501,Botany Bay,1,Good,Good,0
NSW1197,DAIRY FLAT,10401002,Muli Muli - Woodenbong,1,Acceptable,Good,0
NSW1198,DAIRYMANS PLAINS,10600402,Snowy - Monaro,1,Good,Good,0
NSW1199,DALEYS POINT,10400701,Gosford - East,1,Good,Good,0
NSW12,ABERNETHY,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW120,BAAN BAA,10201002,Narrabri - Surrounds,1,Poor,Good,0
NSW1200,DALGETY,10600402,Snowy - Monaro,1,Good,Good,0
NSW1201,DALMENY,10600203,Eurobodalla,1,Acceptable,Good,0
NSW1202,DALMORTON,10400402,Clarence Valley,1,Good,Good,0
NSW1203,DALSWINTON,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW1204,DALTON,10600502,Southern Tablelands,1,Good,Good,0
NSW1205,DALWOOD,10401801,Singleton,1,Good,Good,0
NSW1206,DALWOOD,10400103,Ballina - Surrounds,1,Good,Good,0
NSW1207,DANDALOO,10100402,Narromine - Surrounds,1,Poor,Good,0
NSW1208,DANDRY,10100702,Coonabarabran - Surrounds,1,Acceptable,Good,0
NSW1209,DANGAR ISLAND,10701201,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW121,BABINDA,10100101,Bogan,1,Good,Good,0
NSW1210,DANGARSLEIGH,10200101,Armidale,0.9999174,Good,Good,0
NSW1210,DANGARSLEIGH,10201401,Uralla,8.26E-05,Good,Good,1
NSW1211,DANGELONG,10600402,Snowy - Monaro,1,Good,Good,0
NSW1212,DAPTO,10703001,Wollongong,1,Good,Good,0
NSW1213,DARAWANK,10400801,Bulahdelah,1,Good,Good,0
NSW1214,DARBALARA,10501301,Gundagai - Junee - Harden,1,Good,Good,0
NSW1215,DARBYS FALLS,10500901,Cowra,1,Good,Good,0
NSW1217,DARGAN,10501501,Lithgow,1,Good,Good,0
NSW1218,DARK CORNER,10501501,Lithgow,1,Good,Good,0
NSW1219,DARKES FOREST,10703001,Wollongong,1,Good,Good,0
NSW122,BABYL CREEK,10401001,Kyogle,1,Good,Good,0
NSW1220,DARKWOOD,10400501,Bellingen,1,Good,Good,0
NSW1221,DARLING POINT,10703102,Woollahra,1,Acceptable,Good,0
NSW1222,DARLINGHURST,10702602,Darlinghurst - Paddington - Surry Hills,1,Good,Good,0
NSW1223,DARLINGTON,10702601,Alexandria - Darlington - Waterloo,1,Good,Good,0
NSW1224,DARLINGTON,10401801,Singleton,1,Good,Good,0
NSW1225,DARLINGTON POINT,10500501,Carrathool - Murrumbidgee - Surrounds,0.1557855,Acceptable,Good,0
NSW1225,DARLINGTON POINT,10500502,Darlington Point,0.8442049,Acceptable,Good,0
NSW1225,DARLINGTON POINT,10501202,Leeton,9.70E-06,Good,Good,1
NSW1226,DARLOW,10501901,Tumut,1,Good,Good,0
NSW1227,DAROOBALGIE,10100502,Parkes - Surrounds,0.1211775,Poor,Good,0
NSW1227,DAROOBALGIE,10501101,Forbes,0.8788225,Good,Good,0
NSW1228,DARTBROOK,10201301,Upper Hunter,1,Good,Good,0
NSW1229,DARUKA,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW123,BACK CREEK,10200501,Gwydir,1,Good,Good,0
NSW1230,DAVIDSON,10702001,Manly - Warringah,1,Good,Good,0
NSW1231,DAVIS CREEK,10201301,Upper Hunter,1,Good,Good,0
NSW1232,DAVISTOWN,10400701,Gosford - East,1,Good,Good,0
NSW1233,DAWES POINT,10702603,Glebe - Prymont - The Rocks,1,Good,Good,0
NSW1234,DAYSDALE,10502001,Upper Murray,1,Good,Good,0
NSW1235,DEAN PARK,10700317,Quakers Hill,1,Poor,Good,0
NSW1236,DEAUVILLE,10401501,Hastings,1,Good,Good,0
NSW1237,DEBENHAM,10401501,Hastings,1,Good,Good,0
NSW1238,DEE WHY,10702001,Manly - Warringah,1,Good,Good,0
NSW1239,DEEP CREEK,10400401,Baryulgil - Malabugilmah,1,Good,Good,0
NSW124,BACK CREEK,10402001,Murwillumbah,1,Good,Good,0
NSW1240,DEEP CREEK,10401001,Kyogle,1,Good,Good,0
NSW1241,DEEP CREEK,10400902,Kempsey - Surrounds,1,Good,Good,0
NSW1242,DEEPWATER,10200201,Glen Innes,0.8702478,Good,Good,0
NSW1242,DEEPWATER,10201202,Tenterfield,0.1297522,Good,Good,0
NSW1243,DEER VALE,10400501,Bellingen,1,Good,Good,0
NSW1244,DELEGATE,10600402,Snowy - Monaro,1,Good,Good,0
NSW1246,DELUNGRA,10200501,Gwydir,0.1537941,Good,Good,0
NSW1246,DELUNGRA,10200502,Inverell,0.8462059,Good,Good,0
NSW1247,DENHAM COURT,10700707,Ingleburn - Denham Court,1,Good,Good,0
NSW1248,DENHAMS BEACH,10600201,Batemans Bay,1,Good,Good,0
NSW1249,DENILIQUIN,10500601,Central Murray,0.0294552,Good,Good,0
NSW1249,DENILIQUIN,10501001,Deniliquin,0.9460852,Good,Good,0
NSW1249,DENILIQUIN,10501002,Murray,0.0244596,Good,Good,0
NSW125,BACK CREEK,10500701,Coolamon - Temora - West Wyalong,1,Good,Good,0
NSW1250,DENISTONE,10701301,Hunters Hill - Ryde,1,Good,Good,0
NSW1251,DENISTONE EAST,10701301,Hunters Hill - Ryde,1,Good,Good,0
NSW1252,DENISTONE WEST,10701301,Hunters Hill - Ryde,1,Good,Good,0
NSW1253,DENMAN,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW1254,DEPOT BEACH,10600203,Eurobodalla,1,Acceptable,Good,0
NSW1255,DERRIWONG,10501402,Lachlan,1,Poor,Good,0
NSW1256,DEUA,10600102,Bega - Surrounds,1,Good,Good,0
NSW1257,DEUA RIVER VALLEY,10600102,Bega - Surrounds,0.0002269,Good,Good,1
NSW1257,DEUA RIVER VALLEY,10600203,Eurobodalla,0.9997731,Acceptable,Good,0
NSW1258,DEVILS HOLE,10600102,Bega - Surrounds,1,Good,Good,0
NSW1259,DEWITT,10400602,Gloucester,1,Good,Good,0
NSW126,BACK CREEK,10600402,Snowy - Monaro,1,Good,Good,0
NSW1260,DHARRUK,10700305,Dharruk,1,Good,Good,0
NSW1261,DHURAGOON,10500601,Central Murray,1,Good,Good,0
NSW1262,DIAMOND BEACH,10401903,Taree - Surrounds,1,Good,Good,0
NSW1263,DIAMOND HEAD,10401501,Hastings,1,Good,Good,0
NSW1264,DIEHARD,10200201,Glen Innes,1,Good,Good,0
NSW1265,DIGGERS CAMP,10400405,Yamba - Surrounds,1,Good,Good,0
NSW1266,DIGNAMS CREEK,10600102,Bega - Surrounds,1,Good,Good,0
NSW1267,DILKOON,10400402,Clarence Valley,1,Good,Good,0
NSW1269,DILPURRA,10500601,Central Murray,1,Good,Good,0
NSW127,BACK FOREST,10600303,Shoalhaven,1,Good,Good,0
NSW1270,DINGO FOREST,10401903,Taree - Surrounds,1,Good,Good,0
NSW1271,DINOGA,10200501,Gwydir,1,Good,Good,0
NSW1272,DIRNASEER,10501301,Gundagai - Junee - Harden,1,Good,Good,0
NSW1273,DIRTY CREEK,10400405,Yamba - Surrounds,0.1471251,Good,Good,0
NSW1273,DIRTY CREEK,10400503,Coffs Harbour,0.8528749,Good,Good,0
NSW1274,DOBIES BIGHT,10401001,Kyogle,0.3260649,Good,Good,0
NSW1274,DOBIES BIGHT,10401703,Richmond Valley exc. Casino,0.6739351,Good,Good,0
NSW1275,DOCTOR GEORGE MOUNTAIN,10600102,Bega - Surrounds,1,Good,Good,0
NSW1276,DOCTORS GAP,10501501,Lithgow,1,Good,Good,0
NSW1277,DOG ROCKS,10501502,Oberon,1,Good,Good,0
NSW1278,DOLANS BAY,10702501,Sutherland Shire - East,1,Good,Good,0
NSW1279,DOLLS POINT,10702401,Rockdale,1,Good,Good,0
NSW128,BACKMEDE,10401703,Richmond Valley exc. Casino,1,Good,Good,0
NSW1280,DOLLYS FLAT,10401903,Taree - Surrounds,1,Good,Good,0
NSW1281,DOLPHIN POINT,10600303,Shoalhaven,1,Good,Good,0
NSW1282,DOMBARTON,10703001,Wollongong,1,Good,Good,0
NSW1283,DONALD CREEK,10200101,Armidale,1,Good,Good,0
NSW1284,DONDINGALONG,10400902,Kempsey - Surrounds,0.3990338,Good,Good,0
NSW1284,DONDINGALONG,10400904,Old Burnt - New Burnt Bridge - Greenhill,0.6009395,Poor,Good,0
NSW1284,DONDINGALONG,10401501,Hastings,2.67E-05,Good,Good,1
NSW1285,DONNELLYVILLE,10400505,Nambucca - Surrounds,1,Good,Good,0
NSW1286,DOON DOON,10402001,Murwillumbah,1,Good,Good,0
NSW1287,DOONBAH,10401703,Richmond Valley exc. Casino,1,Good,Good,0
NSW1288,DOONSIDE,10700306,Doonside - Woodcroft,0.9751148,Poor,Good,0
NSW1288,DOONSIDE,10700308,Glendenning,0.0248852,Poor,Good,0
NSW1289,DOORALONG,10402302,Wyong - South-West,1,Good,Good,0
NSW129,BACKWATER,10200401,Guyra,1,Good,Good,0
NSW1290,DORA CREEK,10402203,Lake Macquarie - West,1,Good,Good,0
NSW1291,DORRIGO,10400501,Bellingen,1,Good,Good,0
NSW1292,DORRIGO MOUNTAIN,10400501,Bellingen,1,Good,Good,0
NSW1293,DORROUGHBY,10401204,Lismore - Surrounds,1,Good,Good,0
NSW1294,DOUBLE BAY,10703102,Woollahra,1,Acceptable,Good,0
NSW1295,DOUBTFUL CREEK,10401001,Kyogle,1,Good,Good,0
NSW1296,DOUGLAS PARK,10702901,Wollondilly,1,Good,Good,0
NSW1297,DOVER HEIGHTS,10703101,Waverley,1,Good,Good,0
NSW1298,DOWNSIDE,10502104,Wagga Wagga - Surrounds,1,Good,Good,0
NSW1299,DOYALSON,10402301,Wyong - North-East,1,Good,Good,0
NSW13,ABINGTON,10201401,Uralla,1,Good,Good,0
NSW130,BADGERYS CREEK,10701702,Liverpool - West,0.9431508,Good,Good,0
NSW130,BADGERYS CREEK,10702206,Penrith - South,0.0568492,Acceptable,Good,0
NSW1300,DOYALSON NORTH,10402301,Wyong - North-East,1,Good,Good,0
NSW1301,DOYLES CREEK,10401801,Singleton,1,Good,Good,0
NSW1302,DOYLES RIVER,10201402,Walcha,0.7142857,Good,Good,0
NSW1302,DOYLES RIVER,10401501,Hastings,0.2857143,Good,Good,0
NSW1303,DRAKE,10201202,Tenterfield,1,Good,Good,0
NSW1304,DRAKE VILLAGE,10201202,Tenterfield,1,Good,Good,0
NSW1305,DRILDOOL,10201002,Narrabri - Surrounds,1,Poor,Good,0
NSW1306,DRIPSTONE,10100802,Wellington - Surrounds,1,Good,Good,0
NSW1307,DRUMMOYNE,10702703,Canada Bay,1,Good,Good,0
NSW1308,DRY CREEK,10201301,Upper Hunter,1,Good,Good,0
NSW1309,DRY PLAIN,10600402,Snowy - Monaro,1,Good,Good,0
NSW131,BADJA,10600402,Snowy - Monaro,1,Good,Good,0
NSW1310,DUBBO,10100201,Dubbo - East,0.3970831,Poor,Good,0
NSW1310,DUBBO,10100202,Dubbo - North,0.0753973,Poor,Good,0
NSW1310,DUBBO,10100203,Dubbo - South,0.1870356,Poor,Good,0
NSW1310,DUBBO,10100204,Dubbo - Surrounds,0.1244026,Poor,Good,0
NSW1310,DUBBO,10100205,Dubbo - West,0.2160815,Poor,Good,0
NSW1311,DUCK CREEK,10401001,Kyogle,1,Good,Good,0
NSW1312,DUCKENFIELD,10401301,Maitland,1,Good,Good,0
NSW1313,DUCKMALOI,10501502,Oberon,1,Good,Good,0
NSW1314,DUDLEY,10402202,Lake Macquarie - North,1,Good,Good,0
NSW1315,DUFFYS FOREST,10702001,Manly - Warringah,1,Good,Good,0
NSW1316,DULGUIGAN,10402001,Murwillumbah,1,Good,Good,0
NSW1317,DULWICH HILL,10701901,Marrickville,1,Good,Good,0
NSW1318,DUM DUM,10402001,Murwillumbah,1,Good,Good,0
NSW1319,DUMARESQ,10200101,Armidale,1,Good,Good,0
NSW132,BAERAMI,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW1320,DUMARESQ ISLAND,10401903,Taree - Surrounds,1,Good,Good,0
NSW1321,DUMBUDGERY,10400401,Baryulgil - Malabugilmah,1,Good,Good,0
NSW1322,DUNBIBLE,10402001,Murwillumbah,1,Good,Good,0
NSW1323,DUNBOGAN,10401501,Hastings,1,Good,Good,0
NSW1324,DUNCANS CREEK,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW1325,DUNDAS,10702102,Parramatta - North-East,1,Poor,Good,0
NSW1326,DUNDAS VALLEY,10702102,Parramatta - North-East,1,Poor,Good,0
NSW1327,DUNDEE,10200201,Glen Innes,1,Good,Good,0
NSW1329,DUNDURRABIN,10400402,Clarence Valley,1,Good,Good,0
NSW133,BAERAMI CREEK,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW1330,DUNEDOO,10501601,Mudgee,1,Good,Good,0
NSW1331,DUNGARUBBA,10401204,Lismore - Surrounds,1,Good,Good,0
NSW1333,DUNGAY,10402001,Murwillumbah,1,Good,Good,0
NSW1334,DUNGEREE,10501601,Mudgee,1,Good,Good,0
NSW1335,DUNGOG,10400601,Dungog,1,Good,Good,0
NSW1336,DUNGOWAN,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW1337,DUNKELD,10500301,Bathurst,1,Good,Good,0
NSW1338,DUNMORE,10701502,Shellharbour,1,Good,Good,0
NSW1339,DUNOLLY,10401801,Singleton,1,Good,Good,0
NSW134,BAGNOO,10401501,Hastings,1,Good,Good,0
NSW1340,DUNOON,10401204,Lismore - Surrounds,1,Good,Good,0
NSW1341,DUNS CREEK,10401604,Port Stephens - Surrounds,1,Good,Good,0
NSW1342,DUNVILLE LOOP,10501501,Lithgow,1,Good,Good,0
NSW1343,DURAL,10401801,Singleton,1,Good,Good,0
NSW1344,DURAL,10700201,Baulkham Hills,0.318007,Acceptable,Good,0
NSW1344,DURAL,10701201,Hornsby - Ku-ring-gai,0.681993,Good,Good,0
NSW1345,DURAMANA,10500301,Bathurst,1,Good,Good,0
NSW1346,DURANBAH,10402001,Murwillumbah,4.20E-05,Good,Good,1
NSW1346,DURANBAH,10402002,Tweed Coast,0.9588389,Good,Good,0
NSW1346,DURANBAH,10402003,Tweed Heads,0.0411191,Good,Good,0
NSW1347,DURI,10201102,Tamworth - Surrounds,1,Good,Good,0
NSW1348,DUROBY,10402001,Murwillumbah,1,Good,Good,0
NSW1349,DURRAN DURRA,10600402,Snowy - Monaro,1,Good,Good,0
NSW135,BAGO,10401501,Hastings,1,Good,Good,0
NSW1350,DURRAS NORTH,10600203,Eurobodalla,1,Acceptable,Good,0
NSW1352,DURREN DURREN,10402302,Wyong - South-West,1,Good,Good,0
NSW1353,DUVAL,10200101,Armidale,1,Good,Good,0
NSW1354,DYERS CROSSING,10401903,Taree - Surrounds,1,Good,Good,0
NSW1355,DYRAABA,10401001,Kyogle,1,Good,Good,0
NSW1356,DYRRING,10401801,Singleton,1,Good,Good,0
NSW1357,EAGLE VALE,10700706,Claymore - Eagle Vale,1,Good,Good,0
NSW1358,EAGLETON,10401604,Port Stephens - Surrounds,1,Good,Good,0
NSW1359,EARLWOOD,10700804,Canterbury,1,Acceptable,Good,0
NSW136,BAGOTVILLE,10400101,Bagotville,1,Good,Good,0
NSW1360,EAST ALBURY,10500101,Albury - East,1,Good,Good,0
NSW1361,EAST BALLINA,10400102,Ballina,0.9619704,Good,Good,0
NSW1361,EAST BALLINA,10400103,Ballina - Surrounds,0.0380296,Good,Good,0
NSW1363,EAST BRANXTON,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW1364,EAST CORAKI,10401204,Lismore - Surrounds,1,Good,Good,0
NSW1365,EAST CORRIMAL,10703001,Wollongong,1,Good,Good,0
NSW1366,EAST GOSFORD,10400702,Gosford - West,1,Good,Good,0
NSW1367,EAST GRESFORD,10400601,Dungog,1,Good,Good,0
NSW1368,EAST HILLS,10700803,Bankstown - South,1,Good,Good,0
NSW1369,EAST JINDABYNE,10600402,Snowy - Monaro,1,Good,Good,0
NSW137,BAKERS CREEK,10400602,Gloucester,1,Good,Good,0
NSW1370,EAST KANGALOON,10600503,Wingecaribee,1,Good,Good,0
NSW1371,EAST KEMPSEY,10400901,Kempsey,0.9844392,Acceptable,Good,0
NSW1371,EAST KEMPSEY,10400902,Kempsey - Surrounds,0.0155608,Good,Good,0
NSW1372,EAST KILLARA,10701201,Hornsby - Ku-ring-gai,1,Good,Good,0
NSW1373,EAST KURRAJONG,10701001,Hawkesbury,1,Good,Good,0
NSW1374,EAST LINDFIELD,10701201,Hornsby - Ku-ring-gai,0.9999977,Good,Good,0
NSW1374,EAST LINDFIELD,10702001,Manly - Warringah,2.30E-06,Good,Good,1
NSW1375,EAST LISMORE,10401203,Lismore - South,1,Good,Good,0
NSW1376,EAST LYNNE,10600203,Eurobodalla,1,Acceptable,Good,0
NSW1377,EAST MAITLAND,10401301,Maitland,1,Good,Good,0
NSW1378,EAST RYDE,10701301,Hunters Hill - Ryde,1,Good,Good,0
NSW1379,EAST SEAHAM,10401604,Port Stephens - Surrounds,1,Good,Good,0
NSW138,BAKERS CREEK,10201401,Uralla,1,Good,Good,0
NSW1380,EAST TAMWORTH,10201101,Tamworth,1,Good,Good,0
NSW1381,EAST WAGGA WAGGA,10502101,Wagga Wagga - East,1,Acceptable,Good,0
NSW1382,EAST WARDELL,10400101,Bagotville,1,Good,Good,0
NSW1383,EASTERN CREEK,10700304,Blacktown - South,4.61E-05,Poor,Good,1
NSW1383,EASTERN CREEK,10700318,Rooty Hill,0.9999539,Acceptable,Good,0
NSW1384,EASTGARDENS,10700501,Botany Bay,1,Good,Good,0
NSW1385,EASTLAKES,10700501,Botany Bay,1,Good,Good,0
NSW1386,EASTWOOD,10701201,Hornsby - Ku-ring-gai,0.0433035,Good,Good,0
NSW1386,EASTWOOD,10701301,Hunters Hill - Ryde,0.7539417,Good,Good,0
NSW1386,EASTWOOD,10702102,Parramatta - North-East,0.2027548,Poor,Good,0
NSW1387,EATONSVILLE,10400403,Grafton,1,Good,Good,0
NSW1388,EBENEZER,10701001,Hawkesbury,1,Good,Good,0
NSW1389,EBOR,10200101,Armidale,1,Good,Good,0
NSW139,BAKERS CREEK,10400505,Nambucca - Surrounds,1,Good,Good,0
NSW1390,ECCLESTON,10400601,Dungog,1,Good,Good,0
NSW1391,EDDERTON,10200902,Muswellbrook - Surrounds,1,Poor,Good,0
NSW1392,EDEN,10600102,Bega - Surrounds,0.0347411,Good,Good,0
NSW1392,EDEN,10600103,Eden,0.9652589,Good,Good,0
NSW1393,EDEN CREEK,10401001,Kyogle,1,Good,Good,0
NSW1394,EDENSOR PARK,10700902,Fairfield - West,1,Good,Good,0
NSW1395,EDENVILLE,10401001,Kyogle,1,Good,Good,0
NSW1396,EDGECLIFF,10703102,Woollahra,1,Acceptable,Good,0
NSW1397,EDGEROI,10201002,Narrabri - Surrounds,1,Poor,Good,0
NSW1398,EDGEWORTH,10402202,Lake Macquarie - North,1,Good,Good,0
NSW1399,EDITH,10501502,Oberon,1,Good,Good,0
NSW14,ACACIA GARDENS,10700316,Parklea - Glenwood - Acacia Gardens,1,Acceptable,Good,0
NSW140,BAKERS SWAMP,10100802,Wellington - Surrounds,1,Good,Good,0
NSW1400,EDMONDSON PARK,10700707,Ingleburn - Denham Court,0.0473983,Good,Good,0
NSW1400,EDMONDSON PARK,10701702,Liverpool - West,0.9526017,Good,Good,0
NSW1401,EDROM,10600102,Bega - Surrounds,1,Good,Good,0
NSW1402,EENAWEENA,10100601,Warren,1,Good,Good,0
NSW1403,EGLINTON,10500301,Bathurst,1,Good,Good,0
NSW1404,EIGHTEEN MILE,10400401,Baryulgil - Malabugilmah,1,Good,Good,0
NSW1405,ELANDS,10401903,Taree - Surrounds,1,Good,Good,0
NSW1406,ELANORA HEIGHTS,10702002,Pittwater,1,Good,Good,0
NSW1407,ELCOMBE,10200501,Gwydir,0.9998002,Good,Good,0
NSW1407,ELCOMBE,10200802,Moree Plains,0.0001998,Poor,Good,1
NSW1408,ELDERSLIE,10700601,Camden,1,Good,Good,0
NSW1409,ELDERSLIE,10401801,Singleton,1,Good,Good,0
NSW141,BALALA,10201401,Uralla,1,Good,Good,0
NSW1410,ELEEBANA,10402201,Lake Macquarie - East,1,Good,Good,0
NSW1411,ELERMORE VALE,10401402,Newcastle - Outer West,0.983004,Good,Good,0
NSW1411,ELERMORE VALE,10402202,Lake Macquarie - North,0.016996,Good,Good,0
NSW1412,ELIZABETH BAY,10702602,Darlinghurst - Paddington - Surry Hills,1,Good,Good,0
NSW1413,ELIZABETH BEACH,10400801,Bulahdelah,1,Good,Good,0
NSW1414,ELLALONG,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW1415,ELLAND,10400403,Grafton,1,Good,Good,0
NSW1416,ELLANGOWAN,10401703,Richmond Valley exc. Casino,1,Good,Good,0
NSW1417,ELLENBOROUGH,10401501,Hastings,1,Good,Good,0
NSW1418,ELLERSLIE,10501901,Tumut,1,Good,Good,0
NSW1419,ELLERSTON,10201301,Upper Hunter,1,Good,Good,0
NSW142,BALCOLYN,10402203,Lake Macquarie - West,1,Good,Good,0
NSW1420,ELLIS LANE,10700601,Camden,1,Good,Good,0
NSW1421,ELONG ELONG,10100204,Dubbo - Surrounds,0.1084614,Poor,Good,0
NSW1421,ELONG ELONG,10100802,Wellington - Surrounds,0.7766244,Good,Good,0
NSW1421,ELONG ELONG,10501601,Mudgee,0.1149142,Good,Good,0
NSW1422,ELRINGTON,10400302,Cessnock - Surrounds,1,Acceptable,Good,0
NSW1423,ELSMORE,10200502,Inverell,1,Good,Good,0
NSW1424,ELTHAM,10401204,Lismore - Surrounds,1,Good,Good,0
NSW1425,ELVINA BAY,10702002,Pittwater,1,Good,Good,0
NSW1426,EMERALD BEACH,10400503,Coffs Harbour,1,Good,Good,0
NSW1427,EMERALD HILL,10200302,Gunnedah - Surrounds,1,Poor,Good,0
NSW1428,EMERTON,10700302,Blackett,8.70E-06,Good,Good,1
NSW1428,EMERTON,10700307,Emerton,0.9999913,Good,Good,0
NSW1429,EMMAVILLE,10200201,Glen Innes,0.9999602,Good,Good,0
NSW1429,EMMAVILLE,10200502,Inverell,1.99E-05,Good,Good,1
NSW1429,EMMAVILLE,10201202,Tenterfield,1.99E-05,Good,Good,1
NSW143,BALD BLAIR,10200401,Guyra,1,Good,Good,0
NSW1430,EMPIRE BAY,10400701,Gosford - East,1,Good,Good,0
NSW1431,EMPIRE VALE,10400101,Bagotville,0.9999722,Good,Good,0
NSW1431,EMPIRE VALE,10400103,Ballina - Surrounds,2.78E-05,Good,Good,1
NSW1432,EMU HEIGHTS,10702207,Penrith - West,1,Good,Good,0
NSW1433,EMU PLAINS,10702207,Penrith - West,1,Good,Good,0
NSW1434,EMU SWAMP,10500401,Blayney - Cabonne,0.7792132,Good,Good,0
NSW1434,EMU SWAMP,10501806,Orange - Surrounds,0.2207868,Poor,Good,0
NSW1435,ENDRICK,10600303,Shoalhaven,1,Good,Good,0
NSW1436,ENFIELD,10702702,Burwood,1,Acceptable,Good,0
NSW1437,ENGADINE,10702502,Sutherland Shire - West,1,Good,Good,0
NSW1438,ENGLORIE PARK,10700702,Ambarvale - Glen Alpine,1,Good,Good,0
NSW1439,ENMORE,10701901,Marrickville,1,Good,Good,0
NSW144,BALD HILLS,10600102,Bega - Surrounds,1,Good,Good,0
NSW1440,ENMORE,10201401,Uralla,1,Good,Good,0
NSW1441,ENNGONIA,10300102,Bourke - Surrounds,0.9776986,Acceptable,Good,0
NSW1441,ENNGONIA,10300206,Brewarrina - Surrounds,0.0223014,Poor,Good,0
NSW1442,ENVIRONA,10600401,Queanbeyan,1,Good,Good,0
NSW1443,EPPING,10701201,Hornsby - Ku-ring-gai,0.6609769,Good,Good,0
NSW1443,EPPING,10702102,Parramatta - North-East,0.3390231,Poor,Good,0
NSW1444,ERARING,10402203,Lake Macquarie - West,1,Good,Good,0
NSW1445,EREMERANG,10300301,Cobar,1,Good,Good,0
NSW1446,ERIGOLIA,10500501,Carrathool - Murrumbidgee - Surrounds,1,Acceptable,Good,0
NSW1447,ERIN VALE,10501301,Gundagai - Junee - Harden,1,Good,Good,0
NSW1448,ERINA,10400701,Gosford - East,0.9999942,Good,Good,0
NSW1448,ERINA,10400702,Gosford - West,5.80E-06,Good,Good,1
NSW1449,ERINA HEIGHTS,10400701,Gosford - East,1,Good,Good,0
NSW145,BALD NOB,10200201,Glen Innes,1,Good,Good,0
NSW1450,ERMINGTON,10702102,Parramatta - North-East,1,Poor,Good,0
NSW1451,EROWAL BAY,10600303,Shoalhaven,1,Good,Good,0
NSW1452,ERROWANBANG,10500401,Blayney - Cabonne,1,Good,Good,0
NSW1454,ERSKINE PARK,10702206,Penrith - South,1,Acceptable,Good,0
NSW1455,ERSKINEVILLE,10702601,Alexandria - Darlington - Waterloo,1,Good,Good,0
NSW1456,ERUDGERE,10501601,Mudgee,1,Good,Good,0
NSW1458,ESCHOL PARK,10700706,Claymore - Eagle Vale,0.7566969,Good,Good,0
NSW1458,ESCHOL PARK,10700710,Raby - St Andrews - Kearns,0.2433031,Good,Good,0
NSW1459,ESK,10400405,Yamba - Surrounds,0.25,Good,Good,0
NSW1459,ESK,10401703,Richmond Valley exc. Casino,0.75,Good,Good,0
NSW146,BALD RIDGE,10500301,Bathurst,0.0005869,Good,Good,1
NSW146,BALD RIDGE,10501502,Oberon,0.9994131,Good,Good,0
NSW1460,ESSINGTON,10501502,Oberon,1,Good,Good,0
NSW1461,ESTELLA,10502104,Wagga Wagga - Surrounds,1,Good,Good,0
NSW1462,ETTALONG BEACH,10400702,Gosford - West,1,Good,Good,0
NSW1463,ETTAMOGAH,10500102,Albury - West,1,Good,Good,0
NSW1464,ETTREMA,10600303,Shoalhaven,1,Good,Good,0
NSW1465,ETTRICK,10401001,Kyogle,1,Good,Good,0
NSW1466,EUABALONG,10300301,Cobar,0.824022,Good,Good,0
NSW1466,EUABALONG,10501402,Lachlan,0.175978,Poor,Good,0
NSW1467,EUABALONG WEST,10300301,Cobar,1,Good,Good,0
NSW1468,EUBERTA,10502104,Wagga Wagga - Surrounds,1,Good,Good,0
NSW1469,EUCHAREENA,10100802,Wellington - Surrounds,1,Good,Good,0
NSW147,BALDERSLEIGH,10200101,Armidale,1,Good,Good,0
NSW1470,EUCUMBENE,10600402,Snowy - Monaro,1,Good,Good,0
NSW1471,EUGOWRA,10100502,Parkes - Surrounds,0.0019899,Poor,Good,1
NSW1471,EUGOWRA,10500401,Blayney - Cabonne,0.8660287,Good,Good,0
NSW1471,EUGOWRA,10501101,Forbes,0.1319815,Good,Good,0
NSW1472,EULAH CREEK,10201002,Narrabri - Surrounds,1,Poor,Good,0
NSW1474,EUMUNGERIE,10100204,Dubbo - Surrounds,0.9890814,Poor,Good,0
