SA1_MAINCODE_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10304107918,16150,Orange,1,Good,Good,0
10304107919,11400,Cabonne,1,Good,Good,0
10304107920,11400,Cabonne,1,Good,Good,0
10304107921,11400,Cabonne,1,Good,Good,0
10304107922,16150,Orange,1,Good,Good,0
10304107923,11400,Cabonne,1,Good,Good,0
10304107924,11400,Cabonne,1,Good,Good,0
10304107925,11400,Cabonne,0.9496416,Good,Good,0
10304107925,12390,Dubbo Regional,0.0503584,Good,Good,0
10304107926,11400,Cabonne,1,Good,Good,0
10304107927,11400,Cabonne,1,Good,Good,0
10304107928,11400,Cabonne,1,Good,Good,0
10304107929,11400,Cabonne,1,Good,Good,0
10304107930,11400,Cabonne,1,Good,Good,0
10304107931,11400,Cabonne,1,Good,Good,0
10304107932,11400,Cabonne,1,Good,Good,0
10304107933,11400,Cabonne,1,Good,Good,0
10304107934,11400,Cabonne,1,Good,Good,0
10304107935,11400,Cabonne,1,Good,Good,0
10304107936,11400,Cabonne,1,Good,Good,0
10401108001,11730,Clarence Valley,1,Good,Good,0
10401108002,11730,Clarence Valley,1,Good,Good,0
10401108003,11730,Clarence Valley,1,Good,Good,0
10401108004,11730,Clarence Valley,1,Good,Good,0
10401108005,11730,Clarence Valley,1,Good,Good,0
10401108006,11730,Clarence Valley,1,Good,Good,0
10401108007,11730,Clarence Valley,1,Good,Good,0
10401108008,11730,Clarence Valley,1,Good,Good,0
10401108009,11730,Clarence Valley,1,Good,Good,0
10401108010,11730,Clarence Valley,1,Good,Good,0
10401108011,11730,Clarence Valley,1,Good,Good,0
10401108012,11730,Clarence Valley,1,Good,Good,0
10401108013,11730,Clarence Valley,1,Good,Good,0
10401108014,11730,Clarence Valley,1,Good,Good,0
10401108015,11730,Clarence Valley,1,Good,Good,0
10401108016,11730,Clarence Valley,1,Good,Good,0
10401108017,11730,Clarence Valley,1,Good,Good,0
10401108018,11730,Clarence Valley,1,Good,Good,0
10401108019,11730,Clarence Valley,1,Good,Good,0
10401108020,11730,Clarence Valley,1,Good,Good,0
10401108021,11730,Clarence Valley,1,Good,Good,0
10401108022,11730,Clarence Valley,1,Good,Good,0
10401108023,11730,Clarence Valley,1,Good,Good,0
10401108024,11730,Clarence Valley,1,Good,Good,0
10401108025,11730,Clarence Valley,1,Good,Good,0
10401108026,11730,Clarence Valley,1,Good,Good,0
10401108027,11730,Clarence Valley,1,Good,Good,0
10401108028,11730,Clarence Valley,1,Good,Good,0
10401108029,11730,Clarence Valley,1,Good,Good,0
10401108030,11730,Clarence Valley,1,Good,Good,0
10401108031,11730,Clarence Valley,1,Good,Good,0
10401108032,11730,Clarence Valley,1,Good,Good,0
10401108033,11730,Clarence Valley,1,Good,Good,0
10401108034,11730,Clarence Valley,1,Good,Good,0
10401108036,11730,Clarence Valley,1,Good,Good,0
10401108037,11730,Clarence Valley,1,Good,Good,0
10401108038,11730,Clarence Valley,1,Good,Good,0
10401108039,11730,Clarence Valley,1,Good,Good,0
10401108040,11730,Clarence Valley,1,Good,Good,0
10401108041,11730,Clarence Valley,1,Good,Good,0
10401108042,11730,Clarence Valley,1,Good,Good,0
10401108043,11730,Clarence Valley,1,Good,Good,0
10401108044,11730,Clarence Valley,1,Good,Good,0
10401108046,11730,Clarence Valley,1,Good,Good,0
10401108047,11730,Clarence Valley,1,Good,Good,0
10401108048,11730,Clarence Valley,1,Good,Good,0
10401108049,11730,Clarence Valley,1,Good,Good,0
10401108050,11730,Clarence Valley,1,Good,Good,0
10401108051,11730,Clarence Valley,1,Good,Good,0
10401108052,11730,Clarence Valley,1,Good,Good,0
10401108053,11730,Clarence Valley,1,Good,Good,0
10401108054,11730,Clarence Valley,1,Good,Good,0
10401108055,11730,Clarence Valley,1,Good,Good,0
10401108101,11730,Clarence Valley,1,Good,Good,0
10401108102,11730,Clarence Valley,1,Good,Good,0
10401108103,11730,Clarence Valley,1,Good,Good,0
10401108104,11730,Clarence Valley,1,Good,Good,0
10401108105,11730,Clarence Valley,1,Good,Good,0
10401108106,11730,Clarence Valley,1,Good,Good,0
10401108107,11730,Clarence Valley,1,Good,Good,0
10401108108,11730,Clarence Valley,1,Good,Good,0
10401108109,11730,Clarence Valley,1,Good,Good,0
10401108110,11730,Clarence Valley,1,Good,Good,0
10401108111,11730,Clarence Valley,1,Good,Good,0
10401108112,11730,Clarence Valley,1,Good,Good,0
10401108113,11730,Clarence Valley,1,Good,Good,0
10401108114,11730,Clarence Valley,1,Good,Good,0
10401108115,11730,Clarence Valley,1,Good,Good,0
10401108116,11730,Clarence Valley,1,Good,Good,0
10401108117,11730,Clarence Valley,1,Good,Good,0
10401108118,11730,Clarence Valley,1,Good,Good,0
10401108119,11730,Clarence Valley,1,Good,Good,0
10401108120,11730,Clarence Valley,1,Good,Good,0
10401108121,11730,Clarence Valley,1,Good,Good,0
10401108122,11730,Clarence Valley,1,Good,Good,0
10401108122,16610,Richmond Valley,0,Good,Good,1
10401108123,11730,Clarence Valley,1,Good,Good,0
10401108124,11730,Clarence Valley,1,Good,Good,0
10401108125,11730,Clarence Valley,1,Good,Good,0
10401108126,11730,Clarence Valley,1,Good,Good,0
10401108127,11730,Clarence Valley,1,Good,Good,0
10401108128,11730,Clarence Valley,1,Good,Good,0
10401108129,11730,Clarence Valley,1,Good,Good,0
10401108130,11730,Clarence Valley,1,Good,Good,0
10401108131,11730,Clarence Valley,1,Good,Good,0
10401108132,11730,Clarence Valley,1,Good,Good,0
10401108133,11730,Clarence Valley,1,Good,Good,0
10401108134,11730,Clarence Valley,1,Good,Good,0
10401108135,11730,Clarence Valley,1,Good,Good,0
10401108136,11730,Clarence Valley,1,Good,Good,0
10401108137,11730,Clarence Valley,1,Good,Good,0
10401108138,11730,Clarence Valley,1,Good,Good,0
10401108139,11730,Clarence Valley,1,Good,Good,0
10401108140,11730,Clarence Valley,1,Good,Good,0
10401108141,11730,Clarence Valley,1,Good,Good,0
10401108143,11730,Clarence Valley,1,Good,Good,0
10401108144,11730,Clarence Valley,1,Good,Good,0
10401108145,11730,Clarence Valley,1,Good,Good,0
10401108146,11730,Clarence Valley,1,Good,Good,0
10401108147,11730,Clarence Valley,1,Good,Good,0
10401108148,11730,Clarence Valley,1,Good,Good,0
10401108149,11730,Clarence Valley,1,Good,Good,0
10401108150,11730,Clarence Valley,1,Good,Good,0
10401108151,11730,Clarence Valley,1,Good,Good,0
10401108152,11730,Clarence Valley,1,Good,Good,0
10401108201,11730,Clarence Valley,1,Good,Good,0
10401108202,11730,Clarence Valley,1,Good,Good,0
10401108203,11730,Clarence Valley,1,Good,Good,0
10401108204,11730,Clarence Valley,1,Good,Good,0
10401108205,11730,Clarence Valley,1,Good,Good,0
10401108206,11730,Clarence Valley,1,Good,Good,0
10401108207,11730,Clarence Valley,1,Good,Good,0
10401108208,11730,Clarence Valley,1,Good,Good,0
10401108209,11730,Clarence Valley,1,Good,Good,0
10401108210,11730,Clarence Valley,1,Good,Good,0
10401108211,11730,Clarence Valley,1,Good,Good,0
10401108212,11730,Clarence Valley,1,Good,Good,0
10401108213,11730,Clarence Valley,1,Good,Good,0
10401108214,11730,Clarence Valley,1,Good,Good,0
10401108215,11730,Clarence Valley,1,Good,Good,0
10401108216,11730,Clarence Valley,1,Good,Good,0
10401108217,11730,Clarence Valley,1,Good,Good,0
10401108218,11730,Clarence Valley,1,Good,Good,0
10401108219,11730,Clarence Valley,1,Good,Good,0
10401108220,11730,Clarence Valley,1,Good,Good,0
10401108221,11730,Clarence Valley,1,Good,Good,0
10401108222,11730,Clarence Valley,1,Good,Good,0
10401108223,11730,Clarence Valley,1,Good,Good,0
10401108223,16610,Richmond Valley,0,Good,Good,1
10401108224,11730,Clarence Valley,1,Good,Good,0
10401108225,11730,Clarence Valley,1,Good,Good,0
10401108226,11730,Clarence Valley,1,Good,Good,0
10401108227,11730,Clarence Valley,1,Good,Good,0
10401108228,11730,Clarence Valley,1,Good,Good,0
10401108229,11730,Clarence Valley,1,Good,Good,0
10401108230,11730,Clarence Valley,1,Good,Good,0
10401108231,11730,Clarence Valley,1,Good,Good,0
10401108232,11730,Clarence Valley,1,Good,Good,0
10401108233,11730,Clarence Valley,1,Good,Good,0
10401108234,11730,Clarence Valley,1,Good,Good,0
10401108235,11730,Clarence Valley,1,Good,Good,0
10401108236,11730,Clarence Valley,1,Good,Good,0
10401108237,11730,Clarence Valley,1,Good,Good,0
10401108238,11730,Clarence Valley,1,Good,Good,0
10401108239,11730,Clarence Valley,1,Good,Good,0
10401108240,11730,Clarence Valley,1,Good,Good,0
10401108241,11730,Clarence Valley,1,Good,Good,0
10401108242,11730,Clarence Valley,1,Good,Good,0
10401108243,11730,Clarence Valley,1,Good,Good,0
10401108244,11730,Clarence Valley,1,Good,Good,0
10401108245,11730,Clarence Valley,1,Good,Good,0
10402108301,10600,Bellingen,1,Good,Good,0
10402108302,10600,Bellingen,1,Good,Good,0
10402108303,10600,Bellingen,1,Good,Good,0
10402108304,10600,Bellingen,1,Good,Good,0
10402108305,10600,Bellingen,1,Good,Good,0
10402108306,10600,Bellingen,1,Good,Good,0
10402108307,10600,Bellingen,1,Good,Good,0
10402108308,10600,Bellingen,1,Good,Good,0
10402108309,10600,Bellingen,0.9857926,Good,Good,0
10402108309,15700,Nambucca Valley,0.0142074,Good,Good,0
10402108310,10600,Bellingen,1,Good,Good,0
10402108311,15700,Nambucca Valley,0,Good,Good,1
10402108311,10600,Bellingen,1,Good,Good,0
10402108312,10600,Bellingen,1,Good,Good,0
10402108313,10600,Bellingen,1,Good,Good,0
10402108314,10600,Bellingen,1,Good,Good,0
10402108315,10600,Bellingen,1,Good,Good,0
10402108316,10600,Bellingen,1,Good,Good,0
10402108317,10600,Bellingen,1,Good,Good,0
10402108401,11800,Coffs Harbour,1,Good,Good,0
10402108402,11800,Coffs Harbour,1,Good,Good,0
10402108403,11800,Coffs Harbour,1,Good,Good,0
10402108404,11800,Coffs Harbour,1,Good,Good,0
10402108405,11800,Coffs Harbour,1,Good,Good,0
10402108406,11800,Coffs Harbour,1,Good,Good,0
10402108407,11800,Coffs Harbour,1,Good,Good,0
10402108408,11800,Coffs Harbour,1,Good,Good,0
10402108409,11800,Coffs Harbour,1,Good,Good,0
10402108410,11800,Coffs Harbour,1,Good,Good,0
10402108411,11800,Coffs Harbour,1,Good,Good,0
10402108412,11800,Coffs Harbour,1,Good,Good,0
10402108413,11800,Coffs Harbour,1,Good,Good,0
10402108414,11800,Coffs Harbour,1,Good,Good,0
10402108415,11800,Coffs Harbour,1,Good,Good,0
10402108416,11800,Coffs Harbour,1,Good,Good,0
10402108417,11800,Coffs Harbour,1,Good,Good,0
10402108418,11800,Coffs Harbour,1,Good,Good,0
10402108419,11800,Coffs Harbour,1,Good,Good,0
10402108420,11800,Coffs Harbour,1,Good,Good,0
10402108421,11800,Coffs Harbour,1,Good,Good,0
10402108422,11800,Coffs Harbour,1,Good,Good,0
10402108423,11800,Coffs Harbour,1,Good,Good,0
10402108424,11800,Coffs Harbour,1,Good,Good,0
10402108425,11800,Coffs Harbour,1,Good,Good,0
10402108426,11800,Coffs Harbour,1,Good,Good,0
10402108427,11800,Coffs Harbour,1,Good,Good,0
10402108428,11800,Coffs Harbour,1,Good,Good,0
10402108429,11800,Coffs Harbour,1,Good,Good,0
10402108430,11800,Coffs Harbour,1,Good,Good,0
10402108431,11800,Coffs Harbour,1,Good,Good,0
10402108432,11800,Coffs Harbour,1,Good,Good,0
10402108433,11800,Coffs Harbour,1,Good,Good,0
10402108434,11800,Coffs Harbour,1,Good,Good,0
10402108435,11800,Coffs Harbour,1,Good,Good,0
10402108436,11800,Coffs Harbour,1,Good,Good,0
10402108438,11800,Coffs Harbour,1,Good,Good,0
10402108439,11800,Coffs Harbour,1,Good,Good,0
10402108440,11800,Coffs Harbour,1,Good,Good,0
10402108441,11800,Coffs Harbour,1,Good,Good,0
10402108442,11800,Coffs Harbour,1,Good,Good,0
10402108443,11800,Coffs Harbour,1,Good,Good,0
10402108444,11800,Coffs Harbour,1,Good,Good,0
10402108445,11800,Coffs Harbour,1,Good,Good,0
10402108446,11800,Coffs Harbour,1,Good,Good,0
10402108501,11800,Coffs Harbour,1,Good,Good,0
10402108502,11800,Coffs Harbour,1,Good,Good,0
10402108503,11800,Coffs Harbour,1,Good,Good,0
10402108504,11800,Coffs Harbour,1,Good,Good,0
10402108505,11800,Coffs Harbour,1,Good,Good,0
10402108506,11800,Coffs Harbour,1,Good,Good,0
10402108507,11800,Coffs Harbour,1,Good,Good,0
10402108508,11800,Coffs Harbour,1,Good,Good,0
10402108509,11800,Coffs Harbour,1,Good,Good,0
10402108510,11800,Coffs Harbour,1,Good,Good,0
10402108511,11800,Coffs Harbour,1,Good,Good,0
10402108512,11800,Coffs Harbour,1,Good,Good,0
10402108513,11800,Coffs Harbour,1,Good,Good,0
10402108514,11800,Coffs Harbour,1,Good,Good,0
10402108515,11800,Coffs Harbour,1,Good,Good,0
10402108516,11800,Coffs Harbour,1,Good,Good,0
10402108517,11800,Coffs Harbour,1,Good,Good,0
10402108518,11800,Coffs Harbour,1,Good,Good,0
10402108519,11800,Coffs Harbour,1,Good,Good,0
10402108520,11800,Coffs Harbour,1,Good,Good,0
10402108521,11800,Coffs Harbour,1,Good,Good,0
10402108522,11800,Coffs Harbour,1,Good,Good,0
10402108523,11800,Coffs Harbour,1,Good,Good,0
10402108524,11800,Coffs Harbour,1,Good,Good,0
10402108525,11800,Coffs Harbour,1,Good,Good,0
10402108526,11800,Coffs Harbour,1,Good,Good,0
10402108527,11800,Coffs Harbour,1,Good,Good,0
10402108528,11800,Coffs Harbour,1,Good,Good,0
10402108529,11800,Coffs Harbour,1,Good,Good,0
10402108530,11800,Coffs Harbour,1,Good,Good,0
10402108531,11800,Coffs Harbour,1,Good,Good,0
10402108601,11800,Coffs Harbour,1,Good,Good,0
10402108602,11800,Coffs Harbour,1,Good,Good,0
10402108603,11800,Coffs Harbour,1,Good,Good,0
10402108604,11800,Coffs Harbour,1,Good,Good,0
10402108605,11800,Coffs Harbour,1,Good,Good,0
10402108606,11800,Coffs Harbour,1,Good,Good,0
10402108607,11800,Coffs Harbour,1,Good,Good,0
10402108608,11800,Coffs Harbour,1,Good,Good,0
10402108609,11800,Coffs Harbour,1,Good,Good,0
10402108610,11800,Coffs Harbour,1,Good,Good,0
10402108611,11800,Coffs Harbour,1,Good,Good,0
10402108612,11800,Coffs Harbour,1,Good,Good,0
10402108613,11800,Coffs Harbour,1,Good,Good,0
10402108701,10600,Bellingen,1,Good,Good,0
10402108702,11800,Coffs Harbour,1,Good,Good,0
10402108703,11800,Coffs Harbour,1,Good,Good,0
10402108704,10600,Bellingen,1,Good,Good,0
10402108705,10600,Bellingen,1,Good,Good,0
10402108706,10600,Bellingen,1,Good,Good,0
10402108707,10600,Bellingen,1,Good,Good,0
10402108708,10600,Bellingen,1,Good,Good,0
10402108709,10600,Bellingen,1,Good,Good,0
10402108710,10600,Bellingen,1,Good,Good,0
10402108711,11730,Clarence Valley,1,Good,Good,0
10402108712,11730,Clarence Valley,1,Good,Good,0
10402108713,10600,Bellingen,1,Good,Good,0
10402108801,11800,Coffs Harbour,1,Good,Good,0
10402108802,11800,Coffs Harbour,1,Good,Good,0
10402108803,11800,Coffs Harbour,1,Good,Good,0
10402108804,11800,Coffs Harbour,1,Good,Good,0
10402108805,11800,Coffs Harbour,1,Good,Good,0
10402108806,11800,Coffs Harbour,1,Good,Good,0
10402108807,11800,Coffs Harbour,1,Good,Good,0
10402108808,11800,Coffs Harbour,1,Good,Good,0
10402108809,11800,Coffs Harbour,1,Good,Good,0
10402108810,11800,Coffs Harbour,1,Good,Good,0
10402108811,11800,Coffs Harbour,1,Good,Good,0
10402108812,11800,Coffs Harbour,1,Good,Good,0
10402108813,11800,Coffs Harbour,1,Good,Good,0
10402108814,11800,Coffs Harbour,1,Good,Good,0
10402108815,11800,Coffs Harbour,1,Good,Good,0
10402108816,11800,Coffs Harbour,1,Good,Good,0
10402108817,11800,Coffs Harbour,1,Good,Good,0
10402108818,11800,Coffs Harbour,1,Good,Good,0
10402108819,11800,Coffs Harbour,1,Good,Good,0
10402108820,11800,Coffs Harbour,1,Good,Good,0
10402108901,11800,Coffs Harbour,1,Good,Good,0
10402108902,11800,Coffs Harbour,1,Good,Good,0
10402108903,11800,Coffs Harbour,1,Good,Good,0
10402108904,11800,Coffs Harbour,1,Good,Good,0
10402108905,11800,Coffs Harbour,1,Good,Good,0
10402108906,11800,Coffs Harbour,1,Good,Good,0
10402108907,11800,Coffs Harbour,1,Good,Good,0
10402108908,11800,Coffs Harbour,1,Good,Good,0
10402108909,11800,Coffs Harbour,1,Good,Good,0
10402108910,11800,Coffs Harbour,1,Good,Good,0
10402108911,11800,Coffs Harbour,1,Good,Good,0
10402108912,11800,Coffs Harbour,1,Good,Good,0
10402108913,11800,Coffs Harbour,1,Good,Good,0
10402108914,11800,Coffs Harbour,1,Good,Good,0
10402108915,11800,Coffs Harbour,1,Good,Good,0
10402108916,11800,Coffs Harbour,1,Good,Good,0
10402108917,11800,Coffs Harbour,1,Good,Good,0
10402108918,11800,Coffs Harbour,1,Good,Good,0
10402108919,11800,Coffs Harbour,1,Good,Good,0
10402108920,11800,Coffs Harbour,1,Good,Good,0
10402108921,11800,Coffs Harbour,1,Good,Good,0
10402108922,11800,Coffs Harbour,1,Good,Good,0
10402108923,11800,Coffs Harbour,1,Good,Good,0
10402108924,11800,Coffs Harbour,1,Good,Good,0
10402108925,11800,Coffs Harbour,1,Good,Good,0
10402108926,11800,Coffs Harbour,1,Good,Good,0
10402108927,11800,Coffs Harbour,1,Good,Good,0
10402108928,11800,Coffs Harbour,1,Good,Good,0
10402108929,11800,Coffs Harbour,1,Good,Good,0
10402108930,11800,Coffs Harbour,1,Good,Good,0
10402108931,11800,Coffs Harbour,1,Good,Good,0
10402108932,11800,Coffs Harbour,1,Good,Good,0
10402108933,11800,Coffs Harbour,1,Good,Good,0
10402108934,11800,Coffs Harbour,1,Good,Good,0
10402108935,11800,Coffs Harbour,1,Good,Good,0
10402108936,11800,Coffs Harbour,1,Good,Good,0
10402108937,11800,Coffs Harbour,1,Good,Good,0
10402108938,11800,Coffs Harbour,1,Good,Good,0
10402108939,11800,Coffs Harbour,1,Good,Good,0
10402108940,11800,Coffs Harbour,1,Good,Good,0
10402108941,11800,Coffs Harbour,1,Good,Good,0
10402108942,11800,Coffs Harbour,1,Good,Good,0
10402108943,11800,Coffs Harbour,1,Good,Good,0
10402108944,11800,Coffs Harbour,1,Good,Good,0
10402108945,11800,Coffs Harbour,1,Good,Good,0
10402108946,11800,Coffs Harbour,1,Good,Good,0
10402108947,11800,Coffs Harbour,1,Good,Good,0
10402108948,11800,Coffs Harbour,1,Good,Good,0
10402108949,11800,Coffs Harbour,1,Good,Good,0
10402108950,11800,Coffs Harbour,1,Good,Good,0
10402108951,11800,Coffs Harbour,1,Good,Good,0
10402108952,11800,Coffs Harbour,1,Good,Good,0
10402108953,11800,Coffs Harbour,1,Good,Good,0
10402108954,11800,Coffs Harbour,1,Good,Good,0
10402108955,11800,Coffs Harbour,1,Good,Good,0
10402108956,11800,Coffs Harbour,1,Good,Good,0
10402109001,10600,Bellingen,1,Good,Good,0
10402109002,10600,Bellingen,1,Good,Good,0
10402109003,10600,Bellingen,1,Good,Good,0
10402109004,10600,Bellingen,1,Good,Good,0
10402109005,10600,Bellingen,1,Good,Good,0
10402109006,10600,Bellingen,1,Good,Good,0
10402109007,10600,Bellingen,1,Good,Good,0
10402109008,10600,Bellingen,1,Good,Good,0
10402109009,10600,Bellingen,1,Good,Good,0
10402109010,10600,Bellingen,1,Good,Good,0
10402109011,10600,Bellingen,1,Good,Good,0
10402109012,10600,Bellingen,1,Good,Good,0
10402109013,10600,Bellingen,1,Good,Good,0
10402109014,10600,Bellingen,1,Good,Good,0
10402109015,10600,Bellingen,1,Good,Good,0
10402109101,11800,Coffs Harbour,1,Good,Good,0
10402109102,11800,Coffs Harbour,1,Good,Good,0
10402109103,11800,Coffs Harbour,1,Good,Good,0
10402109105,11800,Coffs Harbour,1,Good,Good,0
10402109106,11800,Coffs Harbour,1,Good,Good,0
10402109107,11800,Coffs Harbour,1,Good,Good,0
10402109108,11800,Coffs Harbour,1,Good,Good,0
10402109109,11800,Coffs Harbour,1,Good,Good,0
10402109110,11800,Coffs Harbour,1,Good,Good,0
10402109111,11800,Coffs Harbour,1,Good,Good,0
10402109113,11800,Coffs Harbour,1,Good,Good,0
10402109115,11800,Coffs Harbour,1,Good,Good,0
10402109116,11800,Coffs Harbour,1,Good,Good,0
10402109117,11800,Coffs Harbour,0.8333472,Good,Good,0
10402109117,11730,Clarence Valley,0.1666528,Good,Good,0
10402109118,11800,Coffs Harbour,1,Good,Good,0
10402109121,11800,Coffs Harbour,1,Good,Good,0
10402109122,11800,Coffs Harbour,1,Good,Good,0
10402109123,11800,Coffs Harbour,1,Good,Good,0
10402109124,11800,Coffs Harbour,1,Good,Good,0
10402109125,11800,Coffs Harbour,1,Good,Good,0
10402109126,11800,Coffs Harbour,1,Good,Good,0
10402109127,11800,Coffs Harbour,1,Good,Good,0
10402109128,11800,Coffs Harbour,1,Good,Good,0
10402109129,11800,Coffs Harbour,1,Good,Good,0
10402109130,11800,Coffs Harbour,1,Good,Good,0
10402109131,11800,Coffs Harbour,1,Good,Good,0
10402109132,11800,Coffs Harbour,1,Good,Good,0
10402109133,11800,Coffs Harbour,1,Good,Good,0
10402109134,11800,Coffs Harbour,1,Good,Good,0
10402109135,11800,Coffs Harbour,1,Good,Good,0
10402109136,11800,Coffs Harbour,1,Good,Good,0
10402109137,11800,Coffs Harbour,1,Good,Good,0
10402109138,11800,Coffs Harbour,1,Good,Good,0
10402109139,11800,Coffs Harbour,1,Good,Good,0
10402109140,11800,Coffs Harbour,1,Good,Good,0
10402109141,11800,Coffs Harbour,1,Good,Good,0
10501109201,11150,Bourke,1,Good,Good,0
10501109202,11150,Bourke,1,Good,Good,0
10501109203,11150,Bourke,1,Good,Good,0
10501109204,11750,Cobar,0.0033348,Good,Good,1
10501109204,11150,Bourke,0.9966652,Good,Good,0
10501109205,11150,Bourke,1,Good,Good,0
