SA1_MAINCODE_2016,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30601114209,32080,Cairns,1,Good,Good,0
30601114210,32080,Cairns,1,Good,Good,0
30601114212,32080,Cairns,1,Good,Good,0
30601114213,32080,Cairns,1,Good,Good,0
30601114214,32080,Cairns,1,Good,Good,0
30601114215,32080,Cairns,1,Good,Good,0
30601114216,32080,Cairns,1,Good,Good,0
30601114217,32080,Cairns,1,Good,Good,0
30601114218,32080,Cairns,1,Good,Good,0
30601114219,32080,Cairns,1,Good,Good,0
30601114220,32080,Cairns,1,Good,Good,0
30601114221,32080,Cairns,1,Good,Good,0
30601114222,32080,Cairns,1,Good,Good,0
30601114223,32080,Cairns,1,Good,Good,0
30601114224,32080,Cairns,1,Good,Good,0
30601114225,32080,Cairns,1,Good,Good,0
30601114226,32080,Cairns,1,Good,Good,0
30601114227,32080,Cairns,1,Good,Good,0
30601114228,32080,Cairns,1,Good,Good,0
30601114229,32080,Cairns,1,Good,Good,0
30601114230,32080,Cairns,1,Good,Good,0
30601114231,32080,Cairns,1,Good,Good,0
30601114232,32080,Cairns,1,Good,Good,0
30601114233,32080,Cairns,1,Good,Good,0
30601114234,32080,Cairns,1,Good,Good,0
30601114235,32080,Cairns,1,Good,Good,0
30601114301,32080,Cairns,1,Good,Good,0
30601114302,32080,Cairns,1,Good,Good,0
30601114303,32080,Cairns,1,Good,Good,0
30601114304,32080,Cairns,1,Good,Good,0
30601114305,32080,Cairns,1,Good,Good,0
30601114306,32080,Cairns,1,Good,Good,0
30601114307,32080,Cairns,1,Good,Good,0
30601114308,32080,Cairns,1,Good,Good,0
30601114309,32080,Cairns,1,Good,Good,0
30601114310,32080,Cairns,1,Good,Good,0
30601114311,32080,Cairns,1,Good,Good,0
30601114312,32080,Cairns,1,Good,Good,0
30601114313,32080,Cairns,1,Good,Good,0
30601114314,32080,Cairns,1,Good,Good,0
30601114315,32080,Cairns,1,Good,Good,0
30601114316,32080,Cairns,1,Good,Good,0
30601114317,32080,Cairns,1,Good,Good,0
30601114318,32080,Cairns,1,Good,Good,0
30601114319,32080,Cairns,1,Good,Good,0
30602114401,32080,Cairns,1,Good,Good,0
30602114402,32080,Cairns,1,Good,Good,0
30602114403,32080,Cairns,1,Good,Good,0
30602114404,32080,Cairns,1,Good,Good,0
30602114405,32080,Cairns,1,Good,Good,0
30602114406,32080,Cairns,1,Good,Good,0
30602114407,32080,Cairns,1,Good,Good,0
30602114408,32080,Cairns,1,Good,Good,0
30602114409,32080,Cairns,1,Good,Good,0
30602114410,32080,Cairns,1,Good,Good,0
30602114411,32080,Cairns,1,Good,Good,0
30602114412,32080,Cairns,1,Good,Good,0
30602114413,32080,Cairns,1,Good,Good,0
30602114414,32080,Cairns,1,Good,Good,0
30602114415,32080,Cairns,1,Good,Good,0
30602114416,32080,Cairns,1,Good,Good,0
30602114417,32080,Cairns,1,Good,Good,0
30602114418,32080,Cairns,1,Good,Good,0
30602114501,32080,Cairns,1,Good,Good,0
30602114503,32080,Cairns,1,Good,Good,0
30602114504,32080,Cairns,1,Good,Good,0
30602114507,32080,Cairns,1,Good,Good,0
30602114508,32080,Cairns,1,Good,Good,0
30602114509,32080,Cairns,1,Good,Good,0
30602114510,32080,Cairns,1,Good,Good,0
30602114511,32080,Cairns,1,Good,Good,0
30602114512,32080,Cairns,1,Good,Good,0
30602114514,32080,Cairns,1,Good,Good,0
30602114515,32080,Cairns,1,Good,Good,0
30602114516,32080,Cairns,1,Good,Good,0
30602114517,32080,Cairns,1,Good,Good,0
30602114518,32080,Cairns,1,Good,Good,0
30602114519,32080,Cairns,1,Good,Good,0
30602114520,32080,Cairns,1,Good,Good,0
30602114521,32080,Cairns,1,Good,Good,0
30602114522,32080,Cairns,1,Good,Good,0
30602114523,32080,Cairns,1,Good,Good,0
30602114524,32080,Cairns,1,Good,Good,0
30602114525,32080,Cairns,1,Good,Good,0
30602114526,32080,Cairns,1,Good,Good,0
30602114527,32080,Cairns,1,Good,Good,0
30602114528,32080,Cairns,1,Good,Good,0
30602114529,32080,Cairns,1,Good,Good,0
30602114601,32080,Cairns,1,Good,Good,0
30602114602,32080,Cairns,1,Good,Good,0
30602114603,32080,Cairns,1,Good,Good,0
30602114604,32080,Cairns,1,Good,Good,0
30602114605,32080,Cairns,1,Good,Good,0
30602114606,32080,Cairns,1,Good,Good,0
30602114607,32080,Cairns,1,Good,Good,0
30602114608,32080,Cairns,1,Good,Good,0
30602114609,32080,Cairns,1,Good,Good,0
30602114610,32080,Cairns,1,Good,Good,0
30602114611,32080,Cairns,1,Good,Good,0
30602114612,32080,Cairns,1,Good,Good,0
30602114613,32080,Cairns,1,Good,Good,0
30602114614,32080,Cairns,1,Good,Good,0
30602114615,32080,Cairns,1,Good,Good,0
30602114616,32080,Cairns,1,Good,Good,0
30602114617,32080,Cairns,1,Good,Good,0
30602114701,32080,Cairns,1,Good,Good,0
30602114702,32080,Cairns,1,Good,Good,0
30602114703,32080,Cairns,1,Good,Good,0
30602114704,32080,Cairns,1,Good,Good,0
30602114705,32080,Cairns,1,Good,Good,0
30602114706,32080,Cairns,1,Good,Good,0
30602114707,32080,Cairns,1,Good,Good,0
30602114708,32080,Cairns,1,Good,Good,0
30602114709,32080,Cairns,1,Good,Good,0
30602114710,32080,Cairns,1,Good,Good,0
30602114711,32080,Cairns,1,Good,Good,0
30602114712,32080,Cairns,1,Good,Good,0
30602114713,32080,Cairns,1,Good,Good,0
30602114714,32080,Cairns,1,Good,Good,0
30602114715,32080,Cairns,1,Good,Good,0
30602114716,32080,Cairns,1,Good,Good,0
30602114719,32080,Cairns,1,Good,Good,0
30602114720,32080,Cairns,1,Good,Good,0
30602114721,32080,Cairns,1,Good,Good,0
30602114722,32080,Cairns,1,Good,Good,0
30602114723,32080,Cairns,1,Good,Good,0
30602114724,32080,Cairns,1,Good,Good,0
30602114725,32080,Cairns,1,Good,Good,0
30602114726,32080,Cairns,1,Good,Good,0
30602114801,32080,Cairns,1,Good,Good,0
30602114802,32080,Cairns,1,Good,Good,0
30602114803,32080,Cairns,1,Good,Good,0
30602114804,32080,Cairns,1,Good,Good,0
30602114805,32080,Cairns,1,Good,Good,0
30602114806,32080,Cairns,1,Good,Good,0
30602114807,32080,Cairns,1,Good,Good,0
30602114808,32080,Cairns,1,Good,Good,0
30602114809,32080,Cairns,1,Good,Good,0
30602114810,32080,Cairns,1,Good,Good,0
30602114811,32080,Cairns,1,Good,Good,0
30602114812,32080,Cairns,1,Good,Good,0
30602114813,32080,Cairns,1,Good,Good,0
30602114814,32080,Cairns,1,Good,Good,0
30602114815,32080,Cairns,1,Good,Good,0
30602114816,32080,Cairns,1,Good,Good,0
30602114817,32080,Cairns,1,Good,Good,0
30602114818,32080,Cairns,1,Good,Good,0
30602114819,32080,Cairns,1,Good,Good,0
30602114820,32080,Cairns,1,Good,Good,0
30602114821,32080,Cairns,1,Good,Good,0
30602114822,32080,Cairns,1,Good,Good,0
30602114823,32080,Cairns,1,Good,Good,0
30602114901,32080,Cairns,1,Good,Good,0
30602114902,32080,Cairns,1,Good,Good,0
30602114903,32080,Cairns,1,Good,Good,0
30602114904,32080,Cairns,1,Good,Good,0
30602114905,32080,Cairns,1,Good,Good,0
30602114906,32080,Cairns,1,Good,Good,0
30602114907,32080,Cairns,1,Good,Good,0
30602114908,32080,Cairns,1,Good,Good,0
30602114909,32080,Cairns,1,Good,Good,0
30602114910,32080,Cairns,1,Good,Good,0
30602114911,32080,Cairns,1,Good,Good,0
30602114912,32080,Cairns,1,Good,Good,0
30602114913,32080,Cairns,1,Good,Good,0
30602114914,32080,Cairns,1,Good,Good,0
30602114915,32080,Cairns,1,Good,Good,0
30602114916,32080,Cairns,1,Good,Good,0
30602114917,32080,Cairns,1,Good,Good,0
30602114919,32080,Cairns,1,Good,Good,0
30602114920,32080,Cairns,1,Good,Good,0
30602114921,32080,Cairns,1,Good,Good,0
30602114922,32080,Cairns,1,Good,Good,0
30602114923,32080,Cairns,1,Good,Good,0
30602114924,32080,Cairns,1,Good,Good,0
30602114925,32080,Cairns,1,Good,Good,0
30602114926,32080,Cairns,1,Good,Good,0
30602115001,32080,Cairns,1,Good,Good,0
30602115101,32080,Cairns,1,Good,Good,0
30602115102,32080,Cairns,1,Good,Good,0
30602115103,32080,Cairns,1,Good,Good,0
30602115104,32080,Cairns,1,Good,Good,0
30602115105,32080,Cairns,1,Good,Good,0
30602115106,32080,Cairns,1,Good,Good,0
30602115107,32080,Cairns,1,Good,Good,0
30602115108,32080,Cairns,1,Good,Good,0
30602115109,32080,Cairns,1,Good,Good,0
30602115110,32080,Cairns,1,Good,Good,0
30602115111,32080,Cairns,1,Good,Good,0
30602115112,32080,Cairns,1,Good,Good,0
30602115113,32080,Cairns,1,Good,Good,0
30602115114,32080,Cairns,1,Good,Good,0
30602115115,32080,Cairns,1,Good,Good,0
30602115201,32080,Cairns,1,Good,Good,0
30602115202,32080,Cairns,1,Good,Good,0
30602115203,32080,Cairns,1,Good,Good,0
30602115204,32080,Cairns,1,Good,Good,0
30602115205,32080,Cairns,1,Good,Good,0
30602115206,32080,Cairns,1,Good,Good,0
30602115207,32080,Cairns,1,Good,Good,0
30602115208,32080,Cairns,1,Good,Good,0
30602115209,32080,Cairns,1,Good,Good,0
30602115210,32080,Cairns,1,Good,Good,0
30602115211,32080,Cairns,1,Good,Good,0
30602115212,32080,Cairns,1,Good,Good,0
30602115213,32080,Cairns,1,Good,Good,0
30602115214,32080,Cairns,1,Good,Good,0
30602115301,32080,Cairns,1,Good,Good,0
30602115302,32080,Cairns,1,Good,Good,0
30602115303,32080,Cairns,1,Good,Good,0
30602115304,32080,Cairns,1,Good,Good,0
30602115305,32080,Cairns,1,Good,Good,0
30602115306,32080,Cairns,1,Good,Good,0
30602115307,32080,Cairns,1,Good,Good,0
30602115308,32080,Cairns,1,Good,Good,0
30602115309,32080,Cairns,1,Good,Good,0
30602115310,32080,Cairns,1,Good,Good,0
30602115311,32080,Cairns,1,Good,Good,0
30602115312,32080,Cairns,1,Good,Good,0
30602115313,32080,Cairns,1,Good,Good,0
30602115314,32080,Cairns,1,Good,Good,0
30602115315,32080,Cairns,1,Good,Good,0
30602115316,32080,Cairns,1,Good,Good,0
30602115317,32080,Cairns,1,Good,Good,0
30602115318,32080,Cairns,1,Good,Good,0
30602115319,32080,Cairns,1,Good,Good,0
30602115401,32080,Cairns,1,Good,Good,0
30602115403,32080,Cairns,1,Good,Good,0
30602115404,32080,Cairns,1,Good,Good,0
30602115405,32080,Cairns,1,Good,Good,0
30602115406,32080,Cairns,1,Good,Good,0
30602115407,32080,Cairns,1,Good,Good,0
30602115408,32080,Cairns,1,Good,Good,0
30602115409,32080,Cairns,1,Good,Good,0
30602115410,32080,Cairns,1,Good,Good,0
30602115411,32080,Cairns,1,Good,Good,0
30602115412,32080,Cairns,1,Good,Good,0
30602115413,32080,Cairns,1,Good,Good,0
30602115414,32080,Cairns,1,Good,Good,0
30602115415,32080,Cairns,1,Good,Good,0
30602115416,32080,Cairns,1,Good,Good,0
30602115417,32080,Cairns,1,Good,Good,0
30602115501,32080,Cairns,1,Good,Good,0
30602115502,32080,Cairns,1,Good,Good,0
30602115503,32080,Cairns,1,Good,Good,0
30602115504,32080,Cairns,1,Good,Good,0
30602115505,32080,Cairns,1,Good,Good,0
30602115506,32080,Cairns,1,Good,Good,0
30602115507,32080,Cairns,1,Good,Good,0
30602115508,32080,Cairns,1,Good,Good,0
30602115509,32080,Cairns,1,Good,Good,0
30602115510,32080,Cairns,1,Good,Good,0
30602115511,32080,Cairns,1,Good,Good,0
30602115512,32080,Cairns,1,Good,Good,0
30602115601,32080,Cairns,1,Good,Good,0
30602115602,32080,Cairns,1,Good,Good,0
30602115603,32080,Cairns,1,Good,Good,0
30602115604,32080,Cairns,1,Good,Good,0
30602115605,32080,Cairns,1,Good,Good,0
30602115606,32080,Cairns,1,Good,Good,0
30602115607,32080,Cairns,1,Good,Good,0
30602115608,32080,Cairns,1,Good,Good,0
30602115609,32080,Cairns,1,Good,Good,0
30602115610,32080,Cairns,1,Good,Good,0
30602115611,32080,Cairns,1,Good,Good,0
30602115612,32080,Cairns,1,Good,Good,0
30602115613,32080,Cairns,1,Good,Good,0
30602115614,32080,Cairns,1,Good,Good,0
30602115615,32080,Cairns,1,Good,Good,0
30602115616,32080,Cairns,1,Good,Good,0
30602115617,32080,Cairns,1,Good,Good,0
30602115618,32080,Cairns,1,Good,Good,0
30602115619,32080,Cairns,1,Good,Good,0
30602115620,32080,Cairns,1,Good,Good,0
30602115621,32080,Cairns,1,Good,Good,0
30602115622,32080,Cairns,1,Good,Good,0
30602115623,32080,Cairns,1,Good,Good,0
30602115701,32080,Cairns,1,Good,Good,0
30602115702,32080,Cairns,1,Good,Good,0
30602115703,32080,Cairns,1,Good,Good,0
30602115704,32080,Cairns,1,Good,Good,0
30602115705,32080,Cairns,1,Good,Good,0
30602115706,32080,Cairns,1,Good,Good,0
30602115707,32080,Cairns,1,Good,Good,0
30602115708,32080,Cairns,1,Good,Good,0
30602115709,32080,Cairns,1,Good,Good,0
30602115710,32080,Cairns,1,Good,Good,0
30602115711,32080,Cairns,1,Good,Good,0
30602115712,32080,Cairns,1,Good,Good,0
30603115801,32080,Cairns,1,Good,Good,0
30603115802,32080,Cairns,1,Good,Good,0
30603115803,32080,Cairns,1,Good,Good,0
30603115804,32080,Cairns,1,Good,Good,0
30603115805,32080,Cairns,1,Good,Good,0
30603115806,32080,Cairns,1,Good,Good,0
30603115807,32080,Cairns,1,Good,Good,0
30603115808,32080,Cairns,1,Good,Good,0
30603115809,32260,Cassowary Coast,1,Good,Good,0
30603115810,32260,Cassowary Coast,1,Good,Good,0
30603115811,32080,Cairns,1,Good,Good,0
30603115812,32260,Cassowary Coast,1,Good,Good,0
30603115813,32080,Cairns,1,Good,Good,0
30603115814,32080,Cairns,1,Good,Good,0
30603115815,32080,Cairns,1,Good,Good,0
30603115816,32080,Cairns,1,Good,Good,0
30603115901,32260,Cassowary Coast,1,Good,Good,0
30603115902,32260,Cassowary Coast,1,Good,Good,0
30603115903,32260,Cassowary Coast,1,Good,Good,0
30603115904,32260,Cassowary Coast,1,Good,Good,0
30603115905,32260,Cassowary Coast,1,Good,Good,0
30603115906,32260,Cassowary Coast,1,Good,Good,0
30603115907,32260,Cassowary Coast,1,Good,Good,0
30603115908,32260,Cassowary Coast,1,Good,Good,0
30603115909,32260,Cassowary Coast,1,Good,Good,0
30603115910,32260,Cassowary Coast,1,Good,Good,0
30603115911,32260,Cassowary Coast,1,Good,Good,0
30603115912,32260,Cassowary Coast,1,Good,Good,0
30603115913,32260,Cassowary Coast,1,Good,Good,0
30603115914,32260,Cassowary Coast,1,Good,Good,0
30603115915,32260,Cassowary Coast,1,Good,Good,0
30603115916,32260,Cassowary Coast,1,Good,Good,0
30603115917,32260,Cassowary Coast,1,Good,Good,0
30603115918,32260,Cassowary Coast,1,Good,Good,0
30603115919,32260,Cassowary Coast,1,Good,Good,0
30603115920,32260,Cassowary Coast,1,Good,Good,0
30603115921,32260,Cassowary Coast,1,Good,Good,0
30603115922,32260,Cassowary Coast,1,Good,Good,0
30603115923,32260,Cassowary Coast,1,Good,Good,0
30603115924,32260,Cassowary Coast,1,Good,Good,0
30603115925,32260,Cassowary Coast,1,Good,Good,0
30603115926,32260,Cassowary Coast,1,Good,Good,0
30603115927,32260,Cassowary Coast,1,Good,Good,0
30603115928,32260,Cassowary Coast,1,Good,Good,0
30603115929,32260,Cassowary Coast,1,Good,Good,0
30603115930,32260,Cassowary Coast,1,Good,Good,0
30603116001,32260,Cassowary Coast,1,Good,Good,0
30603116002,32260,Cassowary Coast,1,Good,Good,0
30603116003,32260,Cassowary Coast,1,Good,Good,0
30603116004,32260,Cassowary Coast,1,Good,Good,0
30603116005,32260,Cassowary Coast,1,Good,Good,0
30603116006,32260,Cassowary Coast,1,Good,Good,0
30603116007,32260,Cassowary Coast,1,Good,Good,0
30603116008,32260,Cassowary Coast,1,Good,Good,0
30603116009,32260,Cassowary Coast,1,Good,Good,0
30603116010,32260,Cassowary Coast,1,Good,Good,0
30603116011,32260,Cassowary Coast,1,Good,Good,0
30603116012,32260,Cassowary Coast,1,Good,Good,0
30603116013,32260,Cassowary Coast,1,Good,Good,0
30603116014,32260,Cassowary Coast,1,Good,Good,0
30603116015,32260,Cassowary Coast,1,Good,Good,0
30603116016,32260,Cassowary Coast,1,Good,Good,0
30603116017,32260,Cassowary Coast,1,Good,Good,0
30603116018,32260,Cassowary Coast,1,Good,Good,0
30603116019,32260,Cassowary Coast,1,Good,Good,0
30603116020,32260,Cassowary Coast,1,Good,Good,0
30603116021,32260,Cassowary Coast,1,Good,Good,0
30603116023,32260,Cassowary Coast,1,Good,Good,0
30603116024,32260,Cassowary Coast,1,Good,Good,0
30603116025,32260,Cassowary Coast,1,Good,Good,0
30603116026,32260,Cassowary Coast,1,Good,Good,0
30603116101,32260,Cassowary Coast,1,Good,Good,0
30603116102,32260,Cassowary Coast,1,Good,Good,0
30603116103,32260,Cassowary Coast,1,Good,Good,0
30603116104,32260,Cassowary Coast,1,Good,Good,0
30603116105,32260,Cassowary Coast,1,Good,Good,0
30603116106,32260,Cassowary Coast,1,Good,Good,0
30603116107,32260,Cassowary Coast,1,Good,Good,0
30603116108,32260,Cassowary Coast,1,Good,Good,0
30603116109,32260,Cassowary Coast,1,Good,Good,0
30603116110,32260,Cassowary Coast,1,Good,Good,0
30603116111,32260,Cassowary Coast,1,Good,Good,0
30603116112,32260,Cassowary Coast,1,Good,Good,0
30603116113,32260,Cassowary Coast,1,Good,Good,0
30603116114,32260,Cassowary Coast,1,Good,Good,0
30603116115,32260,Cassowary Coast,1,Good,Good,0
30603116116,32260,Cassowary Coast,1,Good,Good,0
30603116117,32260,Cassowary Coast,1,Good,Good,0
30603116118,32260,Cassowary Coast,1,Good,Good,0
30603116119,32260,Cassowary Coast,1,Good,Good,0
30603116120,32260,Cassowary Coast,1,Good,Good,0
30603116121,32260,Cassowary Coast,1,Good,Good,0
30603116122,32260,Cassowary Coast,1,Good,Good,0
30603116123,32260,Cassowary Coast,1,Good,Good,0
30603116124,32260,Cassowary Coast,1,Good,Good,0
30603116125,32260,Cassowary Coast,1,Good,Good,0
30603116126,32260,Cassowary Coast,1,Good,Good,0
30603116127,32260,Cassowary Coast,1,Good,Good,0
30603116128,32260,Cassowary Coast,1,Good,Good,0
30603116129,32260,Cassowary Coast,1,Good,Good,0
30603116130,32260,Cassowary Coast,1,Good,Good,0
30603116131,32260,Cassowary Coast,1,Good,Good,0
30603116132,32260,Cassowary Coast,1,Good,Good,0
30603116133,32260,Cassowary Coast,1,Good,Good,0
30603116134,32260,Cassowary Coast,1,Good,Good,0
30603116135,32260,Cassowary Coast,1,Good,Good,0
30603116136,32260,Cassowary Coast,1,Good,Good,0
30603116137,32260,Cassowary Coast,1,Good,Good,0
30603116138,32260,Cassowary Coast,1,Good,Good,0
30603116139,32260,Cassowary Coast,1,Good,Good,0
30603116140,32260,Cassowary Coast,1,Good,Good,0
30603116141,32260,Cassowary Coast,1,Good,Good,0
30603116201,36820,Tablelands,0.0002,Good,Good,1
30603116201,32260,Cassowary Coast,8.00E-05,Good,Good,1
30603116201,32080,Cairns,0.99972,Good,Good,0
30603116301,37600,Yarrabah,1,Good,Good,0
30603116302,37600,Yarrabah,1,Good,Good,0
30604116401,32810,Douglas,1,Good,Good,0
30604116402,32810,Douglas,1,Good,Good,0
30604116403,32810,Douglas,1,Good,Good,0
30604116404,32810,Douglas,1,Good,Good,0
30604116405,32810,Douglas,1,Good,Good,0
30604116406,32810,Douglas,1,Good,Good,0
30604116407,32810,Douglas,1,Good,Good,0
30604116408,32810,Douglas,1,Good,Good,0
30604116409,32810,Douglas,1,Good,Good,0
30604116410,32810,Douglas,1,Good,Good,0
30604116411,32810,Douglas,1,Good,Good,0
30604116412,32810,Douglas,1,Good,Good,0
30604116413,32810,Douglas,1,Good,Good,0
30604116414,32810,Douglas,1,Good,Good,0
30604116415,32810,Douglas,1,Good,Good,0
30604116416,32810,Douglas,1,Good,Good,0
30604116417,32810,Douglas,1,Good,Good,0
30604116418,32810,Douglas,1,Good,Good,0
30604116419,32810,Douglas,1,Good,Good,0
30604116420,32810,Douglas,1,Good,Good,0
30604116501,32810,Douglas,1,Good,Good,0
30604116502,32810,Douglas,1,Good,Good,0
30604116503,32810,Douglas,1,Good,Good,0
30604116505,32810,Douglas,1,Good,Good,0
30604116506,32810,Douglas,1,Good,Good,0
30604116508,32810,Douglas,1,Good,Good,0
30604116509,32810,Douglas,1,Good,Good,0
30604116510,32810,Douglas,1,Good,Good,0
30604116511,32810,Douglas,1,Good,Good,0
30604116512,32810,Douglas,1,Good,Good,0
30604116513,32810,Douglas,1,Good,Good,0
30604116514,32810,Douglas,1,Good,Good,0
30604116515,32810,Douglas,1,Good,Good,0
30604116516,32810,Douglas,1,Good,Good,0
30605116601,36820,Tablelands,1,Good,Good,0
30605116602,36820,Tablelands,1,Good,Good,0
30605116603,36820,Tablelands,1,Good,Good,0
30605116604,36820,Tablelands,1,Good,Good,0
30605116605,36820,Tablelands,1,Good,Good,0
30605116606,36820,Tablelands,1,Good,Good,0
30605116607,36820,Tablelands,1,Good,Good,0
30605116608,36820,Tablelands,1,Good,Good,0
30605116609,36820,Tablelands,1,Good,Good,0
30605116610,36820,Tablelands,1,Good,Good,0
30605116611,36820,Tablelands,1,Good,Good,0
30605116612,36820,Tablelands,1,Good,Good,0
30605116613,36820,Tablelands,1,Good,Good,0
30605116614,36820,Tablelands,1,Good,Good,0
30605116615,36820,Tablelands,1,Good,Good,0
30605116616,36820,Tablelands,1,Good,Good,0
30605116617,36820,Tablelands,1,Good,Good,0
30605116618,36820,Tablelands,1,Good,Good,0
30605116619,36820,Tablelands,1,Good,Good,0
30605116620,36820,Tablelands,1,Good,Good,0
30605116622,36820,Tablelands,1,Good,Good,0
30605116623,36820,Tablelands,1,Good,Good,0
30605116624,36820,Tablelands,1,Good,Good,0
30605116625,36820,Tablelands,1,Good,Good,0
30605116626,36820,Tablelands,1,Good,Good,0
30605116627,36820,Tablelands,1,Good,Good,0
30605116701,36820,Tablelands,1,Good,Good,0
30605116702,36820,Tablelands,1,Good,Good,0
30605116703,36820,Tablelands,1,Good,Good,0
30605116704,36820,Tablelands,1,Good,Good,0
30605116705,36820,Tablelands,1,Good,Good,0
30605116706,34880,Mareeba,2.83E-05,Good,Good,1
30605116706,36820,Tablelands,0.9999717,Good,Good,0
30605116707,36820,Tablelands,1,Good,Good,0
30605116708,36820,Tablelands,1,Good,Good,0
30605116709,36820,Tablelands,1,Good,Good,0
30605116710,36820,Tablelands,1,Good,Good,0
30605116711,36820,Tablelands,1,Good,Good,0
30605116712,36820,Tablelands,1,Good,Good,0
30605116713,36820,Tablelands,1,Good,Good,0
30605116714,36820,Tablelands,1,Good,Good,0
30605116715,36820,Tablelands,1,Good,Good,0
30605116717,36820,Tablelands,1,Good,Good,0
30605116801,34880,Mareeba,1,Good,Good,0
30605116802,34880,Mareeba,1,Good,Good,0
30605116803,34880,Mareeba,1,Good,Good,0
30605116804,34880,Mareeba,1,Good,Good,0
30605116805,34880,Mareeba,1,Good,Good,0
30605116806,34880,Mareeba,1,Good,Good,0
30605116807,34880,Mareeba,1,Good,Good,0
30605116808,34880,Mareeba,1,Good,Good,0
30605116809,34880,Mareeba,1,Good,Good,0
30605116810,34880,Mareeba,1,Good,Good,0
30605116811,34880,Mareeba,1,Good,Good,0
30605116812,34880,Mareeba,1,Good,Good,0
30605116813,34880,Mareeba,1,Good,Good,0
30605116814,34880,Mareeba,1,Good,Good,0
30605116815,34880,Mareeba,1,Good,Good,0
30605116901,36820,Tablelands,1,Good,Good,0
30605116902,36820,Tablelands,1,Good,Good,0
30605116903,36820,Tablelands,1,Good,Good,0
30605116904,36820,Tablelands,1,Good,Good,0
30605116905,36820,Tablelands,1,Good,Good,0
30605116906,36820,Tablelands,1,Good,Good,0
30605116907,36820,Tablelands,1,Good,Good,0
30605116908,36820,Tablelands,1,Good,Good,0
30605116909,36820,Tablelands,1,Good,Good,0
30605116910,36820,Tablelands,1,Good,Good,0
30605116911,36820,Tablelands,1,Good,Good,0
30605116912,36820,Tablelands,1,Good,Good,0
30605116913,36820,Tablelands,1,Good,Good,0
30605116914,36820,Tablelands,1,Good,Good,0
30605116915,36820,Tablelands,1,Good,Good,0
30605116916,36820,Tablelands,1,Good,Good,0
30605116917,36820,Tablelands,1,Good,Good,0
30605116918,36820,Tablelands,1,Good,Good,0
30605116919,36820,Tablelands,1,Good,Good,0
30605116920,36820,Tablelands,1,Good,Good,0
30605116921,36820,Tablelands,1,Good,Good,0
30605116922,36820,Tablelands,1,Good,Good,0
30605116923,36820,Tablelands,1,Good,Good,0
30605116924,36820,Tablelands,1,Good,Good,0
30605116925,36820,Tablelands,1,Good,Good,0
30605116926,36820,Tablelands,1,Good,Good,0
30605116927,36820,Tablelands,1,Good,Good,0
30605116928,36820,Tablelands,1,Good,Good,0
30605116929,36820,Tablelands,1,Good,Good,0
30605116930,36820,Tablelands,1,Good,Good,0
30605117002,34880,Mareeba,1,Good,Good,0
30605117003,34880,Mareeba,1,Good,Good,0
30605117004,34880,Mareeba,1,Good,Good,0
30605117005,34880,Mareeba,1,Good,Good,0
30605117006,34880,Mareeba,1,Good,Good,0
30605117007,34880,Mareeba,1,Good,Good,0
30605117008,34880,Mareeba,1,Good,Good,0
30605117009,34880,Mareeba,1,Good,Good,0
30605117010,34880,Mareeba,1,Good,Good,0
30605117011,34880,Mareeba,1,Good,Good,0
30605117012,34880,Mareeba,1,Good,Good,0
30605117013,34880,Mareeba,1,Good,Good,0
30605117014,34880,Mareeba,1,Good,Good,0
30605117015,34880,Mareeba,1,Good,Good,0
30605117016,34880,Mareeba,1,Good,Good,0
30605117017,34880,Mareeba,1,Good,Good,0
30605117018,34880,Mareeba,1,Good,Good,0
30605117019,34880,Mareeba,1,Good,Good,0
30605117020,34880,Mareeba,1,Good,Good,0
30605117021,34880,Mareeba,1,Good,Good,0
30605117022,34880,Mareeba,1,Good,Good,0
30605117023,34880,Mareeba,1,Good,Good,0
30605117024,34880,Mareeba,1,Good,Good,0
30605117025,34880,Mareeba,1,Good,Good,0
30605117026,34880,Mareeba,1,Good,Good,0
30701117101,30300,Balonne,1,Good,Good,0
30701117102,30300,Balonne,1,Good,Good,0
30701117103,30300,Balonne,1,Good,Good,0
30701117104,30300,Balonne,1,Good,Good,0
30701117105,30300,Balonne,1,Good,Good,0
30701117106,30300,Balonne,1,Good,Good,0
30701117107,30300,Balonne,1,Good,Good,0
30701117108,30300,Balonne,1,Good,Good,0
30701117109,30300,Balonne,1,Good,Good,0
30701117110,30300,Balonne,1,Good,Good,0
30701117111,30300,Balonne,1,Good,Good,0
30701117112,30300,Balonne,1,Good,Good,0
30701117113,30300,Balonne,1,Good,Good,0
30701117114,30300,Balonne,1,Good,Good,0
30701117201,37310,Western Downs,1,Good,Good,0
30701117202,37310,Western Downs,1,Good,Good,0
30701117203,37310,Western Downs,1,Good,Good,0
30701117204,37310,Western Downs,1,Good,Good,0
30701117205,37310,Western Downs,1,Good,Good,0
30701117206,37310,Western Downs,1,Good,Good,0
30701117207,37310,Western Downs,1,Good,Good,0
30701117208,37310,Western Downs,1,Good,Good,0
30701117209,37310,Western Downs,1,Good,Good,0
30701117210,37310,Western Downs,1,Good,Good,0
30701117211,37310,Western Downs,1,Good,Good,0
30701117212,37310,Western Downs,1,Good,Good,0
30701117213,37310,Western Downs,1,Good,Good,0
