CD_CODE_2001,POA_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3070106,4697,0.6315789,Poor,Good,0
3070107,4694,0.1142857,Poor,Good,0
3070107,4695,0.3428571,Poor,Good,0
3070107,4680,0.5428571,Good,Good,0
3070108,4680,1,Good,Good,0
3070109,,0.0277778,Poor,Good,2
3070109,4680,0.9722222,Good,Good,0
3070110,4680,1,Good,Good,0
3070111,4680,1,Good,Good,0
3070112,4680,1,Good,Good,0
3070113,4680,1,Good,Good,0
3070201,4680,1,Good,Good,0
3070202,4680,1,Good,Good,0
3070203,4680,1,Good,Good,0
3070204,4680,1,Good,Good,0
3070205,4680,1,Good,Good,0
3070206,4680,1,Good,Good,0
3070207,4680,1,Good,Good,0
3070208,4680,1,Good,Good,0
3070209,4680,1,Good,Good,0
3070210,4680,1,Good,Good,0
3070211,4680,1,Good,Good,0
3070212,4680,1,Good,Good,0
3070213,4680,1,Good,Good,0
3070214,4680,1,Good,Good,0
3070215,4680,1,Good,Good,0
3070216,4680,1,Good,Good,0
3070217,4680,1,Good,Good,0
3070218,4680,1,Good,Good,0
3070301,4680,1,Good,Good,0
3070302,4680,1,Good,Good,0
3070303,4680,1,Good,Good,0
3070304,4694,0.2333333,Poor,Good,0
3070304,4680,0.7666667,Good,Good,0
3070305,4680,1,Good,Good,0
3070306,4680,1,Good,Good,0
3070307,4680,1,Good,Good,0
3070308,4680,1,Good,Good,0
3070309,4680,1,Good,Good,0
3070310,4680,1,Good,Good,0
3070311,4680,1,Good,Good,0
3070401,4680,1,Good,Good,0
3070402,4680,1,Good,Good,0
3070403,4680,1,Good,Good,0
3070404,4680,1,Good,Good,0
3070405,4680,1,Good,Good,0
3070406,4680,1,Good,Good,0
3070407,4680,1,Good,Good,0
3070408,4680,1,Good,Good,0
3070409,4680,1,Good,Good,0
3070410,4680,1,Good,Good,0
3070411,4680,1,Good,Good,0
3070412,4680,1,Good,Good,0
3070501,4680,1,Good,Good,0
3070502,4680,1,Good,Good,0
3070503,4680,1,Good,Good,0
3070504,4680,1,Good,Good,0
3070505,4680,1,Good,Good,0
3070506,4680,1,Good,Good,0
3070507,4680,1,Good,Good,0
3070508,4680,1,Good,Good,0
3070509,4680,1,Good,Good,0
3070510,4680,1,Good,Good,0
3070511,4680,1,Good,Good,0
3070512,4680,1,Good,Good,0
3070513,4680,1,Good,Good,0
3070514,4680,1,Good,Good,0
3070601,4680,1,Good,Good,0
3070602,4680,1,Good,Good,0
3070603,4680,1,Good,Good,0
3070604,4680,1,Good,Good,0
3070605,4680,1,Good,Good,0
3070606,4680,1,Good,Good,0
3070607,4680,1,Good,Good,0
3070608,4680,1,Good,Good,0
3070609,4680,1,Good,Good,0
3070610,4680,1,Good,Good,0
3070611,4680,1,Good,Good,0
3070612,4680,1,Good,Good,0
3070613,4680,1,Good,Good,0
3070614,4680,1,Good,Good,0
3070701,4677,0.1555556,Acceptable,Good,0
3070701,4678,0.8444444,Acceptable,Good,0
3070702,4677,1,Acceptable,Good,0
3070703,4678,0.3953488,Acceptable,Good,0
3070703,4677,0.6046512,Acceptable,Good,0
3070704,4677,0.32,Acceptable,Good,0
3070704,4674,0.68,Acceptable,Good,0
3070705,4676,0.0769231,Poor,Good,0
3070705,4677,0.2564103,Acceptable,Good,0
3070705,4674,0.6666667,Acceptable,Good,0
3070706,4677,0.1666667,Acceptable,Good,0
3070706,4676,0.4,Poor,Good,0
3070706,4674,0.4333333,Acceptable,Good,0
3070707,4678,0.2142857,Acceptable,Good,0
3070707,4677,0.3095238,Acceptable,Good,0
3070707,4676,0.4761905,Poor,Good,0
3070708,4678,1,Acceptable,Good,0
3070709,4678,0.0212766,Acceptable,Good,0
3070709,4677,0.9787234,Acceptable,Good,0
3070710,4678,1,Acceptable,Good,0
3070711,4677,1,Acceptable,Good,0
3070712,4677,1,Acceptable,Good,0
3070713,4677,1,Acceptable,Good,0
3070714,4677,1,Acceptable,Good,0
3070715,4677,1,Acceptable,Good,0
3070716,4674,1,Acceptable,Good,0
3070717,4674,1,Acceptable,Good,0
3070801,4673,0.1818182,Poor,Good,0
3070801,4670,0.8181818,Good,Good,0
3070802,4670,0.3095238,Good,Good,0
3070802,4673,0.6904762,Poor,Good,0
3070803,4670,0.2195122,Good,Good,0
3070803,4673,0.7804878,Poor,Good,0
3070804,4671,0.025641,Good,Good,0
3070804,4673,0.1538462,Poor,Good,0
3070804,4670,0.8205128,Good,Good,0
3070805,4670,1,Good,Good,0
3070806,4670,1,Good,Good,0
3070807,4670,1,Good,Good,0
3070808,4670,1,Good,Good,0
3070809,4670,1,Good,Good,0
3070810,4670,1,Good,Good,0
3070811,4670,0.2857143,Good,Good,0
3070811,4741,0.7142857,Poor,Good,0
3070901,4670,1,Good,Good,0
3070902,4670,1,Good,Good,0
3070903,4670,1,Good,Good,0
3070904,4670,1,Good,Good,0
3070905,4670,1,Good,Good,0
3070906,4670,1,Good,Good,0
3070907,4670,1,Good,Good,0
3070908,4670,1,Good,Good,0
3070909,4670,1,Good,Good,0
3070910,4670,1,Good,Good,0
3070911,4670,1,Good,Good,0
3071001,4670,1,Good,Good,0
3071002,4670,1,Good,Good,0
3071003,4670,1,Good,Good,0
3071004,4670,1,Good,Good,0
3071005,,0.0571429,Poor,Good,2
3071005,4670,0.9428571,Good,Good,0
3071006,4670,1,Good,Good,0
3071007,4670,1,Good,Good,0
3071008,4670,1,Good,Good,0
3071009,4670,1,Good,Good,0
3071010,4670,1,Good,Good,0
3071011,4670,1,Good,Good,0
3071012,4670,1,Good,Good,0
3071013,4670,1,Good,Good,0
3071101,4660,0.0212766,Good,Good,0
3071101,4670,0.9787234,Good,Good,0
3071102,4670,1,Good,Good,0
3071103,4670,1,Good,Good,0
3071104,4670,1,Good,Good,0
3071105,4670,1,Good,Good,0
3071106,4670,1,Good,Good,0
3071107,4670,1,Good,Good,0
3071108,4670,1,Good,Good,0
3071109,4670,1,Good,Good,0
3071110,4670,1,Good,Good,0
3071111,4671,0.0285714,Good,Good,0
3071111,4670,0.9714286,Good,Good,0
3071201,4670,1,Good,Good,0
3071202,4670,1,Good,Good,0
3071203,4670,1,Good,Good,0
3071204,4670,1,Good,Good,0
3071205,4670,1,Good,Good,0
3071206,4670,1,Good,Good,0
3071207,4670,1,Good,Good,0
3071208,4670,1,Good,Good,0
3071209,4670,1,Good,Good,0
3071210,4670,1,Good,Good,0
3071211,4670,1,Good,Good,0
3071212,4670,1,Good,Good,0
3071213,4670,1,Good,Good,0
3071214,4670,1,Good,Good,0
3071215,4670,1,Good,Good,0
3071216,4670,1,Good,Good,0
3071217,4670,1,Good,Good,0
3071218,4670,1,Good,Good,0
3071219,4670,1,Good,Good,0
3071301,4670,1,Good,Good,0
3071302,4670,1,Good,Good,0
3071303,4670,1,Good,Good,0
3071304,4670,1,Good,Good,0
3071305,4670,1,Good,Good,0
3071306,4670,1,Good,Good,0
3071307,4670,1,Good,Good,0
3071308,4670,1,Good,Good,0
3071309,4670,1,Good,Good,0
3071310,4670,1,Good,Good,0
3071311,4670,1,Good,Good,0
3071312,4670,1,Good,Good,0
3071313,4670,1,Good,Good,0
3071314,4670,1,Good,Good,0
3071401,4670,1,Good,Good,0
3071402,4670,1,Good,Good,0
3071403,4670,1,Good,Good,0
3071404,4670,1,Good,Good,0
3071405,4670,1,Good,Good,0
3071406,4670,1,Good,Good,0
3071407,4670,1,Good,Good,0
3071408,4670,1,Good,Good,0
3071409,4670,1,Good,Good,0
3071410,4670,1,Good,Good,0
3071411,4670,1,Good,Good,0
3071412,4670,1,Good,Good,0
3071413,4670,1,Good,Good,0
3071501,4670,1,Good,Good,0
3071502,4670,1,Good,Good,0
3071503,4670,1,Good,Good,0
3071504,4670,1,Good,Good,0
3071505,4670,1,Good,Good,0
3071506,4670,1,Good,Good,0
3071507,4670,1,Good,Good,0
3071508,4670,1,Good,Good,0
3071509,4670,1,Good,Good,0
3071510,4670,1,Good,Good,0
3071511,4670,1,Good,Good,0
3071512,4670,1,Good,Good,0
3071513,4670,1,Good,Good,0
3071514,4670,1,Good,Good,0
3071601,4670,1,Good,Good,0
3071602,4670,1,Good,Good,0
3071603,4670,1,Good,Good,0
3071604,4670,1,Good,Good,0
3071605,4670,1,Good,Good,0
3071606,4670,1,Good,Good,0
3071607,4670,1,Good,Good,0
3071608,4670,1,Good,Good,0
3071609,4670,1,Good,Good,0
3071610,4670,1,Good,Good,0
3071611,4670,1,Good,Good,0
3071612,4670,1,Good,Good,0
3071613,4670,1,Good,Good,0
3071701,4660,0.255814,Good,Good,0
3071701,4671,0.744186,Good,Good,0
3071702,4671,0.2,Good,Good,0
3071702,4660,0.8,Good,Good,0
3071703,4660,1,Good,Good,0
3071704,4660,1,Good,Good,0
3071705,4660,1,Good,Good,0
3071706,4660,1,Good,Good,0
3071707,4660,1,Good,Good,0
3071708,4671,0.3714286,Good,Good,0
3071708,4660,0.6285714,Good,Good,0
3071709,4660,1,Good,Good,0
3071710,4660,1,Good,Good,0
3071711,4660,1,Good,Good,0
3071712,4660,1,Good,Good,0
3071713,4660,1,Good,Good,0
3071714,4660,1,Good,Good,0
3071715,4660,1,Good,Good,0
3071716,4660,1,Good,Good,0
3071717,4660,1,Good,Good,0
3071801,4630,1,Good,Good,0
3071802,4630,1,Good,Good,0
3071803,4630,1,Good,Good,0
3071804,4630,1,Good,Good,0
3071805,4630,1,Good,Good,0
3071806,4630,1,Good,Good,0
3071807,4630,1,Good,Good,0
3071808,4630,1,Good,Good,0
3071809,4630,1,Good,Good,0
3071901,4630,0.2368421,Good,Good,0
3071901,4671,0.7631579,Good,Good,0
3071902,4671,1,Good,Good,0
3071903,4674,0.030303,Acceptable,Good,0
3071903,4671,0.969697,Good,Good,0
3071904,4671,1,Good,Good,0
3071905,4671,1,Good,Good,0
3071906,4671,1,Good,Good,0
3071907,4671,1,Good,Good,0
3071908,4671,1,Good,Good,0
3071909,4671,1,Good,Good,0
3071910,4671,1,Good,Good,0
3071911,4671,1,Good,Good,0
3072001,4627,0.025,Good,Good,0
3072001,4626,0.975,Good,Good,0
3072002,4626,1,Good,Good,0
3072003,4626,1,Good,Good,0
3072004,4625,0.0263158,Good,Good,0
3072004,4626,0.9736842,Good,Good,0
3072005,4625,0.2432432,Good,Good,0
3072005,4626,0.7567568,Good,Good,0
3072006,4626,1,Good,Good,0
3072007,4626,1,Good,Good,0
3072008,4626,1,Good,Good,0
3072101,4627,1,Good,Good,0
3072102,4627,1,Good,Good,0
3072103,4627,1,Good,Good,0
3072104,4627,1,Good,Good,0
3072201,4625,0.1052632,Good,Good,0
3072201,4630,0.3684211,Good,Good,0
3072201,4671,0.5263158,Good,Good,0
3072202,4671,1,Good,Good,0
3072301,4621,1,Good,Good,0
3072302,4621,1,Good,Good,0
3072303,4621,1,Good,Good,0
3072304,4621,1,Good,Good,0
3072305,4621,1,Good,Good,0
3072306,4621,1,Good,Good,0
3072401,4625,1,Good,Good,0
3072402,4625,1,Good,Good,0
3072403,4625,1,Good,Good,0
3072404,4625,1,Good,Good,0
3072405,4625,1,Good,Good,0
3072406,4625,1,Good,Good,0
3072407,4625,1,Good,Good,0
3072408,4625,1,Good,Good,0
3072409,4625,1,Good,Good,0
3072501,,0.0833333,Poor,Good,2
3072501,4670,0.9166667,Good,Good,0
3072502,4670,1,Good,Good,0
3072503,4670,1,Good,Good,0
3072504,4670,1,Good,Good,0
3072505,4670,1,Good,Good,0
3072506,4670,1,Good,Good,0
3072507,4670,1,Good,Good,0
3072508,4670,1,Good,Good,0
3072509,4670,1,Good,Good,0
3072510,4670,1,Good,Good,0
3080101,4723,1,Good,Good,0
3080102,4723,1,Good,Good,0
3080103,4702,0.0204082,Acceptable,Good,0
3080103,4871,0.1428571,Acceptable,Good,0
3080103,4723,0.8367347,Good,Good,0
3080104,4721,0.4615385,Good,Good,0
3080104,4723,0.5384615,Good,Good,0
3080105,4709,1,Good,Good,0
3080106,4709,1,Good,Good,0
3080201,4720,1,Good,Good,0
3080202,4702,1,Acceptable,Good,0
3080203,4720,0.2325581,Good,Good,0
3080203,4702,0.7674419,Acceptable,Good,0
3080204,4720,1,Good,Good,0
3080205,4720,1,Good,Good,0
3080206,4720,1,Good,Good,0
3080207,4720,1,Good,Good,0
3080208,4720,1,Good,Good,0
3080209,4720,1,Good,Good,0
3080210,4720,1,Good,Good,0
3080211,4720,1,Good,Good,0
3080212,4720,1,Good,Good,0
3080213,4720,1,Good,Good,0
3080214,4720,1,Good,Good,0
3080215,4720,1,Good,Good,0
3080216,4720,1,Good,Good,0
3080217,4720,1,Good,Good,0
3080301,4702,1,Acceptable,Good,0
3080302,4702,1,Acceptable,Good,0
3080303,4702,1,Acceptable,Good,0
3080304,4702,0.2857143,Acceptable,Good,0
3080304,4720,0.7142857,Good,Good,0
3080305,4720,1,Good,Good,0
3080306,4720,0.4666667,Good,Good,0
3080306,4702,0.5333333,Acceptable,Good,0
3080307,4720,0.5,Good,Good,0
3080307,4702,0.5,Acceptable,Good,0
3080308,4702,1,Acceptable,Good,0
3080309,4702,1,Acceptable,Good,0
3080310,4702,1,Acceptable,Good,0
3080401,4717,0.3695652,Good,Good,0
3080401,4702,0.6304348,Acceptable,Good,0
3080402,4717,1,Good,Good,0
3080403,4717,1,Good,Good,0
3080404,4717,1,Good,Good,0
3080405,4717,1,Good,Good,0
3080406,4717,1,Good,Good,0
3080407,4717,1,Good,Good,0
3080408,4717,1,Good,Good,0
3080409,4717,1,Good,Good,0
3080410,4717,1,Good,Good,0
3080411,4702,0.1818182,Acceptable,Good,0
3080411,4717,0.8181818,Good,Good,0
3080501,4702,1,Acceptable,Good,0
3080502,4702,1,Acceptable,Good,0
3080503,4712,0.1176471,Acceptable,Good,0
3080503,4702,0.8823529,Acceptable,Good,0
3080504,4702,1,Acceptable,Good,0
3080505,4712,0.0333333,Acceptable,Good,0
3080505,4702,0.9666667,Acceptable,Good,0
3080506,4712,0.1351351,Acceptable,Good,0
3080506,4702,0.8648649,Acceptable,Good,0
3080507,4712,1,Acceptable,Good,0
3080508,4712,0.0697674,Acceptable,Good,0
3080508,4702,0.9302326,Acceptable,Good,0
3080509,4713,1,Good,Good,0
3080510,4718,1,Acceptable,Good,0
3080511,4713,0.0681818,Good,Good,0
3080511,4718,0.1136364,Acceptable,Good,0
3080511,4702,0.8181818,Acceptable,Good,0
3080512,4702,0.4545455,Acceptable,Good,0
3080512,4718,0.5454545,Acceptable,Good,0
3080601,4722,0.027027,Good,Good,0
3080601,4702,0.972973,Acceptable,Good,0
3080602,4702,0.2333333,Acceptable,Good,0
3080602,4722,0.7666667,Good,Good,0
3080603,4722,1,Good,Good,0
3080604,4722,1,Good,Good,0
3080605,4702,0.0217391,Acceptable,Good,0
3080605,4722,0.9782609,Good,Good,0
3080606,4702,0.2978723,Acceptable,Good,0
3080606,4722,0.7021277,Good,Good,0
3080607,4722,0.4489796,Good,Good,0
3080607,4702,0.5510204,Acceptable,Good,0
3080608,4702,1,Acceptable,Good,0
3080609,4702,1,Acceptable,Good,0
3080701,4455,1,Good,Good,0
3080702,4455,0.4722222,Good,Good,0
3080702,4454,0.5277778,Acceptable,Good,0
3080703,4454,1,Acceptable,Good,0
3080704,4455,0.15,Good,Good,0
3080704,4454,0.85,Acceptable,Good,0
3080705,4455,0.4893617,Good,Good,0
3080705,4454,0.5106383,Acceptable,Good,0
3080706,4428,0.0238095,Acceptable,Good,0
3080706,4454,0.3095238,Acceptable,Good,0
3080706,4455,0.6666667,Good,Good,0
3080707,4455,1,Good,Good,0
3080708,4461,0.0204082,Poor,Good,0
3080708,4455,0.9795918,Good,Good,0
3080709,4461,0.1212121,Poor,Good,0
3080709,4455,0.8787879,Good,Good,0
3080801,4455,1,Good,Good,0
3080802,4455,1,Good,Good,0
3080803,4455,1,Good,Good,0
3080804,4455,1,Good,Good,0
3080805,4455,1,Good,Good,0
3080806,4455,1,Good,Good,0
3080807,4455,1,Good,Good,0
3080808,4455,1,Good,Good,0
3080809,4455,1,Good,Good,0
3080810,4455,1,Good,Good,0
3080811,4455,1,Good,Good,0
3080812,4455,1,Good,Good,0
3080901,4420,1,Acceptable,Good,0
3080902,4719,0.16,Acceptable,Good,0
3080902,4420,0.84,Acceptable,Good,0
3080903,4420,0.2307692,Acceptable,Good,0
3080903,4419,0.7692308,Acceptable,Good,0
3080904,4420,1,Acceptable,Good,0
3080905,4454,0.1818182,Acceptable,Good,0
3080905,4420,0.8181818,Acceptable,Good,0
3080906,4427,0.0952381,Acceptable,Good,0
3080906,4420,0.2380952,Acceptable,Good,0
3080906,4428,0.3333333,Acceptable,Good,0
3080906,4454,0.3333333,Acceptable,Good,0
3080907,4426,0.0277778,Acceptable,Good,0
3080907,4427,0.1111111,Acceptable,Good,0
3080907,4420,0.3611111,Acceptable,Good,0
3080907,4419,0.5,Acceptable,Good,0
3080908,4419,1,Acceptable,Good,0
3080909,4419,1,Acceptable,Good,0
3080910,4418,0.08,Poor,Good,0
3080910,4419,0.92,Acceptable,Good,0
3080911,4418,0.3333333,Poor,Good,0
3080911,4419,0.6666667,Acceptable,Good,0
3081001,4413,1,Good,Good,0
3081002,4413,1,Good,Good,0
3081003,4413,1,Good,Good,0
3081004,4413,1,Good,Good,0
3081005,4413,1,Good,Good,0
3081006,4413,1,Good,Good,0
3081007,4413,1,Good,Good,0
3081008,4413,0.2222222,Good,Good,0
3081008,4412,0.3333333,Poor,Good,0
3081008,4406,0.4444444,Poor,Good,0
3081009,4412,0.3170732,Poor,Good,0
3081009,4413,0.6829268,Good,Good,0
3081010,4413,1,Good,Good,0
3081011,4413,1,Good,Good,0
3081012,4410,0.1081081,Acceptable,Good,0
3081012,4413,0.8918919,Good,Good,0
3081013,4413,1,Good,Good,0
3081014,4413,1,Good,Good,0
3081015,4413,1,Good,Good,0
3081101,4425,0.5,Poor,Good,0
3081101,4424,0.5,Poor,Good,0
3081102,4425,1,Poor,Good,0
3081103,4424,0.0408163,Poor,Good,0
3081103,4415,0.9591837,Good,Good,0
3081104,4415,1,Good,Good,0
3081105,4416,0.3809524,Acceptable,Good,0
3081105,4415,0.6190476,Good,Good,0
3081106,4415,1,Good,Good,0
3081107,4415,1,Good,Good,0
3081108,4416,0.0263158,Acceptable,Good,0
3081108,4424,0.4736842,Poor,Good,0
3081108,4415,0.5,Good,Good,0
3081109,4424,0.2765957,Poor,Good,0
3081109,4416,0.3617021,Acceptable,Good,0
3081109,4425,0.3617021,Poor,Good,0
3081110,4416,1,Acceptable,Good,0
3081111,4413,0.1538462,Good,Good,0
3081111,4416,0.8461538,Acceptable,Good,0
3081112,4416,1,Acceptable,Good,0
3081201,4455,0.025,Good,Good,0
3081201,4426,0.025,Acceptable,Good,0
3081201,4427,0.3,Acceptable,Good,0
3081201,4428,0.65,Acceptable,Good,0
3081202,4428,1,Acceptable,Good,0
3081203,4427,0.0243902,Acceptable,Good,0
3081203,4426,0.1463415,Acceptable,Good,0
3081203,4428,0.8292683,Acceptable,Good,0
3081204,4427,1,Acceptable,Good,0
3081205,4427,0.0625,Acceptable,Good,0
3081205,4426,0.9375,Acceptable,Good,0
3081301,4487,0.1162791,Good,Good,0
3081301,4455,0.3023256,Good,Good,0
3081301,4465,0.5813953,Acceptable,Good,0
3081302,4455,0.3414634,Good,Good,0
3081302,4417,0.6585366,Acceptable,Good,0
3081303,4417,1,Acceptable,Good,0
3081304,4423,0.173913,Poor,Good,0
3081304,4417,0.826087,Acceptable,Good,0
3081305,4423,0.3409091,Poor,Good,0
3081305,4417,0.6590909,Acceptable,Good,0
3081306,4417,0.0232558,Acceptable,Good,0
3081306,4465,0.0697674,Acceptable,Good,0
3081306,4487,0.4186047,Good,Good,0
3081306,4455,0.4883721,Good,Good,0
3081401,4422,0.3953488,Acceptable,Good,0
3081401,4423,0.6046512,Poor,Good,0
3081402,4422,1,Acceptable,Good,0
3081403,4422,0.1315789,Acceptable,Good,0
3081403,4406,0.8684211,Poor,Good,0
3081404,4406,0.0588235,Poor,Good,0
3081404,4421,0.9411765,Acceptable,Good,0
3081405,4406,0.106383,Poor,Good,0
3081405,4421,0.2340426,Acceptable,Good,0
3081405,4405,0.6595745,Good,Good,0
3081406,4421,1,Acceptable,Good,0
3081407,4421,0.2777778,Acceptable,Good,0
3081407,4406,0.7222222,Poor,Good,0
3081408,4406,1,Poor,Good,0
3081409,4406,0.1794872,Poor,Good,0
3081409,4423,0.2820513,Poor,Good,0
3081409,4422,0.5384615,Acceptable,Good,0
3081410,4406,0.1363636,Poor,Good,0
3081410,4422,0.8636364,Acceptable,Good,0
3081411,4421,1,Acceptable,Good,0
3081412,4406,0.2352941,Poor,Good,0
3081412,4421,0.7647059,Acceptable,Good,0
3081413,4421,0.3555556,Acceptable,Good,0
3081413,4406,0.6444444,Poor,Good,0
3081414,4406,0.1052632,Poor,Good,0
3081414,4421,0.3684211,Acceptable,Good,0
3081414,4405,0.5263158,Good,Good,0
3081501,4411,0.3142857,Poor,Good,0
3081501,4410,0.6857143,Acceptable,Good,0
3081502,4410,1,Acceptable,Good,0
3081503,4408,0.12,Poor,Good,0
3081503,4410,0.88,Acceptable,Good,0
3081504,4410,0.1627907,Acceptable,Good,0
3081504,4408,0.3488372,Poor,Good,0
3081504,4406,0.4883721,Poor,Good,0
3081505,4406,0.1666667,Poor,Good,0
3081505,4411,0.8333333,Poor,Good,0
3081506,4411,1,Poor,Good,0
3081507,4405,0.0333333,Good,Good,0
3081507,4411,0.1666667,Poor,Good,0
3081507,4406,0.8,Poor,Good,0
3081508,4410,0.0540541,Acceptable,Good,0
3081508,4408,0.4054054,Poor,Good,0
3081508,4406,0.5405405,Poor,Good,0
3081509,4406,0.0588235,Poor,Good,0
3081509,4408,0.2647059,Poor,Good,0
3081509,4405,0.6764706,Good,Good,0
3081601,4405,1,Good,Good,0
3081602,4405,0.3777778,Good,Good,0
3081602,4406,0.6222222,Poor,Good,0
3081603,4406,0.4090909,Poor,Good,0
3081603,4405,0.5909091,Good,Good,0
3081604,4411,0.0217391,Poor,Good,0
3081604,4406,0.2391304,Poor,Good,0
3081604,4405,0.7391304,Good,Good,0
3081605,4406,0.2553191,Poor,Good,0
3081605,4405,0.7446809,Good,Good,0
3081606,4408,0.1395349,Poor,Good,0
3081606,4406,0.3255814,Poor,Good,0
3081606,4405,0.5348837,Good,Good,0
3081607,4408,1,Poor,Good,0
3081608,4408,0.0697674,Poor,Good,0
3081608,4405,0.1162791,Good,Good,0
3081608,4406,0.8139535,Poor,Good,0
3081609,4406,0.2333333,Poor,Good,0
3081609,4404,0.3,Poor,Good,0
3081609,4405,0.4666667,Good,Good,0
3081701,4405,1,Good,Good,0
3081702,4405,1,Good,Good,0
3081703,4405,1,Good,Good,0
3081704,4405,1,Good,Good,0
3081705,4405,1,Good,Good,0
3081706,4405,1,Good,Good,0
3081707,4405,1,Good,Good,0
3081708,4405,1,Good,Good,0
3081709,4405,1,Good,Good,0
3081710,4405,1,Good,Good,0
3081711,4405,1,Good,Good,0
3081712,4405,1,Good,Good,0
3081713,4405,1,Good,Good,0
3081714,4405,1,Good,Good,0
3081715,4405,1,Good,Good,0
3081716,4405,1,Good,Good,0
3081717,4405,1,Good,Good,0
3081718,4405,1,Good,Good,0
3081719,4405,1,Good,Good,0
3081801,4496,0.2857143,Poor,Good,0
3081801,4497,0.7142857,Poor,Good,0
3081802,2406,0.1290323,Acceptable,Good,0
3081802,4497,0.2903226,Poor,Good,0
3081802,4496,0.5806452,Poor,Good,0
3081803,4498,0.2045455,Poor,Good,0
3081803,4496,0.2727273,Poor,Good,0
3081803,4494,0.5227273,Poor,Good,0
3081804,4496,1,Poor,Good,0
3081805,4496,0.0833333,Poor,Good,0
3081805,4494,0.1666667,Poor,Good,0
3081805,4390,0.25,Good,Good,0
3081805,4498,0.5,Poor,Good,0
3081806,4498,0.25,Poor,Good,0
3081806,4390,0.3333333,Good,Good,0
3081806,4494,0.4166667,Poor,Good,0
3081807,4406,0.2,Poor,Good,0
3081807,4390,0.8,Good,Good,0
3081808,4388,0.0425532,Acceptable,Good,0
3081808,4406,0.1914894,Poor,Good,0
3081808,4390,0.7659574,Good,Good,0
3081809,4388,0.0930233,Acceptable,Good,0
3081809,4406,0.1395349,Poor,Good,0
3081809,4390,0.7674419,Good,Good,0
3081810,4390,0.0333333,Good,Good,0
3081810,4388,0.9666667,Acceptable,Good,0
3081811,4388,1,Acceptable,Good,0
3081812,4390,1,Good,Good,0
3081901,4390,1,Good,Good,0
3081902,4390,1,Good,Good,0
3081903,4390,1,Good,Good,0
3081904,4390,1,Good,Good,0
3081905,4390,1,Good,Good,0
3081906,4390,1,Good,Good,0
3081907,4390,1,Good,Good,0
3090101,4829,0.0714286,Acceptable,Good,0
3090101,4482,0.9285714,Acceptable,Good,0
3090102,4482,0.4418605,Acceptable,Good,0
3090102,4829,0.5581395,Acceptable,Good,0
3090103,4735,0.0638298,Acceptable,Good,0
3090103,4829,0.9361702,Acceptable,Good,0
3090104,4829,0.0588235,Acceptable,Good,0
3090104,4735,0.9411765,Acceptable,Good,0
3090201,4736,0.0277778,Poor,Good,0
3090201,4730,0.9722222,Good,Good,0
3090202,4736,1,Poor,Good,0
3090203,4730,0.1,Good,Good,0
3090203,4736,0.3,Poor,Good,0
3090203,4481,0.6,Acceptable,Good,0
3090204,4730,0.2727273,Good,Good,0
3090204,4736,0.7272727,Poor,Good,0
3090205,4481,1,Acceptable,Good,0
3090301,4480,1,Good,Good,0
3090401,4480,1,Good,Good,0
3090402,4474,1,Acceptable,Good,0
3090403,4480,0.2105263,Good,Good,0
3090403,4474,0.7894737,Acceptable,Good,0
3090404,4480,0.4117647,Good,Good,0
3090404,4474,0.5882353,Acceptable,Good,0
3090405,4474,0.2439024,Acceptable,Good,0
3090405,4480,0.7560976,Good,Good,0
3090406,4474,0.3428571,Acceptable,Good,0
3090406,4480,0.6571429,Good,Good,0
3090407,4480,1,Good,Good,0
3090408,4480,1,Good,Good,0
