CD_CODE_2001,POA_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3043504,4816,0.0909091,Acceptable,Good,0
3043504,4811,0.9090909,Good,Good,0
3050101,4809,1,Poor,Good,0
3050102,4809,0.1818182,Poor,Good,0
3050102,4807,0.3939394,Good,Good,0
3050102,4808,0.4242424,Poor,Good,0
3050103,4807,1,Good,Good,0
3050104,4808,0.4146341,Poor,Good,0
3050104,4807,0.5853659,Good,Good,0
3050105,4806,0.0294118,Good,Good,0
3050105,4807,0.9705882,Good,Good,0
3050106,4807,1,Good,Good,0
3050107,4807,1,Good,Good,0
3050108,4807,1,Good,Good,0
3050109,4808,1,Poor,Good,0
3050110,4808,0.3181818,Poor,Good,0
3050110,4807,0.6818182,Good,Good,0
3050111,4808,0.1304348,Poor,Good,0
3050111,4809,0.3913043,Poor,Good,0
3050111,4807,0.4782609,Good,Good,0
3050112,4809,0.3636364,Poor,Good,0
3050112,4807,0.6363636,Good,Good,0
3050113,4809,0.1714286,Poor,Good,0
3050113,4807,0.8285714,Good,Good,0
3050114,4807,1,Good,Good,0
3050115,4807,1,Good,Good,0
3050201,4807,1,Good,Good,0
3050202,4807,1,Good,Good,0
3050203,4807,1,Good,Good,0
3050204,4807,1,Good,Good,0
3050205,4807,1,Good,Good,0
3050206,4807,1,Good,Good,0
3050207,4807,1,Good,Good,0
3050208,4807,1,Good,Good,0
3050209,4807,1,Good,Good,0
3050210,4808,0.030303,Poor,Good,0
3050210,4807,0.969697,Good,Good,0
3050211,4807,1,Good,Good,0
3050212,4807,1,Good,Good,0
3050213,4807,1,Good,Good,0
3050214,4807,1,Good,Good,0
3050215,4807,1,Good,Good,0
3050301,4806,1,Good,Good,0
3050302,4807,0.027027,Good,Good,0
3050302,4806,0.972973,Good,Good,0
3050303,4806,1,Good,Good,0
3050304,4806,1,Good,Good,0
3050305,4806,1,Good,Good,0
3050306,4806,1,Good,Good,0
3050307,4806,1,Good,Good,0
3050308,4806,1,Good,Good,0
3050309,4806,1,Good,Good,0
3050310,4806,1,Good,Good,0
3050401,4804,0.25,Good,Good,0
3050401,4805,0.75,Good,Good,0
3050402,4805,1,Good,Good,0
3050403,4805,1,Good,Good,0
3050404,4805,1,Good,Good,0
3050405,4805,1,Good,Good,0
3050406,4805,1,Good,Good,0
3050407,4805,1,Good,Good,0
3050408,4805,1,Good,Good,0
3050409,4805,0.0666667,Good,Good,0
3050409,4800,0.9333333,Good,Good,0
3050410,4805,1,Good,Good,0
3050501,4805,1,Good,Good,0
3050502,4805,1,Good,Good,0
3050503,4805,1,Good,Good,0
3050504,4805,1,Good,Good,0
3050505,4805,1,Good,Good,0
3050506,4805,1,Good,Good,0
3050507,4805,1,Good,Good,0
3050508,4805,1,Good,Good,0
3050509,4805,1,Good,Good,0
3050510,4805,1,Good,Good,0
3050511,4805,1,Good,Good,0
3050512,4805,1,Good,Good,0
3050601,4804,1,Good,Good,0
3050602,4804,1,Good,Good,0
3050603,4804,1,Good,Good,0
3050604,4804,1,Good,Good,0
3050605,4805,0.4390244,Good,Good,0
3050605,4804,0.5609756,Good,Good,0
3050606,4804,1,Good,Good,0
3050607,4804,1,Good,Good,0
3050608,4816,0.0217391,Acceptable,Good,0
3050608,4804,0.9782609,Good,Good,0
3050609,4804,1,Good,Good,0
3050701,4800,1,Good,Good,0
3050702,4800,1,Good,Good,0
3050703,4800,1,Good,Good,0
3050704,4800,1,Good,Good,0
3050705,4802,0.1935484,Good,Good,0
3050705,4800,0.8064516,Good,Good,0
3050706,4800,1,Good,Good,0
3050707,4800,1,Good,Good,0
3050708,4800,1,Good,Good,0
3050709,4800,1,Good,Good,0
3050710,4800,1,Good,Good,0
3050711,4800,1,Good,Good,0
3050712,4800,1,Good,Good,0
3050713,4800,1,Good,Good,0
3050801,4802,1,Good,Good,0
3050802,4800,1,Good,Good,0
3050803,4800,1,Good,Good,0
3050804,4802,1,Good,Good,0
3050805,4802,1,Good,Good,0
3050806,4802,1,Good,Good,0
3050807,,0.0277778,Poor,Good,2
3050807,4802,0.9722222,Good,Good,0
3050808,4802,1,Good,Good,0
3050809,,0.097561,Poor,Good,2
3050809,4802,0.902439,Good,Good,0
3050810,4802,1,Good,Good,0
3050811,4802,1,Good,Good,0
3050812,4802,1,Good,Good,0
3050813,4802,1,Good,Good,0
3050814,4800,1,Good,Good,0
3050815,4802,0.3255814,Good,Good,0
3050815,4800,0.6744186,Good,Good,0
3050816,4802,1,Good,Good,0
3050817,4802,1,Good,Good,0
3050901,4799,0.0243902,Acceptable,Good,0
3050901,4757,0.3902439,Poor,Good,0
3050901,4741,0.5853659,Poor,Good,0
3050902,4757,0.06,Poor,Good,0
3050902,4756,0.94,Acceptable,Good,0
3050903,4756,0.1714286,Acceptable,Good,0
3050903,4754,0.3428571,Poor,Good,0
3050903,4741,0.4857143,Poor,Good,0
3050904,4754,0.5,Poor,Good,0
3050904,4753,0.5,Poor,Good,0
3050905,4753,1,Poor,Good,0
3050906,4754,1,Poor,Good,0
3050907,4754,0.2051282,Poor,Good,0
3050907,4753,0.2820513,Poor,Good,0
3050907,4741,0.5128205,Poor,Good,0
3050908,4741,0.375,Poor,Good,0
3050908,4754,0.625,Poor,Good,0
3050909,4741,0.1891892,Poor,Good,0
3050909,4754,0.8108108,Poor,Good,0
3050910,4756,0.0869565,Acceptable,Good,0
3050910,4754,0.1956522,Poor,Good,0
3050910,4741,0.3043478,Poor,Good,0
3050910,4757,0.4130435,Poor,Good,0
3050911,4756,1,Acceptable,Good,0
3050912,4757,1,Poor,Good,0
3051001,4741,0.0612245,Poor,Good,0
3051001,4799,0.9387755,Acceptable,Good,0
3051002,4798,0.1428571,Acceptable,Good,0
3051002,4741,0.2380952,Poor,Good,0
3051002,4799,0.6190476,Acceptable,Good,0
3051003,4741,0.0697674,Poor,Good,0
3051003,4798,0.9302326,Acceptable,Good,0
3051004,4798,0.244898,Acceptable,Good,0
3051004,4741,0.755102,Poor,Good,0
3051005,4741,1,Poor,Good,0
3051006,4798,0.1956522,Acceptable,Good,0
3051006,4741,0.8043478,Poor,Good,0
3051007,4798,1,Acceptable,Good,0
3051008,4740,0.1666667,Good,Good,0
3051008,4741,0.8333333,Poor,Good,0
3051009,4741,1,Poor,Good,0
3051010,4741,0.25,Poor,Good,0
3051010,4740,0.75,Good,Good,0
3051011,4740,0.3,Good,Good,0
3051011,4741,0.7,Poor,Good,0
3051012,4800,1,Good,Good,0
3051013,4800,0.027027,Good,Good,0
3051013,4799,0.972973,Acceptable,Good,0
3051014,4741,0.3513514,Poor,Good,0
3051014,4740,0.6486486,Good,Good,0
3051015,4741,0.325,Poor,Good,0
3051015,4740,0.675,Good,Good,0
3051101,4740,0.4705882,Good,Good,0
3051101,4741,0.5294118,Poor,Good,0
3051102,4740,1,Good,Good,0
3051103,4741,0.2580645,Poor,Good,0
3051103,4740,0.7419355,Good,Good,0
3051104,4741,0.0540541,Poor,Good,0
3051104,4740,0.9459459,Good,Good,0
3051105,4740,0.1428571,Good,Good,0
3051105,4741,0.8571429,Poor,Good,0
3051106,4751,0.244898,Acceptable,Good,0
3051106,4753,0.3673469,Poor,Good,0
3051106,4741,0.3877551,Poor,Good,0
3051107,4753,0.1891892,Poor,Good,0
3051107,4741,0.2972973,Poor,Good,0
3051107,4751,0.5135135,Acceptable,Good,0
3051108,4741,1,Poor,Good,0
3051109,4740,0.0588235,Good,Good,0
3051109,4737,0.1470588,Acceptable,Good,0
3051109,4741,0.7941176,Poor,Good,0
3051110,4741,0.03125,Poor,Good,0
3051110,4740,0.34375,Good,Good,0
3051110,4751,0.625,Acceptable,Good,0
3051111,4741,0.1081081,Poor,Good,0
3051111,4737,0.1351351,Acceptable,Good,0
3051111,4740,0.7567568,Good,Good,0
3051112,4740,1,Good,Good,0
3051113,4741,1,Poor,Good,0
3051201,4740,1,Good,Good,0
3051202,4741,0.2380952,Poor,Good,0
3051202,4740,0.7619048,Good,Good,0
3051203,4750,1,Good,Good,0
3051204,4740,1,Good,Good,0
3051205,4740,1,Good,Good,0
3051206,4740,1,Good,Good,0
3051207,4750,1,Good,Good,0
3051208,4740,1,Good,Good,0
3051209,4740,1,Good,Good,0
3051210,4750,1,Good,Good,0
3051211,4750,1,Good,Good,0
3051212,4750,1,Good,Good,0
3051213,4750,1,Good,Good,0
3051214,4740,0.2307692,Good,Good,0
3051214,4750,0.7692308,Good,Good,0
3051215,4740,1,Good,Good,0
3051216,4740,1,Good,Good,0
3051217,4740,1,Good,Good,0
3051218,4740,1,Good,Good,0
3051219,4740,0.1351351,Good,Good,0
3051219,4750,0.8648649,Good,Good,0
3051220,4740,1,Good,Good,0
3051221,4740,1,Good,Good,0
3051222,4740,1,Good,Good,0
3051223,4741,1,Poor,Good,0
3051301,4740,1,Good,Good,0
3051302,4740,1,Good,Good,0
3051303,4740,1,Good,Good,0
3051304,4740,1,Good,Good,0
3051305,4740,1,Good,Good,0
3051306,4740,1,Good,Good,0
3051307,4740,0.3333333,Good,Good,0
3051307,,0.6666667,Poor,Good,2
3051308,4740,1,Good,Good,0
3051309,4740,1,Good,Good,0
3051310,4740,1,Good,Good,0
3051311,4740,1,Good,Good,0
3051312,4740,1,Good,Good,0
3051313,4740,1,Good,Good,0
3051314,4740,1,Good,Good,0
3051315,4740,1,Good,Good,0
3051401,4740,1,Good,Good,0
3051402,4740,1,Good,Good,0
3051403,4740,1,Good,Good,0
3051404,4740,1,Good,Good,0
3051405,4740,1,Good,Good,0
3051406,4740,1,Good,Good,0
3051407,4740,1,Good,Good,0
3051408,4740,1,Good,Good,0
3051409,4740,1,Good,Good,0
3051410,4740,1,Good,Good,0
3051411,4740,1,Good,Good,0
3051412,4740,1,Good,Good,0
3051501,4741,0.0967742,Poor,Good,0
3051501,4740,0.9032258,Good,Good,0
3051502,4741,1,Poor,Good,0
3051503,4741,0.2432432,Poor,Good,0
3051503,4740,0.7567568,Good,Good,0
3051504,4740,1,Good,Good,0
3051505,4740,1,Good,Good,0
3051506,4741,0.1463415,Poor,Good,0
3051506,4740,0.8536585,Good,Good,0
3051507,4740,0.0227273,Good,Good,0
3051507,4741,0.9772727,Poor,Good,0
3051508,4751,1,Acceptable,Good,0
3051509,4751,1,Acceptable,Good,0
3051510,4741,0.05,Poor,Good,0
3051510,4751,0.325,Acceptable,Good,0
3051510,4740,0.625,Good,Good,0
3051511,4740,1,Good,Good,0
3051512,4740,1,Good,Good,0
3051513,4740,1,Good,Good,0
3051514,4740,1,Good,Good,0
3051515,4740,1,Good,Good,0
3051516,4740,1,Good,Good,0
3051517,4740,1,Good,Good,0
3051518,4740,1,Good,Good,0
3051519,4740,1,Good,Good,0
3051520,4751,1,Acceptable,Good,0
3051601,4740,1,Good,Good,0
3051602,4740,1,Good,Good,0
3051603,4740,1,Good,Good,0
3051604,4740,1,Good,Good,0
3051605,4740,1,Good,Good,0
3051606,4740,1,Good,Good,0
3051607,4740,1,Good,Good,0
3051608,4740,1,Good,Good,0
3051609,4740,1,Good,Good,0
3051610,4740,1,Good,Good,0
3051611,4740,1,Good,Good,0
3051612,4740,1,Good,Good,0
3051613,4740,1,Good,Good,0
3051614,4740,1,Good,Good,0
3051701,4740,1,Good,Good,0
3051702,4740,1,Good,Good,0
3051703,4740,1,Good,Good,0
3051704,4740,1,Good,Good,0
3051705,4740,1,Good,Good,0
3051706,4740,1,Good,Good,0
3051707,4740,1,Good,Good,0
3051708,4740,1,Good,Good,0
3051709,4740,1,Good,Good,0
3051710,4740,1,Good,Good,0
3051711,4740,1,Good,Good,0
3051712,4740,1,Good,Good,0
3051713,4740,1,Good,Good,0
3051714,4740,1,Good,Good,0
3051801,4740,1,Good,Good,0
3051802,4740,1,Good,Good,0
3051803,4740,1,Good,Good,0
3051804,4740,1,Good,Good,0
3051805,4740,1,Good,Good,0
3051806,4740,1,Good,Good,0
3051807,4740,1,Good,Good,0
3051808,4740,1,Good,Good,0
3051809,4740,1,Good,Good,0
3051810,4740,1,Good,Good,0
3051811,4740,1,Good,Good,0
3051812,4740,1,Good,Good,0
3051813,4740,1,Good,Good,0
3051814,4740,1,Good,Good,0
3051815,4740,1,Good,Good,0
3051816,4740,1,Good,Good,0
3051817,4740,1,Good,Good,0
3051901,4737,1,Acceptable,Good,0
3051902,4740,0.2978723,Good,Good,0
3051902,4737,0.7021277,Acceptable,Good,0
3051903,4737,1,Acceptable,Good,0
3051904,4737,1,Acceptable,Good,0
3051905,4737,1,Acceptable,Good,0
3051906,4740,1,Good,Good,0
3051907,4740,0.1,Good,Good,0
3051907,4737,0.9,Acceptable,Good,0
3051908,4737,1,Acceptable,Good,0
3051909,4737,1,Acceptable,Good,0
3051910,4737,1,Acceptable,Good,0
3051911,4737,1,Acceptable,Good,0
3051912,4737,1,Acceptable,Good,0
3052001,4743,1,Good,Good,0
3052002,4741,0.03125,Poor,Good,0
3052002,4721,0.09375,Good,Good,0
3052002,4743,0.34375,Good,Good,0
3052002,4742,0.53125,Acceptable,Good,0
3052003,4741,0.1794872,Poor,Good,0
3052003,4737,0.3333333,Acceptable,Good,0
3052003,4742,0.4871795,Acceptable,Good,0
3052004,4741,0.1707317,Poor,Good,0
3052004,4742,0.8292683,Acceptable,Good,0
3052005,4742,1,Acceptable,Good,0
3052006,4743,1,Good,Good,0
3052101,4707,0.1875,Acceptable,Good,0
3052101,4738,0.3125,Acceptable,Good,0
3052101,4739,0.5,Poor,Good,0
3052102,4739,1,Poor,Good,0
3052103,4738,0.0638298,Acceptable,Good,0
3052103,4741,0.0638298,Poor,Good,0
3052103,4739,0.1489362,Poor,Good,0
3052103,4707,0.7234043,Acceptable,Good,0
3052104,4707,0.2682927,Acceptable,Good,0
3052104,4705,0.7317073,Poor,Good,0
3052105,4705,0.2432432,Poor,Good,0
3052105,4742,0.7567568,Acceptable,Good,0
3052106,4707,1,Acceptable,Good,0
3052107,4707,1,Acceptable,Good,0
3052108,4742,0.0204082,Acceptable,Good,0
3052108,4746,0.3061224,Good,Good,0
3052108,4705,0.6734694,Poor,Good,0
3052109,4738,1,Acceptable,Good,0
3052110,4707,0.025641,Acceptable,Good,0
3052110,4741,0.4102564,Poor,Good,0
3052110,4739,0.5641026,Poor,Good,0
3052201,4809,1,Poor,Good,0
3052202,4809,1,Poor,Good,0
3052203,4809,0.3611111,Poor,Good,0
3052203,4816,0.6388889,Acceptable,Good,0
3052204,4816,0.0487805,Acceptable,Good,0
3052204,4809,0.9512195,Poor,Good,0
3052301,4746,1,Good,Good,0
3052302,4746,1,Good,Good,0
3052303,4745,1,Good,Good,0
3052304,4745,1,Good,Good,0
3052305,4746,1,Good,Good,0
3052306,4742,0.025641,Acceptable,Good,0
3052306,4746,0.2307692,Good,Good,0
3052306,4745,0.7435897,Good,Good,0
3052307,4723,0.025641,Good,Good,0
3052307,4746,0.0512821,Good,Good,0
3052307,4705,0.9230769,Poor,Good,0
3052308,4746,1,Good,Good,0
3052309,4745,1,Good,Good,0
3052310,4745,1,Good,Good,0
3052311,4745,1,Good,Good,0
3052401,4740,1,Good,Good,0
3052402,4740,1,Good,Good,0
3052403,4740,1,Good,Good,0
3052404,4740,1,Good,Good,0
3052405,4740,1,Good,Good,0
3052406,4740,1,Good,Good,0
3052407,4740,1,Good,Good,0
3052408,4740,1,Good,Good,0
3052409,4740,1,Good,Good,0
3052410,4740,1,Good,Good,0
3052411,4740,1,Good,Good,0
3052412,4740,1,Good,Good,0
3052413,4740,1,Good,Good,0
3052501,4737,0.075,Acceptable,Good,0
3052501,4740,0.925,Good,Good,0
3052502,4740,1,Good,Good,0
3052503,4740,1,Good,Good,0
3052504,4737,0.4857143,Acceptable,Good,0
3052504,4740,0.5142857,Good,Good,0
3052505,4740,1,Good,Good,0
3052506,4737,1,Acceptable,Good,0
3052507,4737,0.3829787,Acceptable,Good,0
3052507,4738,0.6170213,Acceptable,Good,0
3052508,4738,1,Acceptable,Good,0
3052509,4741,0.0232558,Poor,Good,0
3052509,4738,0.9767442,Acceptable,Good,0
3052510,4738,1,Acceptable,Good,0
3052511,4740,1,Good,Good,0
3060101,4702,1,Acceptable,Good,0
3060102,4702,1,Acceptable,Good,0
3060103,4703,1,Good,Good,0
3060104,4702,0.0882353,Acceptable,Good,0
3060104,4703,0.9117647,Good,Good,0
3060105,4704,0.05,Poor,Good,0
3060105,4702,0.95,Acceptable,Good,0
3060106,4704,0.0588235,Poor,Good,0
3060106,4705,0.2941176,Poor,Good,0
3060106,4702,0.6470588,Acceptable,Good,0
3060107,4705,1,Poor,Good,0
3060108,4702,0.2,Acceptable,Good,0
3060108,4705,0.2666667,Poor,Good,0
3060108,4706,0.5333333,Poor,Good,0
3060109,4706,0.2926829,Poor,Good,0
3060109,4705,0.7073171,Poor,Good,0
3060110,4703,1,Good,Good,0
3060201,4702,1,Acceptable,Good,0
3060202,4703,1,Good,Good,0
3060203,4710,1,Good,Good,0
3060204,4703,1,Good,Good,0
3060205,4700,1,Good,Good,0
3060206,4710,1,Good,Good,0
3060207,4710,0.03125,Good,Good,0
3060207,4701,0.21875,Good,Good,0
3060207,4702,0.75,Acceptable,Good,0
3060208,4700,0.1707317,Good,Good,0
3060208,4710,0.8292683,Good,Good,0
3060209,4702,0.2045455,Acceptable,Good,0
3060209,4701,0.7954545,Good,Good,0
3060210,4710,0.25,Good,Good,0
3060210,4703,0.75,Good,Good,0
3060211,4710,1,Good,Good,0
3060212,4710,1,Good,Good,0
3060213,4703,1,Good,Good,0
3060214,4703,1,Good,Good,0
3060215,4710,1,Good,Good,0
3060301,4703,1,Good,Good,0
3060302,4703,1,Good,Good,0
3060303,4703,1,Good,Good,0
3060304,4703,1,Good,Good,0
3060305,4703,1,Good,Good,0
3060306,4703,1,Good,Good,0
3060307,4703,1,Good,Good,0
3060308,4703,1,Good,Good,0
3060309,4703,1,Good,Good,0
3060310,4703,1,Good,Good,0
3060311,4703,1,Good,Good,0
3060312,4703,1,Good,Good,0
3060313,4703,1,Good,Good,0
3060314,4703,1,Good,Good,0
3060315,4703,1,Good,Good,0
3060316,4703,1,Good,Good,0
3060317,4703,1,Good,Good,0
3060318,4703,1,Good,Good,0
3060401,4702,0.03125,Acceptable,Good,0
3060401,4701,0.96875,Good,Good,0
3060402,4701,1,Good,Good,0
3060403,4701,1,Good,Good,0
3060404,4701,1,Good,Good,0
3060405,4701,1,Good,Good,0
3060406,4701,1,Good,Good,0
3060407,4701,1,Good,Good,0
3060408,4701,1,Good,Good,0
3060409,4701,1,Good,Good,0
3060410,4701,1,Good,Good,0
3060411,4701,1,Good,Good,0
3060412,4701,1,Good,Good,0
3060413,4701,1,Good,Good,0
3060414,4702,0.2978723,Acceptable,Good,0
3060414,4701,0.7021277,Good,Good,0
3060415,4701,1,Good,Good,0
3060416,4702,1,Acceptable,Good,0
3060417,4701,1,Good,Good,0
3060418,4701,1,Good,Good,0
3060419,4701,1,Good,Good,0
3060420,4701,1,Good,Good,0
3060501,4701,1,Good,Good,0
3060502,4701,1,Good,Good,0
3060503,4701,1,Good,Good,0
3060504,4701,1,Good,Good,0
3060505,4701,1,Good,Good,0
3060506,4701,1,Good,Good,0
3060507,4701,1,Good,Good,0
3060508,4701,1,Good,Good,0
3060509,4701,1,Good,Good,0
3060510,4701,1,Good,Good,0
3060511,4701,1,Good,Good,0
3060512,4701,1,Good,Good,0
3060601,4701,1,Good,Good,0
3060602,4701,1,Good,Good,0
3060603,4701,1,Good,Good,0
3060604,4701,1,Good,Good,0
3060605,4701,1,Good,Good,0
3060606,4701,1,Good,Good,0
3060607,4701,1,Good,Good,0
3060608,4701,1,Good,Good,0
3060609,4701,1,Good,Good,0
3060610,4701,1,Good,Good,0
3060701,4702,0.1590909,Acceptable,Good,0
3060701,4701,0.8409091,Good,Good,0
3060702,4701,0.2340426,Good,Good,0
3060702,4702,0.7659574,Acceptable,Good,0
3060703,4701,0.1666667,Good,Good,0
3060703,4702,0.8333333,Acceptable,Good,0
3060704,4701,1,Good,Good,0
3060705,4700,0.1111111,Good,Good,0
3060705,4701,0.8888889,Good,Good,0
3060706,4701,1,Good,Good,0
3060707,4701,1,Good,Good,0
3060708,4701,1,Good,Good,0
3060709,4701,1,Good,Good,0
3060710,4701,1,Good,Good,0
3060711,4701,1,Good,Good,0
3060712,4701,1,Good,Good,0
3060713,4701,1,Good,Good,0
3060714,4701,1,Good,Good,0
3060715,4701,1,Good,Good,0
3060716,4701,0.326087,Good,Good,0
3060716,4702,0.673913,Acceptable,Good,0
3060801,4700,0.3,Good,Good,0
3060801,4701,0.7,Good,Good,0
3060802,4701,1,Good,Good,0
3060803,4701,1,Good,Good,0
3060804,4701,1,Good,Good,0
3060805,4701,1,Good,Good,0
3060806,4701,1,Good,Good,0
3060807,4701,1,Good,Good,0
3060808,4700,0.0487805,Good,Good,0
3060808,4701,0.9512195,Good,Good,0
3060809,4701,1,Good,Good,0
3060810,4701,1,Good,Good,0
3060811,4700,0.125,Good,Good,0
3060811,4701,0.875,Good,Good,0
3060812,4701,1,Good,Good,0
3060813,4701,1,Good,Good,0
3060814,4701,1,Good,Good,0
3060815,4701,1,Good,Good,0
3060901,4700,1,Good,Good,0
3060902,4700,1,Good,Good,0
3060903,4700,1,Good,Good,0
3060904,4700,1,Good,Good,0
3060905,4700,1,Good,Good,0
3060906,4700,1,Good,Good,0
3060907,4700,1,Good,Good,0
3060908,4700,1,Good,Good,0
3060909,4700,1,Good,Good,0
3061001,4700,1,Good,Good,0
3061002,4700,1,Good,Good,0
3061003,4700,1,Good,Good,0
3061004,4700,1,Good,Good,0
3061005,4700,1,Good,Good,0
3061006,4700,1,Good,Good,0
3061007,4700,1,Good,Good,0
3061008,4700,1,Good,Good,0
3061009,4700,1,Good,Good,0
3061010,4700,1,Good,Good,0
3061011,4700,1,Good,Good,0
3061012,4700,1,Good,Good,0
3061013,4700,1,Good,Good,0
3061101,4700,1,Good,Good,0
3061102,4701,0.1111111,Good,Good,0
3061102,4700,0.8888889,Good,Good,0
3061103,4700,1,Good,Good,0
3061104,4700,1,Good,Good,0
3061105,4700,1,Good,Good,0
3061106,4700,1,Good,Good,0
3061107,4700,1,Good,Good,0
3061108,4700,1,Good,Good,0
3061109,4700,1,Good,Good,0
3061110,4700,1,Good,Good,0
3061111,4700,1,Good,Good,0
3061112,4700,1,Good,Good,0
3061201,4700,1,Good,Good,0
3061202,4702,0.0217391,Acceptable,Good,0
3061202,4700,0.9782609,Good,Good,0
3061203,4700,1,Good,Good,0
3061204,4700,1,Good,Good,0
3061205,4700,1,Good,Good,0
3061206,4700,1,Good,Good,0
3061207,4700,1,Good,Good,0
3061208,4700,1,Good,Good,0
3061209,4700,1,Good,Good,0
3061210,4700,1,Good,Good,0
3061211,4700,1,Good,Good,0
3061212,4700,1,Good,Good,0
3061301,4702,1,Acceptable,Good,0
3061302,4702,1,Acceptable,Good,0
3061303,4702,1,Acceptable,Good,0
3061304,4702,1,Acceptable,Good,0
3061305,4702,1,Acceptable,Good,0
3061306,4702,1,Acceptable,Good,0
3061401,4702,1,Acceptable,Good,0
3061402,4700,0.0555556,Good,Good,0
3061402,4702,0.25,Acceptable,Good,0
3061402,4699,0.6944444,Poor,Good,0
3061403,4702,0.1578947,Acceptable,Good,0
3061403,4699,0.8421053,Poor,Good,0
3061404,4702,1,Acceptable,Good,0
3061405,4699,1,Poor,Good,0
3061406,4702,1,Acceptable,Good,0
3061407,4702,0.4,Acceptable,Good,0
3061407,4699,0.6,Poor,Good,0
3061408,4699,0.3947368,Poor,Good,0
3061408,4702,0.6052632,Acceptable,Good,0
3061409,4702,1,Acceptable,Good,0
3061501,4702,1,Acceptable,Good,0
3061502,4702,1,Acceptable,Good,0
3061503,4702,1,Acceptable,Good,0
3061504,4702,1,Acceptable,Good,0
3061505,4702,1,Acceptable,Good,0
3061506,4702,1,Acceptable,Good,0
3061507,4702,1,Acceptable,Good,0
3061508,4702,1,Acceptable,Good,0
3061509,4702,1,Acceptable,Good,0
3061601,4714,1,Good,Good,0
3061602,4714,1,Good,Good,0
3061603,4714,1,Good,Good,0
3061604,4714,1,Good,Good,0
3061605,4714,1,Good,Good,0
3061606,4714,1,Good,Good,0
3061607,4714,1,Good,Good,0
3061608,4714,1,Good,Good,0
3061609,4714,1,Good,Good,0
3061701,4702,1,Acceptable,Good,0
3061702,4715,0.3181818,Good,Good,0
3061702,4702,0.6818182,Acceptable,Good,0
3061703,4702,1,Acceptable,Good,0
3061704,4718,0.3421053,Acceptable,Good,0
3061704,4702,0.6578947,Acceptable,Good,0
3061705,4702,1,Acceptable,Good,0
3061706,4702,1,Acceptable,Good,0
3061707,4718,0.1020408,Acceptable,Good,0
3061707,4702,0.8979592,Acceptable,Good,0
3061708,4715,0.4210526,Good,Good,0
3061708,4702,0.5789474,Acceptable,Good,0
3061801,4715,0.4444444,Good,Good,0
3061801,4702,0.5555556,Acceptable,Good,0
3061802,4719,1,Acceptable,Good,0
3061803,4718,1,Acceptable,Good,0
3061804,4718,1,Acceptable,Good,0
3061805,4719,0.2040816,Acceptable,Good,0
3061805,4702,0.244898,Acceptable,Good,0
3061805,4718,0.5510204,Acceptable,Good,0
3061806,4719,0.42,Acceptable,Good,0
3061806,4718,0.58,Acceptable,Good,0
3061807,4715,0.0408163,Good,Good,0
3061807,4719,0.9591837,Acceptable,Good,0
3061808,4719,1,Acceptable,Good,0
3061809,4718,1,Acceptable,Good,0
3061810,4719,1,Acceptable,Good,0
3061811,4702,0.1333333,Acceptable,Good,0
3061811,4715,0.8666667,Good,Good,0
3061812,4716,0.4375,Acceptable,Good,0
3061812,4715,0.5625,Good,Good,0
3061901,4715,1,Good,Good,0
3061902,4715,1,Good,Good,0
3061903,4716,0.4857143,Acceptable,Good,0
3061903,4715,0.5142857,Good,Good,0
3061904,4715,0.0322581,Good,Good,0
3061904,4719,0.0322581,Acceptable,Good,0
3061904,4716,0.9354839,Acceptable,Good,0
3061905,4715,1,Good,Good,0
3061906,4715,1,Good,Good,0
3061907,4715,1,Good,Good,0
3061908,4715,1,Good,Good,0
3061909,4715,1,Good,Good,0
3061910,4715,1,Good,Good,0
3061911,4715,1,Good,Good,0
3061912,4715,0.2553191,Good,Good,0
3061912,4716,0.7446809,Acceptable,Good,0
3061913,4716,1,Acceptable,Good,0
3061914,4716,1,Acceptable,Good,0
3062001,4702,1,Acceptable,Good,0
3062002,4701,0.0285714,Good,Good,0
3062002,4703,0.2857143,Good,Good,0
3062002,4702,0.6857143,Acceptable,Good,0
3062003,4711,0.4473684,Acceptable,Good,0
3062003,4702,0.5526316,Acceptable,Good,0
3062004,4711,1,Acceptable,Good,0
3062005,4701,0.0222222,Good,Good,0
3062005,4702,0.0666667,Acceptable,Good,0
3062005,4711,0.9111111,Acceptable,Good,0
3062006,4703,1,Good,Good,0
3062007,4701,0.075,Good,Good,0
3062007,4702,0.1,Acceptable,Good,0
3062007,4703,0.825,Good,Good,0
3062008,4702,0.0487805,Acceptable,Good,0
3062008,4703,0.9512195,Good,Good,0
3062009,4704,0.075,Poor,Good,0
3062009,4702,0.3,Acceptable,Good,0
3062009,4703,0.3,Good,Good,0
3062009,4701,0.325,Good,Good,0
3062010,4701,1,Good,Good,0
3062011,4703,1,Good,Good,0
3062012,4702,1,Acceptable,Good,0
3070101,4697,0.1891892,Poor,Good,0
3070101,4695,0.8108108,Poor,Good,0
3070102,,0.02,Poor,Good,2
3070102,4694,0.3,Poor,Good,0
3070102,4680,0.68,Good,Good,0
3070103,4680,1,Good,Good,0
3070104,4695,1,Poor,Good,0
3070105,4695,0.4,Poor,Good,0
3070105,4697,0.6,Poor,Good,0
3070106,4695,0.3684211,Poor,Good,0
