SA4_CODE_2021,SA4_NAME_2021,RA_CODE_2021,RA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
313,Moreton Bay - North,31,Inner Regional Australia,0.1404372,Poor,Acceptable,0
313,Moreton Bay - North,32,Outer Regional Australia,0.0027822,Acceptable,Acceptable,1
313,Moreton Bay - North,33,Remote Australia,0.0011943,Poor,Acceptable,1
314,Moreton Bay - South,30,Major Cities of Australia,0.9421068,Good,Acceptable,0
314,Moreton Bay - South,31,Inner Regional Australia,0.0578932,Poor,Acceptable,0
315,Queensland - Outback,32,Outer Regional Australia,0.0687368,Acceptable,Acceptable,0
315,Queensland - Outback,33,Remote Australia,0.3257152,Poor,Acceptable,0
315,Queensland - Outback,34,Very Remote Australia,0.6055479,Poor,Acceptable,0
316,Sunshine Coast,30,Major Cities of Australia,0.832168,Good,Acceptable,0
316,Sunshine Coast,31,Inner Regional Australia,0.167832,Poor,Acceptable,0
317,Toowoomba,31,Inner Regional Australia,1,Poor,Acceptable,0
318,Townsville,32,Outer Regional Australia,0.9693314,Acceptable,Acceptable,0
318,Townsville,33,Remote Australia,0.0277085,Poor,Acceptable,0
318,Townsville,34,Very Remote Australia,0.0029601,Poor,Acceptable,1
319,Wide Bay,31,Inner Regional Australia,0.9125828,Poor,Acceptable,0
319,Wide Bay,32,Outer Regional Australia,0.0863006,Acceptable,Acceptable,0
319,Wide Bay,33,Remote Australia,0.0011166,Poor,Acceptable,1
397,Migratory - Offshore - Shipping (Qld),35,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
399,No usual address (Qld),39,No usual address (Qld),1,Good,Good,0
401,Adelaide - Central and Hills,40,Major Cities of Australia,0.9107033,Good,Acceptable,0
401,Adelaide - Central and Hills,41,Inner Regional Australia,0.0892967,Poor,Acceptable,0
402,Adelaide - North,40,Major Cities of Australia,0.9778035,Good,Acceptable,0
402,Adelaide - North,41,Inner Regional Australia,0.0221965,Poor,Acceptable,0
403,Adelaide - South,40,Major Cities of Australia,0.9865778,Good,Acceptable,0
403,Adelaide - South,41,Inner Regional Australia,0.0134222,Poor,Acceptable,0
404,Adelaide - West,40,Major Cities of Australia,1,Good,Acceptable,0
405,Barossa - Yorke - Mid North,41,Inner Regional Australia,0.4473852,Poor,Acceptable,0
405,Barossa - Yorke - Mid North,42,Outer Regional Australia,0.5168986,Poor,Acceptable,0
405,Barossa - Yorke - Mid North,43,Remote Australia,0.0357161,Poor,Acceptable,0
406,South Australia - Outback,42,Outer Regional Australia,0.4470303,Poor,Acceptable,0
406,South Australia - Outback,43,Remote Australia,0.3865491,Poor,Acceptable,0
406,South Australia - Outback,44,Very Remote Australia,0.1664206,Poor,Acceptable,0
407,South Australia - South East,41,Inner Regional Australia,0.4178421,Poor,Acceptable,0
407,South Australia - South East,42,Outer Regional Australia,0.5432864,Poor,Acceptable,0
407,South Australia - South East,43,Remote Australia,0.0388715,Poor,Acceptable,0
497,Migratory - Offshore - Shipping (SA),45,Migratory - Offshore - Shipping (SA),1,Good,Good,0
499,No usual address (SA),49,No usual address (SA),1,Good,Good,0
501,Bunbury,51,Inner Regional Australia,0.91598,Poor,Acceptable,0
501,Bunbury,52,Outer Regional Australia,0.0798914,Poor,Acceptable,0
501,Bunbury,53,Remote Australia,0.0041285,Poor,Acceptable,1
502,Mandurah,50,Major Cities of Australia,0.9608871,Good,Acceptable,0
502,Mandurah,51,Inner Regional Australia,0.0391129,Poor,Acceptable,0
503,Perth - Inner,50,Major Cities of Australia,1,Good,Acceptable,0
504,Perth - North East,50,Major Cities of Australia,0.9511281,Good,Acceptable,0
504,Perth - North East,51,Inner Regional Australia,0.0488719,Poor,Acceptable,0
505,Perth - North West,50,Major Cities of Australia,0.993188,Good,Acceptable,0
505,Perth - North West,51,Inner Regional Australia,0.006812,Poor,Acceptable,1
506,Perth - South East,50,Major Cities of Australia,0.9886849,Good,Acceptable,0
506,Perth - South East,51,Inner Regional Australia,0.0113151,Poor,Acceptable,0
507,Perth - South West,50,Major Cities of Australia,0.9970283,Good,Acceptable,0
507,Perth - South West,51,Inner Regional Australia,0.0025974,Poor,Acceptable,1
507,Perth - South West,53,Remote Australia,0.0003743,Poor,Acceptable,1
509,Western Australia - Wheat Belt,51,Inner Regional Australia,0.2166109,Poor,Acceptable,0
509,Western Australia - Wheat Belt,52,Outer Regional Australia,0.6719098,Poor,Acceptable,0
509,Western Australia - Wheat Belt,53,Remote Australia,0.1077983,Poor,Acceptable,0
509,Western Australia - Wheat Belt,54,Very Remote Australia,0.0036809,Poor,Acceptable,1
510,Western Australia - Outback (North),53,Remote Australia,0.5746867,Poor,Acceptable,0
510,Western Australia - Outback (North),54,Very Remote Australia,0.4253133,Poor,Acceptable,0
511,Western Australia - Outback (South),52,Outer Regional Australia,0.6483663,Poor,Acceptable,0
511,Western Australia - Outback (South),53,Remote Australia,0.1674448,Poor,Acceptable,0
511,Western Australia - Outback (South),54,Very Remote Australia,0.1841889,Poor,Acceptable,0
597,Migratory - Offshore - Shipping (WA),55,Migratory - Offshore - Shipping (WA),1,Good,Good,0
599,No usual address (WA),59,No usual address (WA),1,Good,Good,0
601,Hobart,61,Inner Regional Australia,0.9748709,Acceptable,Acceptable,0
601,Hobart,62,Outer Regional Australia,0.0251291,Poor,Acceptable,0
602,Launceston and North East,61,Inner Regional Australia,0.6759609,Acceptable,Acceptable,0
602,Launceston and North East,62,Outer Regional Australia,0.3168123,Poor,Acceptable,0
602,Launceston and North East,63,Remote Australia,0.001126,Poor,Acceptable,1
602,Launceston and North East,64,Very Remote Australia,0.0061008,Poor,Acceptable,1
603,South East,61,Inner Regional Australia,0.0577664,Acceptable,Acceptable,0
603,South East,62,Outer Regional Australia,0.86442,Poor,Acceptable,0
603,South East,63,Remote Australia,0.0778136,Poor,Acceptable,0
604,West and North West,62,Outer Regional Australia,0.9428005,Poor,Acceptable,0
604,West and North West,63,Remote Australia,0.0432067,Poor,Acceptable,0
604,West and North West,64,Very Remote Australia,0.0139929,Poor,Acceptable,0
697,Migratory - Offshore - Shipping (Tas.),65,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
699,No usual address (Tas.),69,No usual address (Tas.),1,Good,Good,0
701,Darwin,72,Outer Regional Australia,1,Good,Acceptable,0
702,Northern Territory - Outback,73,Remote Australia,0.5279179,Poor,Acceptable,0
702,Northern Territory - Outback,74,Very Remote Australia,0.4720821,Poor,Acceptable,0
797,Migratory - Offshore - Shipping (NT),75,Migratory - Offshore - Shipping (NT),1,Good,Good,0
799,No usual address (NT),79,No usual address (NT),1,Good,Good,0
801,Australian Capital Territory,80,Major Cities of Australia,0.9984703,Good,Acceptable,0
801,Australian Capital Territory,81,Inner Regional Australia,0.0015297,Poor,Acceptable,1
897,Migratory - Offshore - Shipping (ACT),85,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
899,No usual address (ACT),89,No usual address (ACT),1,Good,Good,0
901,Other Territories,91,Inner Regional Australia,0.0643689,Poor,Acceptable,0
901,Other Territories,94,Very Remote Australia,0.9356311,Good,Acceptable,0
997,Migratory - Offshore - Shipping (OT),95,Migratory - Offshore - Shipping (OT),1,Good,Good,0
999,No usual address (OT),99,No usual address (OT),1,Good,Good,0
ZZZ,Outside Australia,ZZ,Outside Australia,1,Good,Good,0
