DZN_CODE_2016,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
211441277,215170013,1,Good,Good,0
211441278,215170014,1,Good,Good,0
211441279,215170015,1,Good,Good,0
211441280,215170016,1,Good,Good,0
211441281,215170017,1,Good,Good,0
211441282,215180001,1,Good,Good,0
211441283,215180002,1,Good,Good,0
211441284,215180003,1,Good,Good,0
211441285,215180004,1,Good,Good,0
211441286,215170002,1,Good,Good,0
211441287,215170001,1,Good,Good,0
211441288,215170018,1,Good,Good,0
211441289,215170019,1,Good,Good,0
211441290,215170020,1,Good,Good,0
211441291,215180005,1,Good,Good,0
211441292,215180006,1,Good,Good,0
211441293,215180007,1,Good,Good,0
211441294,215180008,1,Good,Good,0
211451254,211451254,1,Good,Good,0
211451255,211451255,1,Good,Good,0
211451256,211451256,1,Good,Good,0
211451257,211451257,1,Good,Good,0
211451265,211451265,1,Good,Good,0
211451266,211451266,1,Good,Good,0
211460001,211460001,1,Good,Good,0
211462022,211462022,1,Good,Good,0
211462024,211462024,1,Good,Good,0
211462025,211462025,1,Good,Good,0
211462033,211462033,1,Good,Good,0
211471999,211471999,1,Good,Good,0
211472003,211472003,1,Good,Good,0
211472004,211472004,1,Good,Good,0
211472005,211472005,1,Good,Good,0
211472006,211472006,1,Good,Good,0
211472007,211472007,1,Good,Good,0
211472008,211472008,1,Good,Good,0
211482009,211482009,1,Good,Good,0
211482010,211482010,1,Good,Good,0
211482011,211482011,1,Good,Good,0
211482012,211482012,1,Good,Good,0
211482013,211482013,1,Good,Good,0
211482014,211482014,1,Good,Good,0
211482015,211482015,1,Good,Good,0
211482016,211482016,1,Good,Good,0
211482017,211482017,1,Good,Good,0
211482018,211482018,1,Good,Good,0
211492035,211492035,1,Good,Good,0
211492036,211492036,1,Good,Good,0
211492037,211492037,1,Good,Good,0
211492038,211492038,1,Good,Good,0
211492039,211492039,1,Good,Good,0
211492040,211492040,1,Good,Good,0
211492041,211492041,1,Good,Good,0
211492042,211492042,1,Good,Good,0
211492043,211492043,1,Good,Good,0
211492044,211492044,1,Good,Good,0
211492045,211492045,1,Good,Good,0
211492046,211492046,1,Good,Good,0
211492047,211492047,1,Good,Good,0
211492048,211492048,1,Good,Good,0
211492049,211492049,1,Good,Good,0
211492050,211492050,1,Good,Good,0
211500001,211500001,1,Good,Good,0
211500002,211500002,1,Good,Good,0
211502023,211502023,1,Good,Good,0
211502026,211502026,1,Good,Good,0
211502028,211502028,1,Good,Good,0
211502029,211502029,1,Good,Good,0
211502030,211502030,1,Good,Good,0
211502031,211502031,1,Good,Good,0
211502032,211502032,1,Good,Good,0
211502034,211502034,1,Good,Good,0
211512064,215190002,1,Good,Good,0
211512065,215190003,1,Good,Good,0
211512066,215200002,1,Good,Good,0
211512067,215190001,0.9915844,Good,Good,0
211512067,215200001,0.0084156,Good,Good,1
211512068,215200003,1,Good,Good,0
211512069,215200004,1,Good,Good,0
211512070,215200005,1,Good,Good,0
211512071,215190004,1,Good,Good,0
211512072,215200001,1,Good,Good,0
211512073,215200006,1,Good,Good,0
211512074,215190005,1,Good,Good,0
211512075,215190006,1,Good,Good,0
211512076,215200007,1,Good,Good,0
211512077,215200008,1,Good,Good,0
211522052,211522052,1,Good,Good,0
211522053,211522053,1,Good,Good,0
211522054,211522054,1,Good,Good,0
211522055,211522055,1,Good,Good,0
211522056,211522056,1,Good,Good,0
211522057,211522057,1,Good,Good,0
211522058,211522058,1,Good,Good,0
211522059,211522059,1,Good,Good,0
211522060,211522060,1,Good,Good,0
211522061,211522061,1,Good,Good,0
211522062,211522062,1,Good,Good,0
211522063,211522063,1,Good,Good,0
211522078,211522078,1,Good,Good,0
211532079,215220001,1,Good,Good,0
211532080,215220002,1,Good,Good,0
211532081,215220003,1,Good,Good,0
211532082,215220004,1,Good,Good,0
211532083,215220005,1,Good,Good,0
211532084,215210001,1,Good,Good,0
211532085,215210002,1,Good,Good,0
211532086,215220006,1,Good,Good,0
211532087,215210003,1,Good,Good,0
211532088,215210004,1,Good,Good,0
211532089,215220007,1,Good,Good,0
211532090,215210005,1,Good,Good,0
211532091,215210006,1,Good,Good,0
211532092,215220008,1,Good,Good,0
211532093,215210007,1,Good,Good,0
211532094,215210008,1,Good,Good,0
211532096,215220009,1,Good,Good,0
211542095,211542095,1,Good,Good,0
211542097,211542097,1,Good,Good,0
211542098,211542098,1,Good,Good,0
211542099,211542099,1,Good,Good,0
211551996,211551996,1,Good,Good,0
211551997,211551997,1,Good,Good,0
211551998,211551998,1,Good,Good,0
211552000,211552000,1,Good,Good,0
211552001,211552001,1,Good,Good,0
211552002,211552002,1,Good,Good,0
211552019,211552019,1,Good,Good,0
211552020,211552020,1,Good,Good,0
211552021,211552021,1,Good,Good,0
211562120,211562120,1,Good,Good,0
211562129,211562129,1,Good,Good,0
211562130,211562130,1,Good,Good,0
211562131,211562131,1,Good,Good,0
211562132,211562132,1,Good,Good,0
211562133,211562133,1,Good,Good,0
211572119,211572119,1,Good,Good,0
211572121,211572121,1,Good,Good,0
211572122,211572122,1,Good,Good,0
211572123,211572123,1,Good,Good,0
211572124,211572124,1,Good,Good,0
211572125,211572125,1,Good,Good,0
211572126,211572126,1,Good,Good,0
211572127,211572127,1,Good,Good,0
211572128,211572128,1,Good,Good,0
211572152,211572152,1,Good,Good,0
211592148,211592148,1,Good,Good,0
211592149,211592149,1,Good,Good,0
211592151,211592151,1,Good,Good,0
211592153,211592153,1,Good,Good,0
211592154,211592154,1,Good,Good,0
211592155,211592155,1,Good,Good,0
211592156,211592156,1,Good,Good,0
211592157,211592157,1,Good,Good,0
211602144,211602144,1,Good,Good,0
211602145,211602145,1,Good,Good,0
211602146,211602146,1,Good,Good,0
211602147,211602147,1,Good,Good,0
211602150,211602150,1,Good,Good,0
211612326,211612326,1,Good,Good,0
211612341,211612341,1,Good,Good,0
211612342,211612342,1,Good,Good,0
211612343,211612343,1,Good,Good,0
211612344,211612344,1,Good,Good,0
211612345,211612345,1,Good,Good,0
211612346,211612346,1,Good,Good,0
211612347,211612347,1,Good,Good,0
211612348,211612348,1,Good,Good,0
211612349,211612349,1,Good,Good,0
211612351,211612351,1,Good,Good,0
211622318,211622318,1,Good,Good,0
211622331,211622331,1,Good,Good,0
211622335,211622335,1,Good,Good,0
211622339,211622339,1,Good,Good,0
211622340,211622340,1,Good,Good,0
211630001,211630001,1,Good,Good,0
211630002,211630002,1,Good,Good,0
211630003,211630003,1,Good,Good,0
211630004,211630004,1,Good,Good,0
211630005,211630005,1,Good,Good,0
211630006,211630006,1,Good,Good,0
211630007,211630007,1,Good,Good,0
211630008,211630008,1,Good,Good,0
211632260,211632260,1,Good,Good,0
211632266,211632266,1,Good,Good,0
211632267,211632267,1,Good,Good,0
211632268,211632268,1,Good,Good,0
211632275,211632275,1,Good,Good,0
211632276,211632276,1,Good,Good,0
211632277,211632277,1,Good,Good,0
211632280,211632280,1,Good,Good,0
211632281,211632281,1,Good,Good,0
211632282,211632282,1,Good,Good,0
211632283,211632283,1,Good,Good,0
211632284,211632284,1,Good,Good,0
211632285,211632285,1,Good,Good,0
211642286,211642286,1,Good,Good,0
211642287,211642287,1,Good,Good,0
211642288,211642288,1,Good,Good,0
211642289,211642289,1,Good,Good,0
211642290,211642290,1,Good,Good,0
211642291,211642291,1,Good,Good,0
211642292,211642292,1,Good,Good,0
211652258,211652258,1,Good,Good,0
211652259,211652259,1,Good,Good,0
211652261,211652261,1,Good,Good,0
211652262,211652262,1,Good,Good,0
211652263,211652263,1,Good,Good,0
211652264,211652264,1,Good,Good,0
211652265,211652265,1,Good,Good,0
211662320,211662320,1,Good,Good,0
211662330,211662330,1,Good,Good,0
211662332,211662332,1,Good,Good,0
211662333,211662333,1,Good,Good,0
211662334,211662334,1,Good,Good,0
211662336,211662336,1,Good,Good,0
211662337,211662337,1,Good,Good,0
211662338,211662338,1,Good,Good,0
211672255,211672255,1,Good,Good,0
211672256,211672256,1,Good,Good,0
211672257,211672257,1,Good,Good,0
211672270,211672270,1,Good,Good,0
211672271,211672271,1,Good,Good,0
211672272,211672272,1,Good,Good,0
211672273,211672273,1,Good,Good,0
211682603,211682603,1,Good,Good,0
211682605,211682605,1,Good,Good,0
211682606,211682606,1,Good,Good,0
211682610,211682610,1,Good,Good,0
211692581,211692581,1,Good,Good,0
211692582,211692582,1,Good,Good,0
211692583,211692583,1,Good,Good,0
211692584,211692584,1,Good,Good,0
211692585,211692585,1,Good,Good,0
211692586,211692586,1,Good,Good,0
211692587,211692587,1,Good,Good,0
211692588,211692588,1,Good,Good,0
211692589,211692589,1,Good,Good,0
211692590,211692590,1,Good,Good,0
211692591,211692591,1,Good,Good,0
211692592,211692592,1,Good,Good,0
211692593,211692593,1,Good,Good,0
211692594,211692594,1,Good,Good,0
211692595,211692595,1,Good,Good,0
211692596,211692596,1,Good,Good,0
211692597,211692597,1,Good,Good,0
211692598,211692598,1,Good,Good,0
211692599,211692599,1,Good,Good,0
211692600,211692600,1,Good,Good,0
211692601,211692601,1,Good,Good,0
211692602,211692602,1,Good,Good,0
211702575,211702575,1,Good,Good,0
211702576,211702576,1,Good,Good,0
211702577,211702577,1,Good,Good,0
211702578,211702578,1,Good,Good,0
211702579,211702579,1,Good,Good,0
211702580,211702580,1,Good,Good,0
211712607,211712607,1,Good,Good,0
211712611,211712611,1,Good,Good,0
211712612,211712612,1,Good,Good,0
211712613,211712613,1,Good,Good,0
211712618,211712618,1,Good,Good,0
211712620,211712620,1,Good,Good,0
211722621,211722621,1,Good,Good,0
211722622,211722622,1,Good,Good,0
211722623,211722623,1,Good,Good,0
211722624,211722624,1,Good,Good,0
211722625,211722625,1,Good,Good,0
211722626,211722626,1,Good,Good,0
211722627,211722627,1,Good,Good,0
211722628,211722628,1,Good,Good,0
211722629,211722629,1,Good,Good,0
211722630,211722630,1,Good,Good,0
211732604,211732604,1,Good,Good,0
211732608,211732608,1,Good,Good,0
211732609,211732609,1,Good,Good,0
211732614,211732614,1,Good,Good,0
211732615,211732615,1,Good,Good,0
211732616,211732616,1,Good,Good,0
211732617,211732617,1,Good,Good,0
211732619,211732619,1,Good,Good,0
211742677,211742677,1,Good,Good,0
211742679,211742679,1,Good,Good,0
211742687,211742687,1,Good,Good,0
211742688,211742688,1,Good,Good,0
211742689,211742689,1,Good,Good,0
211742690,211742690,1,Good,Good,0
211742691,211742691,1,Good,Good,0
211742692,211742692,1,Good,Good,0
211742693,211742693,1,Good,Good,0
211742694,211742694,1,Good,Good,0
211742695,211742695,1,Good,Good,0
211742696,211742696,1,Good,Good,0
211742697,211742697,1,Good,Good,0
211742698,211742698,1,Good,Good,0
211742699,211742699,1,Good,Good,0
211742700,211742700,1,Good,Good,0
211762658,211762658,1,Good,Good,0
211762659,211762659,1,Good,Good,0
211762660,211762660,1,Good,Good,0
211762661,211762661,1,Good,Good,0
211762662,211762662,1,Good,Good,0
211762663,211762663,1,Good,Good,0
211762664,211762664,1,Good,Good,0
211762665,211762665,1,Good,Good,0
211772631,211772631,1,Good,Good,0
211772632,211772632,1,Good,Good,0
211772642,211772642,1,Good,Good,0
211772643,211772643,1,Good,Good,0
211772644,211772644,1,Good,Good,0
211772669,211772669,1,Good,Good,0
211772670,211772670,1,Good,Good,0
211772671,211772671,1,Good,Good,0
211772672,211772672,1,Good,Good,0
211772673,211772673,1,Good,Good,0
211772674,211772674,1,Good,Good,0
211772675,211772675,1,Good,Good,0
211782635,211782635,1,Good,Good,0
211782636,211782636,1,Good,Good,0
211782637,211782637,1,Good,Good,0
211782638,211782638,1,Good,Good,0
211782639,211782639,1,Good,Good,0
211782654,211782654,1,Good,Good,0
211782655,211782655,1,Good,Good,0
211782656,211782656,1,Good,Good,0
211792646,211792646,1,Good,Good,0
211792647,211792647,1,Good,Good,0
211792648,211792648,1,Good,Good,0
211792649,211792649,1,Good,Good,0
211792650,211792650,1,Good,Good,0
211792651,211792651,1,Good,Good,0
211792652,211792652,1,Good,Good,0
211792653,211792653,1,Good,Good,0
211802184,211802184,1,Good,Good,0
211802185,211802185,1,Good,Good,0
211802186,211802186,1,Good,Good,0
211802187,211802187,1,Good,Good,0
211812666,211812666,1,Good,Good,0
211812667,211812667,1,Good,Good,0
211812668,211812668,1,Good,Good,0
211822633,211822633,1,Good,Good,0
211822634,211822634,1,Good,Good,0
211822640,211822640,1,Good,Good,0
211822641,211822641,1,Good,Good,0
211822645,211822645,1,Good,Good,0
211822657,211822657,1,Good,Good,0
211822676,211822676,1,Good,Good,0
211822678,211822678,1,Good,Good,0
211832729,211832729,1,Good,Good,0
211832788,211832788,1,Good,Good,0
211832789,211832789,1,Good,Good,0
211842728,211842728,1,Good,Good,0
211842730,211842730,1,Good,Good,0
211842731,211842731,1,Good,Good,0
211842732,211842732,1,Good,Good,0
211842733,211842733,1,Good,Good,0
211842746,211842746,1,Good,Good,0
211852771,211852771,1,Good,Good,0
211852772,211852772,1,Good,Good,0
211852773,211852773,1,Good,Good,0
211852775,211852775,1,Good,Good,0
211852776,211852776,1,Good,Good,0
211852777,211852777,1,Good,Good,0
211852778,211852778,1,Good,Good,0
211862779,211862779,1,Good,Good,0
211862780,211862780,1,Good,Good,0
211862781,211862781,1,Good,Good,0
211862784,211862784,1,Good,Good,0
211862785,211862785,1,Good,Good,0
211862786,211862786,1,Good,Good,0
211862787,211862787,1,Good,Good,0
211872774,211872774,1,Good,Good,0
211872790,211872790,1,Good,Good,0
211882704,211882704,1,Good,Good,0
211882705,211882705,1,Good,Good,0
211882706,211882706,1,Good,Good,0
211882707,211882707,1,Good,Good,0
211882708,211882708,1,Good,Good,0
211882709,211882709,1,Good,Good,0
211882710,211882710,1,Good,Good,0
211882711,211882711,1,Good,Good,0
211882712,211882712,1,Good,Good,0
211882713,211882713,1,Good,Good,0
211882714,211882714,1,Good,Good,0
211882715,211882715,1,Good,Good,0
211882716,211882716,1,Good,Good,0
211882717,211882717,1,Good,Good,0
211882718,211882718,1,Good,Good,0
211882734,211882734,1,Good,Good,0
211882754,211882754,1,Good,Good,0
211892782,211892782,1,Good,Good,0
211892783,211892783,1,Good,Good,0
211892791,211892791,1,Good,Good,0
211892792,211892792,1,Good,Good,0
211892793,211892793,1,Good,Good,0
211902721,211902721,1,Good,Good,0
211902736,211902736,1,Good,Good,0
211902737,211902737,1,Good,Good,0
211902738,211902738,1,Good,Good,0
211902739,211902739,1,Good,Good,0
211902740,211902740,1,Good,Good,0
211902741,211902741,1,Good,Good,0
211902742,211902742,1,Good,Good,0
211902743,211902743,1,Good,Good,0
211902744,211902744,1,Good,Good,0
211912750,211912750,1,Good,Good,0
211912751,211912751,1,Good,Good,0
211912752,211912752,1,Good,Good,0
211912753,211912753,1,Good,Good,0
211912755,211912755,1,Good,Good,0
211912756,211912756,1,Good,Good,0
211912757,211912757,1,Good,Good,0
211912758,211912758,1,Good,Good,0
211912759,211912759,1,Good,Good,0
211912761,211912761,1,Good,Good,0
211912762,211912762,1,Good,Good,0
211912763,211912763,1,Good,Good,0
211922735,211922735,1,Good,Good,0
211932719,211932719,1,Good,Good,0
211932720,211932720,1,Good,Good,0
211932722,211932722,1,Good,Good,0
211932723,211932723,1,Good,Good,0
211932724,211932724,1,Good,Good,0
211932725,211932725,1,Good,Good,0
211932726,211932726,1,Good,Good,0
211932727,211932727,1,Good,Good,0
211940001,211940001,1,Good,Good,0
211942798,211942798,1,Good,Good,0
211942799,211942799,1,Good,Good,0
211942800,211942800,1,Good,Good,0
211942801,211942801,1,Good,Good,0
211942804,211942804,1,Good,Good,0
211942817,211942817,1,Good,Good,0
211942818,211942818,1,Good,Good,0
211942819,211942819,1,Good,Good,0
211942820,211942820,1,Good,Good,0
211942821,211942821,1,Good,Good,0
211942822,211942822,1,Good,Good,0
211942823,211942823,1,Good,Good,0
211952805,211952805,1,Good,Good,0
211952806,211952806,1,Good,Good,0
211952807,211952807,1,Good,Good,0
211952808,211952808,1,Good,Good,0
211952809,211952809,1,Good,Good,0
211952810,211952810,1,Good,Good,0
211952811,211952811,1,Good,Good,0
211952812,211952812,1,Good,Good,0
211952813,211952813,1,Good,Good,0
211952814,211952814,1,Good,Good,0
211952815,211952815,1,Good,Good,0
211952816,211952816,1,Good,Good,0
211961737,211961737,1,Good,Good,0
211961756,211961756,1,Good,Good,0
211961758,211961758,1,Good,Good,0
211971740,211971740,1,Good,Good,0
211971745,211971745,1,Good,Good,0
211971747,211971747,1,Good,Good,0
211971748,211971748,1,Good,Good,0
211971749,211971749,1,Good,Good,0
211971750,211971750,1,Good,Good,0
211971751,211971751,1,Good,Good,0
211971753,211971753,1,Good,Good,0
211971754,211971754,1,Good,Good,0
211971755,211971755,1,Good,Good,0
211980001,211980001,1,Good,Good,0
211980002,211980002,1,Good,Good,0
211981714,211981714,1,Good,Good,0
211981715,211981715,1,Good,Good,0
211981717,211981717,1,Good,Good,0
211981718,211981718,1,Good,Good,0
211981727,211981727,1,Good,Good,0
211981728,211981728,1,Good,Good,0
211981729,211981729,1,Good,Good,0
211981730,211981730,1,Good,Good,0
211990001,211990001,1,Good,Good,0
211990002,211990002,1,Good,Good,0
211990003,211990003,1,Good,Good,0
211990004,211990004,1,Good,Good,0
211991712,211991712,1,Good,Good,0
211991713,211991713,1,Good,Good,0
211991720,211991720,1,Good,Good,0
211991722,211991722,1,Good,Good,0
211991723,211991723,1,Good,Good,0
211991724,211991724,1,Good,Good,0
211991725,211991725,1,Good,Good,0
212001700,212001700,1,Good,Good,0
212001701,212001701,1,Good,Good,0
212001702,212001702,1,Good,Good,0
212001703,212001703,1,Good,Good,0
212001704,212001704,1,Good,Good,0
212001705,212001705,1,Good,Good,0
212001706,212001706,1,Good,Good,0
212001708,212001708,1,Good,Good,0
212001710,212001710,1,Good,Good,0
212010001,212010001,1,Good,Good,0
212011698,212011698,1,Good,Good,0
212011699,212011699,1,Good,Good,0
212011711,212011711,1,Good,Good,0
212021734,212021734,1,Good,Good,0
212021735,212021735,1,Good,Good,0
212021736,212021736,1,Good,Good,0
212021739,212021739,1,Good,Good,0
212021741,212021741,1,Good,Good,0
212021742,212021742,1,Good,Good,0
212021752,212021752,1,Good,Good,0
212030001,212030001,1,Good,Good,0
212030002,212030002,1,Good,Good,0
212031719,212031719,1,Good,Good,0
212031731,212031731,1,Good,Good,0
212031733,212031733,1,Good,Good,0
212041738,212041738,1,Good,Good,0
212041743,212041743,1,Good,Good,0
212041744,212041744,1,Good,Good,0
212041746,212041746,1,Good,Good,0
212041757,212041757,1,Good,Good,0
212051788,212051788,1,Good,Good,0
212051789,212051789,1,Good,Good,0
212051790,212051790,1,Good,Good,0
212051813,212051813,1,Good,Good,0
212070001,215250002,1,Good,Good,0
212070002,215230001,1,Acceptable,Good,0
212071822,215230001,0.0881775,Acceptable,Good,0
212071822,215250001,0.9118225,Good,Good,0
212071823,215250003,1,Good,Good,0
212071825,215230002,1,Good,Good,0
212071827,215250004,1,Good,Good,0
212071829,215230003,1,Good,Good,0
212071830,215250005,1,Good,Good,0
212081791,215260002,1,Good,Good,0
212081798,215260003,1,Good,Good,0
212081814,215240001,1,Good,Good,0
212081815,215240001,0.1877297,Good,Good,0
212081815,215260001,0.8122703,Acceptable,Good,0
212081816,215240002,1,Good,Good,0
212081817,215260004,1,Good,Good,0
212081818,215240003,1,Good,Good,0
212081819,215260005,1,Good,Good,0
212081820,215260006,1,Good,Good,0
212081821,215240004,1,Good,Good,0
212091907,212091907,1,Good,Good,0
212091908,212091908,1,Good,Good,0
212091909,212091909,1,Good,Good,0
212091910,212091910,1,Good,Good,0
212091911,212091911,1,Good,Good,0
212091912,212091912,1,Good,Good,0
212091913,212091913,1,Good,Good,0
212091914,212091914,1,Good,Good,0
212091915,212091915,1,Good,Good,0
212091917,212091917,1,Good,Good,0
212091919,212091919,1,Good,Good,0
212091924,212091924,1,Good,Good,0
212101933,212101933,1,Good,Good,0
212101934,212101934,1,Good,Good,0
212101935,212101935,1,Good,Good,0
212113599,212113599,1,Good,Good,0
212113600,212113600,1,Good,Good,0
212113601,212113601,1,Good,Good,0
212121936,212121936,1,Good,Good,0
212121937,212121937,1,Good,Good,0
212121938,212121938,1,Good,Good,0
212121939,212121939,1,Good,Good,0
212121940,212121940,1,Good,Good,0
212131922,212131922,1,Good,Good,0
212131923,212131923,1,Good,Good,0
212131929,212131929,1,Good,Good,0
212131931,212131931,1,Good,Good,0
212141906,212141906,1,Good,Good,0
212141916,212141916,1,Good,Good,0
212141918,212141918,1,Good,Good,0
212141920,212141920,1,Good,Good,0
212141921,212141921,1,Good,Good,0
212151925,212151925,1,Good,Good,0
212151926,212151926,1,Good,Good,0
212151927,212151927,1,Good,Good,0
212151928,212151928,1,Good,Good,0
212151930,212151930,1,Good,Good,0
212151932,212151932,1,Good,Good,0
212161960,212161960,1,Good,Good,0
212161969,212161969,1,Good,Good,0
212171958,212171958,1,Good,Good,0
212171959,212171959,1,Good,Good,0
212190001,215300001,1,Good,Good,0
212191991,215300002,1,Good,Good,0
212191992,215300003,1,Good,Good,0
212191993,215290002,1,Good,Good,0
212191994,215290003,1,Good,Good,0
212191995,215290001,1,Good,Good,0
212191996,215300004,1,Good,Good,0
212201961,212201961,1,Good,Good,0
212201964,212201964,1,Good,Good,0
212201965,212201965,1,Good,Good,0
212201966,212201966,1,Good,Good,0
212201967,212201967,1,Good,Good,0
212211962,212211962,1,Good,Good,0
212211963,212211969,1,Good,Good,0
212211968,212211968,1,Good,Good,0
212231979,212231979,1,Good,Good,0
212231980,212231980,1,Good,Good,0
212231981,212231981,1,Good,Good,0
212231982,212231982,1,Good,Good,0
212231983,212231983,1,Good,Good,0
212231984,212231984,1,Good,Good,0
212231985,212231985,1,Good,Good,0
212231986,212231986,1,Good,Good,0
212231987,212231987,1,Good,Good,0
212231988,212231988,1,Good,Good,0
212231990,212231990,1,Good,Good,0
212243588,212243588,1,Good,Good,0
212243589,212243589,1,Good,Good,0
212243590,212243590,1,Good,Good,0
212243593,212243593,1,Good,Good,0
212251953,212251953,1,Good,Good,0
212251954,212251954,1,Good,Good,0
212251955,212251955,1,Good,Good,0
212251956,212251956,1,Good,Good,0
212251957,212251957,1,Good,Good,0
212261528,212261528,1,Good,Good,0
212261529,212261529,1,Good,Good,0
212261530,212261530,1,Good,Good,0
212271518,212271518,1,Good,Good,0
212281309,212281309,1,Good,Good,0
212281310,212281310,1,Good,Good,0
212281314,212281314,1,Good,Good,0
212281315,212281315,1,Good,Good,0
212281316,212281316,1,Good,Good,0
212281317,212281317,1,Good,Good,0
212281318,212281318,1,Good,Good,0
212281326,212281326,1,Good,Good,0
212281864,212281864,1,Good,Good,0
212291520,215330001,0.2692444,Poor,Good,0
212291520,215340001,0.7307556,Poor,Good,0
212291521,215330002,1,Good,Good,0
212291522,215330003,1,Good,Good,0
212291525,215340003,1,Good,Good,0
212291526,215340004,1,Good,Good,0
212291527,215340002,1,Good,Good,0
212301523,212301523,1,Good,Good,0
212301524,212301532,1,Good,Good,0
212301531,212301531,1,Good,Good,0
212311515,212311515,1,Good,Good,0
212311516,212311516,1,Good,Good,0
212311517,212311517,1,Good,Good,0
212311519,212311519,1,Good,Good,0
212320001,212320001,1,Good,Good,0
212320002,212320002,1,Good,Good,0
212320003,212320003,1,Good,Good,0
212320004,212320004,1,Good,Good,0
212323536,212323536,1,Good,Good,0
212333535,212333535,1,Good,Good,0
212333539,212333539,1,Good,Good,0
212333540,212333540,1,Good,Good,0
212333541,212333541,1,Good,Good,0
212343528,212343528,1,Good,Good,0
212343529,212343529,1,Good,Good,0
212353530,212353530,1,Good,Good,0
212353531,212353531,1,Good,Good,0
212353532,212353532,1,Good,Good,0
212353533,212353533,1,Good,Good,0
212361675,212361675,1,Good,Good,0
212361676,212361676,1,Good,Good,0
212361677,212361677,1,Good,Good,0
212361678,212361678,1,Good,Good,0
212361679,212361679,1,Good,Good,0
212361680,212361680,1,Good,Good,0
212361681,212361681,1,Good,Good,0
212371694,212371694,1,Good,Good,0
212371695,212371695,1,Good,Good,0
212371696,212371696,1,Good,Good,0
212371697,212371697,1,Good,Good,0
212391661,215370002,0.1276632,Good,Good,0
212391661,215380002,0.8723368,Acceptable,Good,0
212391682,215380003,1,Good,Good,0
212391683,215380004,1,Good,Good,0
212391684,215370001,0.2916684,Poor,Good,0
212391684,215380001,0.7083316,Poor,Good,0
212391685,215370002,1,Good,Good,0
212391686,215380005,1,Good,Good,0
212400001,212400001,1,Good,Good,0
212400002,212400002,1,Good,Good,0
212400003,212400003,1,Good,Good,0
212400004,212400004,1,Good,Good,0
212400005,212400005,1,Good,Good,0
212400006,212400006,1,Good,Good,0
212400007,212400007,1,Good,Good,0
212401901,212401901,1,Good,Good,0
212401904,212401904,1,Good,Good,0
212401905,212401905,1,Good,Good,0
212410001,215390001,0.8410318,Acceptable,Good,0
212410001,215400001,0.0511507,Good,Good,0
212410001,215400002,0.1078174,Poor,Good,0
212410002,215410001,1,Good,Good,0
212410003,215410002,1,Good,Good,0
212410004,215390001,0.0600538,Acceptable,Good,0
212410004,215390002,0.3693909,Poor,Good,0
212410004,215400002,0.5705553,Poor,Good,0
212410005,215410003,1,Good,Good,0
212411895,215400003,1,Good,Good,0
212411897,215410004,1,Good,Good,0
212411898,215410005,1,Good,Good,0
212411899,215400004,1,Good,Good,0
212411900,215400005,1,Good,Good,0
212411902,215400006,1,Good,Good,0
212411903,215400001,1,Good,Good,0
212420001,212420001,1,Good,Good,0
212420002,212420002,1,Good,Good,0
212420003,212420003,1,Good,Good,0
212420004,212420004,1,Good,Good,0
212420005,212420005,1,Good,Good,0
212420006,212420006,1,Good,Good,0
212421837,212421837,1,Good,Good,0
212421840,212421840,1,Good,Good,0
212421841,212421841,1,Good,Good,0
212421842,212421842,1,Good,Good,0
212421845,212421845,1,Good,Good,0
212431838,212431838,1,Good,Good,0
212431839,212431839,1,Good,Good,0
212431843,212431843,1,Good,Good,0
212431851,212431851,1,Good,Good,0
212431852,212431852,1,Good,Good,0
212431853,212431853,1,Good,Good,0
212431854,212431854,1,Good,Good,0
212431855,212431855,1,Good,Good,0
212431856,212431856,1,Good,Good,0
212431857,212431857,1,Good,Good,0
212431858,212431858,1,Good,Good,0
212431859,212431859,1,Good,Good,0
212431860,212431860,1,Good,Good,0
212431861,212431861,1,Good,Good,0
212451836,212451836,1,Good,Good,0
212451847,212451847,1,Good,Good,0
212451848,212451848,1,Good,Good,0
212451850,212451850,1,Good,Good,0
212451874,212451874,1,Good,Good,0
212460001,212460001,1,Good,Good,0
212460002,212460002,1,Good,Good,0
212460003,212460003,1,Good,Good,0
212460004,212460004,1,Good,Good,0
212461875,212461875,1,Good,Good,0
212461876,212461876,1,Good,Good,0
212461877,212461877,1,Good,Good,0
212461891,212461891,1,Good,Good,0
212471862,212471862,1,Good,Good,0
212471863,212471863,1,Good,Good,0
212481865,212481865,1,Good,Good,0
212490001,215440001,0.4183287,Poor,Good,0
212490001,215450001,0.5816713,Poor,Good,0
212490002,215450002,1,Good,Good,0
212490003,215450003,1,Good,Good,0
212490004,215440002,1,Good,Good,0
212491866,215440003,1,Good,Good,0
212491867,215440004,1,Good,Good,0
212491869,215440005,1,Good,Good,0
212491872,215440006,1,Good,Good,0
212501832,212501832,1,Good,Good,0
212501833,212501833,1,Good,Good,0
212501834,212501834,1,Good,Good,0
212501835,212501835,1,Good,Good,0
212512370,212512370,1,Good,Good,0
212512371,212512371,1,Good,Good,0
212512372,212512372,1,Good,Good,0
212512373,212512373,1,Good,Good,0
212512374,212512374,1,Good,Good,0
212512375,212512375,1,Good,Good,0
212512376,212512376,1,Good,Good,0
212512377,212512377,1,Good,Good,0
212512378,212512378,1,Good,Good,0
