DZN_CODE_2016,DZN_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
111988593,111988593,1,Good,Good,0
111988594,111988594,1,Good,Good,0
111998628,111998628,1,Good,Good,0
112008631,112008631,1,Good,Good,0
112008632,112008632,1,Good,Good,0
112008633,112008633,1,Good,Good,0
112018636,112018636,1,Good,Good,0
112018637,112018637,1,Good,Good,0
112018638,112018638,1,Good,Good,0
112018639,112018639,1,Good,Good,0
112028659,112028659,1,Good,Good,0
112028660,112028660,1,Good,Good,0
112028661,112028661,1,Good,Good,0
112028662,112028662,1,Good,Good,0
112038646,112038646,1,Good,Good,0
112038647,112038647,1,Good,Good,0
112038648,112038648,1,Good,Good,0
112048642,112048642,1,Good,Good,0
112048643,112048643,1,Good,Good,0
112058651,112058651,1,Good,Good,0
112058652,112058652,1,Good,Good,0
112058653,112058653,1,Good,Good,0
112058654,112058654,1,Good,Good,0
112058655,112058655,1,Good,Good,0
112058656,112058656,1,Good,Good,0
112066729,112066729,1,Good,Good,0
112066730,112066730,1,Good,Good,0
112066731,112066731,1,Good,Good,0
112066732,112066732,1,Good,Good,0
112066733,112066733,1,Good,Good,0
112066734,112066734,1,Good,Good,0
112076747,112076747,1,Good,Good,0
112076748,112076748,1,Good,Good,0
112086707,112086707,1,Good,Good,0
112086708,112086708,1,Good,Good,0
112086709,112086709,1,Good,Good,0
112086710,112086710,1,Good,Good,0
112086711,112086711,1,Good,Good,0
112086712,112086712,1,Good,Good,0
112086713,112086713,1,Good,Good,0
112086714,112086714,1,Good,Good,0
112086715,112086715,1,Good,Good,0
112086716,112086716,1,Good,Good,0
112090001,112090001,1,Good,Good,0
112090002,112090002,1,Good,Good,0
112096639,112096639,1,Good,Good,0
112096641,112096641,1,Good,Good,0
112096642,112096642,1,Good,Good,0
112096643,112096643,1,Good,Good,0
112096644,112096644,1,Good,Good,0
112096645,112096645,1,Good,Good,0
112096646,112096646,1,Good,Good,0
112096647,112096647,1,Good,Good,0
112106692,112106692,1,Good,Good,0
112106693,112106693,1,Good,Good,0
112106694,112106694,1,Good,Good,0
112116761,112116761,1,Good,Good,0
112126774,112126774,1,Good,Good,0
112126775,112126775,1,Good,Good,0
112126776,112126776,1,Good,Good,0
112126777,112126777,1,Good,Good,0
112130001,112130001,1,Good,Good,0
112130002,112130002,1,Good,Good,0
112136677,112136677,1,Good,Good,0
112136678,112136678,1,Good,Good,0
112146660,112146660,1,Good,Good,0
112146661,112146661,1,Good,Good,0
112146662,112146662,1,Good,Good,0
112146663,112146665,0.0042684,Poor,Good,1
112146663,112146666,0.9957316,Good,Good,0
112146664,112146664,1,Good,Good,0
112156577,112156577,1,Good,Good,0
112156578,112156578,1,Good,Good,0
112156579,112156579,1,Good,Good,0
112156580,112156580,1,Good,Good,0
112166611,112166611,1,Good,Good,0
112166612,112166612,1,Good,Good,0
112176561,112176561,1,Good,Good,0
112176562,112176562,1,Good,Good,0
112176563,112176563,1,Good,Good,0
112176564,112176564,1,Good,Good,0
112186539,112186539,1,Good,Good,0
112186540,112186540,1,Good,Good,0
112186541,112186541,1,Good,Good,0
112186542,112186542,1,Good,Good,0
112186543,112186543,1,Good,Good,0
112186544,112186544,1,Good,Good,0
112186545,112186545,1,Good,Good,0
112186546,112186546,1,Good,Good,0
112186547,112186547,1,Good,Good,0
112186548,112186548,1,Good,Good,0
112196593,112196593,1,Good,Good,0
112196594,112196594,1,Good,Good,0
112196595,112196595,1,Good,Good,0
112196596,112196596,1,Good,Good,0
112196597,112196597,1,Good,Good,0
112196598,112196598,1,Good,Good,0
112200001,112200001,1,Good,Good,0
112200002,112200002,1,Good,Good,0
112206625,112206625,1,Good,Good,0
112216524,112216524,1,Good,Good,0
112216525,112216525,1,Good,Good,0
112216526,112216526,1,Good,Good,0
112226923,112226923,1,Good,Good,0
112226924,112226924,1,Good,Good,0
112226925,112226925,1,Good,Good,0
112226926,112226926,1,Good,Good,0
112236790,112236790,1,Good,Good,0
112236791,112236791,1,Good,Good,0
112236792,112236792,1,Good,Good,0
112246939,112246939,1,Good,Good,0
112246940,112246940,1,Good,Good,0
112246941,112246941,1,Good,Good,0
112246942,112246942,1,Good,Good,0
112246943,112246943,1,Good,Good,0
112246944,112246944,1,Good,Good,0
112256872,112256872,1,Good,Good,0
112256873,112256873,1,Good,Good,0
112256874,112256874,1,Good,Good,0
112256875,112256875,1,Good,Good,0
112256876,112256876,1,Good,Good,0
112256877,112256877,1,Good,Good,0
112266805,112266805,1,Good,Good,0
112266806,112266806,1,Good,Good,0
112276890,112276890,1,Good,Good,0
112276891,112276891,1,Good,Good,0
112276892,112276892,1,Good,Good,0
112276893,112276893,1,Good,Good,0
112276894,112276894,1,Good,Good,0
112276895,112276895,1,Good,Good,0
112286972,112286972,1,Good,Good,0
112286973,112286973,1,Good,Good,0
112286974,112286974,1,Good,Good,0
112286975,112286975,1,Good,Good,0
112297001,112297001,1,Good,Good,0
112297002,112297002,1,Good,Good,0
112297003,112297003,1,Good,Good,0
112297004,112297004,1,Good,Good,0
112297005,112297005,1,Good,Good,0
112297006,112297006,1,Good,Good,0
112297007,112297007,1,Good,Good,0
112306908,112306908,1,Good,Good,0
112306909,112306909,1,Good,Good,0
112306910,112306910,0.9999942,Good,Good,0
112306910,,5.80E-06,Poor,Good,4
112316837,112316837,1,Good,Good,0
112316838,112316838,1,Good,Good,0
112316839,112316839,1,Good,Good,0
112316840,112316840,1,Good,Good,0
112316841,112316841,1,Good,Good,0
112316842,112316842,1,Good,Good,0
112326988,112326988,1,Good,Good,0
112330001,112330001,1,Good,Good,0
112330002,112330002,1,Good,Good,0
112336819,112336819,1,Good,Good,0
112336820,112336820,1,Good,Good,0
112336822,112336822,1,Good,Good,0
112336823,112336823,1,Good,Good,0
112336824,112336824,1,Good,Good,0
112346855,112346855,1,Good,Good,0
112346856,112346856,1,Good,Good,0
112346857,112346857,1,Good,Good,0
112346858,112346858,1,Good,Good,0
112346859,112346859,1,Good,Good,0
112350001,112350001,1,Good,Good,0
112350002,112350002,1,Good,Good,0
112356958,112356958,1,Good,Good,0
112356959,112356959,1,Good,Good,0
112368576,112368578,0.2549345,Poor,Good,0
112368576,112368579,0.1440051,Poor,Good,0
112368576,112368580,0.6010604,Poor,Good,0
112368577,112368577,1,Good,Good,0
112378565,112378565,1,Good,Good,0
112378566,112378566,1,Good,Good,0
112378567,112378567,1,Good,Good,0
112378568,112378568,1,Good,Good,0
112378569,112378569,1,Good,Good,0
112388559,112388559,1,Good,Good,0
112388560,112388560,1,Good,Good,0
112388561,112388561,1,Good,Good,0
112388562,112388562,1,Good,Good,0
112398554,112398554,1,Good,Good,0
112398555,112398555,1,Good,Good,0
112398556,112398556,1,Good,Good,0
112408572,112408572,1,Good,Good,0
112408573,112408573,1,Good,Good,0
112418548,112418548,1,Good,Good,0
112418549,112418549,1,Good,Good,0
112418550,112418550,1,Good,Good,0
112418551,112418551,1,Good,Good,0
112428580,112428580,1,Good,Good,0
112438544,112438544,1,Good,Good,0
112438545,112438545,1,Good,Good,0
112448491,112440001,0.2711095,Poor,Good,0
112448491,112440002,0.6254861,Poor,Good,0
112448491,112440003,0.1034044,Poor,Good,0
112458484,112458484,1,Good,Good,0
112458485,112458485,1,Good,Good,0
112458486,112458486,1,Good,Good,0
112458487,112458487,1,Good,Good,0
112458488,112458488,1,Good,Good,0
112468509,112460001,0.2746438,Poor,Good,0
112468509,112460002,0.2979644,Poor,Good,0
112468509,112460003,0.4273919,Poor,Good,0
112478479,112478479,1,Good,Good,0
112478480,112478480,1,Good,Good,0
112478481,112478481,1,Good,Good,0
112488494,112488494,1,Good,Good,0
112488495,112488495,1,Good,Good,0
112488496,112488500,0.7209447,Poor,Good,0
112488496,112488501,0.2790553,Poor,Good,0
112488497,112488497,1,Good,Good,0
112488498,112488498,1,Good,Good,0
112488499,112488499,1,Good,Good,0
112498502,112498502,1,Good,Good,0
112498503,112498503,1,Good,Good,0
112498504,112498504,1,Good,Good,0
112498505,112498505,1,Good,Good,0
112498506,112498506,1,Good,Good,0
112508540,112508540,1,Good,Good,0
112508541,112508541,0.0793446,Poor,Good,0
112508541,112508542,0.5478042,Poor,Good,0
112508541,112508543,0.3728512,Poor,Good,0
112518517,112518517,1,Good,Good,0
112518518,112518518,1,Good,Good,0
112528512,112528512,1,Good,Good,0
112528513,112528513,1,Good,Good,0
112528514,112528514,1,Good,Good,0
112530001,112530001,1,Good,Good,0
112538533,112538533,1,Good,Good,0
112538534,112538534,1,Good,Good,0
112538536,112538536,1,Good,Good,0
112538537,112538537,1,Good,Good,0
112548521,112548521,1,Good,Good,0
112548522,112548522,1,Good,Good,0
112548523,112548523,1,Good,Good,0
112548524,112548524,1,Good,Good,0
112548525,112548525,0.4650065,Poor,Good,0
112548525,112548526,0.5349935,Poor,Good,0
112568771,112560001,0.1889226,Poor,Good,0
112568771,112560002,0.6457588,Poor,Good,0
112568771,112560003,0.1653186,Poor,Good,0
112578761,112578761,1,Good,Good,0
112578762,112578762,1,Good,Good,0
112578763,112578763,1,Good,Good,0
112578764,112578764,1,Good,Good,0
112578765,112578765,1,Good,Good,0
112578766,112578766,1,Good,Good,0
112578767,112578767,1,Good,Good,0
112578768,112578768,1,Good,Good,0
112588774,112588774,1,Good,Good,0
112588775,112588775,1,Good,Good,0
112598778,112598778,1,Good,Good,0
112598779,112598779,1,Good,Good,0
112608847,112608847,1,Good,Good,0
112608848,112608848,1,Good,Good,0
112608849,112608849,1,Good,Good,0
112618837,112618837,1,Good,Good,0
112620001,112620001,1,Good,Good,0
112628840,112628840,1,Good,Good,0
112628841,112628841,1,Good,Good,0
112628842,112628842,1,Good,Good,0
112628843,112628843,1,Good,Good,0
112628844,112628844,1,Good,Good,0
112638821,112638821,1,Good,Good,0
112638822,112638822,1,Good,Good,0
112638823,112638823,1,Good,Good,0
112638824,112638824,1,Good,Good,0
112648833,112648833,1,Good,Good,0
112648834,112648834,1,Good,Good,0
112658801,112658801,1,Good,Good,0
112658802,112658802,1,Good,Good,0
112668782,112668782,1,Good,Good,0
112668783,112668783,1,Good,Good,0
112668784,112668784,1,Good,Good,0
112668785,112668785,1,Good,Good,0
112678827,112678827,1,Good,Good,0
112678828,112678828,1,Good,Good,0
112678829,112678829,1,Good,Good,0
112678830,112678830,1,Good,Good,0
112688817,112688817,1,Good,Good,0
112688818,112688818,1,Good,Good,0
112698810,112698810,1,Good,Good,0
112698811,112698811,1,Good,Good,0
112698812,112698812,1,Good,Good,0
112698813,112698813,1,Good,Good,0
112698814,112698814,1,Good,Good,0
112708805,112708805,1,Good,Good,0
112708806,112708806,1,Good,Good,0
112708807,112708807,0.1592122,Poor,Good,0
112708807,112708808,0.5173339,Poor,Good,0
112708807,112708809,0.323454,Poor,Good,0
112710001,112710001,1,Good,Good,0
112710002,112710002,1,Good,Good,0
112718788,112718788,1,Good,Good,0
112718791,112718791,1,Good,Good,0
112718792,112718792,1,Good,Good,0
112718793,112718793,1,Good,Good,0
112718794,112718794,1,Good,Good,0
112718795,112718795,1,Good,Good,0
112718796,112718796,1,Good,Good,0
112718797,112718797,1,Good,Good,0
112718798,112718798,1,Good,Good,0
112727753,112727753,1,Good,Good,0
112727754,112727754,1,Good,Good,0
112727755,112727755,1,Good,Good,0
112727756,112727756,1,Good,Good,0
112737839,112737839,1,Good,Good,0
112747825,112747825,1,Good,Good,0
112747826,112747826,1,Good,Good,0
112757740,112757740,1,Good,Good,0
112767852,112767852,1,Good,Good,0
112767853,112767853,1,Good,Good,0
112777769,112777769,1,Good,Good,0
112777770,112777770,1,Good,Good,0
112777771,112777771,1,Good,Good,0
112777772,112777772,1,Good,Good,0
112777773,112777773,1,Good,Good,0
112777774,112777774,1,Good,Good,0
112777775,112777775,1,Good,Good,0
112780001,112780001,1,Good,Good,0
112780002,112780002,1,Good,Good,0
112787789,112787789,1,Good,Good,0
112787790,112787790,1,Good,Good,0
112787791,112787791,1,Good,Good,0
112787792,112787792,1,Good,Good,0
112787793,112787793,1,Good,Good,0
112787794,112787794,1,Good,Good,0
112787795,112787795,1,Good,Good,0
112797866,112797866,1,Good,Good,0
112797867,112797867,1,Good,Good,0
112797868,112797868,1,Good,Good,0
112797869,112797869,1,Good,Good,0
112807897,112807899,1,Good,Good,0
112807898,112807898,1,Good,Good,0
112810001,112810001,1,Good,Good,0
112810002,112810002,1,Good,Good,0
112817810,112817810,1,Good,Good,0
112827911,112827911,1,Good,Good,0
112827912,112827912,1,Good,Good,0
112827913,112827913,1,Good,Good,0
112827914,112827914,1,Good,Good,0
112827915,112827915,1,Good,Good,0
112827916,112827913,0.0003596,Good,Good,1
112827916,112827916,0.9996404,Good,Good,0
112837882,112837882,1,Good,Good,0
112837883,112837883,1,Good,Good,0
112837884,112837884,1,Good,Good,0
112847693,112847693,1,Good,Good,0
112847694,112847694,1,Good,Good,0
112847695,112847695,1,Good,Good,0
112847696,112847696,1,Good,Good,0
112847697,112847697,1,Good,Good,0
112857663,112857663,1,Good,Good,0
112857664,112857664,1,Good,Good,0
112867710,112867710,1,Good,Good,0
112867711,112867711,1,Good,Good,0
112867712,112867712,1,Good,Good,0
112877677,112877677,1,Good,Good,0
112877678,112877678,1,Good,Good,0
112877679,112877679,1,Good,Good,0
112877680,112877680,1,Good,Good,0
112887725,112887725,1,Good,Good,0
112887726,112887726,1,Good,Good,0
112887727,112887727,1,Good,Good,0
112897647,112897647,1,Good,Good,0
112897648,112897648,1,Good,Good,0
112897649,112897649,1,Good,Good,0
112897650,112897650,1,Good,Good,0
112905982,112905982,1,Good,Good,0
112905983,112905983,1,Good,Good,0
112905984,112905984,1,Good,Good,0
112905985,112905985,1,Good,Good,0
112905986,112905986,1,Good,Good,0
112905987,112905987,1,Good,Good,0
112905988,112905988,1,Good,Good,0
112905989,112905989,1,Good,Good,0
112910001,112910001,1,Good,Good,0
112910002,112915945,0.3329992,Poor,Good,0
112910002,112915946,0.3340016,Poor,Good,0
112910002,116220002,0.3329992,Good,Good,0
112915932,112915932,1,Good,Good,0
112915933,112915933,1,Good,Good,0
112915934,112915934,1,Good,Good,0
112915935,112915935,1,Good,Good,0
112915936,112915936,1,Good,Good,0
112915937,112915937,0.9975155,Good,Good,0
112915937,112915938,0.0024845,Good,Good,1
112915938,112915938,1,Good,Good,0
112915939,112915939,1,Good,Good,0
112915941,112915941,1,Good,Good,0
112915942,112915942,1,Good,Good,0
112915943,112915943,0.0012469,Poor,Good,1
112915943,112915944,0.9987531,Good,Good,0
112945917,112945917,1,Good,Good,0
112945918,112945918,1,Good,Good,0
112945919,112945919,1,Good,Good,0
112966022,112966022,1,Good,Good,0
112966023,112966023,1,Good,Good,0
112966024,112966024,1,Good,Good,0
112966025,112966025,1,Good,Good,0
112966026,112966026,1,Good,Good,0
112975857,112975857,1,Good,Good,0
112975858,112975858,1,Good,Good,0
112975859,112975859,1,Good,Good,0
112975860,112975860,1,Good,Good,0
112975861,112975861,1,Good,Good,0
112975862,112975862,1,Good,Good,0
112975863,112975863,1,Good,Good,0
112975864,112975864,1,Good,Good,0
112975865,112975865,1,Good,Good,0
112975866,112975866,1,Good,Good,0
112975867,112975867,1,Good,Good,0
112975868,112975868,1,Good,Good,0
112975869,112975869,1,Good,Good,0
112985882,112985882,1,Good,Good,0
112985883,112985883,1,Good,Good,0
112995784,112995784,1,Good,Good,0
112995785,112995785,1,Good,Good,0
113005798,113005798,1,Good,Good,0
113005799,113005799,1,Good,Good,0
113005800,113005800,1,Good,Good,0
113005801,113005801,1,Good,Good,0
113005802,113005802,1,Good,Good,0
113005803,113005803,1,Good,Good,0
113005804,113005804,1,Good,Good,0
113015817,113015817,1,Good,Good,0
113015818,113015818,1,Good,Good,0
113015819,113015819,1,Good,Good,0
113015820,113015820,1,Good,Good,0
113015821,113015823,0.9807131,Good,Good,0
113015821,116230001,0.0192869,Good,Good,0
113015822,113015822,1,Good,Good,0
113020001,116250002,1,Good,Good,0
113020002,116240002,1,Good,Good,0
113020003,116250003,1,Good,Good,0
113020004,116250004,1,Good,Good,0
113020005,116250005,1,Good,Good,0
113020006,116250006,1,Good,Good,0
113020007,116250007,1,Good,Good,0
113025837,116240003,1,Good,Good,0
113025839,116250008,1,Good,Good,0
113025840,116240001,1,Good,Good,0
113025841,116250001,1,Good,Good,0
113025842,116230002,1,Good,Good,0
113025843,116230003,1,Good,Good,0
113025844,116230001,1,Good,Good,0
113035700,113035700,1,Good,Good,0
113035701,113035701,1,Good,Good,0
113035702,113035702,1,Good,Good,0
113035703,113035711,0.09362,Poor,Good,0
113035703,113035712,0.90638,Good,Good,0
113035704,113035704,1,Good,Good,0
113035705,113035705,1,Good,Good,0
113035706,113035706,1,Good,Good,0
113035707,113035707,1,Good,Good,0
113035708,113035708,1,Good,Good,0
113035709,113035709,1,Good,Good,0
113035710,113035710,1,Good,Good,0
113045683,113045683,1,Good,Good,0
113045684,113045684,1,Good,Good,0
113045685,113045685,1,Good,Good,0
113045686,113045686,1,Good,Good,0
113045687,113045687,1,Good,Good,0
113065666,113065666,1,Good,Good,0
113065667,113065667,1,Good,Good,0
113065668,113065668,1,Good,Good,0
113065669,113065669,1,Good,Good,0
113065670,113065670,1,Good,Good,0
113070001,113070001,1,Good,Good,0
113070002,113070002,1,Good,Good,0
113075743,113075752,0.022293,Poor,Good,0
113075743,113075753,0.977707,Good,Good,0
113075745,113075745,1,Good,Good,0
113075746,113075746,1,Good,Good,0
113075747,113075747,1,Good,Good,0
113075748,113075748,1,Good,Good,0
113075749,113075749,1,Good,Good,0
113075750,113075750,1,Good,Good,0
113075751,113075751,1,Good,Good,0
113085764,116260001,0.8907868,Acceptable,Good,0
113085764,117150001,0.1092132,Poor,Good,0
113085765,116260002,1,Good,Good,0
113085766,116270001,1,Good,Good,0
113085767,116260003,1,Good,Good,0
113085768,116260004,1,Good,Good,0
113085769,116270002,1,Good,Good,0
113085770,116260005,1,Good,Good,0
113085771,116260006,1,Good,Good,0
113095528,113095528,1,Good,Good,0
113095529,113095529,1,Good,Good,0
113095530,113095530,1,Good,Good,0
113095531,113095531,1,Good,Good,0
113100001,116280003,1,Good,Good,0
113100002,116280002,0.1652069,Acceptable,Good,0
113100002,116330001,0.8347931,Acceptable,Good,0
113100003,116280004,1,Good,Good,0
113100004,116280005,1,Good,Good,0
113100005,116280002,0.1468433,Acceptable,Good,0
113100005,116330002,0.8531567,Acceptable,Good,0
113100006,116280002,1,Acceptable,Good,0
113100007,116280006,1,Good,Good,0
113105510,116330003,1,Good,Good,0
113105511,116330004,1,Good,Good,0
113105513,116330005,1,Good,Good,0
113105515,116280001,0.9999945,Good,Good,0
113105515,116330001,5.50E-06,Acceptable,Good,1
113120001,116290001,1,Good,Good,0
113120002,116290002,1,Good,Good,0
113125464,116300001,0.0728377,Poor,Good,0
113125464,116310001,0.9271623,Good,Good,0
113125466,116290003,1,Good,Good,0
113125467,116320003,1,Good,Good,0
113125468,116300002,0.1944632,Poor,Good,0
113125468,116310002,0.8055368,Acceptable,Good,0
113125469,116300005,1,Good,Good,0
113125470,116300003,0.2621737,Poor,Good,0
113125470,116320001,0.7378263,Poor,Good,0
113125471,116300004,0.3122823,Poor,Good,0
113125471,116320002,0.6877177,Poor,Good,0
