CD_CODE_2006,CD_CODE_2006,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
2121261,2121261,218,Gorton,1,Good,Good,0
2121301,2121301,228,Lalor,1,Good,Good,0
2121302,2121302,228,Lalor,1,Good,Good,0
2121303,2121303,228,Lalor,1,Good,Good,0
2121304,2121304,228,Lalor,1,Good,Good,0
2121305,2121305,228,Lalor,1,Good,Good,0
2121306,2121306,228,Lalor,1,Good,Good,0
2121307,2121307,228,Lalor,1,Good,Good,0
2121308,2121308,228,Lalor,1,Good,Good,0
2121309,2121309,228,Lalor,1,Good,Good,0
2121310,2121310,228,Lalor,1,Good,Good,0
2121311,2121311,228,Lalor,1,Good,Good,0
2121312,2121312,228,Lalor,1,Good,Good,0
2121313,2121313,228,Lalor,1,Good,Good,0
2121314,2121314,228,Lalor,1,Good,Good,0
2121315,2121315,228,Lalor,1,Good,Good,0
2121316,2121316,228,Lalor,1,Good,Good,0
2121317,2121317,228,Lalor,1,Good,Good,0
2121318,2121318,228,Lalor,1,Good,Good,0
2121319,2121319,228,Lalor,1,Good,Good,0
2121320,2121320,228,Lalor,1,Good,Good,0
2121321,2121321,228,Lalor,1,Good,Good,0
2121322,2121322,228,Lalor,1,Good,Good,0
2121323,2121323,228,Lalor,1,Good,Good,0
2121324,2121324,228,Lalor,1,Good,Good,0
2121325,2121325,228,Lalor,1,Good,Good,0
2121326,2121326,228,Lalor,1,Good,Good,0
2121327,2121327,228,Lalor,1,Good,Good,0
2121328,2121328,228,Lalor,1,Good,Good,0
2121329,2121329,228,Lalor,1,Good,Good,0
2121330,2121330,228,Lalor,1,Good,Good,0
2130101,2130101,231,Maribyrnong,0.0243902,Good,Good,0
2130101,2130101,218,Gorton,0.9756098,Good,Good,0
2130102,2130102,218,Gorton,1,Good,Good,0
2130103,2130103,218,Gorton,1,Good,Good,0
2130104,2130104,218,Gorton,1,Good,Good,0
2130105,2130105,218,Gorton,1,Good,Good,0
2130106,2130106,218,Gorton,1,Good,Good,0
2130107,2130107,218,Gorton,1,Good,Good,0
2130108,2130108,218,Gorton,1,Good,Good,0
2130109,2130109,218,Gorton,1,Good,Good,0
2130110,2130110,218,Gorton,1,Good,Good,0
2130111,2130111,218,Gorton,1,Good,Good,0
2130112,2130112,218,Gorton,1,Good,Good,0
2130113,2130113,218,Gorton,1,Good,Good,0
2130114,2130114,218,Gorton,1,Good,Good,0
2130115,2130115,218,Gorton,1,Good,Good,0
2130116,2130116,218,Gorton,1,Good,Good,0
2130117,2130117,218,Gorton,1,Good,Good,0
2130118,2130118,218,Gorton,1,Good,Good,0
2130119,2130119,218,Gorton,1,Good,Good,0
2130120,2130120,218,Gorton,1,Good,Good,0
2130121,2130121,218,Gorton,1,Good,Good,0
2130122,2130122,218,Gorton,1,Good,Good,0
2130123,2130123,218,Gorton,1,Good,Good,0
2130124,2130124,218,Gorton,1,Good,Good,0
2130125,2130125,218,Gorton,1,Good,Good,0
2130126,2130126,218,Gorton,1,Good,Good,0
2130127,2130127,218,Gorton,1,Good,Good,0
2130128,2130128,218,Gorton,1,Good,Good,0
2130201,2130201,218,Gorton,1,Good,Good,0
2130202,2130202,218,Gorton,1,Good,Good,0
2130203,2130203,218,Gorton,1,Good,Good,0
2130204,2130204,218,Gorton,1,Good,Good,0
2130205,2130205,218,Gorton,1,Good,Good,0
2130206,2130206,218,Gorton,1,Good,Good,0
2130207,2130207,218,Gorton,1,Good,Good,0
2130208,2130208,218,Gorton,1,Good,Good,0
2130209,2130209,218,Gorton,1,Good,Good,0
2130210,2130210,218,Gorton,1,Good,Good,0
2130211,2130211,218,Gorton,1,Good,Good,0
2130212,2130212,218,Gorton,1,Good,Good,0
2130213,2130213,218,Gorton,1,Good,Good,0
2130301,2130301,218,Gorton,1,Good,Good,0
2130302,2130302,218,Gorton,1,Good,Good,0
2130303,2130303,214,Fraser,1,Good,Good,0
2130304,2130304,214,Fraser,1,Good,Good,0
2130305,2130305,214,Fraser,1,Good,Good,0
2130306,2130306,218,Gorton,1,Good,Good,0
2130307,2130307,218,Gorton,1,Good,Good,0
2130308,2130308,218,Gorton,1,Good,Good,0
2130309,2130309,218,Gorton,1,Good,Good,0
2130310,2130310,218,Gorton,1,Good,Good,0
2130311,2130311,218,Gorton,1,Good,Good,0
2130312,2130312,218,Gorton,1,Good,Good,0
2130313,2130313,218,Gorton,1,Good,Good,0
2130314,2130314,214,Fraser,1,Good,Good,0
2130315,2130315,218,Gorton,1,Good,Good,0
2130316,2130316,214,Fraser,1,Good,Good,0
2130401,2130401,214,Fraser,1,Good,Good,0
2130402,2130402,214,Fraser,1,Good,Good,0
2130403,2130403,214,Fraser,1,Good,Good,0
2130404,2130404,214,Fraser,1,Good,Good,0
2130405,2130405,214,Fraser,1,Good,Good,0
2130406,2130406,214,Fraser,1,Good,Good,0
2130407,2130407,214,Fraser,1,Good,Good,0
2130408,2130408,214,Fraser,1,Good,Good,0
2130409,2130409,214,Fraser,1,Good,Good,0
2130410,2130410,214,Fraser,1,Good,Good,0
2130411,2130411,214,Fraser,1,Good,Good,0
2130412,2130412,214,Fraser,1,Good,Good,0
2130413,2130413,214,Fraser,1,Good,Good,0
2130501,2130501,214,Fraser,1,Good,Good,0
2130502,2130502,214,Fraser,1,Good,Good,0
2130503,2130503,214,Fraser,1,Good,Good,0
2130504,2130504,214,Fraser,1,Good,Good,0
2130505,2130505,214,Fraser,1,Good,Good,0
2130506,2130506,214,Fraser,1,Good,Good,0
2130507,2130507,214,Fraser,1,Good,Good,0
2130508,2130508,214,Fraser,1,Good,Good,0
2130509,2130509,214,Fraser,1,Good,Good,0
2130510,2130510,214,Fraser,1,Good,Good,0
2130511,2130511,214,Fraser,1,Good,Good,0
2130512,2130512,214,Fraser,1,Good,Good,0
2130513,2130513,214,Fraser,1,Good,Good,0
2130601,2130601,231,Maribyrnong,1,Good,Good,0
2130602,2130602,231,Maribyrnong,0.9130435,Good,Good,0
2130602,2130602,218,Gorton,0.0869565,Good,Good,0
2130603,2130603,218,Gorton,1,Good,Good,0
2130604,2130604,218,Gorton,1,Good,Good,0
2130605,2130605,231,Maribyrnong,1,Good,Good,0
2130606,2130606,231,Maribyrnong,1,Good,Good,0
2130607,2130607,218,Gorton,0.8333333,Good,Good,0
2130607,2130607,214,Fraser,0.1666667,Good,Good,0
2130608,2130608,218,Gorton,1,Good,Good,0
2130609,2130609,218,Gorton,1,Good,Good,0
2130610,2130610,218,Gorton,1,Good,Good,0
2130611,2130611,231,Maribyrnong,1,Good,Good,0
2130612,2130612,231,Maribyrnong,0.7045455,Good,Good,0
2130612,2130612,218,Gorton,0.1136364,Good,Good,0
2130612,2130612,214,Fraser,0.1818182,Good,Good,0
2130613,2130613,218,Gorton,1,Good,Good,0
2130701,2130701,218,Gorton,1,Good,Good,0
2130702,2130702,218,Gorton,1,Good,Good,0
2130703,2130703,218,Gorton,1,Good,Good,0
2130704,2130704,218,Gorton,1,Good,Good,0
2130705,2130705,218,Gorton,1,Good,Good,0
2130706,2130706,218,Gorton,1,Good,Good,0
2130707,2130707,218,Gorton,1,Good,Good,0
2130708,2130708,218,Gorton,1,Good,Good,0
2130709,2130709,218,Gorton,1,Good,Good,0
2130710,2130710,218,Gorton,1,Good,Good,0
2130711,2130711,218,Gorton,1,Good,Good,0
2130712,2130712,218,Gorton,1,Good,Good,0
2130713,2130713,218,Gorton,1,Good,Good,0
2130714,2130714,218,Gorton,1,Good,Good,0
2130715,2130715,218,Gorton,1,Good,Good,0
2130716,2130716,218,Gorton,1,Good,Good,0
2130717,2130717,218,Gorton,1,Good,Good,0
2130718,2130718,218,Gorton,1,Good,Good,0
2130719,2130719,218,Gorton,1,Good,Good,0
2130720,2130720,218,Gorton,1,Good,Good,0
2130721,2130721,218,Gorton,1,Good,Good,0
2130722,2130722,218,Gorton,1,Good,Good,0
2130723,2130723,218,Gorton,1,Good,Good,0
2130724,2130724,218,Gorton,1,Good,Good,0
2130725,2130725,218,Gorton,1,Good,Good,0
2130726,2130726,218,Gorton,1,Good,Good,0
2130801,2130801,214,Fraser,1,Good,Good,0
2130802,2130802,214,Fraser,1,Good,Good,0
2130803,2130803,214,Fraser,1,Good,Good,0
2130804,2130804,214,Fraser,1,Good,Good,0
2130805,2130805,214,Fraser,1,Good,Good,0
2130806,2130806,214,Fraser,1,Good,Good,0
2130807,2130807,214,Fraser,1,Good,Good,0
2130808,2130808,214,Fraser,1,Good,Good,0
2130809,2130809,214,Fraser,1,Good,Good,0
2130810,2130810,214,Fraser,1,Good,Good,0
2130811,2130811,214,Fraser,1,Good,Good,0
2130901,2130901,214,Fraser,1,Good,Good,0
2130902,2130902,214,Fraser,1,Good,Good,0
2130903,2130903,214,Fraser,1,Good,Good,0
2130904,2130904,214,Fraser,1,Good,Good,0
2130905,2130905,214,Fraser,1,Good,Good,0
2130906,2130906,214,Fraser,1,Good,Good,0
2130907,2130907,214,Fraser,1,Good,Good,0
2130908,2130908,214,Fraser,1,Good,Good,0
2130909,2130909,214,Fraser,1,Good,Good,0
2130910,2130910,214,Fraser,1,Good,Good,0
2130911,2130911,214,Fraser,1,Good,Good,0
2130912,2130912,214,Fraser,1,Good,Good,0
2130913,2130913,214,Fraser,1,Good,Good,0
2130914,2130914,214,Fraser,1,Good,Good,0
2131001,2131001,214,Fraser,1,Good,Good,0
2131002,2131002,214,Fraser,1,Good,Good,0
2131003,2131003,214,Fraser,1,Good,Good,0
2131004,2131004,214,Fraser,1,Good,Good,0
2131005,2131005,214,Fraser,1,Good,Good,0
2131006,2131006,214,Fraser,1,Good,Good,0
2131007,2131007,214,Fraser,1,Good,Good,0
2131008,2131008,214,Fraser,1,Good,Good,0
2131009,2131009,214,Fraser,1,Good,Good,0
2131010,2131010,214,Fraser,1,Good,Good,0
2131011,2131011,214,Fraser,1,Good,Good,0
2131101,2131101,214,Fraser,1,Good,Good,0
2131102,2131102,214,Fraser,1,Good,Good,0
2131103,2131103,214,Fraser,1,Good,Good,0
2131104,2131104,214,Fraser,1,Good,Good,0
2131105,2131105,214,Fraser,1,Good,Good,0
2131106,2131106,214,Fraser,1,Good,Good,0
2131107,2131107,214,Fraser,1,Good,Good,0
2131108,2131108,214,Fraser,1,Good,Good,0
2131109,2131109,214,Fraser,1,Good,Good,0
2131110,2131110,214,Fraser,1,Good,Good,0
2131111,2131111,214,Fraser,1,Good,Good,0
2131112,2131112,214,Fraser,1,Good,Good,0
2131113,2131113,214,Fraser,1,Good,Good,0
2131114,2131114,214,Fraser,1,Good,Good,0
2131115,2131115,218,Gorton,0.1794872,Good,Good,0
2131115,2131115,214,Fraser,0.8205128,Good,Good,0
2131116,2131116,218,Gorton,0.3333333,Good,Good,0
2131116,2131116,214,Fraser,0.6666667,Good,Good,0
2131117,2131117,218,Gorton,1,Good,Good,0
2131118,2131118,218,Gorton,1,Good,Good,0
2131201,2131201,218,Gorton,1,Good,Good,0
2131202,2131202,218,Gorton,1,Good,Good,0
2131203,2131203,218,Gorton,1,Good,Good,0
2131204,2131204,218,Gorton,1,Good,Good,0
2131205,2131205,218,Gorton,1,Good,Good,0
2131206,2131206,218,Gorton,1,Good,Good,0
2131207,2131207,218,Gorton,1,Good,Good,0
2131208,2131208,218,Gorton,1,Good,Good,0
2131209,2131209,218,Gorton,1,Good,Good,0
2131210,2131210,218,Gorton,1,Good,Good,0
2131211,2131211,218,Gorton,1,Good,Good,0
2131212,2131212,218,Gorton,1,Good,Good,0
2131213,2131213,218,Gorton,1,Good,Good,0
2131301,2131301,218,Gorton,1,Good,Good,0
2131302,2131302,218,Gorton,1,Good,Good,0
2131303,2131303,218,Gorton,1,Good,Good,0
2131304,2131304,218,Gorton,1,Good,Good,0
2131305,2131305,218,Gorton,1,Good,Good,0
2131306,2131306,218,Gorton,1,Good,Good,0
2131307,2131307,218,Gorton,1,Good,Good,0
2131308,2131308,218,Gorton,1,Good,Good,0
2131309,2131309,218,Gorton,1,Good,Good,0
2131310,2131310,218,Gorton,1,Good,Good,0
2131311,2131311,218,Gorton,1,Good,Good,0
2131312,2131312,218,Gorton,1,Good,Good,0
2131401,2131401,214,Fraser,1,Good,Good,0
2131402,2131402,214,Fraser,1,Good,Good,0
2131403,2131403,214,Fraser,1,Good,Good,0
2131404,2131404,214,Fraser,1,Good,Good,0
2131405,2131405,214,Fraser,1,Good,Good,0
2131406,2131406,214,Fraser,1,Good,Good,0
2131407,2131407,214,Fraser,1,Good,Good,0
2131408,2131408,214,Fraser,1,Good,Good,0
2131409,2131409,214,Fraser,1,Good,Good,0
2131410,2131410,214,Fraser,1,Good,Good,0
2131411,2131411,214,Fraser,1,Good,Good,0
2131412,2131412,214,Fraser,1,Good,Good,0
2131501,2131501,214,Fraser,1,Good,Good,0
2131502,2131502,214,Fraser,1,Good,Good,0
2131503,2131503,214,Fraser,1,Good,Good,0
2131504,2131504,214,Fraser,1,Good,Good,0
2131505,2131505,214,Fraser,1,Good,Good,0
2131506,2131506,214,Fraser,1,Good,Good,0
2131507,2131507,214,Fraser,1,Good,Good,0
2131508,2131508,214,Fraser,1,Good,Good,0
2131509,2131509,214,Fraser,1,Good,Good,0
2131510,2131510,214,Fraser,1,Good,Good,0
2131511,2131511,214,Fraser,1,Good,Good,0
2131512,2131512,214,Fraser,1,Good,Good,0
2131513,2131513,214,Fraser,1,Good,Good,0
2131514,2131514,214,Fraser,1,Good,Good,0
2131515,2131515,214,Fraser,1,Good,Good,0
2131516,2131516,214,Fraser,1,Good,Good,0
2131601,2131601,214,Fraser,1,Good,Good,0
2131602,2131602,214,Fraser,1,Good,Good,0
2131603,2131603,214,Fraser,1,Good,Good,0
2131604,2131604,214,Fraser,1,Good,Good,0
2131605,2131605,214,Fraser,1,Good,Good,0
2131606,2131606,214,Fraser,1,Good,Good,0
2131607,2131607,214,Fraser,1,Good,Good,0
2131608,2131608,218,Gorton,0.2222222,Good,Good,0
2131608,2131608,214,Fraser,0.7777778,Good,Good,0
2131609,2131609,214,Fraser,1,Good,Good,0
2131610,2131610,214,Fraser,1,Good,Good,0
2131611,2131611,214,Fraser,1,Good,Good,0
2131612,2131612,214,Fraser,1,Good,Good,0
2131613,2131613,214,Fraser,1,Good,Good,0
2131614,2131614,214,Fraser,1,Good,Good,0
2131615,2131615,214,Fraser,1,Good,Good,0
2131616,2131616,214,Fraser,1,Good,Good,0
2131617,2131617,214,Fraser,1,Good,Good,0
2131618,2131618,214,Fraser,1,Good,Good,0
2131619,2131619,214,Fraser,1,Good,Good,0
2131620,2131620,214,Fraser,1,Good,Good,0
2131621,2131621,214,Fraser,1,Good,Good,0
2131622,2131622,214,Fraser,1,Good,Good,0
2131623,2131623,214,Fraser,1,Good,Good,0
2131624,2131624,214,Fraser,1,Good,Good,0
2140101,2140101,205,Calwell,1,Good,Good,0
2140102,2140102,205,Calwell,1,Good,Good,0
2140103,2140103,205,Calwell,1,Good,Good,0
2140104,2140104,205,Calwell,1,Good,Good,0
2140105,2140105,205,Calwell,1,Good,Good,0
2140106,2140106,205,Calwell,1,Good,Good,0
2140107,2140107,205,Calwell,1,Good,Good,0
2140108,2140108,205,Calwell,1,Good,Good,0
2140109,2140109,205,Calwell,1,Good,Good,0
2140110,2140110,205,Calwell,1,Good,Good,0
2140201,2140201,205,Calwell,1,Good,Good,0
2140202,2140202,205,Calwell,1,Good,Good,0
2140203,2140203,205,Calwell,1,Good,Good,0
2140204,2140204,205,Calwell,1,Good,Good,0
2140205,2140205,205,Calwell,1,Good,Good,0
2140206,2140206,205,Calwell,1,Good,Good,0
2140207,2140207,205,Calwell,1,Good,Good,0
2140208,2140208,205,Calwell,1,Good,Good,0
2140209,2140209,205,Calwell,1,Good,Good,0
2140210,2140210,205,Calwell,1,Good,Good,0
2140211,2140211,205,Calwell,1,Good,Good,0
2140212,2140212,205,Calwell,1,Good,Good,0
2140213,2140213,205,Calwell,1,Good,Good,0
2140301,2140301,205,Calwell,1,Good,Good,0
2140302,2140302,231,Maribyrnong,1,Good,Good,0
2140303,2140303,231,Maribyrnong,1,Good,Good,0
2140304,2140304,231,Maribyrnong,1,Good,Good,0
2140305,2140305,205,Calwell,1,Good,Good,0
2140306,2140306,231,Maribyrnong,1,Good,Good,0
2140307,2140307,231,Maribyrnong,1,Good,Good,0
2140308,2140308,205,Calwell,1,Good,Good,0
2140309,2140309,231,Maribyrnong,1,Good,Good,0
2140401,2140401,231,Maribyrnong,1,Good,Good,0
2140402,2140402,231,Maribyrnong,1,Good,Good,0
2140403,2140403,231,Maribyrnong,1,Good,Good,0
2140404,2140404,231,Maribyrnong,1,Good,Good,0
2140405,2140405,231,Maribyrnong,1,Good,Good,0
2140406,2140406,231,Maribyrnong,1,Good,Good,0
2140407,2140407,231,Maribyrnong,1,Good,Good,0
2140408,2140408,231,Maribyrnong,1,Good,Good,0
2140409,2140409,231,Maribyrnong,1,Good,Good,0
2140410,2140410,231,Maribyrnong,1,Good,Good,0
2140411,2140411,231,Maribyrnong,1,Good,Good,0
2140501,2140501,205,Calwell,1,Good,Good,0
2140502,2140502,205,Calwell,1,Good,Good,0
2140503,2140503,205,Calwell,1,Good,Good,0
2140504,2140504,231,Maribyrnong,0.375,Good,Good,0
2140504,2140504,205,Calwell,0.625,Good,Good,0
2140505,2140505,205,Calwell,1,Good,Good,0
2140506,2140506,231,Maribyrnong,0.25,Good,Good,0
2140506,2140506,205,Calwell,0.75,Good,Good,0
2140507,2140507,205,Calwell,1,Good,Good,0
2140508,2140508,205,Calwell,1,Good,Good,0
2140509,2140509,205,Calwell,1,Good,Good,0
2140601,2140601,205,Calwell,1,Good,Good,0
2140602,2140602,205,Calwell,1,Good,Good,0
2140603,2140603,205,Calwell,1,Good,Good,0
2140604,2140604,205,Calwell,1,Good,Good,0
2140605,2140605,205,Calwell,1,Good,Good,0
2140606,2140606,205,Calwell,1,Good,Good,0
2140607,2140607,205,Calwell,1,Good,Good,0
2140608,2140608,205,Calwell,1,Good,Good,0
2140609,2140609,205,Calwell,1,Good,Good,0
2140610,2140610,205,Calwell,1,Good,Good,0
2140612,2140612,205,Calwell,1,Good,Good,0
2140613,2140613,205,Calwell,1,Good,Good,0
2140701,2140701,205,Calwell,1,Good,Good,0
2140702,2140702,205,Calwell,1,Good,Good,0
2140703,2140703,205,Calwell,1,Good,Good,0
2140704,2140704,205,Calwell,1,Good,Good,0
2140705,2140705,205,Calwell,1,Good,Good,0
2140706,2140706,205,Calwell,1,Good,Good,0
2140707,2140707,205,Calwell,1,Good,Good,0
2140708,2140708,205,Calwell,1,Good,Good,0
2140709,2140709,205,Calwell,1,Good,Good,0
2140710,2140710,205,Calwell,1,Good,Good,0
2140711,2140711,205,Calwell,1,Good,Good,0
2140801,2140801,231,Maribyrnong,1,Good,Good,0
2140802,2140802,231,Maribyrnong,1,Good,Good,0
2140803,2140803,231,Maribyrnong,1,Good,Good,0
2140804,2140804,231,Maribyrnong,1,Good,Good,0
2140805,2140805,231,Maribyrnong,0.9791667,Good,Good,0
2140805,2140805,205,Calwell,0.0208333,Good,Good,0
2140806,2140806,231,Maribyrnong,1,Good,Good,0
2140807,2140807,231,Maribyrnong,0.0212766,Good,Good,0
2140807,2140807,205,Calwell,0.9787234,Good,Good,0
2140808,2140808,231,Maribyrnong,1,Good,Good,0
2140809,2140809,205,Calwell,1,Good,Good,0
2140810,2140810,219,Hawke,1,Good,Good,0
2140811,2140811,231,Maribyrnong,1,Good,Good,0
2140812,2140812,231,Maribyrnong,0.974359,Good,Good,0
2140812,2140812,219,Hawke,0.025641,Good,Good,0
2140901,2140901,219,Hawke,1,Good,Good,0
2140902,2140902,219,Hawke,1,Good,Good,0
2140903,2140903,219,Hawke,1,Good,Good,0
2140904,2140904,219,Hawke,1,Good,Good,0
2140905,2140905,219,Hawke,1,Good,Good,0
2140906,2140906,219,Hawke,1,Good,Good,0
2140907,2140907,219,Hawke,1,Good,Good,0
2140908,2140908,219,Hawke,1,Good,Good,0
2140909,2140909,219,Hawke,1,Good,Good,0
2140910,2140910,219,Hawke,1,Good,Good,0
2140911,2140911,219,Hawke,1,Good,Good,0
2140912,2140912,219,Hawke,1,Good,Good,0
2141001,2141001,205,Calwell,1,Good,Good,0
2141002,2141002,205,Calwell,1,Good,Good,0
2141003,2141003,205,Calwell,1,Good,Good,0
2141004,2141004,205,Calwell,1,Good,Good,0
2141005,2141005,205,Calwell,1,Good,Good,0
2141006,2141006,205,Calwell,1,Good,Good,0
2141007,2141007,205,Calwell,1,Good,Good,0
2141008,2141008,205,Calwell,1,Good,Good,0
2141101,2141101,219,Hawke,1,Good,Good,0
2141102,2141102,219,Hawke,1,Good,Good,0
2141103,2141103,219,Hawke,1,Good,Good,0
2141104,2141104,219,Hawke,1,Good,Good,0
2141105,2141105,219,Hawke,1,Good,Good,0
2141106,2141106,219,Hawke,1,Good,Good,0
2141107,2141107,219,Hawke,1,Good,Good,0
2141108,2141108,219,Hawke,1,Good,Good,0
2141109,2141109,219,Hawke,1,Good,Good,0
2141110,2141110,219,Hawke,1,Good,Good,0
2141111,2141111,219,Hawke,1,Good,Good,0
2141112,2141112,219,Hawke,1,Good,Good,0
2141201,2141201,205,Calwell,1,Good,Good,0
2141202,2141202,205,Calwell,1,Good,Good,0
2141203,2141203,205,Calwell,1,Good,Good,0
2141204,2141204,205,Calwell,1,Good,Good,0
2141205,2141205,205,Calwell,1,Good,Good,0
2141206,2141206,205,Calwell,1,Good,Good,0
2141207,2141207,205,Calwell,1,Good,Good,0
2141208,2141208,205,Calwell,1,Good,Good,0
2141209,2141209,205,Calwell,1,Good,Good,0
2141210,2141210,205,Calwell,1,Good,Good,0
2141211,2141211,205,Calwell,1,Good,Good,0
2141212,2141212,205,Calwell,1,Good,Good,0
2141213,2141213,205,Calwell,1,Good,Good,0
2141214,2141214,205,Calwell,1,Good,Good,0
2141301,2141301,219,Hawke,1,Good,Good,0
2141302,2141302,219,Hawke,1,Good,Good,0
2141303,2141303,219,Hawke,1,Good,Good,0
2141304,2141304,219,Hawke,1,Good,Good,0
2141305,2141305,219,Hawke,1,Good,Good,0
2141306,2141306,219,Hawke,1,Good,Good,0
2141307,2141307,219,Hawke,1,Good,Good,0
2141308,2141308,219,Hawke,1,Good,Good,0
2141309,2141309,219,Hawke,1,Good,Good,0
2141310,2141310,219,Hawke,1,Good,Good,0
2141401,2141401,205,Calwell,1,Good,Good,0
2141402,2141402,205,Calwell,1,Good,Good,0
2141403,2141403,205,Calwell,1,Good,Good,0
2141404,2141404,219,Hawke,0.0487805,Good,Good,0
2141404,2141404,205,Calwell,0.9512195,Good,Good,0
2141405,2141405,205,Calwell,1,Good,Good,0
2141406,2141406,205,Calwell,1,Good,Good,0
2141407,2141407,205,Calwell,1,Good,Good,0
2141408,2141408,205,Calwell,1,Good,Good,0
2141409,2141409,205,Calwell,1,Good,Good,0
2141410,2141410,205,Calwell,1,Good,Good,0
2141411,2141411,205,Calwell,1,Good,Good,0
2141412,2141412,205,Calwell,1,Good,Good,0
2141413,2141413,205,Calwell,1,Good,Good,0
2141414,2141414,205,Calwell,1,Good,Good,0
2141415,2141415,205,Calwell,1,Good,Good,0
2141416,2141416,205,Calwell,1,Good,Good,0
2141417,2141417,205,Calwell,1,Good,Good,0
2141418,2141418,205,Calwell,1,Good,Good,0
2141419,2141419,205,Calwell,1,Good,Good,0
2141420,2141420,205,Calwell,1,Good,Good,0
2141421,2141421,205,Calwell,1,Good,Good,0
2141422,2141422,205,Calwell,1,Good,Good,0
2141423,2141423,205,Calwell,1,Good,Good,0
2141424,2141424,205,Calwell,1,Good,Good,0
2141425,2141425,205,Calwell,1,Good,Good,0
2141426,2141426,205,Calwell,1,Good,Good,0
2141427,2141427,205,Calwell,1,Good,Good,0
2141428,2141428,205,Calwell,1,Good,Good,0
2141429,2141429,205,Calwell,1,Good,Good,0
2141430,2141430,205,Calwell,1,Good,Good,0
2141431,2141431,205,Calwell,1,Good,Good,0
2141432,2141432,205,Calwell,1,Good,Good,0
2141433,2141433,205,Calwell,1,Good,Good,0
2141434,2141434,205,Calwell,1,Good,Good,0
2141435,2141435,205,Calwell,1,Good,Good,0
2141436,2141436,205,Calwell,1,Good,Good,0
2141501,2141501,205,Calwell,1,Good,Good,0
2141502,2141502,205,Calwell,1,Good,Good,0
2141503,2141503,205,Calwell,1,Good,Good,0
2141504,2141504,205,Calwell,1,Good,Good,0
2141505,2141505,205,Calwell,1,Good,Good,0
2141506,2141506,205,Calwell,1,Good,Good,0
2141507,2141507,205,Calwell,1,Good,Good,0
2141508,2141508,205,Calwell,1,Good,Good,0
2141509,2141509,205,Calwell,1,Good,Good,0
2141510,2141510,205,Calwell,1,Good,Good,0
2141511,2141511,205,Calwell,1,Good,Good,0
2141512,2141512,205,Calwell,1,Good,Good,0
2141513,2141513,205,Calwell,1,Good,Good,0
2141514,2141514,205,Calwell,1,Good,Good,0
2141515,2141515,205,Calwell,1,Good,Good,0
2141516,2141516,205,Calwell,1,Good,Good,0
2141517,2141517,205,Calwell,1,Good,Good,0
2141518,2141518,205,Calwell,1,Good,Good,0
2141601,2141601,219,Hawke,1,Good,Good,0
2141602,2141602,219,Hawke,1,Good,Good,0
2141603,2141603,219,Hawke,1,Good,Good,0
2141604,2141604,219,Hawke,1,Good,Good,0
2141605,2141605,219,Hawke,1,Good,Good,0
2141606,2141606,219,Hawke,1,Good,Good,0
2141607,2141607,219,Hawke,1,Good,Good,0
2141608,2141608,219,Hawke,1,Good,Good,0
2141609,2141609,219,Hawke,1,Good,Good,0
2141610,2141610,219,Hawke,1,Good,Good,0
2141611,2141611,219,Hawke,1,Good,Good,0
2141612,2141612,219,Hawke,1,Good,Good,0
2150101,2150101,225,Jagajaga,1,Good,Good,0
2150102,2150102,225,Jagajaga,1,Good,Good,0
2150103,2150103,225,Jagajaga,1,Good,Good,0
2150104,2150104,225,Jagajaga,1,Good,Good,0
2150105,2150105,225,Jagajaga,1,Good,Good,0
2150106,2150106,225,Jagajaga,1,Good,Good,0
2150107,2150107,225,Jagajaga,1,Good,Good,0
2150108,2150108,225,Jagajaga,1,Good,Good,0
2150109,2150109,225,Jagajaga,1,Good,Good,0
2150110,2150110,225,Jagajaga,1,Good,Good,0
2150111,2150111,225,Jagajaga,1,Good,Good,0
2150112,2150112,225,Jagajaga,1,Good,Good,0
2150201,2150201,225,Jagajaga,1,Good,Good,0
2150202,2150202,225,Jagajaga,1,Good,Good,0
2150203,2150203,225,Jagajaga,1,Good,Good,0
2150204,2150204,225,Jagajaga,1,Good,Good,0
2150205,2150205,225,Jagajaga,1,Good,Good,0
2150206,2150206,225,Jagajaga,1,Good,Good,0
2150207,2150207,225,Jagajaga,1,Good,Good,0
2150208,2150208,225,Jagajaga,1,Good,Good,0
2150209,2150209,225,Jagajaga,1,Good,Good,0
2150210,2150210,225,Jagajaga,1,Good,Good,0
2150211,2150211,225,Jagajaga,1,Good,Good,0
2150301,2150301,225,Jagajaga,1,Good,Good,0
2150302,2150302,225,Jagajaga,1,Good,Good,0
2150303,2150303,225,Jagajaga,1,Good,Good,0
2150304,2150304,225,Jagajaga,1,Good,Good,0
2150305,2150305,225,Jagajaga,1,Good,Good,0
2150306,2150306,225,Jagajaga,1,Good,Good,0
2150307,2150307,225,Jagajaga,1,Good,Good,0
2150308,2150308,225,Jagajaga,1,Good,Good,0
2150309,2150309,225,Jagajaga,1,Good,Good,0
2150310,2150310,225,Jagajaga,1,Good,Good,0
2150311,2150311,225,Jagajaga,1,Good,Good,0
2150312,2150312,225,Jagajaga,1,Good,Good,0
2150313,2150313,225,Jagajaga,1,Good,Good,0
2150314,2150314,225,Jagajaga,1,Good,Good,0
