CD_CODE_2006,CD_CODE_2006,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
1032101,1032101,134,Parkes,1,Good,Good,0
1032102,1032102,134,Parkes,1,Good,Good,0
1032103,1032103,134,Parkes,1,Good,Good,0
1032104,1032104,134,Parkes,1,Good,Good,0
1032105,1032105,134,Parkes,1,Good,Good,0
1032106,1032106,134,Parkes,1,Good,Good,0
1032107,1032107,134,Parkes,1,Good,Good,0
1032108,1032108,134,Parkes,1,Good,Good,0
1032109,1032109,134,Parkes,1,Good,Good,0
1032110,1032110,134,Parkes,1,Good,Good,0
1032111,1032111,134,Parkes,1,Good,Good,0
1032112,1032112,134,Parkes,1,Good,Good,0
1032113,1032113,134,Parkes,1,Good,Good,0
1032114,1032114,134,Parkes,1,Good,Good,0
1032201,1032201,107,Calare,1,Good,Good,0
1032202,1032202,107,Calare,1,Good,Good,0
1032203,1032203,107,Calare,1,Good,Good,0
1032204,1032204,107,Calare,1,Good,Good,0
1032205,1032205,107,Calare,1,Good,Good,0
1032206,1032206,107,Calare,1,Good,Good,0
1032207,1032207,107,Calare,1,Good,Good,0
1032208,1032208,107,Calare,1,Good,Good,0
1032209,1032209,107,Calare,1,Good,Good,0
1032210,1032210,107,Calare,1,Good,Good,0
1032211,1032211,107,Calare,1,Good,Good,0
1032212,1032212,107,Calare,1,Good,Good,0
1032213,1032213,107,Calare,1,Good,Good,0
1032214,1032214,107,Calare,1,Good,Good,0
1032215,1032215,107,Calare,1,Good,Good,0
1032301,1032301,107,Calare,1,Good,Good,0
1032302,1032302,107,Calare,1,Good,Good,0
1032303,1032303,107,Calare,1,Good,Good,0
1032304,1032304,107,Calare,1,Good,Good,0
1032305,1032305,107,Calare,1,Good,Good,0
1032306,1032306,107,Calare,1,Good,Good,0
1032307,1032307,107,Calare,1,Good,Good,0
1032308,1032308,107,Calare,1,Good,Good,0
1032309,1032309,107,Calare,1,Good,Good,0
1032310,1032310,107,Calare,1,Good,Good,0
1032401,1032401,107,Calare,1,Good,Good,0
1032402,1032402,107,Calare,1,Good,Good,0
1032403,1032403,107,Calare,1,Good,Good,0
1032404,1032404,107,Calare,1,Good,Good,0
1032405,1032405,107,Calare,1,Good,Good,0
1032406,1032406,107,Calare,1,Good,Good,0
1032407,1032407,107,Calare,1,Good,Good,0
1032408,1032408,107,Calare,1,Good,Good,0
1032409,1032409,107,Calare,1,Good,Good,0
1032501,1032501,107,Calare,1,Good,Good,0
1032502,1032502,107,Calare,1,Good,Good,0
1032503,1032503,107,Calare,1,Good,Good,0
1032504,1032504,107,Calare,1,Good,Good,0
1032505,1032505,107,Calare,1,Good,Good,0
1032506,1032506,107,Calare,1,Good,Good,0
1032507,1032507,107,Calare,1,Good,Good,0
1032508,1032508,107,Calare,1,Good,Good,0
1032509,1032509,107,Calare,1,Good,Good,0
1032510,1032510,107,Calare,1,Good,Good,0
1032511,1032511,107,Calare,1,Good,Good,0
1032512,1032512,107,Calare,1,Good,Good,0
1032513,1032513,107,Calare,1,Good,Good,0
1032514,1032514,107,Calare,1,Good,Good,0
1032515,1032515,107,Calare,1,Good,Good,0
1032516,1032516,107,Calare,1,Good,Good,0
1032601,1032601,107,Calare,1,Good,Good,0
1032602,1032602,107,Calare,1,Good,Good,0
1032603,1032603,107,Calare,1,Good,Good,0
1032604,1032604,107,Calare,1,Good,Good,0
1032605,1032605,107,Calare,1,Good,Good,0
1032606,1032606,107,Calare,1,Good,Good,0
1032607,1032607,107,Calare,1,Good,Good,0
1032608,1032608,107,Calare,1,Good,Good,0
1032609,1032609,107,Calare,1,Good,Good,0
1032701,1032701,134,Parkes,1,Good,Good,0
1032702,1032702,134,Parkes,1,Good,Good,0
1032703,1032703,134,Parkes,1,Good,Good,0
1032704,1032704,134,Parkes,1,Good,Good,0
1032705,1032705,134,Parkes,1,Good,Good,0
1032706,1032706,134,Parkes,1,Good,Good,0
1032707,1032707,134,Parkes,1,Good,Good,0
1032708,1032708,134,Parkes,1,Good,Good,0
1032709,1032709,134,Parkes,1,Good,Good,0
1032710,1032710,134,Parkes,1,Good,Good,0
1032711,1032711,134,Parkes,1,Good,Good,0
1032801,1032801,107,Calare,1,Good,Good,0
1032802,1032802,107,Calare,1,Good,Good,0
1032803,1032803,107,Calare,1,Good,Good,0
1032804,1032804,107,Calare,1,Good,Good,0
1032805,1032805,107,Calare,1,Good,Good,0
1032806,1032806,107,Calare,1,Good,Good,0
1032807,1032807,107,Calare,1,Good,Good,0
1032808,1032808,107,Calare,1,Good,Good,0
1032809,1032809,107,Calare,1,Good,Good,0
1040101,1040101,321,Maranoa,0.0425532,Good,Good,0
1040101,1040101,134,Parkes,0.9574468,Good,Good,0
1040102,1040102,134,Parkes,1,Good,Good,0
1040103,1040103,134,Parkes,1,Good,Good,0
1040104,1040104,134,Parkes,1,Good,Good,0
1040201,1040201,134,Parkes,1,Good,Good,0
1040202,1040202,134,Parkes,1,Good,Good,0
1040203,1040203,134,Parkes,1,Good,Good,0
1040204,1040204,134,Parkes,1,Good,Good,0
1040205,1040205,134,Parkes,1,Good,Good,0
1040206,1040206,134,Parkes,1,Good,Good,0
1040207,1040207,134,Parkes,1,Good,Good,0
1040301,1040301,134,Parkes,1,Good,Good,0
1040302,1040302,134,Parkes,1,Good,Good,0
1040303,1040303,134,Parkes,1,Good,Good,0
1040304,1040304,134,Parkes,1,Good,Good,0
1040305,1040305,134,Parkes,1,Good,Good,0
1040306,1040306,134,Parkes,1,Good,Good,0
1040307,1040307,134,Parkes,1,Good,Good,0
1040308,1040308,134,Parkes,1,Good,Good,0
1040309,1040309,134,Parkes,1,Good,Good,0
1040401,1040401,134,Parkes,1,Good,Good,0
1040402,1040402,134,Parkes,1,Good,Good,0
1040403,1040403,134,Parkes,1,Good,Good,0
1040404,1040404,134,Parkes,1,Good,Good,0
1040405,1040405,134,Parkes,1,Good,Good,0
1040406,1040406,134,Parkes,1,Good,Good,0
1040407,1040407,134,Parkes,1,Good,Good,0
1040501,1040501,134,Parkes,1,Good,Good,0
1040502,1040502,134,Parkes,1,Good,Good,0
1040503,1040503,134,Parkes,1,Good,Good,0
1040504,1040504,134,Parkes,1,Good,Good,0
1040505,1040505,134,Parkes,1,Good,Good,0
1040506,1040506,134,Parkes,1,Good,Good,0
1040601,1040601,134,Parkes,1,Good,Good,0
1040602,1040602,134,Parkes,1,Good,Good,0
1040603,1040603,134,Parkes,1,Good,Good,0
1040604,1040604,134,Parkes,1,Good,Good,0
1040605,1040605,134,Parkes,1,Good,Good,0
1040606,1040606,134,Parkes,1,Good,Good,0
1040607,1040607,134,Parkes,1,Good,Good,0
1040701,1040701,134,Parkes,1,Good,Good,0
1040702,1040702,134,Parkes,1,Good,Good,0
1040703,1040703,134,Parkes,0.9761905,Good,Good,0
1040703,1040703,130,New England,0.0238095,Good,Good,0
1040704,1040704,134,Parkes,1,Good,Good,0
1040705,1040705,134,Parkes,1,Good,Good,0
1040706,1040706,134,Parkes,1,Good,Good,0
1040707,1040707,134,Parkes,1,Good,Good,0
1040708,1040708,134,Parkes,1,Good,Good,0
1040801,1040801,134,Parkes,1,Good,Good,0
1040802,1040802,134,Parkes,1,Good,Good,0
1040803,1040803,134,Parkes,1,Good,Good,0
1040804,1040804,134,Parkes,1,Good,Good,0
1040805,1040805,134,Parkes,1,Good,Good,0
1040806,1040806,134,Parkes,1,Good,Good,0
1040807,1040807,134,Parkes,1,Good,Good,0
1040808,1040808,134,Parkes,1,Good,Good,0
1040809,1040809,134,Parkes,1,Good,Good,0
1040810,1040810,134,Parkes,1,Good,Good,0
1040811,1040811,134,Parkes,1,Good,Good,0
1040901,1040901,134,Parkes,1,Good,Good,0
1040902,1040902,134,Parkes,1,Good,Good,0
1040903,1040903,134,Parkes,1,Good,Good,0
1040904,1040904,134,Parkes,1,Good,Good,0
1040905,1040905,134,Parkes,1,Good,Good,0
1040906,1040906,134,Parkes,1,Good,Good,0
1040907,1040907,134,Parkes,1,Good,Good,0
1040908,1040908,134,Parkes,1,Good,Good,0
1040909,1040909,134,Parkes,1,Good,Good,0
1041001,1041001,134,Parkes,1,Good,Good,0
1041002,1041002,134,Parkes,1,Good,Good,0
1041003,1041003,134,Parkes,1,Good,Good,0
1041004,1041004,134,Parkes,1,Good,Good,0
1041005,1041005,134,Parkes,1,Good,Good,0
1041006,1041006,134,Parkes,1,Good,Good,0
1041007,1041007,134,Parkes,1,Good,Good,0
1041008,1041008,134,Parkes,1,Good,Good,0
1041101,1041101,134,Parkes,1,Good,Good,0
1041102,1041102,134,Parkes,1,Good,Good,0
1041103,1041103,134,Parkes,1,Good,Good,0
1041104,1041104,134,Parkes,1,Good,Good,0
1041105,1041105,134,Parkes,1,Good,Good,0
1041106,1041106,134,Parkes,1,Good,Good,0
1041107,1041107,134,Parkes,1,Good,Good,0
1041108,1041108,134,Parkes,1,Good,Good,0
1041109,1041109,134,Parkes,1,Good,Good,0
1041201,1041201,134,Parkes,1,Good,Good,0
1041202,1041202,134,Parkes,1,Good,Good,0
1041203,1041203,134,Parkes,1,Good,Good,0
1041204,1041204,134,Parkes,1,Good,Good,0
1041205,1041205,134,Parkes,1,Good,Good,0
1041206,1041206,134,Parkes,1,Good,Good,0
1041207,1041207,134,Parkes,1,Good,Good,0
1041208,1041208,134,Parkes,1,Good,Good,0
1041209,1041209,134,Parkes,1,Good,Good,0
1041210,1041210,134,Parkes,1,Good,Good,0
1041211,1041211,134,Parkes,1,Good,Good,0
1041212,1041212,134,Parkes,1,Good,Good,0
1041301,1041301,134,Parkes,1,Good,Good,0
1041302,1041302,134,Parkes,1,Good,Good,0
1041303,1041303,134,Parkes,1,Good,Good,0
1041304,1041304,134,Parkes,1,Good,Good,0
1041305,1041305,134,Parkes,1,Good,Good,0
1041306,1041306,134,Parkes,1,Good,Good,0
1041307,1041307,134,Parkes,1,Good,Good,0
1041308,1041308,134,Parkes,1,Good,Good,0
1041401,1041401,134,Parkes,1,Good,Good,0
1041402,1041402,134,Parkes,1,Good,Good,0
1041403,1041403,134,Parkes,1,Good,Good,0
1041404,1041404,134,Parkes,1,Good,Good,0
1041405,1041405,134,Parkes,1,Good,Good,0
1041406,1041406,134,Parkes,1,Good,Good,0
1041407,1041407,134,Parkes,1,Good,Good,0
1041408,1041408,134,Parkes,1,Good,Good,0
1041409,1041409,134,Parkes,1,Good,Good,0
1041501,1041501,134,Parkes,1,Good,Good,0
1041502,1041502,134,Parkes,1,Good,Good,0
1041503,1041503,134,Parkes,1,Good,Good,0
1041504,1041504,134,Parkes,1,Good,Good,0
1041505,1041505,134,Parkes,1,Good,Good,0
1041506,1041506,134,Parkes,1,Good,Good,0
1041507,1041507,134,Parkes,1,Good,Good,0
1041508,1041508,134,Parkes,1,Good,Good,0
1041509,1041509,321,Maranoa,0.0454545,Good,Good,0
1041509,1041509,134,Parkes,0.9545455,Good,Good,0
1041601,1041601,134,Parkes,1,Good,Good,0
1041602,1041602,134,Parkes,1,Good,Good,0
1041603,1041603,134,Parkes,1,Good,Good,0
1041604,1041604,134,Parkes,1,Good,Good,0
1041605,1041605,134,Parkes,1,Good,Good,0
1041606,1041606,134,Parkes,1,Good,Good,0
1041607,1041607,134,Parkes,1,Good,Good,0
1041608,1041608,134,Parkes,1,Good,Good,0
1041609,1041609,134,Parkes,1,Good,Good,0
1041701,1041701,130,New England,1,Good,Good,0
1041702,1041702,130,New England,1,Good,Good,0
1041703,1041703,130,New England,1,Good,Good,0
1041704,1041704,130,New England,1,Good,Good,0
1041705,1041705,130,New England,1,Good,Good,0
1041706,1041706,130,New England,1,Good,Good,0
1041801,1041801,134,Parkes,1,Good,Good,0
1041802,1041802,134,Parkes,1,Good,Good,0
1041803,1041803,134,Parkes,1,Good,Good,0
1041804,1041804,134,Parkes,1,Good,Good,0
1041805,1041805,134,Parkes,1,Good,Good,0
1041806,1041806,134,Parkes,1,Good,Good,0
1041807,1041807,134,Parkes,1,Good,Good,0
1041808,1041808,134,Parkes,1,Good,Good,0
1041809,1041809,134,Parkes,1,Good,Good,0
1041810,1041810,134,Parkes,1,Good,Good,0
1041811,1041811,134,Parkes,1,Good,Good,0
1041901,1041901,134,Parkes,1,Good,Good,0
1041902,1041902,134,Parkes,1,Good,Good,0
1041903,1041903,134,Parkes,1,Good,Good,0
1041904,1041904,134,Parkes,1,Good,Good,0
1041905,1041905,134,Parkes,1,Good,Good,0
1041906,1041906,134,Parkes,1,Good,Good,0
1041907,1041907,134,Parkes,1,Good,Good,0
1041908,1041908,134,Parkes,1,Good,Good,0
1041909,1041909,134,Parkes,1,Good,Good,0
1041910,1041910,134,Parkes,1,Good,Good,0
1041911,1041911,134,Parkes,1,Good,Good,0
1041912,1041912,134,Parkes,1,Good,Good,0
1041913,1041913,134,Parkes,1,Good,Good,0
1041914,1041914,134,Parkes,1,Good,Good,0
1042001,1042001,134,Parkes,0.3023256,Good,Good,0
1042001,1042001,130,New England,0.6976744,Good,Good,0
1042002,1042002,130,New England,1,Good,Good,0
1042003,1042003,130,New England,1,Good,Good,0
1042004,1042004,130,New England,1,Good,Good,0
1042005,1042005,130,New England,1,Good,Good,0
1042006,1042006,130,New England,1,Good,Good,0
1042007,1042007,130,New England,1,Good,Good,0
1042008,1042008,130,New England,1,Good,Good,0
1042101,1042101,130,New England,1,Good,Good,0
1042102,1042102,130,New England,1,Good,Good,0
1042103,1042103,130,New England,1,Good,Good,0
1042104,1042104,130,New England,1,Good,Good,0
1042105,1042105,130,New England,1,Good,Good,0
1042106,1042106,130,New England,1,Good,Good,0
1042107,1042107,130,New England,1,Good,Good,0
1042108,1042108,130,New England,1,Good,Good,0
1042109,1042109,130,New England,1,Good,Good,0
1042110,1042110,130,New England,1,Good,Good,0
1042201,1042201,130,New England,1,Good,Good,0
1042202,1042202,130,New England,1,Good,Good,0
1042203,1042203,130,New England,1,Good,Good,0
1042204,1042204,130,New England,1,Good,Good,0
1042205,1042205,130,New England,1,Good,Good,0
1042206,1042206,130,New England,1,Good,Good,0
1042207,1042207,130,New England,1,Good,Good,0
1042208,1042208,130,New England,1,Good,Good,0
1042209,1042209,130,New England,1,Good,Good,0
1042210,1042210,130,New England,1,Good,Good,0
1042301,1042301,134,Parkes,1,Good,Good,0
1042302,1042302,134,Parkes,1,Good,Good,0
1042303,1042303,134,Parkes,1,Good,Good,0
1042304,1042304,134,Parkes,1,Good,Good,0
1042305,1042305,134,Parkes,0.9736842,Good,Good,0
1042305,1042305,130,New England,0.0263158,Good,Good,0
1042306,1042306,134,Parkes,1,Good,Good,0
1042307,1042307,134,Parkes,1,Good,Good,0
1042308,1042308,134,Parkes,1,Good,Good,0
1042309,1042309,134,Parkes,1,Good,Good,0
1042310,1042310,130,New England,1,Good,Good,0
1042401,1042401,134,Parkes,1,Good,Good,0
1042402,1042402,134,Parkes,1,Good,Good,0
1042403,1042403,134,Parkes,1,Good,Good,0
1042404,1042404,134,Parkes,1,Good,Good,0
1042405,1042405,134,Parkes,1,Good,Good,0
1042406,1042406,134,Parkes,1,Good,Good,0
1042407,1042407,134,Parkes,1,Good,Good,0
1042408,1042408,134,Parkes,1,Good,Good,0
1042501,1042501,134,Parkes,1,Good,Good,0
1042502,1042502,134,Parkes,1,Good,Good,0
1042503,1042503,134,Parkes,1,Good,Good,0
1042504,1042504,134,Parkes,1,Good,Good,0
1042505,1042505,134,Parkes,1,Good,Good,0
1042506,1042506,134,Parkes,1,Good,Good,0
1042507,1042507,134,Parkes,1,Good,Good,0
1042508,1042508,134,Parkes,1,Good,Good,0
1042509,1042509,134,Parkes,1,Good,Good,0
1042510,1042510,134,Parkes,1,Good,Good,0
1042511,1042511,134,Parkes,1,Good,Good,0
1042512,1042512,134,Parkes,1,Good,Good,0
1042601,1042601,134,Parkes,1,Good,Good,0
1042602,1042602,134,Parkes,1,Good,Good,0
1042603,1042603,134,Parkes,1,Good,Good,0
1042604,1042604,134,Parkes,1,Good,Good,0
1042605,1042605,134,Parkes,1,Good,Good,0
1042701,1042701,130,New England,1,Good,Good,0
1042702,1042702,130,New England,1,Good,Good,0
1042703,1042703,130,New England,1,Good,Good,0
1042704,1042704,130,New England,1,Good,Good,0
1042705,1042705,130,New England,1,Good,Good,0
1042706,1042706,130,New England,1,Good,Good,0
1042707,1042707,130,New England,1,Good,Good,0
1042708,1042708,130,New England,1,Good,Good,0
1042709,1042709,130,New England,1,Good,Good,0
1042710,1042710,130,New England,1,Good,Good,0
1042801,1042801,134,Parkes,1,Good,Good,0
1042802,1042802,134,Parkes,1,Good,Good,0
1042803,1042803,134,Parkes,1,Good,Good,0
1042804,1042804,134,Parkes,1,Good,Good,0
1042805,1042805,134,Parkes,1,Good,Good,0
1042806,1042806,134,Parkes,1,Good,Good,0
1042807,1042807,134,Parkes,1,Good,Good,0
1042901,1042901,134,Parkes,1,Good,Good,0
1042902,1042902,134,Parkes,1,Good,Good,0
1042903,1042903,134,Parkes,1,Good,Good,0
1042904,1042904,134,Parkes,1,Good,Good,0
1042905,1042905,134,Parkes,1,Good,Good,0
1042906,1042906,134,Parkes,1,Good,Good,0
1042907,1042907,134,Parkes,1,Good,Good,0
1042908,1042908,134,Parkes,1,Good,Good,0
1042909,1042909,134,Parkes,1,Good,Good,0
1042910,1042910,134,Parkes,1,Good,Good,0
1050101,1050101,130,New England,1,Good,Good,0
1050102,1050102,130,New England,1,Good,Good,0
1050103,1050103,130,New England,1,Good,Good,0
1050104,1050104,130,New England,1,Good,Good,0
1050105,1050105,130,New England,1,Good,Good,0
1050106,1050106,130,New England,1,Good,Good,0
1050107,1050107,130,New England,1,Good,Good,0
1050108,1050108,130,New England,1,Good,Good,0
1050109,1050109,130,New England,1,Good,Good,0
1050110,1050110,130,New England,1,Good,Good,0
1050201,1050201,130,New England,1,Good,Good,0
1050202,1050202,130,New England,1,Good,Good,0
1050203,1050203,130,New England,1,Good,Good,0
1050204,1050204,130,New England,1,Good,Good,0
1050205,1050205,130,New England,1,Good,Good,0
1050206,1050206,130,New England,1,Good,Good,0
1050207,1050207,130,New England,1,Good,Good,0
1050208,1050208,130,New England,1,Good,Good,0
1050209,1050209,130,New England,1,Good,Good,0
1050301,1050301,130,New England,1,Good,Good,0
1050302,1050302,130,New England,1,Good,Good,0
1050303,1050303,130,New England,1,Good,Good,0
1050304,1050304,130,New England,1,Good,Good,0
1050305,1050305,130,New England,1,Good,Good,0
1050306,1050306,130,New England,1,Good,Good,0
1050307,1050307,130,New England,1,Good,Good,0
1050308,1050308,130,New England,1,Good,Good,0
1050401,1050401,130,New England,1,Good,Good,0
1050402,1050402,130,New England,1,Good,Good,0
1050403,1050403,130,New England,1,Good,Good,0
1050404,1050404,130,New England,1,Good,Good,0
1050405,1050405,130,New England,1,Good,Good,0
1050406,1050406,130,New England,1,Good,Good,0
1050407,1050407,130,New England,1,Good,Good,0
1050408,1050408,130,New England,1,Good,Good,0
1050409,1050409,130,New England,1,Good,Good,0
1050410,1050410,130,New England,1,Good,Good,0
1050411,1050411,130,New England,1,Good,Good,0
1050412,1050412,130,New England,1,Good,Good,0
1050413,1050413,130,New England,1,Good,Good,0
1050414,1050414,130,New England,1,Good,Good,0
1050415,1050415,130,New England,1,Good,Good,0
1050416,1050416,130,New England,1,Good,Good,0
1050501,1050501,130,New England,1,Good,Good,0
1050502,1050502,130,New England,1,Good,Good,0
1050503,1050503,130,New England,1,Good,Good,0
1050504,1050504,130,New England,1,Good,Good,0
1050505,1050505,130,New England,1,Good,Good,0
1050506,1050506,130,New England,1,Good,Good,0
1050601,1050601,130,New England,1,Good,Good,0
1050602,1050602,130,New England,1,Good,Good,0
1050603,1050603,130,New England,1,Good,Good,0
1050604,1050604,130,New England,1,Good,Good,0
1050605,1050605,130,New England,1,Good,Good,0
1050606,1050606,130,New England,1,Good,Good,0
1050607,1050607,130,New England,1,Good,Good,0
1050701,1050701,130,New England,1,Good,Good,0
1050702,1050702,130,New England,1,Good,Good,0
1050703,1050703,130,New England,1,Good,Good,0
1050704,1050704,130,New England,1,Good,Good,0
1050705,1050705,130,New England,1,Good,Good,0
1050706,1050706,130,New England,1,Good,Good,0
1050707,1050707,130,New England,1,Good,Good,0
1050708,1050708,130,New England,1,Good,Good,0
1050709,1050709,130,New England,1,Good,Good,0
1050710,1050710,130,New England,1,Good,Good,0
1050801,1050801,130,New England,1,Good,Good,0
1050802,1050802,130,New England,1,Good,Good,0
1050803,1050803,130,New England,1,Good,Good,0
1050804,1050804,130,New England,1,Good,Good,0
1050805,1050805,130,New England,1,Good,Good,0
1050806,1050806,130,New England,1,Good,Good,0
1050807,1050807,130,New England,1,Good,Good,0
1050808,1050808,130,New England,1,Good,Good,0
1050809,1050809,130,New England,1,Good,Good,0
1050810,1050810,130,New England,1,Good,Good,0
1050811,1050811,130,New England,1,Good,Good,0
1050901,1050901,130,New England,1,Good,Good,0
1050902,1050902,130,New England,1,Good,Good,0
1050903,1050903,130,New England,1,Good,Good,0
1050904,1050904,130,New England,1,Good,Good,0
1050905,1050905,130,New England,1,Good,Good,0
1050906,1050906,130,New England,1,Good,Good,0
1050907,1050907,130,New England,1,Good,Good,0
1050908,1050908,130,New England,1,Good,Good,0
1050909,1050909,130,New England,1,Good,Good,0
1050910,1050910,130,New England,1,Good,Good,0
1050911,1050911,130,New England,1,Good,Good,0
1050912,1050912,130,New England,1,Good,Good,0
1050913,1050913,130,New England,1,Good,Good,0
1050914,1050914,130,New England,1,Good,Good,0
1050915,1050915,130,New England,1,Good,Good,0
1050916,1050916,130,New England,1,Good,Good,0
1051001,1051001,130,New England,1,Good,Good,0
1051003,1051003,130,New England,1,Good,Good,0
1051004,1051004,130,New England,1,Good,Good,0
1051005,1051005,130,New England,1,Good,Good,0
1051006,1051006,130,New England,1,Good,Good,0
1051007,1051007,130,New England,1,Good,Good,0
1051008,1051008,130,New England,1,Good,Good,0
1051009,1051009,130,New England,1,Good,Good,0
1051010,1051010,130,New England,1,Good,Good,0
1051011,1051011,130,New England,1,Good,Good,0
1051012,1051012,130,New England,1,Good,Good,0
1051013,1051013,130,New England,1,Good,Good,0
1051014,1051014,130,New England,1,Good,Good,0
1051015,1051015,130,New England,1,Good,Good,0
1051101,1051101,130,New England,1,Good,Good,0
1051102,1051102,130,New England,1,Good,Good,0
1051103,1051103,130,New England,1,Good,Good,0
1051104,1051104,130,New England,1,Good,Good,0
1051105,1051105,130,New England,1,Good,Good,0
1051106,1051106,130,New England,1,Good,Good,0
1051107,1051107,130,New England,1,Good,Good,0
1051108,1051108,130,New England,1,Good,Good,0
1051109,1051109,130,New England,1,Good,Good,0
1051110,1051110,130,New England,1,Good,Good,0
1051111,1051111,130,New England,1,Good,Good,0
1051112,1051112,130,New England,1,Good,Good,0
1051113,1051113,130,New England,1,Good,Good,0
1051114,1051114,130,New England,1,Good,Good,0
1051115,1051115,130,New England,1,Good,Good,0
1051116,1051116,130,New England,1,Good,Good,0
1051117,1051117,130,New England,1,Good,Good,0
1051118,1051118,130,New England,1,Good,Good,0
1051201,1051201,130,New England,1,Good,Good,0
1051202,1051202,130,New England,1,Good,Good,0
1051203,1051203,130,New England,1,Good,Good,0
1051204,1051204,130,New England,1,Good,Good,0
1051205,1051205,130,New England,1,Good,Good,0
1051206,1051206,130,New England,1,Good,Good,0
1051207,1051207,130,New England,1,Good,Good,0
1051208,1051208,130,New England,1,Good,Good,0
1051209,1051209,130,New England,1,Good,Good,0
1051210,1051210,130,New England,1,Good,Good,0
1051211,1051211,130,New England,1,Good,Good,0
1051212,1051212,130,New England,1,Good,Good,0
1051213,1051213,130,New England,1,Good,Good,0
1051214,1051214,130,New England,1,Good,Good,0
1051215,1051215,130,New England,1,Good,Good,0
1051216,1051216,130,New England,1,Good,Good,0
1051301,1051301,130,New England,1,Good,Good,0
1051302,1051302,130,New England,1,Good,Good,0
1051303,1051303,130,New England,1,Good,Good,0
1051304,1051304,130,New England,1,Good,Good,0
1051305,1051305,130,New England,1,Good,Good,0
1051306,1051306,130,New England,1,Good,Good,0
1051307,1051307,130,New England,1,Good,Good,0
1051308,1051308,130,New England,1,Good,Good,0
1051309,1051309,130,New England,1,Good,Good,0
1051310,1051310,130,New England,1,Good,Good,0
1051311,1051311,130,New England,1,Good,Good,0
1051312,1051312,130,New England,1,Good,Good,0
1051313,1051313,130,New England,1,Good,Good,0
1051314,1051314,130,New England,1,Good,Good,0
1051315,1051315,130,New England,1,Good,Good,0
1051316,1051316,130,New England,1,Good,Good,0
