ILOC_CODE_2016,ILOC_NAME_2016,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
50400401,Halls Creek - Surrounds,50400401,Halls Creek - Surrounds,1,Good,Good,0
50400501,Kalumburu,50400501,Kalumburu,1,Good,Good,0
50400601,Kununurra exc. Town Camps,50400601,Kununurra exc. Town Camps,1,Good,Good,0
50400602,Mirima,50400602,Mirima,1,Good,Good,0
50400603,Nulleywah,50400603,Nulleywah,1,Good,Good,0
50400701,North-East Kimberley,50400701,North-East Kimberley,1,Good,Good,0
50400702,North-West Kimberley,50400702,North-West Kimberley,1,Good,Good,0
50400801,Wyndham,50400801,Wyndham,1,Good,Good,0
50500101,Armadale - Central,50500101,Armadale - Central,1,Good,Good,0
50500102,Armadale - Surrounds,50500102,Armadale - Surrounds,1,Good,Good,0
50500103,Kelmscott,50500103,Kelmscott,1,Good,Good,0
50500104,Seville Grove,50500104,Seville Grove,1,Good,Good,0
50500105,Westfield,50500105,Westfield,1,Good,Good,0
50500201,Bassendean,50500201,Bassendean,1,Good,Good,0
50500301,Bayswater - North,50500301,Bayswater - North,1,Good,Good,0
50500302,Bayswater - South,50500302,Bayswater - South,1,Good,Good,0
50500401,Belmont - North,50500401,Belmont - North,1,Good,Good,0
50500402,Cloverdale,50500402,Cloverdale,1,Good,Good,0
50500403,Kewdale,50500403,Kewdale,1,Good,Good,0
50500404,Rivervale,50500404,Rivervale,1,Good,Good,0
50500501,Canning - Central,50500501,Canning - Central,1,Good,Good,0
50500502,Canning - North-East,50500502,Canning - North-East,1,Good,Good,0
50500503,Canning Vale - East,50500503,Canning Vale - East,1,Good,Good,0
50500601,Cockburn - Central,50500601,Cockburn - Central,1,Good,Good,0
50500602,Cockburn - Coast,50500602,Cockburn - Coast,1,Good,Good,0
50500603,Cockburn - East,50500603,Cockburn - East,1,Good,Good,0
50500604,Coolbellup,50500604,Coolbellup,1,Good,Good,0
50500605,Hamilton Hill,50500605,Hamilton Hill,1,Good,Good,0
50500701,Fremantle,50500701,Fremantle,1,Good,Good,0
50500801,Beckenham,50500801,Beckenham,1,Good,Good,0
50500802,Canning Vale (West) - Southern River,50500802,Canning Vale (West) - Southern River,1,Good,Good,0
50500803,Gosnells,50500803,Gosnells,1,Good,Good,0
50500804,Huntingdale,50500804,Huntingdale,1,Good,Good,0
50500805,Kenwick,50500805,Kenwick,1,Good,Good,0
50500806,Langford,50500806,Langford,1,Good,Good,0
50500807,Maddington - Martin - Orange Grove,50500807,Maddington - Martin - Orange Grove,1,Good,Good,0
50500808,Thornlie,50500808,Thornlie,1,Good,Good,0
50500901,Joondalup - North,50500901,Joondalup - North,1,Good,Good,0
50500902,Joondalup - South,50500902,Joondalup - South,1,Good,Good,0
50501001,Forrestfield,50501001,Forrestfield,1,Good,Good,0
50501002,High Wycombe,50501002,High Wycombe,1,Good,Good,0
50501003,Kalamunda - Surrounds,50501003,Kalamunda - Surrounds,1,Good,Good,0
50501101,Kwinana - Central,50501101,Kwinana - Central,1,Good,Good,0
50501102,Kwinana - Surrounds,50501102,Kwinana - Surrounds,1,Good,Good,0
50501201,Melville - North,50501201,Melville - North,1,Good,Good,0
50501202,Melville - South,50501202,Melville - South,1,Good,Good,0
50501301,Darlington - Mundaring - Chidlow,50501301,Darlington - Mundaring - Chidlow,1,Good,Good,0
50501302,Swan View,50501302,Swan View,1,Good,Good,0
50501401,Perth - Central,50501401,Perth - Central,1,Good,Good,0
50501402,Perth - West,50501402,Perth - West,1,Good,Good,0
50501501,Rockingham - Central Coast,50501501,Rockingham - Central Coast,1,Good,Good,0
50501502,Rockingham - North,50501502,Rockingham - North,1,Good,Good,0
50501503,Rockingham - South-West,50501503,Rockingham - South-West,1,Good,Good,0
50501601,Serpentine - Jarrahdale,50501601,Serpentine - Jarrahdale,1,Good,Good,0
50501701,South Perth,50501701,South Perth,1,Good,Good,0
50501702,Victoria Park,50501702,Victoria Park,1,Good,Good,0
50501801,Stirling - Coast,50501801,Stirling - Coast,1,Good,Good,0
50501802,Stirling - East,50501802,Stirling - East,1,Good,Good,0
50501803,Stirling - Inner North,50501803,Stirling - Inner North,1,Good,Good,0
50501804,Stirling - Inner South,50501804,Stirling - Inner South,1,Good,Good,0
50501901,Ballajura - Malaga,50501901,Ballajura - Malaga,1,Good,Good,0
50501902,Beechboro,50501902,Beechboro,1,Good,Good,0
50501903,Bellevue - Koongamia,50501903,Bellevue - Koongamia,1,Good,Good,0
50501904,Bullsbrook - Gidgegannup,50501904,Bullsbrook - Gidgegannup,1,Good,Good,0
50501905,Ellenbrook,50501905,Ellenbrook,1,Good,Good,0
50501906,Guildford - Hazelmere - Woodbridge,50501906,Guildford - Hazelmere - Woodbridge,1,Good,Good,0
50501907,Midland - Viveash,50501907,Midland - Viveash,1,Good,Good,0
50501908,Midvale - Middle Swan,50501908,Midvale - Middle Swan,1,Good,Good,0
50501909,Stratton - Jane Brook,50501909,Stratton - Jane Brook,1,Good,Good,0
50502001,Wanneroo - North-East,50502001,Wanneroo - North-East,1,Good,Good,0
50502101,Yanchep - Two Rocks,50502101,Yanchep - Two Rocks,1,Good,Good,0
50600101,East Pilbara - Surrounds,50600112,Kiwirrkurra - Surrounds,2.00E-07,Poor,Good,1
50600101,East Pilbara - Surrounds,50600111,East Pilbara - Surrounds,0.9999998,Good,Good,0
50600102,Jigalong,50600102,Jigalong,1,Good,Good,0
50600103,Kiwirrkurra,50600103,Kiwirrkurra,1,Good,Good,0
50600104,Kunawarritji,50600104,Kunawarritji,1,Good,Good,0
50600105,Marble Bar - Mirtunkarra (Goodabinya),50600105,Marble Bar - Mirtunkarra (Goodabinya),1,Good,Good,0
50600106,Newman,50600106,Newman,1,Good,Good,0
50600107,Nullagine,50600107,Nullagine,1,Good,Good,0
50600108,Parnngurr,50600108,Parnngurr,1,Good,Good,0
50600109,Punmu,50600109,Punmu,1,Good,Good,0
50600110,Warralong,50600110,Warralong,1,Good,Good,0
50600201,Exmouth - Ashburton - Surrounds,50600204,Tom Price,0.0566036,Acceptable,Good,0
50600201,Exmouth - Ashburton - Surrounds,50600201,Exmouth - Ashburton - Surrounds,0.9433964,Good,Good,0
50600202,Onslow,50600202,Onslow,1,Good,Good,0
50600203,Paraburdoo,50600203,Paraburdoo,1,Good,Good,0
50600204,Tom Price,50600204,Tom Price,1,Acceptable,Good,0
50600301,Karratha,50600301,Karratha,1,Good,Good,0
50600401,Mugarinya (Yandeyarra),50600401,Mugarinya (Yandeyarra),1,Good,Good,0
50600402,Port Hedland - Surrounds,50600402,Port Hedland - Surrounds,1,Good,Good,0
50600403,Port Hedland exc. Tjalka Brooda,50600403,Port Hedland exc. Tjalka Brooda,1,Good,Good,0
50600404,South Hedland,50600404,South Hedland,1,Good,Good,0
50600405,Tjalka Boorda,50600405,Tjalka Boorda,1,Good,Good,0
50600501,Cheeditha - Mingullatharndo,50600504,Roebourne,0.1342922,Acceptable,Good,0
50600501,Cheeditha - Mingullatharndo,50600505,Wickham,0.2398074,Acceptable,Good,0
50600501,Cheeditha - Mingullatharndo,50600501,Cheeditha - Mingullatharndo,0.6259004,Poor,Good,0
50600502,Dampier,50600502,Dampier,1,Good,Good,0
50600503,Injudunna,50600503,Injudunna,1,Good,Good,0
50600504,Roebourne,50600504,Roebourne,1,Acceptable,Good,0
50600505,Wickham,50600505,Wickham,1,Acceptable,Good,0
50700101,Albany - Central,50700101,Albany - Central,1,Good,Good,0
50700102,Albany - Surrounds,50700102,Albany - Surrounds,1,Good,Good,0
50700201,Avon - Surrounds,50700201,Avon - Surrounds,1,Good,Good,0
50700202,Beverley,50700202,Beverley,1,Good,Good,0
50700203,Kellerberrin,50700203,Kellerberrin,1,Good,Good,0
50700204,Quairading,50700204,Quairading,1,Good,Good,0
50700205,York,50700205,York,1,Good,Good,0
50700301,Bunbury - North Coast,50700301,Bunbury - North Coast,1,Good,Good,0
50700302,Bunbury - North-East,50700302,Bunbury - North-East,1,Good,Good,0
50700303,Bunbury - South,50700303,Bunbury - South,1,Good,Good,0
50700304,Carey Park,50700304,Carey Park,1,Good,Good,0
50700305,Withers,50700305,Withers,1,Good,Good,0
50700401,Busselton,50700401,Busselton,1,Good,Good,0
50700501,Merredin,50700501,Merredin,1,Good,Good,0
50700502,Mukinbudin,50700502,Mukinbudin,1,Good,Good,0
50700601,Harvey and Surrounds,50700601,Harvey and Surrounds,1,Good,Good,0
50700701,Brookton,50700701,Brookton,1,Good,Good,0
50700702,Kulin,50700702,Kulin,1,Good,Good,0
50700703,Pingelly,50700703,Pingelly,1,Good,Good,0
50700801,Gnowangerup,50700801,Gnowangerup,1,Good,Good,0
50700802,Kojonup,50700802,Kojonup,1,Good,Good,0
50700901,Mandurah,50700901,Mandurah,1,Good,Good,0
50701001,Denmark - Plantagenet,50701001,Denmark - Plantagenet,1,Good,Good,0
50701002,Manjimup,50701002,Manjimup,1,Good,Good,0
50701101,Gingin - Dandaragan - Chittering,50701101,Gingin - Dandaragan - Chittering,1,Good,Good,0
50701102,Moora,50701102,Moora,1,Good,Good,0
50701201,Murray - Boddington,50701201,Murray - Boddington,1,Good,Good,0
50701202,Pinjarra,50701202,Pinjarra,1,Good,Good,0
50701203,Waroona,50701203,Waroona,1,Good,Good,0
50701301,Katanning,50701301,Katanning,1,Good,Good,0
50701302,Narrogin - Wagin,50701302,Narrogin - Wagin,1,Good,Good,0
50701401,Northam,50701401,Northam,1,Good,Good,0
50701501,Augusta - Margaret River,50701501,Augusta - Margaret River,1,Good,Good,0
50701502,Bridgetown - Scott River East,50701502,Bridgetown - Scott River East,1,Good,Good,0
50701503,Capel - Dardanup,50701503,Capel - Dardanup,1,Good,Good,0
50701504,Collie,50701504,Collie,1,Good,Good,0
50701505,Donnybrook - Balingup,50701505,Donnybrook - Balingup,1,Good,Good,0
50800101,Derby,50800101,Derby,1,Good,Good,0
50800102,Karmarlinunga - Djimu Nguda - Budulah,50800102,Karmarlinunga - Djimu Nguda - Budulah,1,Good,Good,0
50800103,Mowanjum,50800103,Mowanjum,1,Good,Good,0
50800201,Fitzroy Crossing,50800502,Fitzroy Crossing,1,Acceptable,Good,0
50800202,Fitzroy Crossing - Surrounds,50800503,Fitzroy Crossing - Surrounds,0.4210533,Poor,Good,0
50800202,Fitzroy Crossing - Surrounds,50800505,Mindi Rardi - Kurnangki - Loanbun,0.5789467,Good,Good,0
50800203,Junjuwa,50800502,Fitzroy Crossing,0.1437125,Acceptable,Good,0
50800203,Junjuwa,50800504,Junjuwa,0.8562875,Acceptable,Good,0
50800204,Mindi Rardi - Kurnangki,50800505,Mindi Rardi - Kurnangki - Loanbun,1,Good,Good,0
50800205,Yungngora,50800506,Yungngora,1,Good,Good,0
50800301,Bayulu,50800301,Bayulu,1,Good,Good,0
50800302,Djugerari,50800302,Djugerari,1,Good,Good,0
50800303,Fitzroy River - Surrounds,50800303,Fitzroy River - Surrounds,1,Good,Good,0
50800304,Joy Springs,50800304,Joy Springs,1,Good,Good,0
50800305,Kooraby,50800305,Kooraby,1,Good,Good,0
50800306,Muludja,50800306,Muludja,1,Good,Good,0
50800307,Wangkatjungka,50800307,Wangkatjungka,1,Good,Good,0
50800308,Yakanarra,50800308,Yakanarra,1,Good,Good,0
50800401,Jarlmadangah Burru,50800601,Jarlmadangah Burru,1,Good,Good,0
50800402,Kupungarri,50800602,Kupungarri,1,Good,Good,0
50800403,Looma,50800603,Looma,1,Good,Good,0
50800404,Outer Derby - West Kimberley,50800501,Burawa - Darlngunaya - Bungardi,0.2880386,Poor,Good,0
50800404,Outer Derby - West Kimberley,50800604,Outer Derby - West Kimberley,0.7119614,Poor,Good,0
50800405,Pandanus Park,50800605,Pandanus Park,1,Good,Good,0
59499494,No usual address (WA),59499494,No usual address (WA),1,Good ,Good,0
59799797,Migratory - Offshore - Shipping (WA),59799797,Migratory - Offshore - Shipping (WA),1,Good ,Good,0
60100101,Devonport,60100101,Devonport,1,Good,Good,0
60100102,Ulverstone - Penguin,60100102,Ulverstone - Penguin,1,Good,Good,0
60100103,Ulverstone - Penguin - Surrounds,60100103,Ulverstone - Penguin - Surrounds,1,Good,Good,0
60100201,Campbell Town,60100201,Campbell Town,1,Good,Good,0
60100202,Central Highlands (Tas.),60100202,Central Highlands (Tas.),1,Good,Good,0
60100203,Derwent Valley,60100203,Derwent Valley,1,Good,Good,0
60100204,Longford - Evandale,60100204,Longford - Evandale,1,Good,Good,0
60100205,Southern Midlands,60100205,Southern Midlands,1,Good,Good,0
60100301,Brighton,60100301,Brighton,1,Good,Good,0
60100302,Clarence,60100302,Clarence,1,Good,Good,0
60100303,Glenorchy,60100303,Glenorchy,1,Good,Good,0
60100304,Hobart,60100304,Hobart,1,Good,Good,0
60100401,Cygnet,60100401,Cygnet,1,Good,Good,0
60100402,Geeveston,60100402,Geeveston,1,Good,Good,0
60100403,Huonville - South Cape,60100403,Huonville - South Cape,1,Good,Good,0
60100501,Kingborough,60100501,Kingborough,1,Good,Good,0
60100601,Launceston,60100601,Launceston,1,Good,Good,0
60100701,Blackstone - Prospect Vale,60100701,Blackstone - Prospect Vale,1,Good,Good,0
60100702,Kentish,60100702,Kentish,1,Good,Good,0
60100703,Meander Valley,60100703,Meander Valley,1,Good,Good,0
60100801,Break O'Day,60100801,Break O'Day,1,Good,Good,0
60100802,Dorset,60100802,Dorset,1,Good,Good,0
60100803,Flinders,60100803,Flinders,1,Good,Good,0
60100804,George Town,60100804,George Town,1,Good,Good,0
60100901,Glamorgan - Spring Day,60100901,Glamorgan - Spring Day,1,Good,Good,0
60100902,Sorell,60100902,Sorell,1,Good,Good,0
60100903,Tasman,60100903,Tasman,1,Good,Good,0
60101001,Burnie,60101001,Burnie,1,Good,Good,0
60101002,Circular Head - King Island,60101002,Circular Head - King Island,1,Good,Good,0
60101003,Waratah,60101003,Waratah,1,Good,Good,0
60101004,Wynyard,60101004,Wynyard,1,Good,Good,0
60101005,Zeehan - Franklin,60101005,Zeehan - Franklin,1,Good,Good,0
60101101,Latrobe - Hawley Beach,60101101,Latrobe - Hawley Beach,1,Good,Good,0
60101102,West Tamar,60101102,West Tamar,1,Good,Good,0
69499494,No usual address (Tas.),69499494,No usual address (Tas.),1,Good ,Good,0
69799797,Migratory - Offshore - Shipping (Tas.),69799797,Migratory - Offshore - Shipping (Tas.),1,Good ,Good,0
70100101,Charles,70800101,Charles,1,Good,Good,0
70100102,Flynn,70800102,Flynn,1,Good,Good,0
70100103,Heavitree,70800103,Heavitree,1,Good,Good,0
70100104,Ilparpa community,70800104,Ilparpa community,1,Good,Good,0
70100105,Larapinta,70800105,Larapinta,1,Good,Good,0
70100106,Mount Johns,70800205,Inarlenge - Mpwetyerre,0.0434777,Acceptable,Good,0
70100106,Mount Johns,70800106,Mount Johns,0.9565223,Good,Good,0
70100107,Ross,70800107,Ross,1,Good,Good,0
70100108,Yirara College and Surrounds,70800108,Yirara College and Surrounds,1,Good,Good,0
70100109,Amoonguna,70900101,Amoonguna,1,Good,Good,0
70100201,Anthelk Ewlpaye,70800201,Anthelk Ewlpaye,1,Good,Good,0
70100202,Anthepe - New Llparpa - Tyeweretye,70800202,Anthepe - New Llparpa - Tyeweretye,1,Good,Good,0
70100203,Ewyenper - Ilpeye - Irklancha,70800203,Ewyenper - Ilpeye - Irklancha,1,Good,Good,0
70100204,Ilperle-Tyathe - Mt Nancy - Aper-Alwerr,70800204,Ilperle-Tyathe - Mt Nancy - Aper-Alwerr,1,Good,Good,0
70100205,Inarlenge,70800205,Inarlenge - Mpwetyerre,1,Acceptable,Good,0
70100206,Nyewente - Akngwertnarre - Namatjira,70800206,Nyewente - Akngwertnarre - Namatjira,1,Good,Good,0
70100207,Yarrenyty-Arltere,70800207,Yarrenyty-Arltere,1,Good,Good,0
70200102,Santa Teresa (Ltyentye Purte),70900102,Santa Teresa (Ltyentye Purte),1,Good,Good,0
70200103,South MacDonnell Ranges,70900103,South MacDonnell Ranges,1,Good,Good,0
70200104,Titjikala,70900104,Titjikala,1,Good,Good,0
70200201,Ampilatwatja and Outstations,70900201,Ampilatwatja and Outstations,1,Good,Good,0
70200301,Anmatjere - Surrounds,70900301,Anmatjere - Surrounds,1,Good,Good,0
70200302,Anmatjere - Ti Tree,70900302,Anmatjere - Ti Tree,1,Good,Good,0
70200303,Laramba,70900303,Laramba,1,Good,Good,0
70200304,Nturiya,70900304,Nturiya,1,Good,Good,0
70200305,Pmara Jutunta,70900305,Pmara Jutunta,1,Good,Good,0
70200306,Wilora,70900306,Wilora,1,Good,Good,0
70200401,Apatula (Finke),70900401,Apatula (Finke),1,Good,Good,0
70200402,Apatula (Finke) Homelands,70900402,Apatula (Finke) Homelands - East,1.70E-06,Poor,Good,1
70200402,Apatula (Finke) Homelands,70900403,Apatula (Finke) Homelands - West,0.9999983,Good,Good,0
70200501,Atitjere,70900501,Atitjere,1,Good,Good,0
70200502,Atitjere - Akarnenehe Outstations,70900502,Atitjere - Akarnenehe Outstations,1,Good,Good,0
70200503,Engawala,70900503,Engawala,1,Good,Good,0
70200601,Haasts Bluff and Outstations,70900601,Haasts Bluff and Outstations,1,Good,Good,0
70200602,Mount Liebig and Outstations,70900602,Mount Liebig and Outstations,1,Good,Good,0
70200701,Hermannsburg,70900701,Hermannsburg,1,Good,Good,0
70200801,Kaltukatjara (Docker River),70900802,Kaltukatjara Outstations,0.0337079,Good,Good,0
70200801,Kaltukatjara (Docker River),70900801,Kaltukatjara (Docker River),0.9662921,Good,Good,0
70200802,Kaltukatjara Outstations,70900802,Kaltukatjara Outstations,1,Good,Good,0
70200901,Imanpa (Mount Ebenezer ),70900901,Imanpa (Mount Ebenezer ),1,Good,Good,0
70200902,Mutitjulu - Uluru,70900902,Mutitjulu - Uluru,1,Good,Good,0
70201001,Nyirripi,70901001,Nyirripi,1,Good,Good,0
70201002,Tanami Outstations,70901002,Tanami Outstations,1,Good,Good,0
70201101,Papunya,70901101,Papunya,1,Good,Good,0
70201102,Papunya Outstations,70901102,Papunya Outstations,1,Good,Good,0
70201201,Atneltyey,70901201,Atneltyey,1,Good,Good,0
70201202,Illeuwurru - Inkawenyerre,70901202,Illeuwurru - Inkawenyerre,1,Good,Good,0
70201203,Irrultja,70901203,Irrultja,1,Good,Good,0
70201204,Utopia - Arawerr - Arlparra,70901204,Utopia - Arawerr - Arlparra,1,Good,Good,0
70201301,Walungurru (Kintore),70901301,Walungurru (Kintore),1,Good,Good,0
70201302,Walungurru Outstations,70901302,Walungurru Outstations,1,Good,Good,0
70201401,Areyonga,70901401,Areyonga,1,Good,Good,0
70201402,Ingkerreke Outstations,70901402,Ingkerreke Outstations,1,Good,Good,0
70201403,Tjuwanpa Outstations,70901403,Tjuwanpa Outstations,1,Good,Good,0
70201404,Wallace Rockhole,70901404,Wallace Rockhole,1,Good,Good,0
70201501,Willowra,70901501,Willowra,1,Good,Good,0
70201601,Yuelamu,70901601,Yuelamu,1,Good,Good,0
70201701,Yuendumu and Outstations,70901701,Yuendumu and Outstations,1,Good,Good,0
70300101,Alawa,70300101,Alawa,1,Good,Good,0
70300102,Brinkin - Nakara,70300102,Brinkin - Nakara,1,Good,Good,0
70300201,Anula,70300201,Anula,1,Good,Good,0
70300202,Wulagi,70300202,Wulagi,1,Good,Good,0
70300301,Bagot Community,70300301,Bagot Community,1,Good,Good,0
70300302,Coconut Grove - Ludmilla,70300302,Coconut Grove - Ludmilla,1,Good,Good,0
70300303,Kulaluk,70300303,Kulaluk,1,Good,Good,0
70300304,Minmarama Park,70300304,Minmarama Park,1,Good,Good,0
70300401,Adelaide River - Coomalie,70300401,Adelaide River - Coomalie,1,Good,Good,0
70300402,Batchelor,70300402,Batchelor,1,Good,Good,0
70300403,Belyuen,70300403,Belyuen,1,Good,Good,0
70300404,Cox - Finniss,70300404,Cox - Finniss,1,Good,Good,0
70300501,Darwin - Central,70300501,Darwin - Central,1,Good,Good,0
70300502,Fannie Bay - Parap,70300502,Fannie Bay - Parap,1,Good,Good,0
70300503,Larrakeyah - The Gardens,70300503,Larrakeyah - The Gardens,1,Good,Good,0
70300504,Stuart Park - Bayview - Woolner,70300504,Stuart Park - Bayview - Woolner,1,Good,Good,0
70300601,Karama,70300601,Karama,1,Good,Good,0
70300701,Acacia-Larrakia,70300701,Acacia-Larrakia,1,Good,Good,0
70300702,Bees Creek - Virginia,70300702,Bees Creek - Virginia,1,Good,Good,0
70300703,Darwin River - Berry Springs - Southport,70300703,Darwin River - Berry Springs - Southport,1,Good,Good,0
70300704,Howard Springs - Gunn Point,70300704,Howard Springs - Gunn Point,1,Good,Good,0
70300705,Humpty Doo - Elizabeth Valley,70300705,Humpty Doo - Elizabeth Valley,1,Good,Good,0
70300706,Knuckey Lagoon,70300706,Knuckey Lagoon,1,Good,Good,0
70300801,Malak,70300801,Malak,1,Good,Good,0
70300901,Marrara - Winnellie - Berrimah,70300901,Marrara - Winnellie - Berrimah,1,Good,Good,0
70301001,Jingili,70301001,Jingili,1,Good,Good,0
70301002,Millner,70301002,Millner,1,Good,Good,0
70301101,Moil,70301101,Moil,1,Good,Good,0
70301102,Wagaman,70301102,Wagaman,1,Good,Good,0
70301103,Wanguri,70301103,Wanguri,1,Good,Good,0
70301201,Nightcliff,70301201,Nightcliff,1,Good,Good,0
70301202,Rapid Creek,70301202,Rapid Creek,1,Good,Good,0
70301301,Bakewell - Rosebery - Mitchell,70301301,Bakewell - Rosebery - Mitchell,1,Good,Good,0
70301302,Driver,70301302,Driver,1,Good,Good,0
70301303,Farrar - Durack - Marlow Lagoon,70301303,Farrar - Durack - Marlow Lagoon,1,Good,Good,0
70301304,Gray,70301304,Gray,1,Good,Good,0
70301305,Moulden,70301305,Moulden,1,Good,Good,0
70301306,Palmerston Indigenous Village,70301306,Palmerston Indigenous Village,1,Good,Good,0
70301307,Woodroffe,70301307,Woodroffe,1,Good,Good,0
70301401,Lyons - Lee Point - Leanyer,70301401,Lyons - Lee Point - Leanyer,1,Good,Good,0
70301402,Tiwi,70301402,Tiwi,1,Good,Good,0
70400101,Douglas-Daly,70400101,Douglas-Daly,1,Good,Good,0
70400102,Emu Point,70400102,Emu Point,1,Good,Good,0
70400103,Nauiyu Nambiyu,70400103,Nauiyu Nambiyu,1,Good,Good,0
70400104,Nganmarriyanga (Palumpa),70400104,Nganmarriyanga (Palumpa),1,Good,Good,0
70400105,Peppimenarti,70400105,Peppimenarti,1,Good,Good,0
70400106,Pine Creek,70400106,Pine Creek,1,Good,Good,0
70400201,Jabiru,70400201,Jabiru,1,Good,Good,0
70400202,Kakadu - Marrakai - Surrounds,70400202,Kakadu - Marrakai - Surrounds,1,Good,Good,0
70400203,Mudginberri,70400203,Mudginberri,1,Good,Good,0
70400301,Maningrida,70400301,Maningrida,1,Good,Good,0
70400302,Maningrida Outstations,70400302,Maningrida Outstations,1,Good,Good,0
70400401,Cobourg Peninsula - Demed Homelands,70400401,Cobourg Peninsula - Demed Homelands,1,Good,Good,0
70400402,Gunbalanya,70400402,Gunbalanya,1,Good,Good,0
70400403,Mamadawerre,70400403,Mamadawerre,1,Good,Good,0
70400404,Manmoyi,70400404,Manmoyi,1,Good,Good,0
70400405,Minjilang,70400405,Minjilang,1,Good,Good,0
70400406,Warruwi,70400406,Warruwi,1,Good,Good,0
70400501,Thamarrurr exc. Wadeye,70400501,Thamarrurr exc. Wadeye,1,Good,Good,0
70400502,Wadeye,70400502,Wadeye,1,Good,Good,0
70400601,Milikapiti,70400601,Milikapiti,1,Good,Good,0
70400602,Pirlangimpi,70400602,Pirlangimpi,1,Good,Good,0
70400603,Tiwi Islands - Wilderness,70400603,Tiwi Islands - Wilderness,1,Good,Good,0
70400604,Wurrumiyanga (Nguiu),70400604,Wurrumiyanga (Nguiu),1,Good,Good,0
70500101,Borroloola exc. Mara - Yanyula,70500101,Borroloola exc. Mara - Yanyula,1,Good,Good,0
70500102,Mara,70500102,Mara,1,Good,Good,0
70500103,Yanyula,70500103,Yanyula,1,Good,Good,0
70500201,Daguragu,70500201,Daguragu,1,Good,Good,0
70500202,Kalkarindji,70500202,Kalkarindji,1,Good,Good,0
70500301,Barunga,70500301,Barunga,1,Good,Good,0
70500302,Bulman - Weemol,70500309,Weemol,0.3984675,Poor,Good,0
70500302,Bulman - Weemol,70500308,Bulman,0.6015325,Poor,Good,0
70500303,Elsey Roper - Surrounds,70500303,Elsey Roper - Surrounds,1,Good,Good,0
70500304,Jilkminggan,70500304,Jilkminggan,1,Good,Good,0
70500305,Manyallaluk,70500305,Manyallaluk,1,Good,Good,0
70500306,Mataranka - Mulggan,70500306,Mataranka - Mulggan,1,Good,Good,0
70500307,Wugular (Beswick),70500307,Wugular (Beswick),1,Good,Good,0
70500401,Mabunji - Mungoorbada Outstations,70500401,Mabunji - Mungoorbada Outstations,1,Good,Good,0
70500402,Minyerri,70500402,Minyerri,1,Good,Good,0
70500403,Rittarangu,70500403,Rittarangu,1,Good,Good,0
70500404,Robinson River (Mungoorbada),70500404,Robinson River (Mungoorbada),1,Good,Good,0
70500405,Yugul Mangi Outstations,70500405,Yugul Mangi Outstations,1,Good,Good,0
70500501,Binjari,70500501,Binjari,1,Good,Good,0
70500502,Katherine exc. Town Camps,70500502,Katherine exc. Town Camps,1,Good,Good,0
70500503,Miali Brumby - Warlpiri,70500503,Miali Brumby - Warlpiri,1,Good,Good,0
70500504,Rockhole,70500504,Rockhole,1,Good,Good,0
70500601,Lajamanu,70500601,Lajamanu,1,Good,Good,0
70500701,Ngukurr,70500701,Ngukurr,1,Good,Good,0
70500801,Amanbidji (Mialuni),70500801,Amanbidji (Mialuni),1,Good,Good,0
70500802,Bulla,70500802,Bulla,1,Good,Good,0
70500803,Daguragu Outstations,70500803,Daguragu Outstations,1,Good,Good,0
70500804,Timber Creek,70500804,Timber Creek,1,Good,Good,0
70500805,Timber Creek - Surrounds,70500805,Timber Creek - Surrounds,1,Good,Good,0
70500901,Pigeon Hole,70500901,Pigeon Hole,1,Good,Good,0
70500902,Walangeri Outstations,70500902,Walangeri Outstations,1,Good,Good,0
70500903,Yarralin,70500903,Yarralin,1,Good,Good,0
70600101,Alyangula,70600101,Alyangula,1,Good,Good,0
70600102,Angurugu,70600102,Angurugu,1,Good,Good,0
70600103,Angurugu Outstations,70600103,Angurugu Outstations,1,Good,Good,0
70600104,Milyakburra and Outstations,70600104,Milyakburra and Outstations,1,Good,Good,0
70600105,Umbakumba and Outstations,70600105,Umbakumba and Outstations,1,Good,Good,0
70600201,Gapuwiyak,70600201,Gapuwiyak,1,Good,Good,0
70600202,Gapuwiyak Outstations,70600202,Gapuwiyak Outstations,1,Good,Good,0
70600301,Dhalinybuy,70600301,Dhalinybuy,1,Good,Good,0
70600302,Gan Gan,70600302,Gan Gan,1,Good,Good,0
70600303,Gumatj - Surrounds,70600303,Gumatj - Surrounds,1,Good,Good,0
70600304,Laynhapuy,70600304,Laynhapuy,1,Good,Good,0
70600305,Yilpara,70600305,Yilpara,1,Good,Good,0
70600401,Galiwinku,70600401,Galiwinku,1,Good,Good,0
70600402,Marthakal Homelands exc. Galiwinku,70600402,Marthakal Homelands exc. Galiwinku,1,Good,Good,0
70600501,Gunyangara,70600501,Gunyangara,1,Good,Good,0
70600502,Nhulunbuy,70600502,Nhulunbuy,1,Good,Good,0
70600601,Numbulwar and Outstations,70600601,Numbulwar and Outstations,1,Good,Good,0
70600701,Milingimbi,70600701,Milingimbi,1,Good,Good,0
70600702,Ramingining,70600705,Ramingining - Milingimbi Outstations,0.0304878,Acceptable,Good,0
70600702,Ramingining,70600704,Ramingining,0.9695122,Good,Good,0
