LOCALITY_PID,LOCALITY_NAME,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
SA784,MARCOLLAT,43360,Kingston (SA),1,Good,Good,0
SA785,MARDEN,45290,Norwood Payneham and St Peters,1,Good,Good,0
SA786,MARINO,44060,Marion,1,Good,Good,0
SA787,MARION,44060,Marion,1,Good,Good,0
SA788,MARION BAY,48830,Yorke Peninsula,1,Good,Good,0
SA789,MARKARANKA,43790,Loxton Waikerie,1,Good,Good,0
SA79,BEAUFORT,48130,Wakefield,1,Good,Good,0
SA790,MARKS LANDING,44210,Mid Murray,1,Good,Good,0
SA791,MARLA,49399,Unincorporated SA,1,Good,Good,0
SA792,MARLESTON,48410,West Torrens,1,Good,Good,0
SA793,MAROLA,48130,Wakefield,1,Good,Good,0
SA794,MARRABEL,41140,Clare and Gilbert Valleys,1,Good,Good,0
SA795,MARREE,49399,Unincorporated SA,1,Good,Good,0
SA796,MARRYATVILLE,45290,Norwood Payneham and St Peters,1,Good,Good,0
SA797,MARYVALE,47490,Streaky Bay,1,Good,Good,0
SA798,MASLIN BEACH,45340,Onkaparinga,1,Good,Good,0
SA799,MATTA FLAT,41560,Copper Coast,1,Good,Good,0
SA8,ALDGATE,40120,Adelaide Hills,1,Good,Good,0
SA80,BEAUMONT,40700,Burnside,1,Good,Good,0
SA800,MAUDE,44210,Mid Murray,1,Good,Good,0
SA801,MAWSON LAKES,47140,Salisbury,1,Good,Good,0
SA802,MAYFIELD,45120,Northern Areas,1,Good,Good,0
SA803,MAYLANDS,45290,Norwood Payneham and St Peters,1,Good,Good,0
SA804,MCBEAN POUND,44210,Mid Murray,1,Good,Good,0
SA805,MCCALLUM,47630,Tatiara,1,Good,Good,0
SA806,MCCRACKEN,48050,Victor Harbor,1,Good,Good,0
SA807,MCHARG CREEK,40220,Alexandrina,1,Good,Good,0
SA808,MCLAREN FLAT,45340,Onkaparinga,1,Good,Good,0
SA809,MCLAREN VALE,45340,Onkaparinga,1,Good,Good,0
SA81,BEAUMONTS,44210,Mid Murray,1,Good,Good,0
SA810,MEADOWS,44550,Mount Barker,1,Good,Good,0
SA811,MEDINDIE,48260,Walkerville,1,Good,Good,0
SA812,MEDINDIE GARDENS,46510,Prospect,1,Good,Good,0
SA813,MELROSE,44830,Mount Remarkable,1,Good,Good,0
SA814,MELROSE PARK,44340,Mitcham,1,Good,Good,0
SA815,MELTON,40430,Barunga West,1,Good,Good,0
SA816,MENINGIE,47800,Coorong,0.9999945,Good,Good,0
SA816,MENINGIE,49399,Unincorporated SA,5.50E-06,Good,Good,1
SA817,MENINGIE EAST,47800,Coorong,1,Good,Good,0
SA818,MENINGIE WEST,47800,Coorong,0.9986249,Good,Good,0
SA818,MENINGIE WEST,49399,Unincorporated SA,0.0013751,Good,Good,1
SA819,MENZIES,42750,Kangaroo Island,1,Good,Good,0
SA82,BEDFORD PARK,44060,Marion,0.0048047,Good,Good,1
SA82,BEDFORD PARK,44340,Mitcham,0.9951953,Good,Good,0
SA820,MERCUNDA,43080,Karoonda East Murray,0.9987531,Good,Good,0
SA820,MERCUNDA,43790,Loxton Waikerie,0.0012469,Good,Good,1
SA821,MERGHINY,41010,Ceduna,1,Good,Good,0
SA822,MERIBAH,43790,Loxton Waikerie,1,Good,Good,0
SA823,MERRITON,46450,Port Pirie,1,Good,Good,0
SA824,MIDDLE BEACH,40150,Adelaide Plains,1,Good,Good,0
SA825,MIDDLE RIVER,42750,Kangaroo Island,1,Good,Good,0
SA826,MIDDLETON,40220,Alexandrina,1,Good,Good,0
SA827,MIDGEE,41960,Franklin Harbour,1,Good,Good,0
SA829,MILANG,40220,Alexandrina,1,Good,Good,0
SA830,MILE END,48410,West Torrens,1,Good,Good,0
SA831,MILE END SOUTH,48410,West Torrens,1,Good,Good,0
SA832,MILENDELLA,44210,Mid Murray,1,Good,Good,0
SA833,MILLBROOK,40120,Adelaide Hills,1,Good,Good,0
SA834,MILLICENT,48340,Wattle Range,1,Good,Good,0
SA835,MILLSWOOD,47980,Unley,1,Good,Good,0
SA836,MILTALIE,41960,Franklin Harbour,1,Good,Good,0
SA837,MINBRIE,41960,Franklin Harbour,1,Good,Good,0
SA838,MINBURRA,45400,Orroroo Carrieton,1,Good,Good,0
SA839,MINDARIE,43080,Karoonda East Murray,1,Good,Good,0
SA84,BELAIR,40120,Adelaide Hills,0.0010698,Good,Good,1
SA84,BELAIR,44340,Mitcham,0.9989302,Good,Good,0
SA840,MINGBOOL,42250,Grant,1,Good,Good,0
SA841,MINLATON,48830,Yorke Peninsula,1,Good,Good,0
SA842,MINNIPA,48640,Wudinna,1,Good,Good,0
SA843,MINTARO,41140,Clare and Gilbert Valleys,1,Good,Good,0
SA844,MINVALARA,45540,Peterborough,1,Good,Good,0
SA845,MIRANDA,46090,Port Augusta,1,Good,Good,0
SA846,MITCHAM,44340,Mitcham,1,Good,Good,0
SA847,MITCHELL,43710,Lower Eyre Peninsula,1,Good,Good,0
SA848,MITCHELL PARK,44060,Marion,1,Good,Good,0
SA849,MITCHELLVILLE,41960,Franklin Harbour,1,Good,Good,0
SA85,BELALIE EAST,45120,Northern Areas,1,Good,Good,0
SA850,MOANA,45340,Onkaparinga,1,Good,Good,0
SA851,MOBILONG,45040,Murray Bridge,1,Good,Good,0
SA852,MOCULTA,40310,Barossa,1,Good,Good,0
SA853,MODBURY,47700,Tea Tree Gully,1,Good,Good,0
SA854,MODBURY HEIGHTS,47700,Tea Tree Gully,1,Good,Good,0
SA855,MODBURY NORTH,47700,Tea Tree Gully,1,Good,Good,0
SA856,MOERLONG,48340,Wattle Range,1,Good,Good,0
SA857,MONARTO,45040,Murray Bridge,1,Good,Good,0
SA858,MONARTO SOUTH,45040,Murray Bridge,1,Good,Good,0
SA859,MONASH,40520,Berri Barmera,0.9972857,Good,Good,0
SA859,MONASH,49399,Unincorporated SA,0.0027143,Good,Good,1
SA86,BELALIE NORTH,45120,Northern Areas,1,Good,Good,0
SA860,MONBULLA,48340,Wattle Range,1,Good,Good,0
SA861,MONGOLATA,42110,Goyder,1,Good,Good,0
SA862,MONTACUTE,40120,Adelaide Hills,1,Good,Good,0
SA863,MONTARRA,40220,Alexandrina,1,Good,Good,0
SA864,MONTEITH,45040,Murray Bridge,1,Good,Good,0
SA865,MOOCKRA,41830,Flinders Ranges,0.4400878,Good,Good,0
SA865,MOOCKRA,44830,Mount Remarkable,0.3303402,Good,Good,0
SA865,MOOCKRA,45400,Orroroo Carrieton,0.229572,Good,Good,0
SA866,MOODY,47910,Tumby Bay,1,Good,Good,0
SA867,MOONTA,41560,Copper Coast,1,Good,Good,0
SA868,MOONTA BAY,41560,Copper Coast,1,Good,Good,0
SA869,MOONTA MINES,41560,Copper Coast,1,Good,Good,0
SA87,BELLEVUE HEIGHTS,44340,Mitcham,1,Good,Good,0
SA870,MOORAK,42250,Grant,1,Good,Good,0
SA871,MOORLANDS,43080,Karoonda East Murray,0.0175974,Good,Good,0
SA871,MOORLANDS,47800,Coorong,0.9824026,Good,Good,0
SA872,MOOROOK,43790,Loxton Waikerie,1,Good,Good,0
SA873,MOOROOK SOUTH,40520,Berri Barmera,2.01E-05,Good,Good,1
SA873,MOOROOK SOUTH,43790,Loxton Waikerie,0.9999799,Good,Good,0
SA874,MOPPA,43650,Light,1,Good,Good,0
SA875,MORCHARD,44830,Mount Remarkable,0.0005258,Good,Good,1
SA875,MORCHARD,45400,Orroroo Carrieton,0.9994742,Good,Good,0
SA876,MORGAN,44210,Mid Murray,1,Good,Good,0
SA877,MORN HILL,43650,Light,1,Good,Good,0
SA878,MORPHETT VALE,45340,Onkaparinga,1,Good,Good,0
SA879,MORPHETTS FLAT,44210,Mid Murray,1,Good,Good,0
SA88,BELTANA,49399,Unincorporated SA,1,Good,Good,0
SA880,MORPHETTVILLE,44060,Marion,1,Good,Good,0
SA881,MORTANA,47490,Streaky Bay,1,Good,Good,0
SA882,MOSELEY,43220,Kimba,1,Good,Good,0
SA883,MOSQUITO HILL,40220,Alexandrina,1,Good,Good,0
SA884,MOUNT BARKER,44550,Mount Barker,1,Good,Good,0
SA885,MOUNT BARKER JUNCTION,44550,Mount Barker,1,Good,Good,0
SA886,MOUNT BARKER SPRINGS,44550,Mount Barker,1,Good,Good,0
SA887,MOUNT BARKER SUMMIT,44550,Mount Barker,1,Good,Good,0
SA888,MOUNT BENSON,46860,Robe,1,Good,Good,0
SA889,MOUNT BRYAN,42110,Goyder,1,Good,Good,0
SA89,BELTON,45400,Orroroo Carrieton,1,Good,Good,0
SA890,MOUNT BRYAN EAST,42110,Goyder,1,Good,Good,0
SA891,MOUNT BURR,48340,Wattle Range,1,Good,Good,0
SA892,MOUNT CHARLES,47630,Tatiara,1,Good,Good,0
SA893,MOUNT COMPASS,40220,Alexandrina,0.9844565,Good,Good,0
SA893,MOUNT COMPASS,48750,Yankalilla,0.0155435,Good,Good,0
SA894,MOUNT COOPER,47490,Streaky Bay,1,Good,Good,0
SA895,MOUNT CRAWFORD,40120,Adelaide Hills,0.0165878,Good,Good,0
SA895,MOUNT CRAWFORD,40310,Barossa,0.9834122,Good,Good,0
SA896,MOUNT DAMPER,41750,Elliston,0.2106509,Good,Good,0
SA896,MOUNT DAMPER,48640,Wudinna,0.7893491,Good,Good,0
SA897,MOUNT DRUMMOND,43710,Lower Eyre Peninsula,1,Good,Good,0
SA898,MOUNT DUTTON BAY,43710,Lower Eyre Peninsula,1,Good,Good,0
SA899,MOUNT GAMBIER,44620,Mount Gambier,1,Good,Good,0
SA9,ALDINGA,45340,Onkaparinga,1,Good,Good,0
SA90,BELVIDERE,40220,Alexandrina,1,Good,Good,0
SA900,MOUNT GEORGE,40120,Adelaide Hills,1,Good,Good,0
SA901,MOUNT HOPE,43710,Lower Eyre Peninsula,1,Good,Good,0
SA902,MOUNT JAGGED,40220,Alexandrina,0.6719467,Good,Good,0
SA902,MOUNT JAGGED,48050,Victor Harbor,0.3280533,Good,Good,0
SA903,MOUNT JOY,41750,Elliston,1,Good,Good,0
SA904,MOUNT LIGHT,45090,Naracoorte Lucindale,1,Good,Good,0
SA905,MOUNT MAGNIFICENT,40220,Alexandrina,1,Good,Good,0
SA906,MOUNT MARY,44210,Mid Murray,1,Good,Good,0
SA907,MOUNT MCINTYRE,48340,Wattle Range,1,Good,Good,0
SA908,MOUNT MCKENZIE,40310,Barossa,1,Good,Good,0
SA909,MOUNT OBSERVATION,40220,Alexandrina,1,Good,Good,0
SA91,BENBOURNIE,41140,Clare and Gilbert Valleys,1,Good,Good,0
SA910,MOUNT OSMOND,40700,Burnside,1,Good,Good,0
SA911,MOUNT PLEASANT,40120,Adelaide Hills,0.0043748,Good,Good,1
SA911,MOUNT PLEASANT,40310,Barossa,0.9291029,Good,Good,0
SA911,MOUNT PLEASANT,44210,Mid Murray,0.0665223,Good,Good,0
SA912,MOUNT SCHANK,42250,Grant,1,Good,Good,0
SA913,MOUNT TEMPLETON,48130,Wakefield,1,Good,Good,0
SA914,MOUNT TORRENS,40120,Adelaide Hills,0.9215246,Good,Good,0
SA914,MOUNT TORRENS,44210,Mid Murray,0.0692609,Good,Good,0
SA914,MOUNT TORRENS,44550,Mount Barker,0.0092146,Good,Good,1
SA915,MOUNT WEDGE,41750,Elliston,1,Good,Good,0
SA916,MOYHALL,45090,Naracoorte Lucindale,1,Good,Good,0
SA917,MUDAMUCKLA,41010,Ceduna,1,Good,Good,0
SA918,MULGUNDAWA,45040,Murray Bridge,1,Good,Good,0
SA919,MULLAQUANA,48540,Whyalla,0.9999854,Good,Good,0
SA919,MULLAQUANA,49399,Unincorporated SA,1.46E-05,Good,Good,1
SA92,BERRI,40520,Berri Barmera,1,Good,Good,0
SA920,MUNDALLIO,46090,Port Augusta,1,Good,Good,0
SA921,MUNDIC CREEK,46670,Renmark Paringa,1,Good,Good,0
SA922,MUNDOO ISLAND,40220,Alexandrina,1,Good,Good,0
SA923,MUNDOORA,40430,Barunga West,0.5629119,Good,Good,0
SA923,MUNDOORA,46450,Port Pirie,0.2000296,Good,Good,0
SA923,MUNDOORA,48130,Wakefield,0.2370584,Good,Good,0
SA924,MUNDULLA,47630,Tatiara,1,Good,Good,0
SA925,MUNDULLA WEST,47630,Tatiara,1,Good,Good,0
SA926,MUNNO PARA,45680,Playford,1,Good,Good,0
SA927,MUNNO PARA DOWNS,45680,Playford,1,Good,Good,0
SA928,MUNNO PARA WEST,45680,Playford,1,Good,Good,0
SA929,MURBKO,43790,Loxton Waikerie,0.35992,Good,Good,0
SA929,MURBKO,44210,Mid Murray,0.64008,Good,Good,0
SA93,BETHANY,40310,Barossa,1,Good,Good,0
SA930,MURDINGA,41750,Elliston,1,Good,Good,0
SA931,MURLONG,41190,Cleve,1,Good,Good,0
SA932,MURRAWONG,45040,Murray Bridge,1,Good,Good,0
SA933,MURRAY BRIDGE,45040,Murray Bridge,1,Good,Good,0
SA934,MURRAY BRIDGE EAST,45040,Murray Bridge,1,Good,Good,0
SA935,MURRAY BRIDGE NORTH,45040,Murray Bridge,1,Good,Good,0
SA936,MURRAY BRIDGE SOUTH,45040,Murray Bridge,1,Good,Good,0
SA937,MURRAY TOWN,44830,Mount Remarkable,1,Good,Good,0
SA938,MURTHO,46670,Renmark Paringa,0.9831611,Good,Good,0
SA938,MURTHO,49399,Unincorporated SA,0.0168389,Good,Good,0
SA939,MUSTON,42750,Kangaroo Island,1,Good,Good,0
SA94,BETHEL,43650,Light,1,Good,Good,0
SA940,MYLOR,40120,Adelaide Hills,0.8326414,Good,Good,0
SA940,MYLOR,44550,Mount Barker,0.1673586,Good,Good,0
SA941,MYPOLONGA,45040,Murray Bridge,1,Good,Good,0
SA942,MYPONGA,48750,Yankalilla,1,Good,Good,0
SA943,MYPONGA BEACH,48750,Yankalilla,1,Good,Good,0
SA944,MYRTLE BANK,47980,Unley,1,Good,Good,0
SA945,NACKARA,45540,Peterborough,1,Good,Good,0
SA946,NADIA,41010,Ceduna,1,Good,Good,0
SA947,NAIDIA,43790,Loxton Waikerie,1,Good,Good,0
SA948,NAILSWORTH,46510,Prospect,1,Good,Good,0
SA949,NAIN,43650,Light,1,Good,Good,0
SA95,BEULAH PARK,40700,Burnside,1,Good,Good,0
SA950,NAIRNE,44550,Mount Barker,1,Good,Good,0
SA951,NALPA,45040,Murray Bridge,1,Good,Good,0
SA952,NALYAPPA,48830,Yorke Peninsula,1,Good,Good,0
SA953,NANGKITA,40220,Alexandrina,1,Good,Good,0
SA954,NANGWARRY,48340,Wattle Range,1,Good,Good,0
SA955,NANTAWARRA,48130,Wakefield,1,Good,Good,0
SA956,NAPPERBY,46450,Port Pirie,1,Good,Good,0
SA957,NARACOORTE,45090,Naracoorte Lucindale,1,Good,Good,0
SA958,NARRIDY,45120,Northern Areas,1,Good,Good,0
SA959,NARRUNG,47800,Coorong,1,Good,Good,0
SA96,BEVERLEY,41060,Charles Sturt,1,Good,Good,0
SA960,NATURI,45040,Murray Bridge,0.2402078,Good,Good,0
SA960,NATURI,47800,Coorong,0.7597922,Good,Good,0
SA961,NEALES FLAT,42110,Goyder,1,Good,Good,0
SA962,NECTAR BROOK,44830,Mount Remarkable,1,Good,Good,0
SA963,NELSHABY,44830,Mount Remarkable,0.0176975,Good,Good,0
SA963,NELSHABY,46450,Port Pirie,0.9823025,Good,Good,0
SA964,NENE VALLEY,42250,Grant,1,Good,Good,0
SA965,NEPABUNNA,49399,Unincorporated SA,1,Good,Good,0
SA966,NEPEAN BAY,42750,Kangaroo Island,1,Good,Good,0
SA967,NETHERBY,44340,Mitcham,1,Good,Good,0
SA968,NETHERTON,47800,Coorong,1,Good,Good,0
SA969,NETLEY,48410,West Torrens,1,Good,Good,0
SA97,BIBARINGA,42030,Gawler,0.0802798,Good,Good,0
SA97,BIBARINGA,45680,Playford,0.9197202,Good,Good,0
SA970,NEW RESIDENCE,43790,Loxton Waikerie,1,Good,Good,0
SA971,NEW TOWN,41560,Copper Coast,1,Good,Good,0
SA972,NEW WELL,43790,Loxton Waikerie,1,Good,Good,0
SA973,NEWLAND,42750,Kangaroo Island,1,Good,Good,0
SA974,NEWTON,40910,Campbelltown (SA),1,Good,Good,0
SA975,NGAPALA,42110,Goyder,1,Good,Good,0
SA976,NGARKAT,47290,Southern Mallee,0.00978,Good,Good,1
SA976,NGARKAT,47630,Tatiara,0.9853301,Good,Good,0
SA976,NGARKAT,47800,Coorong,0.00489,Good,Good,1
SA977,NILDOTTIE,44210,Mid Murray,1,Good,Good,0
SA978,NINNES,40430,Barunga West,1,Good,Good,0
SA98,BIG BEND,44210,Mid Murray,1,Good,Good,0
SA980,NOARLUNGA CENTRE,45340,Onkaparinga,1,Good,Good,0
SA981,NOARLUNGA DOWNS,45340,Onkaparinga,1,Good,Good,0
SA982,NORA CREINA,46860,Robe,0.6260365,Good,Good,0
SA982,NORA CREINA,48340,Wattle Range,0.3739635,Good,Good,0
SA983,NORMANVILLE,48750,Yankalilla,1,Good,Good,0
SA984,NORTH ADELAIDE,40070,Adelaide,0.9999993,Good,Good,0
SA984,NORTH ADELAIDE,48260,Walkerville,7.00E-07,Good,Good,1
SA985,NORTH BEACH,41560,Copper Coast,1,Good,Good,0
SA986,NORTH BOOBOROWIE,42110,Goyder,1,Good,Good,0
SA987,NORTH BRIGHTON,42600,Holdfast Bay,1,Good,Good,0
SA988,NORTH CAPE,42750,Kangaroo Island,1,Good,Good,0
SA989,NORTH HAVEN,45890,Port Adelaide Enfield,1,Good,Good,0
SA99,BIGGS FLAT,44550,Mount Barker,1,Good,Good,0
SA990,NORTH MOONTA,41560,Copper Coast,1,Good,Good,0
SA991,NORTH PLYMPTON,48410,West Torrens,1,Good,Good,0
SA992,NORTH SHIELDS,43710,Lower Eyre Peninsula,1,Good,Good,0
SA993,NORTH WEST BEND,44210,Mid Murray,1,Good,Good,0
SA994,NORTH YELTA,41560,Copper Coast,1,Good,Good,0
SA995,NORTHERN HEIGHTS,45040,Murray Bridge,1,Good,Good,0
SA996,NORTHFIELD,45890,Port Adelaide Enfield,1,Good,Good,0
SA997,NORTHGATE,45890,Port Adelaide Enfield,1,Good,Good,0
SA998,NORTON SUMMIT,40120,Adelaide Hills,1,Good,Good,0
SA999,NORWOOD,45290,Norwood Payneham and St Peters,1,Good,Good,0
TAS1,ABBOTSHAM,60810,Central Coast (Tas.),1,Good,Good,0
TAS10,ALCOMIE,61210,Circular Head,1,Good,Good,0
TAS100,CARLTON RIVER,64810,Sorell,1,Good,Good,0
TAS101,CARRICK,64210,Meander Valley,1,Good,Good,0
TAS102,CASTLE FORBES BAY,63010,Huon Valley,1,Good,Good,0
TAS103,CASTRA,60810,Central Coast (Tas.),1,Good,Good,0
TAS104,CAVESIDE,64210,Meander Valley,1,Good,Good,0
TAS106,CETHANA,63210,Kentish,1,Good,Good,0
TAS107,CHAIN OF LAGOONS,60210,Break O'Day,1,Good,Good,0
TAS108,CHARLOTTE COVE,63010,Huon Valley,1,Good,Good,0
TAS109,CHASM CREEK,60610,Burnie,1,Good,Good,0
TAS11,ALLENS RIVULET,63610,Kingborough,1,Good,Good,0
TAS110,CHIGWELL,62610,Glenorchy,1,Good,Good,0
TAS111,CHRISTMAS HILLS,61210,Circular Head,1,Good,Good,0
TAS112,CHUDLEIGH,64210,Meander Valley,1,Good,Good,0
TAS113,CLAREMONT,61510,Derwent Valley,0.0009556,Good,Good,1
TAS113,CLAREMONT,62610,Glenorchy,0.9990444,Good,Good,0
TAS114,CLARENCE POINT,65810,West Tamar,1,Good,Good,0
TAS115,CLARENDON VALE,61410,Clarence,1,Good,Good,0
TAS116,CLAUDE ROAD,63210,Kentish,1,Good,Good,0
TAS117,CLEVELAND,64610,Northern Midlands,1,Good,Good,0
TAS118,CLIFTON BEACH,61410,Clarence,1,Good,Good,0
TAS119,CLUAN,64210,Meander Valley,1,Good,Good,0
TAS12,ALONNAH,63610,Kingborough,1,Good,Good,0
TAS120,COLEBROOK,65010,Southern Midlands,1,Good,Good,0
TAS121,COLES BAY,62410,Glamorgan-Spring Bay,1,Good,Good,0
TAS122,COLLINSVALE,61510,Derwent Valley,0.0704198,Good,Good,0
TAS122,COLLINSVALE,62610,Glenorchy,0.9295802,Good,Good,0
TAS123,CONARA,64610,Northern Midlands,1,Good,Good,0
TAS124,CONINGHAM,63610,Kingborough,1,Good,Good,0
TAS125,CONNELLYS MARSH,64810,Sorell,1,Good,Good,0
TAS126,COOEE,60610,Burnie,1,Good,Good,0
TAS127,COPPING,64810,Sorell,1,Good,Good,0
TAS128,CORINNA,61210,Circular Head,0.9963063,Good,Good,0
TAS128,CORINNA,65610,West Coast,0.0036937,Good,Good,1
TAS129,CORNWALL,60210,Break O'Day,1,Good,Good,0
TAS13,AMBLESIDE,61610,Devonport,1,Good,Good,0
TAS130,COUTA ROCKS,61210,Circular Head,1,Good,Good,0
TAS131,COWRIE POINT,61210,Circular Head,1,Good,Good,0
TAS132,CRABTREE,61510,Derwent Valley,1.62E-05,Good,Good,1
TAS132,CRABTREE,63010,Huon Valley,0.9999838,Good,Good,0
TAS133,CRADLE MOUNTAIN,63210,Kentish,0.9997832,Good,Good,0
TAS133,CRADLE MOUNTAIN,64210,Meander Valley,4.56E-05,Good,Good,1
TAS133,CRADLE MOUNTAIN,65610,West Coast,0.0001712,Good,Good,1
TAS134,CRADOC,63010,Huon Valley,1,Good,Good,0
TAS135,CRAMPS BAY,61010,Central Highlands (Tas.),1,Good,Good,0
TAS136,CRANBROOK,62410,Glamorgan-Spring Bay,1,Good,Good,0
TAS137,CRAYFISH CREEK,61210,Circular Head,1,Good,Good,0
TAS138,CREMORNE,61410,Clarence,1,Good,Good,0
TAS139,CRESSY,64610,Northern Midlands,1,Good,Good,0
TAS14,ANDOVER,65010,Southern Midlands,1,Good,Good,0
TAS140,CUCKOO,61810,Dorset,1,Good,Good,0
TAS141,CUPRONA,60810,Central Coast (Tas.),1,Good,Good,0
TAS142,CURRIE,,,1.00E-07,Poor,Good,4
TAS142,CURRIE,63410,King Island,0.9999999,Good,Good,0
TAS143,CYGNET,63010,Huon Valley,1,Good,Good,0
TAS144,DAIRY PLAINS,64210,Meander Valley,1,Good,Good,0
TAS145,DEDDINGTON,64610,Northern Midlands,1,Good,Good,0
TAS146,DEE,61010,Central Highlands (Tas.),1,Good,Good,0
TAS147,DEEP BAY,63010,Huon Valley,1,Good,Good,0
TAS148,DELORAINE,64210,Meander Valley,1,Good,Good,0
TAS149,DENNES POINT,63610,Kingborough,1,Good,Good,0
TAS15,ANSONS BAY,60210,Break O'Day,1,Good,Good,0
TAS150,DERBY,61810,Dorset,1,Good,Good,0
TAS151,DERWENT BRIDGE,61010,Central Highlands (Tas.),1,Good,Good,0
TAS152,DERWENT PARK,62610,Glenorchy,1,Good,Good,0
TAS153,DETENTION,61210,Circular Head,1,Good,Good,0
TAS154,DEVIOT,65810,West Tamar,1,Good,Good,0
TAS155,DEVON HILLS,64610,Northern Midlands,1,Good,Good,0
TAS156,DEVONPORT,61610,Devonport,1,Good,Good,0
TAS157,DILSTON,64010,Launceston,1,Good,Good,0
TAS158,DOCTORS POINT,61010,Central Highlands (Tas.),1,Good,Good,0
TAS159,DOCTORS ROCKS,65410,Waratah-Wynyard,1,Good,Good,0
TAS16,ANTILL PONDS,65010,Southern Midlands,1,Good,Good,0
TAS160,DODGES FERRY,64810,Sorell,1,Good,Good,0
TAS161,DOLPHIN SANDS,62410,Glamorgan-Spring Bay,1,Good,Good,0
TAS162,DON,61610,Devonport,1,Good,Good,0
TAS163,DOUGLAS RIVER,60210,Break O'Day,0.5999692,Good,Good,0
TAS163,DOUGLAS RIVER,62410,Glamorgan-Spring Bay,0.4000308,Good,Good,0
TAS164,DOUGLAS-APSLEY,60210,Break O'Day,0.1666667,Good,Good,0
TAS164,DOUGLAS-APSLEY,62410,Glamorgan-Spring Bay,0.6666667,Good,Good,0
TAS164,DOUGLAS-APSLEY,64610,Northern Midlands,0.1666667,Good,Good,0
TAS165,DOVER,63010,Huon Valley,1,Good,Good,0
TAS166,DOWNLANDS,60610,Burnie,1,Good,Good,0
TAS167,DOWSING POINT,62610,Glenorchy,1,Good,Good,0
TAS168,DROMEDARY,60410,Brighton,0.9578036,Good,Good,0
TAS168,DROMEDARY,65010,Southern Midlands,0.0421964,Good,Good,0
TAS169,DULCOT,61410,Clarence,1,Good,Good,0
TAS17,APOLLO BAY,63610,Kingborough,1,Good,Good,0
TAS170,DUNALLEY,64810,Sorell,0.9820162,Good,Good,0
TAS170,DUNALLEY,65210,Tasman,0.0179838,Good,Good,0
TAS171,DUNORLAN,64210,Meander Valley,1,Good,Good,0
TAS172,DYNNYRNE,62810,Hobart,1,Good,Good,0
TAS173,DYSART,65010,Southern Midlands,1,Good,Good,0
TAS174,EAGLEHAWK NECK,65210,Tasman,1,Good,Good,0
TAS175,EAST CAM,60610,Burnie,1,Good,Good,0
TAS176,EAST DEVONPORT,61610,Devonport,0.9940271,Good,Good,0
TAS176,EAST DEVONPORT,63810,Latrobe (Tas.),0.0059729,Good,Good,1
TAS177,EAST LAUNCESTON,64010,Launceston,1,Good,Good,0
TAS178,EAST RIDGLEY,60610,Burnie,1,Good,Good,0
TAS179,EDDYSTONE,60210,Break O'Day,1,Good,Good,0
TAS18,APSLAWN,62410,Glamorgan-Spring Bay,1,Good,Good,0
TAS180,EDGCUMBE BEACH,61210,Circular Head,1,Good,Good,0
TAS181,EDITH CREEK,61210,Circular Head,1,Good,Good,0
TAS182,EGG LAGOON,63410,King Island,1,Good,Good,0
TAS183,EGGS AND BACON BAY,63010,Huon Valley,1,Good,Good,0
TAS184,ELDERSLIE,65010,Southern Midlands,1,Good,Good,0
TAS185,ELECTRONA,63610,Kingborough,1,Good,Good,0
TAS186,ELIZABETH TOWN,64210,Meander Valley,1,Good,Good,0
TAS187,ELLENDALE,61010,Central Highlands (Tas.),1,Good,Good,0
TAS188,ELLIOTT,65410,Waratah-Wynyard,1,Good,Good,0
TAS189,EMITA,62010,Flinders (Tas.),1,Good,Good,0
TAS19,APSLEY,61010,Central Highlands (Tas.),0.9997729,Good,Good,0
TAS19,APSLEY,65010,Southern Midlands,0.0002271,Good,Good,1
TAS190,EMU HEIGHTS,60610,Burnie,1,Good,Good,0
TAS191,EPPING FOREST,64610,Northern Midlands,1,Good,Good,0
TAS192,ERRIBA,63210,Kentish,1,Good,Good,0
TAS193,EUGENANA,61610,Devonport,1,Good,Good,0
TAS194,EVANDALE,64610,Northern Midlands,1,Good,Good,0
TAS195,EXETER,65810,West Tamar,1,Good,Good,0
TAS196,EXTON,64210,Meander Valley,1,Good,Good,0
TAS197,FALMOUTH,60210,Break O'Day,1,Good,Good,0
TAS198,FENTONBURY,61010,Central Highlands (Tas.),1,Good,Good,0
TAS199,FERN TREE,62810,Hobart,0.9390402,Good,Good,0
TAS199,FERN TREE,63610,Kingborough,0.0609598,Good,Good,0
TAS2,ABELS BAY,63010,Huon Valley,1,Good,Good,0
TAS20,ARTHUR RIVER,61210,Circular Head,1,Good,Good,0
TAS200,FINGAL,60210,Break O'Day,1,Good,Good,0
TAS201,FITZGERALD,61510,Derwent Valley,1,Good,Good,0
TAS202,FLINTSTONE,61010,Central Highlands (Tas.),1,Good,Good,0
TAS203,FLORENTINE,61010,Central Highlands (Tas.),0.3684211,Good,Good,0
TAS203,FLORENTINE,61510,Derwent Valley,0.6315789,Good,Good,0
TAS204,FLOWERDALE,65410,Waratah-Wynyard,1,Good,Good,0
TAS205,FLOWERPOT,63610,Kingborough,1,Good,Good,0
TAS206,FLOWERY GULLY,65810,West Tamar,1,Good,Good,0
TAS207,FORCETT,64810,Sorell,1,Good,Good,0
