SA1_CODE_2021,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10102100701,10031,Goulburn,1,Good,Good,3
10102100702,10053,Monaro,1,Good,Good,3
10102100703,10053,Monaro,1,Good,Good,3
10102100704,10053,Monaro,1,Good,Good,3
10102100705,10053,Monaro,1,Good,Good,3
10102100706,10053,Monaro,1,Good,Good,3
10102100707,10053,Monaro,1,Good,Good,3
10102100708,10053,Monaro,1,Good,Good,3
10102100709,10053,Monaro,1,Good,Good,3
10102100710,10031,Goulburn,3.79E-05,Good,Good,5
10102100710,10053,Monaro,0.9999621,Good,Good,3
10102100801,10053,Monaro,1,Good,Good,3
10102100802,10053,Monaro,1,Good,Good,3
10102100803,10053,Monaro,1,Good,Good,3
10102100804,10053,Monaro,1,Good,Good,3
10102100805,10053,Monaro,1,Good,Good,3
10102100806,10053,Monaro,1,Good,Good,3
10102100807,10053,Monaro,1,Good,Good,3
10102100808,10053,Monaro,1,Good,Good,3
10102100809,10053,Monaro,1,Good,Good,3
10102100810,10053,Monaro,1,Good,Good,3
10102100811,10053,Monaro,1,Good,Good,3
10102100812,10053,Monaro,1,Good,Good,3
10102100813,10053,Monaro,1,Good,Good,3
10102100814,10053,Monaro,1,Good,Good,3
10102100815,10053,Monaro,1,Good,Good,3
10102100816,10053,Monaro,1,Good,Good,3
10102100817,10053,Monaro,1,Good,Good,3
10102100818,10053,Monaro,1,Good,Good,3
10102100819,10053,Monaro,1,Good,Good,3
10102100820,10053,Monaro,1,Good,Good,3
10102100821,10053,Monaro,1,Good,Good,3
10102100822,10053,Monaro,1,Good,Good,3
10102100823,10053,Monaro,1,Good,Good,3
10102100901,10053,Monaro,1,Good,Good,3
10102100902,10053,Monaro,1,Good,Good,3
10102100904,10053,Monaro,1,Good,Good,3
10102100905,10053,Monaro,1,Good,Good,3
10102100907,10053,Monaro,1,Good,Good,3
10102100908,10053,Monaro,1,Good,Good,3
10102100909,10053,Monaro,1,Good,Good,3
10102100910,10053,Monaro,1,Good,Good,3
10102100911,10053,Monaro,1,Good,Good,3
10102100912,10053,Monaro,1,Good,Good,3
10102100913,10053,Monaro,1,Good,Good,3
10102100914,10053,Monaro,1,Good,Good,3
10102100915,10053,Monaro,1,Good,Good,3
10102100916,10053,Monaro,1,Good,Good,3
10102100917,10053,Monaro,1,Good,Good,3
10102100918,10053,Monaro,1,Good,Good,3
10102100919,10053,Monaro,1,Good,Good,3
10102100920,10053,Monaro,1,Good,Good,3
10102100921,10053,Monaro,1,Good,Good,3
10102100923,10053,Monaro,1,Good,Good,3
10102100924,10053,Monaro,1,Good,Good,3
10102100925,10053,Monaro,1,Good,Good,3
10102100926,10053,Monaro,1,Good,Good,3
10102100927,10053,Monaro,1,Good,Good,3
10102100928,10053,Monaro,1,Good,Good,3
10102100929,10053,Monaro,1,Good,Good,3
10102101001,10053,Monaro,1,Good,Good,3
10102101002,10053,Monaro,1,Good,Good,3
10102101003,10053,Monaro,1,Good,Good,3
10102101004,10053,Monaro,1,Good,Good,3
10102101006,10053,Monaro,1,Good,Good,3
10102101007,10053,Monaro,1,Good,Good,3
10102101008,10053,Monaro,1,Good,Good,3
10102101009,10053,Monaro,1,Good,Good,3
10102101010,10053,Monaro,1,Good,Good,3
10102101011,10053,Monaro,1,Good,Good,3
10102101012,10053,Monaro,1,Good,Good,3
10102101013,10053,Monaro,1,Good,Good,3
10102101014,10053,Monaro,1,Good,Good,3
10102101015,10053,Monaro,1,Good,Good,3
10102101016,10053,Monaro,1,Good,Good,3
10102101017,10053,Monaro,1,Good,Good,3
10102101201,10053,Monaro,1,Good,Good,3
10102101202,10053,Monaro,1,Good,Good,3
10102101203,10053,Monaro,1,Good,Good,3
10102101204,10053,Monaro,1,Good,Good,3
10102101205,10053,Monaro,1,Good,Good,3
10102101206,10053,Monaro,1,Good,Good,3
10102101207,10053,Monaro,1,Good,Good,3
10102101208,10053,Monaro,1,Good,Good,3
10102101209,10053,Monaro,1,Good,Good,3
10102101210,10053,Monaro,1,Good,Good,3
10102101211,10053,Monaro,1,Good,Good,3
10102101212,10053,Monaro,1,Good,Good,3
10102101213,10053,Monaro,1,Good,Good,3
10102101214,10053,Monaro,1,Good,Good,3
10102101215,10053,Monaro,1,Good,Good,3
10102101216,10053,Monaro,1,Good,Good,3
10102101217,10053,Monaro,1,Good,Good,3
10102101218,10053,Monaro,1,Good,Good,3
10102101219,10053,Monaro,1,Good,Good,3
10102101220,10053,Monaro,1,Good,Good,3
10102101221,10053,Monaro,1,Good,Good,3
10102101222,10053,Monaro,1,Good,Good,3
10102101223,10053,Monaro,1,Good,Good,3
10102101224,10053,Monaro,1,Good,Good,3
10102101225,10053,Monaro,1,Good,Good,3
10102101226,10053,Monaro,1,Good,Good,3
10102101227,10053,Monaro,1,Good,Good,3
10102101228,10053,Monaro,1,Good,Good,3
10102101229,10053,Monaro,1,Good,Good,3
10102101230,10053,Monaro,1,Good,Good,3
10102101231,10053,Monaro,1,Good,Good,3
10102101232,10053,Monaro,1,Good,Good,3
10102161001,10053,Monaro,1,Good,Good,3
10102161002,10053,Monaro,1,Good,Good,3
10102161003,10053,Monaro,1,Good,Good,3
10102161004,10053,Monaro,1,Good,Good,3
10102161005,10053,Monaro,1,Good,Good,3
10102161006,10053,Monaro,1,Good,Good,3
10102161007,10053,Monaro,1,Good,Good,3
10102161008,10053,Monaro,1,Good,Good,3
10102161009,10053,Monaro,1,Good,Good,3
10102161010,10053,Monaro,1,Good,Good,3
10102161011,10053,Monaro,1,Good,Good,3
10102161012,10053,Monaro,1,Good,Good,3
10102161013,10053,Monaro,1,Good,Good,3
10102161014,10053,Monaro,1,Good,Good,3
10102161015,10053,Monaro,1,Good,Good,3
10102161101,10053,Monaro,1,Good,Good,3
10102161102,10053,Monaro,1,Good,Good,3
10102161103,10053,Monaro,1,Good,Good,3
10102161104,10053,Monaro,1,Good,Good,3
10102161105,10053,Monaro,1,Good,Good,3
10102161106,10053,Monaro,1,Good,Good,3
10102161107,10031,Goulburn,0.8184566,Good,Good,3
10102161107,10053,Monaro,0.1815434,Good,Good,3
10102161108,10053,Monaro,1,Good,Good,3
10102161109,10053,Monaro,1,Good,Good,3
10102161110,10053,Monaro,1,Good,Good,3
10102161111,10053,Monaro,1,Good,Good,3
10102161112,10053,Monaro,1,Good,Good,3
10102161113,10053,Monaro,1,Good,Good,3
10102161114,10053,Monaro,1,Good,Good,3
10102161115,10053,Monaro,1,Good,Good,3
10102161116,10053,Monaro,1,Good,Good,3
10102161117,10053,Monaro,1,Good,Good,3
10102161118,10053,Monaro,1,Good,Good,3
10102161119,10053,Monaro,1,Good,Good,3
10102161120,10053,Monaro,1,Good,Good,3
10102161121,10053,Monaro,1,Good,Good,3
10102161122,10053,Monaro,1,Good,Good,3
10102161123,10053,Monaro,1,Good,Good,3
10102161124,10053,Monaro,1,Good,Good,3
10102161125,10053,Monaro,1,Good,Good,3
10102161126,10053,Monaro,1,Good,Good,3
10102161127,10053,Monaro,1,Good,Good,3
10102161128,10053,Monaro,1,Good,Good,3
10102161129,10053,Monaro,1,Good,Good,3
10102161130,10053,Monaro,1,Good,Good,3
10102161131,10053,Monaro,1,Good,Good,3
10102161132,10053,Monaro,1,Good,Good,3
10102161133,10053,Monaro,1,Good,Good,3
10102161134,10053,Monaro,1,Good,Good,3
10102161135,10053,Monaro,1,Good,Good,3
10102161136,10053,Monaro,1,Good,Good,3
10102161137,10053,Monaro,1,Good,Good,3
10102161138,10053,Monaro,1,Good,Good,3
10102161139,10053,Monaro,1,Good,Good,3
10102161140,10053,Monaro,1,Good,Good,3
10102161141,10053,Monaro,1,Good,Good,3
10102161142,10053,Monaro,1,Good,Good,3
10102161143,10053,Monaro,1,Good,Good,3
10102161144,10053,Monaro,1,Good,Good,3
10102161145,10053,Monaro,1,Good,Good,3
10102161146,10053,Monaro,1,Good,Good,3
10103101301,10053,Monaro,1,Good,Good,3
10103101302,10053,Monaro,1,Good,Good,3
10103101303,10053,Monaro,1,Good,Good,3
10103101304,10053,Monaro,1,Good,Good,3
10103101305,10053,Monaro,1,Good,Good,3
10103101306,10053,Monaro,1,Good,Good,3
10103101307,10009,Bega,3.14E-05,Good,Good,5
10103101307,10053,Monaro,0.9999686,Good,Good,3
10103101308,10009,Bega,7.63E-05,Good,Good,5
10103101308,10053,Monaro,0.9999237,Good,Good,3
10103101401,10053,Monaro,1,Good,Good,3
10103101402,10053,Monaro,1,Good,Good,3
10103101403,10053,Monaro,1,Good,Good,3
10103101404,10053,Monaro,1,Good,Good,3
10103101405,10053,Monaro,1,Good,Good,3
10103101406,10053,Monaro,1,Good,Good,3
10103101407,10053,Monaro,1,Good,Good,3
10103101408,10053,Monaro,1,Good,Good,3
10103101409,10053,Monaro,1,Good,Good,3
10103101410,10053,Monaro,1,Good,Good,3
10103101411,10053,Monaro,1,Good,Good,3
10103101412,10053,Monaro,1,Good,Good,3
10103101414,10053,Monaro,1,Good,Good,3
10103101415,10053,Monaro,1,Good,Good,3
10103101417,10053,Monaro,1,Good,Good,3
10103101419,10053,Monaro,1,Good,Good,3
10103101420,10053,Monaro,1,Good,Good,3
10103101421,10053,Monaro,1,Good,Good,3
10103101501,10053,Monaro,1,Good,Good,3
10103101502,10053,Monaro,1,Good,Good,3
10103101503,10053,Monaro,1,Good,Good,3
10103101505,10053,Monaro,1,Good,Good,3
10103101511,10053,Monaro,1,Good,Good,3
10103101512,10053,Monaro,1,Good,Good,3
10103101514,10053,Monaro,1,Good,Good,3
10103101515,10053,Monaro,1,Good,Good,3
10103101516,10053,Monaro,1,Good,Good,3
10103101517,10009,Bega,0.0003907,Good,Good,5
10103101517,10053,Monaro,0.9996093,Good,Good,3
10103101518,10053,Monaro,1,Good,Good,3
10103101519,10053,Monaro,1,Good,Good,3
10103101520,10053,Monaro,1,Good,Good,3
10103101521,10053,Monaro,1,Good,Good,3
10103101523,10053,Monaro,1,Good,Good,3
10103101524,10053,Monaro,1,Good,Good,3
10103101525,10053,Monaro,1,Good,Good,3
10103101526,10053,Monaro,1,Good,Good,3
10103101601,10053,Monaro,1,Good,Good,3
10103101602,10053,Monaro,1,Good,Good,3
10103101603,10053,Monaro,1,Good,Good,3
10103101604,10053,Monaro,1,Good,Good,3
10103101605,10053,Monaro,1,Good,Good,3
10103101606,10053,Monaro,1,Good,Good,3
10103101607,10053,Monaro,1,Good,Good,3
10103101608,10053,Monaro,1,Good,Good,3
10103101611,10053,Monaro,1,Good,Good,3
10103101612,10053,Monaro,1,Good,Good,3
10103101614,10053,Monaro,1,Good,Good,3
10103101615,10053,Monaro,1,Good,Good,3
10103101616,10053,Monaro,1,Good,Good,3
10103101617,10053,Monaro,1,Good,Good,3
10103101619,10053,Monaro,1,Good,Good,3
10103101620,10053,Monaro,1,Good,Good,3
10103101621,10053,Monaro,1,Good,Good,3
10103101622,10053,Monaro,1,Good,Good,3
10103101623,10053,Monaro,1,Good,Good,3
10103101624,10053,Monaro,1,Good,Good,3
10103101625,10053,Monaro,1,Good,Good,3
10103101626,10053,Monaro,1,Good,Good,3
10103101627,10053,Monaro,1,Good,Good,3
10104101701,10009,Bega,1,Good,Good,3
10104101702,10009,Bega,1,Good,Good,3
10104101703,10009,Bega,1,Good,Good,3
10104101704,10009,Bega,1,Good,Good,3
10104101705,10009,Bega,1,Good,Good,3
10104101706,10009,Bega,1,Good,Good,3
10104101707,10009,Bega,1,Good,Good,3
10104101708,10009,Bega,1,Good,Good,3
10104101709,10009,Bega,1,Good,Good,3
10104101710,10009,Bega,1,Good,Good,3
10104101711,10009,Bega,1,Good,Good,3
10104101713,10009,Bega,1,Good,Good,3
10104101714,10009,Bega,1,Good,Good,3
10104101715,10009,Bega,1,Good,Good,3
10104101716,10009,Bega,1,Good,Good,3
10104101717,10009,Bega,1,Good,Good,3
10104101718,10009,Bega,1,Good,Good,3
10104101719,10009,Bega,1,Good,Good,3
10104101720,10009,Bega,1,Good,Good,3
10104101721,10009,Bega,1,Good,Good,3
10104101722,10009,Bega,1,Good,Good,3
10104101723,10009,Bega,1,Good,Good,3
10104101724,10009,Bega,1,Good,Good,3
10104101801,10009,Bega,1,Good,Good,3
10104101802,10009,Bega,1,Good,Good,3
10104101803,10009,Bega,1,Good,Good,3
10104101804,10009,Bega,1,Good,Good,3
10104101805,10009,Bega,1,Good,Good,3
10104101806,10009,Bega,1,Good,Good,3
10104101807,10009,Bega,1,Good,Good,3
10104101808,10009,Bega,1,Good,Good,3
10104101809,10009,Bega,1,Good,Good,3
10104101810,10009,Bega,1,Good,Good,3
10104101811,10009,Bega,1,Good,Good,3
10104101812,10009,Bega,1,Good,Good,3
10104101813,10009,Bega,1,Good,Good,3
10104101814,10009,Bega,1,Good,Good,3
10104101815,10009,Bega,1,Good,Good,3
10104101816,10009,Bega,1,Good,Good,3
10104101817,10009,Bega,1,Good,Good,3
10104101818,10009,Bega,1,Good,Good,3
10104101819,10009,Bega,1,Good,Good,3
10104101820,10009,Bega,1,Good,Good,3
10104101821,10009,Bega,1,Good,Good,3
10104101822,10009,Bega,1,Good,Good,3
10104101823,10009,Bega,1,Good,Good,3
10104101824,10009,Bega,1,Good,Good,3
10104101901,10009,Bega,1,Good,Good,3
10104101902,10009,Bega,1,Good,Good,3
10104101903,10009,Bega,1,Good,Good,3
10104101904,10009,Bega,1,Good,Good,3
10104101905,10009,Bega,1,Good,Good,3
10104101906,10009,Bega,1,Good,Good,3
10104101907,10009,Bega,1,Good,Good,3
10104101911,10009,Bega,1,Good,Good,3
10104101912,10009,Bega,1,Good,Good,3
10104101913,10009,Bega,1,Good,Good,3
10104101915,10009,Bega,1,Good,Good,3
10104101917,10009,Bega,1,Good,Good,3
10104101918,10009,Bega,1,Good,Good,3
10104101919,10009,Bega,1,Good,Good,3
10104101920,10009,Bega,1,Good,Good,3
10104101921,10009,Bega,1,Good,Good,3
10104101924,10009,Bega,1,Good,Good,3
10104101925,10009,Bega,1,Good,Good,3
10104101926,10009,Bega,1,Good,Good,3
10104101927,10009,Bega,1,Good,Good,3
10104101928,10009,Bega,1,Good,Good,3
10104101929,10009,Bega,1,Good,Good,3
10104101930,10009,Bega,1,Good,Good,3
10104101931,10009,Bega,1,Good,Good,3
10104101932,10009,Bega,1,Good,Good,3
10104101933,10009,Bega,1,Good,Good,3
10104102001,10009,Bega,1,Good,Good,3
10104102002,10009,Bega,1,Good,Good,3
10104102003,10009,Bega,1,Good,Good,3
10104102004,10009,Bega,1,Good,Good,3
10104102005,10009,Bega,1,Good,Good,3
10104102006,10009,Bega,1,Good,Good,3
10104102007,10009,Bega,1,Good,Good,3
10104102008,10009,Bega,1,Good,Good,3
10104102009,10009,Bega,1,Good,Good,3
10104102010,10009,Bega,0.9928058,Good,Good,3
10104102010,10053,Monaro,0.0071942,Good,Good,5
10104102011,10009,Bega,1,Good,Good,3
10104102012,10009,Bega,1,Good,Good,3
10104102013,10009,Bega,1,Good,Good,3
10104102014,10009,Bega,1,Good,Good,3
10104102015,10009,Bega,1,Good,Good,3
10104102016,10009,Bega,1,Good,Good,3
10104102017,10009,Bega,1,Good,Good,3
10104102018,10009,Bega,1,Good,Good,3
10104102019,10009,Bega,1,Good,Good,3
10104102020,10009,Bega,1,Good,Good,3
10104102021,10009,Bega,1,Good,Good,3
10104102022,10009,Bega,1,Good,Good,3
10104102023,10009,Bega,1,Good,Good,3
10104102024,10009,Bega,1,Good,Good,3
10104102025,10009,Bega,1,Good,Good,3
10104102026,10009,Bega,1,Good,Good,3
10104102027,10009,Bega,1,Good,Good,3
10104102028,10009,Bega,1,Good,Good,3
10104102029,10009,Bega,1,Good,Good,3
10104102030,10009,Bega,1,Good,Good,3
10104102031,10009,Bega,1,Good,Good,3
10104102032,10009,Bega,1,Good,Good,3
10104102102,10009,Bega,1,Good,Good,3
10104102104,10009,Bega,1,Good,Good,3
10104102105,10009,Bega,1,Good,Good,3
10104102106,10009,Bega,1,Good,Good,3
10104102107,10009,Bega,1,Good,Good,3
10104102108,10009,Bega,1,Good,Good,3
10104102110,10009,Bega,1,Good,Good,3
10104102111,10009,Bega,1,Good,Good,3
10104102201,10009,Bega,0.9997594,Good,Good,3
10104102201,10053,Monaro,0.0002406,Good,Good,5
10104102301,10009,Bega,1,Good,Good,3
10104102302,10009,Bega,1,Good,Good,3
10104102303,10009,Bega,1,Good,Good,3
10104102304,10009,Bega,1,Good,Good,3
10104102305,10009,Bega,1,Good,Good,3
10104102306,10009,Bega,1,Good,Good,3
10104102307,10009,Bega,1,Good,Good,3
10104102308,10009,Bega,1,Good,Good,3
10104102309,10009,Bega,1,Good,Good,3
10104102310,10009,Bega,1,Good,Good,3
10104102401,10009,Bega,0.4122567,Good,Good,3
10104102401,10074,South Coast,0.5877433,Good,Good,3
10104102402,10009,Bega,0.9268657,Good,Good,3
10104102402,10074,South Coast,0.0731343,Good,Good,3
10104102403,10009,Bega,1,Good,Good,3
10104102404,10009,Bega,1,Good,Good,3
10104102405,10009,Bega,1,Good,Good,3
10104102406,10009,Bega,1,Good,Good,3
10104102407,10009,Bega,1,Good,Good,3
10104102408,10009,Bega,1,Good,Good,3
10104102409,10009,Bega,1,Good,Good,3
10104102410,10009,Bega,1,Good,Good,3
10104102411,10009,Bega,1,Good,Good,3
10104102412,10009,Bega,1,Good,Good,3
10104102501,10009,Bega,1,Good,Good,3
10104102502,10009,Bega,1,Good,Good,3
10104102503,10009,Bega,1,Good,Good,3
10104102504,10009,Bega,1,Good,Good,3
10104102505,10009,Bega,1,Good,Good,3
10104102506,10009,Bega,1,Good,Good,3
10104102507,10009,Bega,1,Good,Good,3
10104102508,10009,Bega,1,Good,Good,3
10104102509,10009,Bega,1,Good,Good,3
10104102510,10009,Bega,1,Good,Good,3
10104102511,10009,Bega,1,Good,Good,3
10104102512,10009,Bega,1,Good,Good,3
10104102513,10009,Bega,1,Good,Good,3
10104102514,10009,Bega,1,Good,Good,3
10104102516,10009,Bega,1,Good,Good,3
10104102517,10009,Bega,1,Good,Good,3
10104102518,10009,Bega,1,Good,Good,3
10104102519,10009,Bega,1,Good,Good,3
10104102520,10009,Bega,1,Good,Good,3
10104102521,10009,Bega,1,Good,Good,3
10104102522,10009,Bega,1,Good,Good,3
10104102523,10009,Bega,1,Good,Good,3
10104102524,10009,Bega,1,Good,Good,3
10104102525,10009,Bega,1,Good,Good,3
10104102526,10009,Bega,1,Good,Good,3
10104102527,10009,Bega,1,Good,Good,3
10104102528,10009,Bega,1,Good,Good,3
10104102529,10009,Bega,1,Good,Good,3
10104102530,10009,Bega,1,Good,Good,3
10104102531,10009,Bega,1,Good,Good,3
10104102532,10009,Bega,1,Good,Good,3
10104102601,10009,Bega,1,Good,Good,3
10104102603,10009,Bega,1,Good,Good,3
10104102604,10009,Bega,1,Good,Good,3
10104102605,10009,Bega,1,Good,Good,3
10104102606,10009,Bega,1,Good,Good,3
10104102607,10009,Bega,1,Good,Good,3
10104102608,10009,Bega,1,Good,Good,3
10104102609,10009,Bega,1,Good,Good,3
10104102610,10009,Bega,1,Good,Good,3
10104102611,10009,Bega,1,Good,Good,3
10104102613,10009,Bega,1,Good,Good,3
10104102614,10009,Bega,1,Good,Good,3
10104102615,10009,Bega,1,Good,Good,3
10104102616,10009,Bega,1,Good,Good,3
10104102617,10009,Bega,1,Good,Good,3
10104102618,10009,Bega,1,Good,Good,3
10104102619,10009,Bega,1,Good,Good,3
10104102620,10009,Bega,1,Good,Good,3
10104102621,10009,Bega,1,Good,Good,3
10104102622,10009,Bega,1,Good,Good,3
10104102623,10009,Bega,1,Good,Good,3
10104102624,10009,Bega,1,Good,Good,3
10104102625,10009,Bega,1,Good,Good,3
10104102626,10009,Bega,1,Good,Good,3
10104102627,10009,Bega,1,Good,Good,3
10104102701,10009,Bega,1,Good,Good,3
10104102702,10009,Bega,1,Good,Good,3
10104102703,10009,Bega,1,Good,Good,3
10104102704,10009,Bega,1,Good,Good,3
10104102705,10009,Bega,1,Good,Good,3
10104102706,10009,Bega,1,Good,Good,3
10104102707,10009,Bega,1,Good,Good,3
10104102708,10009,Bega,1,Good,Good,3
10104102709,10009,Bega,1,Good,Good,3
10104102710,10009,Bega,1,Good,Good,3
10104102711,10009,Bega,1,Good,Good,3
10104102712,10009,Bega,1,Good,Good,3
10104102713,10009,Bega,1,Good,Good,3
10104102714,10009,Bega,1,Good,Good,3
10104102715,10009,Bega,1,Good,Good,3
10104102716,10009,Bega,1,Good,Good,3
10104102719,10009,Bega,1,Good,Good,3
10104102720,10009,Bega,1,Good,Good,3
10104102721,10009,Bega,1,Good,Good,3
10104102722,10009,Bega,1,Good,Good,3
10104102723,10009,Bega,1,Good,Good,3
10104102724,10009,Bega,1,Good,Good,3
10104102725,10009,Bega,1,Good,Good,3
10104102726,10009,Bega,1,Good,Good,3
10104102728,10009,Bega,1,Good,Good,3
10104102729,10009,Bega,1,Good,Good,3
10104102730,10009,Bega,1,Good,Good,3
10104102731,10009,Bega,1,Good,Good,3
10104102732,10009,Bega,1,Good,Good,3
10104102733,10009,Bega,1,Good,Good,3
10105153901,10031,Goulburn,1,Good,Good,3
10105153902,10031,Goulburn,1,Good,Good,3
10105153903,10031,Goulburn,1,Good,Good,3
10105153904,10031,Goulburn,1,Good,Good,3
10105153905,10031,Goulburn,1,Good,Good,3
10105153906,10031,Goulburn,1,Good,Good,3
10105153907,10031,Goulburn,1,Good,Good,3
10105153909,10031,Goulburn,1,Good,Good,3
10105153910,10031,Goulburn,1,Good,Good,3
10105153911,10031,Goulburn,1,Good,Good,3
10105153912,10031,Goulburn,1,Good,Good,3
10105153913,10031,Goulburn,1,Good,Good,3
10105153914,10031,Goulburn,1,Good,Good,3
10105153915,10031,Goulburn,1,Good,Good,3
10105153916,10031,Goulburn,1,Good,Good,3
10105153917,10031,Goulburn,1,Good,Good,3
10105153918,10031,Goulburn,1,Good,Good,3
10105153919,10031,Goulburn,1,Good,Good,3
10105153920,10031,Goulburn,1,Good,Good,3
10105153921,10031,Goulburn,1,Good,Good,3
10105153922,10031,Goulburn,1,Good,Good,3
10105153923,10031,Goulburn,1,Good,Good,3
10105153924,10031,Goulburn,1,Good,Good,3
10105153925,10031,Goulburn,1,Good,Good,3
10105153926,10031,Goulburn,1,Good,Good,3
10105153927,10031,Goulburn,1,Good,Good,3
10105153928,10031,Goulburn,1,Good,Good,3
10105153929,10031,Goulburn,1,Good,Good,3
10105153930,10031,Goulburn,1,Good,Good,3
10105153931,10031,Goulburn,1,Good,Good,3
10105153932,10031,Goulburn,1,Good,Good,3
10105153933,10031,Goulburn,1,Good,Good,3
10105153934,10031,Goulburn,1,Good,Good,3
10105153935,10031,Goulburn,1,Good,Good,3
10105153936,10031,Goulburn,1,Good,Good,3
10105153937,10031,Goulburn,1,Good,Good,3
10105153938,10031,Goulburn,1,Good,Good,3
10105153939,10031,Goulburn,1,Good,Good,3
10105153940,10031,Goulburn,1,Good,Good,3
10105153941,10031,Goulburn,1,Good,Good,3
10105153942,10031,Goulburn,1,Good,Good,3
10105153943,10031,Goulburn,1,Good,Good,3
10105153944,10031,Goulburn,1,Good,Good,3
10105153945,10031,Goulburn,1,Good,Good,3
10105153946,10031,Goulburn,1,Good,Good,3
10105153947,10031,Goulburn,1,Good,Good,3
10105153948,10031,Goulburn,1,Good,Good,3
10105153949,10031,Goulburn,1,Good,Good,3
10105153950,10031,Goulburn,1,Good,Good,3
10105153951,10031,Goulburn,1,Good,Good,3
10105153952,10031,Goulburn,1,Good,Good,3
10105153953,10031,Goulburn,1,Good,Good,3
10105153954,10031,Goulburn,1,Good,Good,3
10105153955,10031,Goulburn,1,Good,Good,3
10105153956,10031,Goulburn,1,Good,Good,3
10105153957,10031,Goulburn,1,Good,Good,3
10105153958,10031,Goulburn,1,Good,Good,3
10105153959,10031,Goulburn,1,Good,Good,3
10105153960,10031,Goulburn,1,Good,Good,3
10105153961,10031,Goulburn,1,Good,Good,3
10105153962,10031,Goulburn,1,Good,Good,3
10105153963,10031,Goulburn,1,Good,Good,3
10105153964,10031,Goulburn,1,Good,Good,3
10105153965,10031,Goulburn,1,Good,Good,3
10105153966,10031,Goulburn,1,Good,Good,3
10105153967,10031,Goulburn,1,Good,Good,3
10105153968,10031,Goulburn,1,Good,Good,3
10105153969,10031,Goulburn,1,Good,Good,3
10105153970,10031,Goulburn,1,Good,Good,3
10105154001,10031,Goulburn,1,Good,Good,3
10105154002,10031,Goulburn,1,Good,Good,3
10105154003,10031,Goulburn,1,Good,Good,3
10105154004,10031,Goulburn,1,Good,Good,3
10105154005,10031,Goulburn,1,Good,Good,3
10105154006,10031,Goulburn,1,Good,Good,3
10105154007,10031,Goulburn,1,Good,Good,3
10105154008,10031,Goulburn,1,Good,Good,3
10105154009,10031,Goulburn,1,Good,Good,3
10105154010,10031,Goulburn,1,Good,Good,3
10105154011,10031,Goulburn,1,Good,Good,3
10105154012,10031,Goulburn,1,Good,Good,3
10105154014,10031,Goulburn,1,Good,Good,3
10105154015,10031,Goulburn,1,Good,Good,3
10105154016,10031,Goulburn,1,Good,Good,3
10105154017,10031,Goulburn,1,Good,Good,3
10105154018,10031,Goulburn,1,Good,Good,3
10105154019,10031,Goulburn,1,Good,Good,3
10105154020,10031,Goulburn,1,Good,Good,3
10105154021,10031,Goulburn,1,Good,Good,3
10105154022,10031,Goulburn,1,Good,Good,3
10105154023,10031,Goulburn,1,Good,Good,3
10105154024,10031,Goulburn,1,Good,Good,3
10105154025,10031,Goulburn,1,Good,Good,3
10105154026,10031,Goulburn,1,Good,Good,3
10105154027,10031,Goulburn,1,Good,Good,3
10105154028,10031,Goulburn,1,Good,Good,3
10105154029,10031,Goulburn,1,Good,Good,3
10105154030,10031,Goulburn,1,Good,Good,3
10105154031,10031,Goulburn,1,Good,Good,3
10105154032,10031,Goulburn,1,Good,Good,3
10105154033,10031,Goulburn,1,Good,Good,3
10105154034,10031,Goulburn,0.4218378,Good,Good,3
10105154034,10053,Monaro,0.5781622,Good,Good,3
10105154035,10031,Goulburn,1,Good,Good,3
10106154101,10031,Goulburn,1,Good,Good,3
10106154102,10031,Goulburn,1,Good,Good,3
10106154103,10031,Goulburn,1,Good,Good,3
10106154104,10031,Goulburn,1,Good,Good,3
10106154105,10031,Goulburn,1,Good,Good,3
10106154106,10031,Goulburn,1,Good,Good,3
10106154107,10031,Goulburn,1,Good,Good,3
10106154108,10031,Goulburn,1,Good,Good,3
10106154109,10031,Goulburn,1,Good,Good,3
10106154111,10031,Goulburn,1,Good,Good,3
10106154112,10031,Goulburn,1,Good,Good,3
10106154113,10031,Goulburn,1,Good,Good,3
10106154115,10031,Goulburn,1,Good,Good,3
10106154116,10031,Goulburn,1,Good,Good,3
10106154117,10031,Goulburn,1,Good,Good,3
10106154118,10031,Goulburn,1,Good,Good,3
10106154201,10031,Goulburn,0.999966,Good,Good,3
10106154201,10085,Wagga Wagga,3.40E-05,Good,Good,5
10106154202,10031,Goulburn,1,Good,Good,3
10106154203,10031,Goulburn,1,Good,Good,3
10106154204,10022,Cootamundra,1,Good,Good,3
10106154206,10022,Cootamundra,1,Good,Good,3
10106154207,10031,Goulburn,1,Good,Good,3
10106154208,10031,Goulburn,1,Good,Good,3
10106154209,10031,Goulburn,1,Good,Good,3
10106154210,10031,Goulburn,1,Good,Good,3
10106154211,10031,Goulburn,1,Good,Good,3
10106154212,10031,Goulburn,1,Good,Good,3
10106154213,10031,Goulburn,1,Good,Good,3
10106154215,10031,Goulburn,1,Good,Good,3
10106154216,10031,Goulburn,1,Good,Good,3
10106154217,10031,Goulburn,1,Good,Good,3
10106154219,10031,Goulburn,1,Good,Good,3
