SA1_CODE_2021,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
60201103809,60105,Bass (Launceston),1,Good,Good,3
60201103810,60113,Bass (Rosevears),1,Good,Good,3
60201103811,60105,Bass (Launceston),0.6230968,Good,Good,3
60201103811,60113,Bass (Rosevears),0.3769032,Good,Good,3
60201103812,60105,Bass (Launceston),1,Good,Good,3
60201103813,60115,Bass (Windermere),1,Good,Good,3
60201103814,60105,Bass (Launceston),1,Good,Good,3
60201103815,60115,Bass (Windermere),1,Good,Good,3
60201103816,60105,Bass (Launceston),1,Good,Good,3
60201103902,60113,Bass (Rosevears),1,Good,Good,3
60201103903,60113,Bass (Rosevears),1,Good,Good,3
60201103904,60113,Bass (Rosevears),1,Good,Good,3
60201103906,60113,Bass (Rosevears),1,Good,Good,3
60201103907,60113,Bass (Rosevears),1,Good,Good,3
60201103908,60113,Bass (Rosevears),1,Good,Good,3
60201103909,60113,Bass (Rosevears),1,Good,Good,3
60201103911,60113,Bass (Rosevears),1,Good,Good,3
60201103912,60113,Bass (Rosevears),1,Good,Good,3
60201103913,60113,Bass (Rosevears),1,Good,Good,3
60201103914,60113,Bass (Rosevears),1,Good,Good,3
60201104001,60115,Bass (Windermere),1,Good,Good,3
60201104002,60115,Bass (Windermere),1,Good,Good,3
60201104003,60115,Bass (Windermere),1,Good,Good,3
60201104004,60115,Bass (Windermere),1,Good,Good,3
60201104005,60115,Bass (Windermere),1,Good,Good,3
60201104006,60115,Bass (Windermere),1,Good,Good,3
60201104007,60115,Bass (Windermere),1,Good,Good,3
60201104008,60115,Bass (Windermere),1,Good,Good,3
60201104009,60115,Bass (Windermere),1,Good,Good,3
60201104010,60115,Bass (Windermere),1,Good,Good,3
60201104011,60115,Bass (Windermere),1,Good,Good,3
60201104101,60115,Bass (Windermere),1,Good,Good,3
60201104102,60115,Bass (Windermere),1,Good,Good,3
60201104103,60115,Bass (Windermere),1,Good,Good,3
60201104104,60115,Bass (Windermere),1,Good,Good,3
60201104105,60115,Bass (Windermere),1,Good,Good,3
60201104106,60115,Bass (Windermere),1,Good,Good,3
60201104107,60115,Bass (Windermere),1,Good,Good,3
60201104108,60115,Bass (Windermere),1,Good,Good,3
60201104109,60115,Bass (Windermere),1,Good,Good,3
60201104110,60115,Bass (Windermere),1,Good,Good,3
60201104111,60115,Bass (Windermere),1,Good,Good,3
60201104112,60115,Bass (Windermere),1,Good,Good,3
60201104113,60115,Bass (Windermere),1,Good,Good,3
60201104114,60115,Bass (Windermere),1,Good,Good,3
60201104116,60115,Bass (Windermere),1,Good,Good,3
60201104117,60115,Bass (Windermere),1,Good,Good,3
60201104118,60115,Bass (Windermere),1,Good,Good,3
60201104119,60115,Bass (Windermere),1,Good,Good,3
60201104120,60115,Bass (Windermere),1,Good,Good,3
60201104121,60115,Bass (Windermere),1,Good,Good,3
60201104122,60115,Bass (Windermere),1,Good,Good,3
60201104123,60115,Bass (Windermere),1,Good,Good,3
60201104124,60115,Bass (Windermere),1,Good,Good,3
60201104125,60115,Bass (Windermere),1,Good,Good,3
60201104201,60105,Bass (Launceston),0.0533205,Good,Good,3
60201104201,60115,Bass (Windermere),0.9466795,Good,Good,3
60201104202,60115,Bass (Windermere),1,Good,Good,3
60201104203,60115,Bass (Windermere),1,Good,Good,3
60201104204,60105,Bass (Launceston),0.8606449,Good,Good,3
60201104204,60115,Bass (Windermere),0.1393551,Good,Good,3
60201104205,60105,Bass (Launceston),1,Good,Good,3
60201104206,60105,Bass (Launceston),1,Good,Good,3
60201104207,60105,Bass (Launceston),1,Good,Good,3
60201104208,60115,Bass (Windermere),1,Good,Good,3
60201104209,60105,Bass (Launceston),1,Good,Good,3
60201104210,60105,Bass (Launceston),1,Good,Good,3
60201104211,60115,Bass (Windermere),1,Good,Good,3
60201104212,60105,Bass (Launceston),1,Good,Good,3
60201104213,60105,Bass (Launceston),1,Good,Good,3
60201104301,60105,Bass (Launceston),1,Good,Good,3
60201104302,60115,Bass (Windermere),1,Good,Good,3
60201104303,60105,Bass (Launceston),1,Good,Good,3
60201104304,60105,Bass (Launceston),1,Good,Good,3
60201104305,60105,Bass (Launceston),1,Good,Good,3
60201104306,60105,Bass (Launceston),1,Good,Good,3
60201104307,60105,Bass (Launceston),0.8791181,Good,Good,3
60201104307,60115,Bass (Windermere),0.1208819,Good,Good,3
60201104308,60105,Bass (Launceston),1,Good,Good,3
60201104309,60105,Bass (Launceston),0.7296172,Good,Good,3
60201104309,60115,Bass (Windermere),0.2703828,Good,Good,3
60201104401,60505,Lyons (Launceston),1,Good,Good,3
60201104402,60113,Bass (Rosevears),2.59E-05,Good,Good,5
60201104402,60505,Lyons (Launceston),0.9999741,Good,Good,3
60201104403,60113,Bass (Rosevears),7.38E-05,Good,Good,5
60201104403,60505,Lyons (Launceston),0.9999262,Good,Good,3
60201104404,60505,Lyons (Launceston),1,Good,Good,3
60201104405,60505,Lyons (Launceston),1,Good,Good,3
60201104406,60505,Lyons (Launceston),1,Good,Good,3
60201104407,60505,Lyons (Launceston),1,Good,Good,3
60201104408,60505,Lyons (Launceston),1,Good,Good,3
60201104409,60505,Lyons (Launceston),1,Good,Good,3
60201104410,60505,Lyons (Launceston),1,Good,Good,3
60201104411,60505,Lyons (Launceston),1,Good,Good,3
60201104412,60505,Lyons (Launceston),1,Good,Good,3
60201104413,60505,Lyons (Launceston),1,Good,Good,3
60201104414,60505,Lyons (Launceston),1,Good,Good,3
60201104415,60505,Lyons (Launceston),1,Good,Good,3
60201104416,60505,Lyons (Launceston),1,Good,Good,3
60201104417,60505,Lyons (Launceston),1,Good,Good,3
60201104418,60505,Lyons (Launceston),1,Good,Good,3
60201104501,60115,Bass (Windermere),1,Good,Good,3
60201104502,60115,Bass (Windermere),1,Good,Good,3
60201104503,60115,Bass (Windermere),1,Good,Good,3
60201104504,60115,Bass (Windermere),1,Good,Good,3
60201104505,60115,Bass (Windermere),1,Good,Good,3
60201104506,60115,Bass (Windermere),1,Good,Good,3
60201104507,60115,Bass (Windermere),1,Good,Good,3
60201104508,60115,Bass (Windermere),1,Good,Good,3
60201104509,60115,Bass (Windermere),1,Good,Good,3
60201104510,60115,Bass (Windermere),1,Good,Good,3
60201104511,60115,Bass (Windermere),1,Good,Good,3
60201104512,60115,Bass (Windermere),1,Good,Good,3
60201104601,60113,Bass (Rosevears),1,Good,Good,3
60201104602,60113,Bass (Rosevears),1,Good,Good,3
60201104603,60113,Bass (Rosevears),1,Good,Good,3
60201104604,60113,Bass (Rosevears),1,Good,Good,3
60201104605,60113,Bass (Rosevears),1,Good,Good,3
60201104606,60113,Bass (Rosevears),1,Good,Good,3
60201104607,60113,Bass (Rosevears),1,Good,Good,3
60201104608,60113,Bass (Rosevears),1,Good,Good,3
60201104609,60113,Bass (Rosevears),1,Good,Good,3
60201104610,60113,Bass (Rosevears),1,Good,Good,3
60201104611,60113,Bass (Rosevears),1,Good,Good,3
60201104612,60113,Bass (Rosevears),1,Good,Good,3
60201104613,60113,Bass (Rosevears),1,Good,Good,3
60201104614,60113,Bass (Rosevears),1,Good,Good,3
60201104615,60113,Bass (Rosevears),1,Good,Good,3
60201104616,60113,Bass (Rosevears),1,Good,Good,3
60201104617,60113,Bass (Rosevears),1,Good,Good,3
60201104701,60105,Bass (Launceston),1,Good,Good,3
60201104702,60105,Bass (Launceston),1,Good,Good,3
60201104703,60105,Bass (Launceston),1,Good,Good,3
60201104704,60105,Bass (Launceston),1,Good,Good,3
60201104705,60105,Bass (Launceston),1,Good,Good,3
60201104706,60105,Bass (Launceston),1,Good,Good,3
60201104707,60105,Bass (Launceston),1,Good,Good,3
60201104708,60113,Bass (Rosevears),1,Good,Good,3
60201104709,60105,Bass (Launceston),1,Good,Good,3
60201104710,60105,Bass (Launceston),1,Good,Good,3
60201104711,60105,Bass (Launceston),1,Good,Good,3
60201104712,60105,Bass (Launceston),1,Good,Good,3
60201104801,60113,Bass (Rosevears),1,Good,Good,3
60201104802,60113,Bass (Rosevears),1,Good,Good,3
60201104803,60113,Bass (Rosevears),1,Good,Good,3
60201104804,60105,Bass (Launceston),1,Good,Good,3
60201104805,60113,Bass (Rosevears),1,Good,Good,3
60201104806,60113,Bass (Rosevears),1,Good,Good,3
60201104807,60113,Bass (Rosevears),1,Good,Good,3
60201104808,60113,Bass (Rosevears),1,Good,Good,3
60201104809,60113,Bass (Rosevears),1,Good,Good,3
60201104810,60113,Bass (Rosevears),1,Good,Good,3
60201104812,60113,Bass (Rosevears),1,Good,Good,3
60201104813,60113,Bass (Rosevears),1,Good,Good,3
60201104814,60113,Bass (Rosevears),0.9999692,Good,Good,3
60201104814,60505,Lyons (Launceston),3.08E-05,Good,Good,5
60201104815,60113,Bass (Rosevears),1,Good,Good,3
60201104901,60113,Bass (Rosevears),1,Good,Good,3
60201104902,60113,Bass (Rosevears),1,Good,Good,3
60201104903,60113,Bass (Rosevears),1,Good,Good,3
60201104904,60113,Bass (Rosevears),1,Good,Good,3
60201104905,60113,Bass (Rosevears),1,Good,Good,3
60201104906,60113,Bass (Rosevears),1,Good,Good,3
60201104907,60113,Bass (Rosevears),1,Good,Good,3
60201104908,60113,Bass (Rosevears),1,Good,Good,3
60201104909,60113,Bass (Rosevears),1,Good,Good,3
60201104910,60113,Bass (Rosevears),1,Good,Good,3
60201104911,60113,Bass (Rosevears),1,Good,Good,3
60201105001,60115,Bass (Windermere),1,Good,Good,3
60201105002,60115,Bass (Windermere),1,Good,Good,3
60201105003,60115,Bass (Windermere),1,Good,Good,3
60201105004,60115,Bass (Windermere),1,Good,Good,3
60201105005,60115,Bass (Windermere),1,Good,Good,3
60201105006,60115,Bass (Windermere),1,Good,Good,3
60201105007,60115,Bass (Windermere),1,Good,Good,3
60201105008,60115,Bass (Windermere),1,Good,Good,3
60201105009,60115,Bass (Windermere),1,Good,Good,3
60201105101,60113,Bass (Rosevears),1,Good,Good,3
60201105102,60113,Bass (Rosevears),1,Good,Good,3
60201105103,60113,Bass (Rosevears),1,Good,Good,3
60201105104,60113,Bass (Rosevears),1,Good,Good,3
60201105105,60113,Bass (Rosevears),1,Good,Good,3
60201105106,60113,Bass (Rosevears),1,Good,Good,3
60201105107,60113,Bass (Rosevears),1,Good,Good,3
60201105108,60113,Bass (Rosevears),1,Good,Good,3
60201105109,60113,Bass (Rosevears),1,Good,Good,3
60201105110,60113,Bass (Rosevears),1,Good,Good,3
60201105111,60113,Bass (Rosevears),1,Good,Good,3
60201105112,60113,Bass (Rosevears),1,Good,Good,3
60201105113,60113,Bass (Rosevears),1,Good,Good,3
60201105114,60113,Bass (Rosevears),1,Good,Good,3
60201105201,60105,Bass (Launceston),1,Good,Good,3
60201105202,60115,Bass (Windermere),1,Good,Good,3
60201105203,60115,Bass (Windermere),1,Good,Good,3
60201105204,60105,Bass (Launceston),1,Good,Good,3
60201105205,60105,Bass (Launceston),1,Good,Good,3
60201105206,60105,Bass (Launceston),1,Good,Good,3
60201105207,60105,Bass (Launceston),1,Good,Good,3
60201105208,60105,Bass (Launceston),1,Good,Good,3
60201105209,60105,Bass (Launceston),1,Good,Good,3
60201105210,60105,Bass (Launceston),1,Good,Good,3
60201105211,60105,Bass (Launceston),1,Good,Good,3
60202105301,60113,Bass (Rosevears),1,Good,Good,3
60202105302,60113,Bass (Rosevears),1,Good,Good,3
60202105303,60113,Bass (Rosevears),1,Good,Good,3
60202105304,60113,Bass (Rosevears),1,Good,Good,3
60202105305,60113,Bass (Rosevears),1,Good,Good,3
60202105306,60113,Bass (Rosevears),1,Good,Good,3
60202105307,60113,Bass (Rosevears),1,Good,Good,3
60202105308,60113,Bass (Rosevears),1,Good,Good,3
60202105309,60113,Bass (Rosevears),1,Good,Good,3
60202105310,60113,Bass (Rosevears),1,Good,Good,3
60202105311,60113,Bass (Rosevears),1,Good,Good,3
60202105312,60113,Bass (Rosevears),1,Good,Good,3
60202105313,60113,Bass (Rosevears),1,Good,Good,3
60202105314,60113,Bass (Rosevears),1,Good,Good,3
60202105401,60506,Lyons (McIntyre),1,Good,Good,3
60202105402,60506,Lyons (McIntyre),1,Good,Good,3
60202105403,60506,Lyons (McIntyre),1,Good,Good,3
60202105404,60506,Lyons (McIntyre),1,Good,Good,3
60202105405,60506,Lyons (McIntyre),1,Good,Good,3
60202105406,60506,Lyons (McIntyre),1,Good,Good,3
60202105407,60506,Lyons (McIntyre),1,Good,Good,3
60202105408,60506,Lyons (McIntyre),1,Good,Good,3
60202105409,60506,Lyons (McIntyre),1,Good,Good,3
60202105410,60506,Lyons (McIntyre),1,Good,Good,3
60202105411,60113,Bass (Rosevears),2.06E-05,Good,Good,5
60202105411,60506,Lyons (McIntyre),0.9999794,Good,Good,3
60202105412,60506,Lyons (McIntyre),1,Good,Good,3
60202105413,60506,Lyons (McIntyre),1,Good,Good,3
60202105414,60506,Lyons (McIntyre),1,Good,Good,3
60202105415,60506,Lyons (McIntyre),1,Good,Good,3
60202105416,60506,Lyons (McIntyre),1,Good,Good,3
60202105417,60506,Lyons (McIntyre),1,Good,Good,3
60202105418,60506,Lyons (McIntyre),1,Good,Good,3
60202105419,60506,Lyons (McIntyre),1,Good,Good,3
60202105420,60506,Lyons (McIntyre),1,Good,Good,3
60202105501,60113,Bass (Rosevears),1,Good,Good,3
60202105502,60113,Bass (Rosevears),1,Good,Good,3
60202105503,60113,Bass (Rosevears),1,Good,Good,3
60202105504,60113,Bass (Rosevears),1,Good,Good,3
60202105505,60113,Bass (Rosevears),1,Good,Good,3
60202105506,60113,Bass (Rosevears),1,Good,Good,3
60202105507,60113,Bass (Rosevears),1,Good,Good,3
60202105508,60113,Bass (Rosevears),1,Good,Good,3
60202105509,60113,Bass (Rosevears),1,Good,Good,3
60202105510,60113,Bass (Rosevears),0.9998103,Good,Good,3
60202105510,60506,Lyons (McIntyre),0.0001897,Good,Good,5
60202105511,60113,Bass (Rosevears),1,Good,Good,3
60202105512,60113,Bass (Rosevears),1,Good,Good,3
60202105513,60113,Bass (Rosevears),1,Good,Good,3
60202105514,60113,Bass (Rosevears),1,Good,Good,3
60202105515,60113,Bass (Rosevears),1,Good,Good,3
60202105601,60505,Lyons (Launceston),1,Good,Good,3
60202105602,60505,Lyons (Launceston),1,Good,Good,3
60202105603,60505,Lyons (Launceston),1,Good,Good,3
60202105604,60505,Lyons (Launceston),1,Good,Good,3
60202105605,60505,Lyons (Launceston),1,Good,Good,3
60202105606,60505,Lyons (Launceston),1,Good,Good,3
60202105607,60506,Lyons (McIntyre),1,Good,Good,3
60202105608,60505,Lyons (Launceston),0.2239967,Good,Good,3
60202105608,60506,Lyons (McIntyre),0.7760033,Good,Good,3
60202105609,60505,Lyons (Launceston),0.6843524,Good,Good,3
60202105609,60506,Lyons (McIntyre),0.3156476,Good,Good,3
60202105701,60506,Lyons (McIntyre),1,Good,Good,3
60202105702,60506,Lyons (McIntyre),1,Good,Good,3
60202105703,60506,Lyons (McIntyre),1,Good,Good,3
60202105704,60506,Lyons (McIntyre),1,Good,Good,3
60202105705,60506,Lyons (McIntyre),1,Good,Good,3
60202105706,60506,Lyons (McIntyre),1,Good,Good,3
60202105707,60506,Lyons (McIntyre),1,Good,Good,3
60202105708,60506,Lyons (McIntyre),1,Good,Good,3
60202105709,60506,Lyons (McIntyre),1,Good,Good,3
60202105710,60113,Bass (Rosevears),0.076001,Good,Good,3
60202105710,60506,Lyons (McIntyre),0.923999,Good,Good,3
60202105711,60506,Lyons (McIntyre),1,Good,Good,3
60202105712,60506,Lyons (McIntyre),1,Good,Good,3
60203105801,60115,Bass (Windermere),1,Good,Good,3
60203105802,60115,Bass (Windermere),1,Good,Good,3
60203105803,60106,Bass (McIntyre),5.20E-05,Good,Good,5
60203105803,60115,Bass (Windermere),0.999948,Good,Good,3
60203105804,60115,Bass (Windermere),0.9554475,Good,Good,3
60203105804,60506,Lyons (McIntyre),0.0445525,Good,Good,3
60203105805,60115,Bass (Windermere),1,Good,Good,3
60203105806,60115,Bass (Windermere),1,Good,Good,3
60203105807,60106,Bass (McIntyre),0.0388746,Good,Good,3
60203105807,60115,Bass (Windermere),0.9611254,Good,Good,3
60203105808,60106,Bass (McIntyre),4.61E-05,Good,Good,5
60203105808,60115,Bass (Windermere),0.9999539,Good,Good,3
60203105809,60115,Bass (Windermere),1,Good,Good,3
60203105810,60115,Bass (Windermere),1,Good,Good,3
60203105811,60115,Bass (Windermere),1,Good,Good,3
60203105812,60115,Bass (Windermere),1,Good,Good,3
60203105901,60115,Bass (Windermere),1,Good,Good,3
60203105902,60115,Bass (Windermere),1,Good,Good,3
60203105903,60115,Bass (Windermere),1,Good,Good,3
60203105904,60115,Bass (Windermere),1,Good,Good,3
60203105905,60115,Bass (Windermere),1,Good,Good,3
60203105906,60115,Bass (Windermere),1,Good,Good,3
60203105907,60115,Bass (Windermere),1,Good,Good,3
60203105908,60115,Bass (Windermere),1,Good,Good,3
60203105909,60115,Bass (Windermere),1,Good,Good,3
60203105910,60115,Bass (Windermere),1,Good,Good,3
60203105911,60115,Bass (Windermere),1,Good,Good,3
60203105912,60113,Bass (Rosevears),4.74E-05,Good,Good,5
60203105912,60115,Bass (Windermere),0.9999526,Good,Good,3
60203105913,60115,Bass (Windermere),1,Good,Good,3
60203105915,60115,Bass (Windermere),1,Good,Good,3
60203105916,60115,Bass (Windermere),1,Good,Good,3
60203105917,60115,Bass (Windermere),1,Good,Good,3
60203105918,60115,Bass (Windermere),1,Good,Good,3
60203105919,60115,Bass (Windermere),1,Good,Good,3
60203105920,60115,Bass (Windermere),1,Good,Good,3
60203105921,60106,Bass (McIntyre),4.87E-05,Good,Good,5
60203105921,60115,Bass (Windermere),0.9999513,Good,Good,3
60203105922,60115,Bass (Windermere),1,Good,Good,3
60203105923,60113,Bass (Rosevears),0.0001176,Good,Good,5
60203105923,60115,Bass (Windermere),0.9998824,Good,Good,3
60203106001,60506,Lyons (McIntyre),1,Good,Good,3
60203106002,60506,Lyons (McIntyre),1,Good,Good,3
60203106003,60506,Lyons (McIntyre),1,Good,Good,3
60203106004,60506,Lyons (McIntyre),1,Good,Good,3
60203106005,60506,Lyons (McIntyre),1,Good,Good,3
60203106006,60506,Lyons (McIntyre),1,Good,Good,3
60203106007,60506,Lyons (McIntyre),1,Good,Good,3
60203106008,60506,Lyons (McIntyre),1,Good,Good,3
60203106009,60506,Lyons (McIntyre),1,Good,Good,3
60203106010,60505,Lyons (Launceston),1,Good,Good,3
60203106101,60512,Lyons (Prosser),1,Good,Good,3
60203106102,60512,Lyons (Prosser),1,Good,Good,3
60203106103,60512,Lyons (Prosser),1,Good,Good,3
60203106104,60512,Lyons (Prosser),1,Good,Good,3
60203106105,60506,Lyons (McIntyre),1,Good,Good,3
60203106106,60506,Lyons (McIntyre),1,Good,Good,3
60203106107,60512,Lyons (Prosser),1,Good,Good,3
60203106108,60506,Lyons (McIntyre),1,Good,Good,3
60203106109,60506,Lyons (McIntyre),1,Good,Good,3
60203106110,60506,Lyons (McIntyre),1,Good,Good,3
60203106111,60506,Lyons (McIntyre),1,Good,Good,3
60203106201,60505,Lyons (Launceston),1,Good,Good,3
60203106202,60506,Lyons (McIntyre),1,Good,Good,3
60203106203,60506,Lyons (McIntyre),1,Good,Good,3
60203106205,60506,Lyons (McIntyre),1,Good,Good,3
60203106206,60506,Lyons (McIntyre),1,Good,Good,3
60203106207,60506,Lyons (McIntyre),1,Good,Good,3
60203106208,60506,Lyons (McIntyre),1,Good,Good,3
60203106209,60505,Lyons (Launceston),1,Good,Good,3
60203106210,60505,Lyons (Launceston),1,Good,Good,3
60203106211,60506,Lyons (McIntyre),1,Good,Good,3
60203106212,60506,Lyons (McIntyre),1,Good,Good,3
60203106213,60506,Lyons (McIntyre),1,Good,Good,3
60203106214,60506,Lyons (McIntyre),1,Good,Good,3
60203106215,60506,Lyons (McIntyre),1,Good,Good,3
60203106216,60506,Lyons (McIntyre),1,Good,Good,3
60203106401,60506,Lyons (McIntyre),1,Good,Good,3
60203106402,60506,Lyons (McIntyre),1,Good,Good,3
60203106403,60506,Lyons (McIntyre),1,Good,Good,3
60203106404,60506,Lyons (McIntyre),1,Good,Good,3
60203106405,60506,Lyons (McIntyre),1,Good,Good,3
60203106406,60506,Lyons (McIntyre),1,Good,Good,3
60203106407,60506,Lyons (McIntyre),1,Good,Good,3
60203106408,60506,Lyons (McIntyre),1,Good,Good,3
60203106409,60506,Lyons (McIntyre),1,Good,Good,3
60203106410,60506,Lyons (McIntyre),1,Good,Good,3
60203106411,60506,Lyons (McIntyre),1,Good,Good,3
60203106412,60506,Lyons (McIntyre),1,Good,Good,3
60203106413,60506,Lyons (McIntyre),1,Good,Good,3
60203106414,60506,Lyons (McIntyre),1,Good,Good,3
60203106415,60506,Lyons (McIntyre),1,Good,Good,3
60203106416,60506,Lyons (McIntyre),1,Good,Good,3
60203106417,60106,Bass (McIntyre),7.27E-05,Good,Good,5
60203106417,60506,Lyons (McIntyre),0.9999273,Good,Good,3
60203106418,60106,Bass (McIntyre),0.375,Good,Good,3
60203106418,60506,Lyons (McIntyre),0.625,Good,Good,3
60203106419,60506,Lyons (McIntyre),1,Good,Good,3
60203106420,60506,Lyons (McIntyre),1,Good,Good,3
60203106421,60506,Lyons (McIntyre),1,Good,Good,3
60203106422,60506,Lyons (McIntyre),1,Good,Good,3
60203109901,60106,Bass (McIntyre),1,Good,Good,3
60203109902,60106,Bass (McIntyre),1,Good,Good,3
60203109903,60106,Bass (McIntyre),1,Good,Good,3
60203109904,60106,Bass (McIntyre),1,Good,Good,3
60203110001,60106,Bass (McIntyre),0.961293,Good,Good,3
60203110001,60506,Lyons (McIntyre),0.038707,Good,Good,3
60203110002,60106,Bass (McIntyre),1,Good,Good,3
60203110003,60106,Bass (McIntyre),1,Good,Good,3
60203110004,60106,Bass (McIntyre),1,Good,Good,3
60203110005,60106,Bass (McIntyre),1,Good,Good,3
60203110006,60106,Bass (McIntyre),0.9695241,Good,Good,3
60203110006,60115,Bass (Windermere),0.0304759,Good,Good,3
60203110007,60106,Bass (McIntyre),1,Good,Good,3
60203110008,60106,Bass (McIntyre),1,Good,Good,3
60203110009,60106,Bass (McIntyre),1,Good,Good,3
60203110010,60106,Bass (McIntyre),1,Good,Good,3
60203110011,60106,Bass (McIntyre),1,Good,Good,3
60203110012,60106,Bass (McIntyre),1,Good,Good,3
60203110013,60106,Bass (McIntyre),1,Good,Good,3
60203110014,60106,Bass (McIntyre),1,Good,Good,3
60203110015,60106,Bass (McIntyre),1,Good,Good,3
60203110016,60106,Bass (McIntyre),0.9999281,Good,Good,3
60203110016,60506,Lyons (McIntyre),7.19E-05,Good,Good,5
60203110017,60106,Bass (McIntyre),1,Good,Good,3
60203110018,60106,Bass (McIntyre),1,Good,Good,3
60203110019,60106,Bass (McIntyre),0.9999379,Good,Good,3
60203110019,60115,Bass (Windermere),6.21E-05,Good,Good,5
60203110020,60106,Bass (McIntyre),1,Good,Good,3
60203110021,60106,Bass (McIntyre),1,Good,Good,3
60203110022,60106,Bass (McIntyre),1,Good,Good,3
60301106501,60501,Lyons (Derwent),1,Good,Good,3
60301106502,60501,Lyons (Derwent),1,Good,Good,3
60301106503,60501,Lyons (Derwent),1,Good,Good,3
60301106504,60501,Lyons (Derwent),1,Good,Good,3
60301106505,60501,Lyons (Derwent),1,Good,Good,3
60301106506,60501,Lyons (Derwent),0.991415,Good,Good,3
60301106506,60512,Lyons (Prosser),0.008585,Good,Good,5
60301106507,60501,Lyons (Derwent),1,Good,Good,3
60301106601,60501,Lyons (Derwent),1,Good,Good,3
60301106602,60501,Lyons (Derwent),1,Good,Good,3
60301106603,60501,Lyons (Derwent),1,Good,Good,3
60301106604,60501,Lyons (Derwent),1,Good,Good,3
60301106605,60501,Lyons (Derwent),1,Good,Good,3
60301106606,60501,Lyons (Derwent),1,Good,Good,3
60301106607,60501,Lyons (Derwent),1,Good,Good,3
60301106608,60501,Lyons (Derwent),1,Good,Good,3
60301106609,60501,Lyons (Derwent),1,Good,Good,3
60301106610,60501,Lyons (Derwent),0.9999515,Good,Good,3
60301106610,60512,Lyons (Prosser),4.85E-05,Good,Good,5
60301106611,60501,Lyons (Derwent),1,Good,Good,3
60301106612,60404,Franklin (Huon),0.0032895,Good,Good,5
60301106612,60501,Lyons (Derwent),0.9967105,Good,Good,3
60301106701,60512,Lyons (Prosser),1,Good,Good,3
60301106702,60512,Lyons (Prosser),1,Good,Good,3
60301106704,60512,Lyons (Prosser),1,Good,Good,3
60301106705,60512,Lyons (Prosser),1,Good,Good,3
60301106706,60512,Lyons (Prosser),1,Good,Good,3
60301106707,60512,Lyons (Prosser),1,Good,Good,3
60301106708,60512,Lyons (Prosser),1,Good,Good,3
60301106710,60512,Lyons (Prosser),1,Good,Good,3
60301106711,60512,Lyons (Prosser),1,Good,Good,3
60301106712,60512,Lyons (Prosser),1,Good,Good,3
60301106713,60512,Lyons (Prosser),1,Good,Good,3
60301106714,60512,Lyons (Prosser),1,Good,Good,3
60301106715,60512,Lyons (Prosser),1,Good,Good,3
60301106716,60512,Lyons (Prosser),1,Good,Good,3
60301106717,60512,Lyons (Prosser),1,Good,Good,3
60301106719,60512,Lyons (Prosser),1,Good,Good,3
60301106720,60512,Lyons (Prosser),1,Good,Good,3
60301106801,60404,Franklin (Huon),0.0905125,Good,Good,3
60301106801,60501,Lyons (Derwent),0.9094875,Good,Good,3
60302106901,60404,Franklin (Huon),1,Good,Good,3
60302106902,60404,Franklin (Huon),1,Good,Good,3
60302106903,60404,Franklin (Huon),1,Good,Good,3
60302106904,60404,Franklin (Huon),1,Good,Good,3
60302106905,60404,Franklin (Huon),1,Good,Good,3
60302106906,60404,Franklin (Huon),1,Good,Good,3
60302106907,60404,Franklin (Huon),1,Good,Good,3
60302106908,60404,Franklin (Huon),1,Good,Good,3
60302106909,60404,Franklin (Huon),1,Good,Good,3
60302107001,60404,Franklin (Huon),1,Good,Good,3
60302107002,60404,Franklin (Huon),1,Good,Good,3
60302107003,60404,Franklin (Huon),1,Good,Good,3
60302107004,60404,Franklin (Huon),1,Good,Good,3
60302107005,60404,Franklin (Huon),1,Good,Good,3
60302107006,60404,Franklin (Huon),1,Good,Good,3
60302107007,60404,Franklin (Huon),1,Good,Good,3
60302107008,60404,Franklin (Huon),1,Good,Good,3
60302107009,60404,Franklin (Huon),1,Good,Good,3
60302107010,60404,Franklin (Huon),1,Good,Good,3
60302107011,60404,Franklin (Huon),1,Good,Good,3
60302107012,60404,Franklin (Huon),1,Good,Good,3
60302107101,60404,Franklin (Huon),1,Good,Good,3
60302107102,60404,Franklin (Huon),1,Good,Good,3
60302107103,60404,Franklin (Huon),1,Good,Good,3
60302107104,60404,Franklin (Huon),1,Good,Good,3
60302107105,60404,Franklin (Huon),1,Good,Good,3
60302107106,60404,Franklin (Huon),1,Good,Good,3
60302107107,60404,Franklin (Huon),1,Good,Good,3
60302107108,60404,Franklin (Huon),1,Good,Good,3
60302107109,60404,Franklin (Huon),1,Good,Good,3
60302107110,60404,Franklin (Huon),1,Good,Good,3
60302107201,60404,Franklin (Huon),1,Good,Good,3
60302107202,60404,Franklin (Huon),1,Good,Good,3
60302107203,60404,Franklin (Huon),1,Good,Good,3
60302107204,60404,Franklin (Huon),1,Good,Good,3
60302107205,60404,Franklin (Huon),1,Good,Good,3
60302107206,60404,Franklin (Huon),1,Good,Good,3
60302107207,60404,Franklin (Huon),1,Good,Good,3
60302107208,60404,Franklin (Huon),1,Good,Good,3
60302107209,60404,Franklin (Huon),1,Good,Good,3
60302107210,60404,Franklin (Huon),1,Good,Good,3
60302107211,60404,Franklin (Huon),1,Good,Good,3
