LOCALITY_PID,LOCALITY_NAME,SED_CODE_2022,SED_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
NSW5048,ANABRANCH SOUTH,10055,Murray,1,Good,Good,0
NSW5049,ANABRANCH NORTH,10055,Murray,1,Good,Good,0
NSW505,BOOROOMA,10085,Wagga Wagga,1,Good,Good,0
NSW5050,RUFUS,10055,Murray,1,Good,Good,0
NSW5051,PINE CAMP,10055,Murray,1,Good,Good,0
NSW5052,MALLEE,10055,Murray,1,Good,Good,0
NSW5053,PARA,10055,Murray,1,Good,Good,0
NSW5054,MOORARA,10055,Murray,1,Good,Good,0
NSW5055,COOMEALLA,10055,Murray,1,Good,Good,0
NSW5056,PARINGI,10055,Murray,1,Good,Good,0
NSW5057,POMONA,10055,Murray,1,Good,Good,0
NSW5058,BOEILL CREEK,10055,Murray,1,Good,Good,0
NSW5059,MOURQUONG,10055,Murray,1,Good,Good,0
NSW506,BOOROORBAN,10055,Murray,1,Good,Good,0
NSW5060,TRENTHAM CLIFFS,10055,Murray,1,Good,Good,0
NSW5062,GOODMANS FORD,10031,Goulburn,1,Good,Good,0
NSW5063,MANDEMAR,10031,Goulburn,1,Good,Good,0
NSW5064,BALACLAVA,10091,Wollondilly,1,Good,Good,0
NSW5065,BARDIA,10048,Macquarie Fields,1,Good,Good,0
NSW5066,LEN WATERS ESTATE,10046,Liverpool,1,Acceptable,Good,0
NSW5067,RENWICK,10091,Wollondilly,1,Good,Good,0
NSW5068,ELIZABETH HILLS,10046,Liverpool,1,Acceptable,Good,0
NSW5069,NORTH BOURKE,10007,Barwon,1,Good,Good,0
NSW507,BOOROWA,10022,Cootamundra,1,Good,Good,0
NSW5070,TWO MILE FLAT,10026,Dubbo,1,Good,Good,0
NSW5071,GUNTAWANG,10026,Dubbo,1,Good,Good,0
NSW5072,ELLERSLIE,10055,Murray,1,Good,Good,0
NSW5073,CARNES HILL,10044,Leppington,1,Good,Good,0
NSW5074,KURRABA POINT,10059,North Shore,1,Good,Good,0
NSW5075,WEST BUNGAWALBIN,10019,Clarence,1,Good,Good,0
NSW5076,GOOD FOREST,10008,Bathurst,1,Good,Good,0
NSW5077,DARETON,10055,Murray,1,Good,Good,0
NSW5078,TOMKI,10019,Clarence,1,Good,Good,0
NSW5079,BEDGERABONG,10062,Orange,1,Good,Good,0
NSW508,BOOTAWA,10056,Myall Lakes,1,Good,Good,0
NSW5080,MANCHESTER SQUARE,10031,Goulburn,1,Good,Good,0
NSW5081,COLLAROY PLATEAU,10066,Pittwater,0.0063663,Good,Good,1
NSW5081,COLLAROY PLATEAU,10087,Wakehurst,0.9936337,Acceptable,Good,0
NSW5082,WHEELER HEIGHTS,10066,Pittwater,0.0004634,Good,Good,1
NSW5082,WHEELER HEIGHTS,10087,Wakehurst,0.9995366,Acceptable,Good,0
NSW5083,PAYTENS BRIDGE,10062,Orange,1,Good,Good,0
NSW5084,BUNGARRIBEE,10010,Blacktown,1,Acceptable,Good,0
NSW5085,GREENHILLS BEACH,10023,Cronulla,1,Acceptable,Good,0
NSW5086,JORDAN SPRINGS,10047,Londonderry,1,Good,Good,0
NSW5087,GLEDSWOOD HILLS,10013,Camden,1,Good,Good,0
NSW5088,WHALE BEACH,10066,Pittwater,1,Good,Good,0
NSW5089,MCCARRS CREEK,10066,Pittwater,1,Good,Good,0
NSW5090,AVALON BEACH,10066,Pittwater,1,Good,Good,0
NSW5091,CURRAWONG BEACH,10066,Pittwater,1,Good,Good,0
NSW5092,LOVETT BAY,10066,Pittwater,1,Good,Good,0
NSW5093,BILGOLA BEACH,10066,Pittwater,1,Good,Good,0
NSW5094,BILGOLA PLATEAU,10066,Pittwater,1,Good,Good,0
NSW5095,CLAREVILLE,10066,Pittwater,1,Good,Good,0
NSW5096,BARWANG,10022,Cootamundra,1,Good,Good,0
NSW5097,BEGGAN BEGGAN,10022,Cootamundra,1,Good,Good,0
NSW5098,BENOLONG,10026,Dubbo,1,Good,Good,0
NSW5099,COONEYS CREEK,10022,Cootamundra,1,Good,Good,0
NSW51,ANAMBAH,10049,Maitland,1,Good,Good,0
NSW510,BOOTI BOOTI,10056,Myall Lakes,1,Good,Good,0
NSW5100,CUNNINGAR,10022,Cootamundra,1,Good,Good,0
NSW5101,CADDENS,10047,Londonderry,1,Good,Good,0
NSW5102,KINGSLAND,10060,Northern Tablelands,1,Good,Good,0
NSW5103,YERRANDERIE,10091,Wollondilly,1,Good,Good,0
NSW5104,WHITLOW,10060,Northern Tablelands,1,Good,Good,0
NSW5105,GRAWIN OPAL FIELDS,10007,Barwon,1,Good,Good,0
NSW5106,METZ,10060,Northern Tablelands,1,Good,Good,0
NSW5107,OAKEY PARK,10008,Bathurst,1,Good,Good,0
NSW5108,DHULURA,10085,Wagga Wagga,1,Good,Good,0
NSW5109,YENGO NATIONAL PARK,10017,Cessnock,1,Good,Good,0
NSW511,BOOYONG,10045,Lismore,1,Good,Good,0
NSW5111,MURRAYS RUN,10017,Cessnock,1,Good,Good,0
NSW5112,FERNANCES CROSSING,10017,Cessnock,1,Good,Good,0
NSW5113,DAIRY ARM,10017,Cessnock,1,Good,Good,0
NSW5115,WATAGAN,10017,Cessnock,1,Good,Good,0
NSW5116,RENO,10022,Cootamundra,1,Good,Good,0
NSW5117,KINVARA,10004,Ballina,1,Good,Good,0
NSW5118,KINGS HILL,10068,Port Stephens,1,Good,Good,0
NSW5119,BARRINGUN,10007,Barwon,1,Good,Good,0
NSW512,BORA RIDGE,10019,Clarence,1,Good,Good,0
NSW5120,NORWEST,10039,Kellyville,1,Acceptable,Good,0
NSW5121,BULLOCKS FLAT,10053,Monaro,1,Good,Good,0
NSW5122,BURRUNGUBUGGE,10053,Monaro,1,Good,Good,0
NSW5123,INGEEGOODBEE,10053,Monaro,1,Good,Good,0
NSW5124,JACOBS RIVER,10053,Monaro,1,Good,Good,0
NSW5125,CREEL BAY,10053,Monaro,1,Good,Good,0
NSW5126,NGARIGO,10053,Monaro,1,Good,Good,0
NSW5127,NORTH KELLYVILLE,10039,Kellyville,1,Acceptable,Good,0
NSW5128,TOLBAR,10001,Albury,0.1666667,Good,Good,0
NSW5128,TOLBAR,10053,Monaro,0.8333333,Good,Good,0
NSW5129,WILSONS VALLEY,10053,Monaro,1,Good,Good,0
NSW513,BORAH CREEK,10079,Tamworth,1,Good,Good,0
NSW5130,KIANDRA,10001,Albury,0.0019927,Good,Good,1
NSW5130,KIANDRA,10053,Monaro,0.9980073,Good,Good,0
NSW5131,GOOANDRA,10053,Monaro,1,Good,Good,0
NSW5132,CHARLOTTE PASS,10053,Monaro,1,Good,Good,0
NSW5133,PERISHER VALLEY,10053,Monaro,1,Good,Good,0
NSW5134,BROKEN DAM,10001,Albury,0.4437037,Good,Good,0
NSW5134,BROKEN DAM,10053,Monaro,0.5562963,Good,Good,0
NSW5135,SMIGGIN HOLES,10053,Monaro,1,Good,Good,0
NSW5136,GUTHEGA,10053,Monaro,1,Good,Good,0
NSW5137,BLUE COW,10053,Monaro,1,Good,Good,0
NSW5138,MUNYANG,10001,Albury,1,Good,Good,0
NSW5139,NUNGAR,10053,Monaro,1,Good,Good,0
NSW514,BORAMBIL,10079,Tamworth,1,Good,Good,0
NSW5140,THREDBO,10053,Monaro,1,Good,Good,0
NSW5141,CROWDY BAY,10067,Port Macquarie,1,Good,Good,0
NSW5142,HYDES CREEK,10063,Oxley,1,Good,Good,0
NSW5143,COBBORA,10007,Barwon,1,Good,Good,0
NSW5144,GABLES,10033,Hawkesbury,1,Good,Good,0
NSW5145,MELONBA,10047,Londonderry,1,Good,Good,0
NSW5146,ANGUS,10047,Londonderry,1,Good,Good,0
NSW5147,NIRIMBA FIELDS,10070,Riverstone,1,Good,Good,0
NSW5148,GRANTHAM FARM,10070,Riverstone,1,Good,Good,0
NSW5149,RICHARDS,10070,Riverstone,1,Good,Good,0
NSW515,BORAMBOLA,10085,Wagga Wagga,1,Good,Good,0
NSW5150,TALLAWONG,10070,Riverstone,1,Good,Good,0
NSW516,BORDER RANGES,10045,Lismore,1,Good,Good,0
NSW517,BOREE,10062,Orange,1,Good,Good,0
NSW518,BOREE CREEK,10022,Cootamundra,0.1690399,Good,Good,0
NSW518,BOREE CREEK,10085,Wagga Wagga,0.2076072,Good,Good,0
NSW518,BOREE CREEK,10001,Albury,0.6233529,Good,Good,0
NSW519,BORENORE,10062,Orange,1,Good,Good,0
NSW52,ANDO,10053,Monaro,1,Good,Good,0
NSW520,BORO,10053,Monaro,1,Good,Good,0
NSW521,BOSSLEY PARK,10012,Cabramatta,1,Good,Good,0
NSW522,BOSTOBRICK,10063,Oxley,1,Good,Good,0
NSW523,BOTANY,10051,Maroubra,1,Good,Good,0
NSW524,BOTANY BAY,10023,Cronulla,0.0016254,Acceptable,Good,1
NSW524,BOTANY BAY,10035,Heffron,0.2092186,Good,Good,0
NSW524,BOTANY BAY,10051,Maroubra,0.2899106,Good,Good,0
NSW524,BOTANY BAY,10071,Rockdale,0.4978521,Good,Good,0
NSW524,BOTANY BAY,,,0.0013932,Poor,Good,2
NSW525,BOTOBOLAR,10008,Bathurst,0.0121747,Good,Good,0
NSW525,BOTOBOLAR,10026,Dubbo,0.9878253,Good,Good,0
NSW526,BOTTLE CREEK,10045,Lismore,1,Good,Good,0
NSW527,BOUDDI,10080,Terrigal,1,Good,Good,0
NSW528,BOURBAH,10007,Barwon,1,Good,Good,0
NSW529,BOURKE,10007,Barwon,1,Good,Good,0
NSW53,ANEMBO,10053,Monaro,1,Good,Good,0
NSW530,BOURKELANDS,10085,Wagga Wagga,1,Good,Good,0
NSW531,BOURNDA,10009,Bega,1,Good,Good,0
NSW532,BOURNEWOOD,10026,Dubbo,1,Good,Good,0
NSW533,BOW BOWING,10048,Macquarie Fields,1,Good,Good,0
NSW534,BOWAN PARK,10062,Orange,1,Good,Good,0
NSW535,BOWEN MOUNTAIN,10033,Hawkesbury,1,Good,Good,0
NSW536,BOWENFELS,10008,Bathurst,1,Good,Good,0
NSW537,BOWLING ALLEY POINT,10079,Tamworth,1,Good,Good,0
NSW538,BOWMAN,10083,Upper Hunter,1,Good,Good,0
NSW539,BOWMAN FARM,10083,Upper Hunter,1,Good,Good,0
NSW540,BOWMANS CREEK,10083,Upper Hunter,1,Good,Good,0
NSW541,BOWNA,10001,Albury,1,Good,Good,0
NSW542,BOWNING,10031,Goulburn,1,Good,Good,0
NSW543,BOWRAL,10091,Wollondilly,1,Good,Good,0
NSW544,BOWRAVILLE,10063,Oxley,1,Good,Good,0
NSW545,BOX HEAD,10080,Terrigal,0.4444444,Good,Good,0
NSW545,BOX HEAD,10030,Gosford,0.5555556,Good,Good,0
NSW546,BOX HILL,10033,Hawkesbury,1,Good,Good,0
NSW548,BOXERS CREEK,10031,Goulburn,1,Good,Good,0
NSW549,BOYDTOWN,10009,Bega,1,Good,Good,0
NSW55,ANGLEDALE,10009,Bega,1,Good,Good,0
NSW550,BRADBURY,10014,Campbelltown,1,Good,Good,0
NSW551,BRAEFIELD,10079,Tamworth,1,Good,Good,0
NSW552,BRAEMAR,10091,Wollondilly,1,Good,Good,0
NSW553,BRAEMAR BAY,10053,Monaro,1,Good,Good,0
NSW554,BRAIDWOOD,10053,Monaro,1,Good,Good,0
NSW555,BRANDY HILL,10068,Port Stephens,1,Good,Good,0
NSW556,BRANXTON,10017,Cessnock,0.0329887,Good,Good,0
NSW556,BRANXTON,10083,Upper Hunter,0.9670113,Good,Good,0
NSW557,BRAUNSTONE,10019,Clarence,1,Good,Good,0
NSW558,BRAWBOY,10083,Upper Hunter,1,Good,Good,0
NSW559,BRAY PARK,10045,Lismore,1,Good,Good,0
NSW56,ANGLEDOOL,10007,Barwon,1,Good,Good,0
NSW560,BRAYS CREEK,10045,Lismore,1,Good,Good,0
NSW561,BRAYTON,10031,Goulburn,1,Good,Good,0
NSW562,BREADALBANE,10031,Goulburn,1,Good,Good,0
NSW563,BREAKFAST CREEK,10008,Bathurst,1,Good,Good,0
NSW564,BREAKFAST POINT,10025,Drummoyne,1,Good,Good,0
NSW565,BREAM BEACH,10074,South Coast,1,Good,Good,0
NSW566,BREDBO,10053,Monaro,1,Good,Good,0
NSW567,BREELONG,10007,Barwon,1,Good,Good,0
NSW568,BREEZA,10079,Tamworth,1,Good,Good,0
NSW569,BRETTI,10083,Upper Hunter,1,Good,Good,0
NSW57,ANGLERS REACH,10053,Monaro,1,Good,Good,0
NSW570,BREWARRINA,10007,Barwon,1,Good,Good,0
NSW571,BREWONGLE,10008,Bathurst,1,Good,Good,0
NSW572,BRIARBROOK,10060,Northern Tablelands,1,Good,Good,0
NSW573,BRIBBAREE,10022,Cootamundra,1,Good,Good,0
NSW574,BRIDGMAN,10083,Upper Hunter,1,Good,Good,0
NSW575,BRIERFIELD,10063,Oxley,1,Good,Good,0
NSW576,BRIGHTON-LE-SANDS,10071,Rockdale,1,Good,Good,0
NSW577,BRIGHTWATERS,10042,Lake Macquarie,1,Good,Good,0
NSW578,BRIL BRIL,10063,Oxley,1,Good,Good,0
NSW579,BRIMBIN,10056,Myall Lakes,1,Good,Good,0
NSW58,ANGOURIE,10019,Clarence,1,Good,Good,0
NSW580,BRINDABELLA,10031,Goulburn,0.0004155,Good,Good,1
NSW580,BRINDABELLA,10085,Wagga Wagga,0.9995845,Good,Good,0
NSW581,BRINERVILLE,10063,Oxley,1,Good,Good,0
NSW582,BRINGELLY,10003,Badgerys Creek,1,Good,Good,0
NSW583,BRINGENBRONG,10001,Albury,1,Good,Good,0
NSW584,BRISBANE GROVE,10031,Goulburn,1,Good,Good,0
NSW585,BROADMEADOW,10018,Charlestown,0.0043842,Acceptable,Good,1
NSW585,BROADMEADOW,10057,Newcastle,0.9956158,Good,Good,0
NSW586,BROADWATER,10045,Lismore,0.0760434,Good,Good,0
NSW586,BROADWATER,10019,Clarence,0.9239566,Good,Good,0
NSW587,BROADWATER,10009,Bega,1,Good,Good,0
NSW588,BROADWAY,10031,Goulburn,1,Good,Good,0
NSW589,BROBENAH,10022,Cootamundra,1,Good,Good,0
NSW59,ANNA BAY,10068,Port Stephens,1,Good,Good,0
NSW590,BROCKLEHURST,10026,Dubbo,1,Good,Good,0
NSW591,BROCKLESBY,10001,Albury,1,Good,Good,0
NSW592,BROCKLEY,10060,Northern Tablelands,1,Good,Good,0
NSW593,BRODIES PLAINS,10060,Northern Tablelands,1,Good,Good,0
NSW594,BROGANS CREEK,10008,Bathurst,1,Good,Good,0
NSW595,BROGERS CREEK,10040,Kiama,1,Good,Good,0
NSW596,BROGO,10009,Bega,1,Good,Good,0
NSW597,BROKE,10083,Upper Hunter,1,Good,Good,0
NSW598,BROKEN HEAD,10004,Ballina,1,Good,Good,0
NSW599,BROKEN HILL,10007,Barwon,1,Good,Good,0
NSW6,ABERDARE,10017,Cessnock,1,Good,Good,0
NSW60,ANNANDALE,10005,Balmain,1,Good,Good,0
NSW600,BROMBIN,10063,Oxley,1,Good,Good,0
NSW601,BRONTE,10021,Coogee,1,Acceptable,Good,0
NSW602,BROOKDALE,10085,Wagga Wagga,1,Good,Good,0
NSW603,BROOKFIELD,10083,Upper Hunter,1,Good,Good,0
NSW604,BROOKLANA,10020,Coffs Harbour,1,Good,Good,0
NSW605,BROOKLET,10004,Ballina,1,Good,Good,0
NSW606,BROOKLYN,10037,Hornsby,1,Acceptable,Good,0
NSW607,BROOKONG,10085,Wagga Wagga,1,Good,Good,0
NSW608,BROOKVALE,10050,Manly,0.0312594,Good,Good,0
NSW608,BROOKVALE,10087,Wakehurst,0.9687406,Acceptable,Good,0
NSW609,BROOMAN,10074,South Coast,1,Good,Good,0
NSW61,ANNANGROVE,10016,Castle Hill,1,Acceptable,Good,0
NSW610,BROOMS HEAD,10019,Clarence,1,Good,Good,0
NSW611,BROUGHAMS GATE,10007,Barwon,1,Good,Good,0
NSW612,BROUGHTON,10040,Kiama,1,Good,Good,0
NSW613,BROUGHTON VALE,10040,Kiama,1,Good,Good,0
NSW614,BROUGHTON VILLAGE,10040,Kiama,1,Good,Good,0
NSW615,BROULEE,10009,Bega,1,Good,Good,0
NSW616,BROWNLOW HILL,10091,Wollondilly,1,Good,Good,0
NSW617,BROWNS CREEK,10008,Bathurst,1,Good,Good,0
NSW618,BROWNS MOUNTAIN,10040,Kiama,1,Good,Good,0
NSW619,BROWNSVILLE,10092,Wollongong,1,Good,Good,0
NSW62,APPIN,10034,Heathcote,1.60E-06,Good,Good,1
NSW62,APPIN,10091,Wollondilly,0.0007466,Good,Good,1
NSW62,APPIN,10014,Campbelltown,0.9992519,Good,Good,0
NSW621,BRUCEDALE,10085,Wagga Wagga,1,Good,Good,0
NSW622,BRUIE PLAINS,10062,Orange,1,Good,Good,0
NSW623,BRUINBUN,10008,Bathurst,1,Good,Good,0
NSW624,BRUMBY PLAINS,10045,Lismore,1,Good,Good,0
NSW625,BRUNDEE,10074,South Coast,1,Good,Good,0
NSW626,BRUNGLE,10085,Wagga Wagga,1,Good,Good,0
NSW627,BRUNGLE CREEK,10085,Wagga Wagga,1,Good,Good,0
NSW628,BRUNKERVILLE,10017,Cessnock,1,Good,Good,0
NSW629,BRUNSWICK HEADS,10004,Ballina,1,Good,Good,0
NSW63,APPLE TREE FLAT,10026,Dubbo,1,Good,Good,0
NSW630,BRUSHGROVE,10019,Clarence,1,Good,Good,0
NSW631,BRUSHY CREEK,10060,Northern Tablelands,1,Good,Good,0
NSW633,BUANGLA,10040,Kiama,1,Good,Good,0
NSW634,BUCCA,10020,Coffs Harbour,1,Good,Good,0
NSW635,BUCCA WAUKA,10056,Myall Lakes,1,Good,Good,0
NSW636,BUCCARUMBI,10019,Clarence,1,Good,Good,0
NSW637,BUCHANAN,10017,Cessnock,1,Good,Good,0
NSW638,BUCKAJO,10009,Bega,1,Good,Good,0
NSW639,BUCKAROO,10026,Dubbo,1,Good,Good,0
NSW64,APPLEBY,10079,Tamworth,1,Good,Good,0
NSW640,BUCKENBOWRA,10009,Bega,1,Good,Good,0
NSW641,BUCKENDERRA,10053,Monaro,1,Good,Good,0
NSW642,BUCKENDOON,10045,Lismore,1,Good,Good,0
NSW643,BUCKETTY,10033,Hawkesbury,6.02E-05,Good,Good,1
NSW643,BUCKETTY,10017,Cessnock,0.9999398,Good,Good,0
NSW644,BUCKRA BENDINNI,10063,Oxley,1,Good,Good,0
NSW645,BUDAWANG,10074,South Coast,0.0006653,Good,Good,1
NSW645,BUDAWANG,10053,Monaro,0.9993347,Good,Good,0
NSW646,BUDDABADAH,10007,Barwon,1,Good,Good,0
NSW647,BUDDEN,10008,Bathurst,1,Good,Good,0
NSW648,BUDDEROO,10040,Kiama,1,Good,Good,0
NSW649,BUDDONG,10085,Wagga Wagga,1,Good,Good,0
NSW65,APPLETREE FLAT,10083,Upper Hunter,1,Good,Good,0
NSW650,BUDGEE BUDGEE,10026,Dubbo,1,Good,Good,0
NSW651,BUDGEWOI,10077,Swansea,1,Good,Good,0
NSW652,BUDGEWOI PENINSULA,10077,Swansea,1,Good,Good,0
NSW653,BUDGONG,10040,Kiama,1,Good,Good,0
NSW654,BUFF POINT,10077,Swansea,1,Good,Good,0
NSW655,BUGALDIE,10007,Barwon,1,Good,Good,0
NSW656,BUKALONG,10053,Monaro,1,Good,Good,0
NSW657,BUKKULLA,10060,Northern Tablelands,1,Good,Good,0
NSW658,BULAHDELAH,10056,Myall Lakes,1,Good,Good,0
NSW659,BULEE,10040,Kiama,1,Good,Good,0
NSW66,APSLEY,10026,Dubbo,1,Good,Good,0
NSW660,BULGA,10083,Upper Hunter,1,Good,Good,0
NSW661,BULGA FOREST,10056,Myall Lakes,1,Good,Good,0
NSW662,BULGARY,10085,Wagga Wagga,1,Good,Good,0
NSW663,BULLA,10007,Barwon,1,Good,Good,0
NSW664,BULLA CREEK,10022,Cootamundra,1,Good,Good,0
NSW665,BULLABURRA,10011,Blue Mountains,1,Good,Good,0
NSW666,BULLAGREEN,10007,Barwon,1,Good,Good,0
NSW667,BULLARAH,10060,Northern Tablelands,1,Good,Good,0
NSW668,BULLATALE,10055,Murray,1,Good,Good,0
NSW669,BULLAWA CREEK,10007,Barwon,1,Good,Good,0
NSW67,ARABLE,10053,Monaro,1,Good,Good,0
NSW670,BULLDOG,10019,Clarence,1,Good,Good,0
NSW671,BULLI,10038,Keira,0.1314218,Good,Good,0
NSW671,BULLI,10034,Heathcote,0.8685782,Good,Good,0
NSW672,BULLIAC,10083,Upper Hunter,1,Good,Good,0
NSW673,BULLIO,10031,Goulburn,1,Good,Good,0
NSW674,BULYEROI,10007,Barwon,1,Good,Good,0
NSW675,BUMBALDRY,10022,Cootamundra,1,Good,Good,0
NSW676,BUMBALONG,10053,Monaro,1,Good,Good,0
NSW677,BUMBERRY,10062,Orange,1,Good,Good,0
NSW678,BUNDABAH,10068,Port Stephens,1,Good,Good,0
NSW68,ARAKOON,10063,Oxley,1,Good,Good,0
NSW680,BUNDAGEN,10020,Coffs Harbour,1,Good,Good,0
NSW681,BUNDANOON,10031,Goulburn,1,Good,Good,0
NSW682,BUNDARRA,10079,Tamworth,0.0179479,Good,Good,0
NSW682,BUNDARRA,10060,Northern Tablelands,0.9820521,Good,Good,0
NSW683,BUNDEENA,10034,Heathcote,1,Good,Good,0
NSW684,BUNDELLA,10079,Tamworth,1,Good,Good,0
NSW685,BUNDEMAR,10026,Dubbo,0.2572816,Good,Good,0
NSW685,BUNDEMAR,10007,Barwon,0.7427184,Good,Good,0
NSW686,BUNDEWALLAH,10040,Kiama,1,Good,Good,0
NSW688,BUNDOOK,10083,Upper Hunter,1,Good,Good,0
NSW689,BUNDURE,10055,Murray,1,Good,Good,0
NSW69,ARALUEN,10053,Monaro,1,Good,Good,0
NSW690,BUNGABA,10026,Dubbo,1,Good,Good,0
NSW691,BUNGABBEE,10045,Lismore,1,Good,Good,0
NSW692,BUNGALORA,10082,Tweed,1,Good,Good,0
NSW693,BUNGARBY,10053,Monaro,1,Good,Good,0
NSW694,BUNGAWALBIN,10019,Clarence,1,Good,Good,0
NSW695,BUNGENDORE,10053,Monaro,1,Good,Good,0
NSW697,BUNGONIA,10031,Goulburn,1,Good,Good,0
NSW698,BUNGOWANNAH,10001,Albury,1,Good,Good,0
NSW70,ARATULA,10055,Murray,1,Good,Good,0
NSW700,BUNGWAHL,10056,Myall Lakes,1,Good,Good,0
NSW701,BUNNALOO,10055,Murray,1,Good,Good,0
NSW702,BUNNAN,10083,Upper Hunter,1,Good,Good,0
NSW703,BUNYAH,10056,Myall Lakes,1,Good,Good,0
NSW704,BUNYAN,10053,Monaro,1,Good,Good,0
NSW705,BURCHER,10007,Barwon,1,Good,Good,0
NSW706,BUREEN,10083,Upper Hunter,1,Good,Good,0
NSW707,BURNT BRIDGE,10063,Oxley,1,Good,Good,0
NSW708,BURNT YARDS,10008,Bathurst,1,Good,Good,0
NSW709,BURONGA,10055,Murray,1,Good,Good,0
NSW71,ARCADIA,10037,Hornsby,1,Acceptable,Good,0
NSW710,BURRA,10053,Monaro,1,Good,Good,0
NSW711,BURRA,10001,Albury,1,Good,Good,0
NSW712,BURRA CREEK,10022,Cootamundra,1,Good,Good,0
NSW714,BURRABOI,10055,Murray,1,Good,Good,0
NSW715,BURRADOO,10091,Wollondilly,1,Good,Good,0
NSW716,BURRAGA,10008,Bathurst,1,Good,Good,0
NSW717,BURRAGATE,10009,Bega,1,Good,Good,0
NSW718,BURRANDANA,10085,Wagga Wagga,1,Good,Good,0
NSW719,BURRANGONG,10022,Cootamundra,1,Good,Good,0
NSW72,ARCADIA VALE,10042,Lake Macquarie,1,Good,Good,0
NSW720,BURRAPINE,10063,Oxley,1,Good,Good,0
NSW721,BURRAWANG,10031,Goulburn,1,Good,Good,0
NSW722,BURRELL CREEK,10056,Myall Lakes,1,Good,Good,0
NSW723,BURREN JUNCTION,10007,Barwon,1,Good,Good,0
NSW724,BURRIER,10040,Kiama,1,Good,Good,0
NSW725,BURRILL LAKE,10074,South Coast,1,Good,Good,0
NSW726,BURRINGBAR,10082,Tweed,1,Good,Good,0
NSW727,BURRINJUCK,10031,Goulburn,1,Good,Good,0
NSW728,BURROWAY,10026,Dubbo,1,Good,Good,0
NSW729,BURRUMBUTTOCK,10001,Albury,1,Good,Good,0
NSW73,ARDGLEN,10079,Tamworth,1,Good,Good,0
NSW730,BURRUNDULLA,10026,Dubbo,1,Good,Good,0
NSW731,BURWOOD,10075,Strathfield,1,Good,Good,0
NSW732,BURWOOD HEIGHTS,10075,Strathfield,1,Good,Good,0
NSW733,BUSBY,10046,Liverpool,1,Acceptable,Good,0
NSW734,BUSBYS FLAT,10019,Clarence,1,Good,Good,0
NSW735,BUSHELLS RIDGE,10093,Wyong,1,Good,Good,0
NSW737,BUTTABA,10042,Lake Macquarie,1,Good,Good,0
NSW738,BUTTAI,10017,Cessnock,1,Good,Good,0
NSW739,BUTTERWICK,10068,Port Stephens,1,Good,Good,0
NSW74,ARDING,10060,Northern Tablelands,1,Good,Good,0
NSW740,BUXTON,10091,Wollondilly,1,Good,Good,0
NSW741,BYABARRA,10063,Oxley,1,Good,Good,0
NSW742,BYADBO WILDERNESS,10053,Monaro,1,Good,Good,0
NSW743,BYANGUM,10045,Lismore,1,Good,Good,0
NSW744,BYLONG,10008,Bathurst,1,Good,Good,0
NSW745,BYNG,10062,Orange,1,Good,Good,0
NSW746,BYROCK,10007,Barwon,1,Good,Good,0
NSW747,BYRON BAY,10004,Ballina,1,Good,Good,0
NSW748,BYRRILL CREEK,10045,Lismore,1,Good,Good,0
NSW749,BYWONG,10031,Goulburn,0.0577703,Good,Good,0
NSW749,BYWONG,10053,Monaro,0.9422297,Good,Good,0
NSW75,ARDLETHAN,10022,Cootamundra,1,Good,Good,0
NSW750,CABARITA,10025,Drummoyne,1,Good,Good,0
NSW751,CABARITA BEACH,10082,Tweed,1,Good,Good,0
NSW752,CABBAGE TREE ISLAND,10056,Myall Lakes,1,Good,Good,0
NSW753,CABBAGE TREE ISLAND,10004,Ballina,1,Good,Good,0
NSW754,CABRAMATTA,10012,Cabramatta,1,Good,Good,0
NSW755,CABRAMATTA WEST,10012,Cabramatta,1,Good,Good,0
NSW756,CABRAMURRA,10085,Wagga Wagga,0.0002081,Good,Good,1
NSW756,CABRAMURRA,10001,Albury,0.9997919,Good,Good,0
NSW757,CADGEE,10009,Bega,1,Good,Good,0
NSW758,CADIA,10062,Orange,1,Good,Good,0
NSW759,CAERLEON,10026,Dubbo,1,Good,Good,0
NSW76,ARGALONG,10085,Wagga Wagga,1,Good,Good,0
NSW760,CAFFREYS FLAT,10056,Myall Lakes,1,Good,Good,0
NSW761,CAIRNCROSS,10063,Oxley,1,Good,Good,0
NSW762,CALALA,10079,Tamworth,1,Good,Good,0
NSW763,CALAMIA,10019,Clarence,1,Good,Good,0
NSW765,CALDERWOOD,10040,Kiama,1,Good,Good,0
NSW766,CALDWELL,10055,Murray,1,Good,Good,0
NSW767,CALGA,10030,Gosford,1,Good,Good,0
NSW768,CALIFAT,10085,Wagga Wagga,1,Good,Good,0
NSW769,CALIMO,10055,Murray,1,Good,Good,0
NSW77,ARGENTON,10042,Lake Macquarie,1,Good,Good,0
NSW770,CALLAGHAN,10088,Wallsend,1,Good,Good,0
NSW771,CALLAGHANS CREEK,10083,Upper Hunter,1,Good,Good,0
NSW772,CALLALA BAY,10074,South Coast,1,Good,Good,0
NSW773,CALLALA BEACH,10074,South Coast,1,Good,Good,0
NSW774,CALLIOPE,10019,Clarence,1,Good,Good,0
NSW775,CALOOLA,10008,Bathurst,1,Good,Good,0
NSW776,CAMBALONG,10053,Monaro,1,Good,Good,0
NSW777,CAMBERWELL,10083,Upper Hunter,1,Good,Good,0
