SSC_CODE_2016,SSC_NAME_2016,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30403,Buaraba South,30401,Buaraba South,1,Good,Good,0
30404,Bucasia,30402,Bucasia,0.9896942,Good,Good,0
30404,Bucasia,32495,Rural View,0.0103058,Good,Good,0
30405,Bucca (Qld),30403,Bucca (Qld),1,Good,Good,0
30406,Buccan,30404,Buccan,1,Good,Good,0
30407,Buckingham (Qld),30405,Buckingham (Qld),1,Good,Good,0
30408,Buckland (Qld),30406,Buckland (Qld),1,Good,Good,0
30409,Buddina,30407,Buddina,1,Good,Good,0
30410,Buderim,30408,Buderim,1,Good,Good,0
30411,Budgee,30409,Budgee,1,Good,Good,0
30412,Bukali,30410,Bukali,1,Good,Good,0
30413,Bulgun,30411,Bulgun,1,Good,Good,0
30414,Bulimba,30412,Bulimba,1,Good,Good,0
30415,Bullawarra,32782,Thargomindah,1,Good,Good,0
30416,Bullcamp,30413,Bullcamp,1,Good,Good,0
30417,Bulleringa,30414,Bulleringa,1,Good,Good,0
30418,Bulli Creek,30415,Bulli Creek,1,Good,Good,0
30419,Bulloo Downs,30416,Bulloo Downs,1,Good,Good,0
30420,Bullyard,30417,Bullyard,1,Good,Good,0
30421,Bulwer,30418,Bulwer,1,Good,Good,0
30422,Bunburra,30419,Bunburra,1,Good,Good,0
30423,Bundaberg Central,30420,Bundaberg Central,1,Good,Good,0
30424,Bundaberg East,30421,Bundaberg East,1,Good,Good,0
30425,Bundaberg North,30422,Bundaberg North,1,Good,Good,0
30426,Bundaberg South,30423,Bundaberg South,1,Good,Good,0
30427,Bundaberg West,30424,Bundaberg West,1,Good,Good,0
30428,Bundall,30425,Bundall,1,Good,Good,0
30429,Bundamba,30426,Bundamba,1,Good,Good,0
30430,Bundi,30427,Bundi,0.9997371,Good,Good,0
30430,Bundi,33228,Yuleba North,0.0002629,Good,Good,1
30431,Bundoora (Qld),30428,Bundoora (Qld),1,Good,Good,0
30432,Bungaban,30429,Bungaban,1,Good,Good,0
30433,Bungadoo,30430,Bungadoo,1,Good,Good,0
30434,Bungalow,30431,Bungalow,1,Good,Good,0
30435,Bungeworgorai,30432,Bungeworgorai,1,Good,Good,0
30436,Bungil (Qld),30433,Bungil (Qld),1,Good,Good,0
30437,Bungundarra,30434,Bungundarra,1,Good,Good,0
30438,Bungunya,30435,Bungunya,1,Good,Good,0
30439,Bunjurgen,30436,Bunjurgen,1,Good,Good,0
30440,Bunya,30437,Bunya,1,Good,Good,0
30441,Bunya Creek,30438,Bunya Creek,1,Good,Good,0
30442,Bunya Mountains,30439,Bunya Mountains,1,Good,Good,0
30443,Burbank,30440,Burbank,1,Good,Good,0
30444,Burdell,30441,Burdell,1,Good,Good,0
30445,Burgowan,30442,Burgowan,1,Good,Good,0
30446,Burketown,30443,Burketown,1,Good,Good,0
30447,Burleigh,30444,Burleigh,1,Good,Good,0
30448,Burleigh Heads,30445,Burleigh Heads,1,Good,Good,0
30449,Burleigh Waters,30446,Burleigh Waters,1,Good,Good,0
30450,Burncluith,30447,Burncluith,1,Good,Good,0
30451,Burnett Creek,30448,Burnett Creek,1,Good,Good,0
30452,Burnett Heads,30449,Burnett Heads,1,Good,Good,0
30453,Burnside (Qld),30450,Burnside (Qld),1,Good,Good,0
30454,Burpengary,30451,Burpengary,1,Good,Good,0
30455,Burpengary East,30452,Burpengary East,1,Good,Good,0
30456,Burra Burri,30453,Burra Burri,1,Good,Good,0
30457,Burrar Islet,30454,Burrar Islet,1,Good,Good,0
30458,Burrum Heads,30455,Burrum Heads,1,Good,Good,0
30459,Burrum River,30456,Burrum River,1,Good,Good,0
30460,Burrum Town,30457,Burrum Town,1,Good,Good,0
30461,Burton (Qld),30458,Burton (Qld),1,Good,Good,0
30462,Burua,30459,Burua,1,Good,Good,0
30463,Bushland Beach,30460,Bushland Beach,1,Good,Good,0
30464,Bushley,30461,Bushley,1,Good,Good,0
30465,Butchers Creek,30462,Butchers Creek,1,Good,Good,0
30466,Buxton (Qld),30463,Buxton (Qld),1,Good,Good,0
30467,Bybera,30464,Bybera,1,Good,Good,0
30468,Byee,30465,Byee,1,Good,Good,0
30469,Byellee,30466,Byellee,1,Good,Good,0
30470,Byfield,30467,Byfield,1,Good,Good,0
30471,Bymount,30468,Bymount,1,Good,Good,0
30472,Byrnestown,30469,Byrnestown,1,Good,Good,0
30473,Cabarlah,30470,Cabarlah,1,Good,Good,0
30474,Caboolture,30471,Caboolture,1,Good,Good,0
30475,Caboolture South,30472,Caboolture South,0.9965859,Good,Good,0
30475,Caboolture South,31913,Morayfield,0.0034141,Good,Good,1
30476,Caboonbah,30473,Caboonbah,1,Good,Good,0
30477,Cadarga,30474,Cadarga,1,Good,Good,0
30478,Caffey,30475,Caffey,1,Good,Good,0
30479,Cainbable,30476,Cainbable,1,Good,Good,0
30480,Cairdbeign,30477,Cairdbeign,1,Good,Good,0
30481,Cairns City,30478,Cairns City,1,Good,Good,0
30482,Cairns North,30479,Cairns North,1,Good,Good,0
30483,Calamvale,30480,Calamvale,1,Good,Good,0
30484,Calavos,30481,Calavos,1,Good,Good,0
30485,Calcium,30482,Calcium,1,Good,Good,0
30486,Caldervale,30483,Caldervale,1,Good,Good,0
30487,Calen,30484,Calen,1,Good,Good,0
30488,Calgoa,30485,Calgoa,1,Good,Good,0
30489,Calico Creek,30486,Calico Creek,1,Good,Good,0
30490,Calingunee,30487,Calingunee,1,Good,Good,0
30491,Callandoon,30488,Callandoon,1,Good,Good,0
30492,Callemondah,30489,Callemondah,1,Good,Good,0
30493,Callide,30490,Callide,1,Good,Good,0
30494,Calliope (Qld),30491,Calliope (Qld),1,Good,Good,0
30495,Caloundra,30492,Caloundra,1,Good,Good,0
30496,Caloundra West,30159,Baringa,0.0056519,Poor,Good,1
30496,Caloundra West,30493,Caloundra West,0.9943481,Good,Good,0
30497,Calvert (Qld),30494,Calvert (Qld),1,Good,Good,0
30498,Camboon (Qld),30495,Camboon (Qld),1,Good,Good,0
30499,Cambooya,30496,Cambooya,1,Good,Good,0
30500,Cambridge (Qld),30497,Cambridge (Qld),1,Good,Good,0
30501,Cambroon,30498,Cambroon,1,Good,Good,0
30502,Cameby,30499,Cameby,1,Good,Good,0
30503,Cameron Corner,30500,Cameron Corner,1,Good,Good,0
30504,Camira (Qld),30501,Camira (Qld),1,Good,Good,0
30505,Camoola,31685,Longreach (Qld),1,Good,Good,0
30506,Camooweal,30502,Camooweal,1,Good,Good,0
30507,Camp Creek (Qld),30503,Camp Creek (Qld),1,Good,Good,0
30508,Camp Hill,30504,Camp Hill,1,Good,Good,0
30509,Camp Mountain,30505,Camp Mountain,1,Good,Good,0
30510,Campaspe,30506,Campaspe,1,Good,Good,0
30511,Campbell Creek,30507,Campbell Creek,1,Good,Good,0
30512,Campbells Pocket,30508,Campbells Pocket,1,Good,Good,0
30513,Campwin Beach,30509,Campwin Beach,1,Good,Good,0
30514,Canaga,30510,Canaga,1,Good,Good,0
30515,Canal Creek,30511,Canal Creek,1,Good,Good,0
30516,Cania,30512,Cania,1,Good,Good,0
30517,Canina,30513,Canina,1,Good,Good,0
30518,Cannindah,30514,Cannindah,1,Good,Good,0
30519,Canning Creek,30515,Canning Creek,1,Good,Good,0
30520,Canningvale,30516,Canningvale,1,Good,Good,0
30521,Cannon Creek (Scenic Rim - Qld),30517,Cannon Creek (Scenic Rim - Qld),1,Good,Good,0
30522,Cannon Creek (Southern Downs - Qld),30518,Cannon Creek (Southern Downs - Qld),1,Good,Good,0
30523,Cannon Hill,30519,Cannon Hill,0.9929756,Good,Good,0
30523,Cannon Hill,31922,Morningside,0.0070244,Good,Good,1
30524,Cannon Valley,30520,Cannon Valley,0.9818968,Good,Good,0
30524,Cannon Valley,30521,Cannonvale,0.0181032,Good,Good,0
30525,Cannonvale,30521,Cannonvale,1,Good,Good,0
30526,Canoona,30522,Canoona,1,Good,Good,0
30527,Canungra,30523,Canungra,1,Good,Good,0
30528,Capalaba,30524,Capalaba,1,Good,Good,0
30529,Cape Cleveland,30525,Cape Cleveland,1,Good,Good,0
30530,Cape Conway,30526,Cape Conway,1,Good,Good,0
30531,Cape Gloucester,30527,Cape Gloucester,1,Good,Good,0
30532,Cape Hillsborough,30528,Cape Hillsborough,1,Good,Good,0
30533,Cape Tribulation,30529,Cape Tribulation,1,Good,Good,0
30534,Capella,30530,Capella,1,Good,Good,0
30535,Captain Creek,30531,Captain Creek,1,Good,Good,0
30536,Captains Mountain,30532,Captains Mountain,1,Good,Good,0
30537,Caravonica,30533,Caravonica,1,Good,Good,0
30538,Carbine Creek,30534,Carbine Creek,1,Good,Good,0
30539,Carbrook,30535,Carbrook,1,Good,Good,0
30540,Cardstone,30536,Cardstone,1,Good,Good,0
30541,Cardwell,30537,Cardwell,1,Good,Good,0
30542,Carina (Qld),30504,Camp Hill,0.0112566,Good,Good,0
30542,Carina (Qld),30538,Carina (Qld),0.9887434,Good,Good,0
30543,Carina Heights,30539,Carina Heights,1,Good,Good,0
30544,Carindale,30540,Carindale,1,Good,Good,0
30545,Carmila,30541,Carmila,1,Good,Good,0
30546,Carmoo,30542,Carmoo,1,Good,Good,0
30547,Carnarvon Park,30543,Carnarvon Park,1,Good,Good,0
30548,Carneys Creek,30544,Carneys Creek,1,Good,Good,0
30549,Carole Park,30545,Carole Park,1,Good,Good,0
30550,Caroline Crossing,30546,Caroline Crossing,1,Good,Good,0
30551,Carpendale,30547,Carpendale,1,Good,Good,0
30552,Carpentaria,30548,Carpentaria,1,Good,Good,0
30553,Carrandotta,30549,Carrandotta,1,Good,Good,0
30554,Carrara,30550,Carrara,1,Good,Good,0
30555,Carrington (Qld),30551,Carrington (Qld),1,Good,Good,0
30556,Carruchan,30552,Carruchan,1,Good,Good,0
30557,Carseldine,30369,Bridgeman Downs,0.0027604,Good,Good,1
30557,Carseldine,30553,Carseldine,0.9972396,Good,Good,0
30558,Carstairs,30554,Carstairs,1,Good,Good,0
30559,Carters Ridge,30555,Carters Ridge,1,Good,Good,0
30560,Cashmere,30556,Cashmere,1,Good,Good,0
30561,Cassowary,30557,Cassowary,1,Good,Good,0
30562,Castaways Beach,30558,Castaways Beach,1,Good,Good,0
30563,Castle Creek (Qld),30559,Castle Creek (Qld),1,Good,Good,0
30564,Castle Hill (Qld),30560,Castle Hill (Qld),1,Good,Good,0
30565,Cattle Creek (North Burnett - Qld),30561,Cattle Creek (North Burnett - Qld),1,Good,Good,0
30566,Cattle Creek (Toowoomba - Qld),30562,Cattle Creek (Toowoomba - Qld),1,Good,Good,0
30567,Causeway Lake,30563,Causeway Lake,1,Good,Good,0
30568,Cawarral,30564,Cawarral,1,Good,Good,0
30569,Cawdor (Qld),30565,Cawdor (Qld),1,Good,Good,0
30570,Cecil Plains,30566,Cecil Plains,1,Good,Good,0
30571,Cedar Creek (Gold Coast - Qld),30567,Cedar Creek (Logan - Qld),1,Good,Good,0
30572,Cedar Creek (Moreton Bay - Qld),30568,Cedar Creek (Moreton Bay - Qld),1,Good,Good,0
30573,Cedar Grove,30569,Cedar Grove,1,Good,Good,0
30574,Cedar Pocket,30570,Cedar Pocket,1,Good,Good,0
30575,Cedar Vale,30571,Cedar Vale,1,Good,Good,0
30576,Cedarton,30572,Cedarton,1,Good,Good,0
30577,Cement Mills,30573,Cement Mills,1,Good,Good,0
30578,Centenary Heights,30574,Centenary Heights,1,Good,Good,0
30579,Ceratodus,30575,Ceratodus,1,Good,Good,0
30580,Chahpingah,30576,Chahpingah,1,Good,Good,0
30581,Chambers Flat,30577,Chambers Flat,1,Good,Good,0
30582,Chances Plain,30578,Chances Plain,1,Good,Good,0
30583,Chandler (Qld),30579,Chandler (Qld),1,Good,Good,0
30584,Chapel Hill (Qld),30580,Chapel Hill (Qld),1,Good,Good,0
30585,Charlestown (Qld),30581,Charlestown (Qld),1,Good,Good,0
30586,Charleville,30582,Charleville,1,Good,Good,0
30587,Charlton (Qld),30583,Charlton (Qld),1,Good,Good,0
30588,Charlwood,30584,Charlwood,1,Good,Good,0
30589,Charters Towers City,30585,Charters Towers City,1,Good,Good,0
30590,Chatsworth (Qld),30586,Chatsworth (Qld),1,Good,Good,0
30591,Cheeseborough,30587,Cheeseborough,1,Good,Good,0
30592,Chelmer,30588,Chelmer,1,Good,Good,0
30593,Chelmsford,30589,Chelmsford,1,Good,Good,0
30594,Chelona,30590,Chelona,1,Good,Good,0
30595,Cheltenham (Qld),30591,Cheltenham (Qld),1,Good,Good,0
30596,Cherbourg,30592,Cherbourg,1,Good,Good,0
30597,Chermside,30593,Chermside,1,Good,Good,0
30598,Chermside West,30594,Chermside West,1,Good,Good,0
30599,Cherry Creek,30595,Cherry Creek,1,Good,Good,0
30600,Cherry Gully,30596,Cherry Gully,1,Good,Good,0
30601,Cherwell,30597,Cherwell,1,Good,Good,0
30602,Chevallum,30598,Chevallum,1,Good,Good,0
30603,Chewko,30599,Chewko,1,Good,Good,0
30604,Childers (Qld),30600,Childers (Qld),1,Good,Good,0
30605,Chillagoe,30601,Chillagoe,1,Good,Good,0
30606,Chinchilla,30602,Chinchilla,1,Good,Good,0
30607,Chinghee Creek,30603,Chinghee Creek,1,Good,Good,0
30608,Chirnside,30604,Chirnside,1,Good,Good,0
30609,Chorregon,31685,Longreach (Qld),1,Good,Good,0
30610,Christmas Creek,30605,Christmas Creek,1,Good,Good,0
30611,Churchable,30606,Churchable,1,Good,Good,0
30612,Churchill (Qld),30607,Churchill (Qld),1,Good,Good,0
30613,Chuwar,30608,Chuwar,1,Good,Good,0
30614,Cinnabar,30609,Cinnabar,1,Good,Good,0
30615,Clagiraba,30610,Clagiraba,1,Good,Good,0
30616,Clairview,30611,Clairview,1,Good,Good,0
30617,Clara Creek,30612,Clara Creek,1,Good,Good,0
30618,Claraville,30613,Claraville,1,Good,Good,0
30619,Clare (Qld),30614,Clare (Qld),1,Good,Good,0
30620,Clarendon (Qld),30615,Clarendon (Qld),1,Good,Good,0
30621,Clarke Creek,30616,Clarke Creek,1,Good,Good,0
30622,Clayfield,30617,Clayfield,1,Good,Good,0
30623,Clear Island Waters,30618,Clear Island Waters,1,Good,Good,0
30624,Clear Mountain,30619,Clear Mountain,1,Good,Good,0
30625,Clemant,30620,Clemant,1,Good,Good,0
30626,Clermont,30621,Clermont,1,Good,Good,0
30627,Cleveland (Qld),30622,Cleveland (Qld),1,Good,Good,0
30628,Clifford,30623,Clifford,0.9995658,Good,Good,0
30628,Clifford,33228,Yuleba North,0.0004342,Good,Good,1
30629,Clifton (Qld),30624,Clifton (Qld),1,Good,Good,0
30630,Clifton Beach (Qld),30625,Clifton Beach (Qld),1,Good,Good,0
30631,Clinton (Qld),30626,Clinton (Qld),1,Good,Good,0
30632,Clintonvale,30627,Clintonvale,1,Good,Good,0
30633,Cloncurry,30628,Cloncurry,1,Good,Good,0
30634,Clontarf (Moreton Bay - Qld),30629,Clontarf (Moreton Bay - Qld),1,Good,Good,0
30635,Clontarf (Toowoomba - Qld),30630,Clontarf (Toowoomba - Qld),1,Good,Good,0
30636,Closeburn,30631,Closeburn,1,Good,Good,0
30637,Cloyna,30632,Cloyna,1,Good,Good,0
30638,Cluden,30633,Cluden,1,Good,Good,0
30639,Clumber,30634,Clumber,1,Good,Good,0
30640,Coal Creek,30635,Coal Creek,1,Good,Good,0
30641,Coalbank,30636,Coalbank,1,Good,Good,0
30642,Coalfalls,30637,Coalfalls,1,Good,Good,0
30643,Coalstoun Lakes,30638,Coalstoun Lakes,1,Good,Good,0
30644,Cobbs Hill,30639,Cobbs Hill,1,Good,Good,0
30645,Cobraball,30640,Cobraball,1,Good,Good,0
30646,Cockatoo (Qld),30641,Cockatoo (Qld),1,Good,Good,0
30647,Coconuts,30642,Coconuts,1,Good,Good,0
30648,Coen,30643,Coen,1,Good,Good,0
30649,Coes Creek,30644,Coes Creek,1,Good,Good,0
30650,Coles Creek,30645,Coles Creek,1,Good,Good,0
30651,Colevale,30646,Colevale,1,Good,Good,0
30652,Coleyville,30647,Coleyville,1,Good,Good,0
30653,Colinton (Qld),30648,Colinton (Qld),1,Good,Good,0
30654,Collaroy (Qld),30649,Collaroy (Qld),1,Good,Good,0
30655,College View,30650,College View,1,Good,Good,0
30656,Collingwood Park (Qld),30651,Collingwood Park (Qld),1,Good,Good,0
30657,Collinsville (Qld),30652,Collinsville (Qld),1,Good,Good,0
30658,Colosseum,30653,Colosseum,1,Good,Good,0
30659,Columbia,30654,Columbia,1,Good,Good,0
30660,Columboola,30655,Columboola,1,Good,Good,0
30661,Comet,30656,Comet,1,Good,Good,0
30662,Commissioners Flat,30657,Commissioners Flat,1,Good,Good,0
30663,Como (Qld),30658,Como (Qld),1,Good,Good,0
30664,Comoon Loop,30659,Comoon Loop,1,Good,Good,0
30665,Cona Creek,30660,Cona Creek,1,Good,Good,0
30666,Condamine,30661,Condamine,1,Good,Good,0
30667,Condamine Farms,30662,Condamine Farms,1,Good,Good,0
30668,Condamine Plains,30663,Condamine Plains,1,Good,Good,0
30669,Condon,30664,Condon,1,Good,Good,0
30670,Conjuboy,30665,Conjuboy,1,Good,Good,0
30671,Conondale,30666,Conondale,1,Good,Good,0
30672,Consuelo,30667,Consuelo,1,Good,Good,0
30673,Conway,30668,Conway,1,Good,Good,0
30674,Conway Beach,30669,Conway Beach,1,Good,Good,0
30675,Coochiemudlo Island,30670,Coochiemudlo Island,1,Good,Good,0
30676,Coochin,30671,Coochin,1,Good,Good,0
30677,Coochin Creek,30672,Coochin Creek,1,Good,Good,0
30678,Cooee Bay,30673,Cooee Bay,1,Good,Good,0
30679,Cooeeimbardi,30674,Cooeeimbardi,1,Good,Good,0
30680,Cooktown,30675,Cooktown,1,Good,Good,0
30681,Coolabine,30676,Coolabine,1,Good,Good,0
30682,Coolabunia,30677,Coolabunia,1,Good,Good,0
30683,Cooladdi,30678,Cooladdi,1,Good,Good,0
30684,Coolana,30679,Coolana,1,Good,Good,0
30685,Coolangatta (Qld),30680,Coolangatta (Qld),1,Good,Good,0
30686,Coolbie,30681,Coolbie,1,Good,Good,0
30687,Coolmunda,30682,Coolmunda,1,Good,Good,0
30688,Cooloola,30683,Cooloola,1,Good,Good,0
30689,Cooloola Cove,30684,Cooloola Cove,1,Good,Good,0
30690,Cooloolabin,30685,Cooloolabin,1,Good,Good,0
30691,Coolum Beach,30686,Coolum Beach,1,Good,Good,0
30692,Coombabah,30687,Coombabah,1,Good,Good,0
30693,Coomera,30688,Coomera,1,Good,Good,0
30694,Coominglah,30689,Coominglah,1,Good,Good,0
30695,Coominglah Forest,30690,Coominglah Forest,1,Good,Good,0
30696,Coominya,30691,Coominya,1,Good,Good,0
30697,Coomoo,30692,Coomoo,1,Good,Good,0
30698,Coomrith,30693,Coomrith,1,Good,Good,0
30699,Coonambula,30694,Coonambula,1,Good,Good,0
30700,Coonarr,30695,Coonarr,1,Good,Good,0
30701,Coondoo,30696,Coondoo,1,Good,Good,0
30702,Coongoola,30697,Coongoola,1,Good,Good,0
30703,Coopers Plains,30698,Coopers Plains,1,Good,Good,0
30704,Coorada,30699,Coorada,1,Good,Good,0
30705,Cooran,30700,Cooran,1,Good,Good,0
30706,Cooranga,30701,Cooranga,1,Good,Good,0
30707,Cooroibah,30702,Cooroibah,1,Good,Good,0
30708,Cooroo Lands,30703,Cooroo Lands,1,Good,Good,0
30709,Coorooman,30704,Coorooman,1,Good,Good,0
30710,Cooroy,30705,Cooroy,1,Good,Good,0
30711,Cooroy Mountain,30706,Cooroy Mountain,1,Good,Good,0
30712,Coorparoo,30707,Coorparoo,1,Good,Good,0
30713,Coorumba,30708,Coorumba,1,Good,Good,0
30714,Coorumbene,30709,Coorumbene,1,Good,Good,0
30715,Cootharaba,30710,Cootharaba,1,Good,Good,0
30716,Coowonga,30711,Coowonga,1,Good,Good,0
30717,Cooya Beach,30712,Cooya Beach,1,Good,Good,0
30718,Cooyar,30713,Cooyar,1,Good,Good,0
30719,Coppabella (Qld),30714,Coppabella (Qld),1,Good,Good,0
30720,Coquette Point,30715,Coquette Point,1,Good,Good,0
30721,Coral Cove,30716,Coral Cove,1,Good,Good,0
30722,Coral Sea,30717,Coral Sea,0.9999943,Good,Good,0
30722,Coral Sea,33013,Waua Islet,5.70E-06,Poor,Good,1
30723,Coralie,30718,Coralie,1,Good,Good,0
30724,Cordalba,30720,Cordalba,1,Good,Good,0
30725,Cordelia,30721,Cordelia,1,Good,Good,0
30726,Corella,30722,Corella,1,Good,Good,0
30727,Corfield,30723,Corfield,1,Good,Good,0
30728,Corinda,30724,Corinda,1,Good,Good,0
30729,Coringa,30725,Coringa,1,Good,Good,0
30730,Corndale (Qld),30726,Corndale (Qld),1,Good,Good,0
30731,Cornish Creek,32094,Muttaburra,1,Good,Good,0
30732,Cornubia,30727,Cornubia,1,Good,Good,0
30733,Cornwall (Qld),30728,Cornwall (Qld),1,Good,Good,0
30734,Cosgrove (Qld),30729,Cosgrove (Qld),1,Good,Good,0
30735,Cotherstone,30730,Cotherstone,1,Good,Good,0
30736,Cotswold Hills,30731,Cotswold Hills,1,Good,Good,0
30737,Cottonvale (Qld),30732,Cottonvale (Qld),1,Good,Good,0
30738,Coulson,30733,Coulson,1,Good,Good,0
30739,Coverty,30734,Coverty,1,Good,Good,0
30740,Cow Bay,30735,Cow Bay,1,Good,Good,0
30741,Cowan Cowan,30736,Cowan Cowan,1,Good,Good,0
30742,Cowley,30737,Cowley,1,Good,Good,0
30743,Cowley Beach,30738,Cowley Beach,1,Good,Good,0
30744,Cowley Creek,30739,Cowley Creek,1,Good,Good,0
30745,Cracow,30740,Cracow,1,Good,Good,0
30746,Craiglie,30741,Craiglie,1,Good,Good,0
30747,Craignish,30742,Craignish,1,Good,Good,0
30748,Cranbrook (Qld),30743,Cranbrook (Qld),1,Good,Good,0
30749,Cranley,30744,Cranley,1,Good,Good,0
30750,Crawford,30745,Crawford,1,Good,Good,0
30751,Crediton,30746,Crediton,1,Good,Good,0
30752,Cremorne (Qld),30747,Cremorne (Qld),1,Good,Good,0
30753,Cressbrook,30748,Cressbrook,1,Good,Good,0
30754,Cressbrook Creek,30749,Cressbrook Creek,1,Good,Good,0
30755,Crestmead,30750,Crestmead,0.9941192,Good,Good,0
30755,Crestmead,31775,Marsden,0.0058808,Good,Good,1
30756,Crimea,31853,Mingela,1,Good,Good,0
30757,Crinum,30751,Crinum,1,Good,Good,0
30758,Croftby,30752,Croftby,1,Good,Good,0
30759,Crohamhurst,30753,Crohamhurst,1,Good,Good,0
30760,Cromarty,30754,Cromarty,1,Good,Good,0
30761,Crossdale,30755,Crossdale,1,Good,Good,0
30762,Crossroads,30756,Crossroads,1,Good,Good,0
30763,Crowley Vale,30757,Crowley Vale,1,Good,Good,0
30764,Crownthorpe,30758,Crownthorpe,1,Good,Good,0
30765,Crows Nest (Qld),30759,Crows Nest (Qld),1,Good,Good,0
30766,Croydon (Qld),30760,Croydon (Qld),1,Good,Good,0
30767,Cryna,30761,Cryna,1,Good,Good,0
30768,Crystal Brook (Qld),30762,Crystal Brook (Qld),1,Good,Good,0
30769,Crystal Creek (Qld),30763,Crystal Creek (Qld),1,Good,Good,0
30770,Crystalbrook,30764,Crystalbrook,1,Good,Good,0
30771,Cullinane,30765,Cullinane,1,Good,Good,0
30772,Cungulla,30766,Cungulla,1,Good,Good,0
30773,Cunnamulla,30767,Cunnamulla,1,Good,Good,0
30774,Cunningham (Qld),30768,Cunningham (Qld),1,Good,Good,0
30775,Curra,30769,Curra,1,Good,Good,0
30776,Currajah,30770,Currajah,1,Good,Good,0
30777,Currajong,30771,Currajong,1,Good,Good,0
30778,Curramore (Qld),30772,Curramore (Qld),1,Good,Good,0
30779,Currimundi,30773,Currimundi,1,Good,Good,0
30780,Currumbin,30774,Currumbin,1,Good,Good,0
30781,Currumbin Valley,30775,Currumbin Valley,1,Good,Good,0
30782,Currumbin Waters,30776,Currumbin Waters,1,Good,Good,0
30783,Curtis Island,30777,Curtis Island,1,Good,Good,0
30784,Cushnie,30778,Cushnie,1,Good,Good,0
30785,Cutella,30779,Cutella,1,Poor,Good,0
30786,Cuttaburra,30780,Cuttaburra,1,Good,Good,0
30787,Cynthia,30781,Cynthia,1,Good,Good,0
30788,Cypress Gardens,30782,Cypress Gardens,1,Good,Good,0
30789,D'Aguilar,30783,D'Aguilar,1,Good,Good,0
30790,Dagmar,30784,Dagmar,1,Good,Good,0
30791,Dagun,30785,Dagun,1,Good,Good,0
30792,Daintree,30786,Daintree,1,Good,Good,0
30793,Daisy Hill (Qld),30787,Daisy Hill (Qld),1,Good,Good,0
30794,Dajarra,30788,Dajarra,1,Good,Good,0
30795,Dakabin,30789,Dakabin,1,Good,Good,0
30796,Dakenba,30790,Dakenba,1,Good,Good,0
30797,Dalbeg,30791,Dalbeg,1,Good,Good,0
30798,Dalby,30792,Dalby,1,Good,Good,0
30799,Dalcouth,30793,Dalcouth,1,Good,Good,0
30800,Dalga,30794,Dalga,1,Good,Good,0
30801,Dallarnil,30795,Dallarnil,1,Good,Good,0
30802,Dalma,30796,Dalma,1,Good,Good,0
30803,Dalrymple Creek,30797,Dalrymple Creek,1,Good,Good,0
30804,Dalrymple Heights,30798,Dalrymple Heights,1,Good,Good,0
30805,Dalveen,30799,Dalveen,1,Good,Good,0
30806,Dalwogon,30800,Dalwogon,1,Good,Good,0
30807,Dalysford,30801,Dalysford,1,Good,Good,0
30808,Damascus,30802,Damascus,1,Good,Good,0
30809,Damper Creek,30803,Damper Creek,1,Good,Good,0
30810,Danbulla,30804,Danbulla,1,Good,Good,0
30811,Danderoo,30805,Danderoo,1,Good,Good,0
30812,Dangore,30806,Dangore,1,Good,Good,0
30813,Daradgee,30807,Daradgee,1,Good,Good,0
30814,Dargal Road,30808,Dargal Road,1,Good,Good,0
30815,Darling Heights,30809,Darling Heights,1,Good,Good,0
30816,Darlington (Qld),30810,Darlington (Qld),1,Good,Good,0
30817,Darr Creek,30811,Darr Creek,1,Good,Good,0
30818,Darra,30812,Darra,0.9999977,Good,Good,0
30818,Darra,32243,Oxley (Qld),2.30E-06,Good,Good,1
30819,Darts Creek,30813,Darts Creek,1,Good,Good,0
30820,Dauan Island,30814,Dauan Island,1,Good,Good,0
30821,Daveson,30815,Daveson,1,Good,Good,0
30822,Dayboro,30816,Dayboro,1,Good,Good,0
30823,Daymar,30817,Daymar,1,Good,Good,0
30824,Deagon,30818,Deagon,1,Good,Good,0
30825,Deception Bay,30819,Deception Bay,1,Good,Good,0
30826,Dedin,30820,Dedin,1,Good,Good,0
30827,Deebing Heights,30821,Deebing Heights,1,Good,Good,0
30828,Deep Creek (Qld),30822,Deep Creek (Qld),1,Good,Good,0
30829,Deepwater (Qld),30823,Deepwater (Qld),1,Good,Good,0
30830,Deeragun,30824,Deeragun,1,Good,Good,0
30831,Deeral,30825,Deeral,1,Good,Good,0
30832,Degarra,30826,Degarra,1,Good,Good,0
30833,Degilbo,30827,Degilbo,1,Good,Good,0
30834,Delan,30828,Delan,1,Good,Good,0
30835,Delaneys Creek,30829,Delaneys Creek,1,Good,Good,0
30836,Depot Hill,30830,Depot Hill,1,Good,Good,0
30837,Derri Derra,30831,Derri Derra,1,Good,Good,0
30838,Derrymore,30832,Derrymore,1,Good,Good,0
30839,Desailly,30833,Desailly,1,Good,Good,0
30840,Deuchar,30834,Deuchar,1,Good,Good,0
30841,Devereux Creek,30835,Devereux Creek,1,Good,Good,0
30842,Devon Park (Qld),30836,Devon Park (Qld),1,Good,Good,0
30843,Diamantina Lakes,30837,Diamantina Lakes,1,Good,Good,0
30844,Diamond Valley,30838,Diamond Valley,1,Good,Good,0
