SSC_CODE_2016,SSC_NAME_2016,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
20091,Axe Creek,20092,Axe Creek,1,Good,Good,0
20092,Axedale,20093,Axedale,1,Good,Good,0
20093,Ayrford,20094,Ayrford,1,Good,Good,0
20094,Bacchus Marsh,20095,Bacchus Marsh,1,Good,Good,0
20095,Baddaginnie,20096,Baddaginnie,1,Good,Good,0
20096,Badger Creek,20097,Badger Creek,1,Good,Good,0
20097,Bael Bael,20098,Bael Bael,1,Good,Good,0
20098,Bagshot,20099,Bagshot,1,Good,Good,0
20099,Bagshot North,20100,Bagshot North,1,Good,Good,0
20100,Bahgallah,20101,Bahgallah,1,Good,Good,0
20101,Bailieston,20102,Bailieston,1,Good,Good,0
20102,Bairnsdale,20103,Bairnsdale,1,Good,Good,0
20103,Bakery Hill,20104,Bakery Hill,1,Good,Good,0
20104,Balaclava (Vic.),20105,Balaclava (Vic.),1,Good,Good,0
20105,Bald Hills (Vic.),20106,Bald Hills (Vic.),1,Good,Good,0
20106,Balintore,20107,Balintore,1,Good,Good,0
20107,Ballan,20108,Ballan,1,Good,Good,0
20108,Ballangeich,20109,Ballangeich,1,Good,Good,0
20109,Ballapur,20110,Ballapur,1,Good,Good,0
20110,Ballarat Central,20111,Ballarat Central,1,Good,Good,0
20111,Ballarat East,20112,Ballarat East,1,Good,Good,0
20112,Ballarat North,20113,Ballarat North,1,Good,Good,0
20113,Ballendella,20114,Ballendella,1,Good,Good,0
20114,Balliang,20115,Balliang,1,Good,Good,0
20115,Balliang East,20116,Balliang East,1,Good,Good,0
20116,Ballyrogan,20117,Ballyrogan,1,Good,Good,0
20117,Balmattum,20118,Balmattum,1,Good,Good,0
20118,Balmoral (Vic.),20119,Balmoral (Vic.),1,Good,Good,0
20119,Balnarring,20120,Balnarring,1,Good,Good,0
20120,Balnarring Beach,20121,Balnarring Beach,1,Good,Good,0
20121,Balook,20122,Balook,1,Good,Good,0
20122,Balwyn,20123,Balwyn,0.997149,Good,Good,0
20122,Balwyn,20468,Canterbury (Vic.),0.002851,Good,Good,1
20123,Balwyn North,20124,Balwyn North,1,Good,Good,0
20124,Bamawm,20125,Bamawm,1,Good,Good,0
20125,Bamawm Extension,20126,Bamawm Extension,1,Good,Good,0
20126,Bambra,20127,Bambra,1,Good,Good,0
20127,Bamganie,20128,Bamganie,1,Good,Good,0
20128,Bandiana,20129,Bandiana,0.9936845,Good,Good,0
20128,Bandiana,22819,Wodonga,0.0063155,Good,Good,1
20129,Bangerang,20130,Bangerang,1,Good,Good,0
20130,Bangholme,20131,Bangholme,1,Good,Good,0
20131,Bannerton,20132,Bannerton,1,Good,Good,0
20132,Bannockburn (Vic.),20133,Bannockburn (Vic.),1,Good,Good,0
20133,Banyan,20134,Banyan,1,Good,Good,0
20134,Banyena,20135,Banyena,1,Good,Good,0
20135,Baranduda,20136,Baranduda,1,Good,Good,0
20136,Barfold,20137,Barfold,1,Good,Good,0
20137,Baringhup,20138,Baringhup,1,Good,Good,0
20138,Baringhup West,20139,Baringhup West,1,Good,Good,0
20139,Barjarg,20140,Barjarg,1,Good,Good,0
20140,Barkers Creek,20141,Barkers Creek,1,Good,Good,0
20141,Barkly (Vic.),20142,Barkly (Vic.),1,Good,Good,0
20142,Barkstead,20143,Barkstead,1,Good,Good,0
20143,Barmah,20144,Barmah,1,Good,Good,0
20144,Barnadown,20145,Barnadown,1,Good,Good,0
20145,Barnawartha,20146,Barnawartha,1,Good,Good,0
20146,Barnawartha North,20147,Barnawartha North,1,Good,Good,0
20147,Baromi,20148,Baromi,1,Good,Good,0
20148,Barongarook,20149,Barongarook,1,Good,Good,0
20149,Barongarook West,20150,Barongarook West,1,Good,Good,0
20150,Barrabool,20151,Barrabool,1,Good,Good,0
20151,Barrakee,20152,Barrakee,1,Good,Good,0
20152,Barramunga,20153,Barramunga,1,Good,Good,0
20153,Barraport,20154,Barraport,1,Good,Good,0
20154,Barraport West,20155,Barraport West,1,Good,Good,0
20155,Barrys Reef,20156,Barrys Reef,1,Good,Good,0
20156,Barunah Park,20157,Barunah Park,1,Good,Good,0
20157,Barunah Plains,20158,Barunah Plains,1,Good,Good,0
20158,Barwidgee,20159,Barwidgee,1,Good,Good,0
20159,Barwite,20160,Barwite,1,Good,Good,0
20160,Barwon Downs,20161,Barwon Downs,1,Good,Good,0
20161,Barwon Heads,20162,Barwon Heads,1,Good,Good,0
20162,Basalt (Vic.),20163,Basalt (Vic.),0.9994128,Good,Good,0
20162,Basalt (Vic.),21390,Kooroocheang,0.0005872,Good,Good,1
20163,Bass,20164,Bass,1,Good,Good,0
20164,Batesford,20165,Batesford,1,Good,Good,0
20165,Bathumi,20166,Bathumi,1,Good,Good,0
20166,Baw Baw (Vic.),20167,Baw Baw (Vic.),1,Good,Good,0
20167,Baw Baw Village,20168,Baw Baw Village,1,Good,Good,0
20168,Baxter,20169,Baxter,1,Good,Good,0
20169,Bayindeen,20170,Bayindeen,1,Good,Good,0
20170,Bayles,20171,Bayles,1,Good,Good,0
20171,Baynton (Vic.),20172,Baynton (Vic.),1,Good,Good,0
20172,Bayswater (Vic.),20173,Bayswater (Vic.),1,Good,Good,0
20173,Bayswater North,20174,Bayswater North,1,Good,Good,0
20174,Beaconsfield (Vic.),20175,Beaconsfield (Vic.),1,Good,Good,0
20175,Beaconsfield Upper,20176,Beaconsfield Upper,1,Good,Good,0
20176,Bealiba,20177,Bealiba,1,Good,Good,0
20177,Bearii,20178,Bearii,1,Good,Good,0
20178,Bears Lagoon,20179,Bears Lagoon,1,Good,Good,0
20179,Beauchamp,20180,Beauchamp,1,Good,Good,0
20180,Beaufort (Vic.),20181,Beaufort (Vic.),1,Good,Good,0
20181,Beaumaris (Vic.),20182,Beaumaris (Vic.),0.9948246,Good,Good,0
20181,Beaumaris (Vic.),20539,Cheltenham (Vic.),0.0051754,Good,Good,1
20182,Beazleys Bridge,20183,Beazleys Bridge,1,Good,Good,0
20183,Beeac,20184,Beeac,1,Good,Good,0
20184,Beech Forest,20185,Beech Forest,1,Good,Good,0
20185,Beechworth,20186,Beechworth,1,Good,Good,0
20186,Beenak,20187,Beenak,1,Good,Good,0
20187,Belgrave,20188,Belgrave,1,Good,Good,0
20188,Belgrave Heights,20189,Belgrave Heights,1,Good,Good,0
20189,Belgrave South,20190,Belgrave South,1,Good,Good,0
20190,Bell Park,20191,Bell Park,1,Good,Good,0
20191,Bell Post Hill,20192,Bell Post Hill,1,Good,Good,0
20192,Bellarine,20193,Bellarine,1,Good,Good,0
20193,Bellbird Creek,20194,Bellbird Creek,1,Good,Good,0
20194,Bellbrae,20195,Bellbrae,1,Good,Good,0
20195,Bellbridge,20196,Bellbridge,1,Good,Good,0
20196,Bellellen,20197,Bellellen,1,Good,Good,0
20197,Bellfield (Banyule - Vic.),20198,Bellfield (Banyule - Vic.),1,Good,Good,0
20198,Bellfield (Northern Grampians - Vic.),20199,Bellfield (Northern Grampians - Vic.),1,Good,Good,0
20199,Bells Beach,20200,Bells Beach,1,Good,Good,0
20200,Belmont (Vic.),20201,Belmont (Vic.),1,Good,Good,0
20201,Bemm River,20202,Bemm River,1,Good,Good,0
20202,Bena,20203,Bena,1,Good,Good,0
20203,Benalla,20204,Benalla,1,Good,Good,0
20204,Benambra,20205,Benambra,1,Good,Good,0
20205,Benayeo,20206,Benayeo,1,Good,Good,0
20206,Bend Of Islands,20207,Bend Of Islands,1,Good,Good,0
20207,Bendigo,20208,Bendigo,1,Good,Good,0
20208,Bendoc,20209,Bendoc,1,Good,Good,0
20209,Bengworden,20210,Bengworden,1,Good,Good,0
20210,Benjeroop,20211,Benjeroop,1,Good,Good,0
20211,Benloch,20212,Benloch,1,Good,Good,0
20212,Bennison,20213,Bennison,1,Good,Good,0
20213,Bentleigh,20214,Bentleigh,1,Good,Good,0
20214,Bentleigh East,20215,Bentleigh East,0.9968136,Good,Good,0
20214,Bentleigh East,21629,McKinnon,0.0031864,Good,Good,1
20215,Benwerrin,20216,Benwerrin,1,Good,Good,0
20216,Beremboke,20217,Beremboke,1,Good,Good,0
20217,Berrimal,20218,Berrimal,1,Good,Good,0
20218,Berringa,20219,Berringa,1,Good,Good,0
20219,Berringama,20220,Berringama,1,Good,Good,0
20220,Berriwillock,20221,Berriwillock,1,Good,Good,0
20221,Berrybank,20222,Berrybank,1,Good,Good,0
20222,Berrys Creek,20223,Berrys Creek,1,Good,Good,0
20223,Berwick,20224,Berwick,1,Good,Good,0
20224,Bessiebelle,20225,Bessiebelle,1,Good,Good,0
20225,Bet Bet,20226,Bet Bet,1,Good,Good,0
20226,Bete Bolong,20227,Bete Bolong,1,Good,Good,0
20227,Bete Bolong North,20228,Bete Bolong North,1,Good,Good,0
20228,Bethanga,20229,Bethanga,1,Good,Good,0
20229,Betley,20230,Betley,1,Good,Good,0
20230,Beulah (Vic.),20231,Beulah (Vic.),1,Good,Good,0
20231,Beverford,20232,Beverford,1,Good,Good,0
20232,Beveridge,20233,Beveridge,1,Good,Good,0
20233,Big Desert,20234,Big Desert,1,Good,Good,0
20234,Big Hill (Greater Bendigo - Vic.),20235,Big Hill (Greater Bendigo - Vic.),1,Good,Good,0
20235,Big Hill (Surf Coast - Vic.),20236,Big Hill (Surf Coast - Vic.),1,Good,Good,0
20236,Big Pats Creek,20237,Big Pats Creek,1,Good,Good,0
20237,Biggara,20238,Biggara,1,Good,Good,0
20238,Billabong,20239,Billabong,1,Good,Good,0
20239,Bimbourie,20240,Bimbourie,1,Good,Good,0
20240,Bindi,20241,Bindi,1,Good,Good,0
20241,Binginwarri,20242,Binginwarri,1,Good,Good,0
20242,Bingo Munjie,20243,Bingo Munjie,1,Good,Good,0
20243,Birchip,20244,Birchip,1,Good,Good,0
20244,Birchip West,20245,Birchip West,1,Good,Good,0
20245,Birdwoodton,20246,Birdwoodton,1,Good,Good,0
20246,Birregurra,20247,Birregurra,1,Good,Good,0
20247,Bittern,20248,Bittern,1,Good,Good,0
20248,Black Hill (Vic.),20249,Black Hill (Vic.),1,Good,Good,0
20249,Black Range (Vic.),20250,Black Range (Vic.),1,Good,Good,0
20250,Black Rock (Vic.),20251,Black Rock (Vic.),1,Good,Good,0
20251,Blackburn,20252,Blackburn,1,Good,Good,0
20252,Blackburn North,20253,Blackburn North,1,Good,Good,0
20253,Blackburn South,20254,Blackburn South,1,Good,Good,0
20254,Blackwarry,20255,Blackwarry,1,Good,Good,0
20255,Blackwood (Vic.),20256,Blackwood (Vic.),1,Good,Good,0
20256,Blairgowrie,20257,Blairgowrie,1,Good,Good,0
20257,Blakeville,20258,Blakeville,1,Good,Good,0
20258,Blampied,20259,Blampied,1,Good,Good,0
20259,Blind Bight,20260,Blind Bight,1,Good,Good,0
20260,Blowhard,20261,Blowhard,1,Good,Good,0
20261,Bo Peep,20262,Bo Peep,1,Good,Good,0
20262,Bobinawarrah,20263,Bobinawarrah,1,Good,Good,0
20263,Bochara,20264,Bochara,1,Good,Good,0
20264,Bogong,20265,Bogong,1,Good,Good,0
20265,Boho,20266,Boho,1,Good,Good,0
20266,Boho South,20267,Boho South,1,Good,Good,0
20267,Boigbeat,20268,Boigbeat,1,Good,Good,0
20268,Boinka,20269,Boinka,1,Good,Good,0
20269,Boisdale,20270,Boisdale,1,Good,Good,0
20270,Bolangum,20271,Bolangum,1,Good,Good,0
20271,Bolinda,20272,Bolinda,1,Good,Good,0
20272,Bolton,20273,Bolton,1,Good,Good,0
20273,Bolwarra (Vic.),20274,Bolwarra (Vic.),1,Good,Good,0
20274,Bolwarrah,20275,Bolwarrah,1,Good,Good,0
20275,Bona Vista,20276,Bona Vista,1,Good,Good,0
20276,Bonang,20277,Bonang,1,Good,Good,0
20277,Bonbeach,20278,Bonbeach,1,Good,Good,0
20278,Bonegilla,20279,Bonegilla,1,Good,Good,0
20279,Boneo,20280,Boneo,1,Good,Good,0
20280,Bonn,20281,Bonn,1,Good,Good,0
20281,Bonnie Doon (Vic.),20283,Bonnie Doon (Vic.),1,Good,Good,0
20282,Bonshaw (Vic.),20284,Bonshaw (Vic.),0.9815595,Good,Good,0
20282,Bonshaw (Vic.),22255,Sebastopol (Vic.),0.0184405,Good,Good,0
20283,Bookaar,20285,Bookaar,1,Good,Good,0
20284,Boola,20286,Boola,1,Good,Good,0
20285,Boolarong,20287,Boolarong,1,Good,Good,0
20286,Boolarra,20288,Boolarra,1,Good,Good,0
20287,Boolarra South,20289,Boolarra South,1,Good,Good,0
20288,Boole Poole,20290,Boole Poole,1,Good,Good,0
20289,Boolite,20291,Boolite,1,Good,Good,0
20290,Boomahnoomoonah,20292,Boomahnoomoonah,1,Good,Good,0
20291,Boonah (Vic.),20293,Boonah (Vic.),1,Good,Good,0
20292,Boorcan,20294,Boorcan,1,Good,Good,0
20293,Boorhaman,20295,Boorhaman,1,Good,Good,0
20294,Boorhaman East,20296,Boorhaman East,1,Good,Good,0
20295,Boorhaman North,20297,Boorhaman North,1,Good,Good,0
20296,Boorolite,20298,Boorolite,1,Good,Good,0
20297,Boorool,20299,Boorool,1,Good,Good,0
20298,Boort,20300,Boort,1,Good,Good,0
20299,Boosey,20301,Boosey,1,Good,Good,0
20300,Boralma,20302,Boralma,1,Good,Good,0
20301,Bornes Hill,20303,Bornes Hill,1,Good,Good,0
20302,Boronia,20304,Boronia,0.9995009,Good,Good,0
20302,Boronia,22686,Wantirna South,0.0004991,Good,Good,1
20303,Borung,20305,Borung,1,Good,Good,0
20304,Bostocks Creek,20306,Bostocks Creek,1,Good,Good,0
20305,Botanic Ridge,20307,Botanic Ridge,1,Good,Good,0
20306,Boundary Bend,20308,Boundary Bend,1,Good,Good,0
20307,Bowenvale,20309,Bowenvale,1,Good,Good,0
20308,Boweya,20310,Boweya,1,Good,Good,0
20309,Boweya North,20311,Boweya North,1,Good,Good,0
20310,Bowmans Forest,20312,Bowmans Forest,1,Good,Good,0
20311,Bowser,20313,Bowser,1,Good,Good,0
20312,Box Hill (Vic.),20314,Box Hill (Vic.),1,Good,Good,0
20313,Box Hill North,20315,Box Hill North,1,Good,Good,0
20314,Box Hill South,20316,Box Hill South,1,Good,Good,0
20315,Boxwood,20317,Boxwood,1,Good,Good,0
20316,Bradford,20318,Bradford,1,Good,Good,0
20317,Bradvale,20319,Bradvale,1,Good,Good,0
20318,Braeside,20320,Braeside,1,Good,Good,0
20319,Brandy Creek (Vic.),20321,Brandy Creek (Vic.),1,Good,Good,0
20320,Branxholme,20322,Branxholme,1,Good,Good,0
20321,Bravington,20323,Bravington,1,Good,Good,0
20322,Braybrook,20324,Braybrook,1,Good,Good,0
20323,Breakaway Creek,20325,Breakaway Creek,1,Good,Good,0
20324,Breakwater,20326,Breakwater,1,Good,Good,0
20325,Breamlea,20327,Breamlea,1,Good,Good,0
20326,Brenanah,20328,Brenanah,1,Good,Good,0
20327,Brewster,20329,Brewster,1,Good,Good,0
20328,Briagolong,20330,Briagolong,1,Good,Good,0
20329,Briar Hill,20331,Briar Hill,1,Good,Good,0
20330,Bridge Creek,20332,Bridge Creek,1,Good,Good,0
20331,Bridgewater (Vic.),20333,Bridgewater (Vic.),1,Good,Good,0
20332,Bridgewater North,20334,Bridgewater North,1,Good,Good,0
20333,Bridgewater On Loddon,20335,Bridgewater On Loddon,1,Good,Good,0
20334,Bright (Vic.),20336,Bright (Vic.),1,Good,Good,0
20335,Brighton (Vic.),20337,Brighton (Vic.),1,Good,Good,0
20336,Brighton East,20338,Brighton East,1,Good,Good,0
20337,Brim,20339,Brim,1,Good,Good,0
20338,Brimboal,20340,Brimboal,1,Good,Good,0
20339,Brimin,20341,Brimin,1,Good,Good,0
20340,Brimpaen,20342,Brimpaen,1,Good,Good,0
20341,Bringalbert,20343,Bringalbert,1,Good,Good,0
20342,Brit Brit,20344,Brit Brit,1,Good,Good,0
20343,Broadford,20345,Broadford,1,Good,Good,0
20344,Broadmeadows (Vic.),20346,Broadmeadows (Vic.),1,Good,Good,0
20345,Broadwater (Vic.),20347,Broadwater (Vic.),1,Good,Good,0
20346,Brodribb River,20348,Brodribb River,1,Good,Good,0
20347,Broken Creek,20349,Broken Creek,1,Good,Good,0
20348,Bromley,20350,Bromley,1,Good,Good,0
20349,Brookfield (Vic.),20351,Brookfield (Vic.),1,Good,Good,0
20350,Brooklyn (Vic.),20352,Brooklyn (Vic.),1,Good,Good,0
20351,Brookville,20353,Brookville,1,Good,Good,0
20352,Broomfield,20354,Broomfield,1,Good,Good,0
20353,Broughton (Vic.),20355,Broughton (Vic.),1,Good,Good,0
20354,Brown Hill (Vic.),20356,Brown Hill (Vic.),1,Good,Good,0
20355,Browns Plains (Vic.),20357,Browns Plains (Vic.),1,Good,Good,0
20356,Bruarong,20358,Bruarong,1,Good,Good,0
20357,Brucknell,20359,Brucknell,1,Good,Good,0
20358,Brumby,20360,Brumby,0.0049677,Poor,Good,1
20358,Brumby,22871,Wulgulmerang East,0.9950323,Good,Good,0
20359,Brunswick (Vic.),20361,Brunswick (Vic.),0.9989711,Good,Good,0
20359,Brunswick (Vic.),20362,Brunswick East,0.0010289,Good,Good,1
20360,Brunswick East,20362,Brunswick East,1,Good,Good,0
20361,Brunswick West,20363,Brunswick West,1,Good,Good,0
20362,Bruthen,20364,Bruthen,1,Good,Good,0
20363,Buangor,20365,Buangor,1,Good,Good,0
20364,Buchan,20366,Buchan,1,Good,Good,0
20365,Buchan South,20367,Buchan South,1,Good,Good,0
20366,Buckland (Vic.),20368,Buckland (Vic.),1,Good,Good,0
20367,Buckley,20369,Buckley,1,Good,Good,0
20368,Buckley Swamp,20370,Buckley Swamp,1,Good,Good,0
20369,Buckrabanyule,20371,Buckrabanyule,1,Good,Good,0
20370,Budgee Budgee (Vic.),20372,Budgee Budgee (Vic.),1,Good,Good,0
20371,Budgeree,20373,Budgeree,1,Good,Good,0
20372,Budgerum East,20374,Budgerum East,1,Good,Good,0
20373,Buffalo,20375,Buffalo,1,Good,Good,0
20374,Buffalo River,20376,Buffalo River,1,Good,Good,0
20375,Bulart,20377,Bulart,1,Good,Good,0
20376,Buldah,20378,Buldah,1,Good,Good,0
20377,Bulga (Vic.),20379,Bulga (Vic.),1,Good,Good,0
20378,Bulgana,20380,Bulgana,1,Good,Good,0
20379,Bulla (Vic.),20381,Bulla (Vic.),1,Good,Good,0
20380,Bullaharre,20382,Bullaharre,1,Good,Good,0
20381,Bullarook,20383,Bullarook,1,Good,Good,0
20382,Bullarto,20384,Bullarto,1,Good,Good,0
20383,Bullarto South,20385,Bullarto South,1,Good,Good,0
20384,Bulleen,20386,Bulleen,1,Good,Good,0
20385,Bullengarook,20387,Bullengarook,1,Good,Good,0
20386,Bullioh,20388,Bullioh,1,Good,Good,0
20387,Bullumwaal,20389,Bullumwaal,1,Good,Good,0
20388,Buln Buln,20390,Buln Buln,1,Good,Good,0
20389,Buln Buln East,20391,Buln Buln East,1,Good,Good,0
20390,Bumberrah,20392,Bumberrah,1,Good,Good,0
20391,Bunbartha,20393,Bunbartha,1,Good,Good,0
20392,Bundalaguah,20394,Bundalaguah,1,Good,Good,0
20393,Bundalong,20395,Bundalong,1,Good,Good,0
20394,Bundalong South,20396,Bundalong South,1,Good,Good,0
20395,Bundara,20397,Bundara,1,Good,Good,0
20396,Bunding,20398,Bunding,1,Good,Good,0
20397,Bundoora (Vic.),20399,Bundoora (Vic.),1,Good,Good,0
20398,Bung Bong,20400,Bung Bong,1,Good,Good,0
20399,Bungador,20401,Bungador,1,Good,Good,0
20400,Bungal,20402,Bungal,1,Good,Good,0
20401,Bungalally,20403,Bungalally,1,Good,Good,0
20402,Bungaree (Vic.),20404,Bungaree (Vic.),1,Good,Good,0
20403,Bungeet,20405,Bungeet,1,Good,Good,0
20404,Bungeet West,20406,Bungeet West,1,Good,Good,0
20405,Bungil (Vic.),20407,Bungil (Vic.),1,Good,Good,0
20406,Bunguluke,20408,Bunguluke,1,Good,Good,0
20407,Buninyong,20409,Buninyong,1,Good,Good,0
20408,Bunkers Hill,20410,Bunkers Hill,1,Good,Good,0
20409,Bunyip,20411,Bunyip,1,Good,Good,0
20410,Bunyip North,20412,Bunyip North,1,Good,Good,0
20411,Buragwonduc,20413,Buragwonduc,1,Good,Good,0
20412,Burkes Bridge,20414,Burkes Bridge,1,Good,Good,0
20413,Burkes Flat,20415,Burkes Flat,1,Good,Good,0
20414,Burnbank,20416,Burnbank,1,Good,Good,0
20415,Burnewang,20417,Burnewang,1,Good,Good,0
20416,Burnley,20418,Burnley,1,Good,Good,0
20417,Burnside (Vic.),20419,Burnside (Vic.),1,Good,Good,0
20418,Burnside Heights,20420,Burnside Heights,1,Good,Good,0
20419,Burramboot,20421,Burramboot,1,Good,Good,0
20420,Burramine,20422,Burramine,1,Good,Good,0
20421,Burramine South,20423,Burramine South,1,Good,Good,0
20422,Burrowye,20424,Burrowye,1,Good,Good,0
20423,Burrumbeet,20425,Burrumbeet,1,Good,Good,0
20424,Burwood (Vic.),20426,Burwood (Vic.),1,Good,Good,0
20425,Burwood East,20427,Burwood East,1,Good,Good,0
20426,Bushfield,20428,Bushfield,1,Good,Good,0
20427,Bushy Park (Vic.),20429,Bushy Park (Vic.),1,Good,Good,0
20428,Butchers Ridge,20430,Butchers Ridge,1,Good,Good,0
20429,Buxton (Vic.),20431,Buxton (Vic.),1,Good,Good,0
20430,Byaduk,20432,Byaduk,1,Good,Good,0
20431,Byaduk North,20433,Byaduk North,1,Good,Good,0
20432,Byawatha,20434,Byawatha,1,Good,Good,0
20433,Bylands,20435,Bylands,1,Good,Good,0
20434,Byrneside,20436,Byrneside,1,Good,Good,0
20435,Cabarita (Vic.),20437,Cabarita (Vic.),1,Good,Good,0
20436,Cabbage Tree,20438,Cabbage Tree,1,Good,Good,0
20437,Cabbage Tree Creek,20439,Cabbage Tree Creek,1,Good,Good,0
20438,Cadello,20440,Cadello,1,Good,Good,0
20439,Cairnlea,20441,Cairnlea,1,Good,Good,0
20440,Calder Park,20442,Calder Park,1,Good,Good,0
20441,Caldermeade,20443,Caldermeade,1,Good,Good,0
20442,California Gully,20444,California Gully,1,Good,Good,0
20443,Calivil,20445,Calivil,1,Good,Good,0
20444,Callawadda,20446,Callawadda,1,Good,Good,0
20445,Callignee,20447,Callignee,1,Good,Good,0
20446,Callignee North,20448,Callignee North,1,Good,Good,0
20447,Callignee South,20449,Callignee South,1,Good,Good,0
20448,Calrossie,20450,Calrossie,1,Good,Good,0
20449,Calulu,20451,Calulu,1,Good,Good,0
20450,Cambarville,20452,Cambarville,1,Good,Good,0
20451,Camberwell (Vic.),20453,Camberwell (Vic.),1,Good,Good,0
20452,Cambrian Hill,20454,Cambrian Hill,1,Good,Good,0
20453,Campbellfield,20455,Campbellfield,1,Good,Good,0
20454,Campbells Bridge,20456,Campbells Bridge,1,Good,Good,0
20455,Campbells Creek,20457,Campbells Creek,1,Good,Good,0
20456,Campbells Forest,20458,Campbells Forest,1,Good,Good,0
20457,Campbelltown (Vic.),20459,Campbelltown (Vic.),1,Good,Good,0
20458,Camperdown (Vic.),20460,Camperdown (Vic.),1,Good,Good,0
20459,Canadian,20461,Canadian,1,Good,Good,0
20460,Canary Island,20462,Canary Island,1,Good,Good,0
20461,Caniambo,20463,Caniambo,1,Good,Good,0
20462,Cann River,20464,Cann River,1,Good,Good,0
20463,Cannie,20465,Cannie,1,Good,Good,0
20464,Cannons Creek,20466,Cannons Creek,1,Good,Good,0
20465,Cannum,20467,Cannum,1,Good,Good,0
20466,Canterbury (Vic.),20468,Canterbury (Vic.),1,Good,Good,0
20467,Cape Bridgewater,20469,Cape Bridgewater,1,Good,Good,0
20468,Cape Clear,20470,Cape Clear,1,Good,Good,0
20469,Cape Conran,20471,Cape Conran,1,Good,Good,0
20470,Cape Otway,20472,Cape Otway,1,Good,Good,0
20471,Cape Paterson,20473,Cape Paterson,1,Good,Good,0
20472,Cape Schanck,20474,Cape Schanck,1,Good,Good,0
20473,Cape Woolamai,20475,Cape Woolamai,1,Good,Good,0
20474,Capels Crossing,20477,Capels Crossing,1,Good,Good,0
20475,Carag Carag,20478,Carag Carag,1,Good,Good,0
20476,Caralulup,20479,Caralulup,1,Good,Good,0
20477,Caramut,20480,Caramut,1,Good,Good,0
20478,Carapooee,20481,Carapooee,1,Good,Good,0
20479,Carapooee West,20482,Carapooee West,1,Good,Good,0
20480,Carapook,20483,Carapook,1,Good,Good,0
20481,Carboor,20484,Carboor,1,Good,Good,0
20482,Cardigan,20485,Cardigan,1,Good,Good,0
20483,Cardigan Village,20486,Cardigan Village,1,Good,Good,0
20484,Cardinia,20487,Cardinia,1,Good,Good,0
20485,Cardross,20488,Cardross,1,Good,Good,0
20486,Cargerie,20489,Cargerie,1,Good,Good,0
20487,Carina (Vic.),20490,Carina (Vic.),1,Good,Good,0
20488,Caringal,20491,Caringal,1,Good,Good,0
20489,Carisbrook,20492,Carisbrook,1,Good,Good,0
20490,Carlisle River,20493,Carlisle River,1,Good,Good,0
20491,Carlsruhe,20494,Carlsruhe,1,Good,Good,0
20492,Carlton (Vic.),20495,Carlton (Vic.),1,Good,Good,0
20493,Carlton North,20496,Carlton North,1,Good,Good,0
20494,Carlyle,20497,Carlyle,1,Good,Good,0
20495,Carnegie,20498,Carnegie,1,Good,Good,0
20496,Carngham,20499,Carngham,1,Good,Good,0
20497,Caroline Springs,20500,Caroline Springs,1,Good,Good,0
20498,Carpendeit,20501,Carpendeit,1,Good,Good,0
20499,Carrajung,20502,Carrajung,1,Good,Good,0
20500,Carrajung Lower,20503,Carrajung Lower,1,Good,Good,0
20501,Carrajung South,20504,Carrajung South,1,Good,Good,0
20502,Carranballac,20505,Carranballac,1,Good,Good,0
20503,Carron,20506,Carron,1,Good,Good,0
20504,Carrum,20507,Carrum,1,Good,Good,0
20505,Carrum Downs,20508,Carrum Downs,1,Good,Good,0
20506,Carwarp,20509,Carwarp,1,Good,Good,0
20507,Cashmore,20510,Cashmore,1,Good,Good,0
20508,Cassilis (Vic.),20511,Cassilis (Vic.),1,Good,Good,0
20509,Castella,20512,Castella,1,Good,Good,0
20510,Casterton,20513,Casterton,1,Good,Good,0
20511,Castle Creek (Vic.),20514,Castle Creek (Vic.),1,Good,Good,0
20512,Castle Donnington,20515,Castle Donnington,1,Good,Good,0
20513,Castlemaine,20516,Castlemaine,1,Good,Good,0
