UCL_CODE_2016,UCL_NAME_2016,UCL_CODE_2021,UCL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
415036,Robe,415038,Robe,1,Good,Good,0
415037,Roxby Downs,415039,Roxby Downs,1,Good,Good,0
415038,Tailem Bend,415040,Tailem Bend,1,Good,Good,0
415039,Tanunda,415041,Tanunda,1,Good,Good,0
415040,Tumby Bay,415042,Tumby Bay,1,Good,Good,0
415041,Two Wells,415043,Two Wells,1,Acceptable,Good,0
415042,Waikerie,415045,Waikerie,1,Good,Good,0
415043,Wallaroo,431001,Remainder of State/Territory (SA),0.0204063,Good,Good,0
415043,Wallaroo,415046,Wallaroo,0.9795937,Good,Good,0
415044,Williamstown,415047,Williamstown,1,Good,Good,0
415045,Willunga,415048,Willunga,1,Good,Good,0
415046,Woodside,415049,Woodside,1,Good,Good,0
421001,Aldinga (L),401001,Adelaide,1,Good,Good,0
421002,Ardrossan (L),431001,Remainder of State/Territory (SA),0.0635944,Good,Good,0
421002,Ardrossan (L),421001,Ardrossan (L),0.9364056,Good,Good,0
421003,Birdwood (L),421003,Birdwood (L),1,Good,Good,0
421004,Burra (L),421004,Burra (L),1,Good,Good,0
421005,Cleve (L),421005,Cleve (L),1,Good,Good,0
421006,Cockatoo Valley (L),421006,Cockatoo Valley (L),1,Good,Good,0
421007,Coffin Bay (L),421007,Coffin Bay (L),1,Good,Good,0
421008,Cowell (L),421008,Cowell (L),1,Good,Good,0
421009,Cummins (L),421009,Cummins (L),1,Good,Good,0
421010,Echunga (L),421010,Echunga (L),1,Good,Good,0
421011,Eudunda (L),421011,Eudunda (L),1,Good,Good,0
421012,Gladstone (L),421012,Gladstone (L) (SA),1,Good,Good,0
421013,Greenock (L),421013,Greenock (L),1,Good,Good,0
421014,Gumeracha (L),421014,Gumeracha (L),1,Good,Good,0
421015,Hamley Bridge (L),421015,Hamley Bridge (L),1,Good,Good,0
421016,Kanmantoo (L),421017,Kanmantoo (L),1,Good,Good,0
421017,Keith (L),421018,Keith (L),1,Good,Good,0
421018,Kimba (L),421019,Kimba (L),1,Good,Good,0
421019,Lameroo (L),421020,Lameroo (L),1,Good,Good,0
421020,Macclesfield (L),421022,Macclesfield (L),1,Good,Good,0
421021,Mallala (L),421023,Mallala (L),1,Good,Good,0
421022,Meadows (L),415027,Meadows,1,Good,Good,0
421023,Meningie (L),421024,Meningie (L),1,Good,Good,0
421024,Middleton (L),415028,Middleton,1,Good,Good,0
421025,Milang (L),421025,Milang (L),1,Good,Good,0
421026,Minlaton (L),421026,Minlaton (L),1,Good,Good,0
421027,Mount Pleasant (L),421027,Mount Pleasant (L),1,Good,Good,0
421028,One Tree Hill (L),421028,One Tree Hill (L),1,Good,Good,0
421029,Orroroo (L),421029,Orroroo (L),1,Good,Good,0
421030,Paringa (L),415033,Paringa,1,Good,Good,0
421031,Pinnaroo (L),421030,Pinnaroo (L),1,Good,Good,0
421032,Port MacDonnell (L),421031,Port MacDonnell (L),1,Good,Good,0
421033,Port Wakefield (L),421032,Port Wakefield (L),1,Good,Good,0
421034,Quorn (L),421034,Quorn (L),1,Good,Good,0
421035,Riverton (L),421035,Riverton (L),1,Good,Good,0
421036,Roseworthy (L),421036,Roseworthy (L),1,Good,Good,0
421037,Stansbury (L),422052,Stansbury (L),1,Good,Good,0
421038,Streaky Bay (L),421037,Streaky Bay (L),1,Good,Good,0
421039,Uraidla - Summertown (L),421038,Uraidla - Summertown (L),1,Good,Good,0
421040,Virginia (L),415044,Virginia,1,Good,Good,0
421041,Willyaroo (L),421040,Willyaroo (L),1,Good,Good,0
421042,Wudinna (L),421041,Wudinna (L),1,Good,Good,0
421043,Yankalilla (L),421042,Yankalilla (L),1,Good,Good,0
421044,Yorketown (L),421043,Yorketown (L),1,Good,Good,0
422001,Allendale East (L),422001,Allendale East (L),1,Good,Good,0
422002,Amata (L),422002,Amata (L),1,Good,Good,0
422003,American River (L),422003,American River (L),1,Good,Good,0
422004,Andamooka Opal Fields (L),422004,Andamooka (L),1,Good,Good,0
422005,Arno Bay (L),422005,Arno Bay (L),1,Good,Good,0
422006,Auburn (L),422006,Auburn (L),1,Good,Good,0
422007,Beachport (L),421002,Beachport (L),1,Good,Good,0
422008,Blanchetown (L),422007,Blanchetown (L),1,Good,Good,0
422009,Blyth (L),422008,Blyth (L),1,Good,Good,0
422010,Booleroo Centre (L),422009,Booleroo Centre (L),1,Good,Good,0
422011,Boston (L),422010,Boston (L),1,Good,Good,0
422012,Bute (L),422011,Bute (L),1,Good,Good,0
422013,Callington (L),422012,Callington (L),1,Good,Good,0
422014,Charleston (L),422013,Charleston (L),1,Good,Good,0
422015,Clarendon (L),422014,Clarendon (L),1,Good,Good,0
422016,Clayton Bay (L),422015,Clayton Bay (L),1,Good,Good,0
422017,Cobdogla (L),422016,Cobdogla (L),1,Good,Good,0
422018,Coobowie (L),422017,Coobowie (L),1,Good,Good,0
422019,Coonalpyn (L),422018,Coonalpyn (L),1,Good,Good,0
422020,Dublin (L),431001,Remainder of State/Territory (SA),1,Good,Good,0
422021,Edithburgh (L),422019,Edithburgh (L),1,Good,Good,0
422022,Elliston (L),422020,Elliston (L),1,Good,Good,0
422023,Hawker (L),422021,Hawker (L),1,Good,Good,0
422024,Houghton (L),431001,Remainder of State/Territory (SA),0.0059833,Good,Good,1
422024,Houghton (L),421016,Houghton (L),0.9940167,Good,Good,0
422025,Indulkana (L),422022,Indulkana (L),1,Good,Good,0
422026,Kalangadoo (L),422023,Kalangadoo (L),1,Good,Good,0
422027,Kaltjiti (Fregon) (L),422024,Kaltjiti (Fregon) (L),1,Good,Good,0
422028,Karoonda (L),422025,Karoonda (L),1,Good,Good,0
422029,Kersbrook (L),422026,Kersbrook (L),1,Good,Good,0
422030,Laura (L) (SA),421021,Laura (L) (SA),1,Good,Good,0
422031,Leigh Creek (L),422027,Leigh Creek (L),1,Good,Good,0
422032,Lucindale (L),422028,Lucindale (L),1,Good,Good,0
422033,Mimili (L),422029,Mimili (L),1,Good,Good,0
422034,Morgan (L),422030,Morgan (L),1,Good,Good,0
422035,Mount Burr (L),422031,Mount Burr (L),1,Good,Good,0
422036,Mount Torrens (L),422032,Mount Torrens (L),1,Good,Good,0
422037,Mullaquana (L),422033,Mullaquana (L),1,Good,Good,0
422038,Mundulla (L),422034,Mundulla (L),1,Good,Good,0
422039,Myponga (L),422035,Myponga (L),1,Good,Good,0
422040,Nangwarry (L),422036,Nangwarry (L),1,Good,Good,0
422041,Napperby (L),422037,Napperby (L),1,Good,Good,0
422042,Owen (L),422038,Owen (L),1,Good,Good,0
422043,Parham (L),422039,Parham (L),1,Good,Good,0
422044,Penneshaw (L),422040,Penneshaw (L),1,Good,Good,0
422045,Point Turton (L),422041,Point Turton (L),1,Good,Good,0
422046,Port Germein (L),422042,Port Germein (L),1,Good,Good,0
422047,Port Neill (L),422043,Port Neill (L),1,Good,Good,0
422048,Port Victoria (L),422044,Port Victoria (L),1,Good,Good,0
422049,Port Vincent (L),422045,Port Vincent (L),1,Good,Good,0
422050,Pukatja (Ernabella) (L),421033,Pukatja (Ernabella) (L),1,Good,Good,0
422051,Saddleworth (L),422046,Saddleworth (L),1,Good,Good,0
422052,Smoky Bay (L),422047,Smoky Bay (L),1,Good,Good,0
422053,Snowtown (L),422048,Snowtown (L),1,Good,Good,0
422054,Southend (L),422049,Southend (L),1,Good,Good,0
422055,Spalding (L),422050,Spalding (L),1,Good,Good,0
422056,Springton (L),422051,Springton (L),1,Good,Good,0
422057,Swan Reach (L),422053,Swan Reach (L),1,Good,Good,0
422058,Tantanoola (L),422054,Tantanoola (L),1,Good,Good,0
422059,Tarpeena (L),422055,Tarpeena (L),1,Good,Good,0
422060,Tintinara (L),422056,Tintinara (L),1,Good,Good,0
422061,Truro (L),422057,Truro (L),1,Good,Good,0
422062,Warooka (L),422058,Warooka (L),1,Good,Good,0
422063,Wasleys (L),421039,Wasleys (L),1,Poor,Good,0
422064,Wilmington (L),422059,Wilmington (L),1,Good,Good,0
422065,Wirrabara (L),422060,Wirrabara (L),1,Good,Good,0
422066,Woomera (L),422061,Woomera (L),1,Good,Good,0
422067,Yahl (L),422062,Yahl (L),1,Good,Good,0
422068,Yalata (L),422063,Yalata (L),1,Good,Good,0
431777,Remainder of State/Territory (SA),412001,Gawler (SA),1.00E-07,Good,Good,1
431777,Remainder of State/Territory (SA),415041,Tanunda,0.0001059,Good,Good,1
431777,Remainder of State/Territory (SA),412003,Mount Gambier,0.0002876,Good,Good,1
431777,Remainder of State/Territory (SA),415002,Angle Vale,0.0010661,Good,Good,1
431777,Remainder of State/Territory (SA),421039,Wasleys (L),0.0011517,Poor,Good,1
431777,Remainder of State/Territory (SA),413002,Murray Bridge,0.0013113,Good,Good,1
431777,Remainder of State/Territory (SA),412002,Mount Barker (SA),0.0021038,Good,Good,1
431777,Remainder of State/Territory (SA),415043,Two Wells,0.0021458,Acceptable,Good,1
431777,Remainder of State/Territory (SA),414005,Strathalbyn,0.0021597,Good,Good,1
431777,Remainder of State/Territory (SA),401001,Adelaide,0.0035891,Good,Good,1
431777,Remainder of State/Territory (SA),415019,Lewiston,0.0043542,Poor,Good,1
431777,Remainder of State/Territory (SA),431001,Remainder of State/Territory (SA),0.9817247,Good,Good,0
479997,Migratory - Offshore - Shipping (SA),479997,Migratory - Offshore - Shipping (SA),1,Good,Good,0
499994,No usual address (SA),499994,No usual address (SA),1,Good,Good,0
501001,Perth (WA),531001,Remainder of State/Territory (WA),0.001043,Good,Good,1
501001,Perth (WA),501001,Perth (WA),0.998957,Good,Good,0
511001,Bunbury,531001,Remainder of State/Territory (WA),4.00E-07,Good,Good,1
511001,Bunbury,511001,Bunbury,0.9999996,Good,Good,0
512001,Albany,512001,Albany,1,Good,Good,0
512002,Busselton,531001,Remainder of State/Territory (WA),0.0089658,Good,Good,1
512002,Busselton,512002,Busselton,0.9910342,Good,Good,0
512003,Geraldton,512003,Geraldton,1,Good,Good,0
512004,Kalgoorlie - Boulder,512004,Kalgoorlie - Boulder,1,Good,Good,0
513001,Broome,513001,Broome,1,Good,Good,0
513002,Esperance,513002,Esperance,1,Good,Good,0
513003,Karratha,513003,Karratha,1,Good,Good,0
513004,Port Hedland,513004,Port Hedland,1,Good,Good,0
514001,Collie,514001,Collie,1,Good,Good,0
514002,Dunsborough,514002,Dunsborough,1,Good,Good,0
514003,Margaret River,514003,Margaret River,1,Good,Good,0
514004,Northam,514004,Northam,1,Good,Good,0
514005,Yanchep,513005,Yanchep,1,Good,Good,0
515001,Augusta,515001,Augusta,1,Good,Good,0
515002,Binningup,515002,Binningup,1,Good,Good,0
515003,Bridgetown,515003,Bridgetown,1,Poor,Good,0
515004,Bullsbrook,515004,Bullsbrook,1,Good,Good,0
515005,Capel,515005,Capel,1,Acceptable,Good,0
515006,Carnarvon,515006,Carnarvon,1,Good,Good,0
515007,Cowaramup,515007,Cowaramup,1,Good,Good,0
515008,Dampier,515008,Dampier,1,Good,Good,0
515009,Denmark,515009,Denmark,1,Good,Good,0
515010,Derby,515010,Derby,1,Good,Good,0
515011,Donnybrook,515011,Donnybrook (WA),1,Good,Good,0
515012,Drummond Cove,515012,Drummond Cove,1,Good,Good,0
515013,Exmouth,515013,Exmouth,1,Good,Good,0
515014,Fitzroy Crossing,515014,Fitzroy Crossing,1,Good,Good,0
515015,Harvey,515015,Harvey,1,Good,Good,0
515016,Jurien Bay,515016,Jurien Bay,1,Good,Good,0
515017,Kalbarri,515017,Kalbarri,1,Good,Good,0
515018,Kambalda West,515018,Kambalda West,1,Good,Good,0
515019,Katanning,515019,Katanning,1,Good,Good,0
515020,Kununurra,515020,Kununurra,1,Good,Good,0
515021,Little Grove,531001,Remainder of State/Territory (WA),0.0379023,Good,Good,0
515021,Little Grove,515021,Little Grove,0.9620977,Good,Good,0
515022,Manjimup,515022,Manjimup,1,Good,Good,0
515023,Merredin,515023,Merredin,1,Good,Good,0
515024,Moora,515024,Moora,1,Good,Good,0
515025,Mount Barker (WA),515025,Mount Barker (WA),1,Good,Good,0
515026,Narrogin,531001,Remainder of State/Territory (WA),0.035904,Good,Good,0
515026,Narrogin,515027,Narrogin,0.964096,Good,Good,0
515027,Newman,515028,Newman,1,Good,Good,0
515028,Paraburdoo,515029,Paraburdoo,1,Good,Good,0
515029,Pinjarra,515030,Pinjarra,1,Good,Good,0
515030,Port Denison - Dongara,515031,Port Denison - Dongara,1,Good,Good,0
515031,Tom Price,531001,Remainder of State/Territory (WA),0.0047382,Good,Good,1
515031,Tom Price,515033,Tom Price,0.9952618,Good,Good,0
515032,Two Rocks,515034,Two Rocks,1,Good,Good,0
515033,Wagin,515035,Wagin,1,Good,Good,0
515034,Waroona,515036,Waroona,1,Good,Good,0
515035,Wickham,515037,Wickham,1,Poor,Good,0
515036,York,515038,York,1,Good,Good,0
521001,Allanson (L),521001,Allanson (L),1,Good,Good,0
521002,Bakers Hill (L),521002,Bakers Hill (L),1,Good,Good,0
521003,Beverley (L),521003,Beverley (L),1,Good,Good,0
521004,Bidyadanga (La Grange) (L),521004,Bidyadanga (La Grange) (L),1,Good,Good,0
521005,Boddington - Ranford (L),521005,Boddington - Ranford (L),1,Good,Good,0
521006,Boyanup (L),521006,Boyanup (L),1,Good,Good,0
521007,Boyup Brook (L),521007,Boyup Brook (L),1,Good,Good,0
521008,Brookton (L),521008,Brookton (L),1,Good,Good,0
521009,Bruce Rock (L),521009,Bruce Rock (L),1,Good,Good,0
521010,Brunswick (L),521010,Brunswick (L),1,Good,Good,0
521011,Burekup (L),521011,Burekup (L),1,Good,Good,0
521012,Cape Burney (L),521012,Cape Burney (L),1,Good,Good,0
521013,Cardup (L),501001,Perth (WA),1,Good,Good,0
521014,Cervantes (L),522012,Cervantes (L),1,Good,Good,0
521015,Chidlow (L),521013,Chidlow (L),1,Good,Good,0
521016,Coolgardie (L),521014,Coolgardie (L),1,Good,Good,0
521017,Corrigin (L),521015,Corrigin (L),1,Good,Good,0
521018,Cunderdin (L),521016,Cunderdin (L),1,Good,Good,0
521019,Dalwallinu (L),521017,Dalwallinu (L),1,Good,Good,0
521020,Denham (L),521019,Denham (L),1,Good,Good,0
521021,Gabbadah (L),521020,Gabbadah (L),1,Good,Good,0
521022,Gingin (L),521021,Gingin (L),1,Good,Good,0
521023,Gnarabup - Prevelly (L),521022,Gnarabup - Prevelly (L),1,Good,Good,0
521024,Gnowangerup (L),521023,Gnowangerup (L),1,Good,Good,0
521025,Goomalling (L),522025,Goomalling (L),1,Good,Good,0
521026,Halls Creek (L),521024,Halls Creek (L),1,Good,Good,0
521027,Hilbert (L),501001,Perth (WA),1,Good,Good,0
521028,Hopetoun (L) (WA),521025,Hopetoun (L) (WA),1,Good,Good,0
521029,Jarrahdale (L),521026,Jarrahdale (L),1,Good,Good,0
521030,Kambalda East (L),521027,Kambalda East (L),1,Good,Good,0
521031,Kellerberrin (L),521028,Kellerberrin (L),1,Good,Good,0
521032,Kojonup (L),531001,Remainder of State/Territory (WA),0.1418043,Good,Good,0
521032,Kojonup (L),521029,Kojonup (L),0.8581957,Acceptable,Good,0
521033,Lake Grace (L),522038,Lake Grace (L),1,Good,Good,0
521034,Lancelin (L),531001,Remainder of State/Territory (WA),5.45E-05,Good,Good,1
521034,Lancelin (L),521030,Lancelin (L),0.9999455,Good,Good,0
521035,Leonora (L),521031,Leonora (L),1,Good,Good,0
521036,Looma (L),522043,Looma (L),1,Good,Good,0
521037,Lower Chittering Valley (L),531001,Remainder of State/Territory (WA),1,Good,Good,0
521038,Meekatharra (L),521032,Meekatharra (L),1,Good,Good,0
521039,Morawa (L),522047,Morawa (L),1,Good,Good,0
521040,Muchea (L),521034,Muchea (L),1,Good,Good,0
521041,Mundijong (L),531001,Remainder of State/Territory (WA),0.0475276,Good,Good,0
521041,Mundijong (L),515026,Mundijong,0.9524724,Acceptable,Good,0
521042,Nannup (L),521035,Nannup (L),1,Good,Good,0
521043,Norseman (L),521036,Norseman (L),1,Good,Good,0
521044,North Pinjarra (L),521037,North Pinjarra (L),1,Good,Good,0
521045,Northampton (L),521038,Northampton (L),1,Good,Good,0
521046,Ocean Beach (L),521039,Ocean Beach (L),1,Good,Good,0
521047,Onslow (L),521040,Onslow (L),1,Good,Good,0
521048,Pannawonica (L),521041,Pannawonica (L),1,Good,Good,0
521049,Pemberton (L),521042,Pemberton (L),1,Good,Good,0
521050,Pingelly (L),521044,Pingelly (L),1,Good,Good,0
521051,Quairading (L),521045,Quairading (L),1,Good,Good,0
521052,Roebourne (L),521046,Roebourne (L),1,Good,Good,0
521053,Serpentine (L),515032,Serpentine,1,Good,Good,0
521054,Southern Cross (L),521047,Southern Cross (L),1,Good,Good,0
521055,Toodyay (L),521048,Toodyay (L),1,Good,Good,0
521056,Warburton (L),521049,Warburton (L) (WA),1,Good,Good,0
521057,Wongan Hills (L),521050,Wongan Hills (L),1,Good,Good,0
521058,Woodridge Estate (L),531001,Remainder of State/Territory (WA),1,Good,Good,0
521059,Wundowie (L),521051,Wundowie (L),1,Good,Good,0
521060,Wyndham (L),521052,Wyndham (L),1,Good,Good,0
522001,Balgo (L),522001,Balgo (L),1,Good,Good,0
522002,Balingup (L),522002,Balingup (L),1,Good,Good,0
522003,Bardi (One Arm Point) (L),522003,Bardi (One Arm Point) (L),1,Good,Good,0
522004,Bayulu (L),522004,Bayulu (L),1,Good,Good,0
522005,Beagle Bay (L),522005,Beagle Bay (L),1,Good,Good,0
522006,Bickley (L),522006,Bickley (L),1,Good,Good,0
522007,Bremer Bay (L),522007,Bremer Bay (L),1,Good,Good,0
522008,Broomehill Village (L),522008,Broomehill Village (L),1,Good,Good,0
522009,Bullsbrook - West (L),522009,Bullsbrook - West (L),1,Good,Good,0
522010,Carmel (L),522010,Carmel (L),1,Good,Good,0
522011,Carnamah (L),522011,Carnamah (L),1,Good,Good,0
522012,Cookernup (L),522013,Cookernup (L),1,Good,Good,0
522013,Coolup (L),522014,Coolup (L),1,Good,Good,0
522014,Coral Bay (L),522015,Coral Bay (L),1,Good,Good,0
522015,Cranbrook (L),522016,Cranbrook (L),1,Good,Good,0
522016,Cuballing (L),522017,Cuballing (L),1,Good,Good,0
522017,Cue (L),522018,Cue (L),1,Good,Good,0
522018,Dardanup (L),521018,Dardanup (L),1,Good,Good,0
522019,Darkan (L),522019,Darkan (L),1,Good,Good,0
522020,Djarindjin - Lombadina (L),531001,Remainder of State/Territory (WA),0.321966,Good,Good,0
522020,Djarindjin - Lombadina (L),522020,Djarindjin - Lombadina (L),0.678034,Poor,Good,0
522021,Dowerin (L),522021,Dowerin (L),1,Good,Good,0
522022,Dumbleyung (L),522022,Dumbleyung (L),1,Good,Good,0
522023,Dwellingup (L),522023,Dwellingup (L),1,Good,Good,0
522024,Green Head (L),522026,Green Head (L),1,Good,Good,0
522025,Greenbushes (L),522027,Greenbushes (L),1,Good,Good,0
522026,Guilderton (L),531001,Remainder of State/Territory (WA),5.77E-05,Good,Good,1
522026,Guilderton (L),522028,Guilderton (L),0.9999423,Good,Good,0
522027,Herne Hill (L),522029,Herne Hill (L),1,Good,Good,0
522028,Jerramungup (L),522030,Jerramungup (L),1,Good,Good,0
522029,Jigalong (L),522031,Jigalong (L),1,Good,Good,0
522030,Kalumburu (L),522032,Kalumburu (L),1,Good,Good,0
522031,Kendenup (L),522033,Kendenup (L),1,Good,Good,0
522032,Kiwirrkurra (L),522034,Kiwirrkurra (L),1,Good,Good,0
522033,Kondinin (L),522035,Kondinin (L),1,Good,Good,0
522034,Koorda (L),522036,Koorda (L),1,Good,Good,0
522035,Kulin (L),522037,Kulin (L),1,Good,Good,0
522036,Laverton (L),522039,Laverton (L),1,Good,Good,0
522037,Leeman (L),522041,Leeman (L),1,Good,Good,0
522038,Leinster (L),531001,Remainder of State/Territory (WA),1.24E-05,Good,Good,1
522038,Leinster (L),522042,Leinster (L),0.9999876,Good,Good,0
522039,Marble Bar (L),522044,Marble Bar (L),1,Good,Good,0
522040,Mindibungu (L),522045,Mindibungu (L),1,Good,Good,0
522041,Mingenew (L),522046,Mingenew (L),1,Good,Good,0
522042,Mount Magnet (L),521033,Mount Magnet (L),1,Good,Good,0
522043,Mukinbudin (L),522048,Mukinbudin (L),1,Good,Good,0
522044,Mullewa (L),522049,Mullewa (L),1,Good,Good,0
522045,Narembeen (L),522050,Narembeen (L),1,Good,Good,0
522046,North Dandalup (L),522051,North Dandalup (L),1,Good,Good,0
522047,Nullagine (L),522052,Nullagine (L),1,Good,Good,0
522048,Papulankutja (L),522053,Papulankutja (L),1,Good,Good,0
522049,Peppermint Grove Beach (L),521043,Peppermint Grove Beach (L),1,Good,Good,0
522050,Perenjori (L),522054,Perenjori (L),1,Good,Good,0
522051,Point Samson (L),522055,Point Samson (L),1,Good,Good,0
522052,Ravensthorpe (L),522056,Ravensthorpe (L),1,Good,Good,0
522053,Rottnest Island (L),522057,Rottnest Island (L),1,Good,Good,0
522054,Tambellup (L),522058,Tambellup (L),1,Good,Good,0
522055,Tammin (L),531001,Remainder of State/Territory (WA),1,Good,Good,0
522056,Three Springs (L),522059,Three Springs (L),1,Good,Good,0
522057,Tjuntjuntjara (L),522060,Tjuntjuntjara (L),1,Good,Good,0
522058,Walpole (L),522061,Walpole (L),1,Good,Good,0
522059,Wangkatjungka (L),522062,Wangkatjungka (L),1,Good,Good,0
522060,Warakurna (L),522063,Warakurna (L),1,Good,Good,0
522061,Warmun (L),522064,Warmun (L),1,Good,Good,0
522062,Wickepin (L),522065,Wickepin (L),1,Good,Good,0
522063,Williams (L),522066,Williams (L),1,Good,Good,0
522064,Wiluna (L),522067,Wiluna (L),1,Good,Good,0
522065,Wooroloo (L),522068,Wooroloo (L),1,Good,Good,0
522066,Wyalkatchem (L),522069,Wyalkatchem (L),1,Good,Good,0
522067,Yarloop (L),522070,Yarloop (L),1,Good,Good,0
522068,Yungngora (L),522071,Yungngora (L),1,Good,Good,0
531777,Remainder of State/Territory (WA),514003,Margaret River,6.75E-05,Good,Good,1
531777,Remainder of State/Territory (WA),521018,Dardanup (L),0.0001336,Good,Good,1
531777,Remainder of State/Territory (WA),515014,Fitzroy Crossing,0.0002181,Good,Good,1
531777,Remainder of State/Territory (WA),512002,Busselton,0.0002604,Good,Good,1
531777,Remainder of State/Territory (WA),515032,Serpentine,0.0003051,Good,Good,1
531777,Remainder of State/Territory (WA),515033,Tom Price,0.000321,Good,Good,1
531777,Remainder of State/Territory (WA),521046,Roebourne (L),0.0003633,Good,Good,1
531777,Remainder of State/Territory (WA),515011,Donnybrook (WA),0.0005541,Good,Good,1
531777,Remainder of State/Territory (WA),515034,Two Rocks,0.0005995,Good,Good,1
531777,Remainder of State/Territory (WA),511001,Bunbury,0.0007266,Good,Good,1
531777,Remainder of State/Territory (WA),515026,Mundijong,0.00121,Acceptable,Good,1
531777,Remainder of State/Territory (WA),522024,Goode Beach (L),0.0012478,Poor,Good,1
531777,Remainder of State/Territory (WA),522040,Ledge Point (L),0.0014419,Poor,Good,1
531777,Remainder of State/Territory (WA),515005,Capel,0.0014533,Acceptable,Good,1
531777,Remainder of State/Territory (WA),515009,Denmark,0.001635,Good,Good,1
531777,Remainder of State/Territory (WA),515003,Bridgetown,0.0038397,Poor,Good,1
531777,Remainder of State/Territory (WA),515037,Wickham,0.0043292,Poor,Good,1
531777,Remainder of State/Territory (WA),501001,Perth (WA),0.0189177,Good,Good,0
531777,Remainder of State/Territory (WA),531001,Remainder of State/Territory (WA),0.9623762,Good,Good,0
579997,Migratory - Offshore - Shipping (WA),579997,Migratory - Offshore - Shipping (WA),1,Good,Good,0
599994,No usual address (WA),599994,No usual address (WA),1,Good,Good,0
603001,Hobart,631001,Remainder of State/Territory (Tas.),0.0002701,Good,Good,1
603001,Hobart,603001,Hobart,0.9997299,Good,Good,0
611001,Launceston,611001,Launceston,1,Good,Good,0
612001,Devonport,612002,Devonport,1,Good,Good,0
613001,Burnie - Somerset,612001,Burnie - Somerset,1,Good,Good,0
613002,Ulverstone,613001,Ulverstone,1,Good,Good,0
614001,New Norfolk,631001,Remainder of State/Territory (Tas.),0.0469022,Good,Good,0
614001,New Norfolk,614002,New Norfolk,0.9530978,Good,Good,0
614002,Wynyard,614003,Wynyard,1,Good,Good,0
615001,Beaconsfield,615001,Beaconsfield,1,Good,Good,0
615002,Beauty Point,615002,Beauty Point,1,Good,Good,0
615003,Bridport,615003,Bridport,1,Good,Good,0
615004,Deloraine,615005,Deloraine,1,Good,Good,0
615005,Dodges Ferry - Lewisham,614001,Dodges Ferry - Lewisham,1,Good,Good,0
615006,Evandale,615006,Evandale,1,Good,Good,0
615007,George Town,615008,George Town,1,Good,Good,0
615008,Hadspen,615009,Hadspen,1,Good,Good,0
615009,Huonville,615010,Huonville,1,Good,Good,0
615010,Latrobe,615011,Latrobe,1,Good,Good,0
615011,Legana,615012,Legana,1,Good,Good,0
615012,Longford,615013,Longford,1,Good,Good,0
615013,Margate,615014,Margate,1,Good,Good,0
615014,Midway Point,615015,Midway Point,1,Good,Good,0
615015,Penguin,615016,Penguin,1,Good,Good,0
615016,Perth (Tas.),615017,Perth (Tas.),1,Good,Good,0
615017,Port Sorell,615018,Port Sorell,1,Good,Good,0
615018,Primrose Sands,615019,Primrose Sands,1,Good,Good,0
615019,Queenstown,615020,Queenstown,1,Good,Good,0
615020,Scottsdale,615021,Scottsdale,1,Good,Good,0
615021,Sheffield,615022,Sheffield,1,Good,Good,0
615022,Smithton,615023,Smithton,1,Good,Good,0
615023,Snug,615024,Snug,1,Good,Good,0
615024,Sorell,615025,Sorell,1,Good,Good,0
615025,St Helens,615026,St Helens,1,Good,Good,0
615026,Westbury,615027,Westbury,1,Good,Good,0
621001,Bicheno (L),621002,Bicheno (L),1,Good,Good,0
621002,Campbell Town (L),621004,Campbell Town (L),1,Good,Good,0
621003,Clifton Beach (L),621006,Clifton Beach (L),1,Good,Good,0
621004,Cremorne (L),621007,Cremorne (L),1,Good,Good,0
621005,Cressy (L),621008,Cressy (L),1,Good,Good,0
621006,Currie (L),621009,Currie (L),1,Good,Good,0
621007,Cygnet (L),615004,Cygnet,1,Good,Good,0
621008,Electrona (L),621011,Electrona (L),1,Good,Good,0
621009,Fern Tree (L),621012,Fern Tree (L),1,Good,Good,0
621010,Geeveston (L),621013,Geeveston (L),1,Good,Good,0
621011,Gravelly Beach (L),621014,Gravelly Beach (L),1,Good,Good,0
621012,Grindelwald (L),621015,Grindelwald (L),1,Good,Good,0
621013,Howden (L),621016,Howden (L),1,Good,Good,0
621014,Lanena - Blackwall (L),615007,Exeter (Tas.),1,Good,Good,0
621015,Oatlands (L),621018,Oatlands (L),1,Good,Good,0
621016,Orford (L),631001,Remainder of State/Territory (Tas.),1.82E-05,Good,Good,1
621016,Orford (L),621019,Orford (L),0.9999818,Good,Good,0
621017,Railton (L),621020,Railton (L),1,Good,Good,0
621018,Ranelagh (L),621021,Ranelagh (L),1,Good,Good,0
621019,Richmond (L) (Tas.),621022,Richmond (L) (Tas.),1,Good,Good,0
621020,Rosebery (L),621023,Rosebery (L),1,Good,Good,0
621021,Scamander (L),621024,Scamander (L),1,Good,Good,0
621022,South Arm (L),621025,South Arm (L),1,Good,Good,0
621023,Stieglitz (L),621027,Stieglitz (L),1,Good,Good,0
621024,Strahan (L),621028,Strahan (L),1,Good,Good,0
621025,Sulphur Creek (L),621029,Sulphur Creek (L),1,Good,Good,0
621026,Swansea (L),621030,Swansea (L),1,Good,Good,0
621027,Triabunna (L),621031,Triabunna (L),1,Good,Good,0
621028,Zeehan (L),621032,Zeehan (L),1,Good,Good,0
622001,Bagdad (L),621001,Bagdad (L),1,Good,Good,0
