UCL_CODE_2016,UCL_NAME_2016,UCL_CODE_2021,UCL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
215095,Yarragon,215098,Yarragon,1,Good,Good,0
215096,Yarram,215099,Yarram,1,Good,Good,0
215097,Yea,215100,Yea,1,Good,Good,0
221001,Allansford (L),221001,Allansford (L),1,Good,Good,0
221002,Avenel (L),221002,Avenel (L),1,Good,Good,0
221003,Avoca (L),215005,Avoca,1,Good,Good,0
221004,Barnawartha (L),221003,Barnawartha (L),1,Good,Good,0
221005,Batesford (L),221004,Batesford (L),1,Acceptable,Good,0
221006,Birchip (L),221005,Birchip (L),1,Good,Good,0
221007,Birregurra (L),221006,Birregurra (L),1,Good,Good,0
221008,Boolarra (L),221007,Boolarra (L),1,Good,Good,0
221009,Boort (L),221008,Boort (L),1,Good,Good,0
221010,Briagolong (L),221009,Briagolong (L),1,Good,Good,0
221011,Bruthen (L),221010,Bruthen (L),1,Good,Good,0
221012,Bushfield - Woodford (L),221011,Bushfield - Woodford (L),1,Good,Good,0
221013,Cabarita (L),221012,Cabarita (L),1,Good,Good,0
221014,Cannons Creek (L),221013,Cannons Creek (L),1,Good,Good,0
221015,Cape Paterson (L),221014,Cape Paterson (L),1,Good,Good,0
221016,Cardigan Village (L),221016,Cardigan Village (L),1,Acceptable,Good,0
221017,Carisbrook (L),221017,Carisbrook (L),1,Good,Good,0
221018,Charlton (L),221018,Charlton (L),1,Good,Good,0
221019,Clunes (L) (Vic.),231001,Remainder of State/Territory (Vic.),0.4033583,Good,Good,0
221019,Clunes (L) (Vic.),221019,Clunes (L) (Vic.),0.5966417,Poor,Good,0
221020,Coleraine (L),221020,Coleraine (L),1,Good,Good,0
221021,Corinella (L),215025,Corinella,1,Good,Good,0
221022,Coronet Bay (L),215026,Coronet Bay,1,Good,Good,0
221023,Dunkeld (L),221022,Dunkeld (L),1,Good,Good,0
221024,Dunolly (L),221023,Dunolly (L),1,Good,Good,0
221025,Eagle Point (L),221024,Eagle Point (L),1,Good,Good,0
221026,East Warburton (L),222021,East Warburton (L),0.3351074,Poor,Good,0
221026,East Warburton (L),231001,Remainder of State/Territory (Vic.),0.6648926,Good,Good,0
221027,Edenhope (L),221025,Edenhope (L),1,Good,Good,0
221028,Eildon (L),221026,Eildon (L),1,Good,Good,0
221029,Elmore (L),221027,Elmore (L),1,Good,Good,0
221030,Flinders (L),221028,Flinders (L),1,Good,Good,0
221031,Glengarry (L),221029,Glengarry (L),1,Good,Good,0
221032,Grantville - Pioneer Bay (L),215037,Grantville - Pioneer Bay,1,Good,Good,0
221033,Greendale (L),231001,Remainder of State/Territory (Vic.),1,Good,Good,0
221034,Harcourt (L),221032,Harcourt (L),1,Good,Good,0
221035,Hopetoun (L) (Vic.),221033,Hopetoun (L) (Vic.),1,Good,Good,0
221036,Hopetoun Park (L),221034,Hopetoun Park (L),1,Good,Good,0
221037,Inglewood (L) (Vic.),221035,Inglewood (L) (Vic.),1,Good,Good,0
221038,Inverleigh (L),221036,Inverleigh (L),1,Good,Good,0
221039,Kaniva (L),221037,Kaniva (L),1,Good,Good,0
221040,Kinglake (L),215042,Kinglake,1,Good,Good,0
221041,Kinglake West (L),221038,Kinglake West (L),1,Good,Good,0
221042,Lake Boga (L),221039,Lake Boga (L),1,Good,Good,0
221043,Lake Tyers Beach (L),221040,Lake Tyers Beach (L),1,Good,Good,0
221044,Lethbridge (L),221041,Lethbridge (L),1,Good,Good,0
221045,Loch Sport (L),221043,Loch Sport (L),1,Good,Good,0
221046,Mallacoota (L),221044,Mallacoota (L),1,Good,Good,0
221047,Malmsbury (L),221045,Malmsbury (L),1,Good,Good,0
221048,Marong (L),221046,Marong (L),1,Good,Good,0
221049,Maryknoll (L),221047,Maryknoll (L),1,Good,Good,0
221050,Metung (L),215055,Metung,1,Good,Good,0
221051,Moriac (L),221049,Moriac (L),1,Good,Good,0
221052,Murchison (L),221050,Murchison (L),1,Good,Good,0
221053,Murtoa (L),221051,Murtoa (L),1,Good,Good,0
221054,Nar Nar Goon (L),221052,Nar Nar Goon (L),1,Good,Good,0
221055,Neerim South (L),215063,Neerim South,1,Good,Good,0
221056,Newlands Arm (L),221053,Newlands Arm (L),1,Good,Good,0
221057,Newstead (L),221054,Newstead (L),1,Good,Good,0
221058,Nyora (L),221057,Nyora (L),1,Good,Good,0
221059,Porepunkah (L),221059,Porepunkah (L),1,Good,Good,0
221060,Raymond Island (L),221060,Raymond Island (L),1,Good,Good,0
221061,Rockbank (L),201001,Melbourne,1,Good,Good,0
221062,Rushworth (L),221062,Rushworth (L),1,Good,Good,0
221063,Sea Lake (L),221063,Sea Lake (L),1,Good,Good,0
221064,Seville East (L),221064,Seville East (L),1,Good,Good,0
221065,Smythesdale (L),221066,Smythesdale (L),1,Good,Good,0
221066,Strathmerton (L),221067,Strathmerton (L),1,Good,Good,0
221067,Surf Beach - Sunderland Bay (L),221069,Surf Beach - Sunderland Bay (L),1,Good,Good,0
221068,Tallangatta (L),221070,Tallangatta (L),1,Good,Good,0
221069,Teesdale (L),215082,Teesdale,1,Good,Good,0
221070,Timboon (L),221071,Timboon (L),1,Good,Good,0
221071,Traralgon South (L),221073,Traralgon South (L),1,Good,Good,0
221072,Trentham (L),221074,Trentham (L),1,Good,Good,0
221073,Ventnor (L),221075,Ventnor (L),1,Good,Good,0
221074,Venus Bay (L),221076,Venus Bay (L),1,Good,Good,0
221075,Violet Town (L),221077,Violet Town (L),1,Good,Good,0
221076,Warneet (L),221078,Warneet (L),1,Good,Good,0
221077,Wedderburn (L),221079,Wedderburn (L),1,Good,Good,0
221078,Werribee South (L),221080,Werribee South (L),1,Good,Good,0
221079,Wurruk (L),215094,Wurruk,1,Good,Good,0
221080,Wycheproof (L),221081,Wycheproof (L),1,Good,Good,0
221081,Yackandandah (L),221083,Yackandandah (L),1,Good,Good,0
221082,Yinnar (L),221084,Yinnar (L),1,Acceptable,Good,0
222001,Arcadia Downs (L),222001,Arcadia Downs (L),1,Good,Good,0
222002,Arthurs Seat (L),222002,Arthurs Seat (L),1,Good,Good,0
222003,Axedale (L),222003,Axedale (L),1,Good,Good,0
222004,Baw Baw Village (L),222004,Baw Baw Village (L),1,Good,Good,0
222005,Beeac (L),222005,Beeac (L),1,Good,Good,0
222006,Bellbridge (L),222006,Bellbridge (L),1,Good,Good,0
222007,Bethanga (L),222007,Bethanga (L),1,Good,Good,0
222008,Blackwood (L),222008,Blackwood (L),1,Good,Good,0
222009,Bridgewater (L),222009,Bridgewater (L),1,Good,Good,0
222010,Bulla (L),222010,Bulla (L),1,Good,Good,0
222011,Buln Buln (L),222011,Buln Buln (L),1,Good,Good,0
222012,Bundalong (L),222012,Bundalong (L),1,Good,Good,0
222013,Buxton (L),222013,Buxton (L) (Vic.),1,Good,Good,0
222014,Cape Schanck (L),221015,Cape Schanck (L),1,Good,Good,0
222015,Clyde (L),231001,Remainder of State/Territory (Vic.),0.4535924,Good,Good,0
222015,Clyde (L),201001,Melbourne,0.5464076,Good,Good,0
222016,Dales Creek (L),222014,Dales Creek (L),1,Good,Good,0
222017,Dalyston (L),221021,Dalyston (L),1,Good,Good,0
222018,Darnum (L),222015,Darnum (L),1,Good,Good,0
222019,Dartmoor (L),222016,Dartmoor (L),1,Good,Good,0
222020,Derrinallum (L),222017,Derrinallum (L),1,Good,Good,0
222021,Dinner Plain (L),222018,Dinner Plain (L),1,Good,Good,0
222022,Don Valley (L),222019,Don Valley (L),1,Good,Good,0
222023,Dookie (L),222020,Dookie (L),1,Good,Good,0
222024,Eldorado (L),222022,Eldorado (L),1,Good,Good,0
222025,Enfield (L),222023,Enfield (L),1,Good,Good,0
222026,Falls Creek (L) (Vic.),222024,Falls Creek (L) (Vic.),1,Good,Good,0
222027,Fish Creek (L),222025,Fish Creek (L),1,Good,Good,0
222028,Glenrowan - North (L),222026,Glenrowan - North (L),1,Good,Good,0
222029,Glenrowan (L),222027,Glenrowan (L),1,Good,Good,0
222030,Golden Beach - Paradise Beach (L),221030,Golden Beach - Paradise Beach (L),1,Good,Good,0
222031,Goornong (L),222028,Goornong (L),1,Good,Good,0
222032,Gordon (L),221031,Gordon (L),1,Good,Good,0
222033,Goroke (L),222029,Goroke (L),1,Good,Good,0
222034,Guildford (L),222030,Guildford (L),1,Good,Good,0
222035,Gunbower (L),222031,Gunbower (L),1,Good,Good,0
222036,Halls Gap (L),222032,Halls Gap (L),1,Good,Good,0
222037,Harrietville (L),222033,Harrietville (L),1,Good,Good,0
222038,Hazeldene (L),222034,Hazeldene (L),1,Good,Good,0
222039,Jeparit (L),222035,Jeparit (L),1,Good,Good,0
222040,Katamatite (L),222036,Katamatite (L),1,Good,Good,0
222041,Katandra West (L),222037,Katandra West (L),1,Good,Good,0
222042,Kialla West (L),222038,Kialla West (L),1,Good,Good,0
222043,Kiewa (L),222039,Kiewa (L),1,Good,Good,0
222044,Kilcunda (L),222040,Kilcunda (L),1,Good,Good,0
222045,Learmonth (L),222041,Learmonth (L),1,Good,Good,0
222046,Leitchville (L),222042,Leitchville (L),1,Good,Good,0
222047,Lindenow (L),221042,Lindenow (L),1,Good,Good,0
222048,Linton (L),222043,Linton (L),1,Good,Good,0
222049,Lismore (L),222044,Lismore (L) (Vic.),1,Good,Good,0
222050,Little River (L),222045,Little River (L),1,Good,Good,0
222051,Lockington (L),222046,Lockington (L),1,Good,Good,0
222052,Macarthur (L),222047,Macarthur (L),1,Good,Good,0
222053,Manangatang (L),222048,Manangatang (L),1,Good,Good,0
222054,Marengo (L),222049,Marengo (L),1,Good,Good,0
222055,Marlo (L),222050,Marlo (L),1,Good,Good,0
222056,Marysville (L),222051,Marysville (L),1,Good,Good,0
222057,Meeniyan (L),221048,Meeniyan (L),1,Good,Good,0
222058,Meredith (L),222052,Meredith (L),1,Good,Good,0
222059,Merrigum (L),222053,Merrigum (L),1,Good,Good,0
222060,Milawa (L),222054,Milawa (L),1,Good,Good,0
222061,Minyip (L),222055,Minyip (L),1,Good,Good,0
222062,Mount Buller (L),222056,Mount Buller (L),1,Good,Good,0
222063,Mount Egerton (L),222057,Mount Egerton (L),1,Good,Good,0
222064,Mount Hotham (L),222058,Mount Hotham (L),1,Good,Good,0
222065,Moyhu (L),222059,Moyhu (L),1,Good,Good,0
222066,Murrayville (L),222060,Murrayville (L),1,Good,Good,0
222067,Myrniong (L),222061,Myrniong (L),1,Good,Good,0
222068,Natimuk (L),222062,Natimuk (L),1,Good,Good,0
222069,Newhaven (L),222063,Newhaven (L),1,Good,Good,0
222070,Nichols Point (L),221055,Nichols Point (L),1,Good,Good,0
222071,Nilma (L),222064,Nilma (L),1,Good,Good,0
222072,Noorat (L),222065,Noorat (L),1,Good,Good,0
222073,Nyah (L),222066,Nyah (L),1,Good,Good,0
222074,Nyah West (L),221056,Nyah West (L),1,Good,Good,0
222075,Omeo (L),222067,Omeo (L),1,Good,Good,0
222076,Oxley (L),221058,Oxley (L),1,Good,Good,0
222077,Panton Hill (L),222068,Panton Hill (L),1,Good,Good,0
222078,Penshurst (L),222069,Penshurst (L),1,Good,Good,0
222079,Poowong (L),222071,Poowong (L),1,Good,Good,0
222080,Port Albert (L),222072,Port Albert (L),1,Good,Good,0
222081,Port Campbell (L),222073,Port Campbell (L),1,Good,Good,0
222082,Powelltown (L),222074,Powelltown (L),1,Good,Good,0
222083,Pyalong (L),222075,Pyalong (L),1,Good,Good,0
222084,Pyramid Hill (L),222076,Pyramid Hill (L),1,Good,Good,0
222085,Quambatook (L),231001,Remainder of State/Territory (Vic.),1,Good,Good,0
222086,Rainbow (L),222077,Rainbow (L),1,Good,Good,0
222087,Rawson (L),222078,Rawson (L),1,Good,Good,0
222088,Red Hill South (L),222079,Red Hill South (L),1,Good,Good,0
222089,Rhyll (L),221061,Rhyll (L),1,Good,Good,0
222090,Rupanyup (L),222080,Rupanyup (L),1,Good,Good,0
222091,Sandy Point (L),222081,Sandy Point (L),1,Good,Good,0
222092,Sawmill Settlement (L),222082,Sawmill Settlement (L),1,Good,Good,0
222093,Shepparton East (L),222083,Shepparton East (L),1,Good,Good,0
222094,Shoreham (L),221065,Shoreham (L),1,Good,Good,0
222095,Skipton (L),222084,Skipton (L),1,Good,Good,0
222096,Smiths Beach (L),222085,Smiths Beach (L),1,Good,Good,0
222097,Snake Valley (L),231001,Remainder of State/Territory (Vic.),1,Good,Good,0
222098,St Andrews (L),222086,St Andrews (L),1,Good,Good,0
222099,Stanhope (L),222087,Stanhope (L),1,Good,Good,0
222100,Sunset Strip (L),221068,Sunset Strip (L),1,Good,Good,0
222101,Talbot (L),222088,Talbot (L),1,Good,Good,0
222102,Tallarook (L),222089,Tallarook (L),1,Good,Good,0
222103,Tallygaroopna (L),222090,Tallygaroopna (L),1,Good,Good,0
222104,Tangambalanga (L),222091,Tangambalanga (L),1,Good,Good,0
222105,Tawonga (L),215059,Mount Beauty - Tawonga,1,Good,Good,0
222106,Toolamba (L),222092,Toolamba (L),1,Good,Good,0
222107,Toongabbie (L),221072,Toongabbie (L),1,Good,Good,0
222108,Toora (L),222093,Toora (L),1,Good,Good,0
222109,Tungamah (L),222094,Tungamah (L),1,Good,Good,0
222110,Tylden (L),222096,Tylden (L),1,Good,Good,0
222111,Tynong (L),222097,Tynong (L),1,Good,Good,0
222112,Underbool (L),231001,Remainder of State/Territory (Vic.),1,Good,Good,0
222113,Wandiligong (L),222098,Wandiligong (L),1,Good,Good,0
222114,Waterford Park (L),222099,Waterford Park (L),1,Good,Good,0
222115,Willaura (L),222100,Willaura (L),1,Good,Good,0
222116,Willow Grove (L),222101,Willow Grove (L),1,Good,Good,0
222117,Wimbledon Heights (L),222102,Wimbledon Heights (L),1,Good,Good,0
222118,Wonga Park - South (L),222103,Wonga Park - South (L),1,Good,Good,0
222119,Woolsthorpe (L),231001,Remainder of State/Territory (Vic.),1,Good,Good,0
222120,Woorinen South (L),222104,Woorinen South (L),1,Good,Good,0
222121,Wunghnu (L),222105,Wunghnu (L),1,Good,Good,0
222122,Tyers (L),222095,Tyers (L),1,Good,Good,0
231777,Remainder of State/Territory (Vic.),215090,Winchelsea,1.06E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),213004,Drouin,1.23E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),211001,Albury - Wodonga (Wodonga Part),1.40E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),215047,Lang Lang,1.42E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),215022,Churchill,1.68E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),214002,Bannockburn,1.73E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),213010,Moe - Newborough,3.63E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),215076,Rutherglen,4.60E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),203002,Bendigo,7.48E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),214007,Diggers Rest,9.28E-05,Good,Good,1
231777,Remainder of State/Territory (Vic.),214016,Maryborough (Vic.),0.0001388,Good,Good,1
231777,Remainder of State/Territory (Vic.),215037,Grantville - Pioneer Bay,0.0001571,Good,Good,1
231777,Remainder of State/Territory (Vic.),221084,Yinnar (L),0.0001679,Acceptable,Good,1
231777,Remainder of State/Territory (Vic.),215053,Mansfield,0.0002151,Good,Good,1
231777,Remainder of State/Territory (Vic.),214018,Portarlington - St Leonards,0.0002167,Good,Good,1
231777,Remainder of State/Territory (Vic.),214006,Cowes,0.0002385,Good,Good,1
231777,Remainder of State/Territory (Vic.),212003,Mildura - Buronga (Mildura Part),0.0002955,Good,Good,1
231777,Remainder of State/Territory (Vic.),215074,Romsey,0.0003065,Good,Good,1
231777,Remainder of State/Territory (Vic.),203003,Geelong,0.0003295,Good,Good,1
231777,Remainder of State/Territory (Vic.),215017,Bunyip,0.000347,Good,Good,1
231777,Remainder of State/Territory (Vic.),215051,Maffra,0.0003721,Good,Good,1
231777,Remainder of State/Territory (Vic.),222070,Peterborough (L),0.0004158,Poor,Good,1
231777,Remainder of State/Territory (Vic.),221004,Batesford (L),0.0004537,Acceptable,Good,1
231777,Remainder of State/Territory (Vic.),212008,Traralgon,0.0004903,Good,Good,1
231777,Remainder of State/Territory (Vic.),213001,Bairnsdale,0.0004977,Good,Good,1
231777,Remainder of State/Territory (Vic.),214017,Point Lonsdale - Queenscliff,0.0005195,Good,Good,1
231777,Remainder of State/Territory (Vic.),214015,Leongatha,0.0005916,Good,Good,1
231777,Remainder of State/Territory (Vic.),221082,Wyndham Harbour (L),0.000691,Poor,Good,1
231777,Remainder of State/Territory (Vic.),213005,Drysdale - Clifton Springs,0.000736,Good,Good,1
231777,Remainder of State/Territory (Vic.),214008,Hamilton,0.0009788,Good,Good,1
231777,Remainder of State/Territory (Vic.),215043,Koo Wee Rup,0.0013047,Acceptable,Good,1
231777,Remainder of State/Territory (Vic.),212001,Bacchus Marsh,0.0013551,Good,Good,1
231777,Remainder of State/Territory (Vic.),214011,Kilmore,0.0015221,Good,Good,1
231777,Remainder of State/Territory (Vic.),212009,Warrnambool,0.0015378,Good,Good,1
231777,Remainder of State/Territory (Vic.),203001,Ballarat,0.0017849,Good,Good,1
231777,Remainder of State/Territory (Vic.),212006,Sunbury,0.0019788,Good,Good,1
231777,Remainder of State/Territory (Vic.),213017,Warragul,0.0021335,Good,Good,1
231777,Remainder of State/Territory (Vic.),214021,Whittlesea,0.0026867,Acceptable,Good,1
231777,Remainder of State/Territory (Vic.),211002,Melton,0.0038595,Good,Good,1
231777,Remainder of State/Territory (Vic.),213015,Wallan,0.0055451,Acceptable,Good,1
231777,Remainder of State/Territory (Vic.),201001,Melbourne,0.0119898,Good,Good,0
231777,Remainder of State/Territory (Vic.),231001,Remainder of State/Territory (Vic.),0.9558079,Good,Good,0
279997,Migratory - Offshore - Shipping (Vic.),279997,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
299994,No usual address (Vic.),299994,No usual address (Vic.),1,Good,Good,0
301001,Brisbane,331001,Remainder of State/Territory (Qld),5.97E-05,Good,Good,1
301001,Brisbane,301001,Brisbane,0.9999403,Good,Good,0
302001,Gold Coast - Tweed Heads (Gold Coast Part),331001,Remainder of State/Territory (Qld),0.0009678,Good,Good,1
302001,Gold Coast - Tweed Heads (Gold Coast Part),302001,Gold Coast - Tweed Heads (Gold Coast Part),0.9990322,Good,Good,0
303001,Cairns,303001,Cairns,1,Good,Good,0
303002,Sunshine Coast,302002,Sunshine Coast,1,Good,Good,0
303003,Toowoomba,303002,Toowoomba,1,Good,Good,0
303004,Townsville,303003,Townsville,1,Good,Good,0
311001,Bundaberg,311001,Bundaberg,1,Good,Good,0
311002,Hervey Bay,311002,Hervey Bay,1,Good,Good,0
311003,Mackay,311003,Mackay,1,Good,Good,0
311004,Rockhampton,311004,Rockhampton,1,Good,Good,0
312001,Gladstone,312002,Gladstone (Qld),1,Good,Good,0
312002,Maryborough (Qld),331001,Remainder of State/Territory (Qld),0.0059061,Good,Good,1
312002,Maryborough (Qld),312003,Maryborough (Qld),0.9940939,Good,Good,0
313001,Bargara - Innes Park,313002,Bargara - Innes Park,1,Good,Good,0
313002,Bongaree - Woorim,312001,Bongaree - Woorim,1,Good,Good,0
313003,Dalby,313003,Dalby,1,Good,Good,0
313004,Emerald,313004,Emerald,1,Good,Good,0
313005,Gracemere,313005,Gracemere,1,Good,Good,0
313006,Gympie,331001,Remainder of State/Territory (Qld),0.0141302,Good,Good,0
313006,Gympie,313006,Gympie,0.9858698,Good,Good,0
313007,Kingaroy,331001,Remainder of State/Territory (Qld),0.0162435,Good,Good,0
313007,Kingaroy,313008,Kingaroy,0.9837565,Good,Good,0
313008,Mount Isa,331001,Remainder of State/Territory (Qld),0.0148622,Good,Good,0
313008,Mount Isa,313009,Mount Isa,0.9851378,Good,Good,0
313009,Nambour,312004,Nambour,1,Good,Good,0
313010,Warwick,313010,Warwick,1,Good,Good,0
313011,Yeppoon,313012,Yeppoon,1,Good,Good,0
314001,Airlie Beach - Cannonvale,313001,Airlie Beach - Cannonvale,1,Good,Good,0
314002,Atherton,314001,Atherton,1,Good,Good,0
314003,Ayr,314002,Ayr,1,Good,Good,0
314004,Beaudesert,314003,Beaudesert,1,Good,Good,0
314005,Beerwah,314004,Beerwah,1,Good,Good,0
314006,Biloela,314005,Biloela,1,Good,Good,0
314007,Bowen,314006,Bowen,1,Good,Good,0
314008,Charters Towers,314007,Charters Towers,1,Good,Good,0
314009,Chinchilla,314008,Chinchilla,1,Good,Good,0
314010,Gatton,314010,Gatton,1,Good,Good,0
314011,Goondiwindi,314011,Goondiwindi,1,Good,Good,0
314012,Gordonvale,314012,Gordonvale,1,Good,Good,0
314013,Highfields,313007,Highfields,1,Good,Good,0
314014,Innisfail,314013,Innisfail,1,Good,Good,0
314015,Jimboomba - West,314009,Flagstone,1,Good,Good,0
314016,Mareeba,314016,Mareeba,1,Good,Good,0
314017,Moranbah,314017,Moranbah,1,Good,Good,0
314018,Mount Cotton,314018,Mount Cotton,1,Good,Good,0
314019,Roma,331001,Remainder of State/Territory (Qld),0.052921,Good,Good,0
314019,Roma,314020,Roma,0.947079,Good,Good,0
314020,Sandstone Point - Ningi,314021,Sandstone Point - Ningi,1,Good,Good,0
314021,Tamborine Mountain,314022,Tamborine Mountain,1,Good,Good,0
314022,Tannum Sands - Boyne Island,314023,Tannum Sands - Boyne Island,1,Good,Good,0
315001,Alice River,315002,Alice River,1,Good,Good,0
315002,Allingham,315003,Allingham,1,Good,Good,0
315003,Aurukun,315004,Aurukun,1,Good,Good,0
315004,Bamaga,315006,Bamaga,1,Good,Good,0
315005,Beachmere,331001,Remainder of State/Territory (Qld),0.0675921,Good,Good,0
315005,Beachmere,315007,Beachmere,0.9324079,Good,Good,0
315006,Blackwater,315008,Blackwater,1,Good,Good,0
315007,Boonah,315009,Boonah,1,Good,Good,0
315008,Burnett Heads,315010,Burnett Heads,1,Good,Good,0
315009,Burrum Heads,315011,Burrum Heads,1,Good,Good,0
315010,Calliope,315012,Calliope,1,Acceptable,Good,0
315011,Cambooya,315013,Cambooya,1,Good,Good,0
315012,Cardwell,315014,Cardwell,1,Good,Good,0
315013,Cedar Grove,315015,Cedar Grove,1,Good,Good,0
315014,Cedar Vale,315016,Cedar Vale,1,Good,Good,0
315015,Charleville,331001,Remainder of State/Territory (Qld),0.0550307,Good,Good,0
315015,Charleville,315017,Charleville,0.9449693,Good,Good,0
315016,Cherbourg,315018,Cherbourg,1,Good,Good,0
315017,Childers,315019,Childers,1,Good,Good,0
315018,Clermont,315020,Clermont,1,Good,Good,0
315019,Clifton,315021,Clifton,1,Good,Good,0
315020,Cloncurry,315022,Cloncurry,1,Good,Good,0
315021,Collinsville,315023,Collinsville,1,Good,Good,0
315022,Cooktown,315024,Cooktown,1,Good,Good,0
315023,Cooloola Village,315025,Cooloola Village,1,Good,Good,0
315024,Cooroy,315026,Cooroy,1,Good,Good,0
315025,Crows Nest,315027,Crows Nest,1,Good,Good,0
315026,D'Aguilar,315028,D'Aguilar,1,Acceptable,Good,0
315027,Dayboro,315029,Dayboro,1,Good,Good,0
315028,Doomadgee,315030,Doomadgee,1,Good,Good,0
315029,Dysart,315031,Dysart,1,Acceptable,Good,0
315030,Emu Park,315032,Emu Park,1,Good,Good,0
315031,Fernvale,315035,Fernvale,1,Good,Good,0
315032,Gayndah,315036,Gayndah,1,Good,Good,0
315033,Glass House Mountains,315037,Glass House Mountains,1,Good,Good,0
315034,Gleneagle,314003,Beaudesert,1,Good,Good,0
315035,Gowrie Junction,331001,Remainder of State/Territory (Qld),0.0528104,Good,Good,0
315035,Gowrie Junction,315038,Gowrie Junction,0.9471896,Good,Good,0
315036,Gununa,315039,Gununa,1,Good,Good,0
315037,Hamilton Island,315040,Hamilton Island,1,Good,Good,0
315038,Hay Point,315041,Hay Point,1,Good,Good,0
315039,Home Hill,331001,Remainder of State/Territory (Qld),0.076247,Good,Good,0
315039,Home Hill,315042,Home Hill,0.923753,Good,Good,0
315040,Howard,315043,Howard,1,Good,Good,0
315041,Ingham,331001,Remainder of State/Territory (Qld),0.0089316,Good,Good,1
315041,Ingham,315044,Ingham,0.9910684,Good,Good,0
315042,Jacobs Well,315045,Jacobs Well,1,Good,Good,0
315043,Jimboomba,314014,Jimboomba,1,Good,Good,0
315044,Kensington Grove - Regency Downs,314015,Kensington Grove - Regency Downs,1,Good,Good,0
315045,Kilcoy,315046,Kilcoy,1,Acceptable,Good,0
315046,Kingsthorpe,315047,Kingsthorpe,1,Good,Good,0
315047,Kooralbyn,315048,Kooralbyn,1,Good,Good,0
315048,Kuranda,315049,Kuranda,1,Good,Good,0
315049,Laidley,315050,Laidley,1,Good,Good,0
315050,Landsborough,315051,Landsborough,1,Good,Good,0
315051,Logan Village,331001,Remainder of State/Territory (Qld),0.1638616,Good,Good,0
315051,Logan Village,315052,Logan Village,0.8361384,Poor,Good,0
315052,Longreach,315053,Longreach,1,Good,Good,0
315053,Lowood,315054,Lowood,1,Good,Good,0
315054,Macleay Island,315055,Macleay Island,1,Good,Good,0
315055,Malanda,315056,Malanda,1,Good,Good,0
315056,Maleny,315057,Maleny,1,Good,Good,0
315057,Marian,315058,Marian,1,Poor,Good,0
315058,Meridan Plains,315059,Meridan Plains,1,Good,Good,0
315059,Meringandan West,331001,Remainder of State/Territory (Qld),0.0713399,Good,Good,0
315059,Meringandan West,315060,Meringandan West,0.9286601,Good,Good,0
315060,Middlemount,315061,Middlemount,1,Good,Good,0
315061,Miles,315062,Miles,1,Good,Good,0
315062,Millmerran,315063,Millmerran,1,Good,Good,0
315063,Monto,315065,Monto,1,Good,Good,0
315064,Mooloolah,331001,Remainder of State/Territory (Qld),0.0457245,Good,Good,0
315064,Mooloolah,315066,Mooloolah,0.9542755,Good,Good,0
315065,Moore Park,315067,Moore Park,1,Good,Good,0
315066,Mossman,315068,Mossman,1,Good,Good,0
315067,Mount Morgan,315069,Mount Morgan,1,Good,Good,0
315068,Moura,315070,Moura,1,Good,Good,0
315069,Mulambin,315071,Mulambin,1,Good,Good,0
315070,Mundubbera,315072,Mundubbera,1,Good,Good,0
315071,Murgon,315073,Murgon,1,Good,Good,0
315072,Nanango,315074,Nanango,1,Good,Good,0
315073,Nelly Bay,315075,Nelly Bay,1,Good,Good,0
315074,Oakey,315076,Oakey,1,Good,Good,0
315075,Palm Island,315077,Palm Island,1,Good,Good,0
315076,Palmwoods,314019,Palmwoods,1,Good,Good,0
315077,Pittsworth,315078,Pittsworth,1,Good,Good,0
315078,Pomona,315079,Pomona,1,Good,Good,0
315079,Port Douglas - Craiglie,315080,Port Douglas - Craiglie,1,Good,Good,0
315080,Proserpine,315081,Proserpine,1,Good,Good,0
315081,Rainbow Beach,315082,Rainbow Beach,1,Good,Good,0
315082,Rangewood,315083,Rangewood,1,Good,Good,0
315083,River Heads,315084,River Heads,1,Good,Good,0
315084,Rosewood,315085,Rosewood,1,Acceptable,Good,0
315085,Russell Island,315086,Russell Island,1,Good,Good,0
315086,Samford Valley - Highvale,315087,Samford Valley - Highvale,1,Acceptable,Good,0
315087,Sarina,315088,Sarina,1,Good,Good,0
315088,St George,315089,St George,1,Good,Good,0
315089,Stanthorpe,315090,Stanthorpe,1,Good,Good,0
315090,Thursday Island,315091,Thursday Island,1,Good,Good,0
315091,Tieri,321104,Tieri (L),1,Good,Good,0
315092,Tin Can Bay,315092,Tin Can Bay,1,Good,Good,0
315093,Toogoolawah,315093,Toogoolawah,1,Good,Good,0
315094,Toogoom,315094,Toogoom,1,Good,Good,0
315095,Tully,315095,Tully,1,Good,Good,0
315096,Walkerston,315096,Walkerston,1,Good,Good,0
