LOCALITY_PID,LOCALITY_NAME,SA4_CODE_2021,SA4_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
VIC1197,HORFIELD,215,North West,0.978929,Good,Good,0
VIC1198,HORSHAM,215,North West,1,Good,Good,0
VIC1199,HOTHAM HEIGHTS,204,Hume,1,Good,Good,0
VIC12,AIREYS INLET,203,Geelong,1,Good,Good,0
VIC120,BALNARRING BEACH,214,Mornington Peninsula,1,Good,Good,0
VIC1200,HOTSPUR,217,Warrnambool and South West,1,Good,Good,0
VIC1201,HOWES CREEK,204,Hume,1,Good,Good,0
VIC1202,HOWITT PLAINS,204,Hume,0.4615385,Good,Good,0
VIC1202,HOWITT PLAINS,205,Latrobe - Gippsland,0.5384615,Good,Good,0
VIC1203,HOWQUA,204,Hume,1,Good,Good,0
VIC1204,HOWQUA HILLS,204,Hume,1,Good,Good,0
VIC1205,HOWQUA INLET,204,Hume,1,Good,Good,0
VIC1206,HUGHESDALE,208,Melbourne - Inner South,1,Good,Good,0
VIC1207,HUMEVALE,209,Melbourne - North East,1,Good,Good,0
VIC1208,HUNTER,202,Bendigo,1,Good,Good,0
VIC1209,HUNTERSTON,205,Latrobe - Gippsland,1,Good,Good,0
VIC121,BALOOK,205,Latrobe - Gippsland,1,Good,Good,0
VIC1210,HUNTINGDALE,212,Melbourne - South East,1,Good,Good,0
VIC1211,HUNTLY,202,Bendigo,1,Good,Good,0
VIC1212,HUNTLY NORTH,202,Bendigo,1,Good,Good,0
VIC1213,HUON,204,Hume,1,Good,Good,0
VIC1214,HUON CREEK,204,Hume,1,Good,Good,0
VIC1215,HURSTBRIDGE,209,Melbourne - North East,1,Good,Good,0
VIC1216,ICY CREEK,205,Latrobe - Gippsland,1,Good,Good,0
VIC1217,IGUANA CREEK,205,Latrobe - Gippsland,1,Good,Good,0
VIC1218,ILLABAROOK,201,Ballarat,1,Good,Good,0
VIC1219,ILLAWARRA,215,North West,1,Good,Good,0
VIC122,BALWYN,207,Melbourne - Inner East,1,Good,Good,0
VIC1220,ILLOWA,217,Warrnambool and South West,1,Good,Good,0
VIC1221,INDENTED HEAD,203,Geelong,1,Good,Good,0
VIC1222,INDIGO VALLEY,204,Hume,1,Good,Good,0
VIC1223,INGLEWOOD,202,Bendigo,1,Good,Good,0
VIC1224,INGLISTON,201,Ballarat,1,Good,Good,0
VIC1225,INKERMAN,201,Ballarat,1,Good,Good,0
VIC1226,INVERGORDON,216,Shepparton,1,Good,Good,0
VIC1227,INVERLEIGH,203,Geelong,1,Good,Good,0
VIC1228,INVERLOCH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1229,INVERMAY,201,Ballarat,1,Good,Good,0
VIC123,BALWYN NORTH,207,Melbourne - Inner East,1,Good,Good,0
VIC1230,INVERMAY PARK,201,Ballarat,1,Good,Good,0
VIC1231,IONA,212,Melbourne - South East,1,Good,Good,0
VIC1232,IRAAK,215,North West,1,Good,Good,0
VIC1233,IRISHTOWN,202,Bendigo,1,Good,Good,0
VIC1234,IRONBARK,202,Bendigo,1,Good,Good,0
VIC1235,IRREWARRA,217,Warrnambool and South West,1,Good,Good,0
VIC1236,IRREWILLIPE,217,Warrnambool and South West,1,Good,Good,0
VIC1237,IRREWILLIPE EAST,217,Warrnambool and South West,1,Good,Good,0
VIC1238,IRYMPLE,215,North West,1,Good,Good,0
VIC1239,IVANHOE,209,Melbourne - North East,1,Good,Good,0
VIC124,BAMAWM,216,Shepparton,1,Good,Good,0
VIC1240,IVANHOE EAST,209,Melbourne - North East,1,Good,Good,0
VIC1241,JACANA,210,Melbourne - North West,1,Good,Good,0
VIC1242,JACK RIVER,205,Latrobe - Gippsland,1,Good,Good,0
VIC1243,JACKASS FLAT,202,Bendigo,1,Good,Good,0
VIC1244,JACOB CREEK,205,Latrobe - Gippsland,1,Good,Good,0
VIC1245,JAM JERRUP,205,Latrobe - Gippsland,1,Good,Good,0
VIC1246,JAMIESON,204,Hume,1,Good,Good,0
VIC1247,JAN JUC,203,Geelong,1,Good,Good,0
VIC1248,JANCOURT,217,Warrnambool and South West,1,Good,Good,0
VIC1249,JANCOURT EAST,217,Warrnambool and South West,1,Good,Good,0
VIC125,BAMAWM EXTENSION,216,Shepparton,1,Good,Good,0
VIC1250,JARKLIN,202,Bendigo,1,Good,Good,0
VIC1251,JARRAHMOND,205,Latrobe - Gippsland,1,Good,Good,0
VIC1252,JARVIS CREEK,204,Hume,1,Good,Good,0
VIC1253,JEERALANG,205,Latrobe - Gippsland,1,Good,Good,0
VIC1254,JEERALANG JUNCTION,205,Latrobe - Gippsland,1,Good,Good,0
VIC1255,JEETHO,205,Latrobe - Gippsland,1,Good,Good,0
VIC1256,JEFFCOTT,215,North West,1,Good,Good,0
VIC1257,JEFFCOTT NORTH,215,North West,1,Good,Good,0
VIC1258,JEPARIT,215,North West,1,Good,Good,0
VIC1259,JERICHO,205,Latrobe - Gippsland,1,Good,Good,0
VIC126,BAMBRA,203,Geelong,1,Good,Good,0
VIC1260,JERUK,215,North West,1,Good,Good,0
VIC1261,JIL JIL,215,North West,1,Good,Good,0
VIC1262,JILPANGER,215,North West,1,Good,Good,0
VIC1263,JINDIVICK,205,Latrobe - Gippsland,1,Good,Good,0
VIC1264,JOEL JOEL,215,North West,1,Good,Good,0
VIC1265,JOEL SOUTH,215,North West,1,Good,Good,0
VIC1266,JOHANNA,217,Warrnambool and South West,1,Good,Good,0
VIC1267,JOHNSONVILLE,205,Latrobe - Gippsland,1,Good,Good,0
VIC1268,JOYCES CREEK,202,Bendigo,1,Good,Good,0
VIC1269,JUMBUK,205,Latrobe - Gippsland,1,Good,Good,0
VIC127,BAMGANIE,203,Geelong,1,Good,Good,0
VIC1270,JUMBUNNA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1271,JUNCTION VILLAGE,212,Melbourne - South East,1,Good,Good,0
VIC1272,JUNG,215,North West,1,Good,Good,0
VIC1273,JUNGABURRA,202,Bendigo,1,Good,Good,0
VIC1274,JUNORTOUN,202,Bendigo,1,Good,Good,0
VIC1275,KAARIMBA,216,Shepparton,1,Good,Good,0
VIC1276,KADNOOK,215,North West,1,Good,Good,0
VIC1277,KALIMNA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1278,KALIMNA WEST,205,Latrobe - Gippsland,1,Good,Good,0
VIC1279,KALKALLO,210,Melbourne - North West,1,Good,Good,0
VIC128,BANDIANA,204,Hume,1,Good,Good,0
VIC1280,KALKEE,215,North West,1,Good,Good,0
VIC1281,KALLISTA,211,Melbourne - Outer East,0.9979379,Good,Good,0
VIC1281,KALLISTA,212,Melbourne - South East,0.0020621,Good,Good,1
VIC1282,KALORAMA,211,Melbourne - Outer East,1,Good,Good,0
VIC1283,KALPIENUNG,215,North West,1,Good,Good,0
VIC1284,KAMAROOKA,202,Bendigo,1,Good,Good,0
VIC1285,KAMAROOKA NORTH,202,Bendigo,1,Good,Good,0
VIC1286,KANAGULK,215,North West,1,Good,Good,0
VIC1287,KANCOONA,204,Hume,1,Good,Good,0
VIC1288,KANGAROO FLAT,202,Bendigo,1,Good,Good,0
VIC1289,KANGAROO GROUND,209,Melbourne - North East,1,Good,Good,0
VIC129,BANGERANG,215,North West,1,Good,Good,0
VIC1290,KANIVA,215,North West,1,Good,Good,0
VIC1291,KANUMBRA,204,Hume,1,Good,Good,0
VIC1292,KANYA,215,North West,1,Good,Good,0
VIC1293,KANYAPELLA,216,Shepparton,1,Good,Good,0
VIC1294,KARABEAL,217,Warrnambool and South West,1,Good,Good,0
VIC1295,KARDELLA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1296,KARDELLA SOUTH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1297,KARIAH,217,Warrnambool and South West,1,Good,Good,0
VIC1298,KARNAK,215,North West,1,Good,Good,0
VIC1299,KARRAMOMUS,216,Shepparton,1,Good,Good,0
VIC13,AIRLY,205,Latrobe - Gippsland,1,Good,Good,0
VIC130,BANGHOLME,212,Melbourne - South East,1,Good,Good,0
VIC1300,KARYRIE,215,North West,1,Good,Good,0
VIC1301,KATAMATITE,216,Shepparton,1,Good,Good,0
VIC1302,KATAMATITE EAST,216,Shepparton,1,Good,Good,0
VIC1303,KATANDRA,216,Shepparton,1,Good,Good,0
VIC1304,KATANDRA WEST,216,Shepparton,1,Good,Good,0
VIC1305,KATUNGA,216,Shepparton,1,Good,Good,0
VIC1306,KAWARREN,217,Warrnambool and South West,1,Good,Good,0
VIC1307,KEALBA,213,Melbourne - West,1,Good,Good,0
VIC1308,KEELY,215,North West,1,Good,Good,0
VIC1309,KEILOR,210,Melbourne - North West,0.9924168,Good,Good,0
VIC1309,KEILOR,213,Melbourne - West,0.0075832,Good,Good,1
VIC131,BANNERTON,215,North West,1,Good,Good,0
VIC1310,KEILOR DOWNS,213,Melbourne - West,1,Good,Good,0
VIC1311,KEILOR EAST,210,Melbourne - North West,0.9999993,Good,Good,0
VIC1311,KEILOR EAST,213,Melbourne - West,7.00E-07,Good,Good,1
VIC1312,KEILOR LODGE,213,Melbourne - West,1,Good,Good,0
VIC1313,KEILOR NORTH,213,Melbourne - West,1,Good,Good,0
VIC1314,KEILOR PARK,210,Melbourne - North West,1,Good,Good,0
VIC1315,KELLALAC,215,North West,1,Good,Good,0
VIC1316,KELVIN VIEW,204,Hume,1,Good,Good,0
VIC1317,KENLEY,215,North West,1,Good,Good,0
VIC1318,KENMARE,215,North West,1,Good,Good,0
VIC1319,KENNEDYS CREEK,217,Warrnambool and South West,1,Good,Good,0
VIC132,BANNOCKBURN,203,Geelong,1,Good,Good,0
VIC1320,KENNETT RIVER,217,Warrnambool and South West,1,Good,Good,0
VIC1321,KENNINGTON,202,Bendigo,1,Good,Good,0
VIC1322,KENSINGTON,206,Melbourne - Inner,1,Good,Good,0
VIC1323,KERANG,215,North West,1,Good,Good,0
VIC1324,KERANG EAST,215,North West,1,Good,Good,0
VIC1325,KERGUNYAH,204,Hume,1,Good,Good,0
VIC1326,KERGUNYAH SOUTH,204,Hume,1,Good,Good,0
VIC1327,KERNOT,205,Latrobe - Gippsland,1,Good,Good,0
VIC1328,KERRIE,210,Melbourne - North West,1,Good,Good,0
VIC1329,KERRISDALE,204,Hume,1,Good,Good,0
VIC133,BANYAN,215,North West,1,Good,Good,0
VIC1330,KEVINGTON,204,Hume,1,Good,Good,0
VIC1331,KEW,207,Melbourne - Inner East,1,Good,Good,0
VIC1332,KEW EAST,207,Melbourne - Inner East,1,Good,Good,0
VIC1333,KEWELL,215,North West,1,Good,Good,0
VIC1334,KEYSBOROUGH,212,Melbourne - South East,1,Good,Good,0
VIC1335,KIALLA,216,Shepparton,1,Good,Good,0
VIC1336,KIALLA EAST,216,Shepparton,1,Good,Good,0
VIC1337,KIALLA WEST,216,Shepparton,1,Good,Good,0
VIC1338,KIATA,215,North West,1,Good,Good,0
VIC1339,KIEWA,204,Hume,1,Good,Good,0
VIC134,BANYENA,215,North West,1,Good,Good,0
VIC1340,KILCUNDA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1343,KILLARNEY,217,Warrnambool and South West,1,Good,Good,0
VIC1344,KILLAWARRA,204,Hume,1,Good,Good,0
VIC1345,KILLINGWORTH,204,Hume,1,Good,Good,0
VIC1346,KILMANY,205,Latrobe - Gippsland,1,Good,Good,0
VIC1347,KILMORE,204,Hume,1,Good,Good,0
VIC1348,KILMORE EAST,204,Hume,1,Good,Good,0
VIC1349,KILSYTH,211,Melbourne - Outer East,1,Good,Good,0
VIC135,BARANDUDA,204,Hume,1,Good,Good,0
VIC1350,KILSYTH SOUTH,211,Melbourne - Outer East,1,Good,Good,0
VIC1351,KIMBOLTON,202,Bendigo,1,Good,Good,0
VIC1352,KING VALLEY,204,Hume,1,Good,Good,0
VIC1353,KINGLAKE,209,Melbourne - North East,1,Good,Good,0
VIC1354,KINGLAKE CENTRAL,209,Melbourne - North East,1,Good,Good,0
VIC1355,KINGLAKE WEST,209,Melbourne - North East,1,Good,Good,0
VIC1356,KINGOWER,202,Bendigo,1,Good,Good,0
VIC1357,KINGS PARK,213,Melbourne - West,1,Good,Good,0
VIC1358,KINGSBURY,209,Melbourne - North East,1,Good,Good,0
VIC1359,KINGSTON,201,Ballarat,1,Good,Good,0
VIC136,BARFOLD,202,Bendigo,1,Good,Good,0
VIC1360,KINGSVILLE,213,Melbourne - West,1,Good,Good,0
VIC1361,KINNABULLA,215,North West,1,Good,Good,0
VIC1362,KINYPANIAL,202,Bendigo,1,Good,Good,0
VIC1363,KIRKSTALL,217,Warrnambool and South West,1,Good,Good,0
VIC1364,KIRWANS BRIDGE,204,Hume,1,Good,Good,0
VIC1365,KITHBROOK,204,Hume,1,Good,Good,0
VIC1366,KNEBSWORTH,217,Warrnambool and South West,1,Good,Good,0
VIC1367,KNOWSLEY,202,Bendigo,1,Good,Good,0
VIC1368,KNOXFIELD,211,Melbourne - Outer East,1,Good,Good,0
VIC1369,KOALLAH,217,Warrnambool and South West,1,Good,Good,0
VIC137,BARINGHUP,201,Ballarat,0.0191986,Good,Good,0
VIC137,BARINGHUP,202,Bendigo,0.9808014,Good,Good,0
VIC1370,KOETONG,204,Hume,1,Good,Good,0
VIC1371,KOLORA,217,Warrnambool and South West,1,Good,Good,0
VIC1372,KONGWAK,205,Latrobe - Gippsland,1,Good,Good,0
VIC1373,KONONGWOOTONG,217,Warrnambool and South West,1,Good,Good,0
VIC1374,KOO WEE RUP,212,Melbourne - South East,1,Good,Good,0
VIC1375,KOO WEE RUP NORTH,212,Melbourne - South East,1,Good,Good,0
VIC1376,KOOLOONONG,215,North West,1,Good,Good,0
VIC1377,KOONDA,204,Hume,1,Good,Good,0
VIC1378,KOONDROOK,215,North West,1,Good,Good,0
VIC1379,KOONOOMOO,216,Shepparton,1,Good,Good,0
VIC138,BARINGHUP WEST,202,Bendigo,1,Good,Good,0
VIC1380,KOONWARRA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1381,KOOREH,215,North West,1,Good,Good,0
VIC1382,KOORLONG,215,North West,1,Good,Good,0
VIC1383,KOORNALLA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1384,KOOROOCHEANG,201,Ballarat,1,Good,Good,0
VIC1385,KOOROOL,205,Latrobe - Gippsland,1,Good,Good,0
VIC1386,KOOROOMAN,205,Latrobe - Gippsland,1,Good,Good,0
VIC1387,KOOYONG,208,Melbourne - Inner South,1,Good,Good,0
VIC1388,KORIELLA,204,Hume,1,Good,Good,0
VIC1389,KOROBEIT,201,Ballarat,1,Good,Good,0
VIC139,BARJARG,204,Hume,1,Good,Good,0
VIC1390,KOROIT,217,Warrnambool and South West,1,Good,Good,0
VIC1391,KORONG VALE,202,Bendigo,1,Good,Good,0
VIC1392,KOROOP,215,North West,1,Good,Good,0
VIC1393,KORUMBURRA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1394,KORUMBURRA SOUTH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1395,KORWEINGUBOORA,201,Ballarat,1,Good,Good,0
VIC1396,KOTTA,216,Shepparton,1,Good,Good,0
VIC1397,KOTUPNA,216,Shepparton,1,Good,Good,0
VIC1398,KOYUGA,216,Shepparton,1,Good,Good,0
VIC1399,KROWERA,205,Latrobe - Gippsland,1,Good,Good,0
VIC14,AIRPORT WEST,210,Melbourne - North West,1,Good,Good,0
VIC140,BARKERS CREEK,202,Bendigo,1,Good,Good,0
VIC1400,KULWIN,215,North West,1,Good,Good,0
VIC1401,KUNAT,215,North West,1,Good,Good,0
VIC1402,KURRACA,202,Bendigo,1,Good,Good,0
VIC1403,KURRACA WEST,202,Bendigo,1,Good,Good,0
VIC1404,KURTING,202,Bendigo,1,Good,Good,0
VIC1405,KURUNJANG,213,Melbourne - West,1,Good,Good,0
VIC1406,KYABRAM,216,Shepparton,1,Good,Good,0
VIC1407,KYABRAM SOUTH,216,Shepparton,1,Good,Good,0
VIC1408,KYNETON,202,Bendigo,1,Good,Good,0
VIC1409,KYNETON SOUTH,202,Bendigo,1,Good,Good,0
VIC141,BARKLY,201,Ballarat,0.9607788,Good,Good,0
VIC141,BARKLY,215,North West,0.0392212,Good,Good,0
VIC1410,KYVALLEY,216,Shepparton,1,Good,Good,0
VIC1411,LAANECOORIE,202,Bendigo,1,Good,Good,0
VIC1412,LAANG,217,Warrnambool and South West,1,Good,Good,0
VIC1413,LABERTOUCHE,205,Latrobe - Gippsland,1,Good,Good,0
VIC1414,LACEBY,204,Hume,1,Good,Good,0
VIC1415,LADYS PASS,202,Bendigo,1,Good,Good,0
VIC1416,LAEN,215,North West,1,Good,Good,0
VIC1417,LAEN EAST,215,North West,1,Good,Good,0
VIC1418,LAEN NORTH,215,North West,1,Good,Good,0
VIC1419,LAH,215,North West,1,Good,Good,0
VIC142,BARKSTEAD,201,Ballarat,1,Good,Good,0
VIC1420,LAHARUM,215,North West,1,Good,Good,0
VIC1421,LAKE BOGA,215,North West,1,Good,Good,0
VIC1422,LAKE BOLAC,215,North West,1,Good,Good,0
VIC1423,LAKE BUNGA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1424,LAKE CHARM,215,North West,1,Good,Good,0
VIC1425,LAKE CONDAH,217,Warrnambool and South West,1,Good,Good,0
VIC1426,LAKE EILDON,204,Hume,1,Good,Good,0
VIC1427,LAKE EPPALOCK,202,Bendigo,1,Good,Good,0
VIC1428,LAKE FYANS,215,North West,1,Good,Good,0
VIC1429,LAKE GARDENS,201,Ballarat,1,Good,Good,0
VIC143,BARMAH,216,Shepparton,1,Good,Good,0
VIC1430,LAKE GOLDSMITH,201,Ballarat,1,Good,Good,0
VIC1431,LAKE LONSDALE,215,North West,1,Good,Good,0
VIC1432,LAKE MARMAL,202,Bendigo,0.9995461,Good,Good,0
VIC1432,LAKE MARMAL,215,North West,0.0004539,Good,Good,1
VIC1433,LAKE MERAN,202,Bendigo,0.000907,Good,Good,1
VIC1433,LAKE MERAN,215,North West,0.999093,Good,Good,0
VIC1434,LAKE MUNDI,217,Warrnambool and South West,1,Good,Good,0
VIC1435,LAKE POWELL,215,North West,1,Good,Good,0
VIC1436,LAKE ROWAN,216,Shepparton,1,Good,Good,0
VIC1437,LAKE TYERS,205,Latrobe - Gippsland,1,Good,Good,0
VIC1438,LAKE TYERS BEACH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1439,LAKE TYRRELL,215,North West,1,Good,Good,0
VIC144,BARNADOWN,202,Bendigo,1,Good,Good,0
VIC1440,LAKE WELLINGTON,205,Latrobe - Gippsland,1,Good,Good,0
VIC1441,LAKE WENDOUREE,201,Ballarat,1,Good,Good,0
VIC1442,LAKE WONGAN,215,North West,1,Good,Good,0
VIC1443,LAKES ENTRANCE,205,Latrobe - Gippsland,1,Good,Good,0
VIC1444,LAL LAL,201,Ballarat,1,Good,Good,0
VIC1445,LALBERT,215,North West,1,Good,Good,0
VIC1446,LALOR,209,Melbourne - North East,1,Good,Good,0
VIC1447,LAMPLOUGH,201,Ballarat,1,Good,Good,0
VIC1448,LANCASTER,216,Shepparton,1,Good,Good,0
VIC1449,LANCE CREEK,205,Latrobe - Gippsland,1,Good,Good,0
VIC145,BARNAWARTHA,204,Hume,1,Good,Good,0
VIC1450,LANCEFIELD,210,Melbourne - North West,1,Good,Good,0
VIC1451,LANDSBOROUGH,201,Ballarat,1,Good,Good,0
VIC1452,LANDSBOROUGH WEST,201,Ballarat,0.028378,Good,Good,0
VIC1452,LANDSBOROUGH WEST,215,North West,0.971622,Good,Good,0
VIC1453,LANG LANG,205,Latrobe - Gippsland,0.0167571,Good,Good,0
VIC1453,LANG LANG,212,Melbourne - South East,0.9832429,Good,Good,0
VIC1454,LANG LANG EAST,212,Melbourne - South East,1,Good,Good,0
VIC1455,LANGDONS HILL,201,Ballarat,1,Good,Good,0
VIC1456,LANGI KAL KAL,201,Ballarat,1,Good,Good,0
VIC1457,LANGI LOGAN,215,North West,1,Good,Good,0
VIC1458,LANGKOOP,215,North West,1,Good,Good,0
VIC1459,LANGLEY,202,Bendigo,1,Good,Good,0
VIC146,BARNAWARTHA NORTH,204,Hume,1,Good,Good,0
VIC1460,LANGSBOROUGH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1461,LANGWARRIN,214,Mornington Peninsula,1,Good,Good,0
VIC1462,LANGWARRIN SOUTH,214,Mornington Peninsula,1,Good,Good,0
VIC1463,LARA,203,Geelong,1,Good,Good,0
VIC1464,LARDNER,205,Latrobe - Gippsland,1,Good,Good,0
VIC1465,LARPENT,217,Warrnambool and South West,1,Good,Good,0
VIC1466,LARRALEA,217,Warrnambool and South West,1,Good,Good,0
VIC1467,LASCELLES,215,North West,1,Good,Good,0
VIC1468,LAUNCHING PLACE,211,Melbourne - Outer East,1,Good,Good,0
VIC1469,LAURISTON,202,Bendigo,1,Good,Good,0
VIC147,BAROMI,205,Latrobe - Gippsland,1,Good,Good,0
VIC1470,LAVERS HILL,217,Warrnambool and South West,1,Good,Good,0
VIC1471,LAVERTON,213,Melbourne - West,1,Good,Good,0
VIC1472,LAVERTON NORTH,213,Melbourne - West,1,Good,Good,0
VIC1473,LAWLER,215,North West,1,Good,Good,0
VIC1474,LAWLOIT,215,North West,1,Good,Good,0
VIC1475,LAWRENCE,201,Ballarat,1,Good,Good,0
VIC1476,LEAGHUR,202,Bendigo,1,Good,Good,0
VIC1477,LEARMONTH,201,Ballarat,1,Good,Good,0
VIC1478,LEDCOURT,215,North West,1,Good,Good,0
VIC1479,LEICHARDT,202,Bendigo,1,Good,Good,0
VIC148,BARONGAROOK,217,Warrnambool and South West,1,Good,Good,0
VIC1480,LEIGH CREEK,201,Ballarat,1,Good,Good,0
VIC1481,LEITCHVILLE,202,Bendigo,0.0139732,Good,Good,0
VIC1481,LEITCHVILLE,215,North West,0.9860268,Good,Good,0
VIC1482,LEMNOS,216,Shepparton,1,Good,Good,0
VIC1483,LENEVA,204,Hume,1,Good,Good,0
VIC1484,LEONARDS HILL,201,Ballarat,1,Good,Good,0
VIC1485,LEONGATHA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1486,LEONGATHA NORTH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1487,LEONGATHA SOUTH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1488,LEOPOLD,203,Geelong,1,Good,Good,0
VIC1489,LERDERDERG,201,Ballarat,0.5757576,Good,Good,0
VIC1489,LERDERDERG,202,Bendigo,0.4242424,Good,Good,0
VIC149,BARONGAROOK WEST,217,Warrnambool and South West,1,Good,Good,0
VIC1490,LESLIE MANOR,217,Warrnambool and South West,1,Good,Good,0
VIC1491,LETHBRIDGE,203,Geelong,1,Good,Good,0
VIC1492,LEXTON,201,Ballarat,1,Good,Good,0
VIC1493,LICOLA,205,Latrobe - Gippsland,1,Good,Good,0
VIC1494,LICOLA NORTH,204,Hume,0.0022112,Good,Good,1
VIC1494,LICOLA NORTH,205,Latrobe - Gippsland,0.9977888,Good,Good,0
VIC1495,LILLICO,205,Latrobe - Gippsland,1,Good,Good,0
VIC1496,LILLICUR,201,Ballarat,1,Good,Good,0
VIC1497,LILLIMUR,215,North West,1,Good,Good,0
VIC1498,LILLIPUT,204,Hume,1,Good,Good,0
VIC1499,LILYDALE,211,Melbourne - Outer East,1,Good,Good,0
VIC15,ALBACUTYA,215,North West,1,Good,Good,0
VIC150,BARRABOOL,203,Geelong,1,Good,Good,0
VIC1500,LIMA,204,Hume,1,Good,Good,0
VIC1501,LIMA EAST,204,Hume,1,Good,Good,0
VIC1502,LIMA SOUTH,204,Hume,1,Good,Good,0
VIC1503,LIMESTONE,204,Hume,1,Good,Good,0
VIC1504,LINDENOW,205,Latrobe - Gippsland,1,Good,Good,0
VIC1505,LINDENOW SOUTH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1506,LINDSAY,217,Warrnambool and South West,1,Good,Good,0
VIC1507,LINDSAY POINT,215,North West,1,Good,Good,0
VIC1508,LINGA,215,North West,1,Good,Good,0
VIC1509,LINTON,201,Ballarat,1,Good,Good,0
VIC151,BARRAKEE,215,North West,1,Good,Good,0
VIC1510,LIPAROO,215,North West,1,Good,Good,0
VIC1511,LISMORE,217,Warrnambool and South West,1,Good,Good,0
VIC1512,LITCHFIELD,215,North West,1,Good,Good,0
VIC1513,LITTLE DESERT,215,North West,1,Good,Good,0
VIC1514,LITTLE HAMPTON,201,Ballarat,1,Good,Good,0
VIC1515,LITTLE RIVER,203,Geelong,0.4551383,Good,Good,0
VIC1515,LITTLE RIVER,213,Melbourne - West,0.5448617,Good,Good,0
VIC1516,LLANELLY,202,Bendigo,1,Good,Good,0
VIC1517,LLOWALONG,205,Latrobe - Gippsland,1,Good,Good,0
VIC1518,LOCH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1519,LOCH SPORT,205,Latrobe - Gippsland,1,Good,Good,0
VIC152,BARRAMUNGA,217,Warrnambool and South West,1,Good,Good,0
VIC1520,LOCH VALLEY,205,Latrobe - Gippsland,1,Good,Good,0
VIC1521,LOCKINGTON,216,Shepparton,1,Good,Good,0
VIC1522,LOCKSLEY,204,Hume,1,Good,Good,0
VIC1523,LOCKWOOD,202,Bendigo,1,Good,Good,0
VIC1524,LOCKWOOD SOUTH,202,Bendigo,1,Good,Good,0
VIC1525,LODDON VALE,202,Bendigo,1,Good,Good,0
VIC1526,LOGAN,202,Bendigo,0.8102378,Good,Good,0
VIC1526,LOGAN,215,North West,0.1897622,Good,Good,0
VIC1527,LONDRIGAN,204,Hume,1,Good,Good,0
VIC1528,LONG FOREST,213,Melbourne - West,1,Good,Good,0
VIC1529,LONG GULLY,202,Bendigo,1,Good,Good,0
VIC153,BARRAPORT,202,Bendigo,1,Good,Good,0
VIC1530,LONGERENONG,215,North West,1,Good,Good,0
VIC1531,LONGFORD,205,Latrobe - Gippsland,1,Good,Good,0
VIC1532,LONGLEA,202,Bendigo,1,Good,Good,0
VIC1533,LONGWARRY,205,Latrobe - Gippsland,0.9763609,Good,Good,0
VIC1533,LONGWARRY,212,Melbourne - South East,0.0236391,Good,Good,0
VIC1534,LONGWARRY NORTH,205,Latrobe - Gippsland,1,Good,Good,0
VIC1535,LONGWOOD,204,Hume,1,Good,Good,0
VIC1536,LONGWOOD EAST,204,Hume,1,Good,Good,0
VIC1537,LORNE,203,Geelong,1,Good,Good,0
VIC1538,LORQUON,215,North West,1,Good,Good,0
VIC1539,LOVELY BANKS,203,Geelong,1,Good,Good,0
VIC154,BARRAPORT WEST,202,Bendigo,1,Good,Good,0
VIC1540,LOWER MOIRA,216,Shepparton,1,Good,Good,0
VIC1541,LOWER NORTON,215,North West,1,Good,Good,0
VIC1542,LOWER PLENTY,209,Melbourne - North East,1,Good,Good,0
VIC1543,LOY YANG,205,Latrobe - Gippsland,1,Good,Good,0
VIC1544,LUBECK,215,North West,1,Good,Good,0
VIC1545,LUCKNOW,205,Latrobe - Gippsland,1,Good,Good,0
VIC1546,LUCYVALE,204,Hume,1,Good,Good,0
VIC1547,LURG,204,Hume,1,Good,Good,0
VIC1548,LYAL,202,Bendigo,1,Good,Good,0
VIC1549,LYNBROOK,212,Melbourne - South East,1,Good,Good,0
VIC155,BARRYS REEF,201,Ballarat,1,Good,Good,0
VIC1550,LYNDHURST,212,Melbourne - South East,1,Good,Good,0
VIC1551,LYONS,217,Warrnambool and South West,1,Good,Good,0
VIC1552,LYONVILLE,201,Ballarat,1,Good,Good,0
VIC1553,LYSTERFIELD,211,Melbourne - Outer East,1,Good,Good,0
VIC1554,LYSTERFIELD SOUTH,212,Melbourne - South East,1,Good,Good,0
VIC1555,MACARTHUR,217,Warrnambool and South West,1,Good,Good,0
VIC1556,MACCLESFIELD,211,Melbourne - Outer East,1,Good,Good,0
