"SA3_CODE16","sex","age_group","calendar_year","age_fully_immunised_AIR","p"
"60104","all","0-5","2021","2 years",0.9
"60103","all","0-5","2021","2 years",0.92
"60102","all","0-5","2021","2 years",0.92
"60101","all","0-5","2021","2 years",0.94
"70205","all","0-5","2021","2 years",0.9
"70204","all","0-5","2021","2 years",0.93
"70203","all","0-5","2021","2 years",0.93
"70202","all","0-5","2021","2 years",0.86
"70201","all","0-5","2021","2 years",0.89
"70104","all","0-5","2021","2 years",0.93
"70103","all","0-5","2021","2 years",0.93
"70102","all","0-5","2021","2 years",0.92
"70101","all","0-5","2021","2 years",0.94
"90103","all","0-5","2022","2 years",NA
"80109","all","0-5","2022","2 years",0.94
"80108","all","0-5","2022","2 years",0.95
"80107","all","0-5","2022","2 years",0.94
"80106","all","0-5","2022","2 years",0.92
"80105","all","0-5","2022","2 years",0.93
"80104","all","0-5","2022","2 years",0.95
"80103","all","0-5","2022","2 years",NA
"80102","all","0-5","2022","2 years",0.95
"80101","all","0-5","2022","2 years",0.95
"12802","all","0-5","2022","2 years",0.95
"12801","all","0-5","2022","2 years",0.93
"12703","all","0-5","2022","2 years",0.9
"12702","all","0-5","2022","2 years",0.9
"12701","all","0-5","2022","2 years",0.91
"12602","all","0-5","2022","2 years",0.93
"12601","all","0-5","2022","2 years",0.92
"12504","all","0-5","2022","2 years",0.91
"12503","all","0-5","2022","2 years",0.84
"12502","all","0-5","2022","2 years",0.93
"12501","all","0-5","2022","2 years",0.89
"12405","all","0-5","2022","2 years",0.9
"12404","all","0-5","2022","2 years",0.93
"12403","all","0-5","2022","2 years",0.95
"12401","all","0-5","2022","2 years",0.9
"12303","all","0-5","2022","2 years",0.94
"12302","all","0-5","2022","2 years",0.9
"12301","all","0-5","2022","2 years",0.94
"12203","all","0-5","2022","2 years",0.93
"12202","all","0-5","2022","2 years",0.91
"12201","all","0-5","2022","2 years",0.88
"12104","all","0-5","2022","2 years",0.93
"12103","all","0-5","2022","2 years",0.95
"12102","all","0-5","2022","2 years",0.95
"12101","all","0-5","2022","2 years",0.93
"12003","all","0-5","2022","2 years",0.93
"12002","all","0-5","2022","2 years",0.94
"12001","all","0-5","2022","2 years",0.94
"11904","all","0-5","2022","2 years",0.9
"11903","all","0-5","2022","2 years",0.93
"11902","all","0-5","2022","2 years",0.9
"11901","all","0-5","2022","2 years",0.87
"11802","all","0-5","2022","2 years",0.92
"11801","all","0-5","2022","2 years",0.9
"11703","all","0-5","2022","2 years",0.92
"11702","all","0-5","2022","2 years",0.93
"11701","all","0-5","2022","2 years",0.93
"11603","all","0-5","2022","2 years",0.9
"11602","all","0-5","2022","2 years",0.94
"11601","all","0-5","2022","2 years",0.91
"11504","all","0-5","2022","2 years",0.95
"11503","all","0-5","2022","2 years",0.92
"11502","all","0-5","2022","2 years",0.85
"11501","all","0-5","2022","2 years",0.94
"11402","all","0-5","2022","2 years",0.93
"11401","all","0-5","2022","2 years",0.92
"11303","all","0-5","2022","2 years",0.95
"11302","all","0-5","2022","2 years",0.91
"11301","all","0-5","2022","2 years",0.93
"11203","all","0-5","2022","2 years",0.85
"11202","all","0-5","2022","2 years",0.89
"11201","all","0-5","2022","2 years",0.77
"11103","all","0-5","2022","2 years",0.95
"11102","all","0-5","2022","2 years",0.92
"11101","all","0-5","2022","2 years",0.95
"11004","all","0-5","2022","2 years",0.93
"11003","all","0-5","2022","2 years",0.94
"11002","all","0-5","2022","2 years",0.92
"11001","all","0-5","2022","2 years",0.92
"10903","all","0-5","2022","2 years",0.94
"10902","all","0-5","2022","2 years",0.92
"10901","all","0-5","2022","2 years",0.93
"10805","all","0-5","2022","2 years",0.92
"10804","all","0-5","2022","2 years",0.93
"10803","all","0-5","2022","2 years",NA
"10802","all","0-5","2022","2 years",0.87
"10801","all","0-5","2022","2 years",0.91
"10704","all","0-5","2022","2 years",0.94
"10703","all","0-5","2022","2 years",0.94
"10702","all","0-5","2022","2 years",NA
"10701","all","0-5","2022","2 years",0.94
"10604","all","0-5","2022","2 years",0.9
"10603","all","0-5","2022","2 years",0.93
"10602","all","0-5","2022","2 years",0.95
"10601","all","0-5","2022","2 years",0.95
"10503","all","0-5","2022","2 years",0.93
"10502","all","0-5","2022","2 years",0.95
"10501","all","0-5","2022","2 years",0.93
"10402","all","0-5","2022","2 years",0.91
"10401","all","0-5","2022","2 years",0.91
"10304","all","0-5","2022","2 years",0.95
"10303","all","0-5","2022","2 years",0.91
"10302","all","0-5","2022","2 years",0.94
"10301","all","0-5","2022","2 years",0.94
"10202","all","0-5","2022","2 years",0.94
"10201","all","0-5","2022","2 years",0.92
"10104","all","0-5","2022","2 years",0.91
"10103","all","0-5","2022","2 years",0.93
"10102","all","0-5","2022","2 years",0.94
"10101","all","0-5","2022","2 years",0.94
"21702","all","0-5","2022","2 years",0.95
"21701","all","0-5","2022","2 years",0.94
"21603","all","0-5","2022","2 years",0.92
"21602","all","0-5","2022","2 years",0.92
"21601","all","0-5","2022","2 years",0.92
"21503","all","0-5","2022","2 years",0.92
"21502","all","0-5","2022","2 years",0.95
"21501","all","0-5","2022","2 years",0.94
"21402","all","0-5","2022","2 years",0.93
"21401","all","0-5","2022","2 years",0.94
"21305","all","0-5","2022","2 years",0.93
"21304","all","0-5","2022","2 years",0.93
"21303","all","0-5","2022","2 years",0.92
"21302","all","0-5","2022","2 years",0.92
"21301","all","0-5","2022","2 years",0.91
"21205","all","0-5","2022","2 years",0.94
"21204","all","0-5","2022","2 years",0.9
"21203","all","0-5","2022","2 years",0.93
"21202","all","0-5","2022","2 years",0.89
"21201","all","0-5","2022","2 years",0.92
"21105","all","0-5","2022","2 years",0.94
"21104","all","0-5","2022","2 years",0.95
"21103","all","0-5","2022","2 years",0.94
"21102","all","0-5","2022","2 years",0.92
"21101","all","0-5","2022","2 years",0.94
"21005","all","0-5","2022","2 years",0.9
"21004","all","0-5","2022","2 years",0.94
"21003","all","0-5","2022","2 years",0.9
"21002","all","0-5","2022","2 years",0.93
"21001","all","0-5","2022","2 years",0.93
"20904","all","0-5","2022","2 years",0.93
"20903","all","0-5","2022","2 years",0.91
"20902","all","0-5","2022","2 years",0.91
"20901","all","0-5","2022","2 years",0.93
"20804","all","0-5","2022","2 years",0.94
"20803","all","0-5","2022","2 years",0.94
"20802","all","0-5","2022","2 years",0.91
"20801","all","0-5","2022","2 years",0.93
"20703","all","0-5","2022","2 years",0.94
"20702","all","0-5","2022","2 years",0.92
"20701","all","0-5","2022","2 years",0.92
"20607","all","0-5","2022","2 years",0.94
"20606","all","0-5","2022","2 years",0.95
"20605","all","0-5","2022","2 years",0.91
"20604","all","0-5","2022","2 years",0.87
"20603","all","0-5","2022","2 years",0.93
"20602","all","0-5","2022","2 years",0.94
"20601","all","0-5","2022","2 years",0.94
"20505","all","0-5","2022","2 years",0.92
"20504","all","0-5","2022","2 years",0.93
"20503","all","0-5","2022","2 years",0.94
"20502","all","0-5","2022","2 years",0.9
"20501","all","0-5","2022","2 years",0.92
"20403","all","0-5","2022","2 years",0.95
"20402","all","0-5","2022","2 years",0.94
"20401","all","0-5","2022","2 years",0.94
"20303","all","0-5","2022","2 years",0.92
"20302","all","0-5","2022","2 years",0.95
"20301","all","0-5","2022","2 years",0.93
"20203","all","0-5","2022","2 years",0.92
"20202","all","0-5","2022","2 years",0.93
"20201","all","0-5","2022","2 years",0.94
"20103","all","0-5","2022","2 years",0.95
"20102","all","0-5","2022","2 years",0.91
"20101","all","0-5","2022","2 years",0.95
"31905","all","0-5","2022","2 years",0.92
"31904","all","0-5","2022","2 years",0.92
"31903","all","0-5","2022","2 years",0.87
"31902","all","0-5","2022","2 years",0.9
"31901","all","0-5","2022","2 years",0.94
"31802","all","0-5","2022","2 years",0.94
"31801","all","0-5","2022","2 years",0.92
"31701","all","0-5","2022","2 years",0.92
"31606","all","0-5","2022","2 years",0.86
"31605","all","0-5","2022","2 years",0.84
"31604","all","0-5","2022","2 years",0.85
"31603","all","0-5","2022","2 years",0.85
"31602","all","0-5","2022","2 years",0.91
"31601","all","0-5","2022","2 years",0.9
"31503","all","0-5","2022","2 years",0.94
"31502","all","0-5","2022","2 years",0.86
"31501","all","0-5","2022","2 years",0.85
"31403","all","0-5","2022","2 years",0.93
"31402","all","0-5","2022","2 years",0.94
"31401","all","0-5","2022","2 years",0.95
"31305","all","0-5","2022","2 years",0.91
"31304","all","0-5","2022","2 years",0.92
"31303","all","0-5","2022","2 years",0.92
"31302","all","0-5","2022","2 years",0.92
"31301","all","0-5","2022","2 years",0.91
"31203","all","0-5","2022","2 years",0.93
"31202","all","0-5","2022","2 years",0.94
"31201","all","0-5","2022","2 years",0.89
"31106","all","0-5","2022","2 years",0.88
"31105","all","0-5","2022","2 years",0.9
"31104","all","0-5","2022","2 years",0.91
"31103","all","0-5","2022","2 years",0.89
"31102","all","0-5","2022","2 years",0.88
"31101","all","0-5","2022","2 years",0.87
"31004","all","0-5","2022","2 years",0.9
"31003","all","0-5","2022","2 years",0.93
"31002","all","0-5","2022","2 years",0.93
"31001","all","0-5","2022","2 years",0.92
"30910","all","0-5","2022","2 years",0.84
"30909","all","0-5","2022","2 years",0.9
"30908","all","0-5","2022","2 years",0.89
"30907","all","0-5","2022","2 years",0.91
"30906","all","0-5","2022","2 years",0.92
"30905","all","0-5","2022","2 years",0.85
"30904","all","0-5","2022","2 years",0.83
"30903","all","0-5","2022","2 years",0.89
"30902","all","0-5","2022","2 years",0.86
"30901","all","0-5","2022","2 years",0.88
"30803","all","0-5","2022","2 years",0.93
"30802","all","0-5","2022","2 years",0.91
"30801","all","0-5","2022","2 years",0.93
"30703","all","0-5","2022","2 years",0.92
"30702","all","0-5","2022","2 years",0.93
"30701","all","0-5","2022","2 years",0.92
"30605","all","0-5","2022","2 years",0.85
"30604","all","0-5","2022","2 years",0.88
"30603","all","0-5","2022","2 years",0.92
"30602","all","0-5","2022","2 years",0.91
"30601","all","0-5","2022","2 years",0.92
"30504","all","0-5","2022","2 years",0.93
"30503","all","0-5","2022","2 years",0.93
"30502","all","0-5","2022","2 years",0.93
"30501","all","0-5","2022","2 years",0.91
"30404","all","0-5","2022","2 years",0.95
"30403","all","0-5","2022","2 years",0.94
"30402","all","0-5","2022","2 years",0.92
"30401","all","0-5","2022","2 years",0.95
"30306","all","0-5","2022","2 years",0.93
"30305","all","0-5","2022","2 years",0.94
"30304","all","0-5","2022","2 years",0.95
"30303","all","0-5","2022","2 years",0.93
"30302","all","0-5","2022","2 years",0.93
"30301","all","0-5","2022","2 years",0.95
"30204","all","0-5","2022","2 years",0.95
"30203","all","0-5","2022","2 years",0.95
"30202","all","0-5","2022","2 years",0.95
"30201","all","0-5","2022","2 years",0.95
"30103","all","0-5","2022","2 years",0.95
"30102","all","0-5","2022","2 years",0.92
"30101","all","0-5","2022","2 years",0.95
"40703","all","0-5","2022","2 years",0.91
"40702","all","0-5","2022","2 years",0.94
"40701","all","0-5","2022","2 years",0.9
"40602","all","0-5","2022","2 years",0.83
"40601","all","0-5","2022","2 years",0.9
"40504","all","0-5","2022","2 years",0.92
"40503","all","0-5","2022","2 years",0.92
"40502","all","0-5","2022","2 years",0.94
"40501","all","0-5","2022","2 years",0.95
"40403","all","0-5","2022","2 years",0.93
"40402","all","0-5","2022","2 years",0.91
"40401","all","0-5","2022","2 years",0.92
"40304","all","0-5","2022","2 years",0.92
"40303","all","0-5","2022","2 years",0.93
"40302","all","0-5","2022","2 years",0.94
"40301","all","0-5","2022","2 years",0.92
"40205","all","0-5","2022","2 years",0.93
"40204","all","0-5","2022","2 years",0.92
"40203","all","0-5","2022","2 years",0.94
"40202","all","0-5","2022","2 years",0.93
"40201","all","0-5","2022","2 years",0.92
"40107","all","0-5","2022","2 years",0.95
"40106","all","0-5","2022","2 years",0.91
"40105","all","0-5","2022","2 years",0.94
"40104","all","0-5","2022","2 years",0.93
"40103","all","0-5","2022","2 years",0.95
"40102","all","0-5","2022","2 years",0.9
"40101","all","0-5","2022","2 years",0.91
"90102","all","0-5","2022","2 years",NA
"90101","all","0-5","2022","2 years",NA
"50903","all","0-5","2022","2 years",0.92
"50902","all","0-5","2022","2 years",0.89
"50901","all","0-5","2022","2 years",0.89
"50806","all","0-5","2022","2 years",0.86
"50805","all","0-5","2022","2 years",0.9
"50804","all","0-5","2022","2 years",0.88
"50803","all","0-5","2022","2 years",0.91
"50802","all","0-5","2022","2 years",0.91
"50801","all","0-5","2022","2 years",0.93
"50705","all","0-5","2022","2 years",0.91
"50704","all","0-5","2022","2 years",0.93
"50703","all","0-5","2022","2 years",0.92
"50702","all","0-5","2022","2 years",0.88
"50701","all","0-5","2022","2 years",0.92
"50607","all","0-5","2022","2 years",0.93
"50606","all","0-5","2022","2 years",0.91
"50605","all","0-5","2022","2 years",0.92
"50604","all","0-5","2022","2 years",0.91
"50603","all","0-5","2022","2 years",0.91
"50602","all","0-5","2022","2 years",0.9
"50601","all","0-5","2022","2 years",0.92
"50503","all","0-5","2022","2 years",0.93
"50502","all","0-5","2022","2 years",0.91
"50501","all","0-5","2022","2 years",0.92
"50403","all","0-5","2022","2 years",0.91
"50402","all","0-5","2022","2 years",0.89
"50401","all","0-5","2022","2 years",0.94
"50302","all","0-5","2022","2 years",0.92
"50301","all","0-5","2022","2 years",0.92
"50201","all","0-5","2022","2 years",0.9
"50103","all","0-5","2022","2 years",0.85
"50102","all","0-5","2022","2 years",0.89
"50101","all","0-5","2022","2 years",0.84
"60403","all","0-5","2022","2 years",0.92
"60402","all","0-5","2022","2 years",0.93
"60401","all","0-5","2022","2 years",0.93
"60303","all","0-5","2022","2 years",0.9
"60302","all","0-5","2022","2 years",0.86
"60301","all","0-5","2022","2 years",0.95
"60203","all","0-5","2022","2 years",0.91
"60202","all","0-5","2022","2 years",0.88
"60201","all","0-5","2022","2 years",0.91
"60106","all","0-5","2022","2 years",0.95
"60105","all","0-5","2022","2 years",0.91
"60104","all","0-5","2022","2 years",0.91
"60103","all","0-5","2022","2 years",0.92
"60102","all","0-5","2022","2 years",0.94
"60101","all","0-5","2022","2 years",0.93
"70205","all","0-5","2022","2 years",0.85
"70204","all","0-5","2022","2 years",0.89
"70203","all","0-5","2022","2 years",0.95
"70202","all","0-5","2022","2 years",0.84
"70201","all","0-5","2022","2 years",0.82
"70104","all","0-5","2022","2 years",0.94
"70103","all","0-5","2022","2 years",0.92
"70102","all","0-5","2022","2 years",0.91
"70101","all","0-5","2022","2 years",0.94
"80109","all","0-5","2014","5 years",0.91
"80108","all","0-5","2014","5 years",0.93
"80107","all","0-5","2014","5 years",0.95
"80106","all","0-5","2014","5 years",0.92
"80105","all","0-5","2014","5 years",0.93
"80104","all","0-5","2014","5 years",0.94
"80103","all","0-5","2014","5 years",NA
"80102","all","0-5","2014","5 years",0.95
"80101","all","0-5","2014","5 years",0.95
"12802","all","0-5","2014","5 years",0.95
"12801","all","0-5","2014","5 years",0.94
"12703","all","0-5","2014","5 years",0.93
"12702","all","0-5","2014","5 years",0.93
"12701","all","0-5","2014","5 years",0.93
"12602","all","0-5","2014","5 years",0.92
"12601","all","0-5","2014","5 years",0.92
"12504","all","0-5","2014","5 years",0.91
"12503","all","0-5","2014","5 years",0.93
"12502","all","0-5","2014","5 years",0.93
"12501","all","0-5","2014","5 years",0.9
"12405","all","0-5","2014","5 years",0.94
"12404","all","0-5","2014","5 years",0.94
"12403","all","0-5","2014","5 years",0.95
"12401","all","0-5","2014","5 years",0.89
"12303","all","0-5","2014","5 years",0.95
"12302","all","0-5","2014","5 years",0.94
"12301","all","0-5","2014","5 years",0.95
"12203","all","0-5","2014","5 years",0.91
"12202","all","0-5","2014","5 years",0.88
"12201","all","0-5","2014","5 years",0.88
"12104","all","0-5","2014","5 years",0.88
"12103","all","0-5","2014","5 years",0.9
"12102","all","0-5","2014","5 years",0.93
"12101","all","0-5","2014","5 years",0.89
"12003","all","0-5","2014","5 years",0.94
"12002","all","0-5","2014","5 years",0.91
"12001","all","0-5","2014","5 years",0.91
"11904","all","0-5","2014","5 years",0.92
"11903","all","0-5","2014","5 years",0.92
"11902","all","0-5","2014","5 years",0.93
"11901","all","0-5","2014","5 years",0.94
"11802","all","0-5","2014","5 years",0.89
"11801","all","0-5","2014","5 years",0.87
"11703","all","0-5","2014","5 years",0.88
"11702","all","0-5","2014","5 years",0.91
"11701","all","0-5","2014","5 years",0.93
"11603","all","0-5","2014","5 years",0.93
"11602","all","0-5","2014","5 years",0.95
"11601","all","0-5","2014","5 years",0.94
"11504","all","0-5","2014","5 years",0.95
"11503","all","0-5","2014","5 years",0.93
"11502","all","0-5","2014","5 years",0.91
"11501","all","0-5","2014","5 years",0.94
"11402","all","0-5","2014","5 years",0.92
"11401","all","0-5","2014","5 years",0.95
"11303","all","0-5","2014","5 years",0.95
"11302","all","0-5","2014","5 years",0.93
"11301","all","0-5","2014","5 years",0.95
"11203","all","0-5","2014","5 years",0.88
"11202","all","0-5","2014","5 years",0.88
"11201","all","0-5","2014","5 years",0.81
"11103","all","0-5","2014","5 years",0.94
"11102","all","0-5","2014","5 years",0.94
"11101","all","0-5","2014","5 years",0.94
"11004","all","0-5","2014","5 years",0.95
