"SA3_CODE16","sex","age_group","calendar_year","age_fully_immunised_AIR","p"
"60201","all","0-5","2019","2 years",0.93
"60106","all","0-5","2019","2 years",0.93
"60105","all","0-5","2019","2 years",0.9
"60104","all","0-5","2019","2 years",0.91
"60103","all","0-5","2019","2 years",0.92
"60102","all","0-5","2019","2 years",0.94
"60101","all","0-5","2019","2 years",0.95
"70205","all","0-5","2019","2 years",0.9
"70204","all","0-5","2019","2 years",0.93
"70203","all","0-5","2019","2 years",0.89
"70202","all","0-5","2019","2 years",0.95
"70201","all","0-5","2019","2 years",0.87
"70104","all","0-5","2019","2 years",0.93
"70103","all","0-5","2019","2 years",0.92
"70102","all","0-5","2019","2 years",0.92
"70101","all","0-5","2019","2 years",0.91
"90103","all","0-5","2020","2 years",NA
"80109","all","0-5","2020","2 years",0.9
"80108","all","0-5","2020","2 years",0.95
"80107","all","0-5","2020","2 years",0.95
"80106","all","0-5","2020","2 years",0.89
"80105","all","0-5","2020","2 years",0.93
"80104","all","0-5","2020","2 years",0.94
"80103","all","0-5","2020","2 years",NA
"80102","all","0-5","2020","2 years",0.93
"80101","all","0-5","2020","2 years",0.93
"12802","all","0-5","2020","2 years",0.95
"12801","all","0-5","2020","2 years",0.93
"12703","all","0-5","2020","2 years",0.91
"12702","all","0-5","2020","2 years",0.91
"12701","all","0-5","2020","2 years",0.92
"12602","all","0-5","2020","2 years",0.93
"12601","all","0-5","2020","2 years",0.92
"12504","all","0-5","2020","2 years",0.92
"12503","all","0-5","2020","2 years",0.89
"12502","all","0-5","2020","2 years",0.93
"12501","all","0-5","2020","2 years",0.89
"12405","all","0-5","2020","2 years",0.91
"12404","all","0-5","2020","2 years",0.95
"12403","all","0-5","2020","2 years",0.95
"12401","all","0-5","2020","2 years",0.92
"12303","all","0-5","2020","2 years",0.94
"12302","all","0-5","2020","2 years",0.91
"12301","all","0-5","2020","2 years",0.94
"12203","all","0-5","2020","2 years",0.93
"12202","all","0-5","2020","2 years",0.89
"12201","all","0-5","2020","2 years",0.91
"12104","all","0-5","2020","2 years",0.92
"12103","all","0-5","2020","2 years",0.92
"12102","all","0-5","2020","2 years",0.93
"12101","all","0-5","2020","2 years",0.93
"12003","all","0-5","2020","2 years",0.91
"12002","all","0-5","2020","2 years",0.93
"12001","all","0-5","2020","2 years",0.91
"11904","all","0-5","2020","2 years",0.91
"11903","all","0-5","2020","2 years",0.9
"11902","all","0-5","2020","2 years",0.9
"11901","all","0-5","2020","2 years",0.89
"11802","all","0-5","2020","2 years",0.9
"11801","all","0-5","2020","2 years",0.89
"11703","all","0-5","2020","2 years",0.9
"11702","all","0-5","2020","2 years",0.93
"11701","all","0-5","2020","2 years",0.9
"11603","all","0-5","2020","2 years",0.9
"11602","all","0-5","2020","2 years",0.93
"11601","all","0-5","2020","2 years",0.93
"11504","all","0-5","2020","2 years",0.94
"11503","all","0-5","2020","2 years",0.95
"11502","all","0-5","2020","2 years",0.89
"11501","all","0-5","2020","2 years",0.93
"11402","all","0-5","2020","2 years",0.93
"11401","all","0-5","2020","2 years",0.95
"11303","all","0-5","2020","2 years",0.95
"11302","all","0-5","2020","2 years",0.95
"11301","all","0-5","2020","2 years",0.93
"11203","all","0-5","2020","2 years",0.84
"11202","all","0-5","2020","2 years",0.89
"11201","all","0-5","2020","2 years",0.8
"11103","all","0-5","2020","2 years",0.95
"11102","all","0-5","2020","2 years",0.94
"11101","all","0-5","2020","2 years",0.95
"11004","all","0-5","2020","2 years",0.95
"11003","all","0-5","2020","2 years",0.95
"11002","all","0-5","2020","2 years",0.91
"11001","all","0-5","2020","2 years",0.94
"10903","all","0-5","2020","2 years",0.95
"10902","all","0-5","2020","2 years",0.93
"10901","all","0-5","2020","2 years",0.94
"10805","all","0-5","2020","2 years",0.93
"10804","all","0-5","2020","2 years",0.94
"10803","all","0-5","2020","2 years",NA
"10802","all","0-5","2020","2 years",0.89
"10801","all","0-5","2020","2 years",0.92
"10704","all","0-5","2020","2 years",0.93
"10703","all","0-5","2020","2 years",0.95
"10702","all","0-5","2020","2 years",NA
"10701","all","0-5","2020","2 years",0.94
"10604","all","0-5","2020","2 years",0.9
"10603","all","0-5","2020","2 years",0.95
"10602","all","0-5","2020","2 years",0.95
"10601","all","0-5","2020","2 years",0.95
"10503","all","0-5","2020","2 years",0.95
"10502","all","0-5","2020","2 years",0.95
"10501","all","0-5","2020","2 years",0.94
"10402","all","0-5","2020","2 years",0.88
"10401","all","0-5","2020","2 years",0.93
"10304","all","0-5","2020","2 years",0.95
"10303","all","0-5","2020","2 years",0.94
"10302","all","0-5","2020","2 years",0.95
"10301","all","0-5","2020","2 years",0.95
"10202","all","0-5","2020","2 years",0.95
"10201","all","0-5","2020","2 years",0.95
"10104","all","0-5","2020","2 years",0.92
"10103","all","0-5","2020","2 years",0.95
"10102","all","0-5","2020","2 years",0.95
"10101","all","0-5","2020","2 years",0.94
"21702","all","0-5","2020","2 years",0.95
"21701","all","0-5","2020","2 years",0.93
"21603","all","0-5","2020","2 years",0.92
"21602","all","0-5","2020","2 years",0.94
"21601","all","0-5","2020","2 years",0.95
"21503","all","0-5","2020","2 years",0.93
"21502","all","0-5","2020","2 years",0.95
"21501","all","0-5","2020","2 years",0.95
"21402","all","0-5","2020","2 years",0.92
"21401","all","0-5","2020","2 years",0.94
"21305","all","0-5","2020","2 years",0.92
"21304","all","0-5","2020","2 years",0.92
"21303","all","0-5","2020","2 years",0.94
"21302","all","0-5","2020","2 years",0.94
"21301","all","0-5","2020","2 years",0.91
"21205","all","0-5","2020","2 years",0.92
"21204","all","0-5","2020","2 years",0.92
"21203","all","0-5","2020","2 years",0.94
"21202","all","0-5","2020","2 years",0.92
"21201","all","0-5","2020","2 years",0.94
"21105","all","0-5","2020","2 years",0.94
"21104","all","0-5","2020","2 years",0.94
"21103","all","0-5","2020","2 years",0.93
"21102","all","0-5","2020","2 years",0.91
"21101","all","0-5","2020","2 years",0.94
"21005","all","0-5","2020","2 years",0.91
"21004","all","0-5","2020","2 years",0.95
"21003","all","0-5","2020","2 years",0.92
"21002","all","0-5","2020","2 years",0.9
"21001","all","0-5","2020","2 years",0.93
"20904","all","0-5","2020","2 years",0.95
"20903","all","0-5","2020","2 years",0.93
"20902","all","0-5","2020","2 years",0.93
"20901","all","0-5","2020","2 years",0.93
"20804","all","0-5","2020","2 years",0.92
"20803","all","0-5","2020","2 years",0.94
"20802","all","0-5","2020","2 years",0.93
"20801","all","0-5","2020","2 years",0.92
"20703","all","0-5","2020","2 years",0.92
"20702","all","0-5","2020","2 years",0.92
"20701","all","0-5","2020","2 years",0.93
"20607","all","0-5","2020","2 years",0.93
"20606","all","0-5","2020","2 years",0.88
"20605","all","0-5","2020","2 years",0.93
"20604","all","0-5","2020","2 years",0.9
"20603","all","0-5","2020","2 years",0.93
"20602","all","0-5","2020","2 years",0.93
"20601","all","0-5","2020","2 years",0.93
"20505","all","0-5","2020","2 years",0.95
"20504","all","0-5","2020","2 years",0.95
"20503","all","0-5","2020","2 years",0.95
"20502","all","0-5","2020","2 years",0.95
"20501","all","0-5","2020","2 years",0.91
"20403","all","0-5","2020","2 years",0.94
"20402","all","0-5","2020","2 years",0.94
"20401","all","0-5","2020","2 years",0.93
"20303","all","0-5","2020","2 years",0.94
"20302","all","0-5","2020","2 years",0.95
"20301","all","0-5","2020","2 years",0.95
"20203","all","0-5","2020","2 years",0.92
"20202","all","0-5","2020","2 years",0.93
"20201","all","0-5","2020","2 years",0.94
"20103","all","0-5","2020","2 years",0.94
"20102","all","0-5","2020","2 years",0.95
"20101","all","0-5","2020","2 years",0.95
"31905","all","0-5","2020","2 years",0.94
"31904","all","0-5","2020","2 years",0.91
"31903","all","0-5","2020","2 years",0.89
"31902","all","0-5","2020","2 years",0.91
"31901","all","0-5","2020","2 years",0.95
"31802","all","0-5","2020","2 years",0.95
"31801","all","0-5","2020","2 years",0.94
"31701","all","0-5","2020","2 years",0.94
"31606","all","0-5","2020","2 years",0.86
"31605","all","0-5","2020","2 years",0.85
"31604","all","0-5","2020","2 years",0.88
"31603","all","0-5","2020","2 years",0.87
"31602","all","0-5","2020","2 years",0.91
"31601","all","0-5","2020","2 years",0.9
"31503","all","0-5","2020","2 years",0.95
"31502","all","0-5","2020","2 years",0.89
"31501","all","0-5","2020","2 years",0.91
"31403","all","0-5","2020","2 years",0.95
"31402","all","0-5","2020","2 years",0.94
"31401","all","0-5","2020","2 years",0.95
"31305","all","0-5","2020","2 years",0.94
"31304","all","0-5","2020","2 years",0.94
"31303","all","0-5","2020","2 years",0.95
"31302","all","0-5","2020","2 years",0.93
"31301","all","0-5","2020","2 years",0.9
"31203","all","0-5","2020","2 years",0.95
"31202","all","0-5","2020","2 years",0.95
"31201","all","0-5","2020","2 years",0.95
"31106","all","0-5","2020","2 years",0.91
"31105","all","0-5","2020","2 years",0.92
"31104","all","0-5","2020","2 years",0.94
"31103","all","0-5","2020","2 years",0.9
"31102","all","0-5","2020","2 years",0.91
"31101","all","0-5","2020","2 years",0.92
"31004","all","0-5","2020","2 years",0.93
"31003","all","0-5","2020","2 years",0.95
"31002","all","0-5","2020","2 years",0.93
"31001","all","0-5","2020","2 years",0.93
"30910","all","0-5","2020","2 years",0.89
"30909","all","0-5","2020","2 years",0.9
"30908","all","0-5","2020","2 years",0.93
"30907","all","0-5","2020","2 years",0.92
"30906","all","0-5","2020","2 years",0.91
"30905","all","0-5","2020","2 years",0.94
"30904","all","0-5","2020","2 years",0.82
"30903","all","0-5","2020","2 years",0.91
"30902","all","0-5","2020","2 years",0.87
"30901","all","0-5","2020","2 years",0.9
"30803","all","0-5","2020","2 years",0.94
"30802","all","0-5","2020","2 years",0.93
"30801","all","0-5","2020","2 years",0.93
"30703","all","0-5","2020","2 years",0.9
"30702","all","0-5","2020","2 years",0.94
"30701","all","0-5","2020","2 years",0.94
"30605","all","0-5","2020","2 years",0.87
"30604","all","0-5","2020","2 years",0.89
"30603","all","0-5","2020","2 years",0.92
"30602","all","0-5","2020","2 years",0.93
"30601","all","0-5","2020","2 years",0.92
"30504","all","0-5","2020","2 years",0.94
"30503","all","0-5","2020","2 years",0.95
"30502","all","0-5","2020","2 years",0.93
"30501","all","0-5","2020","2 years",0.92
"30404","all","0-5","2020","2 years",0.95
"30403","all","0-5","2020","2 years",0.95
"30402","all","0-5","2020","2 years",0.94
"30401","all","0-5","2020","2 years",0.93
"30306","all","0-5","2020","2 years",0.91
"30305","all","0-5","2020","2 years",0.93
"30304","all","0-5","2020","2 years",0.95
"30303","all","0-5","2020","2 years",0.93
"30302","all","0-5","2020","2 years",0.95
"30301","all","0-5","2020","2 years",0.94
"30204","all","0-5","2020","2 years",0.93
"30203","all","0-5","2020","2 years",0.95
"30202","all","0-5","2020","2 years",0.95
"30201","all","0-5","2020","2 years",0.94
"30103","all","0-5","2020","2 years",0.94
"30102","all","0-5","2020","2 years",0.93
"30101","all","0-5","2020","2 years",0.94
"40703","all","0-5","2020","2 years",0.93
"40702","all","0-5","2020","2 years",0.95
"40701","all","0-5","2020","2 years",0.93
"40602","all","0-5","2020","2 years",0.9
"40601","all","0-5","2020","2 years",0.91
"40504","all","0-5","2020","2 years",0.95
"40503","all","0-5","2020","2 years",0.95
"40502","all","0-5","2020","2 years",0.91
"40501","all","0-5","2020","2 years",0.95
"40403","all","0-5","2020","2 years",0.93
"40402","all","0-5","2020","2 years",0.9
"40401","all","0-5","2020","2 years",0.92
"40304","all","0-5","2020","2 years",0.93
"40303","all","0-5","2020","2 years",0.94
"40302","all","0-5","2020","2 years",0.94
"40301","all","0-5","2020","2 years",0.93
"40205","all","0-5","2020","2 years",0.95
"40204","all","0-5","2020","2 years",0.94
"40203","all","0-5","2020","2 years",0.92
"40202","all","0-5","2020","2 years",0.92
"40201","all","0-5","2020","2 years",0.94
"40107","all","0-5","2020","2 years",0.92
"40106","all","0-5","2020","2 years",0.94
"40105","all","0-5","2020","2 years",0.94
"40104","all","0-5","2020","2 years",0.92
"40103","all","0-5","2020","2 years",0.91
"40102","all","0-5","2020","2 years",0.92
"40101","all","0-5","2020","2 years",0.84
"90101","all","0-5","2020","2 years",NA
"50903","all","0-5","2020","2 years",0.93
"50902","all","0-5","2020","2 years",0.93
"50901","all","0-5","2020","2 years",0.91
"50806","all","0-5","2020","2 years",0.89
"50805","all","0-5","2020","2 years",0.91
"50804","all","0-5","2020","2 years",0.92
"50803","all","0-5","2020","2 years",0.9
"50802","all","0-5","2020","2 years",0.94
"50801","all","0-5","2020","2 years",0.93
"50705","all","0-5","2020","2 years",0.91
"50704","all","0-5","2020","2 years",0.92
"50703","all","0-5","2020","2 years",0.94
"50702","all","0-5","2020","2 years",0.89
"50701","all","0-5","2020","2 years",0.91
"50607","all","0-5","2020","2 years",0.89
"50606","all","0-5","2020","2 years",0.91
"50605","all","0-5","2020","2 years",0.94
"50604","all","0-5","2020","2 years",0.91
"50603","all","0-5","2020","2 years",0.9
"50602","all","0-5","2020","2 years",0.92
"50601","all","0-5","2020","2 years",0.93
"50503","all","0-5","2020","2 years",0.93
"50502","all","0-5","2020","2 years",0.91
"50501","all","0-5","2020","2 years",0.94
"50403","all","0-5","2020","2 years",0.93
"50402","all","0-5","2020","2 years",0.87
"50401","all","0-5","2020","2 years",0.91
"50302","all","0-5","2020","2 years",0.9
"50301","all","0-5","2020","2 years",0.9
"50201","all","0-5","2020","2 years",0.92
"50103","all","0-5","2020","2 years",0.87
"50102","all","0-5","2020","2 years",0.9
"50101","all","0-5","2020","2 years",0.87
"60403","all","0-5","2020","2 years",0.9
"60402","all","0-5","2020","2 years",0.88
"60401","all","0-5","2020","2 years",0.95
"60303","all","0-5","2020","2 years",0.87
"60302","all","0-5","2020","2 years",0.85
"60301","all","0-5","2020","2 years",0.92
"60203","all","0-5","2020","2 years",0.9
"60202","all","0-5","2020","2 years",0.9
"60201","all","0-5","2020","2 years",0.89
"60106","all","0-5","2020","2 years",0.92
"60105","all","0-5","2020","2 years",0.87
"60104","all","0-5","2020","2 years",0.91
"60103","all","0-5","2020","2 years",0.9
"60102","all","0-5","2020","2 years",0.93
"60101","all","0-5","2020","2 years",0.91
"70205","all","0-5","2020","2 years",0.89
"70204","all","0-5","2020","2 years",0.95
"70203","all","0-5","2020","2 years",0.95
"70202","all","0-5","2020","2 years",0.94
"70201","all","0-5","2020","2 years",0.92
"70104","all","0-5","2020","2 years",0.93
"70103","all","0-5","2020","2 years",0.9
"70102","all","0-5","2020","2 years",0.91
"70101","all","0-5","2020","2 years",0.92
"90103","all","0-5","2021","2 years",NA
"80109","all","0-5","2021","2 years",0.93
"80108","all","0-5","2021","2 years",0.95
"80107","all","0-5","2021","2 years",0.95
"80106","all","0-5","2021","2 years",0.9
"80105","all","0-5","2021","2 years",0.94
"80104","all","0-5","2021","2 years",0.95
"80103","all","0-5","2021","2 years",NA
"80102","all","0-5","2021","2 years",0.95
"80101","all","0-5","2021","2 years",0.93
"12802","all","0-5","2021","2 years",0.95
"12801","all","0-5","2021","2 years",0.94
"12703","all","0-5","2021","2 years",0.91
"12702","all","0-5","2021","2 years",0.92
"12701","all","0-5","2021","2 years",0.92
"12602","all","0-5","2021","2 years",0.93
"12601","all","0-5","2021","2 years",0.94
"12504","all","0-5","2021","2 years",0.92
"12503","all","0-5","2021","2 years",0.89
"12502","all","0-5","2021","2 years",0.92
"12501","all","0-5","2021","2 years",0.88
"12405","all","0-5","2021","2 years",0.9
"12404","all","0-5","2021","2 years",0.94
"12403","all","0-5","2021","2 years",0.95
"12401","all","0-5","2021","2 years",0.91
"12303","all","0-5","2021","2 years",0.93
"12302","all","0-5","2021","2 years",0.91
"12301","all","0-5","2021","2 years",0.94
"12203","all","0-5","2021","2 years",0.93
"12202","all","0-5","2021","2 years",0.92
"12201","all","0-5","2021","2 years",0.92
"12104","all","0-5","2021","2 years",0.93
"12103","all","0-5","2021","2 years",0.93
"12102","all","0-5","2021","2 years",0.95
"12101","all","0-5","2021","2 years",0.93
"12003","all","0-5","2021","2 years",0.92
"12002","all","0-5","2021","2 years",0.92
"12001","all","0-5","2021","2 years",0.93
"11904","all","0-5","2021","2 years",0.9
"11903","all","0-5","2021","2 years",0.92
"11902","all","0-5","2021","2 years",0.91
"11901","all","0-5","2021","2 years",0.88
"11802","all","0-5","2021","2 years",0.91
"11801","all","0-5","2021","2 years",0.91
"11703","all","0-5","2021","2 years",0.91
"11702","all","0-5","2021","2 years",0.95
"11701","all","0-5","2021","2 years",0.93
"11603","all","0-5","2021","2 years",0.89
"11602","all","0-5","2021","2 years",0.95
"11601","all","0-5","2021","2 years",0.94
"11504","all","0-5","2021","2 years",0.95
"11503","all","0-5","2021","2 years",0.93
"11502","all","0-5","2021","2 years",0.89
"11501","all","0-5","2021","2 years",0.94
"11402","all","0-5","2021","2 years",0.92
"11401","all","0-5","2021","2 years",0.94
"11303","all","0-5","2021","2 years",0.95
"11302","all","0-5","2021","2 years",0.95
"11301","all","0-5","2021","2 years",0.93
"11203","all","0-5","2021","2 years",0.86
"11202","all","0-5","2021","2 years",0.89
"11201","all","0-5","2021","2 years",0.79
"11103","all","0-5","2021","2 years",0.95
"11102","all","0-5","2021","2 years",0.95
"11101","all","0-5","2021","2 years",0.95
"11004","all","0-5","2021","2 years",0.95
"11003","all","0-5","2021","2 years",0.95
"11002","all","0-5","2021","2 years",0.94
"11001","all","0-5","2021","2 years",0.95
"10903","all","0-5","2021","2 years",0.95
"10902","all","0-5","2021","2 years",0.93
"10901","all","0-5","2021","2 years",0.94
"10805","all","0-5","2021","2 years",0.92
"10804","all","0-5","2021","2 years",0.95
"10803","all","0-5","2021","2 years",NA
"10802","all","0-5","2021","2 years",0.91
"10801","all","0-5","2021","2 years",0.9
"10704","all","0-5","2021","2 years",0.93
"10703","all","0-5","2021","2 years",0.95
"10701","all","0-5","2021","2 years",0.95
"10604","all","0-5","2021","2 years",0.94
"10603","all","0-5","2021","2 years",0.93
"10602","all","0-5","2021","2 years",0.95
"10601","all","0-5","2021","2 years",0.95
"10503","all","0-5","2021","2 years",0.93
"10502","all","0-5","2021","2 years",0.95
"10501","all","0-5","2021","2 years",0.93
"10402","all","0-5","2021","2 years",0.91
"10401","all","0-5","2021","2 years",0.93
"10304","all","0-5","2021","2 years",0.94
"10303","all","0-5","2021","2 years",0.93
"10302","all","0-5","2021","2 years",0.95
"10301","all","0-5","2021","2 years",0.95
"10202","all","0-5","2021","2 years",0.94
"10201","all","0-5","2021","2 years",0.94
"10104","all","0-5","2021","2 years",0.91
"10103","all","0-5","2021","2 years",0.93
"10102","all","0-5","2021","2 years",0.94
"10101","all","0-5","2021","2 years",0.93
"21702","all","0-5","2021","2 years",0.95
"21701","all","0-5","2021","2 years",0.94
"21603","all","0-5","2021","2 years",0.94
"21602","all","0-5","2021","2 years",0.95
"21601","all","0-5","2021","2 years",0.95
"21503","all","0-5","2021","2 years",0.94
"21502","all","0-5","2021","2 years",0.93
"21501","all","0-5","2021","2 years",0.95
"21402","all","0-5","2021","2 years",0.93
"21401","all","0-5","2021","2 years",0.93
"21305","all","0-5","2021","2 years",0.91
"21304","all","0-5","2021","2 years",0.93
"21303","all","0-5","2021","2 years",0.93
"21302","all","0-5","2021","2 years",0.93
"21301","all","0-5","2021","2 years",0.91
"21205","all","0-5","2021","2 years",0.93
"21204","all","0-5","2021","2 years",0.9
"21203","all","0-5","2021","2 years",0.94
"21202","all","0-5","2021","2 years",0.91
"21201","all","0-5","2021","2 years",0.94
"21105","all","0-5","2021","2 years",0.94
"21104","all","0-5","2021","2 years",0.94
"21103","all","0-5","2021","2 years",0.95
"21102","all","0-5","2021","2 years",0.92
"21101","all","0-5","2021","2 years",0.95
"21005","all","0-5","2021","2 years",0.9
"21004","all","0-5","2021","2 years",0.92
"21003","all","0-5","2021","2 years",0.9
"21002","all","0-5","2021","2 years",0.93
"21001","all","0-5","2021","2 years",0.92
"20904","all","0-5","2021","2 years",0.94
"20903","all","0-5","2021","2 years",0.94
"20902","all","0-5","2021","2 years",0.93
"20901","all","0-5","2021","2 years",0.93
"20804","all","0-5","2021","2 years",0.93
"20803","all","0-5","2021","2 years",0.94
"20802","all","0-5","2021","2 years",0.93
"20801","all","0-5","2021","2 years",0.93
"20703","all","0-5","2021","2 years",0.92
"20702","all","0-5","2021","2 years",0.89
"20701","all","0-5","2021","2 years",0.92
"20607","all","0-5","2021","2 years",0.93
"20606","all","0-5","2021","2 years",0.92
"20605","all","0-5","2021","2 years",0.91
"20604","all","0-5","2021","2 years",0.88
"20603","all","0-5","2021","2 years",0.92
"20602","all","0-5","2021","2 years",0.95
"20601","all","0-5","2021","2 years",0.92
"20505","all","0-5","2021","2 years",0.95
"20504","all","0-5","2021","2 years",0.95
"20503","all","0-5","2021","2 years",0.95
"20502","all","0-5","2021","2 years",0.95
"20501","all","0-5","2021","2 years",0.94
"20403","all","0-5","2021","2 years",0.95
"20402","all","0-5","2021","2 years",0.93
"20401","all","0-5","2021","2 years",0.94
"20303","all","0-5","2021","2 years",0.94
"20302","all","0-5","2021","2 years",0.95
"20301","all","0-5","2021","2 years",0.95
"20203","all","0-5","2021","2 years",0.95
"20202","all","0-5","2021","2 years",0.93
"20201","all","0-5","2021","2 years",0.94
"20103","all","0-5","2021","2 years",0.94
"20102","all","0-5","2021","2 years",0.94
"20101","all","0-5","2021","2 years",0.94
"31905","all","0-5","2021","2 years",0.93
"31904","all","0-5","2021","2 years",0.94
"31903","all","0-5","2021","2 years",0.9
"31902","all","0-5","2021","2 years",0.94
"31901","all","0-5","2021","2 years",0.95
"31802","all","0-5","2021","2 years",0.94
"31801","all","0-5","2021","2 years",0.93
"31701","all","0-5","2021","2 years",0.94
"31606","all","0-5","2021","2 years",0.88
"31605","all","0-5","2021","2 years",0.85
"31604","all","0-5","2021","2 years",0.89
"31603","all","0-5","2021","2 years",0.87
"31602","all","0-5","2021","2 years",0.92
"31601","all","0-5","2021","2 years",0.91
"31503","all","0-5","2021","2 years",0.95
"31502","all","0-5","2021","2 years",0.9
"31501","all","0-5","2021","2 years",0.91
"31403","all","0-5","2021","2 years",0.95
"31402","all","0-5","2021","2 years",0.95
"31401","all","0-5","2021","2 years",0.95
"31305","all","0-5","2021","2 years",0.93
"31304","all","0-5","2021","2 years",0.93
"31303","all","0-5","2021","2 years",0.9
"31302","all","0-5","2021","2 years",0.94
"31301","all","0-5","2021","2 years",0.92
"31203","all","0-5","2021","2 years",0.94
"31202","all","0-5","2021","2 years",0.94
"31201","all","0-5","2021","2 years",0.92
"31106","all","0-5","2021","2 years",0.91
"31105","all","0-5","2021","2 years",0.93
"31104","all","0-5","2021","2 years",0.93
"31103","all","0-5","2021","2 years",0.92
"31102","all","0-5","2021","2 years",0.88
"31101","all","0-5","2021","2 years",0.91
"31004","all","0-5","2021","2 years",0.93
"31003","all","0-5","2021","2 years",0.94
"31002","all","0-5","2021","2 years",0.94
"31001","all","0-5","2021","2 years",0.93
"30910","all","0-5","2021","2 years",0.89
"30909","all","0-5","2021","2 years",0.92
"30908","all","0-5","2021","2 years",0.9
"30907","all","0-5","2021","2 years",0.91
"30906","all","0-5","2021","2 years",0.91
"30905","all","0-5","2021","2 years",0.86
"30904","all","0-5","2021","2 years",0.83
"30903","all","0-5","2021","2 years",0.91
"30902","all","0-5","2021","2 years",0.89
"30901","all","0-5","2021","2 years",0.87
"30803","all","0-5","2021","2 years",0.94
"30802","all","0-5","2021","2 years",0.93
"30801","all","0-5","2021","2 years",0.9
"30703","all","0-5","2021","2 years",0.92
"30702","all","0-5","2021","2 years",0.92
"30701","all","0-5","2021","2 years",0.95
"30605","all","0-5","2021","2 years",0.86
"30604","all","0-5","2021","2 years",0.87
"30603","all","0-5","2021","2 years",0.92
"30602","all","0-5","2021","2 years",0.93
"30601","all","0-5","2021","2 years",0.92
"30504","all","0-5","2021","2 years",0.95
"30503","all","0-5","2021","2 years",0.93
"30502","all","0-5","2021","2 years",0.95
"30501","all","0-5","2021","2 years",0.93
"30404","all","0-5","2021","2 years",0.95
"30403","all","0-5","2021","2 years",0.95
"30402","all","0-5","2021","2 years",0.93
"30401","all","0-5","2021","2 years",0.95
"30306","all","0-5","2021","2 years",0.92
"30305","all","0-5","2021","2 years",0.93
"30304","all","0-5","2021","2 years",0.95
"30303","all","0-5","2021","2 years",0.95
"30302","all","0-5","2021","2 years",0.93
"30301","all","0-5","2021","2 years",0.95
"30204","all","0-5","2021","2 years",0.95
"30203","all","0-5","2021","2 years",0.95
"30202","all","0-5","2021","2 years",0.95
"30201","all","0-5","2021","2 years",0.95
"30103","all","0-5","2021","2 years",0.94
"30102","all","0-5","2021","2 years",0.95
"30101","all","0-5","2021","2 years",0.95
"40703","all","0-5","2021","2 years",0.93
"40702","all","0-5","2021","2 years",0.95
"40701","all","0-5","2021","2 years",0.86
"40602","all","0-5","2021","2 years",0.88
"40601","all","0-5","2021","2 years",0.9
"40504","all","0-5","2021","2 years",0.94
"40503","all","0-5","2021","2 years",0.94
"40502","all","0-5","2021","2 years",0.94
"40501","all","0-5","2021","2 years",0.95
"40403","all","0-5","2021","2 years",0.93
"40402","all","0-5","2021","2 years",0.9
"40401","all","0-5","2021","2 years",0.93
"40304","all","0-5","2021","2 years",0.94
"40303","all","0-5","2021","2 years",0.95
"40302","all","0-5","2021","2 years",0.94
"40301","all","0-5","2021","2 years",0.94
"40205","all","0-5","2021","2 years",0.94
"40204","all","0-5","2021","2 years",0.93
"40203","all","0-5","2021","2 years",0.94
"40202","all","0-5","2021","2 years",0.93
"40201","all","0-5","2021","2 years",0.93
"40107","all","0-5","2021","2 years",0.93
"40106","all","0-5","2021","2 years",0.93
"40105","all","0-5","2021","2 years",0.93
"40104","all","0-5","2021","2 years",0.93
"40103","all","0-5","2021","2 years",0.91
"40102","all","0-5","2021","2 years",0.92
"40101","all","0-5","2021","2 years",0.88
"90102","all","0-5","2021","2 years",NA
"90101","all","0-5","2021","2 years",NA
"50903","all","0-5","2021","2 years",0.95
"50902","all","0-5","2021","2 years",0.93
"50901","all","0-5","2021","2 years",0.9
"50806","all","0-5","2021","2 years",0.87
"50805","all","0-5","2021","2 years",0.9
"50804","all","0-5","2021","2 years",0.9
"50803","all","0-5","2021","2 years",0.91
"50802","all","0-5","2021","2 years",0.91
"50801","all","0-5","2021","2 years",0.94
"50705","all","0-5","2021","2 years",0.92
"50704","all","0-5","2021","2 years",0.92
"50703","all","0-5","2021","2 years",0.94
"50702","all","0-5","2021","2 years",0.89
"50701","all","0-5","2021","2 years",0.92
"50607","all","0-5","2021","2 years",0.92
"50606","all","0-5","2021","2 years",0.94
"50605","all","0-5","2021","2 years",0.92
"50604","all","0-5","2021","2 years",0.93
"50603","all","0-5","2021","2 years",0.92
"50602","all","0-5","2021","2 years",0.92
"50601","all","0-5","2021","2 years",0.92
"50503","all","0-5","2021","2 years",0.93
"50502","all","0-5","2021","2 years",0.92
"50501","all","0-5","2021","2 years",0.93
"50403","all","0-5","2021","2 years",0.93
"50402","all","0-5","2021","2 years",0.88
"50401","all","0-5","2021","2 years",0.92
"50302","all","0-5","2021","2 years",0.92
"50301","all","0-5","2021","2 years",0.92
"50201","all","0-5","2021","2 years",0.9
"50103","all","0-5","2021","2 years",0.89
"50102","all","0-5","2021","2 years",0.92
"50101","all","0-5","2021","2 years",0.86
"60403","all","0-5","2021","2 years",0.9
"60402","all","0-5","2021","2 years",0.94
"60401","all","0-5","2021","2 years",0.93
"60303","all","0-5","2021","2 years",0.85
"60302","all","0-5","2021","2 years",0.84
"60301","all","0-5","2021","2 years",0.9
"60203","all","0-5","2021","2 years",0.92
"60202","all","0-5","2021","2 years",0.92
"60201","all","0-5","2021","2 years",0.91
"60106","all","0-5","2021","2 years",0.95
"60105","all","0-5","2021","2 years",0.9
